0100000008	1 Mózes
2a07180094	Mikor pedig elmentek a János követei, kezdé mondani a sokaságnak János felől: Mit látni mentetek ki a pusztába? szélingatta nádszálat-é?
2a071900a0	Hát mit látni mentetek ki? puha ruhákba öltözött embert-é? Ímé a kik drága öltözetben és gyönyörűségben vannak, a királyok palotáiban vannak.
2a071a0060	Hát mit látni mentetek ki? Prófétát-é? Bizony mondom néktek, prófétánál is nagyobbat.
2a071b0083	Ez az, a ki felől meg van írva: Ímé én elküldöm az én követemet a te orczád előtt, ki elkészíti előtted a te útadat.
2a071c00b2	Mert mondom néktek, hogy azok között, a kik asszonytól születtek, egy sincs nagyobb próféta Keresztelő Jánosnál; de a ki kisebb az Isten országában, nagyobb ő nála.
2a071d0083	És mikor ezt hallotta az egész nép és a vámszedők, igazat adának az Istennek, megkeresztelkedvén a János keresztségével;
2a071e007c	A farizeusok pedig és a törvénytudók az Isten tanácsát megveték ő magokra nézve, nem keresztelkedvén meg ő tőle.
2a071f005c	Monda pedig az Úr: Mihez hasonlítsam azért e nemzetségnek embereit? és mihez hasonlók?
2a072000bb	Hasonlók a piaczon ülő gyermekekhez, kik egymásnak kiáltanak, és ezt mondják: Sípoltunk néktek, és nem tánczoltatok; siralmas énekeket énekeltünk néktek, és nem sírtatok.
2a07210070	Mert eljött Keresztelő János, a ki kenyeret sem eszik, bort sem iszik, és ezt mondjátok: Ördög van benne.
2a0722008c	Eljött az embernek Fia, a ki eszik és iszik, és ezt mondjátok: Ímé a falánk és borivó ember, a vámszedők és bűnösök barátja.
2a07230031	És igazoltatik a bölcseség minden ő fiaitól.
2a07240079	Kéré pedig őt egy a farizeusok közül, hogy ő vele egyék; annakokáért bemenvén a farizeus házába, leüle enni.
2a0725009d	És ímé a városban egy asszony a ki bűnös vala, mikor megtudta, hogy ő a farizeus házában leült enni, hoza egy alabástrom szelencze drága kenetet.
2a072600bc	És megállván hátul az ő lábainál sírva, könnyeivel kezdé öntözni az ő lábait, és fejének hajával törlé meg, és csókolgatá az ő lábait, és megkené drága kenettel.
2a0727009f	Mikor pedig ezt látta a farizeus, a ki őt meghívta, monda magában: Ez, ha próféta volna, tudná ki és miféle asszony az, a ki őt illeti: hogy bűnös.
2a0728006a	És felelvén Jézus, monda néki: Simon, van valami mondani valóm néked. És az monda: Mester, mondjad.
2a07290063	Egy hitelezőnek két adósa vala: az egyik adós vala ötszáz pénzzel, a másik pedig ötvennel.
2a072a0084	És mikor nem volt nékik miből megadni, mind a kettőnek elengedé. E kettő közül azért, mondd meg, melyik szereti őt jobban?
2a072b007d	Felelvén pedig Simon, monda: Azt gondolom, hogy az, a kinek többet engedett el. És Jézus monda néki: Igazán ítéltél.
2a072c00d4	És az asszonyhoz fordulván, monda Simonnak: Látod-é ez asszonyt? Bejövék a te házadba, az én lábaimnak vizet nem adál: ez pedig könnyeivel öntözé az én lábaimat, és fejének hajával törlé meg.
2a072d0073	Engem meg nem csókolál: ez pedig az időtől fogva, hogy bejöttem, nem szünt meg az én lábaimat csókolgatni.
2a072e005b	Olajjal az én fejemet meg nem kented: ez pedig drága kenettel kené meg az én lábaimat.
2a072f008d	Minekokáért mondom néked: Néki sok bűne bocsáttatott meg; mert igen szeretett; a kinek pedig kevés bocsáttatik meg, kevésbé szeret.
2a07300036	És monda annak: Megbocsáttattak néked a te bűneid.
2a07310071	És a kik együtt ülének vele az asztalnál, kezdék magukban mondani: Ki ez, hogy a bűnöket is megbocsátja?
2a07320050	Monda pedig az asszonynak: A te hited megtartott téged. Eredj el békességgel!
2a0801008c	És lőn ezután, hogy ő jár vala városonként és falunként, prédikálván és hirdetvén az Isten országát, és vele a tizenkettő,
2a080200a1	És némely asszonyok, a kiket tisztátalan lelkektől és betegségekből gyógyított meg, Mária, a ki Magdalénának neveztetik, kiből hét ördög ment ki,
2a08030092	És Johanna, Khúzának, a Heródes gondviselőjének felesége, és Zsuzsánna, és sok más asszony, kik az ő vagyonukból szolgálának néki.
2a0804006d	Mikor pedig nagy sokaság gyűlt egybe, és minden városból mentek vala ő hozzá, monda példázat által:
2a08050096	Kiméne a magvető, hogy elvesse az ő magvát: és magvetés közben némely esék az útfélre; és eltapostaték, és az égi madarak megevék azt.
2a0806005a	És némely esék a kősziklára; és mikor kikelt, elszárada, mert nem vala nedvessége.
2a08070058	Némely esék a tövis közé; és a tövisek vele együtt növekedvén, megfojták azt.
2a08080092	Némely pedig esék a jó földbe; és mikor kikelt, százannyi hasznot hoza. Ezeket mondván, kiált vala: A kinek van füle a hallásra, hallja.
2a08090049	És megkérdék őt az ő tanítványai, mondván: Mi lehet e példázat?
2a080a00a9	Ő pedig monda nékik: Néktek adatott, hogy az Isten országának titkait értsétek; egyebeknek példázatokban, hogy látván ne lássanak, és hallván ne értsenek.
2a080b002f	A példázat pedig ez: A mag az Isten beszéde.
2a080c009a	Az útfélen valók pedig azok, a kik hallják; aztán eljő az ördög, és kikapja az ígét az ő szívökből, hogy ne higyjenek és ne idvezüljenek.
2a080d00b0	És a kősziklán valók azok, a kik, mikor hallják, örömmel veszik az ígét; de ezeknek nincs gyökerük, a kik egy ideig hisznek, a kísértés idején pedig elszakadnak.
2a080e00c1	És a melyik a tövis közé esett, ezek azok, a kik hallották, de elmenvén, az élet gondjaitól, és gazdagságától és gyönyörűségeitől megfojtatnak, és gyümölcsöt nem teremnek.
2a080f0096	A melyik pedig a jó földbe esett, ezek azok, a kik a hallott ígét tiszta és jó szívvel megtartják, és gyümölcsöt teremnek béketűréssel.
2a081000a9	Senki pedig, ha gyertyát gyújt, be nem fedi azt valami edénynyel, sem az ágy alá nem rejti; hanem a gyertyatartóba teszi, hogy a kik bemennek, lássák a világot.
2a08110088	Mert nincs oly titok, mely nyilvánvalóvá ne lenne; és nincs oly elrejtett dolog, mely ki ne tudódnék, és világosságra ne jőne.
2a08120096	Meglássátok azért, mimódon hallgatjátok: mert a kinek van, annak adatik; és a kinek nincs, még a mijét gondolja is hogy van, elvétetik tőle.
2a0813005e	Jövének pedig hozzá az ő anyja és atyjafiai, de nem tudtak hozzá jutni a sokaság miatt.
2a08140065	És tudtára adák néki, mondván: A te anyád és atyádfiai künn állnak, téged akarván látni.
2a08150089	Ő pedig felelvén, monda nékik: Az én anyám és az én atyámfiai ezek, a kik az Isten beszédét hallgatják, és megcselekszik azt.
2a08160091	Lőn pedig egy napon, hogy beméne a hajóba ő és az ő tanítványai; és monda nékik: Menjünk a tónak túlsó partjára. És elindulának.
2a08170079	De hajózásuk közben elszenderedék; és szélvész csapott le a tóra, és megmerülének, és veszedelemben valának.
2a081800b7	És hozzá menvén, felkölték őt mondván: Mester, Mester, elveszünk! Ő pedig felserkenvén, megdorgálá a szelet és a víznek habjait; és megszűnének, és lőn csendesség.
2a081900ae	És monda nékik: Hol van a ti hitetek? És félelemmel csodálkoznak vala, mondván egymásnak: Ugyan ki ez, hogy a szeleknek is, a víznek is parancsol, és engednek néki?
2a081a004e	És evezének a Gaderénusok tartományaiba, mely Galileával átellenben van.
2a081b00bb	És mikor ő kiment a földre, jöve elébe a városból egy ember, kiben ördögök voltak sok időtől fogva, sem ruhába nem öltözött, sem házban nem lakott, hanem a sírboltokban.
2a081c00be	És mikor meglátta Jézust, felkiálta és lábai elé esék néki, és fenszóval monda: Mi közöm van nékem te veled, Jézus, felséges Istennek Fia? kérlek téged, ne gyötörj engem.
2a081d00f9	Mert azt parancsolá annak a tisztátalan léleknek, hogy menjen ki az emberből. Mert gyakran elragadá őt: annakokáért lánczokkal és békókkal megkötözve őrizteték; de a kötelékeket elszaggatván, az ördögtől a pusztákba hajtaték.
2a081e006a	Megkérdé pedig őt Jézus, mondván: Mi a neved? És ő monda: Légió; mert sok ördög ment vala bele.
2a081f0049	És kérék őt, hogy ne parancsolja nékik, hogy a mélységbe menjenek.
2a08200092	Vala pedig ott egy nagy disznónyáj, legelészve a hegyen; és kérék őt, hogy engedje meg nékik, hogy azokba menjenek. És megengedé nékik.
2a0821008e	És minekutána kimentek az ördögök az emberből, bemenének a disznókba; és a disznónyáj a meredekről a tóba rohana, és megfullada.
2a0822006e	A pásztorok pedig látván mi történt, elfutának, és elmenvén, hírré adák a városban és a falukban.
2a082300c5	Kimenének azért megnézni mi történt; és menének Jézushoz, és ülve találák az embert, kiből az ördögök kimentek, felöltözve és eszénél, a Jézus lábainál; és megfélemlének.
2a08240059	Elbeszélék pedig nékik azok is, a kik látták, mimódon szabadult meg az ördöngős.
2a082500b3	És kéré őt a Gadarénusok körül való tartományok egész sokasága, hogy ő közülök menjen el, mert felette igen félnek vala: ő pedig beülvén a hajóba, visszatére.
2a0826007a	Kéré pedig őt az az ember, a kiből az ördögök kimentek, hogy ő vele lehessen; de Jézus elbocsátá őt, mondván:
2a082700af	Térj vissza házadhoz, és beszéld el, mely nagy dolgokat tett az Isten veled. Elméne azért, hirdetvén az egész városban, mely nagy dolgokat cselekedett Jézus ő vele.
2a0828006a	És lőn, hogy mikor Jézus visszatért, a nép örömmel fogadá őt; mert mindnyájan várják vala őt.
2a082900a1	És ímé eljöve egy ember, kinek Jairus vala neve, ki a zsinagógának feje volt; és Jézus lábai előtt leesvén, kéré őt, hogy menjen be az ő házába;
2a082a008c	Mert vala néki egy egyetlen leánya, mintegy tizenkét esztendős, és az halálán volt. Mikor pedig ő méne, a sokaság szorongatá őt.
2a082b009b	És egy asszony, ki vérfolyásban volt tizenkét esztendőtől fogva, és bár minden vagyonát az orvosokra költötte, senki meg nem tudta gyógyítani,
2a082c0069	Hátulról hozzá járulván, illeté az ő ruhájának peremét; és azonnal elálla vérének folyása.
2a082d00cd	És monda Jézus: Ki az, a ki engem illete? És mikor mindnyájan tagadták, monda Péter és a kik ő vele valának: Mester, a sokaság nyom és szorongat téged, és azt mondod: Ki az, a ki engem illete?
2a082e0060	Jézus pedig monda: Illete engem valaki; mert én észrevettem, hogy erő származék ki tőlem.
2a082f00c2	Mikor pedig látta az asszony; hogy nem maradt titokban, reszketve előjöve és előtte leesvén, megjelenté néki az egész sokaság előtt, miért illette őt, és hogy azonnal meggyógyult.
2a0830005c	És ő monda néki: Bízzál leányom, a te hited megtartott téged; eredj el békességgel!
2a08310091	Mikor még a szó szájában vala, eljöve egy ember a zsinagóga fejének házától, mondván néki: Meghalt a leányod; ne fáraszd a Mestert!
2a0832005f	Jézus pedig mikor ezt hallotta, felele néki, mondván: Ne félj; csak higyj, és megtartatik.
2a08330075	Bemenvén pedig a házba, senkit nem bocsáta be, csak Pétert, Jakabot, Jánost és a leányzó atyját és anyját.
2a0834006c	Sírának pedig mindnyájan, és gyászolák azt; ő pedig monda: Ne sírjatok; nem halt meg, hanem aluszik.
2a0835002a	És kineveték őt, tudván, hogy meghalt.
2a0836006a	Ő pedig mindenkit kiküldvén, és a leányzó kezét megfogván, kiálta, mondván: Leányzó, kelj fel!
2a0837005f	És visszatére annak lelke, és azonnal fölkele; és ő parancsolá, hogy adjanak néki enni.
2a08380068	És elálmélkodának annak szülei; ő pedig megparancsolá, hogy senkinek ne mondják, a mi történt.
2a0901009e	Minekutána pedig összehívta Jézus az ő tizenkét tanítványát, ada nékik erőt és hatalmat minden ördögök ellen, és betegségek gyógyítására.
2a0902005b	És elküldé őket, hogy prédikálják az Isten országát, és betegeket gyógyítsanak.
2a09030084	És monda nékik: Semmit az útra ne vigyetek, se pálczákat, se táskát, se kenyeret, se pénzt; se két-két ruhátok ne legyen.
2a0904004c	És valamely házba bementek, ott maradjatok, és onnét induljatok tovább.
2a09050088	És valakik be nem fogadnak titeket, kimenvén abból a városból, még a port is verjétek le lábaitokról, bizonyságul ő ellenök.
2a09060069	Kimenvén annakokáért, bejárák a falukat, hirdetvén az evangyéliomot, és gyógyítván mindenütt.
2a090700b2	Meghallá pedig Heródes a negyedes fejedelem, mindazokat, a mik ő általa történtek: és zavarban volt, mivelhogy némelyek azt mondák, hogy János támadt fel a halálból;
2a0908006d	Némelyek pedig, hogy Illés jelent meg; mások meg, hogy a régi próféták közül támadt fel valamelyik.
2a09090087	És monda Heródes: Jánosnak én vettem fejét: kicsoda hát ez, a ki felől én ilyen dolgokat hallok? És igyekezik vala őt látni.
2a090a00b4	Visszatérvén pedig az apostolok, elbeszélének néki mindent, a mit cselekedtek. És azokat maga mellé vévén, elvonula magánosan a Bethsaida nevű városnak puszta helyére.
2a090b00bb	A sokaság pedig ezt megtudván, követé őt: és ő örömmel fogadván őket, szóla nékik az Isten országáról, és a kiknek gyógyulásra volt szükségök, azokat meggyógyítá.
2a090c00ec	A nap pedig hanyatlani kezdett; és a tizenkettő ő hozzá járulván, monda néki: Bocsásd el a sokaságot, hogy elmenvén a körülvaló falvakba és majorokba megszálljanak, és eledelt találjanak, mert itt puszta helyen vagyunk.
2a090d00c4	Ő pedig monda nékik: Adjatok nékik ti enni. Azok pedig mondának: Nincs nékünk több öt kenyerünknél és két halunknál; hanem ha elmegyünk és mi veszünk eledelt az egész sokaságnak.
2a090e0080	Mert valának ott mintegy ötezeren férfiak. Monda pedig az ő tanítványainak: Ültessétek le őket csoportokba ötvenével.
2a090f0038	És a képen cselekedének, és leülteték valamennyit.
2a091000b1	Minekutána pedig vette az öt kenyeret és a két halat, a mennybe emelvén szemeit, megáldá azokat, és megszegé; és adá a tanítványoknak, hogy a sokaság elé tegyék.
2a09110072	Evének azért és megelégedének mindnyájan; és felszedék a mi darabok maradtak tőlük, tizenkét kosárral.
2a09120084	És lőn, mikor ő magában imádkozék, vele valának a tanítványok; és megkérdé őket, mondván: Kinek mond engem a sokaság?
2a0913009b	Ők pedig felelvén, mondának: Keresztelő Jánosnak; némelyek pedig Illésnek; némelyek pedig, hogy a régi próféták közül támadt fel valamelyik.
2a0914006a	És monda nékik: Hát ti kinek mondotok engem? Felelvén pedig Péter, monda: Az Isten ama Krisztusának.
2a09150049	Ő pedig reájok parancsolván, meghagyá, hogy ezt senkinek ne mondják;
2a091600a8	Ezt mondván: Szükség az ember Fiának sokat szenvedni és megvettetni a vénektől, a főpapoktól és írástudóktól, és megöletni, és harmadnapon feltámadni.
2a09170095	Mondja vala pedig mindeneknek: Ha valaki én utánam akar jőni, tagadja meg magát, és vegye fel az ő keresztjét minden nap, és kövessen engem.
2a0918007d	Mert a ki meg akarja tartani az ő életét, elveszti azt; a ki pedig elveszti az ő életét én érettem, az megtartja azt.
2a09190071	Mert mit használ az embernek, ha mind e világot megnyeri is, ő magát pedig elveszti vagy magában kárt vall?
2a091a00ab	Mert valaki szégyel engem és az én beszédemet, az embernek Fia is szégyelni fogja azt, mikor eljő az ő dicsőségével, és az Atyáéval és a szent angyalokéval.
