0100000007	Ts'etta
280f2000dd	I'see Cun telebabı qopt'ul eyhen: – Zalqa mane cəmə'ətnavub alipxhı, xhebılle yiğna manbı Zaka vuxha, manbışiqa oxhanasın karıd axu deş. Zas manbı kar udyotxhun yəqqı'l taq'atıle g'a'apk'ı vukkan deş.
280f210087	Telebabışe Mang'uk'le eyhen: – Şi inimeene hiqiy-alla insanar deşde cigee, inimeen cəmə'ət ats'ya'asın gıney nençene ha'as?
280f220082	I'see manbışike qiyghanan: – Şoqa xhuleble gıneyne vob? Manbışe eyhen: – Yighıble gıneyiy sık'ıninbıd baluğar vod.
280f23002e	I'see cəmə'ətık'le ç'iyel gyuv'reva eyhe.
280f2400a5	Qiyğa Mang'vee yighıble gıneyiy baluğar alyaat'u, mançil-alla Allahıs şukurub hav'u, manbı hatq'ur telebabışisqa qele. Telebabışed milletıs bit'al ha'a.
280f250058	Gırgınbı otxhun aats'enbı. Mançile hexxana yighıble gyavts'una ç'emç'eb aaxvana.
280f260048	Uşaxaaşileyiy yadaaşile ğayrı, gıney yoq'ne aazır insanee oyxhan.
280f270071	I'sa insanar mançe əlyhəəsmee maa axva. Qiyğale xhinne, Vucur lotk'eeqa gyu'ur Magdan eyhene cigeeqa ayk'an.
2810010087	Maa'ab Mang'usqa fariseyariy saddukeyar sabayle. I'sa siliys ı'xəsva manbışe Mang'uk'le xəənçen cok'le sa əlaamat hagveva eyhe.
2810020069	I'semee manbışik'le eyhen: – Exha qexhemee, xəv ç'əraxəda g'acu şu eyhen: «Hava yugba vuxhes».
28100300bf	Miç'eedmee xəybı sadı g'acveene «G'iyna t'ufan vuxhesva» şu eyhe. Şok'le xəə eyxhen karbı nen eyheniyva, eyhes əxeeyid, ine gahbışin işaaratbımee vuşde vuk'leeqa k'əə deş.
28100400ce	Allahne yəqqı'le qıkk'epç'iyne, ine gahıne pisde insanaaşe əlaamatbı t'abal he'eeyid, manbışis Yunus peyğambarne əlaamatıle ğayrı medın əlaamat hagvas deş. I'see manbı g'alyav'u ayk'anna.
2810050063	Telebabışe golyune şene aq'valqa ı'lğəəmee, oxhanasın gıney alyaat'as yik'el hixan hı'ı.
2810060061	I'see manbışik'le eyhen: – Fariseyaaşineyiy saddukeyaaşine acıxamırıke əq'əna qeepxhe.
281007005b	Telebabışe sana-sang'uk'le eyhe ıxha: – Mang'vee manva, şi gıney ılydyaat'uva eyhe.
2810080083	I'sayk'le manbışe yuşan ha'an ats'axhxha eyhen: – Ay inyam k'ıldananbı, nya'a şu şoscad, şoqa gıney deşva yuşan haa'a?
28100900b7	Man vuşde vuk'leeqa k'iç'u dişde? Xhod aazırıng'us xhoble gıney g'aypxhırna gah, nya'a şosse yik'elyne hipxın? Şu manke xhuleble ç'emç'eniy hexxaba avxuyne gıneyna sav'u?
28100a0070	Yoq'ud aazır, yighne gıneyka ats'ı'iyle qiyğa, xhuleble ç'emç'e gıneyna hexxaba avxuy şos yik'el dişee?
28100b0084	Nya'a vuşde vuk'leeqa k'idəə, fariseyaaşineyiy saddukeyaaşine acıxamırıke əq'əna qeepxheva eyheng'a, Zı gıney deş eyhe.
28100c00ac	Manke telebabışde vuk'leeqa k'əə, əq'əna qeepxheva, I'see gıney ha'ane acıxamırıke deş, fariseyaaşeyiy saddukeyaaşe xət qa'ane karbışike ooxhud eyhe ıxhay.
28100d008a	I'sa Filipne Keysariyayne cigabışeeqa qarımee, Mang'vee Cune telebabışike qiyghanan: – İnsanaaşine uvhiyn, İnsanna Dix vuşiyiy?
28100e00b8	Telebabışe eyhen: – Sanbışe xhineeqa k'yooq'ana Yəhyeva, mansanbışe İlyas peyğambarva, şensanbışe Yeremiya peyğambarva, sa mebınbışe peyğambaraaşina nenameeva eyhe.
28100f0048	I'see manbışike qiyghanan: – Şosqa nəxüdiy qöö Zı vuşune vor?
281010003e	Şimon-Pyoturee eyhen: – Ğu Vorne Allahna Dix, Masih vorna.
2810110084	I'see mang'uk'le eyhen: – Yuhanna dix Şimon, ğu nimee baxtivariy, man vak'le insanaaşe deş, Yizde Xəybışeene Dekkee haguva!
28101200a9	Zı vak'le eyhen, ğu Pyotur (ganz) vorva, Zınab Yizda ummat mane ganzıl ooab alyaa'as. Mane ganzıl alyav'uyne Yizde ummatıle, cehinnyamın gucbıd ğameedxhes deş.
28101300de	Xəybışeene Paççahiyvalin mık'eybı Zı vasqa qeles. Ğu ç'iyel ha'as eyxheva uvhuyn kar, Xəybışeene Dekkeeyid ha'as hassarasın. Ğu ç'iyel ha'as dexhesva uvhuyn karıd, Xəybışeene Dekkee ha'as hassaras deş.
2810140042	Qiyğa I'see əmr haa'a, Vuc Masih ıxhay neng'uk'lecad immeyheva.
281015011d	Mançile qiyğa I'sa giyğalna telebabışis yuşan ha'a, Vuc İyerusalimqa əlyhəəs ıkkanva, maane ağsaqqalaaşine, kaahinaaşine ç'ak'ınbışde, Q'aanunne mə'əllimaaşine xılençe Vucee geeb əq'üba ooxhanasva, Vuc gik'asdava, xhebıd'esde yiğılir Vuc üç'ür qa'asdava.
281016007c	Pyoturee I'sa sık'ırra şaqana qıkkı eyhen: – Yizda Xərna, Vascar Ğu qiykne! Hasre man Yiğne vuk'lelqa qımaylecen!
2810170089	I'semee Pyoturuk'le eyhen: – Ögiyle g'eç'e, şeyt'an! Ğu Yizda yəq avqaaqqa! Ğu Allahne işbışda deş, insanne işbışda haa'a!
28101800b3	Qiyğa I'sa Cune telebabışilqa sak'ı eyhen: – Şavusiy Yizda teleba ixhes ıkkan, vucee cuna hımaa'acen. Məxrıng'vee culqa gexhan çarmıxıd alyaat'u Zaqar qihna qoracen.
2810190084	Şavaayiy cuna ı'mı'r havaace, mang'vee mana avaak'an haa'as. Yizdemee ı'mı'r avaak'an hav'uyng'veeme, cuna ı'mı'r havaacesda.
28101a00a8	İnsanee gırgın dyunye xılel qı'ı, ı'mı'r havaaq'ar hav'eene, mançike hucoo xayirne? I'mı'r yı'q'əlqa savaak'al haa'asdemee, insanısse hucoo heles əxəyee?
28101b0071	İnsanna Dix, Zı, Dekkıne nuree malaaikaaşika qarımee, Mang'vee gırgıng'us co hı'inçil-alla gexhan qeles.
28101c0078	Zı şok'le hək'en eyhe, inyaa ulyobzurne sabaranbışik'le, İnsanna Dix Paççahiyvalika qariy g'ıdecu hapt'as deş.
2811010095	Ooğançe yixhılle yiğ ılğeç'uyle qiyğa, I'see Pyoturiy Yaaq'ubiy mang'una çoc Yəhyer qort'ul sa axtıne insanar deşde suvalqa ılqeebaç'e.
28110200a4	Manbışde ulene ögiyl Mana sayangara badalexhena. Mang'un aq'va verığ xhinne hits'ayghar giyğal, tanalqa ali'ıyn karbıd işix xhinne capmee-cagvara qeedaxhe.
2811030043	Mane gahıl manbışik'le Mısayiy İlyas I'sayka gaf haa'a g'ooce.
28110400a4	Pyoturee eyhen: – Yizda Xərna, yişin inyaa vuxhay nimeecad yugda ıxhayn! Vas ıkkanxhee, zı inyaa xhebılle paga alya'as, sa Vas, sa Mısays, sayid İlyasıs.
28110500d8	Pyotur yuşan ha'ane gahıl, manbışilqa sa hits'aagharna bulud qabı, əq haa'a. Qiyğa mançençe ses qadayle: – İna Zas geer ıkkanna Dix vorna, Mang'vee Yizde yik'es şadvalla hoole! Mang'ul k'ırı alixhxhe!
2811060053	Telebabışik'le man g'ayxhı it'umba qəpq'ı'n, aq'vakkena ç'iyelqa dizyabatçe.
2811070058	I'sa manbışisqana qarı, manbışik xıl set'u «Oza qeepxhe, qı'məəq'ənva» eyhe.
2811080049	Manbışe vuk'ulybı ooqa qı'ımee, I'sayle ğayrı vuşucar g'ece deş.
281109008b	Suvayle g'əəmee I'see telebabışik'le eyhen: – İnsanna Dix qik'u üç'ür qa'asmee, şok'le həşde g'acuyn şavuscad yuşan hıma'a.
28110a007a	Telebabışe Mang'uke qiyghanan: – Nya'a manke Q'aanunne mə'əllimaaşe, ts'erra İlyas peyğambar qales ıkkanva eyhe?
28110b006d	I'see manbışis inəxdın alidghıniy qele: – Hək'erar İlyas peyğambar qarı gırgın kar qa'as ıkkan.
28110c00be	Zımee şok'le eyhen, İlyas qarına, saccu manbışik'le mana qıvats'ı deş, manbışe mang'une vuk'lelqa yiğbı exı. İnsanne Dixeeyib manbışde xılençe geeb əq'üba ts'ıts'aa'as.
28110d0064	Manke telebabışde vuk'leeqa k'eç'e, Mang'vee xhineeqa k'yooq'ane Yəhyeyne hək'ee ooxhud eyheva.
28110e0069	Manbı insanar sabıyne cigeeqa qabımee, I'saysqa sa adamiy qarı Mang'une ögiyl q'aratsabışil gyu'ur
28110f0096	eyhen: – Yizda Xərna, yizde dixelqa rəhı'm hee'e, mang'vee sudurğayke geeb əq'üba opxhan. Mang'vee vuceecar-vuc ts'ayeeqa, xhineeqa huvoyxhar.
2811100051	Zı mana Yiğne telebabışisqaniy arı, manbışisse mana yug qa'as əxı' deş.
28111100b9	I'see eyhen: – Yəqqı'le qıkkeepç'iyn, inyam deşin ine gahılyın insanar, Zı mısilqameene şokanacar ixhes? Zı mısilqameene şos öörxəs? Uşax inyaqa, Yizde k'anyaqa qale.
281112006a	I'see cinık'le gadeyne adğançe qığeç'eva əmr haa'a. Manıd qığeç'en. Gader mankecar yug qexhena.
281113005d	Telebabı I'sayka cocab avxumee, manbışe qiyghanan: – Nya'a şasse man qığahas dəxı'?
2811140103	I'see manbışik'le eyhen: – Şoqa inyam k'ılda ıxhal-alla. Zı şok'le hək'edacad eyhe, şoqa sa k'ınna xardalna toxumeen inyam ıxha, şu mane suvayk'le «ciga badal hee'eva» uvheene, mançin ciga badal haa'asda. Şossed ha'as dəxən kar axvas deş.
2811160075	Manbı Galileyeenang'a I'see telebabışik'le eyhen: – İnsanna Dix insanaaşine xılyaqa qelesda gah k'ane qooxhe.
281117006f	Manbışer Mana gik'asda. Xhebıd'esde yiğısmee Mana üç'ür qa'as. Man g'ayxhı telebabışe aq'vabı qa'a.
2811180097	Manbı sapk'ıl Kefernahumqa qabımee, Allahne Xaan nalok'bı sa'anbı Pyoturusqa qeepxha qiyghanan: – Vuşde Mə'əllimee nalok'bı qelenbı dişde?
28111900de	Pyoturee «Qelenva» eyhe. Pyotur xaaqa ikkeç'uykum, I'see mang'uke qiyghanan: – Şimon, vasqa nəxüdiy qöö, ine dyunyeyne paççahaaşe nalok'bı şavukene sa'a? Cune dixbışikene, deşxhee, menne cigaynbışikene?
28111a0096	Pyoturee «Menne cigaynbışikeva» uvhumee, I'see mang'uk'le eyhen: – Yiğne uvhuyn məxdud qı'ğəə, manbışde dixbışe nalok'bı qele deşud.
28111b00bf	İnyaabın insanar tsimis qimebaxhecenva, golyusqa hark'ın tilov eehe, ts'etta gitxhuyn baluğ aleet'e. Ğu mançin ghal aaqımee, nuk'rayn pıl g'aces. Man alyaat'u, Zalid, valid-alla qele.
281201006d	Mane gahıl telebabı I'saysqa qeepxha qiyghanan: – Xəybışeene Paççahiyvalee nekke xərna vuşune vor?
281202004b	I'see Cusqa sa k'ınin uşax qott'ul, telebabışde yı'q'nee ulyozar ha'a.
28120300bf	I'see manbışik'le eyhen: – Zı şok'le hək'edacad eyhe, şu badaleepxha in k'ınin uşaxar xhinne qideepxheene, şosse Xəybışeene Paççahiyvaleeqa mısacab ikkepç'es vəəxəs deş.
2812040069	Şavaayiy vuc ine uşaxın xhinne xərra ıkdekka, Xəybışeene Paççahiyvalee nekke xərna mana ixhes.
2812050053	Şavaayiy Yizdemee məxrıne uşaxıs akka aaqa, məxrıng'ee akka Zasıd aaqasın.
28120600a8	Zalqa inyam ha'ane k'ıninbışda saxheeyir şavaamecar yəqqı'le qığavhee, məxrıng'une gardanaqa xəbna yöxxəyna g'aye qav'u, deryaheeqa dağerçve yugda eyxhe.
28120700b4	İne dyunyel pisde yəqqı'lqa hoot'alne karbışil-alla, insanaaşilqa ver ooxas! Məxdıne karbışin ögü ı'xəs eyxhen deş, man karbı ha'as kumag hı'iyng'ulqame ver ooxas.
28120800ef	Yiğne xılen, g'elin ğu pisde yəqqı'lqa hoyt'alxhee, man gyatxı dağetçe. Qik'uyle qiyğa, Allahne k'ane, xıl, g'el dena ıxhay, q'öne xılekayiy q'öne g'elika gırgıne gahbışis ts'ayeeqa huvorxhuliyle nimeexheeyid yugda eyxhe.
28120900d7	Ğu, yiğne ulen pisde yəqqı'lqa hoyt'alxhee, mana alqavhu dağepçe. Qik'uyle qiyğa, Allahne k'ane, sa uleka ıxhay, q'öne uleka cehinyamne ts'ayeeqa gırgıne gahbışis huvorxhuliyle nimeexheeyid yugda eyxhe.
28120a00a2	İne k'ıninbışiqa nenacar ooğançe avqa ılymakka. Zı şok'le eyhen, manbışde malaaikaaşik'le xəybışee Yizde Dekkın aq'va gırgıne gahbışil g'ecen.
28120c00c1	Şosqa nəxüdiy qöö? Şavuqame vəş vəq'ə vobxhee, mançina sa nyaqamecab apk'ınee, nya'a mang'vee mana yüç'əle yüç'üb suval g'alepçi mana apk'ınna t'abal haa'as ı'qqəs dişde?
28120d008b	Zı şok'le hək'eda eyhe, mana mang'uk'le aveykeene, aveykınçil-alla, mana şene idyapk'ıniyne yüç'əle yüç'ünçile geer şadxhes.
28120e0050	Məxdıd vuşde Xəybışeene Dekkis, mane k'ıninbışda sacar agu ıkkan deş.
28120f00d1	Yiğne çocee vas qəlasın he'ee, hark'ın mang'uk'le, mang'vee hav'una bınah eyhe. Hasre man gırgın karıd, vuşde q'öng'ünecad əree axvecen. Mang'vee val k'ırı alixhxheene, ğu çoc agval ha'a deş.
281210009d	De'eş, mang'vee val k'ırı ilydiyxheene, vakasana sayee, q'öyreyee insan ıkkee. Qiyğa ğu uvhiyn gırgın kar, q'öng'vee, xhebıng'vee tastiq' he'ecen.
28121100d2	Mang'vee mane insanaaşilid k'ırı ilydiyxheene, Yizde ummatık'le eyhe. De'eş, mang'vee ummatılid k'ırı ilydiyxheene, hasre mana yiğnemee nalok'bı sa'anayiy Allah qıvdyaats'anbışda sa xhinne ixhecen.
28121200c4	Zı şok'le hək'eda eyhe, şu ç'iyel ha'as eyxheva uvhuyn kar, Xəybışeene Dekkeeyid ha'as hassarasın. De'eş, şu ç'iyel ha'as dexheva eyhen karıd Xəybışeene Dekkee ha'as hassaras deş.
28121300ae	Meed Zı şok'le eyhen, ine dyunyel hucoomeecad sa kar heqqasva, vuşda q'öyre sa fıkrelqa qabee, Yizde Xəybışeene Dekkee manbışis ıkkanan kar hidevu g'alepçes deş.
281214005b	Q'öyre xhebiyre insan Yizde doyule nyaabiy sabı, Zınar maa manbışde yı'q'nee ixhesda.
28121500b1	Mane gahıl Pyotur I'saysqa qıxha eyhen: – Yizda Xərna, çocee zas qəlasın hı'ıxhee, zı xhulene nəqqeesne mang'une bınahıle ılğeç'es ıkkan? Yighne nəqqeesmeene?
2812160065	I'see mang'uk'le eyhen: – Zı vak'le eyhen, yighne yəqee deş, yighne nəqees yights'alyna (7x70).
281217006c	Mançil-allab, Xəybışda Paççahiyvalla nişikiy akar? Haane, paççahee cune nukaraaşike hı'sab qeqqa.
2812180065	Paççahee hı'sab qeqqa girğılymee, mang'usqa ts'erra, cus yits'ıd aazır talant borcnana arayle.
281219008c	Mang'uqa qelesın kar dexhal-alla, paççahee əmr haa'a vucur, xhunaşşer, uşaxarıb, cuqa vodun gırgın karıd massa huvu borc qelecen.
28121a0068	Man g'ayxhı nukar ç'iyelqa gizerçu eyhen: «Zas sık'ınna gah hevle, zı gırgın sak'al ha'asın».
28121b004c	Paççahna nukarılqa rəhı'm qabı, vucur g'ekkana, borcud qımeleva eyhe.
28121c00ab	Mana nukar g'aqa qığeç'umee, mang'usqa cus vəş dinar borcnana sa merna nukar qızaxxa. Mang'vee mana gardanıke aqqı «Zaara ixhe, həşde xhinne borc qeleva» eyhe.
28121d0074	Borcnana mang'une g'elybışeeqa qukkyork'ul miz k'ya'a: «Zas sık'ınna gah hevle, gırgın zı sak'al ha'asın».
28121e0073	Mang'us məxüd ha'as ıkkiykan deş. Mançil-allar mang'vee «Borc qelesmee, mana insan zindaneeqa arçeva» eyhe.
28121f0076	Menne nukaraaşik'le mang'vee ha'anbı g'acu aq'vabı qa'a. Qiyğab apk'ın cok'le g'acuynbı paççahıs yuşan ha'a.
2812200084	Paççahee mana nukar cusqa qort'ul eyhen: «Karaı'dəəna nukar, nya'a ğu zas miz k'yav'u, zı yiğın borc hakkal hı'ı dişde?
281221006a	Nya'a vasse, zı vas rəhı'm hav'una xhinne, ğunab yiğne hambazıs rəhı'm haa'as vəəxəs dişdiy?»
2812220073	Mançike paççahıs qəl vuxha, gırgın borc quvu ç'əvxhesmee, mana nukar əq'üba hoolenbışde xılyaqa qele.
281223007d	Vuşde girging've vuşde çocaaşe hı'iynbı yik'eençe yik'el hixan hide'eene, Yizde Xəybışeene Dekkeyid şok man ha'as.
2813010069	I'sa yuşan hı'ı ç'əvxhamee, Galileyeençe qığeç'u İordan damayne şargılyne Yahudeyeeqa ayk'an.
2813020048	Mang'uqab qihna geeb insanar qavayle. I'see manbı maa'ab yug qaa'anbı.
281303007c	I'saysqa fariseyar qeepxha Mana siliys ı'xəsva qiyghanan: – Nişil-alla qariy adamiys cuna xhunaşşe qaxiyles yeexheye?
2813040087	I'see manbışis inəxdun alidghıniy qele: – Nya'a, şu qətqı' dişde, İpxhıning'vee ts'eppiykecab «adamiyiy zəiyfa ipxhın».
2813050068	«Mançil-alla insanee dekkiy yed g'alyabaççe, xhunaşşeyka eyxhe. Adamiyiy xhunaşşe sa vuxhesva».
281306006b	Həşde manbı q'öyre deş, sa vooxhe. Mançil-allad hasre Allahee at'iq'an hı'iyn insanaaşe curma'acen.
281307008f	Fariseyaaşe I'sayk'le eyhen: – Nya'a manke Mısee insanaaşik'le uvhu: «Xhunaşşeyne xılyaqa qaxiyvunava kağız huvu, qaxiyles yeexhe»?
2813080088	I'see manbışik'le eyhen: – Vuşun yik'bı g'ayebı xhinneva Mısee şosqa xhunaşşer qaxuvles hapsır. Ts'etta məxüd deşdiy vod.
2813090096	Zımee şok'le eyhen, şavaayiy zinayle ğayrı menne karal-alla cuna xhunaşşe qaxiyvu, merna xhunaşşe hey'ı, mana zina hı'ına xhinnecar eyxhe.
28130a0089	Telebabışe I'sayk'le eyhen: – Adamiynemee xhunaşşe hiveeciy manimee dağamın karxhee, xhunaşşe hidey'iycad mançile yugda eyxhe.
28130b0082	I'see manbışik'le eyhen: – Zı man uvhuyn gırgıng'usse ha'as əxəs deş. Şavusiy man Allahee huvu, mang'usse ha'as əxəs.
28130c00e4	Məxbınbı vobınbı, yedike vuxhayng'acab xadimba vuxha, məxbınbıb vobınbı, insanaaşe məxüb qav'u, sassanbışed Xəybışeene Paççahiyvalinemee xhunaşşe hee'ecar deş. Hasre şavusseyiy əxə, mang'veeyid he'ecen.
28130d0095	Mane gahıl insanaaşe I'saysqa uşaxar abayle, Mang'vee manbışilqa xıl gixhxhı düə hee'ecenva. Telebabışe manbışik'le cuvabbı eyhe ıxha.
28130e0092	I'seemee manbışik'le eyhen: – Uşaxar Zasqa qeepxhes havaasre! Manbışda yəq uvqımaaqqa! Xəybışeena Paççahiyvalla məxbınbışda vob.
28130f003f	I'see manbışilqa xıl gixhxhı, düə hav'u, mançe ayk'anna.
281310006e	Sa insan I'saysqa arı qiyghanan: – Mə'əllim, zı nəxbına yugvalane haa'as vukkan, zaqa exır ixhecenva?
28131100c1	I'see mang'uk'le eyhen: – Nya'a ğu Zake yugvaline hək'ee qidghın ha'a? Yugna Sa Allah vorna. Vas məxbına ı'mı'r vukkanxhee, Mang'une əmrbışil k'ırı alixhxhı, Mang'vee eyhen he'e.
28131200ba	Mane insanee I'sayke «Nene əmrbışilyneva?» qidghın ha'a. I'see mang'uk'le eyhen: – Gimek'a, zina hıma'a, sixbı hıma'a, hıdi'ıyn karaı'dəən kar insanne gardanaqa gimiyxhe,
2813130055	dekkısiy yedis hı'rmat gyuvxhe, yiğne k'anena ıkkiykne, nəxüriy vas ğu ıkkan.
2813140065	«Zı man gırgın ha'anva, medın zas hucooyiy g'idiyxharva?» mane mek'vne insanee I'sayke qiyghan.
2813150102	I'see eyhen: – Vas yiğın gırgın işbı yugunbı ıxha ıkkanxhee, hark'ın yiğın gırgın kar massa hele. Qiyğad çike ıxhayn pıl kar deşinbışis bit'al he'e. Manke vaqa xəybışee xaziyna vuxhes. Mançile qiyğa Zasqa sak'le, Zaqar qihna qora.
281316006d	Mane mek'vne insanıqa geed kar ıxhal-alla, I'see uvhuyn g'ayxhımee, mang'vee aq'va qı'ı mançe ayk'anna.
2813170099	Mançile qiyğa I'see telebabışik'le eyhen: – Zı şok'le hək'edacad eyhe, karnane insanın Xəybışeene Paççahiyvaleeqa ikk'eç'uy dağamda vod.
281318008c	Zı meed şok'le eyhen, devayn veebayne q'əç'eençe ılğevç'uy, karnane insanın Allahne Paççahiyvaleeqa ikk'eç'uyle rəhətda ixhes.
281319007e	Man I'see eyhen g'ayxhı, telebabı mançile mattebaxhenbıcab. Manbışe qiyghanan: – Şavussene manke g'attixhanas əxəs?
28131a006e	I'sa manbışiqa ilyakkı eyhen: – Man insanısse ha'as əxəs deş, Allahıssemee ha'as dəxən kar deşin.
28131b0070	Pyoturee I'sayk'le eyhen: – Haane, şi gırgın g'aletçu Vaqab qihna q'öö, mançil-alla şas hucoone ixhes?
28131c0102	I'see manbışis inəxdun alidghıniy qele: – Zı şok'le hək'edacad eyhe, dyunye ts'ed qıxhamee, İnsanna Dix Cune nurune taxtıl gyu'urmee, şu, Zaqab qihna qabıynbı İzrailyna yıts'ıq'öble nasıl vuk'lek vukkeesva yits'ıq'öne taxtıl gyuv'aras.
28131d00ba	Şavaayiy Yizdemee xaybı, çocar, yiçubı, dek, yed, uşaxar, con cigabı g'ali'ı məxrıng'us vəş nəəqees mançile geed heles, gırgıne gahbışisda ı'mı'rıb mang'una vuxhes.
28131e005e	Tseppiynbışin gellesınbı, nekke qiyğiynbı vuxhes, nekke qiyğiynbıb tseppiynbı vuxhes.
281401007b	Xəybışda Paççahiyvalla nişikiy akar? Haane, iyesiy miç'eeqana cune t'ımıllığeeqa işçer t'abal ha'as ı'qqəna.
2814020069	Mana işçeeşika yiğısiys sa nuk'rayn pıl hevlesva yuşanxha, manbı cune t'ımıllığeeqa g'uxoole.
281403006f	Sə'ət yüç'ülle eexheng'a mana meer maydamaqa qığeç'e. Mang'uk'le maa'ab iş dena avxuyn insanar g'ooce.
281404008d	Mang'vee manbışik'le eyhen: «Şunab yizde t'ımılyne bağeeqa işlemişeepxhes havak'ne. Şolqa gyooxhana hək'ib zı qopkuba qevlesda».
281405007d	Manbıb avayk'ananbı. Sə'ət yits'ıq'vəble vooxheng'ayiy sə'ət xheyible vooxheng'a, mana meer qığeç'u man kar ha'an.
28140600b4	Sə'ət xhoble vooxheng'a mana meer qığeç'ena. Mang'uk'le maa'ab meeb ulyobzuriyn insanar g'ooce. Mang'vee manbışike qiyghanan: «Nya'a şu yiğ iş dena ulyobzur exha qa'a?»
2814070090	Manbışe «Şavacab şas iş hidevunava» eyhe. Mang'vee manbışik'led «Şunab yizde t'ımılyne bağeeqa işlemişeepxhes havak'neva» eyhe.
28140800d8	Exha qexhemee, bağıne iyesee cun işçeer vuk'lek vukkekang'uk'le eyhen: «Gırgın işçer qopt'ul, manbışda hək' qevle. Ts'erra nekke qiyğa abıynbışile giğle. Nekke qiyğab miç'eeb abıynbışda qevle».
281409003b	Sə'ət xhonçul abıyne işçeeşis sa nuk'rayn pıl hele.
28140a0062	Ts'eppa abıynbışisqa həməxüd qadayle cos geedme heles. Manbışisıd sa nuk'rayke pıl qele.
28140b005f	Manbışe colqa gyooxhana hək' alyapt'ımee, iyesiylena haa'a giviyğal. Manbışe eyhe ıxha:
28140c008a	«Nekke qiyğa abıynbışe sa sə'ətna iş hav'u, ğu verığık avub nekke dağamne gahıl işlemişeepxhayn şinayiy manbı sa avqu».
28140d008d	İyesee manbışde sang'us inəxdun alidghıniy qele: «Hambaz, zı vas horbı hı'ı deş. Ğu zaka sa nuk'rayne pılıke dişdiy yuşanxha?
28140e0069	Vas quvuna hək'ib alyapt'ı hoora. Zasmee nekke qiyğa arıyng'usub vas xhinnenacab hək' qevles vukkan.
28140f007b	Nya'a zasse yizde pılıke, yik'es ıkkanan ha'as dəxəyee? Deşxhee, yiğne mıssıne ules, yizda yugvallane qiviykkan?»
281410005a	Həməxübıb nekke qiyğiynbı tseppiynbı vuxhes, tseppiynbıb nekke qiyğiynbı vuxhes.
2814110052	I'see İyerusalimqa əlyhəəmee, yits'ıq'vəyre teleba sa suralqa qopt'ul eyhen:
28141200d6	– Həşde şi İyerusalimqa ılqəə, maa'ar İnsanna Dix, Zı, kaahinaaşine ç'ak'ınbışdeyiy Q'aanunne mə'əllimaaşine xılyaqa qeles. Manbışe Mang'us məhkama hı'ı, Mana gik'as ıkkanva yuşaneepxhes.
28141300a4	Manbışe Mana menne milletbışde xılyaqa demalqa gixhxhesiy çümqbı ı'xı' çarmıxılqa ts'ıts'e'ecenva qeles. Xhebıd'esdemee yiğıys Mana üç'ür qa'as.
