2800000007	Matouš
3a0c170093	k církvi těch, kteří jsou zapsáni v nebi, k Bohu – Soudci všech a všeho, k zesnulým věřícím, kteří již dosáhli cíle dokonalosti,
3a0c180087	k Ježíši – prostředníku nové smlouvy a k jeho krvi, která naši vinu smazává, místo aby volala o pomstu jako krev Ábelova.
3a0c1900e8	Hleďte, ať neodmítáte toho, kdo mluví. Jestliže Izraelci neunikli trestu, když vypověděli poslušnost pozemskému poslu Mojžíšovi, jakému nebezpečí bychom se vystavovali my, kdybychom se odvraceli od posla nebeského.
3a0c1a0069	Jeho hlas kdysi otřásl zemí a nyní ohlašuje: „Ještě jednou zatřesu nejen zemí, ale i nebem.“
3a0c1b008c	Výrazem „ještě jednou“, dává najevo, že prověří všechno, co nemá pevné základy, takže zůstane jen to, co je neochvějné.
3a0c1c0098	Obdrželi jsme nezničitelné království. Projevujme proto vděčnost tím, že budeme Bohu sloužit tak, jak se mu to líbí: s bázní a uctivostí.
3a0c1d002e	Neboť náš Bůh je „oheň stravující“.
3a0d01009e	Jste bratři. Nepřestávejte se mít rádi. Nezapomínejte na pohostinnost. Byli už takoví, kteří, aniž si toho byli vědomi, přijali za hosty anděly.
3a0d03007b	Pamatujte na vězně, jako byste byli spolu s nimi uvězněni, a na trýzněné jako ti, které to může postihnout také.
3a0d04006e	Manželství mějte všichni v úctě. Manželé, buďte si věrni. Cizoložné a nestoudné bude soudit Bůh.
3a0d050086	Ať se vás nezmocní láska k penězům. Spokojte se s tím, co máte. Neboť Bůh řekl: „Nezřeknu se tě, ani tě neopustím.“
3a0d060072	Proto smíte směle prohlásit: „Pán je můj pomocník. Nebojím se ničeho, co by mi mohl udělat člověk.“
3a0d070085	Nezapomínejte na své vůdce, kteří vám vyřizovali Boží poselství. Sledujte cíl jejich života a důvěřujte Bohu jako oni.
3a0d080032	Ježíš Kristus je týž včera, dnes i na věky.
3a0d090104	Nenechte se proto strhávat různými cizími naukami. Svou duchovní sílu čerpáme pouze jako dar od Boha. Nezískáme ji tím, že budeme dodržovat určité předpisy o požívání potravy. Pouhým dodržováním takových předpisů nikdo nic nezíská.
3a0d0a00b2	Máme nový způsob služby Bohu, na kterém nemají podíl ti, kteří lpí na původních izraelských obřadech. Ve staré obětní praxi je však i pro nás něco poučného.
3a0d0b0072	Těla zvířat obětovaných za hřích, jejichž krev vnášel velekněz do svatyně, byla spalována za městem.
3a0d0c0041	To je předobraz Ježíše, který trpěl za branami Jeruzaléma.
3a0d0d0083	Vykročme tedy za ním, opusťme náš starý způsob života a nebojme se pro něho snášet potupu. Vezměme na sebe jeho potupu.
3a0d0e0066	Vždyť zde na zemi přece nemáme trvalý domov, ale naším cílem je město, které jistě přijde.
3a0d0f0068	Přinášejme tedy skrze Ježíše stále oběť chvály Bohu; naše rty nechť vyznávají jeho jméno.
3a0d10005c	Nezapomínejme na dobročinnost a štědrost, protože takové oběti se Bohu velice líbí.
3a0d1100cc	Důvěřujte těm, kteří vás vedou, a podřizujte se jim. Oni nad vámi bdí a budou voláni k odpovědnosti. Dbejte, ať mohou podat zprávu s radostí a ne s lítostí, aby vám to nebylo ke škodě.
3a0d120071	Modlete se za nás. Jsme přesvědčeni o svém čistém svědomí, neboť se chceme ve všem správně zachovat.
3a0d130048	Snažně prosím: Modlete se, abych se zase mohl mezi vás brzy vrátit.
3a0d140082	Bůh je dárce pokoje. Vzkřísil našeho Pána Ježíše z mrtvých. Učinil jej pro jeho oběť naším nejvyšším pastýřem.
3a0d1500b0	Ať vás Bůh uschopní ke konání všeho dobrého, abyste plnili jeho vůli. Kristovou mocí ať ve vás tvoří všechno, co se mu líbí. Jemu buď navždycky sláva. Amen.
3a0d160033	Prosím vás, bratři, přijměte tato napomenutí.
3a0d17006e	Sděluji vám, že byl náš bratr Timoteus propuštěn z vězení. Přijde-li brzo, navštívím vás s ním.
3a0d18007b	Pozdravte všechny, kteří vás vedou, a všechny, kteří jsou Bohu oddáni. Pozdravují vás všichni italští bratři.
3a0d190019	Milost s vámi se všemi.
3b00000008	Jakubův
3b0101006e	Milí bratři, ať žijete kdekoliv, přijměte pozdrav od Jakuba, služebníka Boha a Pána Ježíše Krista.
3b010200e3	Vím, že máte mnoho nesnází a pokušení. Radujte se z toho, protože čím obtížnější bude cesta vaší víry, tím více poroste vaše vytrvalost. Když ve všem obstojíte, stanete se skutečně zralými křesťany.
3b0105005a	Nevíte-li, jak si počínat, žádejte Boha o moudrost a on vám ji dá štědře a rád.
3b0106006f	Proste o ni s důvěrou a bez pochyb. Ten, kdo pochybuje, podobá se mořské vlně hnané a zmítané větrem.
3b01070081	Takový člověk je rozpolcený a jeho rozhodnutí jsou nestálá. Kdo neprosí s vírou, nemůže očekávat od Pána odpověď.
3b01090072	Křesťan, který nemá významné postavení v tomto světě, ať si je vědom bezvýznamnosti svého bohatství,
3b010b00c6	neboť pro Pána je pomíjivé právě tak jako květina, která v prudkém letním žáru uvadne a ztratí květy. Vždyť i nejvýznamnější člověk se vším, co vykonal, jednou vezme za své.
3b010c0076	Dobře bude tomu, kdo obstojí ve zkouškách. Jako odměnu obdrží život, který Pán slíbil těm, kdo ho milují.
3b010d0086	Uvědomte si, že žádné pokušení ke zlému nepřichází od Boha. Bohu je totiž každé zlo odporné a nikoho ke zlu nenavádí.
3b010e0044	Pokušení pochází z našich vlastních myšlenek a zlých tužeb.
3b010f0049	Zlé myšlenky jsou zárodkem hříchu a hřích vede k rozkladu a smrti.
3b01100022	Nedejte se oklamat, milí bratři!
3b0111009d	Všechno, co je dobré a dokonalé, pochází od Boha. On sice stvořil střídání světla a tmy, ale u něho samého není kolísání mezi dobrem a zlem.
3b01120066	Ze své dobré vůle otevírá v Ježíši Kristu dveře do života a vy jste první, kdo jimi vešli.
3b0113007b	Drazí, nezapomeňte, že člověk má vždy s ochotou naslouchat, s rozvahou mluvit a nemá se dát vyprovokovat k hněvu.
3b01140045	Když se totiž člověk rozzlobí, nejedná tak, jak si Bůh přeje.
3b01150088	Odstraňte ze svého života všechnu špinavost a zpupnost a vpusťte do něho Boží slovo, které má moc od základu vás proměnit.
3b0116004f	Ale pozor: Tomuto slovu musíte nejen naslouchat, ale také podle něho jednat.
3b011700d0	Jestliže někdo Božímu slovu pouze naslouchá a nepřizpůsobí svůj život tomu, co slyší, podobá se člověku, který se na sebe podívá do zrcadla, ale pak se otočí a zapomene na své nedostatky.
3b011900e1	Kdo se však pozorně zahledí do Božího zákona a pochopí, že ho jím Bůh nechce svázat, nýbrž osvobodit, nezůstane jen zapomnětlivým posluchačem, ale vede ho to k činům, které mu přinesou radost a štěstí.
3b011a007f	Kdo se považuje za křesťana a přitom nedovede ovládnout svůj ostrý jazyk, klame sám sebe a jeho zbožnost je bezcenná.
3b011b009a	Víte, co Bůh považuje za pravé a ryzí náboženství? Pomáhat osamělým a osiřelým v jejich těžkém údělu a nezadávat si se špínou světa.
3b02010079	Bratři, jestliže věříte v Ježíše Krista, který je slavným Pánem všech, nemůžete měřit lidi podle kabátu.
3b020200a5	Představte si, že do vašeho shromáždění přijde bohatě oblečený host se zlatým prstenem na ruce a hned za ním obyčejný člověk v obnošených šatech.
3b02030082	K prvnímu budete samá pozornost a uvedete ho na pěkné místo, zatímco druhého si ani nevšimnete a necháte ho někde stát.
3b02040062	Čeho jste se dopustili? Udělali jste rozdíl mezi lidmi, a navíc podle zvrácených měřítek.
3b020500aa	Nezapomeňte, že Bůh si často z bezvýznamných lidí vírou dělá osobnosti a otevírá dveře do svého království těm, kdo ho milují, ne těm, kdo na to mají.
3b02060076	A vy byste s takovým člověkem pohrdli! Copak vás právě vlivní lidé nepronásledují a nevláčejí po soudech?
3b02070055	Vždyť právě oni se tak často posmívají jménu toho, který je pro vás vším!
3b0208009d	Korunou Božích přikázání je láska. Jednáte správně, posloucháte-li příkaz Písma: „Miluj svého bližního právě tak, jako miluješ sebe!“
3b0209004b	Nadržovat jednomu a přehlížet druhého je podle tohoto zákona hřích.
3b020a009e	Člověk, který chce přísně dodržovat Boží zákon, ale v jedné věci se od něho odchyluje, je vinen právě tak jako ten, kdo porušuje celý zákon.
3b020b00af	Bůh, který řekl „Nezabiješ!“ řekl také „Nezcizoložíš!“. A tak i když jsi nikoho nezabil, ale porušil jsi nevěrou manželství, stejně jsi porušil zákon.
3b020c00a7	Každý z vás bude souzen podle toho, zda se ve svém životě řídil či neřídil Božím zákonem lásky. Proto dávejte pozor na to, co říkáte a jak jednáte.
3b020d0059	Kdo jedná nemilosrdně, hrozí mu přísný soud. Milosrdenství však soud převažuje.
3b020e006c	Co by vám byla platná víra, bratři, kdybyste podle ní nežili? Myslíte, že vás taková víra spasí?
3b020f0051	Řekněme, že někdo z vašich přátel bude hladovět a nebude mít co na sebe.
3b0210008b	Řeknete-li mu: „Tak se měj dobře, ať nenachladneš a nemáš hlad!“ a sami mu nedáte ani jídlo ani oblečení, jakou to má cenu?
3b02110047	Víra, která se neprojevuje činy, je sama o sobě mrtvá a bezcenná.
3b021200bb	Máte-li jen takovou víru, pak vám může někdo namítnout: „Ty mluvíš o své víře. Dokaž ji svými činy. A o mně říkáš, že víru nemám. O mé víře svědčí činy.“
3b0213008e	Věříš, že je Bůh. To je dobře. Ale nezapomeň, že v Boha věří i ďábel, ale nic mu to nepomůže. Chvěje se před Božím soudem.
3b0214006d	Vy bláhoví, ještě chcete, abych vás přesvědčoval o bezcennosti víry, která není dokázána skutky?
3b02150075	Čím projevil Abraham svou víru? Tím, že byl ochoten i k takovému činu, jako obětovat Bohu svého syna Izáka.
3b02160041	U něho šla víra ruku v ruce s činem a dozrála poslušností.
3b0217007f	O takovou víru jde v Písmu, když čteme: „Abraham uvěřil Bohu, Bůh se k němu přiznal a nazval ho svým přítelem.“
3b02180059	Vidíte, že Bůh může přijmout člověka jen tehdy, když svou víru dokazuje skutky.
3b0219006d	Poslušný čin víry zachránil i prostitutku Rachab, když ukryla izraelské zvědy a umožnila jim útěk.
3b021a0029	Víra bez činů je jako tělo bez duše.
3b03010102	Bratři, nevytýkejte tak horlivě chyby druhým, vždyť chybujeme všichni. Jestliže budeme jednat špatně jakožto učitelé, náš trest bude o to přísnější. Kdo umí zkrotit svůj jazyk, dokazuje, že je zralý člověk a umí ovládat sám sebe.
3b0303005b	I velkého koně donutíte k poslušnosti, jestliže mu do huby vložíte nepatrné udidlo.
3b03040068	Nebo taková loď: i když je velká a žene ji silný vítr, kormidelník ji ovládá malým kormidlem.
3b03050071	Jazyk je také nepatrný, a přesto může způsobit velké věci. Od malého plaménku může shořet celý les.
3b0306006e	A jazyk je takový plamének. Zapálen hříchem může způsobit v duši člověka i v jeho okolí mnoho zla.
3b03070058	Člověk umí zkrotit různé druhy zvířat, ptáků, plazů i mořských živočichů,
3b0308007f	ale svůj vlastní jazyk zkrotit nedovede. Co jednou vysloví zlého, vymkne se jeho vůli a šíří se to jako smrtelný jed.
3b03090077	Bratři, jedním a týmž jazykem nelze chválit nebeského Otce a zároveň nenávistně útočit na lidi, jeho děti.
3b030b008a	Tak jako z jednoho pramene nevyvěrá zároveň sladká a hořká voda, tak nemůže ani z jedněch úst vycházet chvála a osočování.
3b030c0047	Cožpak si můžete natrhat olivy z fíkovníku a fíky z vinné révy?
3b030d0070	Pokládá se někdo za moudrého a zkušeného? Ať tedy prokáže svou moudrost jemným a krásným jednáním.
3b030e0072	Máte-li však v srdci plno hořkosti, závisti a sobectví, nechlubte se moudrostí, protože to se nesrovnává.
3b030f003e	Vaše myšlení neovládá Bůh, nýbrž vaše pudy a ďábel.
3b0310005c	Vždyť tam, kde se objeví závist a sobecké zájmy, objeví se též nesvár a jiné zlo.
3b031100bb	Moudrost pocházející od Boha je především čistá, mírumilovná, laskavá a ústupná. Je vždy milosrdná a vede k dobrým skutkům. Je upřímná a bez jakéhokoliv pokrytectví.
3b03120026	Bohu se líbí ti, kdo šíří pokoj.
3b0401008d	Co působí vzájemné hádky a boje mezi vámi? Není to snad ctižádost, která vás ovládá? Po mnohém toužíte, a přece nic nemáte.
3b04020098	Chcete mít totéž co druzí – i za cenu, že je ničíte, ale nemůžete toho dosáhnout. Bojujete a pletichaříte, zatímco byste se měli modlit.
3b0403006e	A pokud se modlíte, nic nedostáváte, protože prosíte ze špatných pohnutek, abyste uspokojili sami sebe.
3b04040110	Podobáte se nevěrné ženě, která koketuje s nepřítelem svého muže. Cožpak nechápete, že když chcete být zadobře kde s kým, odcizujete se nutně Bohu? Znovu vám říkám, že nemůžete být lidmi blízkými Bohu, pokud toužíte po přízni tohoto světa.
3b0405007a	Myslíte si snad, že Bůh, který si nás stvořil pro sebe, může souhlasit s tím, že koketujeme s jeho nepřítelem?
3b0406009c	Boží láska je však přece větší než naše zpronevěra. Vždyť Bible praví: „Bůh se staví proti pyšným, ale nad pokornými se smilovává.“
3b0407008f	Proto se před Bohem v pokoře skloňte. Postavte se na odpor ďáblu a on od vás uteče. Přibližte se k Bohu a Bůh se přiblíží k vám.
3b0408004c	Očistěte si ruce, hříšníci, a dejte svá srdce cele Bohu, nerozhodní.
3b04090081	Uvědomte si svou ubohost, zarmuťte se a plačte nad sebou. Při tomto poznání není čas na smích a radost, ale na pokání.
3b040a0036	Ponížíte-li se takto před Bohem, on vás pozvedne.
3b040b0080	Bratři, nesnižujte se a nesuďte jeden druhého. Kdo to dělá, staví se nad zákon. Místo aby ho plnil, hraje si na soudce.
3b040c0097	Je jen jeden zákonodárce a soudce – Bůh. Jenom on může udělit milost, nebo odsoudit. Na jaké místo se to stavíš, když soudíš bližního?
3b040d009a	Slyším, že někteří říkáte: „Co nejdřív se přesuneme do toho či onoho města, budeme tam asi rok pracovat a vyděláme si spoustu peněz.“
3b040e0082	Jak můžete vědět, co se stane zítra? Vždyť náš život se podobá ranní mlze, která se objeví a za chvíli zase zmizí.
3b040f0078	Měli byste spíše říkat: „Jestli si to bude Pán přát a zachová-li nás při životě, uděláme to či ono.“
3b04100040	Ale vy mluvíte jen o vlastních plánech a chvástáte se jimi.
3b04110097	Takové sebejisté řeči jsou hřích. O tom všem, co jsem vám dosud napsal, platí: Kdo ví, co má činit, a neřídí se podle toho, má hřích.
3b05010046	Vy, boháči, už teď plačte a naříkejte nad tím, co vás čeká.
3b050200ed	Nahromadili jste tolik potravin, že vám hnijí, vaše šatstvo žerou moli a vaše peníze ztrácejí na ceně. Chtěli jste si nashromáždit poklady, a zatím jste si navršili hranici, která při posledním soudu shoří i s vámi.
