0100000012	يارىتىلىش
3703060145	چۈنكى ئۇلارنىڭ ئارىسىدىكى بەزىلەر ئۆيمۇ-ئۆي سوقۇنۇپ كىرىپ، گۇناھلار بىلەن بېسىلغان، ھەرخىل شەھۋەت-ھەۋەسلەرنىڭ قۇلى بولۇپ قالغان نادان ئاياللارنى ئازدۇرۇپ ئۆزىگە ئەسىر قىلىدۇ.
3703070085	بۇنداق ئاياللار دائىم تەلىم ئالسىمۇ، ھەرگىز ھەقىقەتنى تونۇپ يېتەلمەيدۇ.
370308017d	ئەمدى ياننىس بىلەن يامبرىس مۇسا پەيغەمبەرگە قانداق قارشى چىققان بولسا، بۇ [ئازدۇرغۇچىلارمۇ] ھەقىقەتكە شۇنداق قارشى چىقىدۇ. ئۇلار زېھىن-كۆڭۈللىرى چىرىگەن، ئېتىقاد جەھەتتە داشقال دەپ ئىسپاتلانغان كىشىلەردۇر.
370309010b	لېكىن ئەمدى ئۇلار بۇ يولدا ئالغا ئىلگىرىلىيەلمەيدۇ؛ چۈنكى [ياننىس بىلەن يامبرىس]نىڭ ھاماقەتلىكى ئوچۇق كۆرۈنگەندەك، بۇلارنىڭمۇ ھەممىگە كۆرۈنىدۇ.
37030a02cc	لېكىن سەن بولساڭ مېنىڭ تەلىمىم، يۈرۈش-تۇرۇشۇم، مەقسەت-ئىرادىلىرىم، ئىشەنچ-ئېتىقادىم، سەۋر-تاقىتىم، مېھىر-مۇھەببىتىم، چىداملىقىم، مەن ئۇچرىغان زىيانكەشلىكلەر ۋە ئازاب-ئوقۇبەتلەرگە، جۈملىدىن ئانتاكيا، كونىيا ۋە لىسترا شەھەرلىرىدە يۈز بەرگەنلەرگە تولىمۇ كۆڭۈل بۆلۈپ كەلدىڭ، شۇنداقلا مەن بەرداشلىق بەرگەن شۇنچە زىيانكەشلىكلەردىن تولۇق خەۋىرىڭ بار؛ رەب ئۇلارنىڭ ھەممىسىدىن مېنى قۇتقۇزدى.
37030c00c1	دەرۋەقە، مەسىھ ئەيسادا ئىخلاسمەن ھايات كەچۈرۈشكە ئىرادە تىكلىگەنلەرنىڭ ھەممىسى زىيانكەشلىككە ئۇچرايدۇ.
37030d00d5	لېكىن رەزىل ئادەملەر ۋە ئېزىتقۇ-كاززاپلار بەرىبىر باشقىلارنىمۇ ئالداپ، ئۆزىمۇ ئالدىنىپ، بارغانسېرى ئەسەبىيلىشىدۇ.
37030e00dc	لېكىن سەن بولساڭ، ئۆگەنگەن ۋە تولۇق ئىشەندۈرۈلگەن ھەقىقەتلەردە چىڭ تۇر؛ چۈنكى بۇلارنى كىمدىن ئۆگەنگەنلىكىڭنى بىلىسەن،
37030f0158	ھەمدە بالىلىق چاغلىرىڭدىن تارتىپلا مۇقەددەس يازمىلارنى بىلىپ كەلدىڭ؛ بۇلارنىڭ ساڭا مەسىھ ئەيساغا باغلانغان ئېتىقاد ئارقىلىق بولغان نىجات توغرۇلۇق سېنى دانا قىلالايدىغانلىقىنى بىلىسەن.
370310016c	پۈتكۈل مۇقەددەس يازمىلارنىڭ ھەممىسى خۇدانىڭ روھىنىڭ يوليورۇق-ئىلھامى بىلەن يېزىلغان بولۇپ، ئۇ تەلىم بېرىش، تەنبىھ بېرىش، خاتالىقلارنى تۈزىتىش ۋە كىشىلەرنى ھەققانىيەت يولىغا باشلاشقا پايدىلىقتۇر.
37031100b6	بۇلار ئارقىلىق خۇدانىڭ ئادىمى تولۇق قوراللىنىپ، بارلىق ياخشى ئەمەللەرنى قىلىشقا تەييار بولالايدۇ.
3704010171	مەن خۇدا ھەمدە تىرىكلەر بىلەن ئۆلۈكلەرنى سوراق قىلىشقا تەييار تۇرىدىغان مەسىھ ئەيسانىڭ ئالدىدا، شۇنداقلا ئۇنىڭ قايتا ئايان بولۇشى ۋە ئۇنىڭ ئۆز پادىشاھلىقى بىلەن ساڭا شۇنداق ئاگاھ قىلىپ تاپىلايمەنكى،
370402013f	[خۇدانىڭ] سۆز-كالامىنى جاكارلا؛ ۋاقىت-پۇرسەت يار بەرسۇن-بەرمىسۇن، ئۇنىڭغا جىددىي قارا. تولۇق سەۋر-تاقەت ۋە تەلىم-ئەقىدە بىلەن نەسىھەت قىلغىن، تەنبىھ بەرگىن، رىغبەتلەندۈرگىن.
3704030173	چۈنكى شۇنداق بىر زامان كېلىدۇكى، ئىنسانلار ساغلام تەلىمنى ئاڭلاشقا چىدىماي، بەلكى قۇلاقلىرىغا خۇش ياقىدىغان سۆزلەرنى ئاڭلاش ئۈچۈن ئەتراپىغا ئۆز شەھۋەت-ھەۋەسلىرىگە ئۇيغۇن تەلىم بەرگۈچىلەرنى توپلايدۇ.
3704040084	ئۇلار ھەقىقەتكە قۇلاق سالماي، ئەپسانىلەرنى تىڭشاشقا بۇرمىلىنىپ كېتىدۇ.
3704050137	لېكىن سەن ھەرقانداق ئەھۋالدا ئويغاق تۇر، خارلىق-مۇشەققەتلەرگە بەرداشلىق بەر، خۇش خەۋەرچىنىڭ ۋەزىپىسىنى ئورۇندا، تاپشۇرۇلغان خىزمىتىڭنى ھەر تەرەپتىن تولۇق ئادا قىلغىن.
37040600ff	چۈنكى ئۆزۈمگە كەلسەم، جېنىم قۇربانلىقنىڭ «شاراب ھەدىيەسى»دەك تۆكۈلىدىغان ۋاقتى يېتىپ كەلدى، مېنىڭ بۇ دۇنيادىن كېتىش ۋاقتىممۇ يېقىنلاشتى.
37040700d9	گۈزەل كۈرەشنى مەن قىلىپ بولدۇم، يۈگۈرۈش مۇسابىقىسىنىڭ مەنزىلىنى بېسىپ بولدۇم، بىردىنبىر ئېتىقادنى چىڭ ساقلاپ كەلدىم.
37040801a3	ھازىر ھەققانىيلىقنىڭ [غەلىبە] تاجى مەن ئۈچۈن ساقلىنىپ تۇرماقتا. ئۇنى، ھەققانىي سوراقچى بولغان رەب شۇ كۈنىدە ماڭا، شۇنداقلا يالغۇز ماڭىلا ئەمەس، ئۇنىڭ كېلىپ ئايان بولۇشىغا تەلپۈنۈپ تۇرغانلارنىڭ ھەممىسىگە ئىنئام قىلىپ كىيگۈزىدۇ.
3704090056	ئىمكانىيەتنىڭ بارىچە يېنىمغا تېزدىن يېتىپ كەل.
37040a011b	چۈنكى دېماس بۇ ھازىرقى دۇنيانى تاما قىلغانلىقى ئۈچۈن مېنى تاشلاپ تېسالونىكا شەھىرىگە كەتتى. كرىسكىس گالاتىيا ئۆلكىسىگە، تىتۇس دالماتىيا ئۆلكىسىگە كەتتى.
37040b00c5	يېنىمدا يالغۇز لۇقا قالدى. ماركۇسنى ئۆزۈڭ بىلەن بىرگە ئېلىپ كەل، چۈنكى ئۇ خىزمەتلىرىمدە ماڭا كۆپ ئەسقاتىدۇ.
37040c0057	تىكىكۇسنى بولسا ئەفەسۇس شەھىرىگە ئەۋەتىۋەتتىم.
37040d00ff	كېلىشىڭدە تروئاس شەھىرىدە كارپۇسنىڭ يېنىغا قالدۇرۇپ قويغان يېپىنچام بىلەن كىتابلارنى، بولۇپمۇ ئورام تېرە يازمىلارنى بىللە ئالغاچ كەلگىن.
37040e00ad	مىسكەر ئىسكەندەر ماڭا تولا ئەسكىلىك قىلدى. رەب ئۇنىڭغا قىلمىشلىرىغا لايىق ياندۇرماي قالمايدۇ.
37040f00a7	سەن ھەم ئۇنىڭدىن ھوشيار بول؛ چۈنكى ئۇ بىز يەتكۈزگەن سۆزلىرىمىزگە قاتتىق قارشىلىق كۆرسەتتى.
37041000f4	تۇنجى قېتىملىق سوراقتا مېنىڭ ئاقلىنىشىمغا ياردەم قىلىدىغان ھېچكىم چىقمىدى، ھەممىسى مېنى تاشلاپ كەتتى. بۇ ئىش ئۇلارغا ھېسابلانمىغاي!
370411017e	لېكىن رەب مېنىڭ بىلەن بىللە تۇرۇپ، مەن ئارقىلىق ئىنجىل جاكارى تولۇق قىلىنىپ، بۇ يەردىكى بارلىق يات ئەللىكلەردىن بولغانلارنىڭ ئاڭلىشى ئۈچۈن مېنى كۈچلەندۈردى؛ شۇنىڭ بىلەن مەن شىرنىڭ ئاغزىدىن قۇتقۇزۇۋېلىندىم.
37041200f7	رەب مېنى بارلىق رەزىل ئىشتىن قۇتقۇزۇپ، ئەرشتىكى پادىشاھلىقىغا ساق يەتكۈزىدۇ! شان-شەرەپ ئۇنىڭغا ئەبەدىلئەبەدگىچە مەنسۇپ بولغاي! ئامىن!
370413008d	پرىسكا بىلەن ئاكۋىلاغا ۋە ئونېسىفورنىڭ ئائىلىسىدىكىلەرگە مەندىن سالام ئېيت.
37041400cf	ئېراستۇس كورىنت شەھىرىدە قالدى. لېكىن تروفىمۇس كېسەل بولۇپ قالغانلىقتىن، ئۇنى مىلېتۇس شەھىرىدە قالدۇرۇپ قويدۇم.
37041500e6	قىش چۈشۈپ كەتكۈچە ئىمكانىيەتنىڭ بارىچە بۇ يەرگە كەلگىن. يۇبۇلۇس، پۇدىس، لىنوس، كلاۋدىيا ۋە بارلىق قېرىنداشلاردىن ساڭا سالام.
3704160092	رەب ئەيسا مەسىھ روھىڭ بىلەن بىللە بولغاي! مېھىر-شەپقەت سىلەر بىلەن بىللە بولغاي!
380000000e	تىتۇسقا
3801010178	خۇدانىڭ تاللىغانلىرىغا ئامانەت بولغان ئېتىقاد ۋە ئىخلاسمەنلىككە ئېلىپ بارىدىغان ھەقىقەتنىڭ بىلدۈرۈلۈشى ئۈچۈن، ئەيسا مەسىھنىڭ روسۇلى قىلىپ تەيىنلەنگەن، خۇدانىڭ قۇلى بولغان مەنكى پاۋلۇستىن ساڭا سالام ــ
3801020141	(بۇ ئېتىقاد ۋە ھەقىقەت مەڭگۈلۈك ھاياتقا باغلانغان ئۈمىدنى ئېلىپ كېلىدۇ؛ بۇ مەڭگۈلۈك ھاياتنى مۇتلەق يالغان ئېيتمايدىغان خۇدا ھەممە دەۋر-زامانلاردىن ئىلگىرىلا ۋەدە قىلغانىدى؛
38010300f8	لېكىن [ھازىر] ۋەدىسىنىڭ ۋاقتى كېلىپ قۇتقۇزغۇچىمىز خۇدا بۇنىڭ كالام-خەۋىرىنى ئۆز ئەمرى بىلەن ماڭا تاپشۇرغان جاكار ئارقىلىق ئاشكارىلىدى)
3801040104	ــ ئورتاق ئېتىقادىمىزدا ئۆز ئوغلۇم بولغان تىتۇسقا سالام! خۇدائاتىمىز ۋە نىجاتكارىمىز مەسىھ ئەيسادىن ساڭا مېھىر-شەپقەت ۋە خاتىرجەملىك بولغاي!
3801050144	سېنى كرېت ئارىلىدا قالدۇرۇشتىكى سەۋەب، ئورۇندىلىپ بولمىغان ئىشلارنى بىر تەرەپ قىلىشىڭ ئۈچۈن ۋە ھەر شەھەردە ساڭا تاپىلىغىنىمدەك جامائەتكە ئاقساقاللارنى تەيىنلىشىڭ ئۈچۈن ئىدى.
3801060184	ئاقساقاللىققا تەيىنلىنىدىغان كىشى ئەيىبسىز بولۇشى، بىر ئاياللىق، پەرزەنتلىرى بولسا ئېتىقاد قىلغۇچى بولۇشى ۋە ئىشلىرىدا شاللاقلىق قىلىدىغان ياكى [ئاتا-ئانىسىغا] بويسۇنمايدىغان ئەيىبلىرى بولمىغان بولۇشى كېرەك.
3801070168	چۈنكى جامائەتنىڭ يېتەكچىسى خۇدانىڭ [ئائىلىسىگە] غوجىدار بولۇش سۈپىتىدە، ئەيىبسىز بولۇشى كېرەك؛ باشباشتاق ئەمەس، تېرىككەك ئەمەس، ھاراق-شارابقا بېرىلگەن ئەمەس، زوراۋان ئەمەس، نەپسانىيەتچى ئەمەس،
38010800d1	بەلكى مېھماندوست، ساخاۋەتلىك، ياخشىلىقنى سۆيىدىغان، سالماق، ئادىل، ئىخلاسمەن ۋە ئۆزىنى تۇتۇۋالغان بولۇشى لازىم.
3801090125	ئۇ يەنە ساغلام تەلىم بىلەن رىغبەت-تەسەللى بېرىش ئۈچۈن ۋە قارشى چىققۇچىلارغا رەددىيە بېرىش ئۈچۈن، تاپشۇرۇلغان تەلىمدىكى ئىشەنچلىك كالام-سۆزدە چىڭ تۇرۇشى كېرەك.
38010a0138	چۈنكى ھازىر بىمەنە سۆز قىلىدىغان، كىشىلەرنىڭ كۆڭلىنى ئوۋلاپ ئېزىتقۇلۇق قىلىدىغان، ئۆز بېشىمچىلىق قىلىدىغان كۆپلىگەن كىشىلەر بار، بولۇپمۇ خەتنىلىكلەردىن چىققانلار بار.
38010b0113	ئۇلارنىڭ ئاغزىنى ئېتىش كېرەك؛ چۈنكى ئۇلار ھارام دۇنيانى دەپ ئۆگىتىشكە تېگىشلىك بولمىغان تەلىملەرنى ئۆگىتىپ، ھەتتا پۈتۈن ئائىلىلەرنى نابۇت قىلماقتا.
38010c011d	شۇلاردىن بىرى، يەنى [كرېت ئارىلىدىكىلەرنىڭ] ئۆزىنىڭ بىر پەيغەمبىرى: «كرېتلار ھەمىشە يالغان سۆزلەيدىغانلار، ۋەھشىي ھايۋانلار ۋە ھۇرۇن تويماسلاردۇر» دېگەن.
38010d01b0	بۇ گۇۋاھلىق ھەقىقەتتۇر؛ شۇڭا ئۇلارنىڭ ئېتىقادتا ساغلام تۇرۇشى ئۈچۈن، شۇنداقلا يەھۇدىي ئەپسانىلەرگە ۋە ھەقىقەتتىن چەتنىگەنلەر توقۇۋالغان ئىنسانىي قائىدە-بەلگىلىمىلەرگە قۇلاق سالماسلىقى ئۈچۈن ئۇلارنى قاتتىق ئەيىبلەپ ئاگاھلاندۇرغىن.
38010f013c	پاك كىشىلەر ئۈچۈن ھەممە نەرسە پاك؛ لېكىن بۇلغانغان ناپاكلار ۋە ئېتىقادسىزلار ئۈچۈن ھېچقانداق نەرسە پاك ئەمەستۇر. چۈنكى ئۇلارنىڭ ئوي-پىكرلىرىمۇ، ۋىجدانىمۇ بۇلغىنىپ كەتكەن.
3801100156	ئۇلار خۇدانى تونۇيمىز دەپ داۋراڭ قىلسىمۇ، لېكىن ئەمەللىرىدە ئۇنىڭدىن تانىدۇ؛ چۈنكى ئۇلار يىرگىنچلىكلەر، ھېچگەپ ئاڭلىمايدىغانلار، ھېچقانداق ياخشى ئىشلارنى قىلىشقا يارىمايدىغانلاردۇر.
3802010082	لېكىن سەن بولساڭ ساغلام تەلىمگە قانداق ئۇيغۇن ياشاشنى ئۆگىتىشىڭ كېرەك.
38020200d2	ياشانغان ئەرلەرگە، ھوشيار، سالماق، تەمكىن، ئېتىقادتا، مېھىر-مۇھەببەتتە ۋە سەۋر-تاقەتتە ساغلام بولۇشنى تاپىلىغىن.
3802030162	شۇنىڭدەك، ياشانغان ئاياللارغا يۈرۈش-تۇرۇشتا ئىخلاس-مۇقەددەسلىككە لايىق بولۇشنى، چېقىمچىلىق قىلماسلىقنى، ھاراق-شارابقا بېرىلمەيدىغان بولۇشنى، گۈزەل ئىشلارنى ئۆگەتكۈچىلەر بولۇشنى تاپىلىغىن.
380204019e	بۇنىڭ بىلەن ئۇلار ياش ئاياللارغا ئەرلىرىگە كۆيۈنۈش، بالىلىرىغا كۆيۈنۈش، سالماق بولۇش، پاك بولۇش، ئۆي ئىشلىرىنى پۇختا قىلىش، مېھرىبان بولۇش ۋە ئۆز ئەرلىرىگە بويسۇنۇشنى ئۆگىتەلەيدۇ. شۇنداق بولغاندا خۇدانىڭ سۆزى قارىلانمايدۇ.
380206005c	شۇنىڭدەك ياش ئەرلەرنىمۇ سالماق بولۇشقا جېكىلىگىن.
38020700d9	ئۆزۈڭمۇ ھەممە ئىشتا گۈزەل ئەمەللىرىڭ بىلەن ئۇلارغا ئۈلگە بولغىن؛ تەلىم بەرگىنىڭدە پاك-دىيانەتلىك، ئېغىر-بېسىق بولۇپ،
3802080111	ھېچكىم قۇسۇر تاپالمايدىغان، ساغلام سۆزلەرنى يەتكۈزگىن؛ بۇنىڭ بىلەن، قارشى چىققۇچىلار بىز توغرۇلۇق يامان گەپ قىلىدىغان يەرنى تاپالماي خىجىل بولىدۇ.
38020900c4	قۇللارغا ئۆز خوجايىنلىرىنى ھەممە ئىشتا قانائەتلەندۈرۈپ ئۇلارغا بويسۇنۇشنى ئۆگەتكىن. ئۇلار گەپ ياندۇرماي،
38020a011b	ئوغرىلىق قىلماي، ئۆزلىرىنىڭ ھەر جەھەتتە ئىشەنچلىك ئىكەنلىكىنى كۆرسەتسۇن. ئۇلار بۇنىڭ بىلەن قۇتقۇزغۇچىمىز خۇدانىڭ تەلىماتىغا ھەر جەھەتتىن زىننەت بولىدۇ.
38020b009c	چۈنكى خۇدانىڭ نىجاتنى بارلىق ئىنسانلارغا ئېلىپ كېلىدىغان مېھىر-شەپقىتى ئايان بولدى؛
38020c0101	ئۇ بىزگە ئىخلاسسىزلىق ۋە بۇ دۇنيانىڭ ئارزۇ-ھەۋەسلىرىنى رەت قىلىپ، ھازىرقى زاماندا سالماق، ھەققانىي، ئىخلاسمەن ھاياتنى ئۆتكۈزۈشىمىز بىلەن،
38020d011e	ئۇلۇغ خۇدا، نىجاتكارىمىز ئەيسا مەسىھنىڭ شان-شەرەپ بىلەن كېلىدىغانلىقىغا بولغان مۇبارەك ئۈمىدىمىزنىڭ ئەمەلگە ئېشىشىنى ئىنتىزارلىق بىلەن كۈتۈشنى ئۆگىتىدۇ.
38020e015d	ئۇ بەدەل تۆلەپ بىزنى ھەممە ئىتائەتسىزلىكلەردىن ئازاد قىلىش ھەمدە بىزنى ئۆزى ئۈچۈن پاك قىلىپ، ئۆزىگە مەنسۇپ بولغان، ياخشى ئەمەللەرگە قىزغىن ئىنتىلىدىغان خەلق قىلىشقا بىز ئۈچۈن قۇربان بولدى.
38020f00e6	بارلىق ھوقۇقۇڭنى ئىشلىتىپ بۇ ئىشلارنى جاكارلاپ ئېيتقىن، نەسىھەت بېرىپ جېكىلىگىن ۋە ئاگاھلاندۇرغىن. ھېچكىم سېنى كەمسىتمىسۇن.
3803010137	[جامائەتتىكىلەرگە] شۇنى ئەسلىتىپ تۇرغىنكى، ئۇلار ھۆكۈمرانلارغا ۋە ھوقۇقدارلارغا بويسۇنۇپ، شۇلارنىڭ سۆزىنى ئاڭلىسۇن، ھەرقانداق ياخشى ئەمەللەرنى قىلىشقا تەييار تۇرسۇن،
38030200d4	ھېچكىمنىڭ يامان گېپىنى قىلمىسۇن، جېدەلخور بولمىسۇن، مۇلايىم بولسۇن، ھەممە ئادەمگە ھەر جەھەتتە مۆمىنلىك كۆرسەتسۇن.
