0100000012	پەیدابوون
28051100df	«وا بیر نەکەنەوە من هاتووم تەورات یان نووسراوی پێغەمبەران بسڕمەوە، نەهاتووم بۆ سڕینەوەیان، بەڵکو هاتووم بۆ تەواوکردنیان.
28051200c9	ڕاستیتان پێ دەڵێم: هەتا زەوی و ئاسمان لەئارادا بێت، پیتێک یان خاڵێک لە تەورات لەناو ناچێت، هەتا هەمووی دێتە دی.
2805130168	بۆیە ئەوەی بچووکترینی ئەم ڕاسپاردانە بشکێنێت و خەڵکیش ئاوا فێر بکات، لە شانشینی ئاسمان بە بچووکترین ناودەبردرێت. بەڵام ئەوەی پەیڕەویان بکات و خەڵکی فێر بکات، لە شانشینی ئاسمان بە مەزن ناودەبردرێت.
28051400e4	ئیتر پێتان دەڵێم: ئەگەر ڕاستودروستیتان لە مامۆستایانی تەورات و فەریسییەکان زیاتر نەبێت، هەرگیز ناچنە ناو شانشینی ئاسمانەوە.
28051500a4	«بیستووتانە بە پێشینان گوتراوە: ﴿مەکوژن﴾ و”ئەوەی بکوژێت شایانی حوکم بەسەردادان دەبێت.“
2805160164	بەڵام من پێتان دەڵێم ئەوەی لە خوشکی یان براکەی تووڕە بێ، دەبێ حوکم بدرێت. ئەوەی بە براکەی بڵێ”هیچوپووچ،“دەبێت بدرێتە ئەنجومەنی باڵای جولەکە، ئەوەش بڵێت”گێلە“، دەبێت بخرێتە ناو ئاگری دۆزەخەوە.
28051700bd	«لەبەر ئەوە ئەگەر قوربانیت بۆ قوربانگا هێنا و لەوێ بیرت کەوتەوە کە خوشکت یان برات شتێکی بەسەرتەوە هەیە،
28051800df	لەوێ لەبەردەم قوربانگا قوربانییەکەت بەجێبهێڵە و بڕۆ یەکەم جار خوشکت یان برات ئاشت بکەرەوە، ئینجا وەرە و قوربانییەکەت بکە.
280519012e	«خێرا لەگەڵ ڕکابەرەکەت ئاشت بەرەوە لەو کاتەی لەگەڵتە و بە ڕێگاوەن بۆ دادگا، نەوەک ڕکابەرەکەت بتداتە دەست دادوەر و دادوەریش بتداتە دەست پۆلیس و فڕێبدرێیتە بەندیخانە.
28051a0066	ڕاستیت پێ دەڵێم: لەوێ دەرناچی هەتا دوایین فلس نەدەیتەوە.
28051b004b	«بیستووتانە گوتراوە: ﴿داوێنپیسی مەکەن.﴾
28051c00c4	بەڵام من پێتان دەڵێم: ئەوەی بە هەوەسبازییەوە سەیری ئافرەتێک بکات، ئەوا لە دڵی خۆیدا داوێنپیسی لەگەڵ کردووە.
28051d00f0	ئەگەر چاوی ڕاستت تووشی گوناهی کردیت، دەریبهێنە و فڕێیبدە. بۆ تۆ باشترە ئەندامێکت لەدەست بچێت، لەوەی هەموو لەشت فڕێبدرێتە ناو دۆزەخ.
28051e00e5	ئەگەر دەستی ڕاستت تووشی گوناهی کردیت، بیبڕەوە و فڕێیبدە. بۆ تۆ باشترە ئەندامێکت لەدەست بچێت، لەوەی هەموو لەشت بچێتە دۆزەخەوە.
28051f007f	«دیسان گوتراوە: ﴿ئەوەی ژنەکەی تەڵاق بدات، با تەڵاقنامەی بداتە دەست.﴾
280520010a	بەڵام من پێتان دەڵێم: ئەوەی بەبێ هۆی داوێنپیسی ژنەکەی خۆی تەڵاق بدات، وای لێدەکات داوێنپیسی بکات. ئەوەش تەڵاقدراوێک بهێنێت، ئەوا داوێنپیسی دەکات.
28052100b8	«دیسان بیستووتانە کە بە پێشینان گوتراوە: ﴿سوێندەکانت مەشکێنە، بەڵکو سوێندەکانت بۆ یەزدان بەرەسەر.﴾
28052200a3	بەڵام من پێتان دەڵێم: هەرگیز سوێند مەخۆن، نە بە ئاسمان، لەبەر ئەوەی تەختی شاهانەی خودایە،
280523009e	نە بە زەوی، لەبەر ئەوەی تەختەپێیەتی، نە بە ئۆرشەلیم، لەبەر ئەوەی شاری پاشای پایەبەرزە.
280524007d	سوێند بە سەری خۆت مەخۆ، چونکە ناتوانیت تاڵە مووێکی سپی یان ڕەش بکەیت.
2805250094	با قسەتان”بەڵێ“بۆ”بەڵێ“و”نەخێر“بۆ”نەخێر“بێت، لەمە بترازێت لە شەیتانەوەیە.
2805260059	«بیستووتانە گوتراوە: ﴿چاو بە چاو، ددان بە ددان.﴾
28052700cc	بەڵام من پێتان دەڵێم: بەربەرەکانێی خراپەکار مەکەن، بەڵکو ئەوەی لە ڕوومەتی ڕاستی دایت، لایەکەی دیکەشی بۆ شل بکە،
280528007a	ئەوەی ویستی بتداتە دادگا و کراسەکەت لێ بستێنێت، چاکەتەکەشتی بدەرێ.
2805290057	ئەوەی یەک میل بێگاری پێ کردیت، دووانی لەگەڵ بڕۆ.
28052a0084	ئەوەی داوای شتێکی لێکردیت بیدەرێ. ئەوەی داوای قەرزی لێکردیت پشتی تێمەکە.
28052b007a	«بیستووتانە گوتراوە: ﴿نزیکەکەت خۆشبوێت،﴾”ڕقت لە دوژمنت بێتەوە.“
28052c0095	بەڵام من پێتان دەڵێم: دوژمنەکانتان خۆشبوێ، نوێژ بکەن بۆ ئەوانەی دەتانچەوسێننەوە،
28052d00ed	تاکو ببنە ڕۆڵەی ئەو باوکەتان کە لە ئاسمانە، ئەو خۆری خۆی بەسەر چاک و خراپدا هەڵدێنێت و باران بەسەر پیاوچاک و زۆرداریشدا دەبارێنێت.
28052e00b1	ئەگەر هەر ئەوانەتان خۆشبوێ کە ئێوەیان خۆشدەوێت، چ پاداشتێک وەردەگرن؟ ئایا باجگرانیش ئەمە ناکەن؟
28052f00a8	ئەگەر سڵاوتان تەنها لە ناسیاوەکانتان کرد، چی زیاترتان کردووە؟ ئایا بتپەرستانیش ئەمە ناکەن؟
2805300076	بۆیە ئێوە کامڵ و تەواو بن، هەروەک باوکی ئاسمانیتان کامڵ و تەواوە.
28060100c9	«هۆشیار بن و نەکەن لەبەرچاوی خەڵک چاکە بکەن بۆ ئەوەی بتانبینن، ئەگینا لەلای باوکی ئاسمانیتان پاداشتتان نابێت.
280602015c	«لەبەر ئەوە کاتێک خێرێک دەکەیت، زوڕنای بۆ لێمەدە هەروەک دووڕووان کە لە کەنیشت و سەر شەقامەکان دەیکەن، بۆ ئەوەی لەلایەن خەڵکەوە ستایش بکرێن. ڕاستیتان پێ دەڵێم: ئەوانە پاداشتی خۆیان وەرگرتووە.
2806030084	بەڵام تۆ کە خێرێک دەکەیت، مەهێڵە دەستی چەپت بزانێت دەستی ڕاستت چی دەکات،
2806040091	تاکو خێرەکەت بە نهێنی بێت. باوکیشت کە هەموو نهێنییەک دەبینێت، پاداشتت دەداتەوە.
280605014a	«کاتێک نوێژ دەکەن وەک دووڕووان مەبن، چونکە ئەوان حەز دەکەن بە پێوە لە کەنیشت و سووچی شەقامەکان نوێژ بکەن، بۆ ئەوەی خەڵکی بیانبینن. ڕاستیتان پێ دەڵێم: ئەوانە پاداشتی خۆیان وەرگرتووە.
280606010d	بەڵام تۆ کاتێک نوێژ دەکەیت، بڕۆ ژوورەکەت و دەرگا لەسەر خۆت دابخە، نوێژ بکە بۆ باوکی نەبینراوت. باوکیشت کە هەموو نهێنییەک دەبینێت، پاداشتت دەداتەوە.
28060700d2	کاتێک نوێژ دەکەن، وەک بتپەرستان ئەوەندە وشەکان دووبارە مەکەنەوە، چونکە وا دەزانن بە زۆر گوتنیان گوێیان لێ دەگیرێت.
28060800aa	لەبەر ئەوە وەک ئەوان مەبن، چونکە باوکتان دەزانێت پێویستیتان بە چییە، پێش ئەوەی داوای لێ بکەن.
2806090099	«بەڵام ئێوە بەم شێوەیە نوێژ بکەن و بڵێن: «”ئەی باوکمان لە ئاسمان، با ناوت پیرۆز بێت،
28060a007e	با پاشایەتییەکەت بێ، با خواستت لەسەر زەوی پەیڕەو بکرێت وەک لە ئاسمان.
28060b0034	نانی ڕۆژانەمان ئەمڕۆش بدەرێ.
28060c0092	لە گوناهەکانمان خۆشبە، وەک چۆن ئێمە لەوانە خۆشدەبین کە خراپەمان بەرامبەر دەکەن.
28060d00c7	مەمانخەرە تاقیکردنەوە، بەڵکو لە شەیتان ڕزگارمان بکە، [چونکە هەتاهەتایە پاشایەتی و هێز و شکۆ هی تۆیە. ئامین.]“
28060e00a2	ئەگەر گەردنی خەڵکی لەبەر خراپەکانیان ئازاد بکەن، ئەوا باوکی ئاسمانیشتان لێتان خۆشدەبێت.
28060f0092	بەڵام ئەگەر گەردنی خەڵکی ئازاد نەکەن، ئەوا باوکیشتان لە گوناهەکانتان خۆش نابێت.
2806100133	«کاتێک بەڕۆژوو دەبن، ڕووگرژ مەبن وەک دووڕووان، چونکە ئەوان خۆیان پەرێشان دەردەخەن تاکو بۆ خەڵکی دەربخەن کە بەڕۆژوون. ڕاستیتان پێ دەڵێم: ئەوانە پاداشتی خۆیان وەرگرتووە.
2806110066	بەڵام تۆ کە بەڕۆژوو دەبیت، سەرت چەور بکە و دەموچاوت بشۆ،
28061200e2	تاکو بۆ خەڵک دەرنەکەوێت کە بەڕۆژوویت، تەنها بۆ باوکی نەبینراوت نەبێت، باوکیشت کە هەموو نهێنییەک دەبینێت، پاداشتت دەداتەوە.
280613009f	«لەسەر زەوی سامان بۆ خۆتان کۆمەکەنەوە کە مۆرانە و ژەنگ لێی دەدەن و دز دەیبڕێت و دەیدزێت.
28061400a9	بەڵکو سامان بۆ خۆتان لە ئاسمان کۆبکەنەوە کە مۆرانە و ژەنگ لێی نادەن و دزیش نایبڕێت و نایدزێت،
280615004b	چونکە سامانت لەکوێ بێت، دڵیشت لەوێ دەبێت.
280616007e	«چاو چرای جەستەیە، ئەگەر چاوت ساغ بێت، ئەوا جەستەت هەمووی ڕووناکییە،
28061700fc	بەڵام ئەگەر چاوت ساغ نەبێت، ئەوا هەموو جەستەت تاریک دەبێت، لەبەر ئەوە ئەگەر ئەو ڕووناکییەی لە تۆدایە تاریکی بێت، ئاخۆ دەبێ تاریکی چۆن بێت!
2806180159	«کەس ناتوانێت کۆیلایەتی دوو گەورە بکات، چونکە ڕقی لە یەکێکیان دەبێتەوە و ئەوەی دیکەی خۆشدەوێت، یان دەست بە یەکێکیانەوە دەگرێت و ئەوەی دیکە پشتگوێ دەخات. ئێوەش ناتوانن کۆیلەی خودا و پارە بن.
2806190112	«بۆیە پێتان دەڵێم: خەم بۆ ژیانتان مەخۆن کە چی بخۆن و چی بخۆنەوە؛ هەروەها بۆ جەستەتان کە چی بپۆشن. ئایا ژیان لە خواردن گرنگتر نییە؟ یان جەستە لە جلوبەرگ؟
28061a011a	سەیری باڵندەی ئاسمان بکەن، نە تۆو دەکەن و نە دروێنە و نە لە ئەمبار کۆدەکەنەوە، لەگەڵ ئەوەشدا باوکی ئاسمانیتان بەخێویان دەکات. ئایا ئێوە لەوان بەنرختر نین؟
28061b0085	کێ لە ئێوە ئەگەر خەم بخوات، دەتوانێت یەک کاتژمێر لە تەمەنی خۆی زیاد بکات؟
28061c00bf	«هەروەها بۆچی خەمی جلوبەرگتانە؟ سەیری گوڵی سەوسەن بکەن چۆن گەشە دەکات، نە خۆی ماندوو دەکات و نە دەڕێسێت،
28061d0098	بەڵام پێتان دەڵێم: تەنانەت سلێمانیش لەوپەڕی شکۆمەندیدا وەک یەکێک لەوانەی نەپۆشیوە.
28061e0109	ئەی کەم باوەڕینە، ئەگەر خودا ئەو گیایەی کە ئەمڕۆ لە کێڵگەیە و بەیانی دەخرێتە تەنوورەوە بەو شێوەیە بپۆشێت، ئایا ئێوە زیاتر نین هەتا پۆشتەتان بکات!
28061f0083	جا خەم مەخۆن بڵێن،”چی بخۆین؟“یان”چی بخۆینەوە؟“یان”چی لەبەر بکەین؟“
28062000c2	چونکە بێباوەڕان هەوڵ بۆ هەموو ئەم شتانە دەدەن، باوکی ئاسمانیشتان دەزانێت پێویستیتان بە هەموو ئەوانە هەیە.
28062100b6	بەڵکو یەکەم جار داوای پاشایەتییەکەی خودا و ڕاستودروستییەکەی بکەن، هەموو ئەمانەتان بۆ دابین دەکرێت.
280622009a	لەبەر ئەوە خەمی بەیانی مەخۆن، چونکە بەیانی خەمی خۆی دەخوات. هەر ڕۆژێک خراپی خۆی بەسە.
280701005e	«خەڵکی تاوانبار مەکەن تاکو خودا تاوانبارتان نەکات،
28070200de	چونکە بەو شێوەیەی خەڵک تاوانبار دەکەن خودا تاوانبارتان دەکات، بەو پێوانەیەی ئێوە بۆ خەڵک دەیپێون، خودا بۆتان دەپێوێتەوە.
28070300a1	«بۆچی سەرنج لە پووشی ناو چاوی براکەت دەدەیت، بەڵام ئاگات لە کاریتەکەی ناو چاوی خۆت نییە؟
28070400c3	یان، چۆن بە براکەت دەڵێی:”ڕێم بدە با پووشەکەی ناو چاوت دەربهێنم،“لەکاتێکدا کاریتەیەک لەناو چاوی خۆتدایە؟
28070500cc	ئەی دووڕوو، یەکەم جار کاریتەکەی ناو چاوی خۆت دەربهێنە، ئینجا باش دەبینیت بۆ دەرهێنانی پووشەکەی ناو چاوی براکەت.
28070600d9	«شتی پیرۆز مەدەن بە سەگ، مرواریشتان فڕێمەدەنە بەردەمی بەراز، نەوەک پێشێلیان بکەن و هەڵبگەڕێنەوە و پارچەپارچەتان بکەن.
280707008c	«داوا بکەن، پێتان دەدرێت. بگەڕێن، دەدۆزنەوە. لە دەرگا بدەن، لێتان دەکرێتەوە،
