2800000007	Matiewo
3901120034	Wan pia a po yal yen wan pia a po yapanl min ba paa.
3901130093	N dian yal ŋuan n ya nugu “min pɔl, n ba panŋ a panl. n bua min tiada ka moa pia n panl”...... N bua min tiada ka moa pia n panl: fini modo.
3901140047	Man, n nijua tien n po ya ŋanb? yomdan po: song n paal kilisu buam po.
3901150065	N danga ya tilin yen paal kul ka ba ñian mi mia maama. N ban molane ka ba tien lan cil mi mia maama.
3901160036	k go kpan n po o diegu, n dan k nian ne monla e miadi.
3901170034	Epafrad yua ye yomdiegun yen ni yesu kilisu, fuonda.
3901180035	Mark kristark, demas, yen luk n tuosonlieb mu fuonda.
3901190029	Ki ti yomdan yesu kristu ten o ŋaalbalk.
3a00000007	Eblenba
3a01010081	Yogu ba u Tienu bo yi tɔginini i sani boncianli ki cedi o sawali puala n maadi yeni t yaaja -nba, ke li bo yi ki luo taalm ŋaa.
3a01020097	Ama juodi dana yaali ke t ye ne, u Tieenu cedi ke o bijua maadi yeni ti. U Tienu tagi bonli kuli yeni wani. Ke taa'o ke o tie yua ba yenddi bonli kuli.
3a010300ed	O yii nni ke t nua u Tienu yudandi. Utienu n tie maam o ko tie n yeni. O maama yua pia u paalu yeni n cedi ke ŋanduna nni, bonli se li sisienu. O bo cedi ke bniba biidi piini ki gbeni, ke o ji doni ki kali u Tienu yudandi jienu poli po.
3a01040080	ke u Tienu cedi ke o cie maleki -nba. Nani u Tienu n bo cedi ke o cie'bi yeni; ke o pul'o ya yeli n pia t yudandi ki cie b yela.
3a0105009d	U Tienu k bani maadi maleki -nba ke nene: «a tie n bijua i dinne min tie a báa» o gɔ ki bani maadi maleki: «min baa tie báa a mɔ n ya tie n bijua.»
3a01060082	Nani u tienu n bo sɔni o bijua yua pia u nugu bonli kuli po ya yogu ŋanduna nni. ke o maadi ke: «maleki -nba kuli n ya pug'o”
3a0107008a	maleke-nba po wani u Tienu maadi ke: «o yi cedi o maleki -nba n kpandi nani u faagu yeni ke o tuonsɔnla n kpandi nani u muupieni yeni.»
3a010800b2	Ama o bijua ya po wani u Tienu maadi; «u Tienu a baa kaa a badkpagili po i u ygu n tuu yogu ke bonli kuli fangi 'a» ke a kubi a badidanbili ki ŋmagidi bi niba yeni t mɔnkundi
3a0109009b	ŋan buadi t mɔnkundi ki yiedi t tuonbiidi yeni po n cedi ke a Tienu lugidi ŋa ki tieni m kpama a yuli po yeni li pamanli. O bua fini ki cie a liebi kuli
3a010a0061	Ke u Tienu gɔ maadi: «O yondaan ki ciliga yogu fini tagi ki tinga ki gɔ tagi poli yeni a nugi.
3a010b0053	Poli yeni tinga baa bodi ama fin wani baa ye li kuli ne baa cadi nani liadili yeni.
3a010c006c	ŋan pɔbini 'bi nani ban yi pɔbini li liadili maam yeni b baa lebidi'bi nani ban lebidi u tiagu maam yeni.
3a010d0060	U Tienu gɔ k bani maadi maleki ba ke. «kali n jienu» caa yeni min ba cedi ŋan paadi a yibala
3a010e0076	maleki -nba tie b le i? B tie yaaba tuuni u Tienu po ki dond'o ke o yi sɔn'bi ke ban gedi ki todi yaaba ba la gaa po.
3a02010053	Lan ya po n cedi ke li buali ke t ŋanbi gaa ya tundili ke t gbadi k daa tudi sanu.
3a020200cb	ki dugini maleki -nba n bo muadi t yaaja -nba yaa laabaal yua ya tie yaali ke bi niba dugi li po, ke li go bo tie ke nil kuli kpiagidi kaa cɔlni li laabaal ke li cua yeni u tubidadu o po wan kpiagi maam
3a020300d9	Li ji ba tieni ledi ke likan cua yeni tin'ba po. Li ya sua ke t ñɔli kaa yiini li fiema maama yaali mɔni paaa? ki dugni o yonmdaano mɔno bo kpia maadi li fiema maam, ke yaabi bo gbadi maad'ti ke li maam tie mɔni.
3a02040096	ke u Tienu mɔ maadi ke li maama tie mɔnmɔni ki sɔni u yaalidugu yeni u palugu tuona ke gɔ puni bi niba fuonŋanba puulu nani o yam n bo bua maam.
3a0205005a	Yeni i mɔni tin maadi ŋanduna yua po ne, u Tienu k cabi ke maleki -nba kaa ke ban ya die
3a0206007b	Li diani u Tienu tili nni ke «U tienu o nisaalo tie be i? ke a baa tiani o po i? o nulo tie be i ke a baa nua o nunga nni?
3a02070054	A bo yuani u yogu waamu ke maleki -nba cie'o ki yuandi ten'o t yudandi yeni li seli.
3a020800b4	ki cedi ke opia u nuu bonli kuli po. Utienu n bo cab'o ke o pia u nuu bonli kuli po yeni. Bonli ki sieni ke waa pia u nuu li po. Ama tinba wani daa nua ke o pia u nuu bonli kuli po
3a02090100	Tin la yaal n ne: yua ke u Tienu bo yuan'o u yogu waaam yeni ki cedi ke maleki -nba cie'o yeni Yesu i. ama mɔla u Tienu guani ten'o li seli yeni t yudandi. Ki dugini o tuo ki cagini ki kpe bi niba kuli po. U Tienu ŋalibaligo po i ke o tuo li cacagikuuma.
3a020a0135	Yeni i mɔnmɔni u Tienu n tagi bonli kuli. Bonli kuli tie o yaal i, o bo bua ke o bila boncianli n gaa o yudandi. Lan po n cedi ke l bo dagidi yeni wan cedi Yesu n yaa tie yua dagidi yeni wan sɔni o tuonli. Ki dugini wan tuo gaa fala yua yeni po. Yesu n ko tie yua luodi u sanu ki cedi ke lieba baa m fiema.
3a020b00b3	wan cedi ke bi niba ŋani ki dagidi u Tienu po. Wani yeni yaaba ke o cedi ke b ŋani ki dagidi u Tienu po yeni táá báa i. Lan po n cedi ke o jie i fei wan yiin'ba o ninjanba
3a020c005d	ke gɔ maadi: «N baa waani n ninjanba ŋan tie yua a tantaanli siiga nni min yi dondi ŋa.»
3a020d0066	Ke Yesu gɔ maadi ke: «n baa dugi n Tienu po i”k gɔ maadi mini yeni ya bila ke u Tienu kubi yeni»
3a020e009c	Lani ya bila n tie niba ki fuo ki pia t gbannandi yeni mi sɔma. Yesu mɔ tie nufuoga i i bani yeni? Ki kpe ke wan biidi sotaani yua pia u paalu m kuuma po.
3a020f004f	Ke yaaba b yenma nni kuli b bo jie m kuum ki tie yonmi yeni wan ñani'ba lieni.
3a02100060	Yeni i mɔnmɔni Yesu k cua ke wan todi maleki -nba kaa. Obo cua ke wan todi Abrahami yaabila i.
3a021100d7	Lani po n bo cedi ke o bo nandi yeni o ninjanba ke fidi ke tua sala yidikaa-nba kuli ciamo yua pia m ninñinma bi niba po ki ciibi u Tienu tuonli nni. yeni ke o bo táá o bá ki yadi sala ke piini bi niba biidi.
3a0212007c	Li biginli n bo bàà'o ke o la fala boncianla yeni po n cedi ke yaabi ke a bigina ba bàà'bi ke o ba fidi ki todi 'bi.
3a030100e4	N naataani yinba yaabi tie u Tienu yaaba ke o yiin'i, ke yi taani tua o buolu yeni, lani i nuubina n ya maa Yesu po. Utienu sɔni wani ke tin dugi yaali po ki maadi bi niba nunga yeni, wan ya tie li sala yidikaaba kuli ya ciamo.
3a03020095	O bo lugidi wani ke wan sɔni li tuonli. Ke o gɔ sɔni li tuonli lan buali maam nani Moyisi n bo sɔni maam u Tienu deni yaaba po ke l k kpiadi yeni
3a0303009e	Yesu bo dagidi n yeni ki gaa t yudandi yaali n yabi ki cie Moyisi. Li tie nani o tanmaalo n yi máá deni yeni. B yi pagi o tanmaalo i b yi k pagi deni kaa.
3a0304004a	Yeni i mɔni deni kuli pia yua máá i. Ama u Tienu n máá bonli kuli
3a0305008b	Moyisi bo tie tuonsɔnli ki tuuni lan buali maam u Tienu deni yaaba po. Otuonli bo tie ke wan ya wangi bi niba u Tienu n bo maadi ti yaali.
3a030600b8	MɔLA kristi n ji tuuni lan buali maam. Ama wani tie u Tienu bijua ki pia u nuu o báa u Tienu deni. Tnba n tie o deni li ya tie ke ti pala páá; ke t gɔ pia tin daan yaali ya po.
3a03070046	Lani ya po i ke fuoŋanm maadi ke: «dinne n ya gbadi u Tienu nialu”
3a03080070	Yi daa ñali i tuba nani i yaaja -nba n bo yie ke b kan songi, ki bigin'o ya yogu ke b bo ye ki tinkuonga n yeni
3a03090065	UTienu bo maadi: Lani tinkuonga nni ke i yaajanba bo bigini ke ban diidi'n yeni ban bo li la n tuona.
3a030a006a	Bina piina n siiga kuli lani ke n pali bo biidi b po ke n maadi. b li tundi tudi usanu i baa bani n sɔni.
3a030b006f	Li pabienli nni ke n poli ki maadi: «Bkan baa ya dogu nni ke mini u Tienu bo bobini b po, ke ban kua ki fuodi.
3a030c0091	Lani n naataani cuo mani i ba i siiga nni ke oba n daa pia maalibiigu o pali nni. ki yie ki ñɔli o dindaano ke lan fagini'o yeni u Tienu yua fo
3a030d008b	Ama ya paandi mani i lieba pala daali n tuu daali; ya yogu ke t ji ye ne, ke i siigs nni oba daa baa t biidi nni ke lan cedi wanyie u Tienu
3a030e0077	Yeni i mɔnmɔni t tua Kristi yegini n yeni. li ya tie ke t ŋanbi se ke li paa yaa caa juogi tin bo kpia se maam yeni.
3a030f009a	Lan diani u Tienu tili nni ki maaadi yaali n ne. «dinne i ya gbadi u Tienu nialu yi daa ñali ituba, nani i yajanba n bo yie ke b kan songi u Tienu yeni.
3a03100091	Yeni i mɔnmɔni b le bo gbadi u Tienu nialu i? ki yie kaa songi'o i? Laa tie yaaba bo ñani Ejibiti dogu nni ke Moyisi ŋmagidii'ba yeni kaa aa?
3a03110076	U Tienu pali bo biidi b le ya po i bina piina siiga nni? Laa tie yaaba bo tieni ti biidi ki kpe ki tinkuongi n kaa aa?
3a031200a0	Ke b le i ke uTienu bo poli ki maadi ke b kan baa kua dogu baa nni ke o bo bobini b po ke ban kua fuodi yeni i? Laa tie yaaba bo yie ke b kan songi yeni kaa aa?
3a03130040	Lani t la ke b bo ki fidi kua ki dugini b bo ki dugi u Tienu po.
3a04010064	Tin cuo mani t ba ke u Tienu nbo puoni ya puoni yeni oba n daa ŋaa lan paad'o ke o kan baa li fuom.
3a040200ba	Ki dugini t mɔ gbaddi li laabaali maama nani yaaba bo ye i tinkuongi n yeni. B bo k bàà ñuadi li po. Kelima ya yogu ke b bo ba gbadi li laabaali b bo k tuo gaa ke li tie mɔnmɔni.
3a0403012f	Yeni i mɔnmɔni tinba yaaba n tuo ki gaa li laabaali. Tinba n bo la u Tienu fuoma. O maadi li fuoma po ke: «b kan baa kua ya dogu nni ke mini u Tienu bo bobini b po ke ban kua fuodi yeni» u Tienu n bo madi maam n yeni. ke nan sua o bobini li fuom, ki sɔni o tuonli ki gbeni hali ŋanduna cilgi yogu.
3a04040084	Ki dugini li diani u Tienu tili ki maadi ke dana lele daali ke; U Tienu ba sɔni o tuona kuli ki gbenike dana lele daali o ba fuodi.
3a0405006e	li gɔ diani lani kani ki maadi. B kan baa kua ya dogu nni ke mini u Tienu bo bobini ke ban kua ki fuodi yeni.
3a040600c5	Yaaba bo k kpia gbadi li laabaali bo k la u Tienu n bo bobinini ya fuom b po yeni ki fuodi. ki dugini b bo k tuo gaa ke li tie mɔnmɔni. yeni lan kuli u nunfanbu ye ke ba fidi la li fuom ki fuodi.
3a040700f6	Lan po n cedi ke u Tienu guani seni lidaali ki yiini li daali ki dinne. U Tienu bo maadi yeni t yaaja -nba l bo waagi yo. Ke o cedi ke Daafidi maadi li daali po t ba kpia ki diani maam ne. «dinne i gbadi u Tienu nialu yi daa ñali mani i tuba.»
3a04080062	Yeni i mɔnmɔni li bo ya tie ke Josuwe cedi ke b la m fuoma, u Tienu ji bo kan maadi datianli po.
3a04090077	Lani li bua waani ke m fuoma da sieni ki ye u Tienu niba po. Li fuoma tie nani u Tienu n bo fuodi dana lele daali yeni.
3a040a0086	Lani yua la u Tienu n bo puoni m fuoma yua ki fuodi o mɔ gbeni o tuona ki ji fuo nani u Tienu n bo gbeni o yaali ki ji fuo maam yeni.
3a040b008e	Lan ya po tin yaa gbaa ke tin bàà li fuoma ki fuodi. ke oba n daa ŋma t yaajanba taabuogu nni ki yie k kan songi u Tienu ki m tudima nni.
3a040c0112	Yeni i mɔnmɔni u Tienu maama tuuni li tuonli ki gɔ pia u paalu. Li gɔ mani ki cie ki juga yua ñɔna lie kuli po. Li kua hali t gbanu nni ki pan sia li pali; ki kua hali t tugida yeni a kpaba nni. ki waani t pala nni y. eni t maama nni yaali n ŋanai yeni yaali ki ŋani
3a040d008e	Ba bonli ki ye ki wuo u Tienu po. Wan tagi yaala kuli o nua li kuli ki bani yaali n tie kuli. O kani ke yua baa t dugini wan sɔni yaali kuli.
3a040e00d2	Tin pia ya sala yidikaaba kuli ciamo yua ne k pia o lielo. Wani. Wan tie Yesu, u Tienu bijua yua doni hali poli po ki pundi uTienu kani. Lanwani li buali ke tin ŋanbi yaa kubi t dugi yaala po i. ke lan yaa paa
3a040f00a7	tin ji pia ya sala yidikaa kuli ciamo yua ne k tie tyua kan fidi ki jie ti m ninbaadnm t gbalm yogu kaa. B bigin'o kaan kuli nani tinba yeni. Ama waa bani tieni biadi.
3a04100099	Lani t ya nagidi u Tienu badikpagili kani yeni li papaali, lan kani ke li ŋmadili ye. U Tienu ba jie'ti ninbaagu ke tin la o ŋalbalgo ya yogu ke t bua.
3a050100b3	B yi lugidi sala yadikaa ciamo bi niba siiga nni. Ki kaan'o ke wan ya suani u Tienu tuonli bi nba po. Otuonli tie ke yi puni u Tienu u paabu i. ki gɔ yid'o sala bi niba biidi po.
3a05020073	Nani wani mɔno n tie m gbalm daano yeni. Lani o ba fidi ki songi m yam ki todi yaaba tie yanbɔndanba ki tu u sanu
3a0503006a	L gbalm po i ke l buali ka yi yidi sala. Laa tie bi niba biidi baba po kaa ama yeni wan mɔno ya biidi po.
3a05040086	Oba k bani dini o bá yudandi ke wani n tie sala yidikaa kuli ciamo. Ama u Tienu n yi dini o nulo nani wan bo dini Abrahami maam yeni
3a050500ae	Li gɔ tie n yeni Kiristi mɔ ya po. Wani mɔno kaa bo dini o ba ke o tie sala yidikaa kuli ciamo. Ama u Tienu n bo din'o ki maadi; «a tie n bijua i dinne mini n tie báa»
3a05060060	K gɔ maadi tianli kani ke: «fini n tie sala yidikaa yogu n tuu yogu nani mɛlikisedɛki yeni»
3a050700a8	Yesu n bo ye ki tinga ne po o bo jaandi ki doni o nialu ki fabini ki miadi ya Tienu n ba ñani' m kuuma nni. Wan bo jiini o ba u Tienu nunga yeni ke o bo songi o jaandi
3a05080066	Yeni wan bo li tie u Tienu bijua nandi kuli, wan bo cagini ya cacabuolu bo cedi ke o bandi li cɔlini.
3a0509006e	Wan bo sɔni o tuona ya yogu ki gbeni canyiin ke o cedi ke yaaba n bo cɔlini'o kuli la ya fiema k pia gbenma.
3a050a0051	Ke o Tienu dini'o sala yidikaaba kuli ciamo mɛkisedɛki sala yidikadima sanu nni
3a050b0087	t pia a bona boncianli k baa maad'i l po. Ama l paa yeni tŋanbi waani li niima nni yi gbadi ki dugini i k gbia a bona niima nni tonma.
3a050c00f0	Lan pundi ya yogu ne li ji bo buali ke yinba n yaa tie canbáa-nba ki ya tundi bi niba. Ama ke i gɔ daa bua ban ya tund'i ban kpia tundi o nulo yaali u Tienu maama po. Li ji po tie ke yi yaa je t jekpiagidi. Ke i ŋaa lan'o ki bua m biinm
3a050d0069	Yuaŋaan biinm mɔ nan daa tie canpandiga i. O daa kan fidi tieni m paadima li bonŋanli yeni u bonbiigu.
3a050e007b	Ama t jekpiagidi tie b cianba yaali. Ban tundi je li jiema yeni, bani n bo fidi ki tia ki paadi li bonŋanli ye u bonbiigu.
3a06010120	Lanwani ŋaa mani ti ji yaa gaani bi cianba tunda ki ji ya caa liigi. ke ya tundili ke t bo kpia gaa Kiristi po yeni, tin daa tundi se li po. Li ji k buali ke ti guani ŋanbi tundi ya bona ne po kaa. Lan tie bi niba n ŋaa ya bontiotiedi bo buali yeni b kuuma yeni, ki ya dugi u Tienu po.
3a060200ab	yeni ya tundili ke b tundi m ñinwulima po, yeni ban yi maani i nugi o nulo po ki jaandi o po yeni yeni bi kpienma fiima. Yeni u Tienu buudi jiama yua pia u lebdu yeni po.
3a0603001d	Li buali ke tin gedi liiga i.
3a06040080	Yeni i mɔni yaa danba ke u Tienu yienma fandi'ba, ke b gaa u Tienu paabi, kki gaa fuoŋanba, ki bani u Tienu maama n mani maam,
3a06050042	ki bandi ŋanduna yua baadi paalu n tie yaali, ki yuandi baa yeni,
3a060600aa	oba ji kan fidi cedi bani n guani ki mɔ kua b biidi po, ki dugini b guani kpaa u Tienu bijua li daapɔnpɔnli po n yeni. ki cedi ke bi niba ji bàà u sanu ki sugid'o.
3a06070088	Ya tinga po ke i taagi baa yogu kuli ke li sɔngili ye, ke yaaba ko li tinga ke laadi ban bua yaala, uTienu yi yadi u fuoŋanma li po i.
3a0608009b	Ama li yaa tie ke i konkoni yeni m jiama n pa li tinga po, li tinga tie fam i. Li kan waagi yeni uTienu n poli li tinga u ñɔbu. ban juodi ki sia'o u muu.
3a06090083	laniwani n dɔnli -nba li ya tie ke t maadi n yeni mɔno, t pala baa paa i po ke i tuagi u sanu yua ŋani ki baa cedi yi la m fiema
3a060a009d	Ki dugini u Tienu tie mɔnkundaan i. o kan sundi ya tuona kuli ke i sɔni, yeni m buama yaali ke i waani o po kuli ki gɔ daa li suani kiristi yaaba kuli po.
3a060b0082	Tin bua yaala tie ke yua kuli n ŋanbi ya kubi ke li paa ki daa ŋaa caa yeni juogi n yeni ke i la yi guu yaaala yeni i pala kuli.
3a060c0080	t ki bua yi ŋaa li kpajɔli n cuo'i. T bua yi mɔ ŋmaa yaaba bo dugi u Tienu po, ki juuni ki gaa u Tienu puoni t taabuodi nni.
3a060d0080	UTienu n bo puoni Habrahami yeni o bo puon'o ki poli u Tienu yeli po i. ki dugini oba bo ye ki cie'o ke o ba poli ki taa o yeli.
3a060e0068	O bo poli ki maadike: «yeni i mɔni nba yadi m yediŋanba a po, ki cedi a yaabila n mali ki yaa yabi”
3a060f003a	Ke Abrahami juuni ki guudi ki la u Tienu n bo puono yaali.
3a0610007b	Bi niba n yi maadi m maama yaali ki gɔ poli yeni, b yi poli ki taa yua cie'bi yeli i. Ke li ñɔpoli n daa pia o ñɔniagu
3a0611008a	Lani u Tienu bo bua ke yaaba n ba gaa o puoni n ŋanbi ki bandi ke o maama k pia lebidima n yeni. Lan po n bo cedi ke o puoni ki gɔ poli.
3a061200fb	Ke lan cedi t pala n yaa paa boncianla. U Tienu ki pua faama pálibi, Lani cedi ke t pala paa ke wan bo puoni ki gɔ poli yeni ke li pia m lebidima. T doni u Tienu t candandi ke o puoni n paagi t pala ke ti ŋanbi ki yaa kubi ya dandanli ke t pia ne.
3a061300e1	Li dandanli tie t yenma po nani kudikpiagili yua yi kpaa ki ya kubi ŋanduna mi ñinma n yeni, laa pia gbenma. Tin daanni yua nni yi kua tanpolu po jaanddɔnciangu nni. ki pendi u cincenciangu yua juani yeni ki kua hali deni.
3a06140086	Lan kani ke Yesu liidi ki kua t po, ki tie sala yidikaa kuliciamo. Mɛkisedɛki sala yidikaadinma sanu nni, ki baa ye yogu n tuu yogu.
3a070100be	Wani mɛkisedɛki bo tie salɛmi bado i. ki gɔ tie u Tienu sala yidikaa. Abrahami n bo pua u tɔbu ki paadi b batieba, ki lebi kuni wani mɛkisedɛki n bo tuog'o, ki yadi m yediŋanba o po.
3a070200ef	Abrahami taa wan bo pua u tɔbu ki fie yaali kuli, ki bɔgidi taalm piig, ki taa yenma ki teni mɛkisedɛki. Yenma, Mɛkisedɛki yeli niima tie o bado yua tie mɔnkundaano. ke bonmlie po ke o teni salɛmi bado, ke li niima nni laafia bado.
3a070300bf	ki bani mɛkisedɛki naá bii o báa, lani yaa kaa o yaaja. laa diani kaanu ki maadi o maadi daali po bii o kuuma po. O tie nani u Tienu bijua yeni. ki baa tie sala yidikaa u yogu tuu yogu.
3a07040098	Laa mɛkisedɛki nbo tie li nigbengili yua waa. T yaaja Abrahami mɔno bo taa wan pua u tɔbu ki fie yaali kuli ki bɔgidi taalm piig ki yenma ki ten'o.
3a070500ec	Moyisi yiko bo cabi Lefi yaabila yaaba tie sala yidikaaba yeni. ke ban yaa gaani Isaraheli yabi buolu ban la yaali li binl nni. li bɔgdima piig nni. yenma. B ninjanba isaraheli buoli ke b bo yi gaani. Ke b mɔ nan tie Abrahami yaabila.
3a070600cc	Mɛkisedɛki wani bo ki tie Lefi yaabili kaa. Ama o nan bo gaa Abrahami n bo pua u tɔbu ki gaa yaal kuli bɔgdima piiga nni yenli. ki gɔ yadi m yendiŋanma wani Abrahami yua bo gaa u Tienu puoni yeni po
3a0707004d	Laa pia tama tama yua bani ke yua tie ciamo n yi yidi m yedŋanma ki biga po.
3a070800f4	Lefi yaabila yaaba n gaani bi niba n yi la yaala li binli nni bɔgidma piiga nni yeni tie yaa niba t ba kpe i. Ama mɛlikisedɛki yua gaa Abrahami kani bɔgidima piiga n ni yenli ye wani tie yua fo i. Nani lan diani o po maam u Tienu tili yeni.
3a070900cc	t ba fidi ki maadi ke Abrahami n bo teni Mɛkisedɛki bɔgidima piig n yenli yua yeni ke Lefi mɔ bo teni o yaali yeni wani yua ke o yaabila bo gaani bi niba n yi la yaali binli n bɔgidima piig nni yenli
3a070a007f	Ki dugini mɛlikisedɛki n bo cendi Abrahami yaa yogu yeni. Li bo sua ke wani Lefi daa ye Abrahami daa sɔma nni ke b daa mal'o
3a070b01a3	UTienu bo teni Isaraheli yabi o yikodi ke li yikodi wangi ke Lefi cugili yaaba baba n baa tie sala yidikaaba. Ama li bo ya tie sala yua ke b ba yidi yeni te ke Isaraheli yaaba ŋani canyiin u bTienu nunga nni. Sala yidikaa yua bo ba cua kuli bo baa tie nani Harɔni yeni. Li sala bo kan fidi cedi ke bi niba n ya ŋani canyiin u Tienu nunga nni yeni po n bo cedi ke sala yidikatiano cua ki tie nana mɛlikisedɛki yeni.
3a070c004c	Lanwani li ya tie ke sala yidikaa dinma lebidi, li tie ke yiko n mɔ lebidi.
3a070d0080	Tyonmdaano yua ke u Tienu tili maadi o po ne, o tie cugi tianli nni yua i. Li cugili nni oba k bani sɔni sala binbindili tuonli
3a070e008b	Yua kuli bani ke t yonmdaano tie Suuda cugili n yua i. Moyisi tili nni, naan kani ke o maadi sala yidikaaba po; o k maadi lba li cugili po.
3a070f0073	Diidi mani yaal cedi ke li ji ŋanbi fandi t nunmu po tie ke sala yidikaa tiano cua ki tie nani Mɛlikisedɛki yeni
3a07100094	Wani bo k tua sala yidikaa nani yaabi ke yokodi bo lugidi'bib cugili nn yeni kaa. Wan pia ya miali n kan baa gbeni paalu po i ke o tua sala yidikaa.
3a0711007c	Yeni i mɔni li diani u Tienu tili nni ki maaadi ke: «fini n tie sala yidikaa u yogu tuu u yogu nani Mɛlikisedɛki yeni”
3a0712005c	Yeni ke b piini yiko yua bo kpia ye ki dugini li yiko bo k pia paalu, li gɔ bo k pia ñuadi
3a0713006a	Yeni i mɔni yaal n ye ŋanduna nni kuli Moyisi yiko bo k fidi cedi ke li ŋani canyiin u Tienu nunga nni.
3a0714006a	Yaal pugini tie ke u Tienu bo puoni i puoni i ki poli. Tiabi tua sala yidikaaba ke puoni ba ki pugini l po
3a071500ca	Ama Yesu wani yua bo din'o sala yidikaa bo puon'o ki poli ki maad'o: «mini o yonmdaano npuoni ne ki poli, min yedi yaali lani n ba tieni n kan ban baa lebidi: a baa tie sala yidikaa u yogu n tu yogu.»
3a0716004b	Yeni ke Yesu po u Tienu ji cuo u dɔnlugu yua yen'ti ŋanbi mɔni boncianli
