0100000014	Medheteththa Maxaafa
2a100b0070	Histtiko intte ha biittaa miishshan ammanettontta ixxiko tuma miishsha hadara oykkite giidi ooni inttes immanee?
2a100c004f	Asa miishshan intte ammanettontta ixxiko inttes buzo gidana miish ooni immanee?
2a100d00d4	«Nam7u godaas issito azazettana dandayzaadey oonikka deenna; woykko issaa dosidi issaa ixxees woykko issaakko shiiqidi hankkoyssa leqqees; Xoossassinne miishshas issife gaththi haarettanaas dandayekketa» gides.
2a100e0042	Miish darssi siiqiza Farsaaweti hessa ubbaa siyidi Yesusa qidhida.
2a100f00a6	Yesusikka isttas, «Intte inttena asa achchan xilliseeta; gido attiin Xoossi intte wozina erees; asa achchan bonchchettidaadey Xoossa sinththan tuna» giidi yootides.
2a101000b3	«Muse wogaynne nabeti Yohannisi yaana gakkanaas yootishe gam7ida. Hessa kaallidi qasse Xoossa Kawoteththa Mishiraachcho qaalay sabbakettides. Asi wurikka hee gelanaas wadhettees.
2a10110067	Gido attiin Muse wogappe issi qeerina kunda attanayssafe saloynne sa7ay aadhdhanayssi kawushshe gidana.
2a10120078	«Ba machcho anjji yeddidi hara macca ekkiza asi wurikka laymatees; ba azinappe anjjetta bidaaro ekkidayssika laymatees.
2a10130073	«Qasseka Yesusi isttas, ‹Lo7o may7o may7idi gallas gallas lo7o duussa ufayssan diza issi dure asi dees› gides.
2a10140070	He addeza pengen kumeththa bollay madunth xalla gidida issi Alazaare geetettiza manqo adde dizayssi ichchi dees.
2a1015008e	Izikka he dure addeza keeththan asay kath mishin maaddafe gaden wodhdhiza suuppa maxi maanaas amottees; kanatikka iza madunththaa laacceettes.
2a10160072	«He manqo addezi hayqqiin Salo Kiitanchchati Abrahaame ki7o ekki bida; qasse dure addezikka hayqqidi moogettides.
2a1017006c	Izi Si7oolen waayettishe dhoqqu giidi haahon Abrahaame xeellides; Alazaarekka ba ki7on oykki dishin be7ides.
2a101800be	«Dure addezi, ‹Aawaa Abrahaamee! Hayssan waayettiza taas mishettarkkii! gi Alazaarey ba biradhdhe xeera irxxa haaththan bochchidi ta inxars irxxisana mala haa yeddarkkii!› gi waassides.
2a101900b6	«Gido attiin Abrahaamey, ‹Ta naazoo neni biitta bolla dashe lo7o duus de7idayssa mala Alazaarey kase waaye be7idayssa ne qoppa; gido attiin ha7i izi ufayettishin neni waayettaasa.
2a101a00c9	Hessi wuri hanishin haan diza asi haappe hee intteko aadhdhontta mala qasseka inttekon dizay haa nuukko aadhdhana koyzaadey haa aadhdhontta mala inttessinne nuus giddon gita aafoy giigettides› gides.
2a101b00f1	«Dure addezi qasse, ‹Aabboo! Hessi hessa gidikko neni Alazaare duge ta aawa soo yeddana mala ta nena woossays; taas ichchashu ishati deettes; hayti haa waayeso yontta mala biidi isttas lo7eththi yootana mala Alazaare yeddarkkii!› gides.
2a101d0068	«Abrahaamey izas zaaridi, ‹Museynne nabeti heen istta achchan diza gishshas isttafe siyetto› gides.
2a101e0095	«Izikka zaaridi, ‹Aawaa Abrahaame, hessa mala gidenna; hayqqida asaappe issaadey hayqoppe dendi biikko istti Xoossa maaroteththan gelana› gides.
2a101f008b	«Abrahaameykka zaaridi, ‹Museynne nabeti gizayssa siyontta ixxiko hayqqida asaappe issaadey dendidaakkoka istti ammanettenna›» gides.
2a11010088	Yesusi bana kaallizayta, «Asa dhuphidi nagaran yeggiza miishshi yontta aggenna; gido attiin yaana dhuphezas gaaso gidizaades aayye ana!
2a11020087	He addezi ha guuththatappe issaas dhuphe gidanaappe woxa shuchchi iza qoodhen qashettiin abba giddo izi yegettizaakko izas lo7o gidana.
2a1103006e	Hessa gishshas intte hu7es naagettite. ‹Ne ishay nena qohikko hanqetta; izi ba mooro eridi simmiko maara.›
2a11040067	Issi gallassan laappunto zaari zaari qohidi laappuntokka zaari zaari, ‹Maara› giikko maara» gides.
2a11050030	Hawaaretikka, «Godoo! Nuus ammano gujja» gida.
2a1106009a	Godaykka, «Gaashe ayfe lagge ammanoy inttes diikko hayssa, ‹Eththaa dhoqalletta baada abban gela toketta› intte giikko izi inttes azazettana» gides.
2a1107011a	Qasseka Yesusi, «Intte giddofe issi asas goshshanchchay woykko dors heemmiza ashkaray diikko izi goshshasoppe simmishin, ‹Taas maana kawo giigsa; ta maada uyana gakkanaas gixettada taas ooththa; hessafe guye maandasanne uyandassa› gees attiin ha7i quma maana haa aadhdha gizee?
2a1109004b	Histtiko he ashkaraa goday izi iza azazo polida gishshas iza galati erizee?
2a110a00a1	Hessa gishshas inttenikka intte azazettidayssa wursi polida wode, ‹Nuni go7ay baynda oosanchchata nuus ooththanaas bessizayssa poli ooththidos› gite» gides.
2a110b0050	Hessafe guye Yesusi Yerusalaame bishe Samaariyaranne Galila achchara aadhdhides.
2a110c005b	Issi guta gelida wode inchchirachcha hargiza tammu asati iza demmida. Isttika haahon eqqidi
2a110d0047	ba qaala dhoqqu histtidi, «Yesusaa! Godoo! Nuus mishettarkkii!» gida.
2a110e0064	Izikka istta be7idi, «Biite! Inttena qeesetas bessite» gides; isttika buro bishe oge bolla paxida.
2a110f0059	Isttafe issoy ba paxidayssa be7idi ba qaala dhoqqu histtidi Xoossaa bonchchishe simmides.
2a1110004b	Izaadeyka Yesusa toho bolla kundidi galatides; izikka Samaariya biitta asa.
2a11110051	Yesusikka addeza, «Paxidayti tammu as deettennee? Histtiin uddufunati awa bidoo?
2a11120054	Hayssa dumma dere addezappe attiin Xoossa galatizay baa guussee?» giidi oychchides.
2a11130043	Addezakka zaaridi «Dendada ba! Nena ne ammanoy paththides» gides.
2a11140082	«Xoossa Kawoteththi ayde yaanee?» giidi Farsaaweti Yesusa oychchida wode Yesusi, «Xoossa kawoteththi beettiza malatatan yuukku.
2a11150083	Asay Xoossa kawoteththi haan dawus woykko heen dawus gaanaas dandayettenna; Xoossa kawoteththi intte giddon dawus» giidi zaarides.
2a1116007e	Bana kaallizaytaska, «Asa Naa gallassatappe issi gallassayo beyanaas intte amottana wodey yaana; gido attiin intte beyekketa.
2a1117005f	Asay inttes, ‹Haan dawus› woykko, ‹Heen dawus› gaana shin intte istta kaallidi boopite.
2a11180072	Gaasoykka wolqqanththi wolqqamidi ha gaxappe he gaxa gakkanaas poo7isiza mala Asa Nay yiza gallas iza mala hanana.
2a11190071	Gido attiin hayssi wuri hananaappe koyro Asa Nay daro meto ekkanaassinne hayssa ha yeletaan kadhettanaas bessees.
2a111a003f	«Nohe wode hanidayssa mala Asa Naa wodenkka hessaththo hanana.
2a111b0082	Nohey markaben gelana gallas gakkanaas asay mishininne uyishin, ekkishininne gelishin dhayssiza haaththi yiidi wursika dhayssides.
2a111c0076	«Looxe wodekka iza mala hanides; asay meessinne uyees; bayzeessinne shammees; tokkizaaz tokkees; keeththika keexxees.
2a111d0073	Gido attiin Looxey Sodoomeppe kezida gallas shuchchinne mith qorontta diine tamay saloppe bukkidi ubbaa dhayssides.
2a111e002c	«Asa Nay qoncciza gallas hessaththo hanana.
2a111f0097	He wode ba keeththa bolla dizaadey oonikka keeththa giddon diza miish ekkana giidi duge wodhdhofo; hessaththoka goshsha soon diza asi guye soo simmofo.
2a11200015	Looxe machcho qopite.
2a11210050	Ba de7o gam7isana koyzay wuri dhayssana; ba shempo aaththi immizaadey gam7isana.
2a1122005b	Ta inttes gizay he wode omars nam7u asi issi hiixan ichchana; issoy ekettana; issoy attana.
2a11230047	Nam7u maccassati issife gaaccishin issineya ekettana; hankkoora attana.
2a11240040	Nam7u asi issife goshshason daana; issoy ekettana; issoy attana.
2a11250068	«Isttika zaaridi, ‹Godoo! Istti awa ekettanee?› gida; izikka ahay dizason ankkoti shiiqana» gides.
2a1201006b	Bana kaallizayti azallontta ubba wode woossanaas bessizayssa erisanaas Yesusi ha leemisoza isttas yootides.
2a12020047	«Issi kataman Xoossas yayyontta asinne bonchchontta issi daannay dees.
2a1203007d	He katamankka issi am7eya dawus. Izakka, ‹Ta balgaarara taas mootoy diza gishshas pirdarkkii!› gashe izakko simerettadus.
2a12040084	«Daannazikka daro wode gakkanaas izis pirdibeenna; gido attiin guyeppe ba wozinan, ‹Xoossas yayyontta asekka bonchchontta aggiko,
2a1205008c	hanna am7eya tana waayisiza gishshas ta izis pirdana› qoppides; hessa histtontta aggiko ubba wode simerettada iza tana daabursana» gides.
2a12060033	Godaykka, «Makkallanchcha daannay gidayssa siyite;
2a12070078	Xoossi qamma, gallassinne omars izakko waassiza doorettidaytas pirdenneyee? Tana ay metidee! giidi ba maado gam7isandee?
2a12080071	Ta inttes gays; izi isttas elle pirdana; gido attiin Asa Nay yiza wode biitta bolla ammano demmandeshaa?» gides.
2a12090059	Bana xillo asa mala qoodidi ceeqettizaytassinne harata leqo ayfen xeellizaytas leemisora,
2a120a005f	«Nam7u asati woossanaas Xoossa Keeththe bida; issoy Farsaawe, hinkoyssi qaraxa shiishshizaade.
2a120b00c0	Farsaawezikka eqqidi ba gishshas, ‹Xoossoo! Tani hara asa mala bonqqizaade, makkallizaade, laymatizaade harappeka hayssa qaraxa shiishshizaade mala gidontta aggida gishshas ta nena galatays.
2a120c004e	Saaminttan nam7aa xoomays; taas diza tammaafe issaa immays› giidi woossides.
2a120d00b3	«Gido attiin qaraxa shiishshiza addezi haahon eqqidi pude salo dhoqqu gi xeellanaas koyibeenna; gido attiin ba tira iccishe, ‹Xoossoo! Tana nagaranchchaza maararkkii!› gides.
2a120e00cb	«Ta inttes yootays; Xoossa sinththan Farsaawezi xilloteth demmibeenna; hayssi qaraxizayssi gidikko xillidi baso simmides; bana dhoqqisizay wuri ziqqi gaana; bana ziqqisizay gidikko dhoqqu gaana» gides.
2a120f0069	Yesusi boshereththana mala asay guuththa nayta izakko ehides. Iza kaallizaytikka hessa be7idi hanqettida.
2a12100083	Gido attiin Yesusi guuththa nayta baakko xeygidi, «Guuththa nayti taakko yaanayssa diggofte; Xoossa kawoteththi haytantta malassa.
2a1211005b	Ta inttes tumu gays; Xoossa kawoteth guuththa naa mala ekkonttay wuri izin gelenna» gides.
2a12120066	Ayhudata halaqatappe issoy, «Kiya astamaaree! Mernaa de7o laattanaas ta ay ooththoo?» gi oychchides.
2a1213004b	Yesusikka, «Aazas tana kiya gay? Issi Xoossaafe attiin kiyay haray deenna.
2a12140072	‹Laymatoppa; wodhoppa; kaysotoppa; wordo markkattofa; ne aawaa bonchcha› giza azazota ne eraasa» gi zaarides.
2a1215004a	Addezikka, «Hayta gidikko guuth naateteththafe doommada naagadis» gides.
2a121600a8	Yesusikka hessa siyidi, «Histtiko nees issi miishshi paccees; nees dizaaz wursa bayzada manqotas imma; salo mazgaban demmandasa; izappe guye yaada tana kaalla» gides.
2a12170056	Gido attiin addezi hessa siyida wode daro haaroy izas diza gishshas keehi mishettides.
2a1218005f	Yesusikka addeza xeellidi, «Daro miishshi diza asati Xoossa kawoteth gelanayssi ay mala metoo!
2a12190057	Durey Xoossa kawoteth gelanayssafe gaamellay narpe lukora aadhdhanayssi matana» gides.
2a121a003d	Hessa siyida asay, «Histtiin ooni attana dandayzee?» gides.
2a121b004d	Yesusikka, «Asa achchan dandayettonttay Xoossa achchan dandayettees» gides.
2a121c004b	Phexroosikka, «Hekko nuni nuus dizaaz ubbaa aggidi nena kaallidos» gides.
2a121d00a1	Yesusikka isttas, «Ta inttes tumu gays; Xoossa Kawoteththa gishshas giidi ba keeththe, ba machcho, ba ishantta woykko bana yelidayta woykko ba nayta aggidaadey,
2a121e0065	ha7i wode daro dakko kushe ekkonttaynne yiza wode qasse mernaa de7o ekkonttay oonikka deenna» gides.
2a121f008e	Yesusikka bana kaalliza tammanne nam7ata dumma efidi, «Ha7i nuni Yerusalaame kezana goos; nabeti asa naa gishshas xaafidayssi wuri polettana.
2a12200055	Ayzaabetas aaththi immana; isttika iza qidhi kaa7ananne waayisana; iza bolla cuttana.
2a1221005c	Garafana; hessafekka zaaridi wodhana; izikka heedzdzanththo gallas hayqoppe dendana» gides.
2a1222008c	Iza kaallizayti gidikko hessa ubbaafe issinokka eribeettenna; izi gizayssika isttas gelibeenna. Izi aaza gishshas haasaydaakko eribeettenna.
2a12230054	Yesusi Iyarkko geetettizaso matida wode issi qooqe addey oge doonan uttidi woossees.
2a12240058	He qooqe addezikka daro asay ogera aadhdhizayssa siyidi, «Hessi aazee?» gi oychchides.
2a12250041	Isttika izas, «Naazirete Yesusi hayssara aadhdhees» gi yootida.
2a1226003a	Izikka, «Dawite naa Yesusa taas qadhetta!» gi waassides.
2a12270085	Yesusappe sinththati bizayti, «Co7u ga!» giidi hanqettida. Gido attiin izi, «Dawite nawu! Taas qadhetta!» giidi darssi waassides.
2a12280050	Yesusikka eqqidi addeza izakko ehana mala azazides; izikka izakko shiiqida mala,
2a12290065	«Ta nees ay ooththana mala koyay?» giidi oychchides. Qooqezikka, «Godoo xeellanaas koyays» gides.
2a122a0037	Yesusikka, «Nena ne ammanoy paththides xeella» gides.
2a122b006d	Addezi heerakka xeellides; Xoossaaka bonchchishe Yesusa kaallides; hessa be7ida derey wuri Xoossaa galatides.
2a1301002d	Yesusi Iyarkko geetettizasora aadhdhi bishin,
2a13020076	Zekkiyoosa geetettiza issi asi heen Yesusi biza oge bolla dees. Izikka qaraxa qanxxisizaytas halaqanne keehi dure asa.
2a1303009a	Izi Yesusa geetettizayssi awayssako beyanaas koyishin qaanththa asa gidida gishshassinne daro derey Yesusa kaalliza gishshas Yesusa beyanaas dandaybeenna.
2a13040060	Yesusi he ogera aadhdhishin sinththe aadhdhidi oge bolla diza issi eththa miththa bolla kezides.
2a13050080	Yesusi eththaa gars gakkidi dhoqqu histti xeellidi, «Zekkiyoosaa! Hach ta ne keeththan pe7anaas bessees; elela wodhdha» gides.
2a1306002e	Izikka eleli wodhdhidi ufayssan mokki ekkides.
2a1307007c	He wode heen izara diza asay hessa be7idi, «Nagaranchcha keeththan imato maana gees» giidi wurikka ba giddon zuuzumettida.
2a130800c3	Gido attiin Zekkiyoosi eqqidi, «Godoo! Tani taas diza miishshe ubbaafe bagga shaakkada manqotas immana; tani oonappeka wordora bonqqa ekkidaazi diikko oyddu kushe gujjada izaades immana» gides.
2a13090062	Yesusikka, «Ha addezi Abrahaame naa gidida gishshas hach ha keeththaas paxateththi yides» gides.
2a130a004a	Hayssas gaasoykka Asa Nay haa yiday dhaydayssa koyanaassinne ashshanaassa.
2a130b00a8	Asay hayssa siyishin leemisora haasaya oykkides; gaasoykka izi Yerusalaame gakkanaas matida gishshassinne asatas Xoossa Kawoteththi qonccana haniza misatida gishshassa.
2a130c0057	Hessa gishshas, «Issi kawoy ba kawoteththa shuumeteth ekki yaanaas haaho biitta bides.
2a130d0083	Ba ashkarata giddofe tammata xeygidi tammu minaane isttas immidi, ‹Ta simmada yaana gakkanaas hayssa miishshaan zal7ite› gides.
2a130e0089	«He dere asati qasse iza ixxida gishshas, ‹Hayssi addezi nu bolla kawotana mala koyokko› giidi as iza geedora kiita aaththi yeddida.
2a130f00b7	«Gido attiin ha kawo naazi kawo gididi guye ba dere simmides. Kase bishe tammu minaane immida tammu ashkarati izi immida biraan zal7idi ay keena tirfisidaakko eranaas istta xeygides.
2a13100060	«Isttafe koyrozi shiiqidi, ‹Godoo! Ne taas immida tammu minaaney hara tammu yelides› gides.
2a1311009e	«Godazikka iza, ‹Ne ammanettida ashkara; lo7o ooththadasa. Guuththa miishshan ne ammanettida gishshas tammu katamata ne haarana mala nees immadis› gides.
2a13120074	«Nam7anththozikka izakko shiiqidi, ‹Godoo! Ne taas immida minaaneppe hara ichchashu minaaney wodhdhides› gides.
2a13130056	«Iza godazi izas zaaridi, ‹Neni ayssana mala tammu katamati nees imettida› gides.
2a131400d2	«Qasseka hankko oosanchchay shiiqidi, ‹Godoo! Neni woththonttasoppe ekkizaade; zeronttasoppe maxizaadenne menxe iita as gidida gishshas ta nees babbada carqqan xaaxa woththida ne minaaneyo hey ekka› gides.
2a13160116	«Iza godazi zaaridi izas, ‹Haysso iita oosanchchazoo! Ta ne qaalan nena zaara pirdays. Tani woththonttasoppe ekkizaadenne zeronttasoppe maxiza menxe iita as gididayssa eraasashin tani ta miishshaa yelora ekkana mala he miishshaan ooththana asatas aazas immabeekkii?› gides.
2a13180070	«Iza godazikka heen eqqida asata, ‹Iza kusheppe minaaneza ekkidinne tammu minaaney dizayssas immite› gides.
2a13190040	«Isttika zaaridi, ‹Godoo! Izas tammu minaaney deesko› gida.
2a131a00e4	«Izikka, ‹Dizaades ubbaas haray gujettana; bayndaades kase dizayssi izappe ekettichchana. Gido attiin tani istta bolla kawotontta mala koyidayta hayta ta morkketa taakko haa ehidi ta sinththan shukkite› gi zaarides» gides.
2a131c004b	Hessa haasayi simmidi Yesusi Yerusalaame kezanaas isttafe sinththati bides.
2a131d0199	Dabrazayte geetettiza zumaa bolla diza Betefaagenne Bitaaniya geetettiza katamatakko matida wode bana kaallizaytappe nam7ata, «Heen intte sinththan diza qeeri katamayo biite; biidi katamayo intte gelishin oonikka toggi erontta issi qashetti diza hare gutte intte demmana; iza birshidi haa taas ekki yiite; inttena oonikka, ‹Aazas birsheetii?› giidi oychchiko, ‹Godaas koshshees giite›» gi kiittides.
2a13200044	Kiitettidaytikka biidi izi isttas yootida mala hare gutteza demmida.
2a13210054	Istti gutteza birshiin gutteza godati be7idi, «Aazas birsheetii?» giidi oychchida.
2a13220023	Isttika, «Godaas koshshees» gida.
2a13230066	Hare gutteza Yesusaakko ehidi ba may7o ubbaa gutteza bolla yeggidi hare gutteza bolla Yesusa togisida.
2a13240035	Asay wurikka ba afala Yesusi biza oge bolla miccides.
2a132500fd	Dabrazayte zumaa bollara duge woththiza ogezakko matida wode qooday baynda derey ba be7ida malaata gishshas wurikka ufayssara ba qaala dhoqqu histtidi, «Godaa sunththan yiza kawoy anjjettidayssa; saroy salon, bonchchoy saloppe bolla salon gido» gides.
2a1327006d	Deraappe issi issi Farsaaweti Yesusa, «Astamaaree! Ha nena kaalliza asay gizayssa gontta mala hanqa» gides.
2a1328004c	Izikka isttas zaaridi, «Hayti co7u gidaakko shuchchatikka waassana» gides.
2a132900d4	Yesusi Yerusalaame matishe katamayo be7idi izis yeekkides. «Nees saro gidizaaz hach ne eridaakko aazee dizay? Ha7i ne ayfeppe qotettida gishshas ne morkketi heera haara nena giddoththidi un7eththana wodey yaana.
2a132c00c1	Nenanne ne gibbe giddon nenara diza ne nayta ubbaa biitta kessana; shuchchaaka shuchcha bollafe laallontta aggettenna. Hessi wurikka Xoossi nena koyishin neni erontta aggida gishshassa» gides.
2a132d005a	Hessafe kaallidi Yesusi Xoossa Keeththe gelidi Xoossa Keeththa giddon zal7izayta kessides.
2a132e0076	Qasseka, «Ta keeththay Woosa Keeth gidana geetetti xaafettides; intte gidikko pangay diza gongolo histtideta» gides.
2a132f0060	Wontiin wontiin Xoossa Keeththan izi tamaarsishin xaafetinne dere halaqati iza wodhanaas koyida.
2a1330006f	Gido attiin derey wurikka izara oykettidi izi tamaarsizayssa kaalliza gishshas ooththanaazi isttas kirqi gides.
2a14010099	Issi gallas Yesusi asaa Xoossa Keeththan tamaarsishininne Mishiraachcho qaala sabbakishin qeese halaqati, xaafetinne dere Cimati shiiqettidi izakko yida.
2a14020056	«Hayssa ne ooththizay oona shenenee? Nees shene immiday oonee?» giidi iza oychchida.
2a14030048	Izikka isttas, «Tanikka inttena issi oysho oychchays; ane taas zaarite.
2a14040030	Yohannisa xinqatay saloppeyee? Asappee?» gides.
2a14050085	Isttika ba giddon issoy issaara, «Nu, ‹Yohannisa xinqatay saloppe› giikko izi nuna, ‹Histtiin aazas ammanibeekketii?› gaana.
2a14060071	‹Asappe› giikko asay wuri Yohannisi nabe gididayssa ammaniza gishshas nuna shuchchara caddana» gi zorettida.
2a14070039	Hessa gishshas, «Izi awappeko nu erokko» giidi zaarida.
2a14080051	Yesusikka histtiko, «Tanikka aaza wolqqan ooththizaakko inttes yootikke» gides.
2a1409007a	Qasseka Yesusi asaas leemisora, «Issaadey woyne mith tokkides; gade goyizaytas kira immidi hara dere biidi heen gam7ides.
