2800000006	IMatta
2b082c0101	Inu ni anga ate nu Ishẹẹ bọ, ni inu wang ju imumani awang. Inga ni aghọ pili nga kọ kpaa ka akyua awang nga aipang ba, ba aipang kidẹ nga ba. Akyua na asọ tẹri atẹr ni asọ yeni ighọ nga kọ, ka inga ni agha atẹr nga, ate atẹr nga.
2b082d0033	Ni imẹ sọ tẹri aipang, inu ta yira mi nga ba.
2b082e0084	Inga kidẹ nu ki bra uyeni uvulu nga? In kini aipang nga ni imẹ sọ tẹri ni, ikẹmbọ sa ni inu ta ma nu aipang ni imẹ ba?
2b082f009a	Aghọ na ashi angọ Ọnọng ni aka hwiri imumani Ọnọng tẹri. Ni inu ta hwiri imumani Ọnọng tẹri ba, ka inu ni angọ Ọnọng bọ ba.”
2b08300087	AYahudawa va yira nga ki ju si, “Aipang nga nọ umani, ayọ tẹri si ingọ ni aghọ aSamariya nga aghọ shi nu ushẹẹ ba?”
2b08310093	IYesu va yira bọ si, “Imẹ ni aghọ shi nọ ushẹẹ nga ba. Imẹ sọ ma Ate mi ughọghẹ wọ, ni inu su vuu nọ ughọghẹ mi kọ.
2b0832007b	Imẹ sọ wang ujọọ ẹrẹkwyuẹ mi ba. Ace aghọ shi kọ na nga sọ wang mi wọ, anga shi aghọ tẹri ashuwa.
2b08330056	Aipang, imẹ sọ tẹri nu, aghọ na sọ yii umẹẹ mi ni ata ki kpoo nga ba.”
2b083400db	Na aYahudawa va ju nga si, “Ka akyua ri ni, ayọ ma aipang si ingọ shi nọ ushẹẹ. Ibrahim kina Atina Ọnọng kọ kpuru bọ, ni ingọ si, ‘Nadidu aghọ na asọ yii umẹẹ mi ni ata ki kpoo nga ba.’
2b083500ad	Ingọ kpaa kọnọ ucẹẹ ate bayọ Ibrahim ni? Inga ku kpoo, kindọ wọ ni aghọ pii kọ ọtọ Ọnọng kọ kpuru bọ. Ingọ kpaa kini ingọ ni ingaa ni?”
2b083600cd	IYesu yira bọ si, “Inkini imẹ jọọ ẹrẹkwyuẹ mi ni, udu ujọọ ra ni uma wọ ice ima ba. Aghọ na asọ jọọ mi ni anga shi Ate mi, aghọmani inu sọ tẹri si anga shi Ọnọng nu.
2b083700be	Inu ta ye nu nga ba, ni imẹ ye nga. Awasi imẹ tẹri nu si imẹ ta ye mi nga ba ni, imẹ ta kọ tee agha atẹri kini inu ni. Ni imẹ ye nga, imẹ ka va ju imumani wang si imẹ ju.
2b0838006c	Ate nu Ibrahim wẹ ni akọọ ikwyifu nagigang ka apeni unu ufọnọ mi, anu wọ, ki kọọ ikwyifu.”
2b0839007f	AYahudawa va tẹri iYesu si, “Ighọ wẹ ni uta kọ fuma ngọ anyi ishi itọng ba, nọ sọ ju si ingọ ye Ibrahim.”
2b083a0063	IYesu tẹri bọ si, “Aipang, imẹ sọ tẹri nu, ata kọ jee Ibrahim nga ni, imẹ shi kọ.
2b083b008c	IYesu ya tẹri udii upii ri ni ava kpaa atii na wang taa nga kọ. Ni iYesu va sọ ẹrẹkwyuẹ nga, ki kunu nga kidẹ ọna Ọnọng.
2b09010050	IYesu sọ wor wudu ni, ava nu ace ajiya ni kọ kpaa kọ ujee nga ni afoo nga.
2b0902009b	Na aghọyii nga va ghulu nga si, “Aghọmẹẹ, uvulu inga wọ sa ni ajee ajiya ri na shi afọọ ri? Uvulu nga kọ, ta uvulu aghọjee nga kọ?”
2b09030074	Ni iYesu va yira bọ si, “Basi ajiya ri kọ aghọjee nga vulu ba, ni ajee nga afoo ka yeni ubra Ọnọng kọ.
2b09040080	Iyiya yọ ni ayọ lite nọ uju utina aghọmani atuma mi ni ọnọng shi kọ. Atii ki ba, ni ba aghọ ki bra uju utina ba.
2b09050033	Insi imẹ shi ka ashi ni, imẹ shi uyeri ashi.”
2b0906008a	Aya tẹri kindii ni ava ta akpe ki ẹrẹbọng, ki zọọ ni ẹrẹbọng, nava vo ẹrẹbọng na azọọ ki coo ki ica ajiya nga.
2b090700b3	Aju ajiya nga si, “Wor, ya hwuru ica ngọ ka amusum ighọ aSiluwam.” Idi ighang ri yọ shi “Utuma.” Na ajiya nga va wor kiya hwuru ica nga, ki vuu ni ica sọ kyoo uka.
2b0908006b	Agha ayayo nga kina aghọ ka kyoo nga kọ shọr ka akyua, aju si, “Ba ajiya ri nga ka shọr ra ba?”
2b090900a7	Ace aghọ bọ va ju si, “Anga.” Ace aghọ bọ si, “Kayi, alilẹ ace wọ.” Ni, ajiya nga va yira ki kirẹkwyuẹ nga si, “Aini, imẹ shi ajiya nga.”
2b090a0042	Ibọ va ghulu nga si, “Aju nagyi wọ ni ica ngọ fọmọ?”
2b090b00d0	Ava yira bọ si “Ajiya na aka yọrọ si iYesu ra nga zọọ ẹrẹbọng ki coo mi ki ica. Atẹri mi si imẹ ya hwuru ka ighọng aSiluwam. Imẹ va kyaa ki ya hwuru ni imẹ tee aghọ ukyoo uka.”
2b090c0056	Ibọ va ghulu nga si, “Abi kọ na ajiya shi kọ?” Ava ju si, “Ita yemi ba.”
2b090d004d	Na ajiya nga va kyaa na aghọjee nga na shi afoo ka kyua ukushi aFarisiyawa.
2b090e0057	Awii uwuru aYahudawa kọ ni iYesu zọọ ẹrẹbọng ki fọmọ ajiya ri ica wọ.
2b090f00c5	Kindọ wọ ni aFarisiyawa va ghulu nga si, nagyi wọ na apeni ukyoo wọ. Ni ajiya nga va ju si, “Azọọ ẹrẹbọ ki coo ki ica mi, ni imẹ hwuru, ka akyakyua ri ni imẹ ka kyoo uka.”
2b0910010e	Ace aFarisiyawa va ju si, “Ajiya ri ni ọkọ ushi Ọnọng wọ na akunu wọ ba, ka aka yii nga ọnọng awii uwuru aYahudawa ba.” Ni ace aghọ bọ ghulu ki ju si, “Nagyi wọ na ajiya ushi nọ uvulu ki ju uma uwo ica kindii wọ?” Ni aghọ bọ va kau.
2b091100be	Ni ava khimi ughulu ajiya nga si, “Ikẹmbọ nọ ingọ ki tẹri kaya ẹrẹkwyuẹ ajiya ri, ka ingọ na afọmọ ngọ ica?” Ajiya nga va yira bọ si, “Atina Ọnọng nga.”
2b091200a3	Aghakakọng aYahudawa ni, ata ma bọ aipang si ajiya ri shi afoo kọ kpaa ka akyua ba, ni akyakyua ri ni aka kyoo uka ba. Kindọ ni, ava tuma na aghọjee nga.
2b09130084	Ava ghulu bọ si, “Adi aghọ ni anọ nọ ngaa? Inu si ajee nga ni ashi afoo? Ni, aju nanyi na asọ bra ukyoo kakyakyua ri?”
2b0914005b	Ni aghọjee nga va yira si, “Ayọ ye si anọ bayọ wẹ ri, ni ajee nga na ashi afoo.
2b091500b5	Ayọ ni, ayọ ta ye yi unga ni aju na asọ kyoo uka kakyakyua ri ba, ayọ ta ye yi aghọ ni afọmọ nga ica ba. Inu ghulu nga, ashi nga ananọ ba, aki tẹri na anyu nga.”
2b091600d2	Aghọjee nga tẹri kindii ka atẹ ẹrẹbata aghakakọng aYahudawa, ka kọ kpaa ka akyua ni aYahudawa ku ju si nadidu aghọ ni aju si iYesu nga si aghọfoo ni, aki kla nu ka ọkọ takwyuẹ aYahudawa.
2b0917004c	Ọwọ sa ni aghọjee nga ju si, “Ashi nga ananọ ba, inu ghulu nga.”
2b091800dc	Ni aFarisiyawa va khimi uyọrọ ajiya ni ajee nga na ashi afoo kọ kpaa ka akyua, ki ju nga si, “Tẹri aipang kọ ujọọ Ọnọng. Ka ayọ ni ayọ ye si ajiya ni ama ngọ ukyoo uka ri ni aghọ uvulu nga.”
2b09190093	Ni ava yira ki ju bọ si, “Ko ni aghọ uvulu nga, ni imẹ ta ye mi ba. Ima iye yọ ni imẹ ye, akyua nishi afoo, kindi ni imẹ kyoo uka.”
2b091a0051	Ava khimi ughulu nga si, “Ikẹmbọ na ju ngọ? Afọmọ ngọ ica nagyi?”
2b091b009e	Ava yira bọ si, “Imẹ kọ tẹri nu, inu ta kọọ nu ba. Ikẹmbọ sa ni inu wang va khimi ọkọọ kọ? Ta inu wang kọ tee aghọyii nga ni?”
2b091c005a	Ava ciya ajiya nga si, “Ingọ tee shi aghọyii nga, ka ayọ ni, aghọyii iMusa bọ.
2b091d0061	Ayọ tee ye si Ọnọng pii kini iMusa, ni, ajiya ri ni ayọ ta ye yi uka ni akunu wọ ba.”
2b091e0079	Ni, ajiya nga va yira bọ si, “Aidi ni ima uwo ica yẹ! Inu ta ye nu uka ni akunu wọ ba, awẹ ni afọmọ mi ica!
2b091f006e	Ayọ ye si Ọnọng ka kọọ nga aghọ uvulu ba, ni aka kọọ aghọ shọr nga, ki ka va yii upii nga.
2b09200078	Kọ ukpaa ka akyua ni aker ashi ni ata kọ kọọ bọ si ace aghọ fọmọ ica aghọ ni ajee nga na ashi afoo ba.
2b09210061	Ajiya ri ni, awasi ukushi Ọnọng wọ ni akunu wọ ba ni, ata kọ bra nga uju ice ima ba.”
2b09220065	Ava yira nga si, “Ungọ aghọni ajee ngọ kidẹ uvulu, uwang mẹẹ yi ta?” Ni, ava kla nga.
2b09230071	IYesu kọọ ila si akla ajiya nga, Aya peni nga ni, ava ghulu nga si, “Ingọ ma aipang na Anọ Ajiya ni?”
2b09240050	Ajiya nga va yira si, “Ate, inga shi aghọ? Tẹri mi ki ma aipang ni nga.”
2b09250048	IYesu tẹri nga si, “Ingọ nu nga, anga shi aghọ upii ni ngọ.”
2b09260043	Ni ajiya nga va ju si, “Ate, imẹ ma aipang.” Ava jọọ nga.
2b0927008e	IYesu va ju si, Imẹ ghila ashi ri wọ ki imẹ tẹri ashuwa, ka aghọni aka kyoo bọ ba ni apeni ukyoo, aghọ ukyoo ni asa tee afoo.”
2b09280075	Ni aFarisiyawa ushi kọ ukadu ya kọọ kindọ ni, ava ju nga si, “Ungọ sọ ju si ayọ ni afoo bọ wudu?”
2b09290088	IYesu va tẹri bọ si, “Awasi inu ni afoo bọ ni, inu ta shinu na alaki uvulu ba. Ni, inu si inu kyoo ni, alaki uvulu nu ni ashiya.
2b0a010081	Aipang nga ni isọ tẹri nu, aghọmani aghila nga ishu na atẹm ka anyu ghila ba ni, aghila ka ace anyu ni, anga na ayi ngaa.
2b0a02003c	Aghọmani aghila ka anyu ni, anga shi aghọ shi na atẹm.
2b0a03006d	Aghọ sha atẹm ka fọmọ nga ọka, atẹm ka kọng ẹrẹwyuẹ nga, aka yọrọ bọ nọ uca bọ.
2b0a04005e	In kini awoo bọ ka asing ni, aka woru kite bọ, atẹm ka yii nga ka aye ẹrẹwyuẹ nga.
2b0a050049	Aki yii bọ akyeng ba, aki tẹbọ ka ata ye bọ ẹrẹwyuẹ nga ba.
2b0a060054	IYesu tẹri bọ idi ighang upii ri, ibọ ni ata kpẹlẹ bọ imu tẹri nga ba.
2b0a07005e	IYesu va khimi utẹri bọ si, “Aipang nga ni isọ tẹri nu, imẹ sa anyu ughila atẹm.
2b0a080047	Aghọmani aba ku kite mi ni ayi bọ, atẹm ka va kọọ bọ bu ba.
2b0a09006b	Imẹ sa anyu, aghọmani aghila ukushi mi imẹ ki foo nga, aki ghila ka kunu ngaa, aki peni imu wang nga.
2b0a0a006b	Ayi ka ba ki va yi, ki pili, ki bra wo. Imẹ ba ki ẹbọ pẹni ọkyuọ, ki ẹbọ peni wọ na giga.
2b0a0b004f	Imẹ sa aghọcee adaduma. Aghọcee adaduma ka ma ọkyuọ nadidu ka atẹm.
2b0a0c00dc	Aghọ ju utina umani na abiba ni ngaa sa cee atẹm ne, inga na aghọ cee ngaa ba, atẹm na ngaa ba. Inkini ava aghumu ba ukushi bọ ne, a ki shiri atẹm ka te ngaa. Ava aghumu ki kpẹni atẹm ka kiya bọ nadidu.
2b0a0d006b	Aghọ utina umani abiba ni ngaa ki te ngaa kọ ufẹ bọ na aja ngaa, ba ima ni iduma ngaa na atẹm ba.
2b0a0e0048	“Imẹ sa aghucee adaduma. Iye amẹẹ atẹm, amẹẹ atẹm ye mi,
2b0a0f0051	Kini umani ni imẹ ye ate mi, ate me ma na ye mi. Ika ma ọkyuọ mi ka atẹm.
2b0a100092	Imẹ si na atẹm nga mani ashi bọ udi ishu ri ba. Imẹ ki vu ne bọ. Ka aki kọng ẹrẹyuẹ mi, aki ba ishu iyẹ, aghọ cee agha yẹ.
2b0a110048	Ima ni sa ni ate mi ka Yoo mi idi, ika ma ọkyuọ mi ki va kpaa wo ko.
2b0a1200c8	Ba aghọ mani aki kpaa mi ọkyuọ wo, imẹ ma wo ki kirikwyi mi, imẹ shina ẹrẹgọrọ ni ki ma wo ko, imẹ shi ni ẹrẹgọrọ ni ki kpaa wo kọ. Ima ni ate mi tẹri mi si iju idi.”
2b0a130035	kindu ne aYahudawa va de ku ola inang kina acee bọ.
2b0a14006b	Na pam ki idẹ bọ va tẹri si asa ni ushẹẹ aghọ tiyagha ngaa. Ikẹmbọ sa ni inu so kọng nga?
2b0a150075	Acee aghọ va tẹri si, “upii ri ni nga aghọ shi no ushẹẹ wo ba. To ni ushẹẹ ki bara ufumu ica afoo?”
2b0a160056	Akyua ya ju nga usra agya uma ọna Ọnọng ka Urushelima, akyua ra ni iriwe shi wo.
2b0a17003d	IYesu kyeng ke da izọgọ ọna ọnọng na iSulemanu vra.
2b0a1800b0	AYahudawa ba ghẹmẹ nga, ki tẹri nga si “Ayọ ki sha ki ita ka agbawii nọ ingọ shee yi kọ ughulu ikwyi yi? Insi ngọ shi iKristi ni, tẹri ayọ ka ayayẹ.”.
2b0a1900a6	IYesu va yira ki tẹri bọ si “Imẹ kọ tẹri nu, inu taa ma nu aipang ki yira ba. Utina ni imẹ sọ ju nọ uca Ate mi ni, inu ki ye ta kọ imẹ ni ingaa.
2b0a1a0036	Inu taa ma nu aipang ba, ki inu shi nọ atẹm mi ba.
2b0a1b0046	Atẹm mi ka kọng ẹrẹwyuẹ mi, imẹ ye bọ, ibọ kọ ye mi.
2b0a1c007b	Imẹ ka ma bọ ọkyuọ umani ushi wo na amaa ba. Aki kpuru bọ nga ba, ba aghọ umani aki yira bọ kọ ki ivọ mi.
2b0a1d006d	Ate mi na ama mi atẹm ni, acee kwinga nọ ughọghẹ. Ba aghọ umani aki yira bọ kọ ki ivọ Ate mi.
2b0a1e0023	Imẹ kina Ate mi shi aghaye ra.”
2b0a1f0035	AYahudawa va khimi uyẹri atii na wang taa nga kọ.
2b0a200086	IYesu va yira ki tẹri bọ si “Kidẹ nọ upam ni imẹ ju nu kukushi Ate, kaya uligba wọ kidẹ ni inu wang taa mi na atii?”
2b0a210119	AYahudawa va tẹri nga si “Ba si iyi wang taa ngọ na atii kidẹ utina ọdọdọma ni ingọ ju wọ ba, ingọ sọ tẹri upii ububi Ọnọng wọ sa.” Ingọ aghọ mani ingọ sa ajiya ni ingọ wang yeni ẹrẹkwyuẹ ngọ si ingọ sa aghaye ra kina Ọnọng.”
2b0a22006a	IYesu va tẹri bọ si “Awọọ kidẹ umẹẹ iMusa si, Ọnọng tẹri si, inu ni inọng yọ”.
2b0a23008d	Ayu ye si nadidu upii Ọnọng na awọọ ni ushi wọ atẹr ba. Insi ate tẹri aghọmani asọ hwiri upii nga si ‘inọng’ yọ ni,
2b0a2400a6	Imẹ, aghọmani ate hwiya ki tuma mi ka ashi ri ni, inu wang tẹri si utina ujer amara ni isọ ju, nọ umani imẹ tẹri si, ‘Imẹ ni Anọ Ọnọng nga’?
2b0a250058	Insi uma umani Ate mi sọ ju bọ ni imẹ sọ ju ba ni, inu ba ma aipang ni imẹ ba.
2b0a2600a4	Insi uma bọ ni imẹ sọ ju ni, inu ta ma nu aipang ba ni, inu sa ma aipang ni uma ni inu kyoo ni imẹ sọ ju, Ate shi kidẹ mi, imẹ kọ shi kidẹ nga.’
2b0a270045	Ava ma ẹrẹkyuọ na wang kpẹnẹ nga, ava sang nga kidẹ bọ.
2b0a280078	IYesu va sang nga ki kyaa anyu ẹrẹyẹma Urdun uka ni iYahaya ju iminimini kọ ukpaa ka akyua, ni aci ya kọ ukaa.
2b0a29008f	Ajiya na pam va ba ukushi nga, ni asọ tẹri nga si “IYahaya ka ju nga uma uwo ica kindi ba, imumani a tẹri ka ajiya ri ne aipang nga.”
2b0a2a0034	Kọ ukadu ra ni ajiya na pam va ma aipang ni iYesu.
2b0b010086	Ace Ajiya shi wọ na ayọrọ nga si iLazaru aghọmani a sa shi akyuọ ba ka aBetani. Ki ifọng iMaryamu kina anayuru nga iMatta.
2b0b0200a1	ILazaru aghọmani ashi akyuọ ba ni anayuru iMaryamu nga, anga shi aghọmani asa coo Ate iYesu nga anyẹ uvọng ki ifra na va cira wọ ni ufarikwyi nga ra.
2b0b030063	Anayuru va tuma kukushi iYesu, ki tẹri si “Ate, aghọmani ngọ yoo ra ni, ashi akyuọ ba”.
2b0b040090	IYesu ya kọng kindọ ni, ava tẹri si “Udumu ri ta ki sa wọ nga ukpo ba, ọki ba nọ ujọọ kukushi Ọnọng ka brẹ Anọ nga.”
2b0b050030	IYesu yoo iMatta kina anayuru nga, kina iLazaru.
2b0b060064	Kindọ ni aya kọọ si iLazaru shi akyuọ ba ni, ava khimi awii apai kọ ọka umani ashi wọ.
2b0b07004a	Aya kpẹẹ ni ava tẹri aghọyii nga si, “Ayọ vuu yi aYahudiya”.
2b0b080081	Aghọyii nga va tẹri nga si, Aghọmẹẹ, awii ri ni aYahudawa wang taa ngọ na atii, ni ingọ wang va kya ngọ ukadu?”
2b0b0900a1	IYesu va yira bọ si, “Ba si awa ushọ na apai yọ shi awii aye ba? aghọmani a wang kyeng kidẹ uyeri ni aki kpa nga afra nga ba, ka akyoo uyeri ashi ri.
2b0b0a0053	Aghọmani asọ kyeng kidẹ itii ni, aka kẹr ifra nga ka uyeri shi wu ya ba”.
2b0b0b0096	Aya kpẹẹ utẹri bọ udu umara ni, ava khimi utẹri bọ si “Aghikyo yi iLazaru sọ mor wu, imẹ ki kyami ki imẹ ya sang ngaa kọ mor”.
2b0b0c0056	Kindọ ni aghọyii nga va tẹri nga si, “Ate, inkini umor wọ ni, aki lẹni”.
2b0b0d005c	IYesu yeni si iLazaru ku kpọọ wu, ẹbọ aghọyii nga kpaa si asọ umọr wulu wu ni.
2b0b0e0037	IYesu va tẹri bọ ka ayaye si, “iLazaru kọ kpoo.
2b0b0f0088	Inu bọ sa ni imẹ shi ni ikwyifu nọ umani imẹ shimi ya kọ ka ba, ki inu ma aipang. Ayọ ba wolu ka ayọ kya yi ukushi nga”.
2b0b100085	IToma aghọmani ayọrọ si iDidimọs va tẹri anayuru nga, aghọyii si, “Iyi ma kọ kẹẹ, ki iyi ya kpuru yi kina nga”.
2b0b110067	IYesu ya fọma ukadu ni, ava kọng si, iLazaru kọ la awii anari kidẹ alọr nọ umani anaa wọ.
2b0b120050	ABetani shi ka yayo kina Urushelima, ọtọọ bọ cẹẹ wọ ikang itai ba.
2b0b130050	AYahudawa na pam sọ ba na abili iMatta kina iMaryamu nọ kpọọ anayuru bu.
2b0b14006b	Ni iMarta ya kọng si iYesu wo di ni, ava kunu ki ya sa ngaa asho nu ba. Ni UMaryamu va ghila ngaa ka aca.
2b0b150069	Kindu ni iMata ba tẹri iyesu ngaa si, “Ate, da sa aku shi wo ni anayuru nga ta kọ kpọọ ngaa ba.
2b0b160050	ko ka akyuakyuari ni iye ni ọnọng ta ma ngọ imumani ngọ sọrọ nga”.
2b0b170037	IYesu va tẹri ngaa si, “Anayuru ngọ ki sisang”.
2b0b180047	Ni iMarta va tẹri nga si, “Iye ni aki sisang ka awii utaa amara”.
2b0b19008c	IYesu va tẹri nga si, “Imẹ sa aghọmani iki sang aghọ kpuru, aghọmani a ma aipang ni mẹ ni, kọ na akpọọ ni aki ọkyuọ.
2b0b1a007f	Aghọmani a sa akyuu ni, aka ma aipang ni mẹ ni, aki ci ka fuma sang asing aki kpọọ ngaa ba. Ngọ ma aipang ni mẹ?”
2b0b1b008b	IMata ba tẹri nga si, “ima aipang ate, “Ẹẹ, Ate, ima aipang ngọ sa aghọfoo ra, anọ Ọnọng aghọmani aki ba asing ri”.
2b0b1c0079	A ya tẹri kindọ ni, a va wor ki ya yọrọ anayuru nga uMaryamu, ki tẹri si, “aghumẹẹ a ba, asi ngọ ba.”
2b0b1d0041	A kọng kindọ ni, ava ju kaisa ki sisang ki kyaa ukushi iyesu.
2b0b1e005c	IYesu kọ sang nga ọghila ngaa idi ifọng ba. A shi kọ ka ni iMarta sa ngaa ashọ ko.
2b0b1f009d	Amara ni aYahudawa na si kini imaryamu na abili ngaa va nu na kunu ngaa asing ni, a va ki yi ngaa akpaa si aki kyaa ọka alo ngaa ni, ka ya ci kọ kadu ni.
2b0b2000aa	Ni uMaryamu ya fuma ọka ni iYesu shi wọ ni, anu ngaa ni, a va kpaa ki tẹ nga, ki tẹri si, “Atẹ, da si ngọ shi wọ ni, anayuru mi ta ku kpọọ ngaa ba.”
2b0b21006e	IYesu ya nu na asu ci ni, aYahudawa na keng kini ngaa ẹbọ ma na su ci ni, ima va lo ngaa ke ikwyi na giga.
2b0b22005c	A va tẹri si, “Abi wu inu naa nga ko”? A va tẹri ngaa si, “Atẹ ba kọ ba nu.”
2b0b230017	Amaa ra ni iYesu va ci.
2b0b24003c	Kindu ni aYahudawa va tẹri si, “kara mani a yoo ngaa!”
2b0b25008b	Acee aghọ bọ ki de bọ va tẹri si, “A fumu ica afọọ ra ni, ikẹmbọ sa ni ata ju nga umani ajiya ra ki kpọọ ngaa ba?”.
2b0b26007b	IYesu ghẹmi duma wọ ki ikwyi nga na giga, a va kyaa ọka alo nga. Alo nga ni utii ughọghẹ bọ na a dara ayu kọ.
2b0b2700bc	IYesu va tẹri bọ si, “Inu yini utii wọ.” Amaa ra ni iMarta anayuru aghọmani akpọọ va tẹri iYesu si, “Atẹ, aki shi kọ yuu kindi, asa awii anari ku mani akpọọ.”
2b0b280070	IYesu va tẹri nga si, “Imẹ tẹri ngọ si inkini ngọ ma aipang ni ngọ ki nu ujọọ Ọnọng ba?”
2b0b290072	A va yini utii wọ. IYesu va sang irikwyi nga ka ayaya ki tẹri si, “Atẹ, isa ngọ izaa ni ngọ kọng mi.
2b0b2a007a	Iye si ngọ ka kọng mi kọ agba akyua, i tẹri kindọ ka ajiya na shi kọ kawẹ ri ni ama aipang si ngọ tuma mi.
2b0b2b0058	A tẹri kindọ ni a va sang ẹrẹyuẹ ka yaya ki tẹri si, “ILi’azaru kunu!”
2b0b2c00ba	Aghọmani akpọọ va kunu, ifra nga kini ifọng nga na loru na agẹẹ nọ uma ko, ibate nga ni ayuru na uma ni anaa nga kọ. IYesu va tẹri bọ si, “inu shiri nga, ka wor.”
2b0b2d0061	Amara ni aYahudawa na ba ubili uMaryamu ngaa ba nu ima ni iYesu ju ni, ava ma aipang kukushi nga.
2b0b2e005b	Ace aghọ bọ va wor ki kyaa bọ kukushi aFarisiyawa, ki ya tẹri bọ ima ni iYesu ju.
2b0b2f00b2	Kindọ ni Afirist akakọng kina aFarisiyawa va curu agha akakọng ọkọ ọka. A va ghulu bọ si, “Ikẹmbọ nọ inu su ju? Ajiya ri we ni asu ju uma uwo ica na gigang!
2b0b3000a4	insi iyii shẹri nga na aju uma ri ni, naidu ajiya ki ma aipang ku kushi nga, kindọ ni aRomawa ki ba ka va kpaa ifọng yi wọ kina Ọna Ọnọng yii kọ!”
2b0b3100a7	Kidẹ bọ ni acee ajiya shi wọ ni ayuru nga si ikayafa aghumani ashi kidẹ afirist akakọng ka ayii ra, a va tẹri bọ si, “Inu ta ye nu ice ima ba ko na ji!
2b0b320083	Inu ta kra nu ba, ushi uduma na ajiya ayeng kpọọ ka ya ajiya na pam, nọ mani a tẹri si ajiya na didu bọ na kpuru bọ.”
2b0b3300b1	Udii upii ni iKayafa tẹri ni, unga yọọ irikwyi nga wọ ba, ka nga si aya aghaghẹ nga aFirist ayii ra, ayeni nga kidẹ aghing si iYesu ki kpọọ ka aya ajiya na didu.
2b0b340072	Ba si aYahudawa ka yu ba, ka curu anọ Ọnọng aghọmani ashi kọ ucẹẹ nọ ka na pam ka ba ajiya aye ra.
2b0b350046	Imu kpẹni ka awii ni, aba taa ayuu aghu mani aki pii iYesu nga wọ.
2b0b3600d0	Kindu ni iYesu ta su keng nga ka ayayẹ kidẹ aYahudawa ba, aba shẹ uka, ki kyaa ifọng ni sa yayọ kina aghumu, ki ghila ngaa ifọng na yuru si iFrayim. ọka du wu ni a va cẹ wo kina aghọyii nga.
2b0b370085	Awii sra agya ubulu nga aYahudawa ya sang ba ni, Ajiya na pam va ba ifọng Urushelima ka ba huru akwyi bọ na ki sa awii usra agya.
2b0b380091	Adẹ ku wang iyesu ngaa, ati tara kọ ka ushọr Ọnọng na aghulu acee bọ, asu tẹri si, “ikẹmbọ ni inu nu? Aki ba usra agha ri?”
2b0b3900a1	Kindọ ni aFirist akakọng kina aFarisiyawa kọ lor ayuu si, aghọmani ayẹ ọkọ mani iYesu shi wọ ni, aghọ ba tẹri bọ ki ẹbọ ya kpẹni nga.
2b0c010073	Usra agya ubulu ya sẹ awii atin ni, iYesu va kyaa aBetani, ọka ni iLazaru aghọmani iYesu sang ngaa a shi wọ
2b0c020086	kọ ka du wu ni a keri nga imila atii kọ, iMarta ngaa ka wu imila, iLazaru shi agha ayeng ki dẹ aghumani ni ala imila kini iYesu.
2b0c0300b9	uMaryamu va kpaa ayi uvọng kidẹ abiya ate abọ unardi nga ni a shini ọfe na giga, ki coo iYesu ngaa ki ifra ki cira wọ ni fuu irikwyi nga. ọka na didu ọna va ba ni avọng.
2b0c040072	Amara ni iYahuda Iskariyoti, agha ayeng ki dẹ aghọyii ngaa, aghọmani aki gbara iYesu nga wọ, va tẹri si,
2b0c050078	“Ikẹmbọ sa ni ata gbara bọ ayi uvọng ri wọ ka aya na ọfe aji usho atai ka va ma aghọ shi na amiri ba?”
2b0c06008d	IYahuda tẹri udi upii ba si a duma na aghọ shi na amiri ba, ki nga ni ayi ngaa. Nga ka kọ ipa nọ ọfe, ki dẹ wọ ni aka sa yi wo.
2b0c070069	Iyesu va tẹri nga si, “shẹri nga ya, ka akyọ ayi ri sa awii ni aki naa mi wọ ngaa tọ wo bọ.
2b0c080064	Kọ a gba awii ni aghọ wang ka shi kini inu, inu ma ni ba kọ agba wii ni inu shi kini imẹ ba.
2b0c0900b5	Ikir ma ajiya aYahudawa ya kọng si iYesu shi kọ ka wẹ ni, a va ba, ba si iYesu ngaa ni aba ukushi nga ka yu nga ba, ama ni ibọ nu iLazaru aghọmani asang nga kọ kpọọ.
