2800000006	Umatta
3e020d00e8	Umum itsɛnga umbi, atei, ubinkutsu umbi ahwɛngmbi unga uwu ha aka awe ri inggbaashia. Umum itsɛnga umbi, awɛdzɛm, ubinkutsu umbi aka anangmbi uwuku ubewe ha. Umum itsɛnga umbi, aze awɛkaci, ubinkutsu, umbi ahwɛngmbi Utɛ ha.
3e020e00da	Umum itsɛnga umbi, atei, ubinkutsu, umbi ahwɛngmbi unga uwu ha aka awe ri inggbaashia. Umum itsɛnga umbi, awɛdzɛm, ubinkutsu, umbi awu akerketambi, na Arherhu-Num asei ru umbi, nu umbi aka anangmbi uwuku ubewe ha.
3e020f0078	Àka niba abemumbi upfung use abinkɛ aka awe ru upfung. Ubɛn unera aka abemu upfung, ibibemu Utɛ ha ishingge ru unga.
3e021000a1	Ubɛn ubinkpi uku uwe ru upfung ru nyaki ikponi iyor, nu unyɛ̃ɛ̃ asu nu ifĩrhã abinkɛ umɛn iki iwu ra ake, ake asi idzeke ru Utɛ, bɔr adzeka ru upfung.
3e02110070	Upfung nu abin ikponi iyorke awuri itɔng, bɔr uwuruwi aka akorha abinkɛ Unum aka abee, awuri ibɛka ugbagbaa.
3e021200d8	A aze angwɛ̃mum, ivang iyiki imimasha riyɛ. Ru nyaka umbi aka agũ agɛ, uwuku ukpɛ̃ Ukiristo uwɔ abarɔ, uko icɛrɛ arhɛrha abika akpɛ̃ Ukiristo aka abambɔ. Ngge itsu umɛn ihwɛng ivang imimasha iyɛrɛ.
3e021300b3	Umbɔ adzeku umɛn, bɔr asi iwembɔ abimɛn. Agɛ umbɔ awe abimɛn, umbɔ asei nggu umɛn, bɔr uzɛ̃rhãmbɔ udɛyiwe ukupɛ̃ɛ̃ ugɛ uko unying ru umbɔ asi iwea uwu umɛn.
3e02140057	Bɔr umbɔ aka adzaambɔ umbi Ipfu Isarsatangge, nu kishoo umbi ahwɛngmbi idzidzɛrhe.
3e021500ad	Umum itsɛnga umbi akɛrɛ, asi iwea ugɛ umbi asi ihwɛngmbi idzidzɛrhe, bɔr umbi ahwɛngmbi ngge, ikɛi umbi ahwɛngmbi ugɛ idzidzɛrhe isi isaki imarngge igbɛrangwĩ.
3e021600a0	Ungamɔ awu uner igbɛrangwĩ? Awu uner ha aka atsɛyi ugɛ Uyesu asi iwea Ukiristo. Ikpũ uner ha awu uwuku ukpɛ̃ Ukiristo, unga atsɛyinga Utɛ nu Ungwɛ̃.
3e02170070	Unera ashia aka itsɛyi Ungwɛ̃, na awea ru Utɛ. Bɔr ubɛn unera aka ayɛisa Ungwɛ̃, aka ayɛi Utɛ nukpɔ.
3e0218007d	Àka atsu amɛnmbi ri imesayɛ umbi aka agũ ri inggbaashia iwe ru umbi. Iba iwengge, umbi awuri iseimbi ru Ungwɛ̃ nu Utɛ.
3e0219004e	Akɛrɛ ha ake awe ibibemuwe ha unga aka abemuwa umɛn uko urhɛ uwu ugbagbaa.
3e021a0048	Umum itsɛnga umbi akɛrɛ ra arherhe abirabɛ aka abee itsu umbi ayapa.
3e021b013b	Bɔr umbi aka ayɛimbi Ipfu Isarsatangge, unga asei ru umbi, nu umbi asi ibeembi uner uwɔɔ amesuwa umbi. Bɔr Ipfu ha imesuwangge umbi ubɛn ubinkpi uku umɛ̃ɛ̃ umbi ahwɛng, nu abinkɛ unga aka amesuwa awu idzidzɛrhe, asi iweke igbɛrangwĩ. Ru nyaka unga aka amesuwa umbi, àka asei ri iwɛrhɛ ru Ukiristo.
3e021c008f	Icɛrɛ umbi aze awɛkaci, àka asei ru Ukiristo, ngge itsú ivangyɛ unga aka idzeka, umɛn ima iwe ru ikeramɛn isi ígũmɛn atsa ra asunga.
3e021d008b	Umbi aba ahwɛngmbi agɛ unga arhiku uner, umbi ahwɛngmbi agɛ ubɛn unera aka akorhi ifɛrhɛ iyiki irhirhika, awu Ukiristo amar uner ha.
3e030100b6	Àka anyã nggaa ibibema iyɛ Utɛ aka abema umɛn, ngge itsu umbɔ ayisa umɛn angwɛ̃ Unum! Umɛn iwe rimi hã! Upfung usi ihwɛngkpɔ unga, ngge itsu ukpɔ usi ihwɛngkpɔ umɛn.
3e030200e2	A aze awɛrhɛ, icɛrɛ umɛn iwu angwɛ̃ Unum, anasi idɛyiwambɔ umɛn ubinkpi umɛn iki iwe. Bɔr umɛn ihwɛngmɛn ugɛ Ukiristo aba adzekanga, umɛn iwuri iwe ru nyaka unga, ubinkutsu, umɛn iwuri inyãmɛn unga aka awe.
3e03030063	Ubɛn unera aka awe ru ifosa iyɛrɛ ru unga, aka isaka asare itsinga ru nyaka unga aka awe asasar.
3e0304004e	Ubɛn unera aka awe ra arhim azharhuwe ikpem, idzidzɛrhe arhim awu ida ikpem.
3e0305006a	Bɔr umbi ahwɛngmbi ugɛ unga adzeka, ngge ítsu unga ama asorhuwa arhimmɛn. Ikɛi ru unga arhim ashike.
3e03060073	Unera ashia aka isei ru unga na anu ikorha arhim. Uner uwuku unu ikorha arhim anasi inyãã unga use ahwɛnga unga.
3e030700aa	A aze awɛkaci, àka niba aneke unera adarha umbi ayapumbi. Uwuruwi aki ikorhi iyiki irhika unga awu uner uwuku urhurhika, ru nyaka Ukiristo aka awu uner uwuku urhurhika.
3e030800cd	Unga uwuku unu ikorhe abin arhim unga awe uwu Undenggũ, ubinkutsu, Undenggũ awu ra arhim utsɛku ri inggbaashia. Ubin hã nukpɔ uku utsu Ungwɛ̃ Unum adzeka ru upfung, unga aba itsĩme itser Undenggũ.
3e030900a1	Unerwi Unum aka amar asi ídɛ̃ɛ̃nga itser arhim, ubinkutsu, ikpũ iyi Unum iwengge ru unga. Asi ídɛ̃ɛ̃ akorhumbɔ itser arhim, ubinkutsu Unum amar unga.
3e030a00e5	Ubin hã uku itsu umɛn ihwɛng abikasong awe angwɛ̃ Unum nu abikasong awe angwɛ̃ Undenggũ. Ubɛn unera aka asi ikorhunga abinkɛ aka arhika asi iwea ungwɛ̃ Unum, nu ubɛn unera aka asi ibemunga ungwɛ̃mbɔ use unapumbɔ.
3e030b0045	Isarhe ha iyɛ umbi aka agũ ri inggbaashia ugɛ, umɛn ibema adɔka.
3e030c00b8	Niba awembi ru nyaka Ukayinu, aka awe uwu undenggũ na afɛruka ungwɛ̃mbɔ. Awu use utsu unga afɛre unga? Ubinkutsu, itsernga iwu iyiki ibewe bɔr iyi ungwɛ̃mbɔ iwe iyiki irhika.
3e030d0050	Niba agũmbi idzeu, umbi angwɛ̃mɛn nu anapumɛn, upfung uba ukpɛ̃kpɔ umbi.
3e030e00a5	Umɛn ihwɛngmɛn ugɛ umɛn iki itɔng akpe izĩmɛn urhɛ, ubinkutsu, umɛn ibemumɛn angwɛ̃mɛn nu anapumɛn. Ubɛn unera aka asi ibemunga undɔka, awu ra akpe.
3e030f00a2	Ubɛn unera aka akpɛ̃ɛ̃ ungwɛ̃mbɔ use unapumbɔ, unga awu uwuku ufɛr aner. Umbi ahwɛngmbi agɛ uner uwuku ufɛr aner ashia ru urhɛ uwu ugbagbaa ru unga.
3e0310009e	Umɛn ihwɛngmɛn ibibema iki iwe, ubinkutsu Uyesu Ukiristo adzowe urhɛnga ri itsimɛn. Imɛ̃ngge umɛn indzowe urhɛmɛn ri itsi angwɛ̃mɛn nu anapumɛn.
3e0311008e	Unera aba awea ra abin aki upfung na anyã ungwɛ̃mbɔ use unapumbɔ aka abee na asi igũa atorh unga, ibibemu Unum ikorhu uguse iwe ru unga?
3e0312007b	A aze awɛkaci, umɛn niba ibemumɛn nggu irhɛm arherhe ra angwĩ ukpekũ, bɔr umɛn ikũ itser nu idzidzɛrhe indɛyiwe.
3e0313007a	Akɛrɛ ha awuri itsu umɛn ihwɛng ugɛ umɛn iwemɛn ri idzidzɛrhe, umɛn idɛ̃ɛ̃ itsu amɛnmɛn awoshuke ra asunga,
3e03140053	amɛnmɛn aba atsukake umɛn uvau. Unum ananga amɛnmɛn, na ahwɛnga abina kishoo.
3e0315005c	Umbi awɛrhɛ, amɛnmɛn aba asi itsukake umɛn uvau, umɛn iwemɛn ri ikeramɛn ra asu Unum
3e0316006f	ni iyɛi ubɛn ubinkpi umɛn iki irhusa unga, ubinkutsu umɛn idɔsi ikpemnga ni ikorhu ubinkpi unga aka abema.
3e03170073	Ikpemnga hã iyɛ, iwe ru imangmang ru Ungwɛ̃nga Uyesu Ukiristo, ni ibema adɔka ru nyaka unga aka atsu ri ikpem.
3e0318008c	Abika adɔsi ikpemnga asei ru unga, nu unga asei ru umbɔ. Umɛn ihwɛng ugɛ unga awe ru umɛn, ubinkutsu, Ipfunga ha unga aka adzaa umɛn.
3e040100bc	A aze awɛrhɛ, àka niba awembi ri imangmang ru ubɛn ipfu, bɔr àka aviri ípfu ha anyã use idzeku Unum. Ubinkutsu abika asɔm Arherhu-Num igbɛrangwĩ arhɛrhɛ aka adzeka ru upfunga.
3e04020082	Umbi awuri ihwɛng Ipfu-Num riminɛ, ubɛn ipfuyɛ iki idzowukungge ideka igɛ Uyesu Ukiristo adzeka ri iyor, ipfu ha idzeku Unum,
3e040300be	bɔr ubɛn ipfuyɛ iki isi idzowukungge ideka ru Uyesu, isi idzengge ru Unum. Iyɛrɛ ha iwu iyiki ikpɛ̃ Ukiristo, iyiriyɛ umbi aka agũ ngge iki iwuri iba, icɛrɛ iki iwengge ru upfung.
3e0404007b	Umbi, aze awɛkaci, umbi adzeku Unum, umbi aka anangmbi umbɔ, ubinkutsu uwu ha aka awe ru umbi ananga uwuku uwe ru upfung.
3e0405005b	Umbɔ awe abi upfung nggee umbɔ arherhe arherhe aka adzeku upfung, upfung ukpeto ru umbɔ.
3e040600cf	Umɛn indzeku Unum. Abirabɛ aka ahwɛng Unum, akpeto ru umɛn, bɔr abirabɛ aka asi idzembɔ ru Unum, asi ikpembɔ ato ru umɛn. Akɛrɛ ha atsu umɛn ihwɛng Ipfu iyi idzidzɛrhe nu ipfu iyi igbɛrangwĩ.
3e0407008d	A aze awɛrhɛ, awu ufang umɛn ĩbema adɔka, ubinkutsu, ibibema idzeku Unum. Ubɛn uwuku ububema, awu Unum amar unga nu unga ahwɛnga Unum.
3e0408004c	Ubɛn unera aka asi ibemunga asi ihwɛnga Unum, ubinkutsu, Unum awu ibibema.
3e04090086	Udĩ hã ukpi Unum aka adɛyiwa ibibemanga ru umɛn, unga aka adene unanyĩ Ungwɛ̃nga aba ru upfung ugɛ umɛn ima ibɛk ru uboknga.
3e040a008b	Undzumu ibibema iyɛ, Unum abema umɛn utsɛku unga aka adene Ungwɛ̃nga awu idɛm-Num iyiki itsũwe arhimmɛn, asi iwea umɛn ibemu Unum.
3e040b0052	A aze awɛrhɛ, ngge iki iwe ugɛ Unum abema umɛn, imɛ̃ngge umɛn ibema adɔka.
3e040c0078	Unera anasi inyã Unum, bɔr umɛn ĩba ibemumɛn adɔka, Unum asei ru umɛn, ibibemanga ighwɛrngge ikpũrhã ru umɛn.
3e040d006d	Umɛn ihwɛngmɛn ugɛ umɛn isei ru unga, nu unga asei ru umɛn, ubinkutsu, unga aka adzaanga umɛn Ipfunga.
3e040e005d	Umɛn inyãmɛn ni idekuwe ugɛ Utɛ unga adene Ungwɛ̃, unga awe uner Uwuku Ufɔrh upfunga.
3e040f0057	Unera aba adekuka ugɛ Uyesu awu Ungwɛ̃ Unum, Unum asei ru unga nu unga asei ru Unum.
3e0410009a	Nggee umɛn ihwɛngmɛn ni iwemɛn ri imangmang ru ibibemu Unum ru umɛn. Unum awu ibibema. Ubɛn unera aka asei ri ibibema asei ru Unum, nu Unum ru unga.
3e041100af	Ru udĩ ukpirɛ, ibibema ighwɛrngge ikpũrhã ru umɛn. Ngge ítsu umɛn iwe ru ikeramɛn ru unum ukpuku uvarha arherhe, ubinkutsu, ru upfung ukpirɛ umɛn iwe ru nyaka unga.
3e041200bc	Nggee, iwei ishingge ri ibibema. Bɔr ibibema iki ighwɛr ikpũrhã iwayiwe iwei, ubinkutsu, iwei iwu nggu imesuwe amɛn. Unerwi aka awe ru iwei, ibibema isi ighwɛrngge ikpũrhã ru unga.
3e04130033	Umɛn ibema, ubinkutsu, unga agbaashia abema umɛn.
3e041400ff	Ubɛn unerwi aka agɔr agɛ, “Umum inbemu Unum,” na akpɛ̃ɛ̃ ungwɛ̃mbɔ use unapumbɔ, uner ha agbɛra angwĩ. Ubinkutsu, ubɛn unera aka asi ibemunga ungwɛ̃mbɔ use unapumbɔ unga aka anyã, asi ídɛ̃ɛ̃ abemunga Unum, unga aka asi inyãã.
3e04150072	Unga aka adzaanga umɛn ikpem iyɛrɛ, ubɛn unera aka ubemu Unum, awu ufang unga abemu ungwɛ̃mbɔ nu unapumbɔ.
3e05010081	Ubɛn uwuku uwe ru imangmang agɛ Uyesu awu Ukiristo, awu Unum amar unga, nu ubɛn unerwi aka abemu Utɛ abema ungwɛ̃nga ikɛi.
3e0502006b	Ubin hã ukpi uku itsu umɛn ihwɛng ugɛ umɛn inbemumɛn angwɛ̃ Unum, ri ibemu Unum nu idɔsi ikpemnga.
3e05030043	Idɔsi íkpem Unum ngge iwu ibibema ru Unum. Ikpemnga isi ighongge,
3e0504005e	ubɛn unerwi Unum aka amar aka ananga upfunga. Imangmangmɛn ngge itsu umɛn inang upfung hã.
3e05050060	Ungamɔ adɛ̃ɛ̃ anang upfunga? Awu uwuruwi aka awe ru imangmang agɛ Uyesu awu Ungwɛ̃ Unum.
3e050600e6	Uyesu Ukiristo adzeka ru nyaku Ungwɛ̃ Unum ri isorhu ubɔtisima ra amɛ̃ nu itare adzirhnga. Unga asi ibanga ra amɛ̃ ukpekũ, bɔr aba ra amɛ̃ nu adzirh. Awu Ipfu-Num ngge ideka, ubinkutsu, Ipfu-Num ha ngge iwu idzidzɛrhe.
3e0507001c	Abina awu ataar aka adekuwe,
3e05080045	awu Ipfu-Num, amɛ̃, nu adzirh ha, aki itatake arherhe ubina unying.
3e05090085	Umɛn ibemumɛn ideka anera, bɔr ideku Unum inangge, ubinkutsu, ideka ha iwu iyi Unum iyiriyɛ unga aka adekuwe ri itsi Ungwɛ̃nga.
3e050a00fa	Ubɛn unera aka awe ru imangmang ru Ungwɛ̃ Unum, awea ri ideka ha ra amɛnnga. Ubɛn unera aka ashia ri imangmang ru Unum, unga atsu Unum awe uner igbɛrangwĩ, ubinkutsu, unga asi iwea ri imangmang ri ideka ha Unum aka adekuwe ri itsi Ungwɛ̃nga.
3e050b005c	Urhɛ uwu ugbagbaa Unum aka adzaa umɛn umgbɔ uwu ideka ha, nu urhɛ ha udzeku Ungwɛ̃nga.
3e050c005e	Unga uwuku uwe ru Ungwɛ̃ hã awea ru urhɛ, bɔr uwuku usheru Ungwɛ̃ Unum, ashia ru urhɛ.
3e050d0094	Umum itsɛng abin akɛrɛ ru umbi abika awe ru imangmang ri itsok Ungwɛ̃ Unum, ngge ítsu umbi ama ahwɛng agɛ umbi awembi ru urhɛ uwu ugbagbaa.
3e050e007d	Umɛn iwemɛn ri ikeramɛn iyiki izĩ ru Unum, ugɛ umɛn ĩba ifɛna unga ubɛn ubina ri ibibemanga, unga awuri igũa umɛn.
3e050f009b	Nu umɛn ĩba ihwɛngmɛn ugɛ unga agũã umɛn ri ivangyɛ umɛn iki ifɛna unga, umɛn ihwɛng ugɛ umɛn ikpomɛn ru ubin hã umɛn iki ifɛna ru unga.
3e0510012d	Ubɛn unera aba anyã ungwɛ̃mbɔ use unapumbɔ akorhunga arhimkɛ aka asi ikũna unga azĩke akpe, unga afɛne-Num. Unum awuri idzowuka unga urhɛ. Umum ĩgɔr abirabɛ arhimmbɔ aka asi ikũ umbɔ azĩke akpe. Arhim akɔɔ akũ azĩke akpe. Umum isi irherhumum ugɛ unga afɛne-Num ru ikpũ aki ha.
3e05110052	Kishoo ida irhirhika awu arhim, bɔr arhim akɔɔ asi íkũ unera atsĩke ra akpe.
3e051200b2	Umɛn ihwɛngmɛn ugɛ ubɛn unerwi Unum aka amar, asi ídɛ̃ɛ̃nga itser arhim. Uyesu uwu Unum aka amar, adzɛu uner ha, uwuku ubewe ha asi ídɛ̃ɛ̃ akorhunga ubin ru unga.
3e0513005d	Umɛn ihwɛngmɛn ugɛ umɛn iwe angwɛ̃ Unum, nu upfunga kishoo uwu ru ubok uwuku ubewe ha.
3e051400fe	Umɛn ikɛi ihwɛngmɛn ugɛ Ungwɛ̃ Unum aka aba adzaanga umɛn ihwihwɛng, ngge ítsu umɛn ihwɛng unga aka awe idzidzɛrhe. Nu umɛn iwe ru unga aka awe idzidzɛrhe, ru Ungwɛ̃nga Uyesu Ukiristo. Unga awe Unum uwu idzidzɛrhe nu urhɛ uwu ugbagbaa.
3e0515002a	A aze awɛkaci, àka aneke idɔsa agberhe.
3f00000009	2 Uyohana
3f010100b1	Ubvur udzeku ukukũ hã, uzĩ ru utsɛrh ha umbɔ aka asɛng unga nu angwɛ̃nga, abirabɛ umum iki ĩbema ri idzidzɛrhe, asi iwea umum ukpekũ, bɔr abika ahwɛng idzidzɛrhe.
3f0102006e	Idzidzɛrhe iyɛ iki isei ru umɛn itsu umɛn ĩbema umbi, ikɛi idzidzɛrhe ha iwuri iwe nggu umɛn ugbagbaa.
3f01030081	Imimuta, atorh nu ididɔɔr idzeku Unum Utɛ nu Uyesu Ukiristo, Ungwɛ̃ Utɛ ha, iwuri iwe nggu umɛn ri idzidzɛrhe nu ibibema.
3f01040083	Umum inggɔmanggɔm akarhãrhã umum iki inyã awɛkacimbi abɔɔ aka azɛ̃rhã ri idzidzɛrha ha, ru nyaku Utɛ aka atsuka umɛn.
3f01050092	Icɛrɛ, uze ukutsɛrh, umum isi itsɛngamum ungo ikpem iyiki ifa, bɔr iyimɛn iki igũ ri inggbaashia. Umum ifɛn umbi ugɛ umɛn ĩbema adɔka.
3f01060093	Ibibema hã iyɛ, ugɛ umɛn izɛ̃rhã ri itsitsuk Utɛ. Ru nyaka umbi aka agũ ri inggbaashia, itsitsuknga igɔr igɛ umbi azɛ̃rhã ri ibibema.
3f010700bb	Abika arhurhɛm arhɛrhɛ aka ashimbɔ ri imangmang ugɛ Uyesu Ukiristo aka aba ri iyor, àka adzek amaa upfunga. Ubɛn ikpũ abɛrɛ ha awu abika arhurhɛm na awe abika akpɛ̃ Ukiristo.
3f01080053	Àka arhi utsur itsermɛn iwengge ibɛm, bɔr umbi ama akpo undzumu itosa itsermbi.
3f01090092	Ubɛn unera aka atoma akase na asi idɛ̃ɛ̃nga ri imesa Ukiristo, asi iwea ru Unum, uwuruwi aka adɛ̃ɛ̃ ri imesa ha awea ru Utɛ nu Ungwɛ̃.
3f010a0075	Unera aba abanga ru umbi na asi ikũwãnga imesa iyɛrɛ, àka niba akũna unga atsĩmbi ra ayambi use ayɛimbi unga.
3f010b003e	Ubɛn unera aba ayɛisa ikpũnga, agashi itser iyiki ibewanga.
3f010c00da	Umum iwu ra abina arhɛrhɛ umum iki itsɛnga umbi, bɔr umum isi ĩbeemum itsɛng ake ru ubvur. Nu ngge iki iwe rimi, umum ifosa ĩba iyepa umbi ru umɛn irherhe ri inyinyã adɔka, nggee ra anggɔmmɛn ama atsuafɛr.
3f010d0032	Awɛkaci unapumbi abi Unum aka asɛng, aghwe ungo.
4000000009	3 Uyohana
400101005d	Ubvur udzeku ukukũ hã, uzĩ ru uze uwɛrhamum Ugayu, uwu ha umum iki ĩbema ri idzidzɛrhe.
400102008f	A uze uwɛrhamum, umum ifɛn-Num ugɛ kishoo ima iwe uku kpengkpeng nggu ungo, nu ungo uma ugũibɛn iyorngo, uko ipfungo iki iwe ikerketangge.
400103007d	Umum inggɔmanggɔm akarhãrhã ivangyɛ abɔɔ abika adɔsa aka aba adekuwa ugɛ ungo uni izɛ̃rhũ uzɛ̃rhã idzidzɛrhe.
400104004e	Anggɔm akɔɔ asi inangke igũ ugɛ angwɛ̃mum azɛ̃rhã ri idzidzɛrhe ha.
400105007b	A uze uwɛrhamum, ungo unu itɔ̃ itser iyi imangmang ra abinkɛ ungo iki ikorhuwe abika adɔsa, nggabɛ awu atsen ru ungo.
400106008a	Umbɔ aka adɛyikumbɔ ikikɔng abika adɔsa arherhe ibibemango. Kabɔɔ uyike umbɔ ru uzɛ̃rhãmbɔ ru nyaka ngge iki iwe ibibemu Unum.
4001070046	Awu ri itsok Ukiristo umbɔ aka adzek, asi iyɛimbɔ ubin ra abi uzĩ.
400108006f	Nggee imɛ̃ngge umɛn abika adɔsa iyike anera abɛrɛ, ngge itsú umɛn itɔ̃ itser urhɔnga ri idzidzɛrhe.
4001090084	Umum itsɛnge ubvur ru ikikɔng abika adɔsa, bɔr Udiyitarifi, aka abee iwe unggbaashi, asi ikpea ato ru ubinkpi umɛn iki irherhe.
40010a014e	Nggee umum ĩba ĩbamum, umum iwuri iyare igoinga, ru ubɛn unera ahwɛng ivɛrhe nu iyiki itãrhã iyɔɔ unga aka anu irherhe ra atsimɛn. Iyiki ibeweyɛ unga aka anu ikorhe, akpɛ̃ɛ̃ iyɛi abika adɔsa aka awu atsen. Ikɛi unga akɛna anera iyɛi umbɔ, na awayiwe abirabɛ aka abee iyiyɛi ha adzembɔ ri ikikɔng abika adɔsa.
40010b00ad	A uze uwɛrhamum, niba umesungo amɛn aka abewe, bɔr umesa amɛn aka aze. Ubɛn unera aka akorhe iyiki ize adzeku Unum, ubɛn unera aka akorhe iyiki ibewe anasi inyaa Unum.
40010c00b2	Kishoo anera adzowukumbɔ ideka iki ize ri itsi Udimitiriyu, uko idzidzɛrhe nibikangge idekungge. Umɛn ikɛi idzowukumɛn idekanga. Ungo uhwɛngo idekamɛn hã iwe idzidzɛrhe.
40010d0066	Umum iwe ra abina arhɛrhɛ umum iki ibee itsɛnga ungo, bɔr umum isi ĩbeemum itsɛnga ake ru ubvur.
40010e00b1	Umum ifosi inyã ungo ifefetem, nu umɛn irherhe ra asu adɔka. Ididɔɔr iwe nggu ungo. Awɛrhɛ nggimi adene ighwembɔ. Ughwe awɛrhango nggɔɔ, unying anying nggu atsokmbɔ.
4100000007	Uyahuda
41010100a4	Ubvur udzeku Uyahuda, ugãrhũ Uyesu Ukiristo, ungwɛ̃mbɔ Uyaku. Izĩ ra abirabɛ umbɔ aka ayisa, abirabɛ Unum Utɛ aka abema, abirabɛ Uyesu Ukiristo aka aden.
4101020041	Uneke Unum ama adzaa umbi atorh, ididɔɔr nu ibibema irhɛirhɛ.
41010300e3	Umbi aze awɛrhɛ, nggayɛ umum ĩbeemum itsɛnga umbi arherhe ififɔrh ha umɛn iki inggasha, bɔr umum inyã awu ufang umum itsɛng ifituwa umbi ru umbi akaa idzidzɛrhayɛ Unum aka adzowe abika adɔsa kishoo idikunga unying.
4101040120	Ubinkutsu, aner abɔɔ, abirabɛ itsitsĩm iki itsɛng ra atsimbɔ ishaisha, aka aghɔ̃rhã atsĩwãmbɔ ru umbi. Umbɔ ashimbɔ ru Unum, abika adzipu imimutu Unummɛn ngge iwe udĩ ikorhe itser iki itãrhã na atsɛyi Uyesu Ukiristo, unga iki iyikanga aka awu Uteiyamɛn nu Uteijeemɛn.
41010500c6	Umum ihwɛng umbi aka ahwɛngmbi akɛrɛ ha kishoo, umum ibee iyituwa umbi ĩgɛ Uteijee aka afɔrhe anernga adzek ra abĩ Umasar, na abvui atsĩme abirabɛ aka ashimbɔ ri imangmang ra anernga hã.
41010600da	Àka ayita ikɛi ípfu itser-Num iyɔɔ iki isi idɛ̃ɛ̃ngge ra anang ijeengge, na abɔrukumbɔ anang iseimbɔ. Uteijee afɔme ngge ru uzĩ, abow ngge nggu inyãwã iyi ugbagbaa adzɛu unum ukpuku uzharha arherha ha.
41010700d9	Ru nyaka ha, Usɔdɔm nu Ugomora nu iteu iyiki ikhapa nggu ngge, adzowe atsimbɔ ru kishoo itser iyiki itoma-dak nu nggaa ikponi iyor iyiki ibewe. Umbɔ awu ru nyaku utsar abirabɛ aka ahwa ayetnum urha ukpu ugbagbaa.
41010800aa	Iwe rimi hã ikɛi ra abirabɛ aka aghɔ̃rhã atsĩwã ru umbi, irheyirhɔ idarh umbɔ, atsuke ayormbɔ ishĩ, akpɛ̃mbɔ idɔsa abi ijee, na ayɛɛi abi ikpikpoi afã.
41010900f0	Bɔr uko Umika'irhu unggbaashi Ípfu itser-Num, unga asi ikeramɛn anyatunga Undenggũ use arhenunga unga, bɔr agɔr agɛ, “Uteijee atsɛrha ungo!” Akɛrɛ akorhe ri ivangyɛ ngge iki idɛ̃ɛ̃ uning nggu Undenggũ ru ukom iyor Umusa.
41010a00e4	Bɔr aner abɛrɛ aka aghɔ̃rhã atsĩwã ru umbi, arhena kishoo ubinkpi umbɔ aka asi ihwɛngmbɔ, nu abinkɛ umbɔ aka ahwɛng awe ri iyor, ru nyaki ijuɛyɛ iki ishingge ra amɛn, ikpũ abin hã ikũna umbɔ izĩ itsitsĩme.
41010b0090	Atorhmbɔ! Adɔsu utsĩndĩ Ukayinu. Azang abee ighigha azĩ agbambɔ ri igbairha ikpũ iyi Ubarha'am. Umbɔ atsim ri ikpũ iyi isoyamɛn Ukora.
41010c015f	Aner abɛrɛ adakuwe ikikɔngmbi iyi irhowa ibibemambi, aghesha abin nggu umbi ashimbɔ ra atsa, ashimbɔ ri iwei. Imɛ̃ngge umbɔ adzɛu anera bɔr umbɔ afukuwe atsimbɔ ukpekũ. Awu ru nyaki irhifin, ugba iki ikɛn, bɔr inai ishingge ru ukpɔ. Awu ru nyaka acuciiakɛ aka ashike ri ikpũrhã ri ivang iki igbɛr, na abvurhuwe ake akpe undzumunga.
41010d00db	Umbɔ awu ru nyaki ibɔrh amɛ̃ ukau ukpuku ugɔng iki itengasha, umbɔ akũwe abin atsak akirakɛ aka akpɛta ru nyaku ufuu. Umbɔ awu ru nyaki ídzɛɛr iyiriyɛ iki iyarhe izĩ itsĩ ru uzĩ ukufĩrhã uku ugbagbaa.
41010e00bf	Uenɔk awe ru undankpu utɔɔva udzur ru Uadamu, unga asɔm Arherhu-Num ri itsi anera abɛrɛ agɛ, “Unyã! Uteijee uwɔɔ abarɔ nggu asarkasar ípfu itser-Numnga anaka agɔnga irhɛirhɛ,
41010f00f6	aba itsu izharha arherhe ri itsi anera kishoo. Awuri idɛyiwe igbigba abirabɛ aka asi idɔsumbɔ Unum, ri kishoo umbɔ aka akorhe ru udĩ ida iwei Unum, nu kishoo irhɛm iki itsooyɛ abi arhim aka ashimbɔ ri iwei Unum aka arherhe ri itsinga.”
41011000b6	Aner abɛrɛ awu abika abvun arherhe, abee inyã uvau abɔɔ. Umbɔ aka isaka adɔsi ikpona iyiki ibewambɔ, umbɔ afĩrhã akpoi atsimbɔ na akũ irhɛm iyiki ize abee ikpo ighigha.
410111005f	Bɔr umbi, aze awɛrhɛ, àka ayita abinkɛ abi itser Uteijee Uyesu Ukiristo aka atiti irherhe.
4101120074	Agɔr umbi agɛ, “Ri imimashu upfung, abika ayuyɛɛi awuri ibambɔ. Umbɔ awuri idɔsi ikpona iyiki ibewambɔ.”
410113004d	Aner abɛrɛ agashuwe umbi, abika adɔsi ikponi iyor na ashimbɔ ri Ipfu-Num.
410114006b	Bɔr umbi, aze awɛrhɛ, àka aseng atoma ru asarkasar imangmangmbi na afɛn-Num ri ijee Ipfu Isarsatangge.
410115007f	Àka akpɔm atsimbi ri ibibemu Unum, na adzɛu ibiba atorh Uteijeemɛn Uyesu Ukiristo aka ikũna umbi atsĩ urhɛ uwu ugbagbaa.
410116001e	Àka agũ atorh abika acucang.
41011700be	Àka atsũwe abɔɔ ru urha na afɔrhe umbɔ, àka agũ atorh abɔɔ nggu iwei, utsur umbi atammbi arhimmbɔ bɔr àka agũ ishĩ uko atorhambɔ, umbɔ aka adakuwe nggu itser arhim aki iyor.
