010000000b	Kamtawngnae
330107008f	Hote hah Epaphras ni na cangkhai awh e patetlah na coe awh. Ahni teh, kaimouh lungpataw e thaw tawk hui, Jisuh Khrih e a san lah kaawm e a tho.
3301080040	Muitha dawk lungpatawnae na tawn awh e ahni ni toungloung a dei.
3301090060	Hatdawkvah, nangmae kong ka thai awh nah hnin hoi nangmouh hanlah ratoumnae ka pâpout awh hoeh.
33010a00da	Ka ratoum awh e teh, Bawipa e lungang hringnae hoi na hring awh teh, bangpueng koe ama lung kahawi sak e lah na o awh nahan, kahawi e nuen aphunphun dawk a paw na paw awh nahan, Cathut panuenae dawk na roung awh nahan,
33010b0047	thaonae bahu hoi na kawi awh teh, khangnae hoi na lung a saw awh nahan,
33010c0103	angnae dawk kaawm e tami kathoungnaw e râw hah na coe thai awh nahanelah, na ka kamcu sak e Bawipa hah lunghawi nalaihoi na pholen awh thai nahan, lungangnae aphunphun, poukthainae aphunphun lahoi Cathut e a ngainae hah na panue awh thai nahan ouk ka ratoum.
33010d0055	Cathut ni hmonae thung hoi na rasa awh teh a lungpataw e Capa e ram dawk na paen awh.
33010e004a	Hote Capa e a thipaling lahoi, ratangnae tie yon ngaithoumnae teh coe awh.
33010f0069	Capa teh mithmu hoeh e Cathut mei ka kamnuek sak e lah ao teh hnosak puengpa e lathueng vah camin lah ao.
33011000fd	Ahni pawlawk lahoi hnocawngca pueng teh sak e lah ao. Kalvan kaawm e hnocawngca hoi talai van kaawm e hno cawngca, hmu thai e hoi hmu thai hoeh e, bawitungkhung, uknae, kâtawnae bahunaw pueng teh ahni lahoi sak e lah ao teh a Capa hanelah sak e lah ao.
3301110056	Ahni teh hnocawngca ao hoehnahlan ao toe. Ahni thungvah hnocawngca pueng teh a kamtue.
330112008f	Hahoi, ahni teh kawhmoun e lû lah ao. Kamtawngnae lah kaawm niteh duenae koehoi camin lah ao dawkvah hnocawngca pueng e lathueng poung lah ao.
3301130044	Bangkongtetpawiteh a cawngca pueng e kuepnae teh ahni dawk a kamtue.
33011400ab	Thingpalam dawk a rabawk e a thi lahoi, taran a roum sak teh, kalvanlae hno nakunghai, talailae hno nakunghai, hnocawngca pueng hah Capa lahoi Cathut hoi a kâmaihawi sak.
3301150067	Ahmaloe teh kahawihoehe hno sak awh dawkvah, lungthung vah taran lah o awh teh Cathut hoi kâkapek awh.
3301160048	Atu teh, takthai hoi kâkuem e tak dawk duenae lahoi kâmaihawi awh toe.
330117014f	Bangkongtetpawiteh, na thai awh tangcoung e kamthang kahawi ngaihawinae dawk hoi, phen laipalah, kacaklah na yuem awh pawiteh, amae hmalah ka thoung e, tounhoehe lah na o sak nahane doeh. Het hateh, na thai a tangcoung e kalvan rahim kaawm e hnocawngca koe pathang lah kaawm e, kai Pawl nihai a san lah ka okhai e kamthang kahawi doeh.
33011800a0	Atuvah amae tak tie kawhmoun hane kecu dawk Khrih e reithainae a panki rae hah ka takthai dawk ka kuep sak. Nangmouh hanelah reithai ka khangnae dawk ka konawm.
33011900bb	Ayan e se dawk hro lah ao eiteh, atuteh ngit pâpho sak hanelah tami kathoungnaw koe a pâpho e hro lah kaawm e Cathut e lawkkatang hah teh nangmouh hane kecu dawk kai koe a kuep sak toe.
33011a0046	Hottelah ka kuep sak e Cathut e a thaw ka cangkhai e lah kai teh ka o.
33011b00d1	Jentelnaw ni hote hrolawk lah kaawm e bawinae teh banghloimaw a len tie hah tami kathoungnaw koehoi patuen panue sak hanlah Cathut ni a ngai. Hote hno teh nangmouh thung vah kaawm e ngaihawinae Khrih hah doeh.
33011c00a3	Khrih Jisuh thung tami pueng kuepnae koe pha thai awh nahanlah tami pueng kâhruetcuetnae poe awh nateh, lungangnae aphunphun lahoi kamthang kahawi teh pâpho awh.
33011d006c	Hottelah kai teh a thaw ka tawk. Kai dawk a bahu ni na pathoup teh a hnosakthainae hoi ka panki teh ka tawk.
33020100a2	Nangmouh hoi Laodicea kho kaawm e taminaw hoi ka minhmai ka hmawt hoeh rae naw pueng hanelah banghloimaw ka panki teh ka kâroe tie hah panue sak hanelah ka ngai.
3302020098	Hethateh, nangmouh lungpahawinae lah ao teh, lungpatawnae dawk lungthin kâsawmbawmnae hoi Pa Cathut hoi Khrih e hrolawk hah panue thai awh nahane doeh.
3302030042	Hote Khrih dawkvah lungangnae hoi panuenae puengpa teh hro lah ao.
330204005b	Apipatet e tami nihai dumyennae lawk hoi, na dumyen awh hoeh nahanlah hete lawk heh ka dei.
33020500df	Takthai lahoi teh nangmouh hoi ka kâhlat nakunghai, ka muitha lahoi teh nangmouh hoi reirei ka o. Hatdawkvah, nangmouh ni kahawicalah na tawk awh e, Khrih Jisuh dawk kacaklah na yuem awh e naw hah ka hmu navah ka lunghawi.
330206003f	Khrih Jisuh hah na yuem awh toung dawkvah Khrih dawk hring awh.
330207009a	Ama thung tangpha kacaklah pabawt nateh a ma dawk na hring awh teh, na kamtu awh e patetlah yuemnae dawk cak awh nateh, lunghawilawkdeinae dawk hring awh.
33020800ca	Jisuh Khrih e a lawk dawk dawn laipalah tami ni a sak e hoi talaivan phunglam hah a dawn awh teh, ayawmyin e thoumthainae lahoi apipatet nihai na dumyen awh teh, na lawp awh hoeh nahan kâhruetcuet awh.
330209004a	Bangkongtetpawiteh, Cathut a coungnae pueng hateh, Khrih tak dawk doeh ao.
33020a005d	Hote Bawipa teh hnosakthainae, uk thainae abuemlae lû lah ao teh maimouh kuepcingnae lah ao.
33020b00a2	Khrih hoi kâkuen e vuensomanae lahoi, tak hoi kâkuen e takthai hah, rading awh nateh, tami e kut hoi laipalah e vuensomanae hah, hote Bawipa koehoi coe awh toe.
33020c00a9	Hatdawkvah, Cathut ni a hnosak e yuemnae lahoi Baptisma dawk hmai pakawp lah o awh teh duenae koehoi a thawnae dawk yuemnae lahoi Khrih dawk hmai thaw sak lah o awh toe.
33020d00a3	Sak payonnae hoi vuensoma hoehnae yon dawk kadout e nangmouh teh Cathut ni Khrih dawk cungtalah na hring sak teh, sakpayon e yon kaawm e pueng hah a ngaithoum toe.
33020e007e	Maimouh hoi ka kâtaran lah thut lah kaawm e hah, thingpalam dawk hetsinnae lahoi a takhoe teh, maimae rahak hoi a pâmen toe.
33020f0060	Hnosakthainae hoi bahu tawnnae hah hmantang vah a kamnue sak teh, thingpalam dawk hoi a tâ toe.
330210007d	Hatdawkvah, na canei e, pawi hnin, thaparei hnin, sabbath hnin na sakyoe awh e dawkvah apipatet koehai lawkceng sak awh hanh.
3302110057	Hotnaw hateh hmalah ka tâcawt hane a tâhlipnaw lah doeh ao. A tak teh Khrih ama doeh.
33021200ac	Lû hah kâuep laipalah, a kâoup awh teh amamouh ni a hmu hoeh e naw hah a noumcai awh. Muitha hringnae laipalah, kalvantami ka bawk e apipatet koehai kâdum sak awh hanh.
330213006a	Lû koehoi doeh puengcang takthai pueng ni tha akawi awh teh, Cathut ngainae patetlah tak ni a roung thai.
330214004d	Het talaivan phung dawk Jisuh Khrih hoi cungtalah, na dout awh toung pawiteh,
330215008f	het talai tak a hring nathung vah bangkongmaw talai phung lah kaawm e tek hanh, patek hanh, kâbet hanh tie naw hah toungloung na tarawi a vaw.
3302160059	Tami e kâpoelawknaw hoi kâcangkhainae dawk tarawinae pueng teh rawk kahmanae seng doeh.
33021700b5	Hot patetlah e kâlawknaw teh mahoima kaboumlah kâpacanae tho hoeh. Mahmawk bawknae, katang hoeh e kârahnoumnae, kârektapnae lah ao dawkvah a lungkaang e boiboe lah a kâsak awh.
33030100a5	Ka dei tangcoung e patetlah nangmouh teh Khrih hoi cungtalah na thaw awh toung pawiteh Khrih ni Pa e aranglah a tahungnae hmuen koe kaawm e kahlun lae hno tawng awh.
3303020058	Talai van kaawm e hno dawk na lung pen awh hanh. Kahlun lae hnonaw dawk na lung pen awh.
3303030080	Bangkongtetpawiteh, nangmouh teh na due awh toung dawkvah, nangmae hringnae teh Khrih hoi cungtalah Cathut thung hro lah ao toe.
3303040071	Maimae hringnae lah kaawm e Khrih a kamnue toteh maimouh hai ama hoi cungtalah bawilen laihoi kamnue awh van han.
33030500b6	Hatdawkvah, ka kamsoumhoehe napui tongpa yonnae, kaisuenae, lungradueknae, kathout lah onae, meikaphawk bawknae lah kaawm e hounlounnae, het talai van kaawm e pueng hah dout sak awh.
3303060052	Hetnaw kecu dawk Cathut lungkhueknae teh a lawk ka tarawi hoeh e naw koevah a pha.
330307003d	Nangmouh hai ahmaloe teh hotnaw dawk ka hring e lah na o awh.
330308008c	Hatei atuteh, lungkhueknae, Lungphuennae, hmuhmanae, tounkhouknae, kakhin e lawk deinae kaawm e pueng hah nangmae pahni dawk hoi takhoe awh.
330309005d	Tami karuem hoi a sakenaw hah na takhoe awh hnukkhu, buet touh hoi buet touh kâdum awh hanh.
33030a006c	A katang e lungangnae hoi sak katha lah kaawm e tami katha, kasakkung e mei ka lat e hah kâmahrawk awh toe.
33030b00ca	Hote sak katha e dawk teh Grik, Judah, vuensoma e, vuensoma hoeh e, tamipathunaw, tamimathengnaw, san, tami kahlout, tie awmhoeh toe. Khrih teh hnocawngca kuepcingnae lah ao teh hnocawngca thung hai ao.
33030c00c1	Hatdawkvah, Cathut ni rawi e tami, thoungsak e tami, a lungpataw e tami lah na o awh e patetlah pahrenpavainae, pahrenlungmanae, kârahnoumnae, lungdolungnemnae, lungsawnae naw hah khohnat awh.
33030d0087	Buet touh hoi buet touh yon kâtoun kawi awm pawiteh Khrih ni na ngaithoum awh e patetlah buet touh hoi buet touh yon kângaithoum awh.
33030e0040	Kuepcingnae lah kaawm e lungpatawnae hah patuen khohnat sin awh.
33030f009e	Nangmae lungthung vah, Khrih e lungmawngnae ni uk seh. Hottelah hanelah doeh nangmouh teh tak buet touh thung kaw e lah na o awh. A lung kahawi e lah awm awh.
33031000c9	Khrih e a lawkkatang teh nangmouh thungvah yikkawi naseh. Nangmouh teh Sam la, Cathut pholennae la, muitha la aphunphun sak awh nateh, buet touh hoi buet touh kâhroecoenae, tha kâpahmeinae, tawn awh.
33031100bc	Lawk na dei nakunghai, a thaw na tawk nakunghai, bangpueng Bawipa Jisuh Khrih e min lahoi yah, tawksak awh. A lungmanae teh a len tangngak ti hoi Pa Cathut hmalah lunghawinae lawk dei awh.
3303120048	Yunaw, Bawipa dawk na o awh e patetlah vânaw e uknae rahim vah awm awh.
3303130041	Vanaw, na yunaw hah lungpataw awh. Kuekluekhmailuek tet awh hanh.
3303140064	Camonaw, manu na pa e lawk hah ngâi awh. Manu na pa e lawkngainae teh, Bawipa ni a ngai e hno doeh.
3303150064	Napanaw, canaw hah a lungphuen sak awh hanh. A lung na phuen sak awh pawiteh, a lung a pout awh han.
3303160092	Sannaw, Bawipa taket awh nateh, tami lunghawi nahane dueng lah mithmu dueng tawk awh hanh. Lunghring laipalah, talai bawinaw e lawk hah ngâi awh.
3303170081	Tami e thaw dueng ka tawk e lah pouk laipalah, Bawipa e a thaw ka tawk e lah pouk awh nateh, lungthocalah hoi bangpueng tawk awh.
3303180085	Nangmouh teh Bawipa Khrih e thaw tawkkung lah na o awh dawkvah, râw teh tawkphu lah Bawipa kut dawk hoi na coe a han tie panuek awh.
3303190067	Kamsoumhoehe hno ka sak e tami teh, ama ni a tawk e aphu hah a hmu han. Apihai ngaima tanae awm mahoeh.
330401006d	Bawinaw, nangmae Bawi teh kalvan vah ao tie panuek awh nateh, na sannaw koe kahman lah, kahawi e hno sak awh.
330402003a	Pou ratoum awh nateh, lunghawilawkdeinae hoi khenyawn awh.
3304030044	Kai teh Khrih e hrolawk kecu dawk sumrui hoi katek lah ka o dawkvah,
33040400aa	Hote hrolawk hah pâpho nahanelah Cathut ni takhang a paawng nahan, hote hrolawk teh pâpho hane kawi lah ao dawkvah, ka pâpho thai nahan, kaimouh hane lahai ratoum awh.
3304050065	Alawilae taminaw e minhmai khet laihoi, lungangnae lahoi kâroe awh nateh, atueng hah hno panuek awh.
33040600ab	Tami pueng bangtelane let ka pato han tie na panue thai awh nahan, nangmae na lawk dei e teh palawi patetlah paan sak awh nateh, pout laipalah lungmanae lah pou awm naseh.
3304070099	Bawipa dawk yuemkamcu e, Bawipa e a san lah rei kaawm awh e, ka lungpataw e ka nawngha Taisikas ni kaie a konglam kaawm e pueng teh na dei pouh han doeh.
3304080050	Ahni teh nangmae konglam koung a panue dawkvah nangmouh lung na pahawi nahanlah,
33040900b4	nangmouh thung e yuemkamcu e hoi ka lungpataw e ka nawngha Onesimus hoi ahni teh reirei a tho roi han. Ahnimouh roi ni hie khothung e kamthang pueng hah nangmouh koe a dei roi han.
33040a00d1	Kai hoi thongim rei ka bawt e Aristarkas, Barnabas e a pahringca Mark, Justus telah a kaw awh e Jisuh tinaw ni kut na man awh. Mark hanelah nangmouh koe lawk na thui awh toe. Nangmouh koe a tho toteh dawn awh.
33040b008f	Vuensom a lah kaawm e naw dawkvah, ahnimouh dueng doeh Cathut uknaeram hanelah kai hoi reirei ka tawk e lah kaawm niteh, ka lung ahawi sak awh.
33040c00c3	Nangmouh thung e Khrih Jisuh e a san Epaphras ni nangmanaw kut na man awh. Nangmouh na cue awh teh, Cathut ngainae dawk kacaklah na kangdue awh nahan, nangmouh hanelah a kâyawm teh ouk a ratoum.
33040d0094	Ahni teh nangmouh hane hoi, Laodicea kho kaawmnaw hane hoi, Hierapolis kho kaawmnaw hanelah a lung ka tho roeroe e doeh titeh kai ni ka kampangkhai.
33040e0039	Ka lungpataw e tâsibawi Luk hoi Demas ni kut na man awh.
33040f0058	Laodicea kho kaawm e hmaunawnghanaw, Nimpha hoi ahni im kaawm e kawhmoun hah kutman awh.
3304100088	Hete ca heh, nangmouh ni na touk awh hnukkhu vah, Laodicea kawhmoun hai touk sak awh. Hote kho koehoi e ca hai nangmouh ni touk van awh.
3304110065	Arkhippas koe hai, Bawipa koehoi na coe e thaw hah, kuep sak nahanelah kâhruetcuet loe tet pouh awh.
3304120092	Kai Pawl ni nangmouh kutmannae ca hah ka mae kut hoi ka thut. Ka khang e kateknae hah pahnim awh hanh. A lungmanae nangmouh koe awm lawiseh. Amen.
340000000a	1 Thesalon
34010100e8	Pawl, Silvanas hoi Timote tinaw ni Cathut hoi Bawipa Jisuh Khrih dawk kaawm e, Thesalon kho e kawhmoun, nangmouh koe ca na patawn awh. Bawipa Jisuh Khrih hoi maimae Pa Cathut koe e lungmanae hoi roumnae teh nangmouh koe awm lawiseh.
340102005f	Nangmae yuemnae dawk pout laipalah Cathut ka pholen awh teh, nangmouh hanlah pou ka ratoum awh.
34010300c5	Nangmouh ni yuemnae lahoi thaw na tawknae, lungpatawnae lahoi na pankinae, maimae Bawipa Jisuh Khrih ngaihawinae lahoi lungcaknae hah maimae Pa lah kaawm e Cathut hmalah pout laipalah pou pouk awh.
3401040058	Cathut ni lungpataw e hmaunawnghanaw nangmanaw teh rawi lah na o awh e hah ka panue awh.
340105010c	Kaimouh teh nangmouh hoi rei o awh navah, nangmouh koe bangpatet e tami lah maw ka o awh tie hah na panue awh e patetlah kaimouh ni ka pâpho awh e kamthang lawk teh, nangmouh koevah lawkhrawng tho hoeh. Lentoenae hoi, Kathoung Muitha hoi panuecainae lahoi doeh a tho.
34010600aa	Nangmanaw teh runae na khang awh nakunghai, Kathoung Muitha koe e lunghawinae hoi lawkkatang hah na dâw awh teh, nangmouh teh kaimouh hoi Bawipa hnukkâbang e lah o awh.
3401070072	Hatdawkvah, nangmouh teh Masidonia hoi Akhaia ram kaawm e kayuemnaw pueng hanelah, khetsin hane kawi lah na o awh.
34010800e2	Bangtelamaw tetpawiteh, Bawipa e lawk teh nangmouh koehoi, Masidonia ram, Akhaia ram pueng dawk a kamthang dueng tho laipalah, Cathut na yuemnae kong teh, khoram tangkuem a kamthang. Kaimouh ni buet touh hai toun hane awmhoeh.
3401090096	Kaimouh teh nangmouh koe bangtelamaw ka kâen awh tie hah namamouh ni na dei awh. Hringnae hoi kakawi e Cathung katang e thaw tawk hanelah hai thoseh,
34010a00fc	ka tho hane Cathut lungkhueknae dawk hoi maimouh na kahloutsakkung Bawipa Jisuh Khrih, duenae koehoi Cathut ni a thaw sak e Capa teh kalvan hoi bout a tho han tie ngaihawinae, meikaphawk hah pahnawt teh, Cathut koe na kâthungnae kongnaw hai a dei awh.
3402010062	Hmaunawnghanaw, nangmouh koe ka tho awh e hah, ayawmyin lah awm hoeh tie namamouh ni na panue awh.
34020200f7	Nangmouh ni na panue awh e patetlah kaimanaw teh, Filippi khovah rucatnae hoi rektapnae hmaloe ka khang awh hnukkhu, Cathut kângue laihoi kâtuknae kalen kâhmo awh teh, Cathut e kamthang kahawi hah nangmouh hanlah taranhawi laihoi ka pâpho awh.
3402030053	Yonnae, kamhnawngnae, dumyennae lahoi kaimouh ni nangmanaw hah tha na poe awh hoeh.
34020400b3	Kamthang kahawi ka phawt hanelah Cathut ni na ta dawkvah, tami lunghawi sak hane na hoeh, maimae lungthin ka tanouk e Cathut lunghawi sak nahanelah doeh, kaimouh ni ka pâpho awh.
34020500c7	Bangtelamaw tetpawiteh, nangmouh ni na panue awh e patetlah nangmouh pasawtpanepnae lawk buet touh boehai ka dei awh hoeh. Hounlounnae lahoi kâsaknae hai awm hoeh tie teh Cathut nihai a kampangkhai.
34020600b2	Hot hloilah, Khrih e guncei lah ka o teh, nangmouh hnokari na phu sak thai awh ei, tami ni poe e bawilennae hah nangmouh koe ka tawng awh hoeh, alouknaw koehai ka tawng awh hoeh.
3402070053	A manu ni a ca a khetyawt e patetlah nangmouh koe lungnemnae lahoi na khetyawt awh.
34020800a4	Kaimouh ni nangmouh lung na pataw dawkvah, Cathut e kamthang kahawi dueng tho laipalah, kamamae hringnae totouh pasoung hanelah nangmouh koe lungthonae ka tawn awh.
34020900cc	Hmaunawnghanaw, patang laihoi kâyawm e hah nangmouh ni na panue awh. Cathut e kamthang kahawi nangmouh koe ka dei awh nah, nangmouh han hnokari lah ka o awh hoeh nahanelah, karum khodai thaw ka tawk awh.
34020a0093	Nangmouh kayuemnaw rahak ka o awh navah, thoungnae hoi lannae dawk toun hoeh e lah ka o awh e hah nangmouh hoi Cathut teh kapanuekkhaikung lah a o.
34020b0056	Na pa ni canaw a khetyawt e patetlah nangmouh haiyah na khetyawt awh tie na panue awh.
34020c00a9	A ram hoi a lentoenae thungvah nangmouh na ka kaw e ni, a ngai e patetlah hring awh nahanelah, pout laipalah, kâhroecoenae lahoi lung na pahawi awh teh, tha na poe awh.
34020d013e	Nangmouh ni kaimouh koehoi Cathut e kamthang kahawi na dâw awh navah, tami e lawk na dâw awh hoeh, Cathut e lawk roeroe doeh na dâw awh tie hai thoseh, ka yuem tangcoungnaw hringnae dawk, Cathut lawk ni thaw a tawk tie hai thoseh, na dâw awh tie ka thai awh navah, Cathut lungmanae hah pout laipalah ka pholen awh.
34020e00ca	Bangtelah tetpawiteh, hmaunawnghanaw, Khrih Jisuh thung kaawm niteh, Judah ram kaawm, Cathut e kawhmounnaw hah Judahnaw ni a rektap awh e patetlah nangmouh hai namamae taminaw ni rektapnae na khang awh.
34020f00b3	Judahnaw ni Jisuh koehoi a kamtawng awh teh profetnaw a thei awh toe. Maimouh hai na rektap awh toe. Cathut e ngainae hai tarawi awh hoeh. Taminaw puenghoi hai a kâtaran awh toe.
34021000cd	Jentelnaw rungngangnae koe pha sak hanelah kaimouh ni pâpho e kamthang lawk hai a ngang awh teh, amamae yonnae teh pou a kuep sak awh toe. Hatdawkvah, Cathut lungkhueknae ni ahnimouh lathueng a bosin awh.
34021100ab	Hmaunawnghanaw kaimouh teh lungthin hoi tho laipalah, tak hoi dawngdengca kamphei awh navah, nangmae minhmai hmu hanlah, na rabui awh teh, kâhmo hanelah hoe ka panki awh.
3402120091	Hatdawkvah, kaimouh teh nangmouh koe tho hanlah ka ngai awh. Kai Pawl teh nangmouh onae koe vai hni touh tho han ka kâcai ei, Setan ni na ngang.
34021300aa	Maimae Bawipa Jisuh Khrih bout a tho torei teh, amae hmalah kaimae ngaihawinae, lunghawinae hoi, kâoupnae, bawilukhung lah kaawm hane teh, api nahoeh, nangmouh doeh toe.
3402140043	Nangmouh teh kaimae bawilennae hoi lunghawinae katang lah na o awh.
3403010073	Hatdawkvah, kaimouh teh bout ka khang thai awh hoeh dawkvah, Athen kho o hane doeh kahawipoung telah ka ti awh toe.
3403020077	Khrih e kamthang kahawi ka pâpho niteh, Cathut thaw reirei ka tawk e ka nawngha Timote hah nangmouh koe ka patoun awh.
34030300d0	Nangmouh koe ka patoun ngainae teh, kaimouh ni ka khang awh e rutcatnae kecu dawk, api nang hai hnuklah na kâhnawn awh hoeh nahanelah, na yuemnae dawk na cak awh nahanelah, hroecoe sak hanlah doeh ka patoun.
34030400b1	Bangkongtetpawiteh, nangmouh hoi cungtalah o awh navah, maimouh teh, rucat rektapnae khang awh han telah nangmouh koe sut ka dei e patetlah doeh, a tho toe tie hah na panue awh.
340305010f	Hatdawkvah, kâdumkâyennae, taminaw ni nangmouh hah na dumyen awh teh, kaimouh ni patangpalai laihoi thaw ka tawk awh e hah, ayawmyin lah awm payon vaih tie ka puen awh teh, ka khang thai awh hoeh dawkvah, nangmae yuemnae panue han ka ngai awh dawkvah, ka patoun e doeh.
340306011f	Hatei, atuvah Timote teh nangmouh koehoi bout a tho teh, nangmae yuemnae hoi lungpataw awh e, kaimouh ni nangmouh pou na pouk awh teh nangmae mei hmu han ka ngai awh e patetlah, nangmouh nihai kaimouh pou na pouk awh teh, mei hmu han na ngai awh e kamthangnaw hah kaimouh koe bout a dei.
3403070087	Hatdawkvah, hmaunawnghanaw, kaimouh teh, rucatnae hoi rektapnae aphunphun ka khang awh ei nakunghai, nangmae yuemnae ni tha na poe awh.
3403080054	Nangmouh ni Bawipa dawkvah kacaklah na awm awh pawiteh atu kaimouh teh ka hring awh.
340309008f	Maimae Cathut hmalah, nangmouh kecu dawk kaimouh lunghawinae ka hmu awh han e khet navah, Cathut e lungmanae bangtelamaw ka patho thai awh han.
