0100000004	Tite
2f0501013c	Anggūrǝ sǝm ngga à nda kǝla agumli mǝnana sǝm dukiyi aɓalǝia akani a ɓanza. Sǝa ma ɓǝ̀ amǝnia yì agumli sangina ka, sǝm sǝlǝna ama Ɓakuli nǝ̀ pè koyan atà sǝm ngga ɓala a kùli, nggūrǝu mǝnana malkiyi raka, mǝnana Ɓakuli nǝ nggearǝì gilǝki ace sǝm, bu ɓwapǝndǝa nǝ̀ pè raka.
2f05020086	Aɓa mǝnia yì gumli ka, sǝm nggǝ imge, rǝ sǝm kǝ ɓǝla ace kutio a ɓala mǝnana a kùli ka, kǝla oasǝ bǝsa agir-nggūrǝu.
2f05030049	Acemǝnana ɓǝ̀ sǝm oasǝni ka, pà sǝm nǝ̀ duk gbǝrangtang ɗang.
2f05040150	A do ma'sǝm aɓa mǝnia yì gumli a ɓanza ka, sǝm nggǝ imge aɓata dǝmbǝrya mala atanni. Imge ma'sǝm ngga pà acemǝnana sǝm nggǝ earce swár nggūrǝu mala ɓanza ka ɗàng, nda acemǝnana sǝm nggǝ earce oasǝ nggūrǝu mala kùli, ace mǝnana nggūrǝ sǝm mǝnana kǝ wu ka, à nǝ̀ nggaɗi nǝ mǝnana pà nǝ̀ wu raka.
2f050500a8	Ɓakuli nǝ nggearǝì nda mǝnana gilǝki sǝm ace mǝnia yì nggaɗi ka, sǝ pà sǝm Bangŋo Mǝfele male acemǝnana ɓǝ̀ lǝmdǝ ama anggo sǝ nǝ̀ yia lùmsǝo.
2f050600c6	Ace mani ka, sǝm ndanǝ mǝsǝkang-kangŋa ko aya pwari, kat andǝ amani ama sǝm sǝlǝna ama, ɓǝ̀ sǝm ndakani nǝ yilǝmu aɓa nggūrǝu a ɓanza ka, sǝm pà là a ban Mǝtalabangŋo ɗàng.
2f05070050	Do ma'sǝm ngga, do gūlì arǝ Ɓakuli na, mala sǝn gìr nǝ mǝsǝu na ɗang.
2f050800a9	E, sǝm ndanǝ mǝsǝkang-kangŋa, ɓǝ́ eare ma'sǝm ngga, ɓǝ̀ sǝm gapi tarǝ sǝm sǝnǝ mǝnia yì nggūrǝu mala ɓanza ka, ɓǝ̀ sǝm do a ban Mǝtalabangŋo.
2f05090093	Sǝ ado ka, tsǝkdǝmbǝu ma'sǝm ngga, nda mǝnana ɓǝ̀ sǝm pwasǝ bumi, ko sǝm ndakani aɓa mǝnia yì nggūrǝu, ko sǝm purrínì ɓālǝi.
2f050a0111	Acemǝnana sǝm kat ka, dumǝna púp sǝm nǝ̀ nggá came, sǝ do ma'sǝm nǝ̀ lǝmdǝ kwas, a ɓadǝm buno pak ɓashi mala Kǝrǝsti. Ko yan atà sǝm ngga nǝ̀ kum gìr mana kārǝa arǝ gir mǝnana pè aɓa mǝnia yì nggūrǝu a ɓanza ka, ko mǝɓoarne ko mǝɓike.
2f050b0119	Sǝm ngga sǝm sùrǝ́nà rǝ mana nda ɓanggi Mǝtalabangŋo, sǝ sǝm nggǝ ɓariki sǝm nǝ̀ nun ɗenyicau mala aɓwana a baní. Ɓakuli ka súrǝ́nà rǝ sǝm pepè, sǝ tsǝkɓalǝu mem ngga nda mǝnana ama wun ngga wu sùrǝ́nà rǝ sǝm gbal anggo aɓa ɗenyicau ma'wun.
2f050c0134	Sǝm pà aban ɓariki ɗǝm ama sǝm nǝ̀ ɓwangsǝ ɓamur rǝ sǝm a ban wun ɗàng. Awo, sǝm nda ban pà wun tǝ́r gir mǝnana wun nǝ̀ jali nǝ sǝm nǝi ka, ace mǝnana ɓǝ̀ wu kum cau mǝnana wun nǝ̀ ne aɓwana mana à kǝ nggori nǝ puro mala ɓwa aɓa nggūrǝu sǝ à fali nǝ ɓealǝia raka.
2f050d008d	Ɓǝ̀ lǝmdǝa kǝla dǝm sǝm kwar raka, nda àkǝ̀ ce gulo mala Ɓakuli. Sǝ ɓǝ̀ sǝm kwar nǝ kwaro ka, nda àkǝ̀ ce ɓoaro ma'wun.
2f050e00cf	Ɓǝ̀ nda a koya nkanggari ka, earcearǝu mala Kǝrǝsti kǝ yál sǝm. Acemǝnana sǝm pana eare ama, Kǝrǝsti wu ace ɓwapǝndǝa kat ka, sǝm pana eare gbal ama sǝm kat ka, sǝm nda atè aɓa lú male.
2f050f00af	Yi wu ace koyana le ka, ace mǝnana aɓwana mana à ak yilǝmu mǝbǝshe male ka, ɓǝà kǝa dupî ɓamuria ɗàng, ɓǝà dupî Kǝrǝsti, mǝnana wu acea sǝ à loasǝi ka.
2f051000f6	Ace mani ka, twal adyan aban ká dǝmba ka, sǝm nggǝ sǝn ɓwapǝndǝa ɗǝm nǝ sǝne mala ɓanza aɓa nggūrǝu ɗang. Kat andǝ amani ama ɗiɗyal ka, sǝm twal Kǝrǝsti aɓa sǝne mala nggūrǝu ka, adyan ngga, anggo sǝ sǝm twali ɗàng.
2f05110073	Ace mani ka, ɓwa mǝnana kat dumǝna mala Kǝrǝsti ka, pǝlǝna bǝsa ɓwa. Do mǝ'e kutina, do mǝbǝshe tinate.
2f051200a5	Mǝnia yì agir kat ka, ɓoro na nǝban Ɓakuli, mǝnana nyesǝ sǝm a dotarǝu andǝi nǝ bu Kǝrǝsti, sǝ pà sǝm túró bǝlban, mala nyesǝ aɓwana a baní ka.
2f051300bd	Ɓakuli ka nda aban bǝl ɓanza nǝ̀ nyesǝì a baní nǝ bu Kǝrǝsti, bwal acauɓikea malea a ɓabumi ɗàng. Sǝ yì ka, pana sǝm a bù sǝm yì cau bǝlban ace nyesǝ aɓwana a baní.
2f051400e3	Ace mani ka, sǝm nda ka amǝ'pwantu mala Kǝrǝsti; Ɓakuli ka nda rǝ ɓuakia rǝ wun nǝ kún sǝm ama, wu kwaki kir wun arǝ cau ma'sǝm. Sǝm nggǝ ɓuakia rǝ wun a kúnì Kǝrǝsti ama, wu gilǝki nre wun wunǝa Ɓakuli.
2f0515009c	Ɓakuli tsǝk Kǝrǝsti, mǝnana pànǝ cauɓikea raka, pǝlǝ cauɓikea ace sǝm, ace mǝnana aɓalǝi ka, sǝm nǝ̀ pǝlǝ amǝ'cauɓoarna a ban Ɓakuli.
2f060100a7	Acemǝnana sǝm nda ɓituro sǝnǝa Ɓakuli ka, sǝm nggǝ zǝmba wun, wu kǝa ak ɓwamuru mala Ɓakuli mǝnana pa wun ngga ɓà, wu pàngŋǝ̀nà túró nǝi ɗàng.
2f060200f5	Ɓakuli ka, kǝ bang ama: “Àkǝ̀ bu-pwari mala lǝmdǝ earmúrú mem ngga, ǝn oeo. Lang pwari mala amsǝo yina ka, ǝn dupo gbasha.” Sǝni! Ado mǝno ka ndà pwari mǝnana Ɓakuli kǝ lǝmdǝ earmúrú male ka; yalung ndà pwari amsǝban.
2f060300ac	Sǝm ngga, sǝm nggǝ dukdo a njar mǝnana ɓǝ̀ sǝm ngga dupî kǝɓwa tǝ́r annda raka, ace mǝnana kǝɓwa ɓǝ̀ kǝa kum mǝɓane aɓa túró mishan ma'sǝm ɗàng.
2f060400d3	A kúnì ka, aɓa koyagir sǝm pak ka sǝm nggǝ lǝmdǝa ama sǝm nda ka amǝturo-mishan mǝ'mǝsǝcau nì mala Ɓakuli. Sǝm nggǝ pe nǝ shakminǝu kǝ̀rkǝ́r aɓalǝ atanni, aɓa rǝpina, andǝ domǝkwane.
2f060500a8	À walki sǝm, à ramta sǝm a ndàkurban, aɓwabundǝa lo arǝ sǝm aɓa bumlulla; sǝm pak túró aɓa aulǝa, sǝm dum nǝ gandǝrǝu aɓa ɗwanyi ntulo andǝ nzala.
2f060600b5	Sǝm nggǝ lǝmdǝ ɓamur rǝ sǝm nǝ doɓoarnsari, andǝ sǝlǝe, andǝ munyi, andǝ pe mǝɓoarne, nǝ bu Bangŋo Mǝfele mǝnana aɓalǝ sǝm ngga, sǝ nǝ earcearǝu mǝɓafoe.
2f060700fd	Sǝm nggǝ hamnǝ mǝsǝcau nǝ ɓabum kat, sǝ nǝ rǝcandǝa mala Ɓakuli aban pak túró aɓalǝ sǝm. Sǝm nggǝ pak túró nǝ ɓealɓoarna ma'sǝm kǝla agirbura a bu sǝm mǝlì ace ká nǝ munǝo, sǝ a bu sǝm mǝ'nggare ace mgbàllì agirbura.
2f060800d9	Sǝm nggǝ pakki Ɓakuli túró, ko aɓwana gusǝlǝ sǝm, ko à būrǝce sǝm, ko à twal lullǝ sǝm, ko à ɓwangsǝ sǝm. Aɓwana twal sǝm kǝla amǝ swarkiban, sǝama sǝm nggǝ pak agir nǝ ɓabum sǝm mwashat.
2f060900ad	Sǝm do kǝla à súrǝ̀ sǝm ɗàng, sǝ à sùrǝ́nà rǝ sǝm pepè. Sǝm do kǝla sǝm nda kun lú, sǝ sǝm ndanǝ yilǝmu. À walki sǝm, sǝ à wal-lú sǝm ɗàng.
2f060a0108	Kat andǝ amani ama à tsǝk sǝm aɓa bumkiɗikea ka, sǝm nda aɓa bumpwasǝa ko aya pwari. Ko ɓǝ̀ ndo ama sǝm nda ka amǝ'tǝ̀r ka, sǝm nggǝ tsǝk aɓwana pas à duk amǝ'kume. Mǝsǝcau na ama sǝm pànǝ kǝgìr ɗàng, sǝama girbunda kat ka ma'sǝma.
2f060b0086	Wun aɓi sǝm mǝnana a Korinti ka! Sǝm sǝmbǝrǝa wun kǝcau ɗàng, sǝm na wun a banfana, sǝm mǝn ɓabum sǝm bwāng a ban wun.
2f060c0060	Sǝm lǝmdǝ earcearǝu aban ká a ban wun, sǝ wun ngga, wu pànǝ earcearǝu arǝ sǝm ɗàng.
2f060d00ab	Ən nggǝ na wun cau kǝla amunem. Ace earcearǝu mǝnana sǝm ndanǝi arǝ wun ngga, pa wu nǝ̀ lǝmdǝa sǝm earcearǝu gbal re? Wu mǝn ɓabum wun aban yiu a ban sǝm.
2f060e00c1	Wu kǝa kpapi ɓamur rǝ wun wunǝ aɓwana mǝnana à pa ɓamuria a ban Kǝrǝsti raka ɗàng. Mana kpapi ɓealɓoarna andǝ ɓealɓikea? Sǝ tǎlaban ngga, lang sǝ à nǝ̀ do andǝ pǝndǝa?
2f060f006f	Sǝ ya dotarǝu na kpapi Kǝrǝsti andǝ Shetan? Sǝ mana kpapi mǝkwaɗi andǝ ɓwa mǝnana mǝkwaɗi na raka?
2f06100115	Sǝ mana kpapi Ndàmǝgule mala Ɓakuli andǝ nda ka alú? Sǝm ngga, sǝm nda ka ndàmǝgule mala Ɓakuli Mǝyilǝmui. Kǝla mǝnana Ɓakuli na ka: “Mǝ nǝ do aɓalǝ aɓwana mem, mǝ nǝ gya aɓalǝia, Mǝ nǝ duk Ɓakuli amúrià, sǝ yia ka, à nǝ̀ duk aɓwana mem.”
2f061100d0	“Acemani ka, wu purî ɓalǝ amǝ'ɓealɓikea, wu duk zak! Wu kǝa gbashi rǝia ɗàng, anggo sǝ Mǝtalabangŋo na. Wu kǝa je kǝgìr mǝnana mim Ɓakuli ǝn ginǝce ka ɗàng, sǝ mǝ nǝ gingsǝ wun.”
2f06120079	“Mǝ nǝ duk Tár wun, sǝ wun nǝ̀ duk amunem. Mǝnia ka nda cau mǝnana Mǝtalabangŋo mana Karban kat bang ngga.”
2f0701012b	Wun amǝ'eamrǝarǝu, acemǝnana sǝm ndanǝ amǝnia yì apacau ka, ɓǝ̀ sǝm lak ɓamur rǝ sǝm arǝ agir mǝnana kat à nǝ̀ ká nǝ nggūrǝ sǝm ko bangŋo ma'sǝm aɓa pě mǝnana Ɓakuli ginǝce ka. Ɓǝ̀ sǝm nggǝ pa anggo ka, sǝm nǝ̀ kum lùmsǝo nǝ domǝfele aɓa ɓanggi Ɓakuli.
2f0702009d	Wu lǝmdǝa sǝm earcearǝu a ɓabum wun. Sǝm pakki kǝɓwa mǝɓane ɗang; sǝm tsǝk kǝɓwa a njargula ɓwarkio ɗang, sǝ sǝm ɓǝmbǝri kǝɓwa ɗang.
2f070300a2	Ən pa aban na mǝnia yì cau ka ace ɓǝsǝki wun ɓà ɗang. Sǝ kǝla mǝnana ǝn bang a dǝmba ka, wun ngga wu nda a ɓabum sǝm, ko aɓa lú ko aɓa yilǝmu.
2f070400b1	Mǝ ndanǝ mǝsǝkang-kangŋa arǝ wun, sǝ ǝn nggǝ nggori nǝ wun. Wu ɓàngnà ɓabumam kǝ̀rkǝ́r; aɓalǝ atanni ma'sǝm kat ka ǝn lumsǝ nǝ banɓoarnado kǝ̀rkǝ́r.
2f070500bd	Lang sǝm yì bwalǝna Masǝdoniya ka, ko sǝm kum usǝlǝo a nggūrǝ sǝm ɗang. A koya ban sǝm pǝlǝ ka, kǝ tanni na. Nǝ nza ka, kúnɓuàna na, nǝ ɓaɓalǝu ka, ɓalǝkasǝkya na.
2f07060060	Sǝ Ɓakuli mǝnana kǝ giriki amǝ ɓabum-ɓungya ka, nda yi giriki sǝm nǝ yiu mala Titus ka.
2f07070119	Sǝn ɓamǝsǝi nda pa sǝm bumpwasǝa nǝmurǝì ka ɗàng, nda andǝ cau mǝnana yi na ama, wu ɓak ɓabumi ka. Yi bangga sǝm ce rǝɓǝla ma'wun acem, andǝ bumkiɗikea ma'wun arǝ gir mǝnana kumban ngga, andǝ pu anzǝm ma'wun acem; sǝ mǝno ka ciem banɓoaram kǝ̀rkǝ́r.
2f070800d3	Ko ɓǝà na ama ǝn kiɗikea wun ɓabum wun nǝ mǝno yì cauterǝa ǝn tasǝa wuni ka, ǝn pak ɓǝnsǝlǝma ɗang. Kat andǝ amani ka, ǝn yi pak ɓǝnsǝlǝma, lang ǝn yi sǝlǝ ama ce kwan rǝ wun zuku ka.
2f0709013b	Sǝ ado ka, ban kǝ ɓoaram, pa acemǝnana ama ǝn kiɗiki bum wun ngga ɗang, nda acemǝnana ama kiɗiki mala ɓabum wun tsǝk wun, wu pwanzali, wu nggaɗi aɓeal wun. Mǝno ka nda ulang bumkiɗikea mǝnana Ɓakuli earkiyice ama ɓǝ̀ aɓwana male ɓǝa kǝ pak ka. Ace mani ka, sǝm pakka wun gìr'kwanban ɗang.
2f070a0152	Ulang bumkiɗikea mǝnana Ɓakuli earkiyice ɓǝ̀ sǝm kutio aɓalǝi ka, nda mǝnana kǝ tsǝk sǝm, ɓǝ̀ sǝm nying cauɓikea, aban ká kum amsǝban. Ɓǝnsǝlǝma pa kàm aɓa ulang mǝno yì bumkiɗikea ka ɗang. Sǝa ma bumkiɗikea mǝnana mala ɓanza na ka, pǝlǝì cauɓikea nzǝm pa aɓalǝi ɗang, sǝ kǝ ká nǝ ɓwa a lú.
2f070b01c9	Wu sǝn gir mǝnana bumkiɗikea mala ɓanggi Ɓakuli pusǝ aɓalǝ wun ngga! Tsǝk wun arǝ kum ɓabumpina mala pě. Tsǝk wun a lǝmdǝ do kunpwasǝa ma'wun. Tsǝk wun a bumlulla arǝ pě mǝɓane. Tsǝk wun a ɓalǝkasǝkya. Tsǝk wun a rǝuɓǝla ace sǝn ɓamǝsǝam. Tsǝk wun a ɓabumpina arǝ pakki agir mala Ɓakuli, sǝ pà wun ɓabum mala nunkir amǝ'cauɓikea. Wu lǝmdǝna arǝ anjar kat ama wu pàngŋǝ̀nà gir mǝnana kat ɓoaro ɓǝa pe ka.
2f070c00fe	Tǝr gilǝa wun mǝno yì cauterǝa ka, pa ace ɓwa mǝnana pak cauɓikea, ko ɓwa mǝnana à pakki wi cauɓikea ka ɗang. Ən gilǝa wun ace mǝnana, a ɓadǝm Ɓakuli ka, wun nǝ ɓamur rǝ wun ngga, wu nǝ̀ sǝn lime mala pu a nzǝm ma'wun arǝ sǝm.
2f070d00be	Mǝnia ka ɓakɓabum sǝm kǝ̀rkǝ́r. Kpapi andǝ mǝno yì ɓakɓabum ngga, banɓoara sǝm arǝ sǝn bumpwasǝa mala Titus ace akban mǝnana wun kat wu é sǝ wu tsǝì ɓabumi nong ngga.
2f070e00d7	Ən bangŋǝni wi nǝma, ǝn nggǝ nggori nǝ wun, sǝ ado ka wu pam kǝsǝkya ɗang. Sǝ kǝla mǝnana ko man kat sǝm bangga wun ngga mǝsǝcau na ka, anggo gbal sǝ nggori ma'sǝm aban Titus ka, dumǝna mǝsǝì!
2f070f00a9	A dyan ngga earcearǝu male aban wun ngga, kútì rǝcandǝa, yi mana ɓǝ̀ ɗenyi nǝ okiru ma'wun kat a baní andǝ akban mǝnana wu é nǝ rǝɓǝla andǝ pagulo ka.
2f07100051	Adyan ngga, mǝ ndanǝ banɓoarnado, acemǝnana mǝ ndanǝ nzǝmcandǝa arǝ wun.
2f0801009e	Wun amǝ'eamrǝarǝu, sǝm nggǝ earce ɓǝ̀ wu súrǝ̀ gir mǝnana Ɓakuli, aɓa ɓwamuru male ka, pè aɓalǝ a'ikǝlisiya mǝnana a nzali Masǝdoniya ka.
2f080200db	À kum kārǝkiban kǝ̀rkǝ́r nǝ atanni mǝnana yiu amúrià ka; sǝama à lùmsǝ nǝ banɓoarnado kǝ̀rkǝ́r mǝnana yinǝia à mǝn buia kpǝm aɓa paɓoro malea, kat andǝ amani ama, yia ka amǝtapwasǝa na ka.
2f0803008f	Mǝ nǝ gandǝ bang amúrià ama, à pà gir mǝnana kume malea bwal ka, yàle à pà gìr mǝnana kútì kume malea ka nǝ eare mala ɓabumia.
2f08040068	À camarǝ ɓuaki arǝ sǝm ama ɓǝ̀ sǝm nyinggia wia njar mala pabu ace bwalia aɓwana mala Ɓakuli.
2f080500a9	À pak gir mǝnana ɗenyicau ma'sǝm bwal banì raka. À tite ka, à pà ɓamuria aban Mǝtalabangŋo, sǝ à pà aban sǝm kǝla mǝnana Ɓakuli earce ama ɓǝa pak ka.
2f080600cd	Ace mani ka, sǝm ɓuaki arǝ Titus, yì māna nda ɓwa mǝnana tita ɓak ɓabum wun arǝ pabu ka, ɓǝ̀ nyare aban wun, ɓǝ̀ ɓak ɓabum wun, ɓǝ̀ wu kyan nǝ mǝnia yì túró pabu ka a masǝlǝate.
2f08070111	Wun ngga wu nda dǝmba aɓa koya gir ka. Wu nda dǝmba aɓa paɓamuru, andǝ sǝlǝ nacau, andǝ súrǝ̀gir, andǝ rǝɓǝla arǝ túró, sǝ earcearǝu ma'wun ace sǝm. Anggo sǝ ǝn nggǝ earce ɓǝ̀ wu pa a dǝmba gbal aɓa mǝnia yì ɓwamuru wu ndanǝi mala pabu ka.
2f080800b0	Ən pa aban tsǝk wun púp ɓǝ̀ wu pè anggo ɗang. Mǝ nda aban kārǝki came nǝ mǝsǝcau mala earcearǝu ma'wun arǝ ɓabumpina mala pě mǝnana aɓea ikǝlisiya nani ka.
2f080900cc	Wu sǝlǝna nǝ ɓwamuru mala Mǝtala sǝm Yesu Kǝrǝsti; mǝnana kat andǝ amani ama yì ka, mǝkume na ka, yi duk mǝ'tǝ̀r ace wun, ace mǝnana wun, aɓa dotǝ̀r male ka, ɓǝ̀ wu pǝlǝa amǝkume.
2f080a00d4	Sǝ kwarkiru mem nia ka: Nda àkǝ ce ɓoaro ma'wun ɓǝ̀ wu masǝlǝta gìr mǝnana wu tite nǝ bǝān ngga. Nǝ bǝān ngga, wu nda ka amǝdǝmba mǝnana wu bang ce pe ka, sǝ kǝ wun na mǝnana wu tita pa ka.
2f080b00b8	Ado ka, wu masǝlǝta gìr mǝnana wu tite ka. Rǝɓǝla mǝnana wu lǝmdǝí a dǝmbe ka, ɓǝ̀ pusǝrǝi ado aɓa pàbu ma'wun. Wu pǎ ɓǝ̀ kārǝa arǝ gir mǝnana wu ndanǝi ka.
2f080c00c2	Ɓoro mǝnana ɓwa earǝna nǝ ɓabumi mwashat nǝ̀ pà ka Ɓakuli nǝ̀ é, sǝ yì paɓoro ka, ɓwa ɓǝ̀ kārǝi arǝ gir mǝnana ndanǝi ka, pà a kun gir mǝnana ɓwa pànǝi raka ɗàng.
2f080d009a	Ən pa aban bang mǝnia ka ace mǝnana ɓǝn usǝlǝ aɓea ɓwana sǝ wun ngga mǝ nǝ para wun tanni amur wun ɗàng. Eare mem ngga, ɓǝ̀ wu karǝ kat.
2f080e00d5	Ado ka, kume ma'wun kpǝm ngga nǝ̀ gandǝ bwalia wia kàm aɓa tǝle malea, ace mǝnana a ɓè fara ka kume malea kpǝm ngga nǝ̀ gandǝ bwala wun kàm gbal aɓa tǝle ma'wun, sǝ anggo ka, wun nǝ̀ karǝ kat.
2f080f00a1	Kǝla mǝnana Malǝmce bang ngga: “Ɓwa mǝnana ram kpǝm ngga, kǝgìr eapi wi amurí ɗàng. Sǝ ɓwa mǝnana ram bǝti ka, kǝgìr shíngnǝì wi ɗàng.”
2f0810005c	Ən nggǝ pakki Ɓakuli yàwá, ace pè Titus ɓabum ulang mǝnana mǝ ndanǝi ace wun ngga.
2f0811007c	Titus ear nǝ zǝmba ma'sǝm a baní ɓǝ̀ kya sǝn wun ɗǝm. Yàle yì nǝ nggearǝì ka, ndanǝ rǝɓǝla mala sǝn wun.
2f081200ae	Sǝm ndya sǝm nggǝ tasǝ ɓe mǝ'eamrǝarǝu atè ka, mǝ'eamrǝarǝu mǝnana a'ikǝlisiya mǝnana kat akani ka, à kǝ ɓwangsǝi ace túró male aɓa hamnǝ Cau Amsǝban.
2f0813013e	Ɗǝm ngga, amǝno yì a'ikǝlisiya ka à twalǝna mǝnia yì mǝ'eamrǝarǝu ka ɓǝ̀ duk ɓi sǝm mǝtúró aɓa gya ma'sǝm. Yì ka, ɓǝà angŋa dǝmba à warina a Korinti ka, sǝm nǝ̀ nggá o sǝnǝia a Urǝshalima nǝ ɓoro, ace gusǝlǝ Mǝtalabangŋo, andǝ lǝmdǝ pà ɓamuru ma'sǝm arǝ bwaliarǝu kam.
2f08140091	Sǝm nǝ̀ yia o a tarǝ sǝm, ace mǝnana ɓǝà kǝa tsǝka sǝm kun, amur njar mǝnana sǝm nggǝ kar nǝ mǝnia yì ɓoro ma'wun ngga ɗàng.
2f0815008a	Sǝm ngga, sǝm nggǝ earce pàk gìr mǝnana nǝ̀ pwasǝbum Mǝtalabangŋo ka, andǝ mǝnana ɓwapǝndǝa nǝ̀ sǝni nda a nzongŋi ka.
2f08160132	Ɗǝm ngga, ɓè mǝ'eamrǝarǝu nakani mǝnana sǝm nggǝ túrí aban wun andǝ aɓwana mǝno ɓari ka. Aɓa mǝsǝcau ka, lǝmdǝna sǝmi kusǝ pas ama kǝ earce nǝ̀ bwala wun nggam. Sǝ ado ka, ɓabum mǝnana ndanǝi ace bwala wun ngga, kútì mǝnana ɗiɗyal ka, acemǝnana yì ka, earnǝ wun pepè.
2f08170102	Ɓǝ̀ kǝ ɓwa nǝ̀ ɗiban amur Titus ka, wu ne wi ama ɓiam na mǝnana sǝm nggǝ pak túró sǝnǝi aɓalǝ wun ngga. Sǝ ɓǝ̀ à nǝ̀ ɗiban amur amǝ'eamrǝarǝu mana atè ka, wu nea wia ama, yia ka a'ikǝlisiya nǝ̀ túriá ace gusǝlǝ Kǝrǝsti.
2f0818007e	Ace mani ka, wu lǝmdǝì aɓwana man a banfana a ɓadǝmba a'ikǝlisiya, earcearǝu ma'wun andǝ tǝ́r jali ma'sǝm nǝ wun.
2f0901006d	Pà nǝ̀ ɓoaro mǝ gilǝa wun cau amur mǝnia yì túró bwalì amǝkwaɗi mǝnana a Urǝshalima ka ɗàng,
2f09020153	acemǝnana ǝn sǝlǝna ce rǝɓǝla mǝnana wu ndanǝi a ɓabum wun arǝ mǝnia yì bwaliarǝu ka. Ən nggǝ jali nǝ wun aban ikǝlisiya mǝnana a Masǝdoniya ka, ama wun mǝnana a Akaya ka, nǝbǝān sǝ wu gilǝ rǝ wun ace paɓoro. Nggearǝ ɓabumpina ma'wun nǝ̀ soa ɓabum abangula amǝkwaɗi mǝnana a Masǝdoniya ka arǝ paɓoro.
2f09030118	Sǝ mǝ nda aban tasǝ amǝnia yì amǝ'eamrǝarǝu ka aban wun, ace mǝnana mǝ dumnǝ sǝlǝe ama wu gilǝna rǝ wun, kǝla mana ǝn nea wia ama wu ramǝna aɓoro ma'wun a banɓwáná ka. Ən earce nǝma nggori ma'sǝm amur wun ngga ɓǝ̀ kǝa ɗwanyi mǝsǝcau aɓalǝi ɗang.
2f090400e0	Sǝm nǝ̀ kum kǝsǝkya, sǝ ma'wun yì kǝsǝkya ka nǝ̀ gul kpǝm, yì mana ɓǝà aɓea amǝkwaɗi mǝnana a Masǝdoniya, yiu atàm sǝ à yì kum wun ngga, wu kur rǝ wun kǝla mana ǝn nea wia nǝ makɓalǝu ka, raka.
2f0905012f	Nda gir nì sǝ ɓoaro mǝ tasǝ amǝnia yì amǝ'eamrǝarǝu ka, ɓǝa akàm dǝmba, ɓǝa kya sǝlǝ ama ɓoro mǝnana wu eare wu nǝ̀ pà ka, wu tsǝngŋǝni a banɓwáná. Sǝ eare mem ngga, nǝma ɓǝ̀ pagìr ma'wun ɓǝ̀ duk eare mala ɓabum wun, ɓǝ̀ kǝa do ama, wu pàbu nǝ nggwani ɗang.
2f090600be	Ɓǝ̀ ɓalǝ wun kasǝa arǝ mǝnia ka: Ɓwa mǝnana ɓeal mǝsǝɓeale watsǝkǝrak ka, nǝ̀ nggá pwan watsǝkǝrak; sǝ ɓwa mǝnana ɓeal aɓa mǝnbu kpǝm ngga, nǝ̀ pwan gbal kpǝm.
2f090700c3	Koyan ngga ɓǝ̀ pà gir mǝnana kasǝi a ɓabumi nǝ̀ pà ka. Wu kǝa pà nǝ ɓukkibum, ko kǝla à tsǝk wun púp ɗang, acemǝnana Ɓakuli kǝ earce ɓwa mǝnana kǝ pabu nǝ bumpwasǝa ka.
2f090800f3	Ɓakuli ka nǝ̀ gandǝ pà wun gìr mǝnana kútì mǝnana kat wu alkiyite ka, ace mǝnana a koya pwari ka, wun nǝ̀ pang nǝ gir mǝnana kat wu earkiyice ace ɓamur rǝ wun ngga, nǝ ɓè kàm kpǝm amurí ace pak koya túró mǝɓoarne ka.
2f0909007e	Kǝla mǝnana Malǝmce bang ngga: “Kǝ mesǝ ɓoro a ban amǝ'tǝ̀r, Atúró mǝɓoarne male ka, à pà nǝ̀ mal ɗang.”
2f090a00f1	Ɓakuli mǝnana pākíyì mǝ'rya mǝsǝɓeale andǝ girlina ka, nǝ̀ pà wun mǝsǝɓeale mǝnana wu earkiyi ce ka, sǝ nǝ̀ gusǝlǝ gir mǝnana wun nǝ̀ pwano aɓalǝ atúró mǝɓoarne ma'wun, mǝnana wu pà nǝ ɓabum wun mwashat ka.
2f090b00da	Ɓakuli nǝ̀ pà wun kume a koya njarì ka, acemǝnana ɓǝ̀ wu dum nǝ mǝnbu aɓa paɓoro a koya pwari. Sǝ ɓǝ̀ sǝm warina nǝ aɓoro ma'wun a ban aɓwana mǝnana à pa nǝi raka, à nǝ̀ pakki Ɓakuli yàwá.
2f090c00a2	Mǝnia yì túró mǝɓoarne wu pè ka nǝ̀ tsǝa tǝle mala amǝkwaɗi mǝnana a Urǝshalima ka nǝ̀ malâ, sǝ yàwá nǝ̀ alí a ban Ɓakuli nǝ bumpwasǝa.
2f090d0106	Sǝ ace mǝnia yì gir mǝɓoarne túró ma'wun lǝmdǝí ka, aɓwana nǝ̀ pè Ɓakuli gulo. Mǝnbu ma'wun aɓa gaugir wunǝia andǝ acili aɓwana ka, nǝ̀ lǝmdǝ pa ɓamuru ma'wun aɓata Cau Amsǝban mala Kǝrǝsti, mǝnana wu bangce a ɓadǝmbǝ aɓwana ka.
2f090e0072	Sǝ à nǝ̀ pak hiwi ace wun, nǝ nzal wun a bumia ace ɓwamuru mǝ'kǝ̀rkǝ́r nì mǝnana Ɓakuli pa wun ngga.
2f090f0058	Ɓǝà pakki Ɓakuli yàwá ace ɓoro male mǝnana à pà nǝ̀ gandǝ bǝlɓalǝi raka.
