0100000008	Génesis
290d16008d	Porque se levantarán falsos cristos y falsos profetas. Mostrarán señales y prodigios a fin de extraviar a los escogidos, si fuera posible.
290d170038	Pero ustedes estén alerta. Les predije todas las cosas.
290d180077	Pero en aquellos días, después de aquella tribulación, el sol se oscurecerá, la luna no dará su claridad nocturna,
290d19005b	las estrellas caerán del cielo, y las potencias que están en los cielos serán sacudidas.
290d1a0059	En ese tiempo verán al Hijo del Hombre que viene en [las] nubes con gran poder y gloria.
290d1b009c	Entonces enviará a los ángeles y reunirá a los escogidos de los cuatro puntos cardinales, desde [el] extremo de [la] tierra hasta [el] extremo del cielo.
290d1c0075	De la higuera aprendan la parábola: Cuando ya su rama enternece y brotan sus hojas, saben que el verano está cerca.
290d1d0063	Así también ustedes, cuando vean que suceden estas cosas, sepan que está cerca, a [las] puertas.
290d1e0060	En verdad les digo: Que de ningún modo pase este linaje hasta que se cumplan todas estas cosas.
290d1f004a	El cielo y la tierra pasarán, pero mis palabras de ningún modo pasarán.
290d20006a	Con respecto a aquel día o la hora, nadie sabe, ni los ángeles en [el] cielo, ni el Hijo, sino el Padre.
290d21003d	Cuidado, estén alerta, porque no saben cuándo es el tiempo.
290d22008b	Sucederá como cuando un hombre viaja y deja su casa. Da a sus esclavos la autoridad, a cada uno su trabajo y ordena al portero que vigile.
290d230083	Velen, pues, porque no saben cuándo viene el señor de la casa: si en la tarde, a media noche, al canto del gallo o en la mañana,
290d240035	no sea que, al llegar de repente, los halle dormidos.
290d25002d	Lo que digo a ustedes, digo a todos: ¡Velen!
290e0100a0	Dos días después se celebraba la Pascua y los Panes sin Levadura. Los principales sacerdotes y los escribas buscaban cómo detenerlo por engaño y asesinarlo.
290e020049	Decían: ¡No en la fiesta! No sea que se produzca un tumulto del pueblo.
290e0300de	Cuando Él estaba reclinado en Betania en la casa de Simón el leproso, se acercó una mujer con un frasco de alabastro con perfume de nardo puro muy costoso. Quebró el frasco de alabastro y [lo] derramó sobre su cabeza.
290e040059	Algunos que se indignaron [decían]: ¿Para qué [ella] hizo este desperdicio de perfume?
290e050056	Porque podría venderse por más de 300 denarios para dar a los pobres. La censuraban.
290e06004a	Pero Jesús dijo: Déjenla. No la molesten, porque buena obra hizo en Mí.
290e070078	A los pobres siempre [los] tienen con ustedes, y cuando quieran pueden hacerles bien, pero a Mí no [me] tienen siempre.
290e080054	Hizo lo que tenía disponible. Ungió mi cuerpo con anticipación para la sepultura.
290e090070	En verdad les digo: Dondequiera que se prediquen las Buenas Noticias se contará lo que hizo en memoria de ella.
290e0a0057	Entonces Judas Iscariote, uno de los 12, fue a los sumos sacerdotes para entregárselo.
290e0b0075	Al oír [esto], ellos se regocijaron y prometieron darle plata. Y él buscaba una manera conveniente para entregarlo.
290e0c009c	El primer día de los Panes sin Levadura, cuando celebraban la Pascua, los discípulos le preguntaron: ¿Dónde quieres que preparemos para comer la pascua?
290e0d0086	Envió a dos de sus discípulos y les ordenó: Vayan a la ciudad, y un hombre que lleva un cántaro de agua los encontrará. Síganlo,
290e0e0083	y donde entre, digan al señor de la casa que el Maestro dice: ¿Dónde está mi aposento para comer la pascua con mis discípulos?
290e0f0058	Él les mostrará un gran aposento alto, amoblado y dispuesto. Preparen allí la pascua.
290e100059	Los discípulos fueron a la ciudad. Encontraron como Él les dijo y prepararon la pascua.
290e110023	Al llegar la noche, fue con los 12.
290e12007a	Cuando estaban reclinados y comían, Jesús dijo: En verdad les digo que uno de ustedes quien come conmigo, me entregará.
290e13002f	Se entristecieron y le preguntaban: ¿Seré yo?
290e14004c	Él les contestó: Es uno de los 12, quien moja el pan en el tazón conmigo.
290e1500a9	En verdad, el Hijo del Hombre sigue [adelante], como está escrito de Él. Pero, ¡ay de aquél hombre quien entrega al Hijo del Hombre! Le sería mejor no haber nacido.
290e160060	Mientras comían, Jesús tomó un pan, dio gracias, lo partió y dijo: Tomen, esto es mi cuerpo.
290e17004c	Después de tomar una copa y dar gracias, les dio, y todos bebieron de ella.
290e180040	Y dijo: Esto es mi sangre del Pacto que es derramada por muchos.
290e190085	En verdad les digo: Que de ningún modo beba [Yo] más del fruto de la vid hasta aquel día cuando lo beba nuevo en el reino de Dios.
290e1a0045	Después de cantar un himno salieron hacia la Montaña de Los Olivos.
290e1b007c	Jesús les dijo: Todos ustedes serán conturbados, porque está escrito: Heriré al Pastor, y las ovejas serán dispersadas.
290e1c0043	Pero después de ser resucitado, iré delante de ustedes a Galilea.
290e1d0044	Entonces Pedro le dijo: Si todos son conturbados, ciertamente yo no.
290e1e0078	Jesús le respondió: En verdad te digo que hoy, esta noche, antes que un gallo cante dos veces, me negarás tres veces.
290e1f006f	Pero Pedro insistía: Aunque sea necesario morir contigo, de ningún modo te negaré. Y lo mismo decían todos.
290e200080	Entonces fueron a un sitio llamado Getsemaní, y [Jesús] dijo a sus discípulos: Siéntense aquí, hasta que Yo hable con Dios.
290e210052	Tomó con Él a Pedro, Jacobo y Juan. Entonces [se] entristeció y [se] angustió.
290e22005a	Les dijo: Mi alma está profundamente afligida hasta [la] muerte. Quédense aquí y velen.
290e230089	Después de ir un poco adelante, se postraba en tierra y hablaba con el Padre. [Pedía] que si fuera posible, pasara de Él aquella hora.
290e24009e	Y decía: ¡Abba! que significa Padre. ¡Todas las cosas son posibles para Ti! ¡Aparta de Mí esta copa! Pero no lo que Yo quiero, sino lo que Tú [quieras].
290e250074	[Jesús] volvió y los halló dormidos, y dijo a Pedro: Simón, ¿duermes? ¿No tuviste fuerzas para velar una hora?
290e26007c	Velen y hablen con Dios para que no entren en tentación. El espíritu a la verdad está dispuesto, pero la carne es débil.
290e270028	Fue otra vez y dijo las mismas palabras.
290e28006a	Al regresar otra vez, los halló dormidos, porque sus ojos estaban pesados, y no sabían qué responderle.
290e2900a7	Volvió la tercera vez y les dijo: Duerman y descansen lo que resta. ¡Es suficiente! Llegó la hora. Ya el Hijo del Hombre es entregado en las manos de los pecadores.
290e2a0039	¡Levántense! Vamos. Miren, el que me entrega se acerca.
290e2b00bb	Al instante, mientras aún Él hablaba, llegó Judas, uno de los 12, acompañado por una turba con espadas y garrotes enviados por los principales sacerdotes, los escribas y los ancianos.
290e2c0067	El que lo entregaba les dio una señal: Es Aquel a Quien yo bese. Arréstenlo y llévenlo bajo guardia.
290e2d004f	De inmediato, se acercó Judas y le dijo: ¡Maestro! Y lo besó aparatosamente.
290e2e0036	Entonces le pusieron las manos encima y lo arrestaron.
290e2f0066	Pero uno de los presentes sacó la espada, atacó al esclavo del sumo sacerdote y le amputó la oreja.
290e30005b	Jesús les preguntó: ¿Como contra un bandido salieron con espadas y garrotes a detenerme?
290e310084	Cada día estaba con ustedes y enseñaba en el Santuario, y no me arrestaron. Pero [esto sucede] para que se cumplan las Escrituras.
290e32001f	Todos lo abandonaron y huyeron.
290e33003e	Un joven lo seguía cubierto con una sábana. Y lo arrestaron,
290e34002b	pero él soltó la sábana y huyó desnudo.
290e35007d	Llevaron a Jesús ante el sumo sacerdote. [Allí] se reunieron todos los principales sacerdotes, los ancianos y los escribas.
290e36007a	Pedro lo siguió de lejos, hasta el patio del sumo sacerdote, y se sentó con los guardias para calentarse junto al fuego.
290e370079	Los principales sacerdotes y el Tribunal Supremo buscaban testigos contra Jesús para asesinarlo, pero no [los] hallaban.
290e380056	Porque muchos daban falso testimonio contra Él, pero los testimonios no eran iguales.
290e390037	Algunos que dieron falso testimonio contra Él dijeron:
290e3a0086	Nosotros lo oímos cuando dijo: Yo destruiré este Templo hecho por manos humanas, y en tres días edificaré otro no hecho por manos.
290e3b002a	Pero aun así su testimonio no coincidía.
290e3c0063	El sumo sacerdote se levantó y preguntó a Jesús: ¿Nada respondes a lo que testifican contra ti?
290e3d0081	Pero Él guardó silencio y nada respondió. El sumo sacerdote le preguntaba otra vez: ¿Eres Tú el Cristo, el Hijo del Bendito?
290e3e007c	Jesús respondió: Yo soy. Verán al Hijo del Hombre sentado a la mano derecha del Padre y que viene en las nubes del cielo.
290e3f0059	Entonces el sumo sacerdote rasgó sus ropas y dijo: ¿Qué necesidad tenemos de testigos?
290e40005a	Ustedes oyeron la blasfemia. ¿Qué les parece? Y todos ellos lo declararon reo de muerte.
290e410095	Algunos comenzaron a escupirlo, a cubrirle el rostro, a darle puñetazos y a decirle: ¡Profetiza! También los alguaciles lo recibieron a bofetadas.
290e42005a	Mientras Pedro estaba abajo en el patio, apareció una de las esclavas del sumo sacerdote.
290e43006e	Cuando vio que Pedro se calentaba, lo miró fijamente y le dijo: ¡Tú también estabas con Jesús de Nazaret!
290e440046	Pero él negó: No sé ni entiendo lo que dices. Y salió a la puerta.
290e450052	Al verlo otra vez, la esclava repitió a los presentes: ¡Éste es [uno] de ellos!
290e46009a	Pero él negó otra vez. Un poco después, los que estaban presentes dijeron otra vez a Pedro: ¡Verdaderamente eres de ellos, pues también eres galileo!
290e47004f	Y él juró con maldición: ¡No conozco a este Hombre de Quien ustedes hablan!
290e4800aa	Enseguida el gallo cantó por segunda vez, y Pedro se acordó de lo que Jesús le dijo: Antes que el gallo cante dos veces, me negarás tres veces. Reflexionó y lloraba.
290f0100a7	Muy de mañana, los principales sacerdotes consultaron con los ancianos, los escribas y el Tribunal Supremo. Ataron a Jesús, [lo] llevaron y [lo] entregaron a Pilato.
290f020055	Pilato le preguntó: ¿Eres Tú el Rey de los judíos? Le respondió: Tú [lo] dices.
290f03002d	Los principales sacerdotes lo acusaban mucho.
290f040051	Pilato le preguntó otra vez: ¿Nada respondes? Mira de cuántas cosas te acusan.
290f050045	Pero Jesús nada más respondió, de tal modo que Pilato se asombró.
290f06003e	En cada fiesta [Pilato] les soltaba un preso: el que pidieran.
290f07006e	Un hombre llamado Barrabás estaba preso con los sublevados que habían cometido un homicidio en una revuelta.
290f080049	Cuando la multitud pidió a Pilato que hiciera lo que siempre les hacía,
290f090045	Pilato les preguntó: ¿Quieren que les suelte al Rey de los judíos?
290f0a0051	Porque entendía que los principales sacerdotes lo habían entregado por envidia.
290f0b006d	Pero los principales sacerdotes incitaron a la multitud para [pedirle] que más bien les soltara a Barrabás.
290f0c0042	Pilato les volvió a preguntar: ¿Qué hago al Rey de los judíos?
290f0d0028	Ellos gritaron otra vez: ¡Crucifícalo!
290f0e005d	Pero Pilato les preguntaba: ¿Pues qué mal hizo? Y ellos gritaron aún más: ¡Crucifícalo!
290f0f0082	Pilato, entonces, quiso satisfacer a la multitud y les soltó a Barrabás. Azotó a Jesús y lo entregó para que lo crucificaran.
290f100065	Entonces los soldados lo llevaron a la residencia oficial del gobernador y reunieron a toda la tropa.
290f11005a	Lo vistieron de púrpura, trenzaron una corona de espinas y se la pusieron [en la cabeza].
290f12002c	Lo saludaban: ¡Honores, Rey de los judíos!
290f130065	También le golpeaban la cabeza con una caña, lo escupían y se arrodillaban para rendirle homenaje.
290f140072	Cuando lo ridiculizaron, le quitaron la ropa de púrpura, lo vistieron con su ropa y lo sacaron para crucificarlo.
290f15007e	Obligaron a uno que pasaba, quien llegaba del campo, Simón cireneo, el padre de Alejandro y Rufo, a llevar la cruz de Jesús.
290f16003e	Lo llevaron al Gólgota, que significa: Lugar de una Calavera.
290f170031	Le dieron vino mezclado con mirra, pero no tomó.
290f18006e	Lo crucificaron y se repartieron sus ropas para lo cual echaron suerte a fin de saber qué llevaría cada uno.
290f190034	Eran las nueve de la mañana cuando lo crucificaron.
290f1a0057	Entonces escribieron la acusación contra Él encima de la cruz: El Rey de los judíos.
290f1b004c	Crucificaron con Él a dos ladrones, uno a su derecha y otro a su izquierda.
290f1d0082	Los que pasaban lo ofendían, meneaban sus cabezas y decían: ¡Bah! ¡El que derriba el Santuario y [lo] reedifica en tres días,
290f1e0025	baja de la cruz, sálvate a Ti mismo!
290f1f008d	Del mismo modo, los principales sacerdotes y los escribas se burlaban y se decían unos a otros: Salvó a otros. Él mismo no puede salvarse.
290f20008b	¡El Cristo, el Rey de Israel! Baja ahora de la cruz para que veamos y creamos. También lo insultaban los que fueron crucificados con Él.
290f210057	Cuando llegó el mediodía hubo oscuridad en toda la tierra hasta las tres de la tarde.
290f220085	A esa hora Jesús exclamó a gran voz: Eloi, Eloi, ¿lema sabajtani? que significa: Dios mío, Dios mío, ¿por qué me desamparaste?
290f230044	Al oírlo algunos de los presentes, decían: ¡Mira, llama a Elías!
290f240093	Entonces alguien corrió y empapó una esponja con vinagre, la sujetó a una caña, le dio a beber y dijo: Dejen, veamos si Elías viene a bajarlo.
290f250032	Pero Jesús, con una fuerte exclamación, expiró.
290f26003a	El velo del Santuario fue rasgado en dos, de arriba abajo.
290f27007c	El centurión destacado frente a Él, al ver cómo había expirado, exclamó: ¡Verdaderamente este Hombre era Hijo de Dios!
290f280094	También estaban unas mujeres que miraban de lejos, entre quienes estaban María Magdalena, María, la madre de Jacobo el menor y de José, Salomé,
