2800000008	מתיו
3a080c0088	כִּי אֶסְלַח לַעֲוֹנָם וּלְחַטָּאתָם וּלְפִשְׁעֵיהֶם לֹא אֶזְכָּר־עוֹד׃
3a080d00b2	בְּאָמְרוֹ בְּרִית חֲדָשָׁה בִּלָּה אֶת־הָרִאשֹׁנָה וְהַבָּלָה וְהַנּוֹשֶׁנֶת קָרוֹב קִצָּהּ׃
3a090100b1	אוּלָם גַּם־הַבְּרִית הָרִאשֹׁנָה הָיוּ לָהּ חֻקֵּי עֲבוֹדַת־אֵל וּמִקְדַּשׁ מַטָּה בָּאָרֶץ׃
3a090200d8	כִּי נַעֲשָׂה הַמִשְׁכָּן הַחִיצוֹן אֲשֶׁר שָׁם הַמְּנוֹרָה וְהַשֻּׁלְחָן וְלֶחֶם הַפָּנִים וְהוּא נִקְרָא קֹדֶשׁ׃
3a09030077	וּמִבֵּית לַפָּרֹכֶת מִשְׁכָּן הַנִּקְרָא קֹדֶשׁ הַקֳּדָשִׁים׃
3a09040128	שָׁם מַחְתַּת הַזָּהָב וַאֲרוֹן הַבְּרִית מְצֻפֶּה זָהָב סָבִיב וְצִנְצֶנֶת זָהָב אֲשֶׁר הַמָּן בְּתוֹכָהּ וּמַטֵּה אַהֲרֹן אֲשֶׁר פָּרַח וְלוּחֹת הַבְּרִית׃
3a090500e5	וּמִלְמַעְלָה כְּרוּבֵי הַכָּבוֹד סֹכְכִים עַל־הַכַּפֹּרֶת וְאֵין לָנוּ עַתָּה לְדַבֵּר עַל־כָּל־חֵלֶק וְחֵלֶק לְבַדּוֹ׃
3a090600b7	וְכַאֲשֶׁר נַעֲשׂוּ אֵלֶּה בָּאוּ תָמִיד הַכֹּהֲנִים עֹבְדֵי עֲבֹדָה אֶל־הַמִּשְׁכָּן הַחִיצוֹן׃
3a09070118	וְאֶל־הַפְּנִימִי בָּא הַכֹּהֵן הַגָּדוֹל לְבַדּוֹ פַּעַם אַחַת בַּשָּׁנָה לֹא בִּבְלִי־דָם אֲשֶׁר הִזָּה לְכַפֵּר בַּעֲדוֹ וּבְעַד שִׁגְגוֹת הָעָם׃
3a09080109	בְּזֹאת הוֹדִיעַ רוּחַ הַקֹּדֶשׁ כִּי עוֹד לֹא נִפְתַּח הַדֶּרֶךְ לְקֹדֶשׁ הַקֳּדָשִׁים כָּל־עוֹד הַמִשְׁכָּן הָרִאשׁוֹן עֹמֵד עַל־מְכוֹנוֹ׃
3a090900e0	וְזֶה הוּא לְמשָׁל לַזְּמָן הַזֶּה בְּהַקְרִיבָם מִנְחָה וָזֶבַח אֲשֶׁר אֵין בָּם לְהָכִין לֵבָב שָׁלֵם אֶל־הָעֹבְדִים׃
3a090a00c5	כִּי חֻקּוֹת הַגּוּף הֵם עִם־מַאֲכָל וּמִשְׁתֶּה וּטְבִילוֹת שֹׁנוֹת אֲשֶׁר נִתְּנוּ עַד־עֵת הַתִּקּוּן׃
3a090b0159	אֲבָל בְּבֹא הַמָּשִׁיחַ לִהְיוֹת לְכֹהֵן גָּדוֹל עַל־הַטֹּבוֹת הָעֲתִידוֹת בַּמִּשְׁכָּן הַגָּדוֹל וְהַשָּׁלֵם אֲשֶׁר אֵינֶנּוּ מַעֲשֶׂה יָדַיִם וְאֵינֶנּוּ מֵהַבְּרִיאָה הַלֵּזוּ׃
3a090c00de	הוּא בָא פַעַם אַחַת אֶל־הַקֹּדֶשׁ לֹא בְדַם שְׂעִירִים וַעֲגָלִים כִּי אִם־בְּדַם נַפְשׁוֹ וַיִּמְצָא פְּדוּת עוֹלָם׃
3a090d00c6	וְאִם דַּם שְׂעִירִים וּפָרִים וְאֵפֶר הַפָּרָה זֹרַק עַל־הַטָּמֵא יְטַהֵר אֶת־בְּשָׂרוֹ וְיקַדְּשֵׁהוּ׃
3a090e014e	אַף כִּי־דַם הַמָּשִׁיחַ אֲשֶׁר בְּרוּחַ עוֹלָם הִקְרִיב אֶת־נַפְשׁוֹ בִּבְלִי־מוּם לֵאלֹהִים יְטַהֵר אֶת־לִבְּכֶם מִן־מַעֲשִׂים אֲשֶׁר מָוֶת בָּם לַעֲבֹד אֶת־אֱלֹהִים חַיִּים׃
3a090f0165	בַּעֲבוּר זֹאת מַלְאָךְ מֵלִיץ הוּא לַבְּרִית הַחֲדָשָׁה וּמוֹתוֹ נִמְצָא לְכַפָּרַת הַפּשְׁעִים תַּחַת הַבְּרִית הָרִאשֹׁנָה לְמַעַן יַשִּׂיגוּ בְחִירֵי־יָהּ אֶת־הַבְטָחַת נַחֲלַת עוֹלָם׃
3a09100065	כִּי בְצַוָּאַת הַמַּנְחִיל יֶחְסַר מוֹת הַמַּנְחִיל׃
3a091100b5	וְצַוָּאת הַמַנְחִיל תָּקוּם אַךְ אַחֲרֵי הַמָּוֶת יַעַן אֵין לָהּ תֹּקֶף בְּחַיֵּי הַמַּנְחִיל׃
3a0912008c	וְלָכֵן גַּם־חֲנֻכַּת הַבְּרִית הָרִאשֹׁנָה לֹא נֶעֶשְׂתָּה בִּבְלִי־דָם׃
3a0913015e	כִּי כַאֲשֶׁר נֶאֶמְרָה כָל־מִצְחָה כְּפִי הַתּוֹרָה לְכָל־הָעָם בְּיַד־משֶׁה לָקַח דַּם עֲגָלִים וּשְׂעִירִים עִם־מַיִם וּשְׁנִי תוֹלַעַת וְאֵזוֹב וַיִּזְרֹק עַל־הַסֵּפֶר וְעַל־הָעָם׃
3a09140076	וַיֹּאמַר הִנֵּה דַם־הַבְּרִית אֲשֶׁר צִוָּה אֶתְכֶם אֱלֹהִים׃
3a09150083	וְכֵן עַל־הַמִּשְׁכָּן וְעַל־כָּל־כְּלֵי הַשָּׁרֵת זָרַק אֶת־הַדָּם׃
3a091600a1	וְכִמְעַט הַכֹּל לְפִי הַתּוֹרָה יִטְהַר בַּדָּם ובִבְלִי שְׁפָךְ־דָּם אֵין סְלִיחָה׃
3a0917012f	וְלָכֵן נָכוֹן הָיָה לְטַהֵר כָּזֹאת אֶת־הַדְּבָרִים אֲשֶׁר תַּבְנִית הֵם לַאֲשֶׁר בַּמָּרוֹם אֲבָל הַדְּבָרִים עַצְמָם בַּמָּרוֹם בִּזְבָחִים טוֹבִים מֵאֵלֶּה׃
3a0918015a	כִּי לֹא בָא הַמָּשִׁיחַ אֶל־הַמִּקְדָּשׁ מַעֲשֵׂה יָדַיִם אֲשֶׁר תַּבְנִית הוּא לְמִקְדָּשׁ אֱמֶת כִּי אִם־בָּא אֶל־עֶצֶם הַשָּׁמַיִם לְהֵרָאוֹת עַתָּה בַּעֲדֵנוּ לִפְנֵי הָאֱלֹהִים׃
3a091900ea	גַּם־לֹא לְהַקְרִיב אֶת־נַפְשׁוֹ פְּעָמִים רַבּוֹת כַּכֹּהֵן הַגָּדוֹל הַבָּא אֶל־הַקֹּדֶשׁ שָׁנָה בְשָׁנָה בְּדַם לֹא־לוֹ׃
3a091a0130	כִּי אִם־כֵּן הָיָה לוֹ לְהִתְעַנּוֹת פְּעָמִים רַבּוֹת לְמִן הִוָּסֵד אָרֶץ אַךְ עַתָּה בְּקֵץ הַדֹּרוֹת נִגְלָה פַעַם אַחַת לְהָתֵם הַטָּאוֹת בְּזֶבַח נַפְשׁוֹ׃
3a091b009e	וְכַאֲשֶׁר נִגְזַר עַל־בְּנֵי אָדָם לָמוּת פַּעַם אַחַת וְאַחֲרֵי־כֵן הַמִּשְׁפָּט׃
3a091c010a	כֵּן גַּם־הַמָּשִׁיחַ הִקְרִיב אֶת־נַפְשׁוֹ פַעַם אַחַת לָשֵׂאת חֵטְא רַבִּים וּבִבְלִי חַטָּאת יֵרָאֶה שֵׁנִית לַמְחַכִּים־לוֹ לִתְשׁוּעָה׃
3a0a010178	כִּי הַתּוֹרָה אֲשֶׁר בָּהּ רַק צֵל טֹבוֹת הָעֲתִידוֹת וְלֹא פְנֵי עֶצֶם הַטֹּבוֹת הָהֵנָּה אֵין בְּכֹחָהּ לְהָכִין שָׁלֵם לַנִּגָּשִׁים בַּזְּבָחִים הָאֵלֶּה אֲשֶׁר יַקְרִיבוּ תָמִיד שָׁנָה בְשָׁנָה׃
3a0a020109	כִּי אִם־לֹא־כֵן הֲלֹא יֶחְדְּלוּ מֵהַקְרִיבָם עוֹד כִּי אַחֲרֵי אֲשֶׁר הִטַּהֲרוּ הָעֹבְדִים פַעַם אַחַת אֵין לָהָם עוֹד מַחְשֶׁבֶת הַחֵטְא׃
3a0a030086	אוּלָם בַּקָּרְבָּנוֹת הָאֵלֶּה יֶשׁ־זֵכֶר לַחֲטָאִים שָׁנָה בְשָׁנָה׃
3a0a040068	כִּי אֵין בְּדַם פָּרִים וּשְׂעִירִים לִנְשׂא חֲטָאִים׃
3a0a0500b5	עַל־כֵּן בְּבֹאוֹ אֶל־תֵּבֵל אַרְצָה אָמָר זֶבַח וּמִנְחָה לֹא חָפַצְתָּ גּוּף כּוֹנַנְתָּ לִּי׃
3a0a06003f	עוֹלָה וַחֲטָּאָה לֹא שָׁאָלְתָּ׃
3a0a0700aa	אָז אָמַרְתִּי הִנֵּה־בָאתִי בִּמְגִלַּת־סֵפֶר כָּתוּב עָלָי לַעֲשׂוֹת רְצוֹנְךָ אֱלֹהָי׃
3a0a0800f0	בְּאָמְרוֹ מֵרֹאשׁ זֶבַח וּמִנְחָה וְעוֹלָה וַחֲטָאָה לֹא חָפַצְתָּ וְלֹא שָׁאָלְתָּ וְהֵם הֵמָּה הַמּוּבָאִים לְפִי הַתּוֹרָה׃
3a0a0900bd	אָז יֹאמַר הִנֵּה־בָאתִי לַעֲשׂוֹת רְצוֹנְךָ הֵסִיר אֶת־הָרִאשֹׁנָה לְמַעַן הָקֵם אֶת־הַשְּׁנִיָּה׃
3a0a0a00cd	וּבָרָצוֹן הַזֶּה אָנוּ מִתְקַדְּשִׁים בְּקָרְבַּן נֶפֶשׁ יֵשׁוּעַ הַמָּשִׁיחַ אֲשֶׁר הִקְרִיב פַּעַם אֶחָת׃
3a0a0b010d	וְכָל־כֹּהֵן עֹמֵד לְשָׁרֵת יוֹם יוֹם וּלְהַקְרִיב פְּעָמִים שֹׁנוֹת אֶת־הַזְּבָחִים הָהֵמָּה אֲשֶׁר אֵין בָּם מֵעוֹלָם לְכַפֵּר עַל־חֲטָאִים׃
3a0a0c00a1	אֲבָל הוּא הִקְרִיב זֶבַח אֶחַד עַל־הַחֲטָאִים וַיֵּשֶׁב לִימִין אֱלֹהִים עַד־עוֹלָם׃
3a0a0d0074	וּמֵאָז הוּא מְיַחֵל עַד־יוּשְׁתוּ אֹיְבָיו הֲדֹם לְרַגְלָיו׃
3a0a0e0077	כִּי בְקָרְבָּן אֶחָד הִשְׁלִים אֶת־הַמְקֻדָּשִׁים עַד־עוֹלָם׃
3a0a0f0076	וְגַם־רוּחַ הַקֹּדֶשׁ יָעֶד־לָנוּ כָזֹאת כִּי אַחֲרֵי אָמְרוֹ׃
3a0a100105	זֹאת הַבְּרִית אֲשֶׁר אֶכְרֹת אִתָּם אַחֲרֵי הַיָּמִים הָהֵם נְאֻם־יְהוָֹה נָתַתִּי אֶת־תּוֹרָתִי בְּקִרְבָּם וְעַל־לִבָּם אֶכְתֳּבֶנָּה׃
3a0a110071	יוֹסִיף יֹאמַר וְלַעֲוֹנָם וּלְחַטָּאתָם לֹא אֶזְכָּר־עוֹד׃
3a0a12008d	וּבַאֲשֶׁר יֶשׁ־שָׁם סְלִיחָה לָאֵלֶּה אֵין מָקוֹם לְקָרְבָּן עָל־הַחֵטְא׃
3a0a130092	עַל־כֵּן אֶחָי בִּהְיוֹת לָנוּ בִטָּחוֹן לָבֹא אֶל־הַקֹּדֶשׁ בְּדַם יֵשׁוּעַ׃
3a0a1400b5	אֲשֶׁר חָנַךְ מְסִלָּה חֲדָשָׁה לָנוּ מְסִלַּת חַיִּים דֶּרֶךְ הַפָּרֹכֶת אֲשֶׁר בְּשָׂרוֹ הוּא׃
3a0a150065	וּבִהְיוֹת לָנוּ כֹּהֵן גָּדוֹל עַל־בֵּית הָאֱלֹהִים׃
3a0a160114	נִגְּשָׁה בְּלֵב שָׁלֵם וּבֶאֱמוּנָה אֹמֶן מְטֹהָרִים מֵרַעְיוֹן רָע בְּלִבֵּנוּ אֲשֶׁר זֹרַק עָלָיו וּבְשָׂרֵנוּ אֲשֶׁר רֻחַץ בְּמַיִם טְהוֹרִים׃
3a0a1700c3	וְנִשְׁמֹר הֵיטֵב שְׁבוּעַת פִּינוּ עַל־דְּבַר תִּקְוָתֵנוּ וְלֹא נֶרֶף כִּי נֶאֱמָן הוּא הַמַּבְטִיחַ׃
3a0a180098	וְנִתְבּוֹנְנָה אִישׁ אֶל־רֵעֵהוּ לְהִתְעוֹרֵר לְאַהֲבָה וּלְמַעֲשִׂים טוֹבִים׃
3a0a190129	וְלֹא נֶחְדַּל מִבֹּא אֶל־קְהִלָּתֵנוּ כְּדֶרֶךְ אֲנָשִׁים אֲחָדִים מִכֶּם כִּי אִם־נוֹכִיחַ אִישׁ אֶת־עֲמִיתוֹ וּמַה גַּם־בִּרְאֹתְכֶם כִּי־קָרוֹב הַיּוֹם׃
3a0a1a00cd	כִּי אִם־נֶחְטָא בְזָדוֹן אַחֲרֵי אֲשֶׁר קָנִינוּ דַעַת הָאֱמֶת לֹא־יִשָּׁאֶר עוֹד קָרְבָּן עַל־חַטָּאתֵנוּ׃
3a0a1b009b	כִּי אִם־מָגוֹר מִפְּנֵי מִשְׁפָּט הַצָּפוּי וְאֵשׁ קִנְאָה אֲשֶׁר תֹּאכַל צָרִים׃
3a0a1c009c	הָעֹבֵר תּוֹרַת משֶׁה יוּמַת בְּלִי־חֶמְלָה עַל־פִּי שְׁנַיִם אוֹ־שְׁלשָׁה עֵדִים׃
3a0a1d011b	הִתְבּוֹנְנוּ־נָא מַה־נּוֹרָא הָעֹנֶשׁ אֲשֶׁר יוּשַׁת עַל־רֹמֵס בֶּן־אֱלֹהִים וּמְטַמֵּא דַם בְּרִית אֲשֶׁר נִקְדַּשׁ בּוֹ וּמְגַדֵּף רוּחַ נְדִיבָה׃
3a0a1e00d1	כִּי־יָדַעְנוּ מִי הוּא הָאֹמֶר לִי נָקָם אֲנִי אֲשַׁלֵּם אָמַר יְהוָֹה וְאֹמֵר עוֹד כִּי יָדִין יְהוָֹה עַמּוֹ׃
3a0a1f0056	מַה־נּוֹרָא לִנְפֹּל בְּיַד אֱלֹהִים חַיִּים׃
3a0a2000ac	זִכְרוּ־נָא יָמִים מִקֶּדֶם כַּאֲשֶׁר אֹרוּ עֵינֵיכֶם וְשׁוֹט שׁוֹטֵף צָרָה עָבַר עֲלֵיכֶם׃
3a0a2100b8	פַּעַם הֱיִיתֶם לְרַאֲוָה מֵעֹנִי וְקֶלֶס וּפַעַם דָּאֲבָה נַפְשְׁכֶם לְסִבְלוֹת אֲחֵיכֶם כָּכֶם׃
3a0a220145	כִּי נִכְמְרוּ רַחֲמֵיכֶם אֶל־מוֹסֵרָי וְהוֹנְכֶם הַגָּזוּל מִכֶּם הִנַּחְתֶּם בְּטוּב־לֵב בְּדַעְתְּכֶם כִּי קִנְיָן גָּדוֹל מִזֶּה יֶשׁ־לָכֶם בַּשָּׁמַיִם הָעֹמֵד לָעַד׃
3a0a230080	עַל־כֵּן אַל־תַּשְׁלִיכוּ מִבְטַחֲכֶם כִּי שְׂכָרוֹ הַרְבֵּה מְאֹד׃
3a0a2400e0	וְכִי גַם־הַתּוֹחֶלֶת נְכוֹנָה לָכֶם בַּעֲבוּר אֲשֶׁר תַּעֲשׂוּ רְצוֹן אֱלֹהִים וְתַשִּׂיגוּ אֵת אֲשֶׁר־דִּבֵּר לָכֶם׃
3a0a25005c	כִּי עוֹד מְעַט־רָגַע וְהַבָּא יָבֹא לֹא יְאַחֵר׃
3a0a260091	וְצַדִּיק בֶּאֱמוּנָתוֹ יִחְיֶה וְאִם־יִסֹּג אָחוֹר לֹא־תִרֶץ נַפְשִׁי בּוֹ׃
3a0a2700d1	וַאֲנַחְנוּ אֵינֶנּוּ מִן־הַנְּסוֹגִים אָחוֹר לַאֲבַדּוֹן כִּי אִם־מִבְּנֵי אֱמוּנָה לְהַצִּיל אֶת־הַנָּפֶשׁ׃
3a0b0100b6	וְהָאֱמוּנָה מִבְטַח־עֹז בַּדָּבָר חִכִּנוּ לוֹ דָּבָר בָּחוּן בַּלֵּב וְלֹא תְשׁוּרֶנּוּ עָיִן׃
3a0b020066	כִּי בָזֹאת נִתְּנָה עֵדוּת לַזְּקֵנִים מִדּוֹר דּוֹר׃
3a0b0300fc	בָּאֱמוּנָה נָבִין כִּי בִּדְבַר אֱלֹהִים נַעֲשׂוּ שָׁמַיִם וָאָרֶץ וְכִי הַנִּמְצָאִים לְעֵינֵינוּ לֹא מֵחֹמֶר קַדְמוֹנִי נִבְרָאוּ׃
3a0b04019b	בָּאֱמוּנָה הֵבִיא הֶבֶל קָרְבַּן מִנְחָה לֵאלֹהִים מִנְחָה טוֹבָה מִמִּנְחַת קָיִן אֲשֶׁר עַל־יָדָהּ נִתְּנָה לוֹ עֵדוּת כִּי צַדִּיק הָיָה בְּהָעִיד אֱלֹהִים עַל־מִנְחָתוֹ וְעַל־פִּיהָ עוֹדֶנּוּ דוֹבֵב אַחֲרֵי מֹתוֹ׃
3a0b050131	בָּאֱמוּנָה לֻקַּח חֲנוֹךְ מִבְּלִי רְאוֹת מָוֶת וְאֵינֶנּוּ כִּי־לָקַח אֹתוֹ אֱלֹהִים וּבְטֶרֶם הִלָּקְחוֹ נִתְּנָה לּוֹ עֵדוּת כִּי אֶת־הָאֱלֹהִים הִתְהַלָּךְ׃
3a0b060124	וּבְלֹא אֱמוּנָה לֹא־יוּכַל אִישׁ לְהָפִיק רָצוֹן מֵאֱלֹהִים כִּי הַבָּא לִפְנֵי אֱלֹהִים עָלָיו לְהַאֲמִין כִּי הוּא יֵשׁ וּמְשַׁלֵּם גְּמוּל לְדֹרְשָׁיו׃
3a0b070199	בָּאֱמוּנָה עָשָׂה נֹחַ אֶת־הַתֵּבָה וַיַּצֵּל אֶת־בֵּיתוֹ כִּי יָרֵא הָיָה אֶת־אֱלֹהָיו אֲשֶׁר הִזְהִירוֹ עַל־הָעֲתִידוֹת טֶרֶם בָּאוּ וְעַל־פִּיהָ הִרְשִׁיעַ אֶת־הָאָרֶץ וַיְהִי לְיוֹרֵשׁ הַצְּדָקָה בֶּאֱמוּנָתוֹ׃
3a0b0800fe	בָּאֱמוּנָה שָׁמַע אַבְרָהָם כַּאֲשֶׁר נִקְרָא לָלֶכֶת אֶל־הָאָרֶץ אֲשֶׁר עֻתַּד לְרִשְׁתָּהּ וַיֵּלֶךְ בִּבְלִי־דַעַת אָנָה הוּא בָא׃
3a0b090118	בָּאֱמוּנָה הִתְגּוֹרֵר בָּאָרֶץ הַנְּתוּנָה לוֹ כִּבְאֶרֶץ נָכְרִיָּה וַיֵּשֶׁב בְּאֹהָלִים הוּא וְיִצְחָק וְיַעֲקֹב יוֹרְשֵׁי הַהַבְטָחָה עִמּוֹ׃
3a0b0a00a8	כִּי־חִכָּה לָעִיר אֲשֶׁר יְסוֹד עוֹלָם לָהּ וַאֲשֶׁר בּוֹנָהּ וְעֹשָׂהּ הוּא הָאֱלֹהִים׃
3a0b0b00f9	בָּאֱמוּנָה גַּם־שָׂרָה הֶחֱלִיפָה־כֹחַ לְהַזְרִיעַ וַתֵּלֶד אַחֲרֵי בְּלֹתָהּ עֵקֶב אֲשֶׁר חָרְצָה כִּי הַמַּבְטִיחַ נֶאֱמָן הוּא׃
3a0b0c0105	וְעַל־כֵּן מֵאֶחָד הַהוּא הַקָּרוֹב לַמָּוֶת נוֹלְדוּ כְּכוֹכְבֵי הַשָּׁמַיִם לָרֹב וְכַחוֹל אֲשֶׁר עַל־שְׂפַת הַיָּם אֲשֶׁר לֹא יִסָּפֵר׃
3a0b0d0164	בָּאֱמוּנָה מֵתוּ כָל־אֵלֶּה וְלֹא רָאוּ אֶת־הַהַבְטָחוֹת בְּקִיּוּמָן כִּי אִם־מֵרָחוֹק חָזוּ אֹתָן וַיַּאֲמִינוּ וַיִּצְהֲלוּ לִקְרָאתָן וַיּוֹדוּ כִּי־גֵרִים וְתוֹשָׁבִים הֵם בָּאָרֶץ׃
3a0b0e0095	וְאֵלֶּה הָאֹמְרִים כָּזֹאת מוֹדִיעִים כִּי אֶרֶץ אֲשֶׁר לָהֵם הֵם מְבַקְשִׁים׃
3a0b0f00be	וְאִם הָאָרֶץ הַהִיא אֲשֶׁר יָצְאוּ מִמֶּנָּה עָלְתָה עַל־לִבָּם הֲלֹא הָיָה בְיָדָם לָשׁוּב אֵלֶיהָ׃
3a0b100112	אוּלָם טוֹבָה מִמֶּנָּה הִתְאַוּוּ וְהִיא בִשְׁמֵי מָעַל וְעַל־כֵּן לֹא בוֹשׁ הָאֱלֹהִים מֵהֶם לְהִקָּרֵא אֱלֹהֵיהֶם וַיָּכֶן־לָהֶם עִיר שָׁמָּה׃
3a0b1100d0	בָּאֱמוּנָה הֶעֱלָה אַבְרָהָם אֶת־יִצְחָק בְּיוֹם מַסָּה וְיֹרֵשׁ הַהַבְטָחוֹת הִקְרִיב אֶת־יְחִידוֹ לְעֹלָה׃
3a0b12006b	אֲשֶׁר נֶאֱמַר עָלָיו כִּי בְיִצְחָק יִקָּרֵא לְךָ זָרַע׃
3a0b1300d8	וּבְלִבּוֹ אָמַר כִּי תַשִּׂיג יַד אֱלֹהִים לַהֲקִימוֹ מִן־הַמֵּתִים וְכֵן גַּם־הֱשִׁיבוֹ אֵלָיו וַיְהִי לְמוֹפֵת׃
3a0b140096	בָּאֱמוּנָה בֵּרַךְ יִצְחָק אֶת־יַעֲקֹב וְאֶת־עֵשָׂו וַיְדַבֵּר עַל־עֲתִדֹתָם׃
3a0b1500b4	בָּאֱמוּנָה בֵּרַךְ יַעֲקֹב בְּמֹתוֹ אֶת־שְׁנֵי בְנֵי־יוֹסֵף וַיִּשְׁתַּח עַל־רֹאשׁ הַמַּטֶּה׃
