0100000008	Génesis
2b150700c1	El discípulo a quien Jesús quería mucho le dijo a Pedro: ―¡Es el Señor! Cuando Simón Pedro le oyó decir: «Es el Señor», se puso la ropa, pues estaba casi desnudo, y se tiro al agua.
2b1508008a	Los otros discípulos llegaron a la playa en la barca, arrastrando la red llena de pescados, pues estaban como a cien metros de la orilla.
2b15090042	Al bajar a tierra, vieron una fogata con un pescado encima, y pan.
2b150a004b	Jesús les dijo: ―Tráiganme algunos de los pescados que acaban de sacar.
2b150b00bd	Simón Pedro subió a la barca y arrastró hasta la orilla la red, que estaba llena de pescados grandes. Eran ciento cincuenta y tres pescados, y a pesar de ser tantos la red no se rompió.
2b150c008a	Jesús les dijo: ―Vengan a desayunar. Ninguno de los discípulos se atrevió a preguntarle quién era, porque sabían que era el Señor.
2b150d0054	Jesús se acercó, tomó el pan y se lo dio a ellos, e hizo lo mismo con el pescado.
2b150e005f	Esta era la tercera vez que Jesús se aparecía a sus discípulos después de haber resucitado.
2b150f00d4	Después de desayunar, Jesús le preguntó a Simón Pedro: ―Simón, hijo de Juan, ¿me amas más que estos? Pedro le contestó: ―Sí, Señor, tú sabes que te quiero. Jesús le dijo: ―Cuida de mis corderos.
2b15100091	Jesús volvió a preguntarle: ―Simón, hijo de Juan, ¿me amas? ―Si, Señor, tú sabes que te quiero. Jesús le dijo: ―Cuida de mis ovejas.
2b15110111	Por tercera vez Jesús le preguntó: ―Simón, hijo de Juan, ¿me quieres? Pedro se puso triste de que Jesús le preguntara por tercera vez: «¿Me quieres?». Entonces le dijo: ―Señor, tú lo sabes todo; tú sabes que te quiero. Jesús le dijo: ―Cuida de mis ovejas.
2b151200ba	Es verdad que cuando eras más joven tú mismo te vestías e ibas a donde querías; pero cuando seas viejo, extenderás los brazos y otro te vestirá y te llevará a donde no quieras ir.
2b1513007f	Jesús dijo esto para dar a entender de que manera moriría Pedro y así glorificaría a Dios. Después le dijo: ―¡Sígueme!
2b151400c5	Pedro se volvió y vio que los seguía el discípulo al que Jesús quería mucho, el que se había acercado a Jesús en la cena y le había dicho: «Señor, ¿quién es el que va a traicionarte?».
2b15150055	Cuando Pedro lo vio, le preguntó a Jesús: ―Señor, ¿y a este qué le va a pasar?
2b1516006f	Jesús le contestó: ―Si quiero que él siga vivo hasta que yo regrese, ¿qué te importa a ti? Tú sígueme.
2b151700cf	Por eso, entre los hermanos corrió el rumor de que aquel discípulo no moriría. Pero Jesús no dijo que no moriría. Él dijo: «Si quiero que él siga vivo hasta que yo regrese, ¿qué te importa a ti?».
2b15180079	Este es el mismo discípulo que ha dicho todas estas cosas, y que las escribió. Y sabemos que lo que él dice es verdad.
2b15190096	Jesús hizo muchas otras cosas, tantas que, si se escribiera cada una de ellas, creo que en el mundo entero no cabrían los libros que se escribieran.
2c00000006	Hechos
2c01010064	Distinguido Teófilo: En mi primera carta te hablé de todo lo que Jesús empezó a hacer y enseñar
2c01020083	y de cómo regresó al cielo después de darles instrucciones, a través del Espíritu Santo, a los apóstoles que había escogido.
2c010300c4	Durante los cuarenta días que siguieron a sus sufrimientos, se presentó repetidas veces ante los apóstoles y les demostró que estaba vivo. En todas esas ocasiones les habló del reino de Dios.
2c01040085	Estando con ellos, les mandó que no salieran de Jerusalén hasta que, tal como ya les había dicho, recibieran la promesa del Padre.
2c01050077	―Juan los bautizó con agua —les recordó—, pero dentro de poco ustedes serán bautizados con el Espíritu Santo.
2c0106006c	Los que se habían reunido con Jesús le preguntaron: ―Señor, ¿vas ahora a restaurar el reino de Israel?
2c0107005d	―El Padre ha fijado ese tiempo —les contestó—, y a ustedes no les corresponde saberlo.
2c010800c6	Sin embargo, cuando el Espíritu Santo descienda sobre ustedes recibirán poder para ser mis testigos no sólo en Jerusalén, sino también en toda Judea, en Samaria y hasta lo último de la tierra.
2c01090053	Y mientras les decía esto, ascendió al cielo y desapareció envuelto en una nube.
2c010a0097	Los discípulos seguían con la mirada fija viendo cómo se perdía en las alturas, y en eso, dos varones vestidos de blanco se pusieron junto a ellos.
2c010b0095	―Galileos —les dijeron—, ¿por qué se han quedado mirando al cielo? Jesús regresará de la misma forma en que lo han visto ascender al cielo.
2c010c009a	Como estaban en el monte de los Olivos, para regresar a Jerusalén caminaron casi un kilómetro, que era lo que se permitía caminar en el día de reposo.
2c010d0143	Allí, en el aposento alto de la casa, se reunieron para orar. Estuvieron presentes: Pedro, Juan, Santiago, Andrés, Felipe, Tomás, Bartolomé, Mateo, Santiago el hijo de Alfeo, Simón el Zelote, Judas el hijo de Santiago y los hermanos de Jesús, además de varias mujeres, entre las que se encontraba la madre de Jesús.
2c010f0073	En aquellos días, en una ocasión en que había ciento veinte personas presentes, Pedro se puso de pie y les dijo:
2c011000dd	«Hermanos, era necesario que se cumplieran las Escrituras en cuanto a Judas, el que sirvió de guía a la turba que apresó a Jesús, porque su traición la predijo hace mucho tiempo el Espíritu Santo por boca de David.
2c01110056	» Judas era uno de nosotros, y participaba del mismo servicio que hacíamos nosotros.
2c011200b4	Sin embargo, con el dinero que recibió en pago por su traición, compró un terreno en el que, al precipitarse de cabeza, se le reventó el vientre y se le salieron las entrañas.
2c01130094	La noticia de su muerte corrió rápidamente entre los habitantes de Jerusalén, quienes le dieron a aquel lugar el nombre de “Campo de Sangre”.
2c011400aa	» El libro de los Salmos lo había predicho así: “Quede desierta su casa y no haya quien more en ella”. Y luego añade: “¡Que otro se encargue de su trabajo!”.
2c01150073	» Entre nosotros tenemos personas que nos han acompañado todo el tiempo que el Señor Jesús estuvo con nosotros.
2c011600c9	Es necesario que seleccionemos a alguien que haya estado con nosotros desde que Juan bautizó al Señor hasta que este ascendió al cielo. Así, junto con nosotros, será testigo de su resurrección».
2c0117004b	Y escogieron a dos: a José Justo (llamado también Barsabás) y a Matías.
2c01180068	Luego oraron: «Señor, tú que conoces los corazones, muéstranos a cuál de estos hombres has escogido
2c0119005b	para asumir el apostolado de Judas el traidor, quien ya está donde le corresponde estar».
2c011a007a	Y a continuación echaron suertes y la suerte cayó sobre Matías. Desde entonces, Matías se sumó a los once apóstoles.
2c0201004d	Cuando llegó el día de Pentecostés, los creyentes estaban juntos reunidos.
2c0202008d	Escucharon de pronto un estruendo semejante al de un vendaval, que venía del cielo y que hacía retumbar la casa en que estaban congregados.
2c0203005f	Acto seguido aparecieron lengüetas de fuego que se les fueron posando a cada uno en la cabeza.
2c020400a3	Entonces cada uno de los presentes quedó lleno del Espíritu Santo y empezó a hablar en idiomas que no conocía, pero que el Espíritu Santo le permitía hablar.
2c02050066	En aquellos días había en Jerusalén una gran cantidad de judíos piadosos de muchas nacionalidades.
2c020600de	Al escuchar el estruendo que se producía sobre la casa, multitudes de personas corrieron a ver qué sucedía, y los extranjeros se quedaron pasmados al oír el idioma de sus respectivos países en boca de los discípulos.
2c020700a9	―¿Cómo es posible? —exclamaban—. ¡Estos hombres son galileos y, sin embargo, los escuchamos hablar en el idioma que se habla en los países en que hemos nacido!
2c02090060	Entre nosotros hay gente de Partia, Media, Elam, Mesopotamia, Judea, Capadocia, Ponto y de Asia,
2c020a008f	Frigia, Panfilia, Egipto, las regiones de Libia más allá de Cirene, Creta y Arabia, aparte de los judíos y conversos que han venido de Roma.
2c020b0058	Sin embargo, cada cual los oye relatar en su propia lengua los grandes milagros de Dios.
2c020c004d	«¿Qué significará esto?», se preguntaban algunos, atónitos y perplejos.
2c020d0047	«¡Es que están borrachos!», les respondían otros, en son de burla.
2c020e0083	Entonces Pedro se puso de pie con los once apóstoles y tomó la palabra: «¡Escúchenme bien, judíos y residentes de Jerusalén!
2c020f0083	Algunos de ustedes están diciendo que estos hombres están borrachos. Pero, ¡la gente no se emborracha a las nueve de la mañana!
2c02100044	Ustedes han presenciado esta mañana lo que el profeta Joel predijo:
2c021100be	» “En los postreros días —dijo Dios—, derramaré mi Espíritu sobre toda la humanidad, y sus hijos e hijas profetizarán, sus jóvenes verán visiones y sus viejos soñarán sueños.
2c0212004d	Sí, el Espíritu vendrá sobre mis siervos y siervas, y ellos profetizarán.
2c02130056	Y haré milagros en el cielo y en la tierra en forma de sangre, fuego y nubes de humo;
2c02140065	el sol se pondrá negro y la luna como sangre antes que llegue el día del Señor, grande y terrible.
2c02150040	Pero todo aquel que invoque el nombre del Señor será salvo”.
2c0216009d	» ¡Escúchenme, varones israelitas! Como ustedes bien saben, Dios respaldó a Jesús de Nazaret con los milagros prodigiosos que realizó a través de él.
2c0217009c	Pero, de acuerdo con el plan que Dios ya tenía trazado, permitió primero que ustedes lo clavaran en la cruz y lo asesinaran por medio de hombres malvados.
2c0218008b	Pero Dios lo soltó de los horrores de la muerte y le devolvió la vida, porque la muerte no podía mantenerlo bajo su dominio por siempre.
2c02190065	» David dijo esto acerca de Jesús: “Sé que el Señor está siempre conmigo y nada me hará caer.
2c021a005e	Por eso tengo el corazón lleno de gozo y la lengua de alabanza. Puedo vivir siempre confiado,
2c021b0063	porque no dejarás mi alma en el sepulcro ni permitirás que el cuerpo de tu santo siervo se pudra.
2c021c005b	Al contrario, me mostrarás el camino de la vida y me llenarás de gozo en tu presencia”.
2c021d007f	» Hermanos, les puedo decir francamente que el patriarca David murió, lo enterraron y su tumba está todavía entre nosotros.
2c021e0085	Pero, como profeta, sabía que Dios le había prometido bajo juramento que un descendiente suyo se sentaría en el trono que ocupaba.
2c021f0084	Mirando pues al futuro, predijo la resurrección del Mesías, y dijo que no quedaría en el sepulcro y su cuerpo no se corrompería.
2c02200048	» Dios ha resucitado a Jesús y nosotros mismos somos testigos de ello.
2c022100c0	Él está ahora sentado a la diestra de Dios. Y tal como lo prometió, después de recibir del Padre al Espíritu Santo, lo ha enviado a nosotros. Esto es lo que ustedes han visto y escuchado.
2c0222006b	» David nunca subió al cielo. Sin embargo dijo: “El Señor le dijo a mi Señor: Siéntate a mi derecha,
2c02230032	hasta que ponga a tus enemigos bajo tu control”.
2c02240079	» Por lo tanto, pueblo de Israel, sepan bien que Dios ha hecho Señor y Mesías a Jesús, el que ustedes crucificaron».
2c02250099	Aquellas palabras de Pedro los conmovieron tan profundamente que le dijeron al propio Pedro y a los demás apóstoles: ―Hermanos, ¿qué debemos hacer?
2c022600b7	―Arrepiéntanse —les respondió Pedro—, y bautícense en el nombre de Jesucristo, para que Dios les perdone sus pecados. Entonces recibirán también el don del Espíritu Santo,
2c02270090	porque para ustedes es la promesa, y para sus hijos, y aun para los que están lejos, pues es para todos a los que el Señor nuestro Dios llame.
2c02280064	Y con muchas palabras más, Pedro les exhortaba y les decía: ―¡Aléjense de esta gente perversa!
2c02290068	Los que creyeron sus palabras, unos tres mil en total, se bautizaron y se unieron a los demás creyentes
2c022a0089	que se congregaban regularmente para escuchar las enseñanzas de los apóstoles, tener comunión unos con otros, compartir el pan y orar.
2c022b0070	Un profundo temor reverencial vino sobre toda la gente y los apóstoles seguían realizando milagros y señales.
2c022c0059	Los creyentes permanecían constantemente unidos y compartían entre sí todas las cosas;
2c022d0052	vendían sus propiedades y repartían el dinero entre los que estaban necesitados.
2c022e0079	Todos los días se reunían en el templo y en los hogares, compartían los alimentos con regocijo y sencillez de corazón
2c022f008b	y alababan a Dios. Todo el mundo simpatizaba con ellos y todos los días el Señor añadía a la comunidad a los que habían de ser salvos.
2c0301005a	En cierta ocasión, Pedro y Juan fueron al templo a orar. Era como a las tres de la tarde.
2c0302009f	Allí vieron a un lisiado de nacimiento, a quien todos los días traían y colocaban junto a la puerta del templo llamada la Hermosa, para que pidiera limosna.
2c03030054	Cuando el lisiado vio a Pedro y Juan que iban a entrar al templo, les pidió dinero.
2c03040045	Los apóstoles lo miraron fijamente. ―¡Míranos! —le dijo Pedro.
2c03050041	El lisiado los miró con ansiedad, esperando recibir una limosna.
2c0306008d	―No tengo dinero que darte —continuó Pedro—. Pero te daré lo que tengo. ¡En el nombre de Jesucristo de Nazaret, levántate y camina!
2c0307006a	Entonces Pedro lo tomó de la mano y lo levantó. Al instante, los pies y los tobillos se le fortalecieron
2c0308007f	a tal grado que se levantó de un salto y comenzó a andar. Más tarde, entró al templo con ellos, saltando y alabando a Dios.
2c03090031	Toda la gente lo vio caminando y alabando a Dios,
2c030a007d	y reconocieron que era el lisiado que estaban acostumbrados a ver en el templo, junto a la Hermosa, y se quedaron asombrados.
2c030b0069	Todos fueron corriendo al portal de Salomón, donde el lisiado tenía firmemente asidos a Pedro y a Juan.
