0100000014	Англунимос
2c0419010e	Ту уштэнца дадэс амарэс Давидос, бутярнэс Тирэс, пхэндян Свэнтонэ Духоса: «Состар вазглепэ мануша всаворя пхувьятар и народоря гындосардэ шушымос?
2c041a00a5	Вазглепэ тхагара пхувьятирэ, и пхурэдэра стидэпэ екхэтанэ пэ Рай Дэл и по Христосо Лэско».
2c041b0115	Пав чячимос стидэпэ андо кадва форо по Свэнто Бутярно Тиро Исусо, Савэс Ту помакхлян, Иродо и Понтиё Пилато аврэ народонэнца и народоса Израилёстирэса,
2c041c008f	соб тэ терэ кода, со Ту майанглал гындосардян тэ тирэс Пэстиря зораса и воляса.
2c041d00a6	Икхатар, Рай, подикх, сар онэ амэн даравэн, и дэ Тирэ бутярнэнди бидарако тэ пхэнэн лав Тиро.
2c041e00c1	Процырдэ о васт Тиро тай састяр насвалэн и тер шпэры ай диворя алавэса Свэнтонэ Бутярнэса Тирэса Исусоса.
2c041f00ef	И пав мангимос лэнго ля тэ тинолпэ о тхан, кай онэ стидэпэ, и пхэрдярдэпэ всаворэ Свэнтонэ Духоса, и пхэнэнас лав Дэвлэско бидарако.
2c042000ec	Всаворэ патикунэ сас амала екхэ водеса и екхэ гындоса; и нико на бинэлас пэско хулаимос качи пэстирэса, нэ вся лэндэ сас гуртоско.
2c042100d0	Апостолоря баря зораса допхэнэнас палав жундимос андай мулэ Раес Исусос; и баро мищимос сас пэр лэндэ всаворэндэ.
2c042200f6	На сас машкар лэндэ никас, касти варисо на хутилэлас, колэсти со кола, кастэ сас пхув и чера, битинэнас лэн, и анэнас и ловэ битинимастар
2c042300ad	и тховэнас кай и пэрнэ апостолонэндирэ. И кала ловэ роздэнаспэ кажнонэсти, со касти сас трэбуй.
2c042400dc	Кадя тердя Иосифо, кас апостолоря акхардэ Варнава (со пэрэандярэлпэ «шаво, саво подритярэл»), левито, родоса андав Кипро.
2c0425009f	Лэстэ сас пэстири пхув, вов битиндя ла тай андя ловэ и тховдя кай и пэрнэ апостолонэнди.
2c05010088	Екх мурш, савэс акхарэнас Анания и лэстири ромни Сапфира битиндэ хулаимос.
2c050200e1	Саво-то котор битинимастар вов тховдя кай пэрнэ апостолонэнди. Ай авэр котор гарадя пэсти. Лэстири ромни жанэлас пала кода.
2c05030111	Пэтро пхэндя: — Анания! Пэр со ту дян Сатанасти тэ пхэрдярэл тиро води, кай ту пхэндян найчячимос Свэнтонэ Духости, и гаравдян андай цэмин пхувьятири?
2c0504011a	Кода, со ту битиндян, сас тиро, ай ловэ, со ту прилян, сас тирэ. Пэр со ту тховдян андо тиро води тэ тирэс кадя? Ту пхэндян найчячимос на манушэнди, а Дэвлэсти.
2c050500a0	Кала Анания ашундя кала лава, вов пэля и муля. Бари дар авиля пэ всаворэн, ко ашундэ када.
2c05060083	И тунчи тэрнэ мануша вщиле, гытосардэ тэ гаравэн, выандярдэ тай гаравдэ.
2c0507008d	Ай кала прожыля трин чясоря, авиля и ромни лэстири. Вой на жанэлас, со тердяпэ.
2c050800c4	Пэтро пушля латар: — Пхэн манди, палай кацави цэмин тумэ битиндэ э пхув? — Агэ, — пхэндя вой, — палай кацави.
2c0509010c	Нэ Пэтро пхэндя лати: — Со када тумэ допхэндэпэ тэ зумавэн Духос Раестирэс? Акэ, зажан андэ удар кола, савэ гаравдэ тирэ ромэс. Онэ и тут выандярэна.
2c050a0100	Андэ кадья ж вряма вой пэля пашай пэрнэ лэстирэ тай муля. Тэрнэ мануша зажыле и аракхле ла муляса. Онэ выандярдэ тай гаравдэ ла паша лако ром.
2c050b0076	И бари дар авиля пэ всавори кхандири и пэ всаворэ, ко ашундя када.
2c050c00f6	Апостолоря пэстирэ вастэнца терэнас бут шпэры и диворя машкар мануша. Всаворэ патикунэ екхэтанэ стидэнаспэ андэ Соломоностирэ тиндэ.
2c050d0071	Авэр мануша даранас тэ приашэн лэндэ, ай народо лашарэлас лэн.
2c050e006e	Майбут мануша авэлас кав патявимос андо Рай, и мурша и жувля.
2c050f0118	Мануша выандярэнас лэ насвалэн пэ гасы и тховэнас пэ паторя тай пэ паринда, кай и лэ Пэтростири тень, кала вов прожалас, тэ пэрэл пэ варикастэ андар лэндэ.
2c05100104	Андо Иерусалимо андай пашутнэ фороря зжанаспэ бут мануша. Онэ анэнас насвалэн и колэн, андэр кастэ сас найжужэ духоря, и всаворэ састярэнаспэ.
