2800000009	ማቶስ
32021e0103	የታ ቅንችካ Ꮊፈርሰቶ እካንታ የ ይታ ገቀርሳንዳ የንደር ማታክን አለን ኖ ቦድካንታ ጋይሶ ክርስቶሰታ ፍክስንጎካ ይንታ ሰንፔንካንታ አጨርክሳ ደእካንታ የልሴ።
3203010107	ይና ኮዘንካ ኦስ እስመንከስኬ ምችነንከሶ! ጮይስካ የም ጉርምሳ፥ ኤና እሪ እ ጻፍሳን ኮትም አናካርንካ እ የካንታ ጻብደ እም ቦስሳዬ፥ የም ማቼ ኮትርዘንካ ካርዝዴ።
32030200ea	አክስንከስግንዳ ኦንግድባብ ዳቅልንከዘንካ ካርስምከቴ፥ ዋሄታ ሶለን ተችርና ጭልዝድን ካምስሶ ካርከካ ኤስዝድን ኤስንባብከዘንካ ካርስምከቴ።
32030300f2	ዎታ ሳብም አያንካ ጎይንድባብኬ ማልጎካ Ꮊፈርድን ዎገንካ ማታክናና የሱስ ክርስቶስካ Ꮊክ ጋይርድባብ ዎ ማቻንካንታ ዶፈንካ ዎንታ ሶለንም ተቸርቶቴ።
32030400e1	ጬቅ ዝግዝደስናና እታ በድ ሪካ ጬቅድትዶቆ፥ ኤድካንታ Ꮊፈርድን ዎገንጎካ ጬቅድባብ ዶቅሴ እታ ክታዘንካ ስግ እ ጬቅድንደታ በድ ጎግ ዶቅዴ።
3203050171	እታ እ አጠርሳንግንዳ ላማካይስ ሰጨንካ እስታ ሶለንም ተቸርሳቴ፥ እስታ አጥርንከረ ብንያመታ አጥርᎺርንካ ማችባብ እስራኤልቴ፥ ኮዘንከረ አምሳንዳ ኤስምስባብ እብራውቴ። አይሁድንታ ህግን ካርስንታጎካ ማቼ እታ ፈረሳው Ꮊቃቴ።
32030600de	ሙሴታ ህግንጎካ ቀምስከረ ማቼ ምክስ ኤሄናር አሜንድባብከስም ዳይድ Ꮊቃቴ። ሙሴታ ህግን ካርሰካ ጭልምንጎከረ ይንኤርዝድ ሪካይሳ Ꮊቃቴ።
32030700db	ይና ኤና ኮታ እሪ መይድ ሪየኬ ጋይስቶ እ አሜንድᎺቃን ሪንከስም ሙዳ ክርስቶስካንታ ጋይስቶ Ꮊራ ሪካንተረ መይዳክን ሪ ማስስቶ ፋይድቴ።
320308018d	ኮዘንከረ አብ እስታ ጮይስን የሱስ ክርስቶሰም ኤስንዘንካ ስገዳንዳ አብ Ꮊራ ሪየረ ካየንደትም እ አሜንድንኦል ሙዳ ሪም መይዳክን ሪ ማስስቶ ፋይድቴ፥ ክትካንታ ጋይስቶ ሙዳ ርም ዛቅትቴ። ክርስቶሰም Ꮊፍካንታ ጋይስቶ ሙዳ ርም Ꮊጭማግንዳ ፋይድቴ።
3203090104	ኮመረ እ ይድንደታጎግና ሙሴታ ህግንታዘን የድምሳን እስታ ጭለትቼን አሜንንዘን የድምሳን ሳብታ ጭለትችን ክርስቶሰካ አሜንሶ Ꮊፍካንተኬ ክትካ ክክን ማትካንቴ።
32030a00e0	አብነረ ክርስቶሰምከ ክርስቶሰታ ደእናርንካ አምንተንታ ዎልቀን ኤስካንታ፥ ክታ ማጠንም ዎራ ካስምካንተኬ ክታ ደእንከረ ክትም ካምካንቴ።
32030b009a	ኮትኮግንደረ እ ደእሳንደታ ቡሪ አምስቶ ስለንክንደታ ሰንፔካ ዶቅካንታ Ꮊድን ጉርም ይይንተኬ።
32030c0118	ኮም ሙዳ አክ Ꮊፋክቴ፥ አነረ ኮካ ሙዳ ቦድማ ማትተ ጋያይቴ፥ ማታጋካ ዳት የሱስ ክርስቶስ እም ይንታ ማስሶ እካንታ ክት ግግስሶ እምድንደትም Ꮊፍካንታ ጋይስቶ ኦስ እር ዞድቴ።
32030d0138	እስመንከስኬ ምችነእንከሶ! ኬዛርንካ ማቼ ኦ ኮታር እ የልሳንግንዳ ፋይዳይቴ፥ ኬዛር ማቼ ዋልቃ ሪ ይድቴ፥ ኮነረ እስታ ቡርጎካ ዶቅድንደትም ባቅረርቶ እስታ እሪ ዶቅድንደትም የድካንታ ጉርድቴ።
32030e0121	እካንታ ግግምሶ እምምድን Ꮊፍካንታ ኦስ እስታ እር ቦድንተንደር የልካንታ ዞድቴ፥ ኮነረ ግግምሶ እምምድንዳ ሳብ የሱስ ክርስቶስጎካ ይንደር ፈስ ኤልሶ እካንታ ክት እምድን ሰንፔ።
32030f010d	ይና አያናር ዶቅንትካ ዎታ ዛብዝባብ ሙደና ኮም ካምድን ገቅር ዎንታ ዶቅ ዝግዝዴ፥ የ ፋስምድንደታ ገቅር የንታ ዎክያር ዶቅሴ ኮትኮም ገቅርን ሳብ መያ የካንታ ማስተሬ።
3203100059	ማታጋካ ዳት ታ ዎ የልሳን ዶቅንትና አያንካ ክክን ማታ።
32031100b3	እስመንከስኬ ምችነንከሶ! እም ካምሰቶ ጎርስምከቴ፥ ዎንተረ ካምስንም ጎርስምድባብከስም ሙዳ ቡደርሶ ሰድከቴ።
320312011b	ታ ኮታ ኤና እሪ በድᎺይካ እ የም ኬዛንግንደኬ ታየረ እስታ ኤርመንም ዉልኤርቶ እ የም ኬዝድንግንዳ ሙዳ በድንከስና ይንታ ይተንካ ክርስቶሰታ ማዝቀልንታ ይምኤንባብከስ ማተኬ።
32031300c2	ኬታ ጮይስና ኬታ ልጰኔ፥ ኦስንዝድን ሪ ከትካንታ ቦንቼ፥ ኬታ ገቅርነረ ፍጨዘንደትሜ፥ ኮካንታ ኬታ በእንተነረ ካይንቴ።
32031400bc	ዎታ ማቼ ጭላር ባንችምንታ ኤዶቴ፥ ፈ ኮታርንካ Ꮊድባብ አቅስንባብ ዎንታ ጮይስን የሱስ ክርስቶሰም ሱነካ ካርዝዶቴ።
320315010f	ኖ ኮትኮም ቶችምሳን ዎንታ ዘነን ኦከካ ክታ ቦንችምሳን ዘነን ካምድንግንዳ ይዴ፥ ኮመረ ክት ይድንዳ ሙደንም ይንታ ገችታ ኤረንታ ጎያር ማስካንታ ክታ ዶቅድን ዎልቀንኬ።
32040100e9	እ የም ሶልምድባብከስኬ እ የም ሱነርድባብ፥ እስታ ጉርምንተኬ እስታ ፍክስንታ ዛዉዳ ማችባብ እስመንከስኬ ምችነንከሶ! ጮይስካ ዳቅሰቶ ዶእከቴ።
3204020097	ኤዎድየኬ ስንጥክካ ክክ ክክ ጮይስያር ዋልቃ ገቅርካ ኤእሰኮ ዶቅተርንግንዳ ከትም ምግዝድቴ።
32040301f7	የነረ ኦ ኮታር ዶቅዳዮ አሜንምስባብ እስታ ፍክስንታ ላኮይትኖ፥ ኬና ማነንከስም የስ አሌን አልድንግንዳ እታ የስም ምግዝድቴ፥ ኬና ማነንከስ እንካ ክክን ቀለምንጦሰከኬ ኬታ ላምና ዶቅንት ማጻፍናር ጻፍምስባብከስ አብንከሳርንከረ እስታ ፍክስንታ ላኮይትንከስካ ክክን ማትንተካ ክላ ኬዘንም የልስንጎካ ጉርተኬ።
320404006b	ሙዳᎺይካ ጮእይስካ የም ጉርምሳ፥ ጉጅሰረ ጋይድቴ “የም ጉርምሳ!”
320405008f	ላቅም ኤድ የንታ ማትንተና ኤድ ሙደንደር ኤስምሳንዳ ማታ፥ ጮይስ ማትዮ Ꮊድካንታ የልቴ፥
32040600e2	ኮካንታ ሙዳ ሪካንተረ ምክስካ፥ አብንከስካንታ ጋልትምኬ ጋለትካ ክክን የንታ ኦይስን ሳብካንታ ኤስምስከት ዳት Ꮊራ ሪካንተረ Ꮊይ ማጠረቴ።
32040700bb	ኤድ ሙደንታ ገቅርዘንካ ጬክን ጋይሳንዳ ሳብታ ሳራትቼና የንታ ቡደንምኬ የንታ ማክቼንም የሱስ ክርስቶሰካ ካርዝዴ።
3204080197	ይና ኮዘንከረ እስመንከስኬ ምችነንከሶ! ዶፈንን፥ ቦንቼን፥ ጭለትቼን፥ ይልቻ ይልችን፥ ጉርምዝድንደትምኬ አንጅምሳንዳ ማቻን ሪንከስም ሙዳ ገቀርከቴ። የንታ ማክቼና ከትኬና ሙዳ ሪንከዘንካ ስገድንደትኬ ጋለችዝድንደት፥ ኡርማ ሪንከስካ ጮጫንዳ ማታ።
32040900d6	እዘንካ የ ኤሳንደትምኬ የ ተያንደትም፥ ዎገን የ ኤሰርሳንደትምኬ የ ሰዳንደትም ሙዳ ይከቴ፥ ሳራትቼንታ ጮይስና የንካ ክክን ማተሬ።
32040a019b	በድ ሰጨታ ቡሪ አናካርንካ እስታ ማጠንካንታ ገቅር የ የጃንካንታ ጮይስካ አንድር ጉርም እካንታ ኤስምዴ፥ ኮመረ ጋይድቶ የ ገቅርሳንደትም ፍክስት ሰችካንታ ኡርማ ጎግ የ Ꮊፋክንካንታ ጋይድት ዳት እስታ ማጠንጎካ የንታ ገቅርን ዎይስተቴ እስታ ጋይንት ካዬ።
32040b00e8	ጉጅሰረ ኮም እ ጋይድንዳ እስታ ገች Ꮊቅንጎካ ዝግዝድንዳ እካንታ ካይድንካ ካዬ፥ እታ ማቼ “እስታ ዶቅድን ሪና እካንታ ማዴ” ጋይንተን ኤስትቴ።
32040c00ea	ኮካንታ Ꮊፍንመረ ማታ ካይንተንም ኤዝድቴ፥ Ꮊምን ካርዘነረ ማታ Ꮊምን ሰጨንከረ ምስንትንምኬ ዳቅርንም፥ Ꮊፍንተተኬ ካይንተታ ጎግንም ኤስትቴ።
32040d0067	ዎልቀን እካንታ እምድባብ ክርስቶሰካ ሙዳ ሪን ይይካንታ ማድቴ።
32040e0086	ማታጋካ ዳት የታ እስታ ማጠንም ካስምድባብ ማትሰቶ የንታ Ꮊፍርንካ ኡርማ ሪ ይሰቴ።
32040f019d	ኮዘንከረ አብ ክላ ኬዘንም ኤስምስ እ የጃንደትካ መቄዶንያ ፍጨናርንካ እ ዉድንካ የ ፍልጵሶስ ካተመናር Ꮊፈርድባብ አሜንድባብኬዘንካ አብ እመከረ ማታ ሞክት ተይንተካ እንካ ክክን የካ ማችባብ አሜንድባብ አብ ዎርሳ ካየንደትም የታ የንታ ማታርንካ ኤዝደቴ።
3204100097	ተሴሎንቃ ካተመናር ማጣ እዘን የልሳንደትም ኤስሰቶ አሌንም ካርንካ ካርንካ እካንታ ኦይተቴ።
32041100b5	ኮመረ እ ጋይድንዳ የንታ እመን Ꮊፍካንታ አንግርካ ማታክናና የንታ እመንታ አፍና የካንታ በድንግንዳ አንግርኬ።
3204120172	እካንታ ዝግዝድንደትምኬ እካንታ ዝግስምድንደትዘንካ ስግ እካንታ የ ኦይቻንደትም እመን ኤጳፍሮድቱስታ አንያርንካ ተይትቴ፥ ኮነረ የንታ እመና ኡርማ ዎዝድንደትካ ጮጫን ካሲንግንዳ ሳብካንታ ዝግዝድንደትኬ ክትም ጉርምዝድንዴ።
32041300b7	ኮካንተረ እስታ ሳብና ይንታ ቦንችምሳን ቆልመንዘንካ ክርስቶስ የሱስጎካ የም ዝግዝድንደትም ሙዳ የካንታ እምዴ።
3204140079	ዎንታ ባቤንካንተኬ ዎንታ ጮይስንካንታ ስለንክንደታ ቦንቻ ማታ፥ አምንኤ።
32041500d7	አሜንድባብከስ ሙደንካንታ የሱስ ክርስቶሳር አቦ ከትም ጋይከቴ፥ እንከረ ክክን ዶቅድባብ እስመንከስኬ ምችነንከስ አቦ የም ጋይደኬ።
320416008c	አብ አሜንድባብከስ ሙደና ስገረ ሮማ ፍጨንታ ባንችንታ ኤሀ ኤድንከስ አቦ የም ጋይደኬ።
3204170078	ዎንታ ጮይስን የሱስ ክርስቶሰታ ዉች እምንተና የንካ ክክን ማታ፥ አምንኤ።
330000000f	ቆለስያስ
330101008f	ሳብታ ጋይተካ የሱስ ክርስቶስታ ኦይትምስባብ ጳውሎስዘንከ ዎንታ እስመን ጢማቶስዘንካ፥
33010200f1	ቆላስያሳር ዶቅድባብከስ ክርስቶሳር ፋስምስባብከስኬ አሜንምስባብ እስመንከስ፥ ሳብ ዎንታ ባቤንዘንካ ዉች እምንተንኬ ሳራትቼንካ የካንታ ማታጋካ።
3301030095	የካንታ ዎ ምግዝድንደትካ ዎንታ ባቤን የሱስ ክርስቶስታ ባቤን ሳብም ሙዳᎺይካ ዎታ ጋለዶቴ።
33010400c0	Ꮊራካንታ ጋይሴ የሱስ ክርስቶሳር የንታ ዶቅድን አሜንንከኬ አሜንድባብከስጎካ ሙዳ የንታ ዶቅድን ሶልመንም ኤሰርቶቴ።
3301050153	ዶፈንንታ ቃላ ማቻንዳ ክላ ኬዘና እሪናና የንደር የልሳንደትካ ክትካ ዶቅድንደትም Ꮊድን ጉርምንም ኤሰርተቴ፥ ኮካንታ የንታ አሜንንከኬ ሶልመና የድምሳንዳ ጭላር ግግምሶ የም ካርዝድን ኮትኮ Ꮊድን ጉርምንዘኔ።
330106012f	የታ ክላ ኬዘን የ ኤሰርሳንደትዘንኬ ሳብተረ ዉች እምንተንታ ዶፈንን ቡደካ የ ኤሳን ሰጨንዘንካ የድሶ ኮና ክላ ኬዘና የንታ ዎክያር ማቻንግንዳ ፍጫሙደንዘን አፍይ ኡስዘንኬ ጋጵዘን ዶቅዴ።
33010700e7	ኮመረ ዎንታ ካርያር ክርስቶስታ አሜንምስን ፍክስንባብ ማችባብኬ ዎንከረ ክክን የካ ፍግዝድባብ ሶልምምስባብ ኤጳፍራ የካንታ ኤስንም ኤስስቴ።
330108006c	ኮግንደረ ኖ ሳብታ አያንካ ክክ ክክ የንታ ሶልመንም ዎካንታ ኬዝቴ።
3301090135	ኮካንታ ኮም ዎ ኤሰርሳንደትዘንካ የድሶ የታ አያናር ዶቅድን ኤጨኬ ገቅርካ ሙዳ ሳብታ ጋይተንም ገቀርት የ ተይድን ጮጭ ኤስ የካንታ ዶቅተርንግንዳ የካንታ ምክስንምኬ ሳብም ኦይስን ዎይሳኮቴ።
33010a0133	ኮትኮግንደረ ጮይስካንታ ዝግዝድንጎግካ ዶቅንትካ ክትም ቦድመካ የ ጉርምስተርንግንዳ Ꮊምንመረ ኡርማ ፍክስን ፍክስካ አፍይ የ ኡስተርንግንደኬ ሳብም ኤስንተካ የ ጋጵተርንግንዳ ምግዝዶቴ።
33010b00e1	ጮይስ ይንታ ኤስምሳን ዎልቀንካ ይንታ ዳቅንተንም ሙዳ የካንታ እማ፥ ዳንዳእንከረ ሙዳ ሪን ጋምካንታ ጉርምካ ግግምስባብ የ ማታባብ የም ማሳ
33010c00c0	ጉጅሰረ ሳክማ ባንችምናር ጭልንባብከስካ ክክን ባእንም ካስምተርንግንዳ የም ማስስባብ ሳብ ባቤንም ጉርምካ ጋለትከቴ።
33010d0097	ኖ ኡምንታ ዎልቀንዘንካ አቅስሶ ሶልምምሳን ይንታ ይንቺንታ ባንችምናር ዎ አርድንግንዳ ይሴ።
33010e0057	ክትካ ቆት ተይምሶቶ ዎንታ ጎመንታ ነገትቼን Ꮊፍቶቴ።
33010f00a1	ክርስቶስ Ꮊፈርዳክን ሳብታ ዶፈን ካምስዬ። ኖ ፍዝር ሙደንዘንካ አንድርከኬ ጬክን ጋይስባብ ዳነዜ።
330110014c	ጭለዘንኬ ፍጨዘን ዶቅድባብ፥ ሰድምድባብኬ ሰድምዳክባብ፥ ጭለዘን ዎልቀንከስኬ ቆልድባብከስ፥ ገችንባብከስኬ ገችታ ኤረንባብከስ ሙደና ፍዝምሳንዳ ክትኬ። ሳብ ሙዳ ሪን ክርስቶሰካ ፍዝሶ ክትካንታ ማስሴ።
330111006c	ኖ ሙዳ ሪዘንካ እሪናና ዶቅዴ፥ ሙዳ ሪነረ የድምሶ ዎእሳንዳ ክትኬ።
33011200ba	ኖየረ ክታ ዘና ማቻን ምክስ ኤሄንታ ዱሬ፥ ሙዳ ሪካ እሪ ማድንግንዳ ደእያርንካ አምንተከረ እርንባብኬ አነረ ዳነዜ።
3301130095	ኮነረ ማቻንዳ ሳብታ ጮጭ ገቅርና ክታ ይንቺንካ ዶቅተርንግንዳ ሳብ ባቤንታ ጋይታ ማቻንኦሌ።
33011400ee	ክትጎከረ ጭለዘነረ ማታ ፍጨዘን ዶቅድን ሪንከስም ሙዳ ይንካ ክክን ኤድምሴ፥ ማዝቀልንዘን ዉልእምሳን ይንታ ይንቺንታ ማቀስንከረ ሳራትቼን እምሴ።
33011500aa	ኤና ሳብዘንካ ጎተርሰቶ ዶቅድᎺቀቴ፥ የንታ ገቅርንኬ የንታ ዳቅል ፍክስንጎካ ክትካ ይምኤርስባብ Ꮊቀቴ።
330116012b	ታ ማቼ ሳብካንታ ፋስምስባብኬ ይልችን ጋይስባብ፥ ይንኤርዝድ ሪየረ የንዘን ካየንባብከስ ማስሶ ይንታ እሪ የልስካንታ፥ ክታ ይንቺና ዋሄካ ክት ደእሳንጎካ ሳብ ይንካ ክክን የም ኤድምሴ።
33011701eb	ኮነረ ማድንዳ የንታ የድንዘን የድምሳንደትኬ ሶግዳክባብ ማትሶ ክላ ኬዘንካ Ꮊፈርሳን Ꮊድን ጉርምንካ ዙብማከትዶቆ አሜንካ ዳቅሰቶ የ ዶቅድንካ Ꮊክዬ፥ ኮና ክላ ኬዘነረ የ ኤሰርሳንደትኬ ፍጫሙደንዘን ዶቅድን ኤድንከስካንታ ሙዳ ሳባክምሳንዴ፥ እታ ጳውሎሰረ ፍክስንባብ እ ማቻንዳ ኮትኮ ክላ ኬዘንካንቴ።
330118011c	ታ የካንታ እ ተይድን ማጠንካ እም ጉርምዝዴ፥ ክርስቶስታ ዘና ማቻን ምክስ ኤሄናሪ ኤድንከስጎከረ ክርስቶስ ማጥርምሳንደትም ካስምና እዘንካ ዞገርሳን እስታ ዋሄንካ ጮችዝድቴ።
33011900ee	ሳብታ ቃለን የካንታ ሙደንም እ መያ ማዝድንግንዳ ሳብዘንካ እካንታ ዋደካ እምምሳን ፍክስንባብግንዳ ምክስ ኤሄናር ኤድንከስካንታ ፍክስባብ ማቻቴ።
33011a00f2	ኮነረ ሳብታ ቃለና ስግዳን ስለንከሳር ኤድ ይንችንኬዘንካ አጥምሶ Ꮊቃንደትኬ ታ ማቼ ሳብ አሜንድባብከስካንታ ሙዳ ክት መያ ማስሳንዳ አችምሳንደትሜ።
33011b01a9	ሳበረ ፋስምስባብከስካንታ መያማስካንታ ክት ጋይሳንዳ ዶቅድንደትም ኮ አችምሳን ቦንቼታ ቆልመንኬ የ አይሁድ ማታክባብከስታ ዎክያር Ꮊራከካ ክታ አንድር ማትንተኔ። ኮነረ አችምሳን Ꮊድን ጉርምካ ዎ ካርዝድንዳ ቦንቻ Ꮊፈርድንዳ ክርስቶስ የንታ ዎክያር ማትንተኔ።
33011c00d6	ዋልቃ ዋልቃ ኤድ ክርስቶስካ ማድን ኤድ ማድንግንዳ ይይሶቶ ግግስካንታ ኤድ ሙደን ኤጨንም ሙዳ ኤስስኬ ዞረካ ክርስቶስጎካ ሳባክዶቴ።
33011d00cf	ሳብ ይንታ አንድር ዎልቀንካ እስታ ዋሪ ክት ፍግዝድንኦል ኮትኮ ዎልቀንጎካ ኮና ገቅርና ቦድምድንግንዳ ዛብስቶ ጉረርቶ ጋብድቴ።
330201011b	የካንተኬ ሎዶቅያ ፍጨናር ዶቅድን ኤድንከስካንታ ኮትኮግንደረ እስታ ባለንም ዎራ ሰድሰኮ ኤዝዳክን ኤድን ሙደንካንታ Ꮊራከካ ዛብሶ እ ጉርዳናንከረ የ ኤዝድንግንዳ ሶልምድቴ።
33020200e9	እ ጉርድንደረ ኬታ ቡደና ዳቅስንደትኬ ሶልመካ ዞክምሶ፥ ቦድማ ገቀርት ተይንም ሙዳ በችካ ሳብታ አችምሳን ማችባብ ክርስቶሰም ከት ኤዝድንግንዴ።
