2800000005	Macho
2f080d009c	Gɛ njɛme nɛ lɛ bɛŋ doo bɛŋ nyaa ki bɛŋ fîh bamii bamu bɛŋ tu bɛŋ kwe lo gɛ. Le fiɛɛ fì bɛŋ gê bimbe bichii kɛ̂mɛ yɛɛŋyɛɛŋ.
2f080e00cd	No bɛŋ kɛme mwɛɛ mɛɛse mu fuushi lo, bamii bamu fuge, taŋlo bɛŋ fî bo. Nɛ bo doo bo kɛme tɛ mu fuushi lo sege kɛɛ, bɛŋ fuge, bo fî bɛŋ. Noo bimbe bichii mo bi kɛ̂me yɛɛŋyɛɛŋ.
2f080f009c	Le no ba le ba saŋ lɛ, “Muh wù gɛ̀ banyɛ baaŋ, gɛ̀ baaŋ kɛme gɛh baaŋ gɛ. Muh wù gɛ̀ banyɛ shige, gɛ̀ baaŋ kɛme gɛh shige gɛ.”
2f0810006a	Nyaa kiyone Nyo wù ge Taytu kɛme shɛ́ŋ yì chuule fɛ bɛŋ le gɛh yɛɛŋyɛɛŋ njɛ no ŋkɛme.
2f081100b3	Wu baaŋ bɛɛŋ gɛ ki wu tô a bɛŋ le gɛh nje bee le be lɛgɛ wu gɛ. Wu too a bɛŋ le a kwajɛ wù le we le, no wu gɛ̀ kɛme wa shɛ́ŋ chuule nɛ baaŋ fɛ bɛŋ le.
2f0812009c	Bee tune wu bɛ mwa bwe wese besabɛŋ wù ba kee wu antɛnɛɛ a bintaashɛ bi bamii ba mbɛmɛ le bichii yi saaka wù joŋe wù wu jiɛnyi wu feeji le.
2f08130136	Gɛ mɛ gɛh fifiɛɛ fì kune wu gɛ. Wu le tɛ muh wù bintaashɛ bi bamii ba mbɛmɛ le bi baa lɛ wu jîɛnyi besa bo no bee jiɛnyi bee gee lɛme chì kune nfih chinɛ. Lɛme chinɛ le chi ge bamii nyâa mbɛɛŋsɛ Tada le kibɛɛ, bɛ ki chi dûnyɛ lɛ bee kɛme shɛ́ŋ ki bee fîh bamii bamu.
2f08140081	Bee goone lɛ keefɛ fiɛɛ nyû yu fì muh mu gê wu sâge bee yi fi le kune nnya yì baaŋ yinɛ yì bee lɛne yi le gɛ.
2f0815008f	Bee mone nɛ wesee ki bee gê nyume fiɛɛ fì le chuule ya mɛ gɛh a Tada jii maa gɛ. Bee mone ki bee gê fì le tɛ chuule a bamii jii.
2f08160108	Bee tune tɛ mwa bwe wese besabɛŋ wumu bɛ bo wu bee le be moŋ wa wù kiŋgane wesee yi mwɛɛ le wesee, bee yɛŋ lɛ wu kɛme shɛ́ŋ ki wu gêe mwɛɛ. Wu le mɛɛse wu kɛme shɛ́ŋ yì baaŋ fɛ bɛŋ le, nje wu le wu gɛɛ fitele yi ye yene le baaŋ.
2f0817010a	Muh njɛ Taytu le muh wù besa wu jiɛnyi kikaa kimimia, nyu tɛ muh wù besa wu lɛne yi fiɛɛ le fimimia fɛ bɛŋ le. Doo tu fɛ booŋ ba bwe wese besabɛŋ bamu baa le, le bamii ba ntuŋ ba bintaashɛ bi bamii ba mbɛmɛ, bo gee ŋgvunɛ gɛɛne fɛ Kletu le.
2f081800a3	Noo, bɛŋ mo bɛŋ dunyɛ kiŋkoŋɛ kena fɛ bo le nɛ waaŋ, wu lɛ bintaashɛ bi bamii ba mbɛmɛ yɛ̂ŋ lɛ ye yi bee to be chiaase kune bɛŋ le yì kooji.
2f0901006e	Gɛ ŋkoŋe ki ŋka nshêe nsâŋe lo fɛ bɛŋ le kune lɛme chinɛ ki ntooŋ bamii ba le ba Nyo Judia gɛ.
2f09020149	Ŋkee lo lɛ bɛŋ kɛme wa kiŋkoŋɛ ki bɛŋ tôoŋ bo. Nyu fiɛɛ fiyu fì nchiaase ye yu bɛ bamii ba Masɛdonia kune bɛŋ, njɛme lɛ bɛŋ ba kimbe kì Akɛya bɛŋ gɛ̀ seesɛ wa kiluŋ baaŋ lo ki bɛŋ tôoŋ, kiŋkoŋɛ kì bɛŋ kɛme ki bɛŋ nyâ mo ki ge tɛ muntele mu bamii ba duude a bo ntɛnɛɛ ja we.
2f090300fa	Geenɛ, ntune booŋ ba bwe wese besabɛŋ banɛ fɛ bɛŋ le wu lɛ keefɛ ye yì bee chiaase kune bɛŋ yi saaka wunɛ le bû lɛ le yì achiji gɛ. Ntune bo wu lɛ bɛŋ le bɛŋ sêesɛ no ŋgɛ̀ jɛme lɛ bɛŋ lé bɛŋ gê bɛŋ nyûme.
2f090400d0	Fuge noo, fi ge fi kooshɛ lɛ besa bamii ba Masɛdonia bamu ja bo to bo yɛŋ bɛŋ baaŋ a seesɛ gɛ, kinchoosɛ kiyu nyû nɛɛ fɛ bee le, fede munchii fɛ bɛŋ ba bee chi gɛɛde bvufee yi ye yene le?
2f0905014b	Le fiɛɛ fì ge ŋkwajɛ lɛ le fishaŋ nlɛ̂gɛ booŋ ba bwe wese besabɛŋ banɛ lɛ bo sâ fwe bo tô bɛŋ sêesɛ nnya yì baaŋ yinɛ kife baaŋ, yì bɛŋ gɛ̀ ka ki bɛŋ nyâ. Noo nnya yiyu mo yi nyû no bɛŋ gɛ̀ seesɛ wa lɛ le nnya yì bɛŋ nyaa yi bɛ kiŋkoŋɛ kena, nyu gɛ lɛ ba kane lo bɛŋ gɛ.
2f09060069	Bɛŋ ntâne lɛ muh wù boone shige, to wu gwejɛ shige, muh wù boone wesee, to wu gwejɛ tɛ wesee.
2f090700d6	Muh wu mumwaa wu mumwaa bɛŋ le kɛme ki wu nyâ no wu le wu kwajɛ fɛ fitele fie le, wu nyaa wu chiide gɛ lo ye gɛ kɛnɛ wu nyaa njɛ ba kane lo wu gɛ. Bɛŋ kêe lɛ Nyo koŋe muh wù nyaa bɛ kinlaŋye.
2f090800bf	Nyo taŋlo wu nya bɛŋ bɛ mwɛɛ munchii wu ge mu fuushi lo, wu lɛ bɛŋ kɛme fiɛɛ fichii segechii fi kooji bɛŋ le bachii, bɛŋ mo bɛŋ gêe chilɛme chì joŋe chichii yu chuule.
2f09090080	Fi le no ba le ba saŋ lɛ, “Wu le wu chvu lo nnya bamii ba kifufe le. Gee che chì chaaŋ mɛ gɛh chi nyume yu segechii.”
2f090a00bd	Nyo wù nyaa ŋgo muh wɛɛ le bɛ mwɛɛ munjile bo jii, lé wu gê wu nyâ tɛ wu ka wu bîsɛ ŋgo yi mwɛɛ mwɛna, wu gê kinche kena kì chaaŋ tô bɛ ŋgwejɛ wù duude lo.
2f090b00c8	Nyo lé wu gê wu nyâ tɛ bɛŋ bɛ bvukugɛ jé le yichii ki wu gê bɛŋ gwêenyi chiaaŋ yene chuule bamii bamu le, wu lɛ bamii nyaa kiyone Nyo le sege bo kɛmɛ nnya yinɛ chiaaŋ yese le.
2f090c009e	Gɛ lɛme chì joŋe chinɛ chì bɛŋ lɛne too gɛh nyu bɛ mwɛɛ mù bamii ba le ba Nyo goone maa gɛ, chi too tɛ bɛ kiyone fɛ Nyo le jé le wesee.
2f090d011a	Lɛme chinɛ le chi dunyɛ bamii ba le bɛŋ, bamii mo bo tûme maŋkuŋ ma Nyo yi n'yu wù bɛŋ yuge saaka wù joŋe wù kune Kletu wù bɛŋ toone le. Ba lé ba gê ba tûme tɛ maŋkuŋ ma Nyo no bɛŋ le bɛŋ gwenyɛ chiaaŋ yene fɛ bo le mo fɛ bamii bamu le bachii.
2f090e0087	Bo lé bo gê bo bûune fɛ bɛŋ le, muntele muboo nyu yi ye yene le nɛ baaŋ, nje nfii wu Nyo wù le yi ye yene wù kuge baaŋ.
2f090f005e	Besabɛŋ nyâa kiyone Nyo le yi nnya ye yì baaŋ yì taŋlo muh gɛ sɛɛŋ no yi le gɛ.
2f0a0100c7	Mɛ wù Bol kibɛɛ, ŋkude lo chiaaŋ bɛŋ le yi kimbonɛ bɛ nyiɛgee wu Kletu le. Le mɛ wù ba duu lɛ ŋge ndoo nyume kimbe kimi le njɛme fiɛɛ fì tɛɛme lo, nto a bɛŋ jii, mɛ mo mbo.
2f0a0200d9	Nlɛgɛ lo bɛŋ lɛ sege ŋge nto, keefɛ bɛŋ gê njâ njɛ̂me fiɛɛ fì tɛɛme lo besabɛŋ no mɛ taŋlo njɛme besa bamii ba kwaji lɛ bee gee mwɛɛ bee bii nyu ŋkwajɛ wu bamii ba yi woŋ kfunɛ le gɛ.
2f0a030081	Le nchiɛɛŋ lɛ bee chee yi woŋ kfunɛ le, geenɛ gɛ̀ bee ya tune jɛŋ yese bee bii no bamii ba yi woŋ kfunɛ le tune gɛ.
2f0a0400b0	Gɛ mwɛɛ mu bee tune jɛŋ yese yu nyu mu yi woŋ kfunɛ le gɛ. Mwɛɛ mù bee tune jɛŋ yese yu kɛme bvuŋga bvu jade fɛ Nyo le, ki mu bvûushi manjuu mà tɛɛme yu.
2f0a0500e7	Bee to be jode mwɛɛ mu jɛŋ lɛ munɛ bee bvuushi bintɛɛnyɛ bi bamii tɛɛnyi yu, bee shiishi kinchiaasɛ ye kichii kì baŋe lɛ keefɛ bamii kee Nyo gɛ, bee soo tɛ baŋkwajɛ ba bamii yu, bee gee bo yuge wa nyu Kletu le.
2f0a06008b	Sege bɛŋ dunyɛ lɛ bɛŋ yuge wa nyu Kletu le bɛ muntele mwɛna munchii, bee mo be nyâ ŋgɛ muh wuchii wu tɛɛme kikwɛɛ Kletu le.
2f0a0700a7	Bɛŋ jîŋɛ bɛŋ yɛ̂ŋ fiɛɛ fì le a bɛŋ jii! Nɛ muh wù kee nchiɛɛŋ lɛ wu le muh wu Kletu, wu kêe lɛ no wu le muh wu Kletu, le gɛh tɛ no bee le.
2f0a0800a6	Mo nja ntu nchiaase ye nfede shige nje bvuŋga bvu bee kɛme bvu Tada nya, gɛ bvuya nyu bvu koode mɛ gɛ. Bvuŋga bvunɛ le ki bvu jooŋ lo nyu gɛ ki bvu sâ gɛ.
2f0a09004b	Gɛ ŋgoone lɛ fi duunyi nɛ njɛ mbɛɛŋse lo bɛŋ bɛ baŋwa baŋ gɛ.
2f0a0a00d0	Njɛme nɛ nje bamii bamu jade bo tu bo jɛme kune mɛ bo duu lɛ, “Wu to wu saŋe baŋwa ba jiji bo ka tɛɛme, geenɛ sege wu to a bamii jii wu mo wu tu wɛɛ. Gɛ njɛmɛ we to wu koode fiɛɛ le gɛ.”
2f0a0b006c	Bobaa bamii kêe lɛ fiɛɛ fì bee jɛme a baŋwa le sege bee ya fo gɛ, bee lé be gê fi sege bee to.
2f0a0c00f1	Gɛ bee mone ki bee bêji ye, kɛnɛ ki bee fege bikwɛɛ biɛsa bɛ bamii bamu baa ba sɛŋe bɛ de yiboo fiɛɛ fì le bo gɛ. No bo fege bikwɛɛ biboo le lɛbolɛbo, bo beji tɛ ye yiboo lɛbolɛbo, fi duunyi lɛ gɛ bo kee fiɛɛ gɛ.
2f0a0d00a2	Fiesa le lɛ gɛ̀ bee chiaase ye bee fede kijwee gɛ. Bee chiaase ye nyu yi kijwee ki Nyo le wu nya chiaaŋ yese le ki bee lɛ̂ŋ bee tô be bû fɛ bɛŋ le.
2f0a0e009f	Gɛ bee daŋse kijwee no bee too be bude fɛ bɛŋ le gɛ. Bee gɛ̀ bee bamii ba fwe ki be jiɛnyɛ bɛ saaka wù joŋe wu kune Kletu, too bude fɛ bɛŋ le.
2f0a0f010d	Gɛ bee chiaase ye bee fede kijwee gɛ. Fi le lɛ gɛ̀ bee chiaase ye yi lɛme chi bamii bamu gee le gɛ. Geenɛ fiɛɛ fì bee jiiŋe fwe bee kee le lɛ no mbɛmɛ wene kuu wu gɛɛne fwe, le gɛh no lɛme chesa a bɛŋ ntɛnɛɛ le chi kûu chi gɛɛne fwe chuule.
2f0a1000b4	Noo bee mo bee fê lo a bɛŋ le lɛ bee fêeji saaka wù joŋe wu gɛɛne bimbe bimi le, ya nyu gɛ lɛ bee chiaase ye bɛ lɛme chi ba le ba lɛŋ wa kijusɛ ki muh mu le gɛ.
2f0a11007b	Fi mo fi nyume no ba saŋ a Ŋwa wu Nyo le lɛ, “Muh doo wu chiaase ye, wu chiaase ye nyume yi fiɛɛ fì ge Tada le.”
2f0a1200a4	Gɛ nyu muh wu duunyi kikwɛɛ ke lɛ wu le muh wù kooji wu mo nyu muh wù kooji a Tada jii gɛ. Le muh wu Tada yɛde lɛ wu le wu kojɛ, le wù kooji a wu jii.
2f0b01005a	Nlɛge lɛ bɛŋ chînɛ njɛmɛ njɛmɛ wu kiyuŋ nɛ shige. Kii, bɛŋ chînɛ gɛ lo!
2f0b0200a8	Ŋkɛme kin'yɛɛ ajii bɛ bɛŋ nyu ki Nyo. Bɛŋ le fɛ mɛne njɛ ŋgooŋ kwɛse wù baaŋ wuchile, wù nle ŋka ki ŋge nnya wu jwɛŋsɛ wu mumwaa wù le Kletu.
2f0b0300b9	Geenɛ, nfaane lɛ yɛɛŋyɛɛŋ no yo gɛ̀ wɛɛnɛ yi lɛɛ bɛ Iff, le ba nyu ba sâayɛ tɛ bvufee bwena bɛŋ chînɛ je yì nchiɛɛŋ bɛ yì yuude yì bɛŋ bii Kletu le.
2f0b040148	Njɛme nɛ nje bɛŋ kaanyi gɛh lo fiɛɛ fichii. Nɛ muh ja wu to wu feeji kune Jiso wumu yeye njɛ le wù bee gɛ̀ feeji bɛŋ le sɛŋ, kɛnɛ kiyo kimi yeye nyume gɛ kì bɛŋ gɛ̀ fi a Nyo le sɛŋ, kɛnɛ kune saaka wù joŋe wumu yeye njɛ le wù bɛŋ gɛ̀ fi a bee le sɛŋ, tu bɛŋ le bɛŋ kâanyi gɛh lo.
2f0b050065	Gɛ ŋkwaji lɛ bamii baa ba bɛŋ tɛŋe lɛ bako ba booŋ ba ntuŋ ba Jiso kuge lo bo fede mɛ gɛ.
2f0b0600cf	Mo nyu lɛ nɛ ŋkee gɛ njɛmɛ wù ba yɛyi lo n'yɛyɛ le gɛ, tu gɛ mo nyu lɛ gɛ ŋkee fiɛɛ kune Nyo gɛ. Finɛ le fiɛɛ fì bee le be dunyɛ wa bɛŋ le a jé le yichii mo yi mwɛɛ le munchii.
2f0b0700c6	No ŋgɛ̀ nto nfeeji saaka wù joŋe wu Nyo bɛŋ le achiji njɛ bɛŋ laaŋe mɛ sɛŋ, fi nyume lɛ ŋgɛ̀ ŋgee nyu kimbefɛ ki nshiishɛ kikwɛɛ kaŋ noo wu lɛ mbɛɛŋsɛ nyu fɛ bɛŋ le?
2f0b08008a	Taŋlo ndu lɛ ŋgɛ̀ nsoŋe nyu kinsoŋ a bintaashɛ bi bamii ba mbɛmɛ bimi le, no ŋgɛ̀ nfii nfih a bo le, nlɛne nyu fɛ bɛŋ le.
2f0b090156	Sege ŋgɛ̀ bee besabɛŋ, ŋgɛ̀ baaŋ ŋgɛɛ gɛ bvujijɛ bvumu yi muh lɛ bɛŋ le gɛ, gɛ ŋgɛ̀ ŋkɛme ntaŋ wu fiɛɛ gɛ. Booŋ ba bwe wese besabɛŋ ba gɛ̀ to Masɛdonia gɛ̀ nya fiɛɛ fichii fì ŋgɛ̀ ŋgoone. Noo yi fiɛɛ le fichii ŋgɛ̀ nfaŋ ki ŋgɛɛ bvujijɛ yi ye yene le. Le gɛh no nlé ŋgê nfâŋe noo.
2f0b0a009a	No nchiɛɛŋ wu Kletu le yi ye yaŋ le, gɛ muh nyu yu bimbe binɛ bì Akɛya le wù taŋlo wu bâŋ jwe waŋ yi fiɛɛ fì nchiaase ye yi fi le gɛ.
2f0b0b006e	Ŋgɛ̀ nfaŋe nfii a bɛŋ le noo nje la? Le nje gɛ ŋkoŋe bɛŋ gɛ? Ŋkoŋe bɛŋ nɛ chuule Nyo kee noo.
2f0b0c00aa	Fiɛɛ fì ŋgee, nlé mɛ gɛh ŋgee, wu lɛ nchine bikaa bi bamii baa bò goone ki bo chuunyi lɛ bo le yɛɛŋyɛɛŋ besa bo yi fiɛɛ fì bo chiaase ye yi fi le.
2f0b0d0098	Gɛ bamii bayu baa nyu booŋ ba ntuŋ ba Kletu ba nchiɛɛŋ gɛ. Bo le bamii ba lɛme ba kinlɛlɛ. Bo tɛyi Kletu fɛ jii lɛ bo le booŋ be ba ntuŋ.
2f0b0e007f	Gɛ finɛ fiɛɛ nyu fiɛɛ fi kiŋgha gɛ. Mo Sataŋ bɛ kikwɛɛ ke to wu tɛyɛ fiɛɛ fɛ jii lɛ wu le nchɛndaa wu n'yuu.
2f0b0f00e5	Noo, gɛ nyu fiɛɛ fi jwe wu yunɛ lɛ sege bamii be ba lɛme lɛ fiisɛ tɛ ye bo chuunyi njɛ bamii ba yɛyi bamii no kinche kì chaaŋ kɛme ki ki nyû gɛ. Kimɛsɛ kiboo le ki nyûme gɛh yɛɛŋyɛɛŋ no gee chiboo le.
2f0b1000bb	Ŋka biise lɛ keefɛ muh jô mɛ lɛ nle kiyuŋ gɛ. Geenɛ nɛ bɛŋ mo jode mɛ lɛ nle kiyuŋ, bɛŋ mo bɛŋ chînɛ wu lɛ njɛmɛ tɛ njɛmɛ wu kinchiaasɛ ye shige njɛ kiyuŋ.
2f0b11007b	Fiɛɛ fì njɛme kune fi nchiaase ye yi fi le nfaane gɛ, le njɛme gɛ bɛ bvuŋga bvu Tada gɛ. Njɛme nyu njɛ kiyuŋ.
2f0b12005e	No bamii wesee chiaase ye a je yi bamii ba yi woŋ kfunɛ le, tu nlé nchîaase tɛ yaŋ ye.
2f0b13004f	Njɛme nɛ nje bɛŋ fii biyuŋ bɛ kiŋlaŋye bɛŋ nyu bamii ba kɛme bvufee!
2f0b140094	Bɛŋ le bɛŋ chinɛ lɛ bamii jôde bɛŋ, bɛŋ tuu nfa yiboo, bo jii chiaaŋ yene le, bo bɛɛne ye yene le, bo chiaase ye, bo nyuse bɛ bɛŋ.
2f0b1500f1	Ŋkɛme ki njɛme bɛ bvuya lɛ bee gɛ̀ bee fiesa bawɛɛyɛ bee gee gɛ noo gɛ! Geenɛ nɛ fiɛɛ le yu fi muh mone ki wu chîaase ye yi fi le, tu mɛ tɛ nlé mône kînchiaase tɛ ye yi fifiɛɛ le. Mbaaŋ njɛme finɛ njɛ kiyuŋ.
2f0b16009d	Nɛ bamii bayu le Ba'ibulu, tu mɛ tɛ le wumu. Bo le bamii ba Ishwala, tu mɛ tɛ le gɛh wumu. Bo le bamii ba kfuu chi Ablaham le, tu mɛ tɛ le gɛh wumu.
2f0b1700e7	Nɛ bo le bamii ba lɛne Kletu le, tu mɛ nfede lo bo yi fifiɛɛ le. (Njɛme finɛ njɛ muh wu jede.) Nle nlɛŋ wa nfe lo bo, ŋgɛɛŋ ncha nfe bo, ba suŋ wa mɛ kiŋgane ki duude le, kwe fe wa a mɛ we kiŋgane le kiŋgane le.
2f0b180081	Nle nfi wa baŋgwaŋ nyu baŋkfuu chiaaŋ yi Bajuu le kiŋgane kitɛŋ, nsuuŋ wu kimimia fuge ŋgwaŋ wu mumwaa fɛ bu mbaanyɛ.
2f0b1900c0	Baluma le bo suŋ wa mɛ kiŋgane kintɛde bɛ bimbaŋ, bamii bamu tume mɛ bɛ ata kiŋgane kimimia. Fitima le fi saayɛ wa bɛ mɛ kiŋgane kintɛde, nche wa a joo yì baaŋ le mbu nshe yo.
2f0b1a016f	Nle njiɛnyɛ wa baaŋ, mbonɛ kwe yi a joo le, mbonɛ ki ŋkwe chiaaŋ yi bachoŋ le, mbonɛ tɛ ki ŋkwe chiaaŋ yi bamii baŋ ba woŋ le, ŋka mbonɛ ki ŋkwe chiaaŋ yi bituŋ le, mbonɛ ki ŋkwe alaantɛŋ, ŋka mbonɛ ki ŋkwe nchvuuŋ, mbonɛ ki ŋkwe a joo yì baaŋ le, mbonɛ tɛ ki ŋkwe chiaaŋ yi bamii ba mbiane lɛ bo le booŋ ba bwɛɛŋ yi Kletu le.
2f0b1b00d9	Nle nlɛŋ wa baaŋ, mbunyɛ. Nle nche wa wesee nlefe gɛ. Nle nche wa jɛŋ mo ki ŋkɛmɛ joo yi mɛ mu sɛŋ. Nle nche wa kiŋgane ki duude le ŋkɛme gɛ fiɛɛ fijile gɛ, nche fii le ŋkɛme gɛ nju yi njii gɛ.
2f0b1c0087	Ki ŋka taa fo yi mwɛɛ mumu le, nle akuu a bvujijɛ aju achii nje baŋkwajɛ ba ŋkɛme fɛ bintaashɛ bi bamii ba mbɛmɛ le bichii.
2f0b1d0076	Muh doo wu wɛɛyi, tu nlé n'yûge tɛ ŋ'wɛɛyɛ. Nɛ muh ge lɛ muh ge kimbefɛ, tu fi le fi sâasɛ mɛ baaŋ.
2f0b1e0060	Mo nɛ le lɛ ŋkɛ̂me kinchiaase ye, nchiaase nyu yi mwɛɛ mù duunyi lɛ mɛ ŋ'wɛɛyi lo.
2f0b1f007a	Nyo wù le Nyo mo Chiji Tada wù Jiso wù n'yuusɛ le fɛ wu le segechii wu kage gɛ, wu kee lɛ gɛ mɛ mbiane lo gɛ.
2f0b2000a4	Gɛ̀ bee sege ŋgɛ̀ bee Damasku, muh wù gɛ̀ sage akuu a Nfoŋ Alɛta wu jɛmɛ bamii le lɛ bo chîɛɛne jwe wu kitaŋ wu kilantɛŋ kiyu le ki bo koo mɛ.
2f0b210082	Geenɛ bamii gɛ̀ jo mɛ bo leesɛ a ŋkaa le, bo bvusɛ fɛ nto wu yeh le bo shiishɛ akfuuŋ, fɛ ntɛɛshɛ mbu chiaaŋ ye le.
2f0c0100ab	Ŋkɛme ki nchîaase gɛh ye ŋgɛɛne yu fwe mo maajɛ nyu gɛ fo gɛ. Nlé ŋgɛ̂ɛŋ fwe yi mwɛɛ njɛ bifilɛ bɛ mwɛɛ mu nyilɛ le mù Tada gɛ̀ duunyi mɛne.
2f0c02010d	Ŋkee muh wu Kletu wumu wù Nyo gɛ̀ chufɛ wu bɛɛŋ bɛ wu woŋ wù fɛwe wù bilɛŋ bitɛde le. Abɛŋ le wa biluŋ yuufe ncho binɛh no fi gɛ̀ kooshɛ. (Kɛnɛ wu gɛ̀ bɛɛne bɛ ye, kɛnɛ wu gɛ̀ bee gɛ bɛ ye gɛ, tu gɛ ŋkee gɛ. Kee gɛh Nyo maa.)
2f0c03008d	Ŋgoone ki ŋka bisɛ lɛ, ŋkee wuwɛɛ muh, (Kɛnɛ wu gɛ̀ bɛɛŋ fo bɛ ye, kɛnɛ nyu gɛ bɛ ye gɛ, tu ŋkee gɛ. Kee gɛh Nyo maa.)
2f0c0400bc	Nyo gɛ̀ chufɛ wu wu bɛɛŋ fɛ kijusɛ kì joŋe ki Nyo le, wu yu mwɛɛ mù taŋlo muh gɛ sɛɛŋ gɛ. Mumwɛɛ le mwɛɛ mù ba baaŋ nya gɛ bvuŋga lɛ muh wu wuŋ jɛ̂me gɛ.
2f0c050093	Le muh njɛ wɛɛ wù taŋlo nchîaase ye bɛ wu. Gɛ taŋlo nchîaase ye bɛ kikwɛɛ kaŋ gɛ, fede gɛh lɛ nchiaase ye kune kiwɛɛyɛ kaŋ.
2f0c060116	Mo nɛ nyu lɛ ŋgoone ki nchîaase ye kune kikwɛɛ kaŋ, tu gɛ mɛ nyu kiyuŋ gɛ, nje fiɛɛ fì njɛme le nchiɛɛŋ. Geenɛ nle nfaŋ ki ŋge fiɛɛ fiyu wu lɛ keefɛ muh mu ja wu kwâji yeye kune mɛ fede fiɛɛ fì wu yɛne yi ye yaŋ le bɛ fi wu yuge a mɛne gɛ.
2f0c07011b	Geenɛ, ki ge lɛ keefɛ nja mbɛɛŋse ye baaŋ kune mwɛɛ mu kiŋgha munɛ mù Nyo gɛ̀ duunyi mɛne, wu gɛ̀ be wu tuŋ kfuu chi mbiaŋ yimi yi boonyi ye yaŋ le. Mbiaŋ yinɛ gɛ̀ bee nchɛndaa wu Sataŋ wu fiinɛ bɛ mɛ, wu lɛ keefɛ ŋgê njâ nchîaase ye baaŋ gɛ.
2f0c08006b	Ŋgɛ mbuunɛ kune fiɛɛ fiyu Tada mbu kiŋgane kintɛde nlɛgɛ lɛ wu chiaase fiɛɛ fiyu yi ye yaŋ le.
2f0c090116	Geenɛ wu chvuu mɛne lɛ, “Nfii waŋ wu nle nya wo le, le wu kojɛ wo le, nje bvuŋga bwaŋ to bvu lɛne yi muh le gɛɛne mɛɛse sege wu wɛɛyi.” Noo nle n'yuge njoŋ ŋka nchiaase ye kune kiwɛɛyɛ kaŋ nfese lo wu lɛ bvuŋga bvu Kletu taŋlo bvu lɛne yi ye yaŋ le.
2f0c0a00f6	Fi mo fi nyu lɛ n'yuge njoŋ bɛ kiwɛɛyɛ kaŋ mo banchuŋ ba bamii naanyi mɛ yu mo baŋgɛ ba n'yɛde mo bikaa bi bamii boone a mɛ jiŋ bɛ baŋgɛ ba bii mɛne nje Kletu. N'yuge njoŋ noo nje sege ŋ'wɛɛyi, tu sege kɛɛ mɛ mo ntɛɛme.
2f0c0b00fb	Nle nja wa ntu kiyuŋ! Geenɛ ge bɛŋ fɛ ntu noo. Le bɛŋ ba be kɛme ki bɛŋ dûunyi muh wu le mɛ. Mo no mbaaŋ nyu gɛ fiɛɛ gɛ, gɛ fi mo nyu lɛ bamii baa ba tɛŋe bikwɛɛ biboo lɛ bako ba booŋ ba ntuŋ ba Jiso mo kuge bo fede mɛ gɛ.
2f0c0c00e5	Mwɛɛ mù duunyi bvuŋga bvu Nyo bɛ biŋgha bi mwɛɛ mo mwɛɛ mu jwe wu yunɛ ŋgɛ̀ ŋkaaŋ shɛ́ŋ baaŋ mɛ mo ŋgee mu abɛŋ ntɛnɛɛ. Munɛ le banjiŋɛ ba duunyi lɛ muh le nchiɛɛŋ nchiɛɛŋ mwa ntuŋ wu Kletu.
2f0c0d00d7	Fiɛɛ fì ŋgɛ̀ ŋgee fɛ bintaashɛ bi bamii ba mbɛmɛ bamu le nshɛshi bɛŋ, fede lɛ ŋgɛ̀ mbaaŋ ŋgɛɛ gɛ bvujijɛ bvumu yi ye yene le lɛ bɛŋ fîi mɛ, le la? Bɛŋ ndaayɛ jialɛ chaŋ fo fɛnɛ!
2f0c0e016e	Nɛ mɛ wunɛ, nseese wa ki ntô a bɛŋ le yi kiŋgane kintɛde le. Gɛ mɛ nyu ŋge ntô nyu bɛ bvujijɛ bvumu fɛ bɛŋ le gɛ, nje gɛ ŋgoone nyu mwɛɛ mwɛna gɛ. Ŋgoone nyu bɛŋ. Ŋgoone nyu bɛŋ nje gɛ nyu booŋ ba kɛme ki bo gɛɛde mwɛɛ bachiji baboo bɛ ba bwee baboo le gɛ. To gɛɛde nyu bachiji booŋ bɛ ba bwe booŋ mwɛɛ booŋ baboo le.
2f0c0f00c4	Nlé ŋgê n'yûge njoŋ baaŋ ki chɛ̂ŋɛ bɛ fiɛɛ fichii fì ŋkɛme fɛ bɛŋ le bɛ ki nnyâ mo kikwɛɛ kaŋ nje bɛŋ. Nɛ ŋkoŋe bɛŋ baaŋ, bɛŋ tu bɛŋ koŋe mɛ shige nɛɛ?
2f0c1000a0	Bɛŋ le bɛŋ yɛŋ nchiɛɛŋ lɛ ŋgɛ̀ mbaaŋ ŋgɛɛ gɛ bvujijɛ yi ye yene le gɛ. Geenɛ bamii tu bo duu lɛ ŋgɛ wɛɛnɛ nlɛɛ bɛŋ bɛ chimbiaŋ.
2f0c11005a	Le lɛ muh mu a bamii ba ŋgɛ̀ ntuŋ fɛ bɛŋ le, gɛ̀ lɛɛ bɛ bɛŋ a jee chaŋ le?
2f0c1200f8	Ŋgɛ̀ nlɛgɛ Taytu lɛ wu tô fɛ bɛŋ le, ŋka ntuŋ mwa bwe wese besabɛŋ wɛɛ lɛ bɛ wu tô. Taytu gɛ̀ lɛɛ bɛ bɛŋ sege wu gɛ̀ too? Besa wu gɛ̀ baaŋ ge gɛ mwɛɛ yi ŋkwajɛ le wu mumwaa bee jiɛnyɛ yi kikaa le kimimia gɛ?
