010000000a	Medhetethi
291001007e	Sambaati aadhidaape guye, Magdela Mayraama, Yayqooba aayiya Mayraamanne Salooma bidi, Yesuusa aha tiyanaw shitto shammidosona.
291002003d	Wogga wode wonta daro guura xalqey caarishin, duufo bidosona.
2910030074	Enti banta giddon issoy issuwara, “Duufuwa doonape nuus shuchaa oonee gondorsidi digganay?” yaagidi odetidosona.
291004004a	Enti xeelliya wode he daro gita shuchay gondoretidi kichidaysa be7idosona.
2910050081	Yesuusi moogetida duufuwa giddo geliya wode issi pantha addey bootha ma7o ma7idi, ushacha baggara uttidaysa be7idi dagammidosona.
29100600ac	Shin I entako, “Dagammofite; masqaliya bolla kaqetida, Naazirete Yesuusa hinte koyeysa taani erayis. I haysan deenna, hayqope dendis. Enti iya moogida bessa haysa be7ite.
291007009e	Ha77i bidi Yesuusa tamaaretasinne Phexroosas, ‘Yesuusi hintefe sinthatidi Galila bees. I, hintew odidaysada hinte iya yan be7ana’ yaagidi odite” yaagis.
2910080074	Maccasati yashshan kokorishe duufope keyidi baqatidosona. Qassi enti yayyida gisho, hessa oodeska aykoka odibookona.
29100900c7	(note: The most reliable and earliest manuscripts do not include Mark 16:9-20.) Yesuusi hayqope dendidaape guye, wogga gallas wonta, laapun tuna ayyaanata kessida Magdela Mayraamis koyrottidi bentis.
29100a004a	Iya bada kase iyara de7eysatas, enti azzanishenne yeekishe de7ishin odasu.
29100b0054	Shin Yesuusi paxa de7eysanne iw bentidaysa enti si7ida wode iya geysa ammanibookona.
29100c0066	Hessafe guye, entafe nam7ati katamaape keyidi bishin, oge bolla Yesuusi kasepe dummatidi entaw bentis.
29100d004d	Enti guye simmidi, haratas odidosona, shin haratika enta odaa tuma gibookona.
29100e00b3	Guyepe tammanne issi iya tamaareti kathi mishin, Yesuusi entaw bentis. Entaw ammanoy bayna gishonne hayqope I dendidaysa be7ida asay odin, enti ammanonna ixida gisho I enta boris.
29100f0038	I entako, “Biitta ubbaa bidi asa ubbaas wongela odite.
2910100037	Ammaneynne xammaqetey attana, shin ammanonay pirdetana.
2910110062	Ammaneysatas ha malaatati imetana. Enti ta sunthan tuna ayyaanata kessana, ooratha doonan odetana.
2910120086	Enti shooshu oykikoka woyko wodhiyaba uyikoka enta qohenna. Qassi enti banta kushiya harganchota bolla wothidi enta pathana” yaagis.
291013005b	Goday Yesuusi tamaaretara odetidaape guye, pude salo keyis; Xoossafe ushacha baggara uttis.
2910140097	Iya tamaareti bida bessa ubban qaala odidosona. Godayka entara issife oothees. Enti odiya qaalay tuma gididaysa Xoossay entaw immiya malaatatan erisis.
2a00000007	Luqaasa
2a01010055	Boncho Tewofloosa, nu giddon poletidabas daroti, bantaw danda7etida mela xaafidosona.
2a0102005d	He taarikiya enti xaafiday koyrope doomidi ayfe markatinne qaala haggaazeysati nuus odidaysa.
2a0103006e	Taka ta baggara koyrope akeeka xeellidaape guye, he taarikiya hanota maarayada new xaafoy lo77o gididi bentis.
2a01040031	Hessika, ne tamaaridabay tuma gideysa erisanaasa.
2a01050092	Yihuda kawa Herodiisa wode Abiya yaraape gidida Zakaryaasa geetetiya Ayhude kahiney de7ees. Iya machiyaka Aarona sheeshape. I sunthayka Elsabeexo.
2a0106005f	Nam7ayka Godaa wogaanne kiita ubbaa naagidi borey bayna Xoossaa sinthan xillotethan de7idosona.
2a0107005c	Hanope attishin, Elsabeexa maynthi gidida gisho entaw na7i baawa; nam7ayka qassi cimidosona.
2a01080051	Issi gallas Zakaryaasi ba gishuwa maaran Xoossaa sinthan kahinetethan haggaazees.
2a01090048	Kahinetetha wogan Xoossa Keethi gelidi ixaane cuyisanaw iya saami gakis.
2a010a0027	Ixaaney cuyaa wode asay karen woossees.
2a010b0047	Godaa kiitanchoy yarsho yarshiya bessaafe ushacha baggara eqidi bentis.
2a010c0031	Zakaryaasi iya be7ida wode dagammidi daro yayyis.
2a010d0087	Shin kiitanchoy iyako, “Zakaryaasa yayyofa; ne woosay si7etis. Ne machiya Elsabeexa adde na7a yelana, iya Yohaanisa gada ne sunthana.
2a010e003c	I new injenne ufaysi gidana; daroti iya yeletethan ufaytana.
2a010f007c	Godaa sinthan I gita gidana; woyne ushshi gidin hara mathoyiya ushsha uyenna. Ba aaye ulon de7ishe Geeshsha Ayyaanan kumana.
2a01100038	Isra7eele asatape darota banta Godaa, Xoossaako zaarana.
2a011100ae	Aawata wozana naytako zaarana, kiitetonayisata xillota cincatethaako zaarana mela, Godaas bessiya dere giigisanaw Eeliyaasa ayyaananinne wolqan Godaa sinthan baana” yaagis.
2a01120059	Zakaryaasi kiitanchuwako, “Ta hessa aybin eranee? Taaranne ta machera cimida” yaagis.
2a0113006c	Kiitanchoy zaaridi, “Taani Xoossaa sinthan eqiya Gabreele. Ha mishiraachuwa new odanaw Xoossaafe kiitetas.
2a0114008c	Heko, wodiya naagidi poletiya ta qaala ne ammanonna ixida gisho, haysi poletana gakanaw neeni muume gidana, odetanawuka danda7aka” yaagis.
2a01150063	He wode Zakaryaasi Xoossa Keethi gelidi gam7ida gisho, aybi hanide gidi asay karen naagishe gam7is.
2a01160083	I kare keyidi entana odisanaw danda7ibeenna. Malli besope attishin, odetanaw danda7onaysa be7ida wode qoncethi be7idaysa eridosona.
2a0117002b	Zakaryaasi ba haggaazuwa polidi soo simmis.
2a0118005d	Hessafe guye, iya machiya Elsabeexa qanthatasu. Ichashu ageena kumethi bana genthada gam7asu.
2a01190064	Iya, “Goday ba maarotan ta boriya asaa giddofe digganaw be7idi ha wodiyan haysa oothis” yaagasu.
2a011a0074	Elsabeexa qanthatin usupuntho ageenan, Xoossay kiitanchuwa Gabreele Galila biittan de7iya Naazirete katamaa kiittis.
2a011b0075	Kawa Dawita sheeshape gidida Yoosefa geetetiya uraas oyshetida geela7eeko kiittis. He geela7iya Mayraamo geetetawusu.
2a011c006d	Kiitanchoy iiko bidi, “Daro dosetidaare, saroy new gido, Xoossay neera de7ees; neeni anjetidaaro” yaagis.
2a011d0048	Mayraama iya odan daro dagammada, “Haysi aybi sarotho” gada heetasu.
2a011e004d	Kiitanchoy zaaridi, “Mayraame, babofa; neeni Xoossa sinthan saba demmadasa.
2a011f004a	Heko neeni qanthatana adde na7a yelana, iya sunthaa Yesuusa gada sunthana.
2a01200071	I gita gidana, Ubbaafe Bolla Xoossaa na7aa geetetidi xeegetana. Godaa Xoossay iya aawa Dawita araata iyaw immana.
2a01210050	I Yayqooba sheesha bolla merinaw kawotana; iya kawotethaas zawi baawa” yaagis.
2a0122004b	Mayraama kiitanchuwako, “Hessi waanidi hananee? Ta adde erike” yaagasu.
2a012300a8	Kiitanchoy zaaridi, “Geeshsha Ayyaanay ne bolla wodhana, Ubbaafe Bolla Xoossaa wolqay ne bolla kuyatana. Hessa gisho, yeletiya geeshsha na7ay Xoossaa Na7aa geetetana.
2a01240082	Heko, ne dabiya Elsabeexa ba cimatetha laythan adde na7a qanthatasu. Iya maynthi geetetidaaro, shin ha77i usupuntho ageena oykasu.
2a01250023	Xoossaa xooniyabay baawa” yaagis.
2a0126006f	Mayraama, “Heko, taani Godaa aylliw, ne qaalada taw hano” yaagasu. Hessafe guye, kiitanchoy iipe shaaketis.
2a01270052	Mayraama he saamintan dendada Yihuda biittan de7iya issi derey dariya katama basu.
2a0128002a	Zakaryaasa soo gelada Elsabeexo sarothasu.
2a01290071	Elsabeexa Mayraami sarothuwa si7ida wode I uluwan de7iya na7ay ufaysan gupis. Elsabeexa Geeshsha Ayyaanan kumada,
2a012a0060	ba qaala dhoqu oothada, “Neeni maccasa giddofe anjetidaaro, ne qanthatida na7ayka anjetidaysa.
2a012b003c	Hanoshin, ta Godaa aaye, neeni taako yaana mela taani oonee?
2a012c0046	Heko ne sarothuwa ta si7ida wode ta uluwan de7iya na7ay ufaysan gupis.
2a012d0046	Goday polana gidi immida qaala ammanidara, iya anjetidaaro” yaagasu.
2a012e003a	Mayraama haysada yaagasu: “Ta shempiya Godaa bonchawusu,
2a012f0025	ta Ayyaanay dhaliya Xoossan ufaytees.
2a01300057	I ba aylle kawushatethaa be7is. Hachife doomidi yeletethi ubbay tana anjetidaaro gaana.
2a01310048	Ayis giiko, wolqaama gidida I, taw gitaba oothis. Iya sunthay Geeshshaa.
2a01320044	Iya boncheyisata bolla, iya maarotethay merinaape merinaa gakanaasa.
2a0133003d	Ba qesiyan minoba oothis, banta wozanan otorteyisata laallis.
2a01340043	Wolqaama kawota araatape kawushis; bantana kawushidaysata kaaboyis.
2a0135003e	Koshatidaysata lo77oban kalsis, shin dureta mela kushe yeddis.
2a01360030	Ba maarota qopidi, Ba aylliya Isra7eele maaddis.
2a01370061	Hessika nu aawatas odida qaala, Abrahaamesinne iya sheeshas gidaysa merinaw polanaasa” yaagasu.
2a01380043	Mayraama Elsabeexi matan heedzu ageena mela gam7ada ba soo simmasu.
2a0139002e	Elsabeexis yelo qammay gakin adde na7a yelasu.
2a013a0057	I shoorotinne I dabboti Goday gita maarota oothidaysa si7idi, iira issife ufaytidosona.
2a013b0068	Hospuntha gallasan yooga na7aa qaxaranaw yidosona. Iya aawa sunthan Zakaryaasa gidi sunthanaw koydosona.
2a013c003e	Shin aayiya, “Akay, Yohaanisa geetetanaw bessees” yaagasu.
2a013d004a	Entika, “Ne dabbotape ha sunthan xeegetiday oonika baawa” yaagidosona.
2a013e0043	Iya aaway oona gidi sunthaneko eranaw koyidi iya malla oychidosona.
2a013f006d	I xaafiyabaa oychi ekidi, “Iya sunthay Yohaanisa” gidi xaafis. Ubbay I xaafidaysa be7idi malaaletidosona.
2a01400043	Iira Zakaryaasa inxarsay biletis, Xoossaa galatishe odetethi oykis.
2a01410054	Shooroti ubbay yashshan kumidosona. Ha hanidabay derey dariya Yihuda biittan odetis.
2a0142006a	Hessa si7ida ubbay, “Ha na7ay ay hanandesha” gidi banta giddon odetidosona. Godaa kushey iyara de7ees.
2a01430051	Yohaanisa aaway Zakaryaasi Geeshsha Ayyaanan kumidi haysada yaagidi tinbite odis.
2a01440031	“Isra7eele Goday galatetto, yidi ba asaa wozis.
2a01450032	Ba aylliya Dawita keethan atotetha kaciya denthis.
2a01460039	Hessika beni wode geeshsha nabeta doonan odetidaysa mela,
2a01470038	Iya ashoy nu morketapenne nuura eqetiya ubbaa kushiyape.
2a01480056	Hessa I oothiday nu aawatas ba maarota bessanaasinne, ba geeshsha caaquwa naaganaassa.
2a0149002f	Nu aawa Abrahaames caaqida caaquwa qopanaasinne
2a014a003f	nu morketa kushepe kessidi yashshi bayna iya haggaazana melasa.
2a014b0049	Nu laytha ubban geeshshatethaninne xillotethan ba sinthan nuna essanaasa.
2a014c0067	Qassi la na7aw, neeni Ubbaafe Bolla Xoossaa nabe geetetana. Godaa ogiya loythanaw ne iya sinthan baana.
2a014d0047	Enta nagaray qushetin, enti atotethi demmanaysa ne Godaa deriyas odana.
2a014e004a	Nu Xoossaa lo77o maarotethaafe dendoysan wonta xalqey nuus saluwape keyis.
2a014f006d	Hessika dhumaninne, hayqo kuya garsan de7eysatas poo7isanaasa, nu tohuwaka saro ogiyako zaaranaasa” yaagis.
2a01500052	Na7ay diccis, Ayyaanan minnis, Isra7eele asaas qoncana gakanaw mela biittan de7is.
2a0201006a	He wode Roome biittan de7iya asa ubbay taybetana melanne sunthay xaafetana mela kawoy Awugisxoosi kiittis.
2a02020042	Hessika Qerenoosi Soore biitta aysiya wode oosetida koyro taybuwa.
2a02030048	Hessa gisho, issi issi asi ba sunthaa xaafetanaw ba yeletida biitta bis.
2a02040081	Yoosefika Dawita keethaafenne yaraape gidida gisho, Galila Naazirete katamaape dendidi Dawita katama gidida Yihuda Beeteleme bis.
2a0205004d	Bishe, yelanaw wodey wurida I oychi wothida, Mayraamira wolla xaafetanaw bis.
2a02060026	Enti yan de7ishin iw yelo wodey gakis.
2a02070073	Ba bayra na7aa yelasu. Curqara xaaxada imathi aqiya keethan bessi dhayida gisho daran mehe muziya gongen zin7isasu.
2a0208004a	He gadiyan qamma dorsa wudiya naagishe karen aqiya henthanchoti de7oosona.
2a0209007b	Godaa kiitanchoy hassayonna yidi enta matan eqis. Godaa bonchoy enta yuushuwan poo7is; entika wolqaama yashshi yayyidosona.
2a020a005d	Shin kiitanchoy, “Yayyofite! Heko, asaa ubbaas gidiya gita ufaysaa mishiraachuwa ekada yas.
2a020b004b	Hessika, Dawita kataman ashsheysi hintew hachi yeletis. I Godaa Kiristoosa.
2a020c0063	Zoqale na7i curqara xaaxetidi gongen zin7idaysa hinte demmana; hessika hintew malla gido” yaagis.
2a020d003b	Qoponna daro salo kiitanchoti kiitanchuwara issife qoncidi,
2a020e0068	“Bonchoy Xoossaas dhoqa saluwan, saroy biitta bolla Xoossay dosiya asaas gido” yaagidi galatidosona.
2a020f0092	Kiitanchoti entafe shaaketidi saluwa keydaape guye henthanchoti, “Ane Goday nuus qoncisidabaanne hanidaba be7anaw Beeteleme boos” yaagidosona.
2a02100059	Entika ellesidi bidosona. Mayraamo, Yoosefanne zoqale na7aa gongen zin7idaysa be7idosona.
2a02110053	Be7i simmidi na7aba entaw odetoysa, qoncisidi he bessan de7iya asaas markatidosona.
2a0212003a	Hessa si7ida ubbay henthanchoti odidaysan malaaletidosona.
2a02130032	Mayraama hanidaba ubbaa ba wozanan qopashe de7asu.
2a0214008f	Henthanchoti entaw odetidaysada hanin be7idosona. Hessa gisho, banta si7idabaasinne be7idaba ubbaas Xoossaa bonchishenne galatishe simmidosona.
2a02150069	Hospuntha qamman, qaxaro wodey gakin, I qanthatanaape sinthe kiitanchoy wothida sunthan Yesuusa geetetis.
2a02160087	Muse woga mela enta geeshshatetha wodey poletidaape guye Yoosefaranne Mayraamira yooga na7aa banta Godaas immanaw Yerusalaame bidosona.
2a02170073	Hessika, Godaa wogan, “Adde gidida bayra na7i ubbay Godaas dummatidaysa gido” geetetidi xaafetidaysa polanaasa.
2a02180042	Qassi Godaa wogan, nam7u kuraacho woyko holle yarshanaw efidosona.
2a021900a1	He wode geeshshinne ammanora mino gidida Simoona geetetiya asi Yerusalaamen de7ees. I Isra7eeleta atotetha naagishe de7ees. Geeshsha Ayyaanayka iya bolla de7ees.
2a021a0052	Qassi Kiristoosa be7onna hayqonnaysa Geeshsha Ayyaanay iyaw qoncisin eridi de7ees.
2a021b007d	I he gallas Ayyaanay kaalethin Xoossa Keethi bis. Na7aa aayeranne aawara wogaa polanaw yooga na7aa Yesuusa ekidi gelida wode,
2a021c0022	Simooni moki ekidi na7aa idimmidi,
2a021d0040	“Godaw ne taw gelida qaala mela, ha77i ne aylliya saron moyza.
2a021e0029	Ta ayfey asaa ubbaa sinthan ne giigisida,
2a021f0010	ne ashuwa be7is.
2a02200072	Hessika kawotethata ubbaas, Xoossaa ogiya qoncisiya poo7o, ne asaa Isra7eeleska boncho” yaagidi Xoossaa galatis.
2a02210038	Yoosefaranne Mayraamira iyaw odetidaban malaaletidosona.
2a0222009b	Simooni enta anjis. Aaye Mayraamiko, “Heko daro asaa wozanaa qofay qoncana mela, Isra7eelen de7iya darotas enta kundethaasinne denduwas Xoossan dooretis.
2a02230050	Qassi eqeteysatas malla gidana. Ne shempuwaraka qassi mashshi aadhana” yaagis.
2a0224008a	Qassi Aseera yaraape gidida Faanu7ela na7iya Haanna geetetiya nabey de7awusu. Iya daro cimasu; iya ba koyro azinaara laapun laythi de7asu.
2a02250084	I azinay hayqin hospun tammanne oyddu laythi gidana gakanaw qammanne gallas pacey bayna woosaninne xooman xoossa keethan haggaazasu.
2a02260063	Iya he saatiyan bada Xoossaa galatasu; Yerusalaame wozetetha naagiya ubbaas yooga na7aba markatasu.
2a02270084	Yoosefaranne Mayraamira Godaa higgiyan kiitetida woga ubbaa polidaape guye Galila biittan de7iya banta katama Naazirete simmidosona.
2a0228005e	Na7ay diccishenne minnishe bis. Cincatethan kumis; Xoossaa aadho keehatethay iya bolla de7ees.
2a02290056	Yoosefaranne Mayraamira Paasika Ba7aale bonchanaw laythan laythan Yerusalaame boosona.
2a022a005a	Yesuusas tammanne nam7u laythi gidiya wode kase meezetidaysada ba7aale bonchanaw bidosona.
2a022b008b	Baaliya bonchidaape guye soo simmiya wode na7ay Yesuusi Yerusalaamen attis. Shin Yoosefaranne Mayraamira I Yerusalaamen attoysa eribookona.
2a022c008b	I soo simmiya asaara wolla de7iya daanin enti issi gallasa oge bidosona. I baynaysa eridaape guye banta dabbotanne laggeta matan koydosona.
2a022d0037	I yan dhayin koyishe guye Yerusalaame gakanaw bidosona.
2a022e0074	Heedzu gallasape guye xoossa keethan astamaareta giddon uttidi entaba si7ishenne enta oychishe de7ishin demmidosona.
2a022f003a	Iya si7iya ubbay iya akeekaninne zaaruwan malaaletidosona.
2a02300094	Soo asay iya demmida wode malaaletidosona. Iya aayaka, “Ta na7aw, ayis nuna haysada oothadii? Ne aawaranne taara nena koyishe un7etida” yaagasu.
2a0231005d	Yesuusi entako, “Tana ayis koyeetii? Ta, ta aawa keethan daanaw besseysa ereketi” yaagis.
2a02320027	Shin I entako gidaba enti akeekibokona.
2a02330079	Hessafe guye, entara issife Naazirete katama bis. Entaw kiitetishe de7is. Iya aayiya he ubbaa ba wozanan wothada naagasu.
2a0234004f	Yesuusi, cincatethan, geesaninne teeman Xoossaa sinthaninne asa sinthan diccis.
2a030100ec	Kawoy Xibaryoosi Roome biittan kawotin, tammanne ichashantho laythan, Phenxe Philaxoosi Yihuda haariya wode, Herodiisi Galila haariya wode, iya ishaa Filphoosi Ixuuriyasanne Xirakondoosa haariya wode, Lisaniyoosi Ablaanisa haariya wode,
2a03020070	Haannaranne Qayyaafara kahine halaqa gidi de7ishin, Xoossaa qaalay Zakaryaasa na7aa Yohaanisako mela biitta yis.
2a0303009f	Yohaanisi, “Hinte nagaraape simmitenne xammaqetite. Xoossay hinte nagaraa atto gaana” yaagidi tamaarsishe Yordaanose Shaafa heeran de7iya biitta ubbaa bis.
2a03040094	Hessika nabey Isayaasi ba maxaafan, “Mela biittan ba qaala dhoqu oothidi, waassiya uraa qaalay, ‘Godaa ogiya giigisite, horogaaka piddi oothite.
2a0305005f	Aafo ubbay kumana, zumaynne derey ziqi gaana. Wobbe ogey luulana, giigonna horogay qinxi gaana.
2a03060047	Asho ma7ida ubbay, Xoossaa ashuwa be7ana’” gidi xaafidaysada hanis.
2a03070083	Yohaanisi, ba kushen xammaqetanaw yida asaako, “Hinteno, shoosha nayto yaanaw de7iya hanquwafe attana mela hintena zoriday oonee?
2a030800be	Hiza, hinte simuwa qoncisiya lo77o ooso oothite, hinte wozanan, ‘Nuus, nu aaway Abrahaamey de7ees gidi ceeqetofite.’ Haa si7ite, ha shuchatape Xoossay Abrahaames na7a kessanaw danda7ees.
2a0309006b	Heko, beexey mithaa xaphon de7ees. Hiza, lo77o ayfe ayfonna mitha ubbay qanxetidi taman yegetana” yaagis.
2a030a003a	Asay, “Yaatin nuuni ay oothinoo?” yaagidi oychidosona.
2a030b0064	Yohaanisi zaaridi, “Nam7u afili de7iya asi baynaysas immo. Kathi de7eysi baynaysas immo” yaagis.
2a030c005a	Qaraxa qanxiseysati xammaqetanaw yidi, “Astamaariyaw, nuuni ay oothinoo?” yaagidosona.
2a030d0046	I zaaridi, “Hinte qanxisanaw kiitetoysafe aathidi ekofite” yaagis.
2a030e00c3	Qassi wotaadareti yidi, “Nuuni ay oothinoo” yaagidi oychidosona. Yohaanisi, “Oodebaaka wolqan dafidi ekofite, oonaka wordon mootopite, hinte damoozey hintew gido; ufaytidi de7ite” yaagis.
2a030f0061	Asay Kiristoosa naagishe de7iya gisho, Yohaanisa, “I Kiristoosa gidandesha?” gidi qopidosona.
2a031000c7	Yohaanisi ubbaas zaaridi, “Taani hintena haathan xammaqayis, shin taape aadhidi wolqaameysi yaana. Taani iya caammaa wodoruwa billanaw bessonna asi. I hintena Geeshsha Ayyaananinne taman xammaqana.
2a03110090	Wudumman de7iya kathaa polo geeshshanaw pithey iya kushen de7ees. Geeshsha kathaa ba shaaliyan qolana; kaliya dhayonna taman xuuggana” yaagis.
2a03120033	Qassi Yohaanisi asaa daro zore zoridi Wongela odis.
2a0313006d	Shin Yohaanisi Herodiisi ba ishaa machiw, Herodiyada, ekida gishonne haraa iita oosota gisho hanqeetida wode,
2a03140043	Herodiisi kaseysa bolla haraba ubbaa gujidi Yohaanisa woyne gelsis.
2a03150072	Yohaanisi qashetanaape sinthe asaa ubbaa xammaqidi simmin, qasi Yesuusika xammaqetis. I woossishin saloy dooyetis.
2a0316007c	Geeshsha Ayyaanay holleda bentishe iya bolla uttis. Salope “Taani dosiya na7ay nena; ne tana ufaysaasa” giya qaalay yis.
2a0317006f	Yesuusi tamaarso oykiya wode iyaw hastamu laythi gidishin, asay iya Yoosefa na7a gidi qopis. Yoosefi Eele na7a,
2a0318005a	Eeley Mata na7a, Mati Leewe na7a, Leewey Malka na7a, Malki Yoona na7a, Yooni Yoosefa na7a,
2a0319006c	Yoosefi Mataata na7a, Mataati Amoxe na7a, Amoxey Nahoome na7a, Nahoomey Asiliime na7a, Asiliimey Naage na7a,
2a031a0040	Naagey Ma7aate na7a, Ma7aatey Mataata na7a, Mataati Samaye na7a,
2a031b008b	Samayey Yihuda na7a, Yihudi Yonaana na7a, Yoonaney Rase na7a, Rasey Zarubaabela na7a, Zarubaabeli Salatiyaala na7a, Salatiyaali Neera na7a,
2a031c0061	Neeri Malka na7a, Malki Hade na7a, Hadi Qoosama na7a, Qoosami Elmodaana na7a, Elmodaani Era na7a,
2a031d0064	Eri Yoose7a na7a, Yoose7i Alaazara na7a, Alaazari Yoraame na7a, Yoraamey Mata na7a, Mata Leewe na7a,
2a031e006e	Leewey Simoona na7a, Simooni Yihuda na7a, Yihudi Yoosefa na7a, Yoosefi Yonaana na7a, Yoonaney Eliyaqeeme na7a,
