010000000b	1 Mooseksen
2d0f200070	niin että minä, jos Jumala niin tahtoo, ilolla saapuisin teidän tykönne ja virkistyisin teidän seurassanne.
2d0f210036	Rauhan Jumala olkoon kaikkien teidän kanssanne. Amen.
2d10010059	Minä suljen teidän suosioonne sisaremme Foiben, joka on Kenkrean seurakunnan palvelija,
2d100200b0	että otatte hänet vastaan Herrassa, niinkuin pyhien sopii, ja autatte häntä kaikessa, missä hän teitä tarvitsee; sillä hän on ollut monelle avuksi ja myöskin minulle.
2d1003004e	Tervehdys Priskalle ja Akylaalle, työkumppaneilleni Kristuksessa Jeesuksessa,
2d1004008e	jotka minun henkeni puolesta ovat panneet oman kaulansa alttiiksi ja joita en ainoastaan minä kiitä, vaan myös kaikki pakanain seurakunnat,
2d10050086	ja seurakunnalle, joka kokoontuu heidän kodissansa. Tervehdys Epainetukselle, rakkaalleni, joka on Aasian ensi hedelmä Kristukselle.
2d10060044	Tervehdys Marialle, joka on nähnyt paljon vaivaa teidän tähtenne.
2d100700aa	Tervehdys Andronikukselle ja Juniaalle, heimolaisilleni ja vankeustovereilleni, joilla on suuri arvo apostolien joukossa ja jotka jo ennen minua ovat olleet Kristuksessa.
2d1008002f	Tervehdys Ampliatukselle, rakkaalleni Herrassa.
2d1009005b	Tervehdys Urbanukselle, meidän työtoverillemme Kristuksessa, ja Stakykselle, rakkaalleni.
2d100a0066	Tervehdys Apelleelle, koetuksenkestäneelle Kristuksessa. Tervehdys Aristobuluksen perhekuntalaisille.
2d100b0068	Tervehdys Herodionille, heimolaiselleni. Tervehdys Narkissuksen perhekuntalaisille, jotka ovat Herrassa.
2d100c009d	Tervehdys Tryfainalle ja Tryfosalle, jotka ovat nähneet vaivaa Herrassa. Tervehdys Persikselle, rakkaalle sisarelle, joka on nähnyt paljon vaivaa Herrassa.
2d100d005e	Tervehdys Rufukselle, valitulle Herrassa, ja hänen äidilleen, joka on kuin äiti minullekin.
2d100e0073	Tervehdys Asynkritukselle, Flegonille, Hermeelle, Patrobaalle, Hermaalle ja veljille, jotka ovat heidän kanssansa.
2d100f0088	Tervehdys Filologukselle ja Julialle, Nereukselle ja hänen sisarelleen ja Olympaalle ja kaikille pyhille, jotka ovat heidän kanssansa.
2d10100061	Tervehtikää toisianne pyhällä suunannolla. Kaikki Kristuksen seurakunnat tervehtivät teitä.
2d101100bf	Mutta minä kehoitan teitä, veljet, pitämään silmällä niitä, jotka saavat aikaan erimielisyyttä ja pahennusta vastoin sitä oppia, jonka te olette saaneet; vetäytykää pois heistä.
2d101200a4	Sillä sellaiset eivät palvele meidän Herraamme Kristusta, vaan omaa vatsaansa, ja he pettävät suloisilla sanoilla ja kauniilla puheilla vilpittömien sydämet.
2d101300ad	Onhan teidän kuuliaisuutenne tullut kaikkien tietoon; sentähden minä iloitsen teistä, mutta minä tahtoisin teidän olevan viisaita hyvään, mutta taitamattomia pahaan.
2d10140076	Ja rauhan Jumala on pian musertava saatanan teidän jalkojenne alle. Herramme Jeesuksen armo olkoon teidän kanssanne.
2d1015005f	Teitä tervehtivät Timoteus, minun työtoverini, ja heimolaiseni Lukius, Jaason ja Soosipater.
2d1016005a	Minä Tertius, joka olen kirjoittanut tämän kirjeen, sanon teille tervehdyksen Herrassa.
2d10170086	Gaius, minun ja koko seurakunnan majanantaja, tervehtii teitä. Erastus, kaupungin rahainhoitaja, ja veli Kvartus tervehtivät teitä.
2d10180042	Herramme Jeesuksen Kristuksen armo olkoon teidän kanssanne. Amen.
2d101900bb	Mutta hänen, joka voi teitä vahvistaa minun evankeliumini ja Jeesuksen Kristuksen saarnan mukaan, sen ilmoitetun salaisuuden mukaan, joka kautta ikuisten aikojen on ollut ilmoittamatta,
2d101a00b3	mutta joka nyt on julkisaatettu ja profeetallisten kirjoitusten kautta iankaikkisen Jumalan käskystä tiettäväksi tehty kaikille kansoille uskon kuuliaisuuden aikaansaamiseksi,
2d101b0061	Jumalan, ainoan viisaan, olkoon kunnia Jeesuksen Kristuksen kautta, aina ja iankaikkisesti. Amen.
2e00000012	1 Korinttilaisille
2e01010053	Paavali, Kristuksen Jeesuksen kutsuttu apostoli Jumalan tahdosta, ja veli Soostenes
2e010200fb	Korintossa olevalle Jumalan seurakunnalle, Kristuksessa Jeesuksessa pyhitetyille, jotka ovat kutsutut ja pyhät, ynnä kaikille, jotka avuksi huutavat meidän Herramme Jeesuksen Kristuksen nimeä kaikissa paikkakunnissa, niin omissaan kuin meidänkin.
2e0103005a	Armo teille ja rauha Jumalalta, meidän Isältämme, ja Herralta Jeesukselta Kristukselta!
2e01040077	Minä kiitän Jumalaani aina teidän tähtenne siitä Jumalan armosta, joka on annettu teille Kristuksessa Jeesuksessa,
2e01050054	että kaikessa olette rikastuneet hänessä, kaikessa puheessa ja kaikessa tiedossa,
2e0106003d	sen mukaan kuin todistus Kristuksesta on teissä vahvistettu,
2e01070082	niin ettei teiltä mitään puutu missään armolahjassa, teidän odottaessanne meidän Herramme Jeesuksen Kristuksen ilmestystä.
2e01080081	Hän on myös vahvistava teitä loppuun asti, niin että te olette nuhteettomat meidän Herramme Jeesuksen Kristuksen päivänä.
2e0109007e	Jumala on uskollinen, hän, jonka kautta te olette kutsutut hänen Poikansa Jeesuksen Kristuksen, meidän Herramme, yhteyteen.
2e010a00f6	Mutta minä kehoitan teitä, veljet, meidän Herramme Jeesuksen Kristuksen nimeen, että kaikki olisitte puheessa yksimieliset ettekä suvaitsisi riitaisuuksia keskuudessanne, vaan pysyisitte sovinnossa ja teillä olisi sama mieli ja sama ajatus.
2e010b0068	Sillä Kloen perheväeltä olen saanut teistä kuulla, veljeni, että teillä on riitoja keskuudessanne.
2e010c00a1	Tarkoitan sitä, että yksi teistä sanoo: "Minä olen Paavalin puolta", toinen: "Minä Apolloksen", joku taas: "Minä Keefaan", joku vielä: "Minä Kristuksen".
2e010d0079	Onko Kristus jaettu? Ei kaiketi Paavali ole ristiinnaulittu teidän edestänne? Vai oletteko te kastetut Paavalin nimeen?
2e010e005d	Minä kiitän Jumalaa, etten ole kastanut teistä ketään muita kuin Krispuksen ja Gaiuksen,
2e010f0046	niin ettei kukaan saata sanoa, että te olette minun nimeeni kastetut.
2e0110005c	Kastoinhan tosin Stefanaankin perhekunnan; sitten en tiedä, olenko ketään muuta kastanut.
2e01110093	Sillä Kristus ei lähettänyt minua kastamaan, vaan evankeliumia julistamaan-ei puheen viisaudella, ettei Kristuksen risti menisi mitättömäksi.
2e0112007a	Sillä sana rististä on hullutus niille, jotka kadotukseen joutuvat, mutta meille, jotka pelastumme, se on Jumalan voima.
2e01130077	Onhan kirjoitettu: "Minä hävitän viisasten viisauden, ja ymmärtäväisten ymmärryksen minä teen mitättömäksi".
2e01140089	Missä ovat viisaat? Missä kirjanoppineet? Missä tämän maailman älyniekat? Eikö Jumala ole tehnyt maailman viisautta hullutukseksi?
2e011500b1	Sillä kun, Jumalan viisaudesta, maailma ei oppinut viisauden avulla tuntemaan Jumalaa, niin Jumala näki hyväksi saarnauttamansa hullutuksen kautta pelastaa ne, jotka uskovat,
2e0116004e	koskapa juutalaiset vaativat tunnustekoja ja kreikkalaiset etsivät viisautta,
2e01170065	me taas saarnaamme ristiinnaulittua Kristusta, joka on juutalaisille pahennus ja pakanoille hullutus,
2e0118007d	mutta joka niille, jotka ovat kutsutut, olkootpa juutalaisia tai kreikkalaisia, on Kristus, Jumalan voima ja Jumalan viisaus.
2e01190062	Sillä Jumalan hulluus on viisaampi kuin ihmiset, ja Jumalan heikkous on väkevämpi kuin ihmiset.
2e011a007c	Sillä katsokaa, veljet, omaa kutsumistanne: ei ole monta inhimillisesti viisasta, ei monta mahtavaa, ei monta jalosukuista,
2e011b00c9	vaan sen, mikä on hulluutta maailmalle, sen Jumala valitsi saattaaksensa viisaat häpeään, ja sen, mikä on heikkoa maailmassa, sen Jumala valitsi saattaaksensa sen, mikä väkevää on, häpeään,
2e011c009d	ja sen, mikä maailmassa on halpasukuista ja halveksittua, sen Jumala valitsi, sen, joka ei mitään ole, tehdäksensä mitättömäksi sen, joka jotakin on,
2e011d0033	ettei mikään liha voisi kerskata Jumalan edessä.
2e011e00a0	Mutta hänestä on teidän olemisenne Kristuksessa Jeesuksessa, joka on tullut meille viisaudeksi Jumalalta ja vanhurskaudeksi ja pyhitykseksi ja lunastukseksi,
2e011f0056	että kävisi, niinkuin kirjoitettu on: "Joka kerskaa, sen kerskauksena olkoon Herra".
2e02010082	Niinpä, kun minä tulin teidän tykönne, veljet, en tullut puheen tai viisauden loistolla teille Jumalan todistusta julistamaan.
2e0202008b	Sillä minä olin päättänyt olla teidän tykönänne tuntematta mitään muuta paitsi Jeesuksen Kristuksen, ja hänet ristiinnaulittuna.
2e02030065	Ja ollessani teidän tykönänne minä olin heikkouden vallassa ja pelossa ja suuressa vavistuksessa,
2e02040065	ja minun puheeni ja saarnani ei ollut kiehtovia viisauden sanoja, vaan Hengen ja voiman osoittamista,
2e0205004b	ettei teidän uskonne perustuisi ihmisten viisauteen, vaan Jumalan voimaan.
2e02060093	Kuitenkin me puhumme viisautta täydellisten seurassa, mutta emme tämän maailman viisautta emmekä tämän maailman valtiasten, jotka kukistuvat,
2e02070090	vaan me puhumme salattua Jumalan viisautta, sitä kätkettyä, jonka Jumala on edeltämäärännyt ennen maailmanaikoja meidän kirkkaudeksemme,
2e02080099	sitä, jota ei kukaan tämän maailman valtiaista ole tuntenut-sillä jos he olisivat sen tunteneet, eivät he olisi kirkkauden Herraa ristiinnaulinneet-
2e020900ba	vaan, niinkuin kirjoitettu on: "mitä silmä ei ole nähnyt eikä korva kuullut, mikä ei ole ihmisen sydämeen noussut ja minkä Jumala on valmistanut niille, jotka häntä rakastavat".
2e020a0069	Mutta meille Jumala on sen ilmoittanut Henkensä kautta, sillä Henki tutkii kaikki, Jumalan syvyydetkin.
2e020b00a4	Sillä kuka ihminen tietää, mitä ihmisessä on, paitsi ihmisen henki, joka hänessä on? Samoin ei myös kukaan tiedä, mitä Jumalassa on, paitsi Jumalan Henki.
2e020c0088	Mutta me emme ole saaneet maailman henkeä, vaan sen Hengen, joka on Jumalasta, että tietäisimme, mitä Jumala on meille lahjoittanut;
2e020d008c	ja siitä me myös puhumme, emme inhimillisen viisauden opettamilla sanoilla, vaan Hengen opettamilla, selittäen hengelliset hengellisesti.
2e020e00b4	Mutta luonnollinen ihminen ei ota vastaan sitä, mikä Jumalan Hengen on; sillä se on hänelle hullutus, eikä hän voi sitä ymmärtää, koska se on tutkisteltava hengellisesti.
2e020f006e	Hengellinen ihminen sitä vastoin tutkistelee kaiken, mutta häntä itseään ei kukaan kykene tutkistelemaan.
2e02100075	Sillä: "kuka on tullut tuntemaan Herran mielen, niin että voisi neuvoa häntä?" Mutta meillä on Kristuksen mieli.
2e0301008f	Niinpä, veljet, minun ei käynyt puhuminen teille niinkuin hengellisille, vaan niinkuin lihallisille, niinkuin pienille lapsille Kristuksessa.
2e03020075	Maitoa minä juotin teille, en antanut ruokaa, sillä sitä ette silloin sietäneet, ettekä vielä nytkään siedä;
2e03030087	olettehan vielä lihallisia. Sillä kun keskuudessanne on kateutta ja riitaa, ettekö silloin ole lihallisia ja vaella ihmisten tavoin?
2e03040081	Kun toinen sanoo: "Minä olen Paavalin puolta", ja toinen: "Minä olen Apolloksen", ettekö silloin ole niinkuin ihmiset ainakin?
2e030500b1	Mikä Apollos sitten on? Ja mikä Paavali on? Palvelijoita, joiden kautta te olette tulleet uskoviksi, palvelijoita sen kykynsä mukaan, minkä Herra on heille kullekin antanut.
2e0306003f	Minä istutin, Apollos kasteli, mutta Jumala on antanut kasvun.
2e03070059	Niin ei siis istuttaja ole mitään, eikä kastelijakaan, vaan Jumala, joka kasvun antaa.
2e03080069	Mutta istuttaja ja kastelija ovat yhtä; kuitenkin on kumpikin saava oman palkkansa oman työnsä mukaan.
2e0309005f	Sillä me olemme Jumalan työtovereita; te olette Jumalan viljelysmaa, olette Jumalan rakennus.
2e030a00b9	Sen Jumalan armon mukaan, joka on minulle annettu, minä olen taitavan rakentajan tavoin pannut perustuksen, ja toinen sille rakentaa, mutta katsokoon kukin, kuinka hän sille rakentaa.
2e030b005a	Sillä muuta perustusta ei kukaan voi panna, kuin mikä pantu on, ja se on Jeesus Kristus.
2e030c0078	Mutta jos joku rakentaa tälle perustukselle, rakensipa kullasta, hopeasta, jalokivistä, puusta, heinistä tai oljista,
2e030d0098	niin kunkin teko on tuleva näkyviin; sillä sen on saattava ilmi se päivä, joka tulessa ilmestyy, ja tuli on koetteleva, minkälainen kunkin teko on.
2e030e003b	Jos jonkun tekemä rakennus kestää, on hän saava palkan;
2e030f0077	mutta jos jonkun tekemä palaa, joutuu hän vahinkoon; mutta hän itse on pelastuva, kuitenkin ikäänkuin tulen läpi.
2e03100055	Ettekö tiedä, että te olette Jumalan temppeli ja että Jumalan Henki asuu teissä?
2e0311007a	Jos joku turmelee Jumalan temppelin, on Jumala turmeleva hänet; sillä Jumalan temppeli on pyhä, ja sellaisia te olette.
2e031200a4	Älköön kukaan pettäkö itseään. Jos joku teidän joukossanne luulee olevansa viisas tässä maailmassa, tulkoon hän tyhmäksi, että hänestä tulisi viisas.
2e03130085	Sillä tämän maailman viisaus on hullutus Jumalan silmissä. Sillä kirjoitettu on: "Hän vangitsee viisaat heidän viekkauteensa";
2e03140049	ja vielä: "Herra tuntee viisasten ajatukset, hän tietää ne turhiksi".
2e03150045	Älköön siis kukaan kerskatko ihmisistä; sillä kaikki on teidän,
2e0316007d	teidän on Paavali ja Apollos ja Keefas, teidän on maailma ja elämä ja kuolema, nykyiset ja tulevaiset, kaikki on teidän.
2e03170032	Mutta te olette Kristuksen, ja Kristus on Jumalan.
2e04010067	Niin pitäköön jokainen meitä Kristuksen käskyläisinä ja Jumalan salaisuuksien huoneenhaltijoina.
2e0402005d	Sitä tässä huoneenhaltijoilta ennen muuta vaaditaan, että heidät havaitaan uskollisiksi.
2e0403008b	Mutta siitä minä hyvin vähän välitän, että te minua tuomitsette tai joku inhimillinen oikeus; en minä itsekään tuomitse itseäni,
2e04040076	sillä ei minulla ole mitään tunnollani, mutta en minä silti ole vanhurskautettu, vaan minun tuomitsijani on Herra.
2e040500d9	Älkää sentähden lausuko mitään tuomiota, ennenkuin aika on, ennenkuin Herra tulee, joka myös on saattava valoon pimeyden kätköt ja tuova ilmi sydänten aivoitukset; ja silloin kukin saa kiitoksensa Jumalalta.
2e040600d5	Tämän olen, veljet, sovittanut itseeni ja Apollokseen, teidän tähtenne, että meistä oppisitte tämän: "Ei yli sen, mikä kirjoitettu on", ettette pöyhkeillen asettuisi mikä minkin puolelle toista vastaan.
2e040700a5	Sillä kuka antaa sinulle etusijan? Ja mitä sinulla on, jota et ole lahjaksi saanut? Mutta jos olet sen saanut, niin miksi kerskaat, ikäänkuin se ei olisi saatua?
2e040800c6	Te olette jo ravitut, teistä on tullut jo rikkaita, ilman meitä teistä on tullut kuninkaita! Kunpa teistä olisikin tullut kuninkaita, niin että mekin pääsisimme kuninkaiksi teidän kanssanne!
2e040900c7	Sillä minusta näyttää, että Jumala on asettanut meidät apostolit vihoviimeisiksi, ikäänkuin kuolemaan tuomituiksi; meistä on tullut kaiken maailman katseltava, sekä enkelien että ihmisten,
2e040a009c	me olemme houkkia Kristuksen tähden, mutta te älykkäitä Kristuksessa, me olemme heikkoja, mutta te väkeviä; te kunnioitettuja, mutta me halveksittuja.
2e040b0081	Vielä tänäkin hetkenä me kärsimme sekä nälkää että janoa, olemme alasti, meitä piestään, ja me kuljemme kodittomina,
2e040c0079	me näemme vaivaa tehden työtä omin käsin. Meitä herjataan, mutta me siunaamme; meitä vainotaan, mutta me kestämme;
2e040d0091	meitä parjataan, mutta me puhumme leppeästi; meistä on tullut kuin mikäkin maailman tunkio, kaikkien hylkimiä, aina tähän päivään asti.
2e040e0054	En kirjoita tätä häväistäkseni teitä, vaan niinkuin rakkaita lapsiani neuvoen.
2e040f00be	Sillä vaikka teillä olisi kymmenentuhatta kasvattajaa Kristuksessa, niin ei teillä kuitenkaan ole monta isää; sillä minä teidät synnytin evankeliumin kautta Kristuksessa Jeesuksessa.
2e0410002e	Kehoitan siis teitä: olkaa minun seuraajiani.
2e041100ef	Juuri sentähden minä lähetin teille Timoteuksen, joka on minun rakas ja uskollinen poikani Herrassa; hän on muistuttava teitä minun vaelluksestani Kristuksessa Jeesuksessa, sen mukaan kuin minä kaikkialla, joka seurakunnassa, opetan.
2e04120061	Muutamat teistä ovat paisuneet pöyhkeiksi, aivan niinkuin minä en tulisikaan teidän tykönne.
2e04130086	Mutta minä tulen pian teidän tykönne, jos Herra tahtoo, ja silloin minä otan selon, en noiden pöyhkeiden sanoista, vaan voimasta.
2e04140039	Sillä Jumalan valtakunta ei ole sanoissa, vaan voimassa.
2e04150061	Kummanko tahdotte? Tulenko luoksenne vitsa kädessä vaiko rakkaudessa ja sävyisyyden hengessä?
2e050100ad	Yleensä kuuluu, että teidän keskuudessanne harjoitetaan haureutta, jopa semmoista haureutta, jota ei ole pakanainkaan keskuudessa, että eräskin pitää isänsä vaimoa.
2e050200b3	Ja te olette paisuneet pöyhkeiksi! Eikö teidän pikemminkin olisi pitänyt tulla murheellisiksi, että se, joka on tuommoisen teon tehnyt, poistettaisiin teidän keskuudestanne?
2e050300bd	Sillä minä, joka tosin ruumiillisesti olen poissa, mutta hengessä kuitenkin läsnä, olen jo, niinkuin läsnäollen, puolestani päättänyt, että se, joka tuommoisen teon on tehnyt, on
2e0504005f	-sittenkuin olemme, te ja minun henkeni ynnä meidän Herramme Jeesuksen voima, tulleet yhteen-
2e0505007e	Herran Jeesuksen nimessä hyljättävä saatanan haltuun lihan turmioksi, että hänen henkensä pelastuisi Herran päivänä.
2e05060060	Ei ole hyvä, että kerskaatte. Ettekö tiedä, että vähäinen hapatus hapattaa koko taikinan?
2e050700a5	Peratkaa pois vanha hapatus, että teistä tulisi uusi taikina, niinkuin te olettekin happamattomat; sillä onhan meidän pääsiäislampaamme, Kristus, teurastettu.
2e0508008d	Viettäkäämme siis juhlaa, ei vanhassa hapatuksessa eikä ilkeyden ja pahuuden hapatuksessa, vaan puhtauden ja totuuden happamattomuudessa.
2e05090051	Minä kirjoitin teille kirjeessäni, ettette seurustelisi huorintekijäin kanssa;
2e050a00b0	en tarkoittanut yleensä tämän maailman huorintekijöitä tai ahneita tai anastajia tai epäjumalanpalvelijoita, sillä silloinhan teidän täytyisi lähteä pois maailmasta.
2e050b00dc	Vaan minä kirjoitin teille, että jos joku, jota kutsutaan veljeksi, on huorintekijä tai ahne tai epäjumalanpalvelija tai pilkkaaja tai juomari tai anastaja, te ette seurustelisi ettekä söisikään semmoisen kanssa.
2e050c007f	Sillä onko minun asiani tuomita niitä, jotka ovat ulkopuolella? Ettekö tekin tuomitse vain niitä, jotka ovat sisäpuolella?
2e050d0058	Mutta ulkopuolella olevat tuomitsee Jumala. "Poistakaa keskuudestanne se, joka on paha."
