2800000006	Matiɔ
3c040600fa	Akɔ gia yə yi nì fə ka bə fuku tə ntum wi ndzɔŋni i bəni bə̀ bɔ kɔ bɔ kpiyi. Bə nì fuku yakadəiŋ asi yi kɔ num bə saka lɔ bɔ i nyam yi gwu wə ka bəni bəwɔm, bɔ ni nɔ̂ki nɔni i kiŋ'waka wə ayaka ki num asi Nyɔ nɔki.
3c040700a5	Jɔbi wə gia yichi bi kaaki si num kɔmsi dzə lɔ. Ayakadəiŋ, mbɛiŋ nûmki bəh mfi bimbɛiŋ fɛiŋ, tɔ̂kni bəh gwú yimbɛiŋ, ka mbɛiŋ kɔ i tsâki.
3c04080076	Gia yə yi tsəki gia yichi kɔ a mi kɔ̂ŋki waiŋnih wi bəh shɔm yi yichi, kɔm kiŋkɔŋ si baŋ lə chu biduli.
3c0409004e	Waiŋnih mi ka laa njikə i wi, wi dzɔ̂ wi, wi tɔ̂kni i wi shwiŋyiki kə.
3c040a00ee	Si mbɛiŋ kɔ num Nyɔ duksi mbɛiŋ bəh binya chi chi, mi dzɔ̂ki kinya ki nɔ̂m i bəni bədɔkɔ. Mbɛiŋ nɔ̂mki bəh kinya kələ Nyɔ nya i mbɛiŋ i dzə́h dzə́h wə ka bəni bə ndzɔŋni bə̀ Nyɔ nya nɔm wi i bɔ kaŋ.
3c040b0176	Mi kabə dzaka gia yi Nyɔ, wi ka dzâkaki a gia yə yi bukuki i dzaka ki Nyɔ wə mwi. Mi ka nɔmki i bəni bədɔkɔ, wi ka nɔ̂mki a bəh ŋga biə Nyɔ nya i wi. Mbɛiŋ fə̂ki yakadəiŋ i gia yichi yələ mbɛiŋ fəki lə, ka kiŋkɔksi tsəki i Nyɔ tsə dzəh i Jisɔs Klistus wə. Mbum bəh ŋga bichi kɔ a kaŋa wi jɔbi wichi na tsə kaa kə. Yi nûm ayaka.
3c040c00de	Nsɛ́iŋ yiŋ yi shɔm, kiə mbɛiŋ ma nûmki bəh ŋkaiŋyi i nshili wə mbɛiŋ wɔkɔki i gwu wə, wə wi dzəki i mbɛiŋ i mɔmsi mbɛiŋ. Kiə yi ma nûmki ka akɔ gia yidɔkɔ yimfiaŋ yə yi numki bəh mbɛiŋ.
3c040d00a8	Mbɛiŋ lâŋki num laŋni lɔ a mbɛiŋ yɛiŋki lə ŋgəkə si Klistus nì yɛiŋ ka jɔbi wə wi bi tumbuku bəh mbum bi, mbɛiŋ bi chu laŋki, wɔkɔ ndzɔŋni.
3c040e00a6	Bəni kabə tɔyiki mbɛiŋ kɔm yɛli wi Klistus, yaka ndzɔŋni bimbum kɔ bimbɛiŋ. Yələ chusiki a Kiŋ'waka ki kiŋkɔksi kə ki kɔ ki Nyɔ kɔ i mbɛiŋ wə.
3c040f00c1	Mi ka yɛiŋki ŋgəkə, wi ma yɛ̂iŋki kɔm wi kɔ wi wɔɔ mi, nabə a wi kɔ wi chwɔ fiɛŋ nabə a wi fə gia yichu yidɔkɔ, nabə a wi kɔ wi ləkə dzaka i gia yi bəni bədɔkɔ wə.
3c0410008f	Ayakalə, mi kabə yɛiŋki ŋgəkə kɔm wi kɔ mi wi Klistus, wi ma ŋgə̂mniki. Ayaka wi ka kɔ̂ksiki Nyɔ a wi kaŋaki lə wəmaka yɛli.
3c041100e2	Mbɛiŋ fə̂ki yakadəiŋ kɔm jɔbi dzə lɔ ka Nyɔ saka bəni, ayaka wi ni yisi num bəh juŋ yi. Wi ka yisi bəh bukumbɛiŋ yakadəiŋ, yi kɔ i num dəiŋ bəh bəni bə̀ bɔ nəiŋma i bum ntum wi ndzɔŋni wi Nyɔ a?
3c041200a0	Bə nyaka i Kiŋwakti ki Nyɔ mə a, “Yi kabə ləkə i bəni bə chəŋ i bɔiŋ, ma yi bi numki dəiŋ bəh bəni bə̀ bɔ nəiŋ Nyɔ ka fəki a chu a?”
3c041300b4	Ayakadəiŋ, bəni bə̀ bɔ yɛiŋki ŋgəkə si Nyɔ nəŋki a bɔ yɛiŋki, bɔ fəki gia num yi chəŋ, jiə gwu yibɔ i kaŋ yi Nyɔ Kimaa mbi wə wi kɔ a kiŋkaka ki bɛiŋ.
3c0501010d	Mih kabə nəŋ i təfi bətii kijuŋni ki bəni bə bumni i mbɛiŋ kintəəŋ. Mih ka mi i mbaŋ wi bətii kijuŋni wə, mih nì yɛiŋ bəh dzə́kəh yiŋ si Klistus nì yɛiŋki ŋgəkə, ayaka mih num tə mi wə mih bi kwati i kiŋkɔkni kə wi bi dzə bəh ki.
3c05020161	Mih təfiki a, mbɛiŋ tɔ̂kniki ndzɔŋki bəh shwáŋ yi Nyɔ yə wi jiə i mbɛiŋ kaŋ. Jɔbi wə mbɛiŋ bə́ tɔkni bəh yi, mbɛiŋ ma tɔ̂kniki ka bə chiniki mbɛiŋ chinini. Mbɛiŋ tɔ̂kniki bəh kiŋkɔŋ asi Nyɔ nəŋki. Mbɛiŋ ma tɔ̂kniki kaŋa kiŋkɔŋ i mbee wi ŋgəmnini wə. Mbɛiŋ kâŋaki kiŋkɔŋ num i nɔm wiwɔ wə.
3c05030092	Kiə mbɛiŋ ma yaka num i shwáŋ yi Nyɔ yə bɛiŋ wi jiə i mbɛiŋ kaŋ. Mbɛiŋ chûsiki num nɔni kindzɔŋni kə yi ni yɛiŋki yi sini.
3c0504008d	Mbɛiŋ kabə fə yakadəiŋ, jɔbi wə Tikwili wi Bəntɔkni Shwáŋ bi tumbuku, mbɛiŋ ka bi kwati kifɔ ki kɔknini kə ki bi jwiŋ kə.
3c0505013c	Mih dzakaki tə i sumi a, mbɛiŋ nyâki gwú yimbɛiŋ i bətii kijuŋni ki bəni bə bumni bindzɔŋ. Ma mbɛiŋ bəchi shîsiki gwú yimbɛiŋ i mi bəh mi nshiŋ. Mbɛiŋ kîəki a, “Nyɔ si n'yɔkɔ lə jum i mi wə wi ghaŋsiki gwu, ayakalə wi chusiki num shɔm yindzɔŋni i mi wə wi shisi gwu yi.”
3c05060076	Mbɛiŋ shîsi gwú yimbɛiŋ ayaka num i ŋga bi Nyɔ chɛiŋ, jɔbi wə jɔbi bi kpɛiŋ, wi bi ka kɔksi mbɛiŋ.
3c0507006b	Mbɛiŋ jîə gia yichi yə yi fumsiki mbɛiŋ i kaŋ yi wə, kɔm wi kaŋaki lə kiŋkɔŋ i mbɛiŋ wə.
3c050800a9	Mbɛiŋ tɔ̂kniki bəh gwú yimbɛiŋ, mbɛiŋ tsɛ̂iŋ ndzɔŋ kɔm mbaiŋŋni wimbɛiŋ wə ŋkpɛli wɛɛliki nyaniki aka jum yə yi jumki, nəŋ mi i bwiŋyi dzi.
3c050900b1	Mbɛiŋ bwaŋ ŋga bəh wi, mbɛiŋ jîə a shɔm i Nyɔ yi ləkə, yîŋti a bwa bə nih bəmbɛiŋ yɛiŋki lə tə ŋkaiŋni bəmaka bəŋgəkə yakadəiŋ i mbi wichi wə.
3c050a014f	Ŋgəkə wələ kɔ a i jɔbi wi juli wə, ayaka Nyɔ num i bi fiəni mbɛiŋ a mbɛiŋ fiəni num asi mbɛiŋ ni kɔ, wi bi nya mbɛiŋ bəh ŋga, fə gaaŋ yimbɛiŋ liəni ndzɔŋ. Nyɔ kɔ wə wi nyaki kinduksi kichi i bəni. Wi bɔɔŋ mbɛiŋ i liə i kiŋkɔksi ki wə kə ki kɔ jɔbi wichi, kɔm mbɛiŋ kɔ bəni bə Klistus.
3c050b004e	Ma ŋga bichi baaŋ a numki mbii jɔbi wichi kiŋgɔksi kɔbi. Yi nûm ayaka.
3c050c0147	Mih nyaka kiŋwakti kijuli kələ i mbɛiŋ num a gamti Silas mih, wə wi kɔ waiŋnih wibukumbɛiŋ. Si mih yɛiŋ a wi kɔ mi wə mi kɔ i jiə mfi i wi wə. Mih nyaka i shili shɔ́m yimbɛiŋ, i chu fə a mbɛiŋ kiə gia yichi yə mih nyaka yi chusi kiŋkɔŋ kɔm ŋgamti wi Nyɔ. Mbɛiŋ nûm ndzɔŋ i yi bɛiŋ nalə.
3c050d00b0	Kijuŋni ki bwa bə nih bəbukumbɛiŋ ki Babilɔn kə Nyɔ kɔ wi sabibwili tə chiŋsi dzəki kimbɔni i mbɛiŋ. Maak wə wi kɔ waiŋ wuŋ i mbum wə bɔniki tə i mbɛiŋ.
3c050e0098	Mbɛiŋ bɔ̂ni i gwu yimbɛiŋ, mbɛiŋ yâŋyiki i kiŋkɔŋ wə. Kimbɔiŋni nûm i mbɛiŋ bəchi bə̀ mbɛiŋ kɔ mbɛiŋ chiŋni i Klistus wə.
3d00000006	2 Bita
3d01010115	Akɔ mih Samɔn Bita, waiŋ wi nɔm wi Jisɔs Klistus chu num waiŋ wi wi ntum. Mih nyakaki kiŋwakti kələ i mbɛiŋ bə̀ mbɛiŋ dzɔ kimbum ki kɔknini kə ki kɔ aka kibuku, yələ kɔ kɔm nɔni ki chəŋ ki Jisɔs Klistus wə wi kɔ Nyɔ wibukumbɛiŋ chu num Kimbwili.
3d010200af	Nyɔ chusi mbɛiŋ bəh shɔm yi yindzɔŋni nalə wi chu nya mbɛiŋ bəh kimbɔiŋni nalə, tsə dzəh i ŋkiə wə mbɛiŋ kiəki Nyɔ bəh Jisɔs Bah wibukumbɛiŋ yɛiŋ.
3d0103011b	Ŋga bi biə bi kɔ bi Nyɔ, bi nya lɔ bukumbɛiŋ biɛiŋ bichi biə bukumbɛiŋ nəŋki i nɔni kələ wə bəh i nɔki nɔni kə Nyɔ nəŋki. Bi fə yakadəiŋ tsə dzəh i ŋkiə wə bukumbɛiŋ kiəki Nyɔ wə wi bɔɔŋ bukumbɛiŋ i liə i mbum bəh ndzɔŋni biə akɔ mbi.
3d0104013d	Akɔ i dzəh yələ wi nyani ka wi nya bukumbɛiŋ biɛiŋ bi kɔkni nalə chu ndzɔŋ tsə biɛiŋ bichi a num biə wi nì kaka. Biɛiŋ biələ kɔ i fə ka mbɛiŋ yɔkɔ gɛiŋ biɛiŋ bichu i mbi wə a num biə nyam yi gwu kɔŋki bi bəkəli bəni. Ayakadəiŋ, mbɛiŋ ka ni numki i dzəh yə Nyɔ kɔ yɛiŋ.
3d010500b6	Si yi kɔ yakadəiŋ, mbɛiŋ mɔ̂msi nalə i kpɛ̂iŋsi nɔni kindzɔŋni i shɔm yə mbɛiŋ jiə i Klistus wə. I nɔni kindzɔŋni wə, mbɛiŋ kpɛ̂iŋsi i ŋkiə gia yɛiŋ.
3d010600b9	I ŋkiə gia wə, mbɛiŋ kpɛ̂iŋsi kintɔkni ki gwu. I kintɔkni ki gwu wə, mbɛiŋ kpɛ̂iŋsi shɔm yi kaŋani. I shɔm yi kaŋani wə, mbɛiŋ kpɛ̂iŋsi nɔni kə Nyɔ nəŋki.
3d01070098	I nɔni kə Nyɔ nəŋki, mi kâŋaki shɔm yindzɔŋni i waiŋnih wi. I shɔm yindzɔŋni yə mi kaŋaki i waiŋnih wi, mbɛiŋ kpɛ̂iŋsi kiŋkɔŋ.
3d010800f5	Mih dzakaki lə kɔm, mbɛiŋ kabə kaŋaki nɔni kələ tsə a bəh ki i ninshiŋ, ma ki ni fə mbɛiŋ ma ni chiŋ numki alə, nabə i numki ka bəni bə̀ bɔ kɔkə i fə gia ka bə̀ bɔ kiəki gia kɔm Bah wibukumbɛiŋ wə Jisɔs Klistus.
3d010900db	Mbɛiŋ kîəki a mi kabə kaŋaki ŋkaiŋni ki nɔni kələ yaka wi fəkə lɔ i gia yi Nyɔ wə, wi kɔbi i yɛiŋ di i dzəh yi dəəŋ. Wi kɔ wi dali lɔ a Nyɔ wɔkɔ bwili lɔ chu biə wi nì fəki i kikpu wə.
3d010a0115	Bwa bə nih bəŋ, yi kɔ a mbɛiŋ mɔ̂msiki na bəh ŋga i fəki gia yə yi chusiki a mbɔɔŋ wə Nyɔ bɔɔŋ mbɛiŋ, bəh nsaiŋ wə wi saiŋbwili mbɛiŋ akɔ gia fiɛŋ kɔbi i nəŋni. Mbɛiŋ ka fəki yakadəiŋ ma mbɛiŋ bi ma chu lansi gbɔ i bumni bimbɛiŋ wə.
3d010b00af	Ayakadəiŋ, bə bi dzə wɛli lə dzəh yimbum i mbɛiŋ lə gbuuu, ka mbɛiŋ liə i ŋkuŋ biə bi bi kaaki kə a num bi Bah wibukumbɛiŋ Jisɔs Klistus wə wi kɔ Mbwili.
3d010c00cc	Mih kiəki lə a mbɛiŋ si kiə lɔ gia yələ, mbɛiŋ num ndzɔŋ tə i ŋkɔŋ biə mbɛiŋ nì wɔkɔ, ayakalə na si mbɛiŋ kiəki yi yakadəiŋ mih nəŋki i yiŋtiki mbɛiŋ kɔm yi jɔbi wichi.
3d010d0088	Mih kwakaki a, yi kɔ chəŋ yakadəiŋ a mih yɔ̂msiki mbɛiŋ kɔm gia yələ, si mih kɛiŋki wiwɔm mih waka ka mbɛiŋ ni kwakaki,
3d010e0079	kɔm mih kiəki lə a, yi baaŋ a twɛsi ka kiŋ'waka bee nyam yi gwu si Bah wibukumbɛiŋ Jisɔs Klistus fə a mih kiə.
3d010f006f	Mih nəŋki i mɔmsi na bəh ŋga a jɔbi wə mih nyə mbɛiŋ ni numki mbɛiŋ kwâka gia yələ jɔbi wichi.
3d01100116	Mbɛiŋ kîəki a, gia yə buku nì dzakaki i mbɛiŋ kɔm ŋga bəh ndzə wə Bah wibukumbɛiŋ Jisɔs Klistus bi fiəni dzə, a nì kɔkə bichum biə bəni nì dzɔ jɔbi ka kɛiŋsi biə buku fukuki i mbɛiŋ. Buku nì yɛiŋ na kiŋkɔkni kiwɔ bəh dzə́kəh yibuku.
3d011100dd	A nì kɔ jɔbi wə Nyɔ Ba nì duksi wi bəh kiŋkɔkni bəh mbum, ja nì buku dzə i wə wi kɔ Kiŋkɔkni Kimbum dzaka a, “Wələ kɔ Waiŋ wuŋ, wə wi kɔ shɔm yiŋ. Mih wɔkɔki lə ndzɔŋni nalə kɔm wi.”
3d0112007d	Buku mwi nì wɔkɔ ja yələ si yi nì shiki dzəki i bɛiŋ jɔbi wə buku bəh Jisɔs nì kɔ i ŋkwuŋ wi baiŋni wə.
3d01130173	Si buku nì wɔkɔ yakadəiŋ, buku ka fiəni yiŋti ŋkɔŋ bi gia yə bəni bə ntum bə Nyɔ nì dzakaki a kɛiŋ i kikpu wə. Ayaka yi ndzɔŋki a mbɛiŋ jîə mfi i gia yiwɔ wə bindzɔŋ, kɔm yi kɔ aka baiŋni biə bi baiŋki i di bi jisi wə i tsə buku i jɔbi wə biŋ bi baiŋki, Jisɔs bi baiŋki i shɔ́m yimbɛiŋ mə ka jɔŋ wi kinchɔŋɔchɔŋɔ.
3d011400be	Gia yə yi kɔkniki tsəki gia yichi i fa kɔ a mbɛiŋ kaŋaki i kiə a, ntum wi Nyɔ widɔkɔ kɔkə i Kiŋwakti ki Nyɔ mə, wə mi wi ntum wi Nyɔ widɔkɔ nì fukuki bəh kiŋkwaka ki.
3d011500cd	Yi kɔ a ntum wi Nyɔ widɔkɔ kɔkə wə wi nì dzəki si mi wiwɔm nəŋki a yi numki. Bəni bə ntum bə Nyɔ nì dzakaki gia a fə Kiŋ'waka ki Baiŋni ka bɔ dzâkaki i ja yə yi bukuki i Nyɔ wə.
3d0201018f	A liŋ asi bəni bədɔkɔ nì dza tumbuku i bəni kintəəŋ i kikpu wə nyi ntəkə a bɔ kɔ bəni bə ntum bə Nyɔ, yi num tə a liŋ asi bəni bə lanini bə ntəkə ni numki lə i mbɛiŋ kintəəŋ. Bɔ bi wɛɛliki dzəki bəh nlani widɔkɔ wə wi kɔ i bəkəli bəni, nəiŋma Tikwili wə wi nì kpi i yɛlih bɔ. Bɔ ni fəki yakadəiŋ akisəkə bɔɔŋ num ŋgəkə i gwu yibɔ wə.
3d02020071	Bəni bəduli ni sini nɔni kibɔ kinyɛŋ kiwɔ, yəmaka ni fə bəni ka dzakaki ja yichu kɔm Dzəh yi ŋkɔŋ.
3d02030102	Dzə́kəh yi bukuni i biɛiŋ wə bi fə lə ma bɔ sɛiŋki biɛiŋ i kaŋ yimbɛiŋ wə bəh bichum biə bə kɛiŋsi. Bəni bələ kɔ num Nyɔ nì kɛiŋsi jiə lɔ ŋgəkə wibɔ a kɛiŋ i kikpu wə, ayaka ŋgəkə wiwɔ kɛiŋ a fɛiŋ wɔkɔli bɔ.
3d02040101	Mbɛiŋ kiəki a, Nyɔ nì ka bee dəkə bəchinda bə̀ bɔ nì fə chu. Wi nì lɔɔ shi bɔ, a bɔ tsə i di bi ŋgəkə wə, jiə bɔ i bənsəŋ wə i dzə́ŋə yə yi jiki lə maaa, i di biə bɔ bi numki fɛiŋ i tsə buku i chɔkɔ bi nsaka wə.
3d02050109	Wi nì ka bee dəkə tə mbi wi kikpu i jɔbi wə wi nì faaŋ mwi i mbi wələ wə i bəni bə̀ bɔ nì nɔki kə nɔni kə Nyɔ nəŋki. Wi nì bee shəŋ a Nɔa wə wi nì fukuki a bəni nɔ̂ki nɔni ki chəŋ i Nyɔ nshiŋ, bəh bəni bədɔkɔ nanitaŋ.
3d020600d7	Wi nì kpa kwili wi Sɔdɔm bəh wi Gɔmɔla bəh gbuku bi fii fiəni i bibwuŋ wə, chiksi bi chiksini, fə a yələ numki ka kinchəsi ki gia yə yi bi numki bəh bəni bə̀ bɔ nɔki kə nɔni kə Nyɔ nəŋki.
3d02070077	Ayakalə, wi bwili Lɔt wə wi nì nɔki nɔni ki chəŋ gwu kpi wi kɔm nɔni kinyɛŋ kə bəni bəchu nì kaŋaki.
3d020800b4	Gia yə mi wi chəŋ wələ nì yɛiŋki chu wɔkɔ i jɔbi wə wi nì nɔki i bɔ kintəəŋ nì fə a shɔm yi yə yi baiŋki wɛsiki wi chɔkɔ bichi kɔm kimfə kibɔ kichu.
3d020900ff	Gia yiwɔ kabə num yakadəiŋ, yaka yi chusiki a Bah kiəki lə i bwili bəni bə̀ bɔ nɔki nɔni kə wi nəŋki i ŋgəkə wə, chu kiə tə i jiə bəni bə̀ bɔ nɔki nɔni kichu num kə ki chəŋ i ŋgəkə wə, i tsə buku i chɔkɔ bi nsaka wə.
3d020a0199	Ŋgəkə wələ kɔ num wi bəni bədɔkɔ bi lansi tsəki tsəni wi mi wichi. Bəmaka bəni kɔ bə̀ bɔ kɔŋki i biəliki a gia yə gwu yibɔ si shili bɔ kɔm yi, a num a yə yi si bəkəli mi. Ayaka a chu num a bɔ bə̀ bɔ dzɔki mi wə wi sakaki bəni i kuku. Bəni bə lanini bə ntəkə bələ wɔmki lə bəh fwu, ghaŋsi gwu nalə, chu lwa kə i tɔyiki biŋ'waka bi bɔɔli biə bi kaŋaki ŋga.
3d020b007a	Na bəchinda bə Nyɔ bə̀ bɔ kaŋaki ŋga chu ləkə tsə bɔ si lansi mɔm kə i tɔyi biŋ'waka biələ i Bah nshiŋ.
3d020c00f7	Ayakalə, bəni bələ fəki gia num yə mwa mibɔ kɔŋki i fəki asi nyám yi chwa si fə gia kwaka kə, ayaka yi num ka bəni bi kwayi bɔ bə kum. Bəni bələ kɔ bə̀ bɔ suŋuki gia bɔ kiəki kə yi. Nyɔ bi kaasiki bɔ aka nyam yi chwa,
3d020d0150	Ŋgɔm wibɔ bi numki ŋgəkə wə bɔ bi yɛiŋki kɔm ŋgəkə wə bɔ nì dzəki bəh wi. Bɔ si kwaka a, i dziki bəh i muki nalə nshifɔkɔ akɔ kilaŋ gwu kidɔkɔ i bɔ. Bɔ kɔ chi i mbɛiŋ kintəəŋ jisi mbɛiŋ. Jɔbi wə bɔ dziki bəh mbɛiŋ, bɔ ka wɔkɔki ndzɔŋni i fwɔkyiki mbɛiŋ bəh nɔni kibɔ kiŋgəmnini.
3d020e00ef	Dzə́kəh yibɔ si shi num a yi nɔni ki tɔkɔlini, bɔ fwuli kə i fəki chu. Bɔ si leŋti bəni bə̀ bɔ bɔɔki i kimbum kibɔ wə ka bəh bɔ fəki chu. Dzə́kəh yi bukuni liəni lɔ i mwa mi bɔ mə. Bɔ num bɔ dzɔ lɔ lɔiŋ!
3d020f00a8	Bɔ bee lɔ dzəh yi chəŋ ka dzɔ num yi kilɔlɔ. Bɔ dzɔ gvu yi Balaam waiŋ Bɛwu wə wi nì bum i fə gia yə yi nì kpɛiŋniki kə kɔm wi nì kɔŋki kpɔ.
3d021000a8	Ayaka njakas kaŋyi wi i gia yichu yələ wə. Njakas kɔ məŋni si yi si dzaka, yi dzaka aka mi wiwɔm, ka chi nɔni kidzali kə mi wi ntum wi Nyɔ wələ nì fəki.
3d021100c7	Bəni bə lanini bələ kɔ aka dzəŋə yi mwi yə mwi chu bukuki kə yɛiŋ, chu num aka bikwu biə bi gbɔ i biŋ fuŋni kiləkəli tsə giŋ. Nyɔ nì kɛiŋsi lɔ di bi ji lə maaa, jiə i bɔ.
3d021200f5	Bɔ kɔmki dzaka nalə ghaŋsi gwu yi kilɔlɔ. Bɔ leŋtiki bəni bə̀ bɔ kuti buku dzə i bəni kintəəŋ bə̀ bɔ kiəki kə gia yi chəŋ. Bɔ leŋtiki bəh bənlani bə̀ bɔ kɔ a bɔ kɔlə i fiəni fəki gia yə gwu yi shili nəŋki.
3d021300e9	Bɔ si dza kaka bəni a bɔ bwili lɔ bɔ i mfá wə, ayakalə bɔ mwi bə̀ bɔ dzakaki yakadəiŋ num mfá i biɛiŋ biə bi bəkəliki gwu yi mi. Bɔ kɔ mfá kɔm mi ka nya gwu yi i fiɛŋ wə, yaka wi kɔ mfa wi fiɛŋ fiwɔ.
3d02140137	Mbɛiŋ kîəki a, bəni kabə yɔkɔ gɛiŋ gia yə yi bəkəliki bəni i mbi wələ wə kɔm bɔ si kiə lɔ Bah wibukumbɛiŋ wə wi kɔ Jisɔs Klistus wi num Mbwili, ka chu fiəni tsə liə i gia yiwɔ wə, ma yi shu kaŋa bɔ, ma yi gia ni fɔɔ fɔɔni i gwu yibɔ wə tsə si yi nì kɔ i kin'yisi wə.
3d0215009c	Bəni ka fə yakadəiŋ, yəmaka ni ndzɔŋki a bɔ nì kaŋaki kə i yisi kiə dzəh yi chəŋ yələ, i chu fiəni bee nchi wi baiŋni wə bə nya i bɔ.
3d02160102	Ŋkaiŋni bəmaka bəni bələ fəki gia yə yi kɔ i ndi wə, yi ka numki ŋkɔŋ a, “Jɔbi wə biə yaiŋ yaiŋni ki yi fiəni chu fɛiŋ i dzi.” Ayaka ndi widɔkɔ chu num a, “Jɔbi wə bə si wɔkɔ kifii ki chu fiəni tsə biŋli i ntsaŋa wə.”
3d030100bb	Nsɛ́iŋ yiŋ yi shɔm, kiŋwakti kələ i liə si num lɔ ki kɔmsini mih nyakaki i mbɛiŋ. I biŋwakti biə bichi mih nyaka ka yiŋti i yɔmsi mbɛiŋ i kâŋaki biŋkwaka bi chəŋ.
3d030200fa	Mih nəŋki a mbɛiŋ kwâkaki gia yə bəni bə ntum bə Nyɔ bə baiŋni nì dzaka i ninshiŋ a yi bi numki lə, chu kwâka tə gia yə bwa bəmbɛiŋ bə faaŋni bə Jisɔs nì dzaka i mbɛiŋ a Bah wə wi kɔ Kimbwili dzaka a mbɛiŋ fə̂ki.
3d030300a6	Gia yimbum kɔ a mbɛiŋ kîə a, jɔbi wə a bi numki i chɔkɔ bi gɔksini wə, bəni bə nyiksini, bi dza dzə nyiksi fə gia yichu yə nyam yibɔ yi gwu nəŋki.
3d030400eb	Bɔ bi nyiksiki dzaka a, “Ntə wi nì kaka a ŋgaiŋ bi fiəni dzəki lə, wi kɔ faiŋ i liə a? Jiakɔbi si bətii bəbukumbɛiŋ nì kpiyi, gia yichi kɛiŋki a gvu wə asi yi nì kɔ i kikpu wə i yisi si Nyɔ nì maa mbi.”
3d030500d7	Bɔ dzakaki yakadəiŋ kiə na bindzɔŋ na ka bɔ nəiŋki nəiŋni a Nyɔ nì ka dzaka shəŋ a bəh ja yi i kikpu wə ka bɔɔli numki. Ka dzaka nshwaiŋ buku i bɔkɔ, ayaka wi nì fə nshwaiŋ yiwɔ bəh mwi.
3d03060049	Akɔ a mwi miwɔ mə mɔ nì buku baŋ nshwaiŋ, ka kaasi mbi wikpu wə.
3d030700a6	Akɔ tə a ja yi yiwɔ yə yi jiə bɔɔli bəh nshwaiŋ i liə, wɔkɔli gbuku. Wi wɔkɔli chɔkɔ biə wi bi sakaki bəni bə̀ bɔ nɔki kə nɔni kə wi nəŋki.
3d030800a8	Ayakalə, nsɛ́iŋ yiŋ yi shɔm, kiə mbɛiŋ ki dâli kə gia yimu a, i Bah chɔkɔ bimu kɔ a liŋ aka jía nchuku, jía nchuku num a liŋ aka chɔkɔ bimu i wi.
3d030900cd	Bah gukuki kə gwu gukuni asi bəni bədɔkɔ kwakaki, i fə asi wi nì kaka. Wi kaŋaki num shɔm bəh mbɛiŋ, kɔm wi kɔŋki kə a mi widɔkɔ bi laka, wi nəŋki a bəni bəchi kwûni shɔ́m yibɔ.
3d030a00e2	Chɔkɔ biə Bah bi fiəni dzə bi numki aka bi ji. I biəmaka chɔkɔ bɔɔli bi jumiki lə bəh ŋga tsə laka, gbuku bi fiisiki biɛiŋ biə bi kɔ i bɔɔli wə, nshwaiŋ bəh biɛiŋ bichi biə bi kɔ yɛiŋ bi fii kaasi.
3d030b00f9	Si gbuku bi fiisiki biɛiŋ bichi i dzəh yələ wə, mbɛiŋ kwakaki a mbɛiŋ kaŋaki i nûmki ŋkaiŋni wi bəni bənaiŋ i nɔni kimbɛiŋ wə a? Mbɛiŋ kaŋaki i nûmki bəni bə̀ bɔ nɔki nɔni ki baiŋni mbɛiŋ nya gwu yimbɛiŋ i Nyɔ,
3d030c00b4	i wɔkɔliki Chɔkɔ bi Nyɔ biələ, mɔ̂msi i fə̂ki a bi dzə̂ wakli. Akɔ chɔkɔ biə gbuku bi fiisiki bɔɔli, ayaka juuŋ yi gbuku bi jɔkɔ biɛiŋ biə bi kɔ i bɛiŋ.
3d030d00ae	Ayakalə, bukumbɛiŋ wɔkɔliki num bɔɔli wimfiaŋ bəh nshwaiŋ yimfiaŋ biə Nyɔ nì kaka, ayaka ŋkaiŋni wi kwili wələ kɔ wə a bi numki a nɔni ki chəŋ yɛiŋ.
3d030e00d4	Ayakadəiŋ, nsɛ́iŋ yiŋ yi shɔm, si mbɛiŋ wɔkɔliki gia yiwɔ yakadəiŋ, mbɛiŋ mɔ̂msiki nalə i nûmki ndi widɔkɔ kɔbi nabə kiŋgbɔ kidɔkɔ i Nyɔ nshiŋ, bəh i num i kimbɔiŋni wə bəh wi.
3d030f00ee	Mbɛiŋ yîŋtiki a Bah wibukumbɛiŋ kaŋaki shɔm yakadəiŋ, wi nya num jɔbi i bəni a bɔ bi bɔiŋ. Gia yələ kɔ a yə waiŋnih wibukumbɛiŋ Bɔɔl wə wi kɔ shɔm yibukumbɛiŋ nì nyaka i mbɛiŋ bəh mfi biə Nyɔ nya i wi.
3d0310016d	I biŋwakti bichi kintəəŋ biə wi nyaka, wi dzakaki yɛiŋ a kɔm gia yələ. Wi nyaka gia yidɔkɔ yi ləkə i bəni i kiə, ayakadəiŋ bəni bə̀ bɔ kiəki kə gia bɔ kiə kə di biə bɔ kɔ ka finiki bəh fwu wi gia yiwɔ, yi num a liŋ si bɔ finiki tə bəh di bidɔkɔ i Kiŋwakti ki Nyɔ wə. Bɔ fə yakadəiŋ, bɔɔŋ num ŋgəkə i gwu yibɔ mə.
3d03110117	Nsɛ́iŋ yiŋ yi shɔm, asi mbɛiŋ si kiə lɔ gia yələ lə, mbɛiŋ tɔ̂kniki a bəni bə̀ bɔ jiəki kə nchi wi Nyɔ bi ma gûku mbɛiŋ bəh bimfə bibɔ bichu ka mbɛiŋ bi dzâ i di biə mbɛiŋ num, fiɛŋ nə̂ŋni kə mbɛiŋ, a mbɛiŋ fiəni gbɔ̂ lɔ gbɔni.
