2800000006	ܡܬܝ
3a050b00b0	ܥܠܘܗܝ ܕܝܢ ܥܠ ܗܢܐ ܡܠܟܝܙܕܩ ܤܓܝܐܐ ܗܝ ܠܢ ܡܠܬܐ ܠܡܐܡܪܗ ܘܥܤܩܐ ܠܡܦܫܩܘܬܗ ܡܛܠ ܕܗܘܝܬܘܢ ܠܟܘܢ ܟܪܝܗܐ ܒܡܫܡܥܬܟܘܢ
3a050c0140	ܚܝܒܝܢ ܗܘܝܬܘܢ ܓܝܪ ܡܠܦܢܐ ܠܡܗܘܐ ܡܛܠ ܕܙܒܢܐ ܠܟܘܢ ܒܝܘܠܦܢܐ ܗܫܐ ܕܝܢ ܬܘܒ ܤܢܝܩܝܢ ܐܢܬܘܢ ܕܬܐܠܦܘܢ ܐܝܠܝܢ ܐܢܝܢ ܟܬܝܒܬܐ ܩܕܡܝܬܐ ܕܪܝܫ ܡܠܘܗܝ ܕܐܠܗܐ ܘܗܘܝܬܘܢ ܠܟܘܢ ܤܢܝܩܐ ܥܠ ܚܠܒܐ ܘܠܐ ܥܠ ܡܐܟܘܠܬܐ ܫܪܝܪܬܐ
3a050d006b	ܟܠܢܫ ܕܝܢ ܕܡܐܟܘܠܬܗ ܚܠܒܐ ܗܘ ܠܐ ܡܦܤ ܒܡܠܬܐ ܕܟܐܢܘܬܐ ܡܛܠ ܕܫܒܪܐ ܗܘ
3a050e0094	ܕܓܡܝܪܐ ܗܝ ܕܝܢ ܡܐܟܘܠܬܐ ܫܪܝܪܬܐ ܐܝܠܝܢ ܕܡܛܠ ܕܡܕܪܫܝܢ ܐܬܢܦܩܘ ܪܓܫܝܗܘܢ ܠܡܦܪܫ ܛܒܬܐ ܘܒܝܫܬܐ
3a060100d7	ܡܛܠ ܗܢܐ ܢܫܒܘܩ ܫܘܪܝܐ ܕܡܠܬܗ ܕܡܫܝܚܐ ܘܢܐܬܐ ܠܓܡܝܪܘܬܐ ܐܘ ܠܡܐ ܬܘܒ ܫܬܐܤܬܐ ܐܚܪܬܐ ܡܪܡܝܬܘܢ ܠܬܝܒܘܬܐ ܡܢ ܥܒܕܐ ܡܝܬܐ ܘܠܗܝܡܢܘܬܐ ܕܒܐܠܗܐ
3a06020075	ܘܠܝܘܠܦܢܐ ܕܡܥܡܘܕܝܬܐ ܘܕܤܝܡ ܐܝܕܐ ܘܠܩܝܡܬܐ ܕܡܢ ܒܝܬ ܡܝܬܐ ܘܠܕܝܢܐ ܕܠܥܠܡ
3a06030024	ܐܢ ܡܪܝܐ ܡܦܤ ܢܥܒܕ ܗܕܐ
3a06040096	ܐܠܐ ܠܐ ܡܫܟܚܝܢ ܗܢܘܢ ܕܚܕܐ ܙܒܢ ܠܡܥܡܘܕܝܬܐ ܢܚܬܘ ܘܛܥܡܘ ܡܘܗܒܬܐ ܕܡܢ ܫܡܝܐ ܘܢܤܒܘ ܪܘܚܐ ܕܩܘܕܫܐ
3a06050048	ܘܛܥܡܘ ܡܠܬܐ ܛܒܬܐ ܕܐܠܗܐ ܘܚܝܠܐ ܕܥܠܡܐ ܕܥܬܝܕ
3a06060081	ܕܬܘܒ ܢܚܛܘܢ ܕܡܢ ܕܪܝܫ ܢܬܚܕܬܘܢ ܠܬܝܒܘܬܐ ܘܡܢ ܕܪܝܫ ܢܙܩܦܘܢ ܠܒܪܗ ܕܐܠܗܐ ܘܢܨܥܪܘܢ
3a060700b7	ܐܪܥܐ ܓܝܪ ܕܐܫܬܝܬ ܡܛܪܐ ܕܐܬܐ ܠܗ ܙܒܢܝܢ ܤܓܝܐܢ ܘܐܘܥܝܬ ܥܤܒܐ ܕܚܫܚ ܠܗܢܘܢ ܕܡܛܠܬܗܘܢ ܡܬܦܠܚܐ ܡܩܒܠܐ ܒܘܪܟܬܐ ܡܢ ܐܠܗܐ
3a06080090	ܐܢ ܗܘ ܕܝܢ ܕܬܦܩ ܩܘܪܛܒܐ ܘܕܪܕܪܐ ܗܘܝܐ ܠܗ ܡܤܠܝܬܐ ܘܠܐ ܪܚܝܩܐ ܡܢ ܠܘܛܬܐ ܐܠܐ ܚܪܬܗ ܝܩܕܢܐ ܗܘ
3a06090076	ܡܦܝܤܝܢܢ ܕܝܢ ܥܠܝܟܘܢ ܐܚܝ ܐܝܠܝܢ ܕܫܦܝܪܢ ܘܩܪܝܒܢ ܠܚܝܐ ܐܦܢ ܗܟܢܐ ܡܡܠܠܝܢܢ
3a060a0097	ܠܐ ܗܘܐ ܓܝܪ ܥܘܠ ܐܠܗܐ ܕܢܛܥܐ ܥܒܕܝܟܘܢ ܘܚܘܒܟܘܢ ܗܘ ܕܚܘܝܬܘܢ ܒܫܡܗ ܕܫܡܫܬܘܢ ܠܩܕܝܫܐ ܘܡܫܡܫܝܬܘܢ
3a060b0082	ܨܒܝܢܢ ܕܝܢ ܕܐܢܫ ܐܢܫ ܡܢܟܘܢ ܗܝ ܗܕܐ ܚܦܝܛܘܬܐ ܢܚܘܐ ܠܫܘܡܠܝܐ ܕܤܒܪܟܘܢ ܥܕܡܐ ܠܚܪܬܐ
3a060c0094	ܘܕܠܐ ܬܬܩܛܥ ܠܟܘܢ ܐܠܐ ܕܬܗܘܘܢ ܡܡܪܝܢܐ ܠܗܢܘܢ ܕܒܗܝܡܢܘܬܐ ܘܒܢܓܝܪܘܬ ܪܘܚܐ ܗܘܘ ܝܪܬܐ ܕܡܘܠܟܢܐ
3a060d0079	ܠܐܒܪܗܡ ܓܝܪ ܟܕ ܡܠܟ ܠܗ ܐܠܗܐ ܡܛܠ ܕܠܝܬ ܗܘܐ ܠܗ ܕܪܒ ܡܢܗ ܕܢܐܡܐ ܒܗ ܝܡܐ ܒܢܦܫܗ
3a060e0038	ܘܐܡܪ ܕܡܒܪܟܘ ܐܒܪܟܟ ܘܡܤܓܝܘ ܐܤܓܝܟ
3a060f0030	ܘܗܟܢܐ ܐܓܪ ܪܘܚܗ ܘܩܒܠ ܡܘܠܟܢܐ
3a0610008c	ܒܢܝܢܫܐ ܓܝܪ ܒܕܪܒ ܡܢܗܘܢ ܝܡܝܢ ܘܥܠ ܟܠ ܚܪܝܢ ܕܗܘܐ ܒܝܢܬܗܘܢ ܫܘܠܡܐ ܫܪܝܪܐ ܒܡܘܡܬܐ ܗܘܐ ܠܗ
3a0611008a	ܡܛܠ ܗܢܐ ܝܬܝܪܐܝܬ ܨܒܐ ܐܠܗܐ ܕܢܚܘܐ ܠܝܪܬܐ ܕܡܘܠܟܢܐ ܕܫܘܘܕܝܗ ܠܐ ܡܫܬܚܠܦ ܘܚܒܫܗ ܒܡܘܡܬܐ
3a061200b4	ܕܒܬܪܬܝܢ ܨܒܘܢ ܕܠܐ ܡܫܬܚܠܦܢ ܕܠܐ ܡܫܟܚ ܐܠܗܐ ܕܢܕܓܠ ܒܗܝܢ ܒܘܝܐܐ ܪܒܐ ܢܗܘܐ ܠܢ ܕܐܬܓܘܤܢ ܒܗ ܘܢܐܚܘܕ ܤܒܪܐ ܕܡܠܝܟ ܠܢ
3a06130079	ܗܘ ܕܐܝܬܘܗܝ ܠܢ ܐܝܟ ܐܘܩܝܢܐ ܕܠܒܝܟ ܒܢܦܫܢ ܕܠܐ ܬܬܙܝܥ ܘܥܐܠ ܠܓܘ ܡܢ ܐܦܝ ܬܪܥܐ
3a0614005d	ܟܪ ܕܩܕ ܥܠ ܚܠܦܝܢ ܝܫܘܥ ܘܗܘܐ ܟܘܡܪܐ ܠܥܠ ܒܕܡܘܬܗ ܕܡܠܟܝܙܕܩ
3a070100a3	ܗܢܐ ܕܝܢ ܡܠܟܝܙܕܩ ܐܝܬܘܗܝ ܡܠܟ ܫܠܝ ܟܘܡܪܐ ܕܐܠܗܐ ܡܪܝܡܐ ܘܗܘ ܐܪܥܗ ܠܐܒܪܗ ܟܕ ܗܦܟ ܡܢ ܚܪܒܐ ܕܡܠܟܐ ܘܒܪܟܗ
3a070200b1	ܘܠܗ ܦܪܫ ܐܒܪܗ ܡܥܤܪܐ ܡܢ ܟܠܡܕ ܕܐܝܬ ܗܘܐ ܥܡܗ ܡܬܦܫܩ ܕܝܢ ܫܡܗ ܡܠܟܐ ܕܟܐܢܘܬܐ ܘܬܘܒ ܡܠܟ ܫܠܝ ܕܐܝܬܘܗܝ ܡܠܟܐ ܕܫܠܡܐ
3a070300c4	ܕܠܐ ܐܒܘܗܝ ܘܠܐ ܐܡܗ ܐܬܟܬܒܘ ܒܫܪܒܬܐ ܘܠܐ ܪܝܫܝܬܐ ܕܝܘܡܘܗܝ ܘܠܐ ܫܘܠܡܐ ܕܚܝܘܗܝ ܐܠܐ ܒܕܡܘܬܐ ܕܒܪܗ ܕܐܠܗܐ ܡܩܘܝܐ ܟܘܡܪܘܬܗ ܠܥܠ
3a07040061	ܚܙܘ ܕܝܢ ܟܡܐ ܪܒ ܗܢܐ ܕܐܒܪܗ ܪܝܫ ܐܒܗܬܐ ܠܗ ܝܗܒ ܡܥܤܪܐ ܕܪܫܝܬܐ
3a070500ec	ܐܝܠܝܢ ܓܝܪ ܡܢ ܒܢܝ ܠܘܝ ܕܡܩܒܠܝܢ ܗܘܘ ܟܘܡܪܘܬܐ ܦܘܩܕܢܐ ܐܝܬ ܗܘܐ ܠܗܘܢ ܕܢܡܘܤܐ ܕܢܤܒܘܢ ܡܥܤܪܐ ܡܢ ܥܡܐ ܗܢܘܢ ܡܢ ܐܚܝܗܘܢ ܟܕ ܐܦ ܗܢܘܢ ܡܢ ܚܨܗ ܕܐܒܪܗ ܢܦܩܘ
3a07060076	ܗܢܐ ܕܝܢ ܕܠܐ ܟܬܝܒ ܒܫܪܒܬܗܘܢ ܡܥܤܪܐ ܫܩܠ ܡܢ ܐܒܪܗ ܘܒܪܟܗ ܠܗܘ ܕܩܒܠ ܡܘܠܟܢܐ
3a0707004f	ܕܠܐ ܚܪܝܢܐ ܕܝܢ ܗܘ ܕܒܨܝܪ ܡܬܒܪܟ ܡܢ ܗܘ ܕܡܝܬܪ ܡܢܗ
3a07080078	ܘܗܪܟܐ ܒܢܝܢܫܐ ܕܡܝܬܝܢ ܢܤܒܝܢ ܡܥܤܪܐ ܠܗܠ ܕܝܢ ܗܘ ܕܐܤܗܕ ܥܠܘܗܝ ܟܬܒܐ ܕܚܝ ܗܘ
3a07090069	ܘܐܝܟ ܐܢܫ ܢܐܡܪ ܒܝܕ ܐܒܪܗ ܐܦ ܠܘܝ ܗܘ ܕܡܥܤܪܐ ܢܤܒ ܗܘܐ ܐܦ ܗܘ ܐܬܥܤܪ
3a070a004d	ܥܕܟܝܠ ܓܝܪ ܒܚܨܗ ܗܘܐ ܕܐܒܘܗܝ ܟܕ ܐܪܥܗ ܠܡܠܟܝܙܕܩ
3a070b00fc	ܐܠܘ ܗܟܝܠ ܓܡܝܪܘܬܐ ܒܝܕ ܟܘܡܪܘܬܐ ܕܠܘܝܐ ܐܝܬܝܗ ܗܘܬ ܕܒܗ ܤܝ ܢܡܘܤܐ ܠܥܡܐ ܠܡܢܐ ܡܬܒܥܐ ܗܘܐ ܟܘܡܪܐ ܐܚܪܢܐ ܕܢܩܘ ܒܕܡܘܬܗ ܕܡܠܟܝܙܕܩ ܐܡܪ ܕܝܢ ܕܒܕܡܘܬܗ ܕܐܗܪܘܢ ܢܗܘܐ
3a070c0067	ܐܠܐ ܐܝܟܢܐ ܕܗܘܐ ܫܘܚܠܦܐ ܒܟܘܡܪܘܬܐ ܗܟܢܐ ܗܘܐ ܫܘܚܠܦܐ ܐܦ ܒܢܡܘܤܐ
3a070d0089	ܗܘ ܓܝܪ ܕܐܬܐܡܪ ܥܠܘܗܝ ܗܠܝܢ ܡܢ ܫܪܒܬܐ ܗܘ ܐܚܪܬܐ ܐܬܝܠܕ ܕܐܢܫ ܡܡܬܘ ܡܢܗ ܠܐ ܫܡܫ ܒܡܕܒܚܐ
3a070e007d	ܓܠܝܐ ܗܝ ܓܝܪ ܕܡܢ ܝܗܘܕܐ ܕܢܚ ܡܪܢ ܡܢ ܫܪܒܬܐ ܕܠܐ ܐܡܪ ܥܠܝܗ ܡܘܫܐ ܡܕ ܥܠ ܟܘܡܪܘܬܐ
3a070f006d	ܘܝܬܝܪܐܝܬ ܬܘܒ ܝܕܝܥܐ ܒܗܝ ܕܐܡܪ ܕܒܕܡܘܬܗ ܕܡܠܟܝܙܕܩ ܩܐ ܟܘܡܪܐ ܐܚܪܢܐ
3a07100071	ܗܘ ܕܠܐ ܗܘܐ ܒܢܡܘܤܐ ܕܦܘܩܕܢܐ ܦܓܪܢܝܐ ܗܘܐ ܐܠܐ ܒܚܝܠܐ ܕܚܝܐ ܕܠܐ ܡܫܬܪܝܢ
3a07110058	ܡܤܗܕ ܓܝܪ ܥܠܘܗܝ ܕܐܢܬ ܗܘ ܟܘܡܪܐ ܠܥܠ ܒܕܡܘܬܗ ܕܡܠܟܝܙܕܩ
3a0712006e	ܫܘܚܠܦܐ ܕܝܢ ܕܗܘܐ ܠܦܘܩܕܢܐ ܩܕܡܝܐ ܡܛܠ ܡܚܝܠܘܬܗ ܘܕܝܘܬܪܢ ܠܝܬ ܗܘܐ ܒܗ
3a07130079	ܡܕ ܓܝܪ ܠܐ ܓܡܪ ܢܡܘܤܐ ܥܠ ܕܝܢ ܚܠܦܘܗܝ ܤܒܪܐ ܕܡܝܬܪ ܡܢܗ ܕܒܗ ܡܬܩܪܒܝܢܢ ܠܐܠܗܐ
3a0714001c	ܘܫܪܪܗ ܠܢ ܒܡܘܡܬܐ
3a071500d3	ܗܢܘܢ ܓܝܪ ܕܠܐ ܡܘܡܬܐ ܗܘܘ ܟܘܡܪܐ ܗܢܐ ܕܝܢ ܒܡܘܡܬܐ ܐܝܟ ܕܐܡܪ ܠܗ ܒܝܕ ܕܘܝܕ ܕܝܡܐ ܡܪܝܐ ܘܠܐ ܢܕܓܠ ܕܐܢܬ ܗܘ ܟܘܡܪܐ ܠܥܠ ܒܕܡܘܬܗ ܕܡܠܟܝܙܕܩ
3a0716004a	ܗܢܐ ܟܠܗ ܡܝܬܪܐ ܕܝܬܩܐ ܗܕܐ ܕܗܘܐ ܒܗ ܥܪܒܐ ܝܫܘܥ
3a0717006c	ܘܗܢܘܢ ܗܘܘ ܟܘܡܪܐ ܤܓܝܐܐ ܡܛܠ ܕܡܝܬܝܢ ܗܘܘ ܘܠܐ ܡܫܬܒܩܝܢ ܗܘܘ ܕܢܩܘܘܢ
3a0718003f	ܗܢܐ ܕܝܢ ܡܛܠ ܕܠܥܠ ܩܝ ܠܐ ܥܒܪܐ ܟܘܡܪܘܬܗ
3a07190091	ܘܡܫܟܚ ܠܡܚܝܘ ܠܥܠ ܠܐܝܠܝܢ ܕܡܬܩܪܒܝܢ ܒܐܝܕܗ ܠܐܠܗܐ ܚܝ ܗܘ ܓܝܪ ܒܟܠܙܒܢ ܘܡܤܩ ܨܠܘܬܐ ܚܠܦܝܗܘܢ
3a071a009d	ܕܐܝܟ ܗܢܐ ܓܝܪ ܟܘܡܪܐ ܐܦ ܙܕܩ ܗܘܐ ܠܢ ܕܟܝܐ ܕܠܐ ܒܝܫܘ ܘܕܠܐ ܛܘܠܫܐ ܕܦܪܝܩ ܡܢ ܚܛܗܐ ܘܡܪܝ ܠܥܠ ܡܢ ܫܡܝܐ
3a071b00c1	ܘܠܝܬ ܠܗ ܐܘܠܨܢܐ ܟܠܝܘ ܐܝܟ ܪܒܝ ܟܘܡܪܐ ܕܠܘܩܕ ܚܠܦ ܚܛܗܘܗܝ ܢܩܪܒ ܕܒܚܐ ܘܗܝܕܝܢ ܚܠܦ ܥܡܐ ܗܕܐ ܓܝܪ ܥܒܕܗ ܚܕܐ ܙܒܢ ܒܢܦܫܗ ܕܩܪܒ
3a071c0091	ܢܡܘܤܐ ܓܝܪ ܒܢܝܢܫܐ ܗܘ ܟܪܝܗܐ ܡܩܝ ܟܘܡܪܐ ܡܠܬܐ ܕܝܢ ܕܡܘܡܬܐ ܕܗܘܬ ܒܬܪ ܢܡܘܤܐ ܒܪܐ ܓܡܝܪܐ ܠܥܠ
3a08010081	ܪܝܫܐ ܕܝܢ ܕܟܠܗܝܢ ܐܝܬ ܠܢ ܪܒ ܟܘܡܪܐ ܐܝܢܐ ܕܝܬܒ ܡܢ ܝܡܝܢܐ ܕܟܘܪܤܝܐ ܕܪܒܘܬܐ ܒܫܡܝܐ
3a0802006c	ܘܗܘܐ ܡܫܡܫܢܐ ܕܒܝܬ ܩܘܕܫܐ ܘܕܡܫܟܢܐ ܕܫܪܪܐ ܗܘ ܕܩܒܥ ܐܠܗܐ ܘܠܐ ܒܪܢܫܐ
3a08030098	ܟܠ ܪܒ ܟܘܡܪܐ ܓܝܪ ܕܩܐ ܕܢܩܪܒ ܩܘܪܒܢܐ ܘܕܒܚܐ ܡܛܠ ܗܢܐ ܙܕܩܐ ܗܘܬ ܐܦ ܠܗܢܐ ܕܢܗܘܐ ܐܝܬ ܠܗ ܡܕ ܕܢܩܪܒ
3a0804009f	ܘܐܠܘ ܒܐܪܥܐ ܗܘܐ ܐܦܠܐ ܟܘܡܪܐ ܗܘܐ ܗܘܐ ܡܛܠ ܕܐܝܬܝܗܘܢ ܗܘܘ ܟܘܡܪܐ ܕܡܩܪܒܝܢ ܗܘܘ ܩܘܪܒܢܐ ܐܝܟ ܕܒܢܡܘܤܐ
3a080500d6	ܗܢܘܢ ܕܡܫܡܫܝܢ ܠܕܡܘܬܐ ܘܠܛܠܢܝܬܐ ܕܗܠܝܢ ܕܒܫܡܝܐ ܐܝܟ ܕܐܬܐܡܪ ܠܡܘܫܐ ܟܕ ܥܒܕ ܗܘܐ ܡܫܟܢܐ ܕܚܙܝ ܘܥܒܕ ܟܠܡܕ ܒܕܡܘܬܐ ܗܝ ܕܐܬܚܙܝܬ ܠܟ ܒܛܘܪܐ
3a080600cd	ܗܫܐ ܕܝܢ ܬܫܡܫܬܐ ܕܡܝܬܪܐ ܡܢ ܗܝ ܩܒܠ ܝܫܘܥ ܡܫܝܚܐ ܐܟܡܐ ܕܡܝܬܪܐ ܐܦ ܕܝܬܝܩܐ ܗܝ ܕܥܒܝܕ ܒܗ ܡܨܥܝܐ ܘܒܫܘܘܕܝܐ ܕܡܝܬܪܝܢ ܡܢ ܕܗܝ ܐܬܝܗܒܬ
3a08070069	ܐܠܘ ܓܝܪ ܐܝܬܝܗ ܗܘܬ ܩܕܡܝܬܐ ܕܠܐ ܪܫܝܢ ܠܝܬ ܗܘܐ ܐܬܪܐ ܠܗܕܐ ܕܬܪܬܝܢ
3a080800b3	ܪܫܐ ܠܗܘܢ ܓܝܪ ܘܐܡܪ ܕܗܐ ܝܘܡܬܐ ܐܬܝܢ ܐܡܪ ܡܪܝܐ ܘܐܓܡܘܪ ܥܠ ܒܝܬܐ ܕܒܝܬ ܐܝܤܪܝܠ ܘܥܠ ܒܝܬܐ ܕܒܝܬ ܝܗܘܕܐ ܕܝܬܩܐ ܚܕܬܐ
3a080900ef	ܠܐ ܐܝܟ ܗܝ ܕܝܬܩܐ ܕܝܗܒܬ ܠܐܒܗܝܗܘܢ ܒܝܘܡܐ ܕܐܚܕܬ ܒܐܝܕܗܘܢ ܘܐܦܩܬ ܐܢܘܢ ܡܢ ܐܪܥܐ ܕܡܨܪܝܢ ܡܛܠ ܕܗܢܘܢ ܠܐ ܩܘܝܘ ܒܕܝܬܩܐ ܕܝܠܝ ܐܦ ܐܢܐ ܒܤܝܬ ܒܗܘܢ ܐܡܪ ܡܪܝܐ
3a080a0107	ܗܕܐ ܕܝܢ ܕܝܬܩܐ ܕܐܬܠ ܠܒܝܬܐ ܕܒܝܬ ܐܝܤܪܝܠ ܒܬܪ ܝܘܡܬܐ ܗܢܘܢ ܐܡܪ ܡܪܝܐ ܐܬܠܝܘܗܝ ܠܢܡܘܤܝ ܒܡܕܥܝܗܘܢ ܘܥܠ ܠܒܘܬܗܘܢ ܐܟܬܒܝܘܗܝ ܘܐܗܘܐ ܠܗܘܢ ܐܢܐ ܐܠܗܐ ܘܗܢܘܢ ܢܗܘܘܢ ܠܝ ܥܡܐ
3a080b00ae	ܘܠܐ ܢܠܦ ܐܢܫ ܠܒܪ ܡܕܝܢܬܗ ܐܦܠܐ ܠܐܚܘܗܝ ܘܢܐܡܪ ܕܕܥ ܠܡܪܝܐ ܡܛܠ ܕܟܠܗܘܢ ܢܕܥܘܢܢܝ ܡܢ ܙܥܘܪܗܘܢ ܘܥܕܡܐ ܠܩܫܝܫܗܘܢ
3a080c0056	ܘܐܚܤܐ ܐܢܘܢ ܡܢ ܥܘܠܗܘܢ ܘܚܛܗܝܗܘܢ ܬܘܒ ܠܐ ܐܬܕܟܪ ܠܗܘܢ
3a080d0068	ܒܗܝ ܕܐܡܪ ܚܕܬܐ ܠܩܕܡܝܬܐ ܐܥܬܩܗ ܘܐܝܢܐ ܕܥܬܩ ܘܤܐܒ ܩܪܝܒ ܗܘ ܠܚܒܠܐ
3a09010063	ܒܩܕܡܝܬܐ ܕܝܢ ܐܝܬ ܗܘܐ ܒܗ ܦܘܩܕܐ ܕܬܫܡܫܬܐ ܘܒܝܬ ܩܘܕܫܐ ܥܠܡܢܝܐ
3a09020088	ܡܫܟܢܐ ܓܝܪ ܩܕܡܝܐ ܕܐܬܥܒܕ ܐܝܬ ܗܘܐ ܒܗ ܡܢܪܬܐ ܘܦܬܘܪܐ ܘܠܚ ܐܦܐ ܘܡܬܩܪܐ ܗܘܐ ܒܝܬ ܩܘܕܫܐ
3a09030069	ܡܫܟܢܐ ܕܝܢ ܓܘܝܐ ܕܠܓܘ ܡܢ ܐܦܝ ܬܪܥܐ ܕܬܪܝܢ ܡܬܩܪܐ ܗܘܐ ܩܕܘܫ ܩܘܕܫܐ
3a090400ed	ܘܐܝܬ ܗܘܐ ܒܗ ܒܝܬ ܒܤܡܐ ܕܕܗܒܐ ܘܩܒܘܬܐ ܕܕܝܬܩܐ ܕܩܪܝܡܐ ܟܠܗ ܒܕܗܒܐ ܘܐܝܬ ܒܗ ܩܤܛܐ ܕܕܗܒܐ ܗܝ ܕܐܝܬ ܗܘܐ ܒܗ ܡܢܢܐ ܘܫܒܛܐ ܕܐܗܪܘܢ ܗܘ ܕܐܦܪܥ ܘܠܘܚܐ ܕܕܝܬܩܐ
3a090500ae	ܘܠܥܠ ܡܢܗ ܟܪܘܒܐ ܕܫܘܒܚܐ ܕܡܛܠܝܢ ܥܠ ܚܘܤܝܐ ܠܐ ܗܘܐ ܕܝܢ ܙܒܢܐ ܗܘ ܕܢܐܡܪ ܥܠ ܚܕܐ ܚܕܐ ܡܢ ܗܠܝܢ ܕܗܟܢܐ ܡܬܩܢܢ ܗܘܝ
3a09060068	ܘܠܡܫܟܢܐ ܒܪܝܐ ܒܟܠܙܒܢ ܥܐܠܝܢ ܗܘܘ ܟܘܡܪܐ ܘܡܫܠܡܝܢ ܗܘܘ ܬܫܡܫܬܗܘܢ
3a090700b7	ܠܡܫܟܢܐ ܕܝܢ ܕܠܓܘ ܡܢܗ ܚܕܐ ܗܘ ܒܫܢܬܐ ܒܠܚܘܕܘܗܝ ܥܐܠ ܗܘܐ ܪܒܟܘܡܪܐ ܒܕܡܐ ܗܘ ܕܡܩܪܒ ܗܘܐ ܚܠܦ ܢܦܫܗ ܘܚܠܦ ܤܟܠܘܬܗ ܕܥܡܐ
3a090800af	ܒܗܕܐ ܕܝܢ ܡܘܕܥܐ ܗܘܬ ܪܘܚܐ ܕܩܘܕܫܐ ܕܠܐ ܐܬܓܠܝܬ ܥܕܟܝܠ ܐܘܪܚܐ ܕܩܕܝܫܐ ܟܡܐ ܙܒܢܐ ܕܐܝܬ ܗܘܐ ܩܝܡܐ ܠܡܫܟܢܐ ܩܕܡܝܐ
3a090900c1	ܘܐܝܬܘܗܝ ܗܘܐ ܡܬܠܐ ܗܢܐ ܠܙܒܢܐ ܗܘ ܕܒܗ ܩܘܪܒܢܐ ܘܕܒܚܐ ܡܬܩܪܒܝܢ ܗܘܘ ܐܝܠܝܢ ܕܠܐ ܡܫܟܚܝܢ ܗܘܘ ܠܡܓܡܪ ܬܐܪܬܗ ܕܡܢ ܕܡܩܪܒ ܠܗܘܢ
3a090a00ab	ܐܠܐ ܒܡܐܟܠܐ ܘܒܡܫܬܝܐ ܒܠܚܘܕ ܘܒܡܥܡܘܕܝܬܐ ܕܙܢܝܢ ܙܢܝܢ ܕܐܝܬܝܗܝܢ ܦܘܩܕܐ ܕܒܤܪܐ ܕܤܝܡܝܢ ܥܕܡܐ ܠܙܒܢܐ ܕܬܘܪܨܐ
3a090b00b2	ܡܫܝܚܐ ܕܝܢ ܕܐܬܐ ܗܘܐ ܪܒܟܘܡܪܐ ܕܛܒܬܐ ܕܤܥܪ ܘܥܠ ܠܡܫܟܢܐ ܪܒܐ ܘܡܫܠܡܢܐ ܕܠܐ ܥܒܝܕ ܒܐܝܕܝܐ ܘܠܐ ܗܘܐ ܡܢ ܗܠܝܢ ܒܪܝܬܐ
3a090c0091	ܘܠܐ ܥܠ ܒܕܡܐ ܕܨܦܪܝܐ ܘܕܥܓܠܐ ܐܠܐ ܒܕܡܐ ܕܢܦܫܗ ܥܠ ܚܕܐ ܙܒܢ ܠܒܝܬ ܡܩܕܫܐ ܘܐܫܟܚ ܦܘܪܩܢܐ ܕܠܥܠ
3a090d00ae	ܐܢ ܓܝܪ ܕܡܐ ܕܨܦܪܝܐ ܘܕܥܓܠܐ ܘܩܛܡܐ ܕܥܓܠܬܐ ܡܬܪܤܤ ܗܘܐ ܥܠ ܐܝܠܝܢ ܕܡܬܛܡܐܝܢ ܗܘܘ ܘܡܩܕܫ ܠܗܘܢ ܠܕܘܟܝܐ ܕܒܤܪܗܘܢ
3a090e00b7	ܟܡܐ ܗܟܝܠ ܝܬܝܪܐܝܬ ܕܡܗ ܕܡܫܝܚܐ ܕܒܪܘܚܐ ܕܠܥܠ ܢܦܫܗ ܩܪܒ ܕܠܐ ܡܘ ܠܐܠܗܐ ܢܕܟܐ ܬܐܪܬܢ ܡܢ ܥܒܕܐ ܡܝܬܐ ܕܢܫܡܫ ܠܐܠܗܐ ܚܝܐ
3a090f00e1	ܡܛܠ ܗܢܐ ܗܘ ܗܘܐ ܡܨܥܝܐ ܕܕܝܬܩܐ ܚܕܬܐ ܕܒܡܘܬܗ ܗܘ ܗܘܐ ܦܘܪܩܢܐ ܠܐܝܠܝܢ ܕܥܒܪܘ ܥܠ ܕܝܬܩܐ ܩܕܡܝܬܐ ܕܢܤܒܘܢ ܡܘܠܟܢܐ ܐܝܠܝܢ ܕܐܬܩܪܝܘ ܠܝܪܬܘܬܐ ܕܠܥܠ
3a0910004e	ܐܝܟܐ ܓܝܪ ܕܐܝܬ ܕܝܬܩܐ ܡܘܬܐ ܗܘ ܡܚܘܝܐ ܕܗܘ ܕܥܒܕܗ
3a09110068	ܥܠ ܡܝܬܐ ܕܝܢ ܒܠܚܘܕ ܡܫܬܪܪܐ ܡܛܠ ܕܟܡܐ ܕܚܝ ܗܘ ܕܥܒܕܗ ܠܝܬ ܒܗ ܚܫܚܘ
3a0912003e	ܡܛܠ ܗܢܐ ܐܦܠܐ ܩܕܡܝܬܐ ܕܠܐ ܕܡܐ ܐܫܬܪܪܬ
3a091300da	ܟܕ ܐܬܦܩܕ ܓܝܪ ܟܠܗ ܦܘܩܕܢܐ ܡܢ ܡܘܫܐ ܠܥܡܐ ܟܠܗ ܒܢܡܘܤܐ ܢܤܒ ܗܘܐ ܡܘܫܐ ܕܡܐ ܕܥܓܠܬܐ ܘܡܝܐ ܒܥܡܪܐ ܕܙܚܘܪܝܬܐ ܘܙܘܦܐ ܘܪܤ ܥܠ ܤܦܪܐ ܘܥܠ ܥܡܐ ܟܠܗ
