280000000c	ማትዎስ
2f0c050096	ኤስ ኤፌቴናስነ ፌ አሱሲክቱ ቴቶና፥ ስኑንታኖ ታ ቾዋሲክ ሆፕናስታን ኦማ ቴቶና ዉዝና ኣፋዋ።
2f0c060144	ኤካኒ ታ ፉቶሶን ማኬፋና ቦርአ ቴቶናክ ሾሌፋናነ ጎዋ ኣፋ ስንናናዉዛ። ስኑንታኖ ኦኑ ታይስታን ቢና ባርስታንናዋ ታኪን ደይ ኦደና ባርስታንና ደናሎኖን ግምት እምኖይናማቶዋ እያት ቴቶሶን ቤይፋዉጙዋ።
2f0c07013c	ሀን ታክ አምማኖን ኬሳ ቤስቴ እኛ እኛ ዉዛሲክቶታን ካብ ቾዋ ቴቴራ ጌእኖይናማቶ አሽናሶን ሴርኒማቶ ኬጅኒ ሻና ታክ እምቴ፥ ኤስ ባር ደይ ሴጣናሲ ዎሲያ ስንና ታን ኬጅጃ ራክስት ጌእኖይናማቶ ዛግፋ።
2f0c080052	ሀን ባር ታይስታን ካቡናክ ዳሚሲኪ ኬዛ ዎላ ሺጴን።
2f0c090155	ስኑንታኖ ባር፦ «ታ ሁግናስ ማእሲራ ነይስታ ዎስቶናስ ነ ሆፕያሲኪ ካሞ ስንና ቦርአ ኦቱምናስ ኔክ ሆሮናዋ» ይ። ኤስ ባሪ ቦርኣ ክርስቶስኒ ሁግናስ ታይሲ ፎናክ ኣጌኑ ስንፋናክ ሆፕናሲክ ግሬት ቴቶናክ ሾሌፋዉጙዋ።
2f0c0a0125	ታ ሁግና ዳንፋናስ ሆፕፋና ካባሲክ ስንና ቦርአ ክርስቶስኒክዋ እያት ሆፕፋና ካባሲክ፥ ሜቸፋና ካባሲክ፥ ራካቴፋና ካባሲክ፤ ካቡግቴፋና ካባሲክ፤ ሻና ቢፋና ካባሲክናቱ ግሬፋውጙዋ።
2f0c0b0129	ጎዋኒማቶ ስኒን! ኤካ ስናናክ ዛጊስ ንቶዋ፥ ባክ ስንፋናነ ታ ቾዋሲክ ማኮኒስ ንቶዋ፥ ታ ኦ ስንናማቶ አሪቶኖይ አሱ ስኒፋናክኑ አርቶ ይስቴ ዎስኒ ሜያስታን እሳ ዉዛክኑ ኣፋዋ ሀቶና ዉዛ።
2f0c0c00f8	ታ ፉቶኒ ዎሲ ስንናሶን አሲፋ ዉዛሲክቶ ማላቶሴዋ ዲንቂ ዉዛሲክቶነ ደይ ቢስቴራ አሪቶኖይ ዉዛሴ ታ ንቶ ጋነያሲ ፋና ካባሲክ ፋክያክ ዎስቴና ዎስቶሲክቶዋ።
2f0c0d00e4	ንቶስታ ባአ ስንኖይ ፎናስታኖ ኦማ ቤቴክርስታኒሲክቶስን ንቶትን አዉኪንሶ ሀቴስናሪ? ኤስ ባር ደይ ማጝሱ ስንና ቤስቴፋናነ ታክ ፌሹን ኡትዋ።
2f0c0e01a1	ንቶኪ ዮናክ ሆሬሬ ካቡናስ ሀኒስ ኬዝሳዋ። ታ ንቶስታ ባአ ስናናክ ኣነ ሾሌፋትዋ፥ ታ ንቶኪን ሾሌፋናስ ንቶትንታኖ ዋግንትሶንታዋ። ናንጎትቤሲሲክ ኦትማ ዙቱሶነክ ሾልስፋናስ ኮኒ አባስናዋ እንቶሴታኖ ናንጎታስ ኮኒ አባሲክናዋ እንቶሲክና ኦትማ ኣነ ዙትፋዋ።
2f0c0f00f1	ንቶ ቾዋሲክ ዋግናሶን ኮእባታዋ ቴትናሶንኑ ኣትራ እምፋናነ አካማኖንቱ ታን ግርስፋዋ፥ ኤካኒ ታ ኤፋሮን ንቶትን ሹናኔን ንቶ ታን ሹናትስ ኪስኩኖኖሶ?
2f0c1000dc	ኤስ ባር ስኑን ሀን ባር ስኒፋናክ ታ ንቶስታ ባአ ኣነ ስኑትዋ፥ ኤካኒ ጃልሱክናዋ ኤሹክና ንቶትን አጃጀናርነ ፋር ስንናቱ ንቶክ ቤስቴፋ።
2f0c110059	ንቶኪ ዎስኒ አሱሳስን እሳይሲኪ ካሞኑ ኤጳ ታክ ኬእኖሶ?
2f0c12010f	ቲቶ ንቶኪ ዮናክ ሺጴጝዋ፥ ኤስ አይኒስን ደይ ባርኔን አነ ዎስኒ፥ ኤካን ቲቶ ንቶኪን ቦኤዎሶ? ታናዋ ባርንና ንቶኪ ዎስቴኒስ እሳ አያናሲክታኖሶ? ታሩኒስ ደይ እሳርታኖሶ?
2f0c13018f	ንቶ ዙታምንትሴ ሀሽኔን ካርአ ሳፋሬት ፋሴትስ እንኖ ንቶ ስናክ እንኖ ቾዋሲክ ቴትኒሶን ኦዳክ ቱጋኤት ፋኒር ዛግራኖሶ? እንኖ ክርስቶስኒስ ፋፋት ማኬፌኒስ ሀኦሲ ስናክዋ። ኮኒታሳክቶኖ! እንኖ ሀን ባሮን ዙትራ ማኬት ፋኒስ ንቶትን ችኑኒክዋ እያትዋ።
2f0c1401c6	ታ ንቶኪ ያፋና ካባሲክ አዉዛክነ ንቶ ታክ ስናትክ ሾሌፋናይስማቶ ስንኖይትሮን፥ ታ ደይ ንቶ ሾሌፌትይሲማቶ ስንኖይናሮን ኡጶኒቶ እያት ድጌፋዉጝዋ፥ ኤሲስማቶ ንቶኪክ ፋሶ፥ ኮና፥ ግእአ፥ ማጙክ ካቡ፥ አሱኒ ሱንኒ ማጝሱ፥ አሱኒን ሀማቶ፥ ቤጋንቶነዋ ሳስንነ ፎኒቶ እያት ድጌፋዉጝዋ።
2f0c15017e	ሄፕሳ ዎላ ንቶኪ ያፋና ካባሲክ ሀኦናስ አዉዛክነ ንቶ ስና ታን ሳልፕሱኒቶ እያት ድጌፋዉጝዋ፥ ዜሞ ስናክ ቦርአ ዎስቴሴሬ፥ ኤስ ዎስቴሴቴ ዝናሲክ፥ ጌርኬሴቴ ባርክ፥ ጋፎ ስኖቤሲሲክ ሀርሙ ቤያ አሱኒ ሜኒ ቦርአ ሱሞናትቶ እያቱ ድጌፋዉጝዋ።
2f0d0100b2	ኤሴ ንቶኪ ሀኒስ ኬዝሳ ዎል ሌ ዮናዋ፥ ኣጌኑ ቾዋ ዙታምባሴ ፉቶ ስንናማቶ አሪቴፋናስ ሄፕ ወደይ ኬዝ ዛልንክዋ።
2f0d020178	ሄፕሳ ዎላ ንቶትን ብያናክ ያና ካባሲክ ቴትንትሶን ኦዳትክ ማኬራ ፋናር፥ ሀሽኑ ደይ ዎክሶክ ፋፋት ዜሞቲ ቦርአ ዎስቴ ባሶክናዋ ኦምን ሜያክና ቴትቤሲሶን ኦዶሶነክ ማኬፋውጙዋ፥ ሀሽ ንቶክ ዎላ ያፋና ካባሲክ ኦንክኑ ኣፋ ኬናሽቶና ዉዛ።
2f0d0300b9	ኤሲስ ደይ ታክ ካሞ ማኬፌስ ክርስቶስ ስኒባሶን ጋሳሱክ ሾሎንትሲክዋ። ባር ንቶ ጋነያሲ ሁግናባ ፌናርቴኖ ሆፕቴዋ።
2f0d040138	ባር ማስቃልስታ ሱቴሬ ክትናስ ሆፕያክ ስኒፋናክኑ ሀሽ ሀኦሲ ሁግናክ ሀየዉ ስንነ ፌዋ። እንኖ ደይ ባርኔን አነ ሆፕ ስኒዋ፤ ስኑንታኖ ንቶኔን አነ ፋ እሳርኒሲክ ባርኔን አነ ሃየዉ ስንና ፎኒርዋ።
2f0d050120	አማንቶኒትሲክ ዛግ ስኒትሶን አሩሶትክ ቴትንትሶን ቢትዋ፥ ቴትንትሶን ፋታኖት፥ የሱስ ክርስቶስ ንቶስ ፌናማቶ ኣነ ጋሳሱዌትኖሶ? ኤስ ባር ስንና ሻካናነ ፋታናሲክ ጋንደትዋ ኡዋ።
2f0d060063	እንኖ ፋታናሲክ ጋንዶ ቤይንሶን ጋሳሱትማቶ አብድ ዛግፌንዋ።
2f0d07013d	ማጙ ዉዛ ዛጉኖይትማቶ ሀኦሲክ ሺጴፌንዋ፥ ኤስ ሺጴፌኒስ ደይ አዉነ ፋሮን እንኖ ችም ስንና ቤስቶ ቤይፌንክኑ ንቶ ዎንና ዎንና ማአሪ ስንና ዉዛሶን ዛጉሶትክታኖ እንኖ ችም ስኒሶን ንቶክ ቤሱንክታዋ።
2f0d080084	እንኖ ፉቶኒ ቾዋሲክቱ ዎስቴፌንታኖ ፉቶስኔን አነ እሳር ስኖይዉዛ ኣነ ዎስቴፌን።
2f0d0900b3	ስኑንታኖ እንኖ ሆፕ ስኒፋን ንቶ ችም ስንነፌት ካባሲክ ግሬፌንዋ፥ እንኖ ሺጶስ ንቶ ዮኡንቲ ፎንቶ ስንናትክዋ።
2f0d0a0175	ሀን ዎሲያሶን ንቶስታን ዎካ ፋጌዶ ትችናስ ኤስ ባሪ ቦርኣዋ፥ ኤስ ባርኪ ታ ንቶኪ ያፋና ካባሲክ ዳሚስ ታክ እማና ሀእሱኒ ሁግናሲክ ንቶትን ኣፋዋ ራክሱናዉዛ፥ ዳሚስ ሀእሱኒ ሁግና ታክ እምናስ ንቶትን ችኑናክታኖ ንቶትን ቦጋናክታዋ።
2f0d0b0124	ኮእባስታክ አይታሳክቶኖ! ማርኦጝዋ፤ ፋቲ ፎንትሶን ማእሱትዋ፥ ኪቶናሶን ኤጳቶት፥ ንቶትና ንቶትና እሳር ስንቲ፥ ናጋክ ደይ ፎሶቲ፥ ኬሽታን ሀኦሴዋ ናጋን ሀኦሴ ንቶኔን አነ ስናና።
2f0d0c003e	ኮርቶ ዳሞክ ዎል ዳሜሴት ናጋ ኦሾሶቲ፥
2f0d0d003e	አማኝኒ ሜያ ዙቴሬ ናጋ ንቶክ ዎስሴቴ።
2f0d0e00b8	ዳምኒ የሱስ ክርስቶስኒ ኦትማስ፥ ሀኦሲ ኬሽታና፥ ኮርቶ አያናስ እሳር ስንና ንቶ ዙታምንትስኔን አነ ስንፋውጝዋ።
300000000c	ጋላትያ
30010100f0	አሱኒኪን ወደይ አሱኒኪ ካሞ ዎስቴ ዎስያክ ስኖይናሮን የሱስ ክርስቶስኒክንናዋ ባሪን ክቱን ካብግ አባ ሀኦስኪንና ዎሲ ስንነ ዎስቴ ታ ጳዉሎስኒኪን፤
300102009f	ደይ ታኔን አነ ፌሴ አይኒ ሜያ ዙታምቤሲሴ አሲስኪን ጋላትያክ ፋሴ ቤቴክርስታኒሲክቶክ ዎስቴ ናጋ፥
3001030091	አባኒ ስና ሀኦኒስኪን ዳም የሱስ ክርስቶስኒኪን ሀኦሲ ኦትምነዋ ናጋነ ንቶክ ስንፋውጝዋ።
30010400d2	ሀን ማጙ ነያሲን እኖትን ፉኦናክ ሀኦኒሲ ፍቃዲኒማቶናዋ አባኒሳ ፍቃድኒማቶና የሱስ ክርስቶስ ሾዎ ቦርኒሲክ ቴትባሶን ኣትሬ እሚ።
300105006b	ኮእባኔን ኮእባ ፎንቶኖን አባ ሀኦሲክ ኡልፍና ስንፋውጝዋ! ኣሚን።
30010600c5	ክርስቶስኒ ኦትማሲክ ንቶትን ቴጌ ሀኦስኪን ኤካ ታፕቴራ ኦር ኬስኒትሴዋ ኦማ ምስራቹኒ ካማሲክ ዎሉንቲሴ ታን ዲንቅስሲዋ።
30010700f1	ኤስ ባሮን ይናስ ንቶትን ዳግስሴሬናዋ ክርስቶስኒ ምስራቹኒ ካማሶን ኤልጝሱክ ሾልሴፌ እሳ እሳ ሜያ ፌሴቴር ስንና ቦርአታኖ ኦማ ምስራቹኒ ካማ ኣፋዋ።
30010800ed	ስኑንታኖ እንኖኑ ስንፌኒክ ወደይ ሳማኪ ሀኦሲ ዎስያኑ ስንፋናክ እንኖ ማኬኒ ምስራቹኒ ካማስታን ኦማ ምስራቹኒ ካማ ንቶክ ማኬፋናነ ኤርዉቶ ስኖዋ።
30010900e2	ዜሞ ስናክ ማኬናሲማቶ ሀሽ ደይ ሄፕሳ ማኬፋውጙዋ፤ ንቶ ኤጳ ታሴት ምስራቹኒ ካማስታን ኦማ ምስራቹኒ ካማ ኦኑ ንቶክ ማኬፋናነ ኤርዉቶ ስኖዋ።
30010a0156	ኤካን ታ፤ ሾሌፋናስ አሱ ታን ጋላቶናኮሶ? ወደይ ሀኦሲ ታን ጋላቶናኮሶ? ወደይ አሱኒን ግርሱናክ ሾሌናር ስንና ንቶክ ቤስቴዎሶ? አሱኒ ሜያኖን ግርሱናክ ሾሌት ፋናር ስንናፋናነ ክርስቶስኒ ዎስትኛ ስና ቤያና ካባዋ።
30010b00a5	አይታሳክቶኖ! ታ፤ ንቶክ ማኬና ምስራቹኒ ካማስ አሱኒኪን ቤስቴር ስና ቤይናማቶ አሪሶትክ ሾሌፋዉጙዋ።
30010c00d5	ሀን ምስራቹኒ ካማሶን የሱስ ክርስቶስቱ ታክ አምማኖን ክስሬ ቤስትቴኖ ኣፌ አሱኒክኑ ኣነ ኤጱት ወደይ ኣፌ አሱኑ ታን ኣነ አስሱዌዋ።
30010d00e4	ዜሞ አይሁድኒ አማንቶሲክ ዞኑስቴፋና ካባሲክ ኣካክ ፋናማቶ ንቶ ኦደሴትዋ፥ ሀኦሲ ቤቴክርታኒሶን አካማኖን ካብግራ ትሽኩናክ ካቤት ፋናርዋ።
30010e00ea	አይሁድኒ አማንቶሶን ኦዳክ ኤስ ነያሲክ ፌሴ አይሁድኒ ሜያ ዙታምቤሲሴ አሲስታን ታ፤ ደናሎዋ፤ አባን ሜኒ ዱቢዮሲክ ደይ አካማኖን ኮነት ፋናርዋ።
30010f007b	ስኑንታኖ ኮንቶናስኔን ዜምማ ሀኦስ ታን ኮሪዋ፤ ኦቱምባሲክ ደይ ታን ቴጌዋ።
30011000d7	አዛብኒ ሜያክ ናሳ ቾዋኒ ምስራቹኒ ካማሶን ማኮናክ ሀኦስ ናባስን ታክ አምማኖን ቤሱናክ ቡግና ካባሲክ ጌሬጌሬ ኦኔንኑ ኣነ ሜርኮትዋ።
30011100e5	ወደይ ታይስታን ዜምሜ ዎሲ ስና ባሶትን ኡጶናክ የሩሳሌም ኣነ ሀሙትዋ። ስኑንታኖ ዜምማ አራባኒ ሜኒ ዳቱ ሀሚንዋ። ሄፕሳ ደይ ደማስኮ ዎልንዋ።
30011200cf	ቱስራ ደይ ኬዝ ዎጋኔን ኦርፎ ኬፋ ይስቴፌ ጴጥሮስኒን ብያናክ የሩሳሌም ሀሚንዋ። ኤስታክ ደይ ባርኔን አነ አሲሬ ኡቼ ዎና ዲንዋ።
3001130072	ዳሚሳ አይ ያቆብንንቱ ቢንታኖ ኦም ዎሲኒ ሜያስን ኦኒንኑ ኣነ ብዩትዋ።
3001140084	ሀን ታ፤ ንቶክ ትችፋና ባር ኤሻ ስና ቤይባሶን ሀኦሲ ስና ንቶክ ችኒራ ማኬፋውጙዋ።
3001150060	ኤሴን ኦርፎ ሶርያኒ ዳስታናዋ ቅልቅያኒ ዳስታናቱ ሀሚንዋ።
300116008f	ዩዳኒ ዳስታክ ፋሴ ክርስቶስኒ ቤቴክርስታኒሲክቶ ታኔን አነ ኣፌ ኣፌ ቢሬ ኣነ አሪሶቶዋ።
30011700d0	ባሶ ኦደሴቴስ፦ «ኤስ ዜሞቲ እኖትን ካብግት ፌ አሱስ ኤስ ትሽኩናክ ካብና አማንቶሶን ሀሽ ዎል ሌ ማኬድፌዋ» ይፋ ካማሶን ኮእባዋ።
3001180040	ታ፤ ቦርአ ሀኦሶን ጋላቴሴት ፌሴቴርዋ።
30020100a3	አሲሬ አቼቼ ዎጋኔን ኦርፎ ባርናባስኔን አነ ሄፕሳ ዎላ የሩሳሌም ሀሚንዋ። ቲቶኒን ደይ ኤጳቱ ሀሚን።
3002020140	ሀምናስ ደይ ሀኦስ ታክ አምማኖን ቤስንናማቶዋ። ዜሞ ስናክ ዎስቴና ባር ስኑን ሀሽቲ ዎስቶና ባር ኬእኖር ስንና ፉእቶኖይናማቶ ኡክ አዛብኒ ሜያክ ምስራቹኒ ካማሶን አካም አካም ዞንስኒ ሜያክ ማኬንዋ።
3002030091	ታኔን አነ ፌ ቲቶ አዉነ ፋሮንኑ ግሪክኒ ዳኒ አሱ ስንፌናክ ሃርኮ ኩናናክ ኣነ ግድሲስቶዌ።
30020400e9	ስኑንታኖ እንኖ ጋነያሲ ኣቾክ አትቴ ግሪ እሳ እሳ ኤሽኛ አይኒ ሜያ ክርስቶስኒስታ ፋ ብርማዱምማኒሶን ኣፎክናዋ ቦዞስሲ ዎልጉክና ሳፋሬሴፋትዋ።
30020500a4	ስኑንታኖ እንኖ ምስራቹኒ ካማሲ ፉቶ ንቶስሲ ዛግራ ፎጝዋ እያት ጋሮ ካባኖንኑ ባሶክ ኣነ ኩሹ እሜኒዋ።
3002060121	ስኑንታኖ ኤስ ዞንሲ ስንነቴማቶ አርቶ ሜያክ ሀኦስ አሱኒ ስና ቢራ ኣነ ማጝሱ ኮሪፋ ስንና ቦርአ ባሶ ቾዋሲክ ግድና ኣፋዋ፤ ኤስ ዞንስኒ ሜያ ይስቴ ባሶ ታክ እሳ ዉዛ ኣነ ዳይሱሶቶዋ።
3002070104	ኤሲስማቶ ሀኦስ ጴጥሮስኒን አይሁድኒ ሜያክ ምስራቹኒ ካማሶን ማኮናክ ዎስቴናሲናስኔፋሮን ታን ደይ ምስራቹኒ ካማሶን አዛብኒ ሜያክ ማኮናክ ዎስናማቶ ያዳቴንዋ።
30020800bd	ኤስ ባሪ ቦርኣ ጴጥሮስ አይሁድኒ ሜኒ ዎሲ ስንነ ዎስቶናክ ዛግ ሀኦስ ታን ደይ አዛብኒ ሜኒ ዎሲ ስንና ዎስቶናክ ዛጊዋ።
30020901e2	ዬቶ ስንነ አሪቴሴፌ ዞንስኒ ሜያ ያቆብ፥ ጴጥሮስናዋ ዮሀኒስና ሀኦስ ኦቱምባሲክ ሀን ኦማ ዎስቶኒ እጣ ታክ እምቴናማቶ አርሴቴይሴ ታክናዋ ባርናባስኒክና እሳር ስንቤሲሶን ቤስፋ ማላቶ ስና ሆእታ ኩሹቤሲሶን እኖክ እሜቴዋ። እንኖ አዛብኒ ሜያኪ ሀማኒክ፤ ባሶ ደይ አይሁድኒ ሜያኪ ሀሞነክ ማእ ይሴቴዋ።
30020a0097	ባሶ ጋነያሲ ፌሴ ቱካምኒ ሜያኖን ያዳቶኒክ አዳራ ይሴቴዋ፤ ኤስ ባር ደይ ታ፤ ሾሌፋና ዉዛስዋ።
30020b009a	ጴጥሮስ አንሶኪያ ዬፌና ካባሲክ አምማኖን ዳጌሬ ፌር ስንና ቦርአ ስነ ስነ ኡጰራ ባሪን ኬእንዋ።
30020c01be	ያቆብንኪን እሳ እሳ አሱኒ ሜያ አንሶኪያ ዮሶኖይ ፌሴቴን ዜምማ አዛብኒ ሜኒ ጋነያስን አማነ ባሶኔን አነ ሜት ኡሼት ፌር፤ ስኑንታኖ ባሶ ዬሴቴኔን ኦርፎ «አዛብኒ ሜኒ ኬን ስነፋት አማነ ባሶ ሃርኮ ኩኑሶነክ ሾልሱዋ» ይሴፌ ባሶትን ድጌፋት ኦርፎ ዎል ሌ አዛብኒ ሜያስታን ኦር ኬሲ።
30020d00f1	ኦም አይሁድኒ ሜኒ ኬን ስና ክርስታናኒ ሜያ ጴጥሮስ ታነ ፌር ኣፌ ኡስኔን እሳር ስነቴዋ፤ ባርናባስኑ ፉእቶኖይናሮን ታነ ፌ አሱ ኣፌ ኡሲ ግሪሬ ፌርዋ።
30020e01a3	ባሶ ዎስቶስ ምስራቹኒ ካማሲ ፉቶኔን እሳር ስንና ቤይባሶን ቢናይሴ ጴጥሮስኒን፦ «ነ፤ አይሁድኒ ሜኒ ኬን ስንና ፋጌዶ አዛብኒ ሜኒ ስትሪሲክ ፋታርዋ፤ ኤካን አዛብኒ ሜያ አይሁድኒ ሜኒ ስትሪሲክ ፎሶነክ አዉኒሮን ግድሲሲፋስሶ?» ይራ ዙታምቤሲሴ አሲ ስና ኬእንዋ።
30020f007e	ፉቶሲክ እንኖ ኮንቶኒሲክ አይሁድዋ፤ እንኖ ቦርእኒ ሜያ ስና አዛብኒ ሜያቴዋ።
3002100187	ስኑንታኖ አሱ ኦኮ ስንፌናስ የሱስ ክርስቶስኒን አማኖክታኖ ቱማሶን ዛጉክ ስኖይናማቶ አሪፌኒዋ፤ እንኖ ደይ ቱማሶን ዛጉክ ስኖይናሮን ክርስቶስኒክ አማነራ ኦኮ ስናኒክቱ የሱስ ክርስቶስኒን አማነኒዋ። ኦኑ ቱማሶን ዛጉክ ኦኮ ኣፋ ስንናናዉዛ።
30021100e4	ክርስቶስኒክ ኦኮ ስናኒክ ሾልሲናኔን እንኖ ቴትኒሲክ ቦርእኛ ስንኒሶንቱ ቤስፋዋ፤ ኤካን ክርስቶስ ቦርኣሲክ ዎስትኛኖሶ? እሳንነ እንዳነዋ።
30021200bb	ታ፤ ቴትናሲክ ቦግና ቱማስ ስትሪኖን ዎልግራ ኬርአናር ስንፋናነ ታ፤ ዎል ላ ቴትናሲክ ቱማሶን ቦጋ አሱ ስንጝዋ ኡዋ።
300213005b	ሀኦሲክ ፎናክ ቱማስኪ ካሞ ክትራ ቱማስታን ኦር ኬስጝዋ።
3002140188	ታ፤ ክርስቶስኔን አነ ሱቴናርነ ፋር ዛግራ ፋድኒ ስንና ቦርአ ሀንኔን ኤካሎክ ክርስቶስ ታይስቱ ፎናታኖ ታ፤ ታ ቴትኒ ካክ ፎናርታዋ። ሀሽ አሻክ ፋና ካስ ታን ሹና ባርኪናዋ ታክዋ እያት ቴትባሶን ኣትሬ እማ ሀኦሲ ናኒክና አማኖክ ቤስቴፋ ካሲክዋ።
30021500cd	ሀኦሲ ኦትማኖን ኬእኖር ዛግራ ኣፋ ሀኡናዉዛ፤ አሱ ኦኮ ስንፌናስ ቱማሶን ዛጉክ ስንፋናነ ክርስቶስኒ ክቱስ ኬእኖር ስኒዋ ኡዋ።
30030100e6	ንቶ ጎዋ ጋላትያኪ አሱኒ ሜያነ! ኦንሶ ንቶስታ ቶልፋታ ዎስቴሪ? ዜሞ ስናክ የሱስ ክርስቶስ ሜስቀሊስታ ሱቴሬ ስኒትስታ አምማኖን ቤስቴት ፌርዋ።
30030200e7	ንቶኪን አሩናክ ሾሌናስ ኤስ ባሮን ኮእባዋ። ሻካፎታ፤ ኮርቶ አያናሶን ኤጳ ታሴቲስ ቱማሶን ዛጉክጝዋ ወደይ ምስራቹኒ ካማሶን ኦዴሬ አማኖኪንሶ?
300303009a	ንቶ ሀኦሲ አያናክ ጃማሬፋት ሀሽ አሽኒ ካቦክ ኮእሱቲክ ሾልሴትዋ። ንቶ ኤስታኔን ካርአ ጎዎዋዋ!
30030400c8	ምስራቹኒ ካማሲ ቦርአ ኤጳ ታሴቲ ሻና ዙታምባሴ ኬእኖር ስንና ፉእቴ ኡኖሶ? አሻክ ዛግሴት ስንፋናነ ፉቶሲክቱ ኬእኖር ስኒዋ።
30030500fb	ሀኦስ አያናባሶን ንቶክ እምናሴዋ ንቶኪክ ደይ ቢስቴራ አሪቶኖይ ዉዛ ዛግቴናስ ቱማሶን ኦደሴቲ ቦርአኖሶ? ወደይ ምስራቹኒ ካማሶን ኦደራ አማነሴት ቦርአኖሶ?
30030600af	ኤሴ አብራሀምኒን ቢትዋ፦ «ሀኦሲክ አማነ፤ አማንቶባስ ደይ ኦኮ ስንና ባሪክ ፋድቴዋ» ይስቴራ ትቼናስማቶዋ።
3003070043	አማነፌ ባሶ ዙቴሬ አብራሀምኒ ናንጎትዋ።
300308010e	ሀኦስ አዛብኒ ሜያኖን አማንቶክ ኦኮ ዛጉናማቶ ኮርቶ ማፃፋስሲ ዜምማ ብያት፦ «ዳራስ ዙቴሬ ኔኪ ካሞቱ ኤቢስቶሶነዋ» ኡክ ዜምማ አብራሀምኒክ ምስራቹኒ ካማሶን ኦድሲዋ።
3003090075	ኤስ ባሪ ቦርኣ አማነፌ ባሶ ዙቴሬ አማነ አብራሀምኔን አነ ኤቢስቶሶነዋ።
30030a011b	«ቱማስ ትቼና ማፃፋስሲ ፋ አጃጅ ዙታምባሴ አሲን ኦዳክ ፎኖይ ባርናዋ ዎስቶታ ፌሹኖይ ባርና ኤርዉቶዋ» ይስቴራ ትቼና ቦርአ ቱማሶን ኦዳክ ኦኮ ሲናኒ ይሴፌ ባሶ ዙቴሬ ኤርዉቶዋ።
30030b00d9	«ስኑንታኖ ኦኮስ አማንቶክቱ ካ ዳናናዋ» ይስቴራ ትቼናሲማቶ ቱማሶን ኦዳክ ኣፌ አሱኑ ሀኦሲ ስና ኦኮ ስና ኣፋ ችማናዉዛ ስንባስ አማዋ።
30030c00d9	ቱማስ አማንቶስታ ካፑቴራ ዬሬርታዋ። ኤሲስማቶ ደይ፦ «አሱ ቱማሲክ ፎ ችማናስ ቱማሲ አጃጅኒክቶኖን ዙትሬ ዛግፋናነዋ» ይስቴራ ትቼዋ።
30030d00ec	«እኦስታ ሱቴሬ ክትፌ አሱ ዙቴሬ ኤርዉቶዋ» ይስቴራ ትቼና ቦርአ ክርስቶስ እኖክ ኤርዉቶ አሱኒማቶ ስንነ ቱማስ እኖስታ ኤጳ ዮና ኤርውያስን ፉሬዋ።
30030e012c	ኤስ ባር ደይ ስንናስ ሀኦስ አብራሀምኒክ እምና ኤባስ ክርስቶስ የሱስኒኪ ካሞ አዛብኒ ሜያክ ካርአናክዋ፤ ኤሲስ ደይ እንኖ ሀኦስ ንቶክ እማናዋ ይና ኮርቶ አያናሶን አማንቶክ ኤጳቶኒክዋ።
