2800000007	Matteus
2b11090073	Ma palvetan nende pärast; mitte maailma pärast, vaid nende pärast, kelle sa mulle andsid, sest nad on sinu omad.
2b110a0076	Kõik, kes kuuluvad mulle, on sinu omad, ja need, kes kuuluvad sulle, on minu omad, ning ma olen nende kaudu austatud.
2b110b00b2	Ma lahkun maailmast, kuid nemad jäävad maailma; ma tulen sinu juurde. Püha Isa, kaitse neid enda nimel, mille sa mulle andsid, et nad võiksid olla üks, nagu meie oleme üks.
2b110c00d7	Sel ajal, kui ma olin nende juures, kaitsesin ma neid sinu nimel, mille sa mulle andsid. Ma valvasin nende üle, nii et ükski neist ei läinud kaotsi, välja arvatud hukule määratu, nii et Pühakiri läks täide.
2b110d008d	Nüüd ma tulen sinu juurde; ma räägin seda kõike ajal, mil olen veel siin maailmas, et nad võiksid täielikult minu rõõmust osa saada.
2b110e0077	Ma andsin neile sinu sõnumi ja maailm vihkab neid sellepärast, et nad ei ole maailmast, nagu minagi ei ole maailmast.
2b110f0056	Ma ei palu, et sa võtaksid nad maailmast ära, vaid et sa kaitseksid neid kurja eest.
2b11100033	Nad ei ole maailmast, nagu minagi ei ole maailmast.
2b1111002c	Pühitse neid tões − sinu sõna on tõde.
2b11120047	Samamoodi nagu sina läkitasid mu maailma, läkitan mina nemad maailma.
2b11130049	Ma pühitsen end nende eest, et ka nemad võiksid olla tõeliselt pühad.
2b11140069	Ma ei palveta üksnes nende eest, vaid ma palun ka nende eest, kes nende kuulutuse tõttu minusse usuvad.
2b111500ad	Ma palun, et nad kõik võiksid olla üks, just nagu sina, Isa, elad minus, ja mina elan sinus, et ka nemad võiksid meis elada, nii et maailma usuks, et sina läkitasid mu.
2b1116005d	Olen andnud neile au, mille sa andsid mulle, et nad võiksid olla üks, nagu meie oleme üks.
2b111700a9	Mina elan neis ja sina elad minus. Et nad võiksid olla täielikult üks, nii et kogu maailm teaks, et sina läkitasid mu, ja et sa armastad neid, nagu sa armastad mind.
2b111800ba	Isa, ma tahan, et need, kelle sa oled mulle andnud, oleksid koos minuga seal, kus olen mina, et nad näeksid au, mille sa oled mulle andnud, sest sa armastasid mind enne maailma loomist.
2b1119006d	Hea Isa, maailm ei tunne sind, aga mina tunnen sind, ja nemad siin minu juures teavad, et sina mu läkitasid.
2b111a008a	Ma olen ilmutanud neile sinu iseloomu ja näitan seda jätkuvalt, et armastus, mis sul on minu vastu, oleks neis, ja mina elaksin neis.“
2b1201006b	Pärast seda kui Jeesus oli kõnelemise lõpetanud, läks ta koos jüngritega üle Kidroni oja oliivisallu.
2b12020058	Äraandja Juudas teadis seda paika, sest Jeesus oli oma jüngritega seal sageli käinud.
2b12030093	Juudas võttis siis endaga kaasa sõduritesalga koos ülempreestrite ja variseride valvuritega. Nad tulid sinna tõrvikute, laternate ja relvadega.
2b12040064	Jeesus teadis kõike, mis pidi temaga toimuma. Ta läks neile vastu ja küsis: „Keda te otsite?“
2b1205007c	„Kas sa oled Naatsareti Jeesus?“ küsisid nad. „Ma olen,“ vastas Jeesus neile. Äraandja Juudas seisis nende hulgas.
2b12060041	Kui Jeesus ütles: „Ma olen“, taganesid nad ja kukkusid maha.
2b1207006a	Siis küsis ta neilt uuesti: „Keda te otsite?“ „Kas sa oled Naatsareti Jeesus?“ küsisid nad taas.
2b12080087	„Ma juba ütlesin teile, et ma olen,“ vastas Jeesus. „Kui nüüd mina olen see, keda te otsite, siis laske neil teistel minna.“
2b12090075	Nende sõnadega täitus see, mida ta oli varem öelnud: „Ma ei ole kaotanud kedagi neist, kelle sa mulle andsid.“
2b120a006a	Siis tõmbas Siimon Peetrus mõõga, lõi ülempreestri sulast Malkust ja lõikas tema parema kõrva maha.
2b120b0079	Jeesus ütles Peetrusele: „Pane mõõk ära! Kas sa arvad, et ma ei peaks jooma karikast, mille Isa on mulle andnud?“
2b120c005f	Seejärel võtsid sõdurid, nende pealik ja juutide valvurid Jeesuse kinni ja sidusid ta käed.
2b120d0053	Kõigepealt viisid nad ta Annase juurde, kes oli tollase ülempreestri Kaifase äi.
2b120e005a	Kaifas oli see, kes oli juutidele öelnud: „Parem on ühel inimesel rahva eest surra.“
2b120f00a3	Siimon Peetrus järgnes Jeesusele, ja ka teine jünger tegi sama. See jünger oli ülempreestri juures tuttav ja nii sisenes ta koos Jeesusega ülempreestri hoovi.
2b121000a4	Peetrus pidi jääma välja ukse juurde. Teine jünger, kes oli ülempreestri juures tuttav, läks ja rääkis ust valvava teenijatüdrukuga ja tõi Peetruse sisse.
2b12110074	Tüdruk küsis Peetruselt: „Kas sa ei ole mitte üks selle mehe jüngritest?“ „Mina? Ei, ei ole,“ vastas ta.
2b12120092	Oli jahe ning teenijad ja valvurid seisid end soojendades tule juures, mille nad olid teinud. Peetrus läks ja seisis nende juurde end soojendama.
2b12130053	Siis küsis ülempreester Jeesuselt tema jüngrite ja selle kohta, mida ta õpetab.
2b121400b1	„Ma olen avalikult kõigile rääkinud,“ vastas Jeesus. „Olen alati õpetanud sünagoogides ja templis, kus kõik juudid koos käivad. Ma ei ole midagi salajas rääkinud.
2b12150082	Miks sa siis mind küsitled? Küsi inimestelt, kes on kuulnud, mida ma neile olen rääkinud. Nad teavad, mida ma olen öelnud.“
2b1216007c	Kui ta seda ütles, lõi üks lähedal seisvatest valvuritest Jeesust ja ütles: „Kas nii räägitakse ülempreestriga?“
2b1217008f	Jeesus vastas: „Kui ma midagi valesti ütlesin, räägi kõigile, mis valesti oli. Aga kui ma õigust rääkisin, miks sa siis mind lõid?“
2b1218004f	Annas saatis endiselt kinniseotud kätega Jeesuse ülempreester Kaifase juurde.
2b121900c4	Siis kui Siimon Peetrus seisis end soojendades tule juures, küsisid inimesed seal tema käest: „Kas sa ei ole mitte üks tema jüngritest?“ Peetrus salgas seda ja ütles: „Ei, ma ei ole.“
2b121a009e	Üks ülempreestri sulastest, see, kelle sugulasel oli Peetrus kõrva maha lõiganud, küsis Peetruselt: „Kas ma ei näinud sind koos temaga oliivisalus?“
2b121b002f	Peetrus salgas seda jälle, ja kohe kires kukk.
2b121c00e4	Varahommikul viidi Jeesus Kaifase juurest Rooma maavalitseja paleesse. Juudi juhid ei sisenenud paleesse, sest kui nad oleksid seda teinud, oleksid nad tseremoniaalselt ebapuhtaks saanud, aga nad tahtsid paasasöömaaega süüa.
2b121d006c	Niisiis tuli Pilaatus välja nendega kohtuma. „Mis süüdistuse te selle mehe vastu esitate?“ küsis ta.
2b121e0055	„Kui ta ei oleks kurjategija, ei oleks me teda sinu juurde toonud,“ vastasid nad.
2b121f0092	„Siis võtke ta ja mõistke tema üle kohut oma seaduse alusel,“ ütles Pilaatus neile. „Meil ei ole luba kedagi hukata,“ vastasid juudid.
2b1220003c	Nii täitus see, mida Jeesus oli oma suremise kohta öelnud.
2b12210076	Pilaatus läks tagasi maavalitseja paleesse. Ta kutsus Jeesuse ja küsis temalt: „Kas sina oled juutide kuningas?“
2b12220060	„Kas sa tulid selle küsimuse peale ise või rääkisid sulle minust teised?“ vastas Jeesus.
2b12230080	„Kas ma olen juut?“ küsis Pilaatus vastu. „Su oma rahvas ja ülempreestrid andsid su minu kätte. Mida sa teinud oled?“
2b122400c6	Jeesus vastas: „Minu kuningriik ei ole sellest maailmas. Kui see oleks sellest maailmast, siis mu alamad võitleksid selle eest, et mind ei antaks juutide kätte. Aga mu kuningriik ei ole siit.“
2b122500f3	Siis küsis Pilaatus: „Nii et sa ikkagi oled kuningas?“ „Sina ütled, et ma olen kuningas,“ vastas Jeesus. „Ma sündisin ja tulin maailma, et anda tunnistust tõest. Kõik, kes võtavad tõe vastu, panevad tähele, mida ma ütlen.“
2b1226009f	„Mis on tõde?“ küsis Pilaatus. Seda öelnud, läks Pilaatus tagasi välja juutide juurde ja ütles neile: „Ma ei mõista teda süüdi üheski kuriteos.
2b12270064	Aga mul on kombeks teile paasapühadeks üks vang vabaks lasta. Kas lasen juutide kuninga vabaks?“
2b1228005a	„Ei, mitte teda! Me tahame hoopis Barabast!“ karjusid nad vastu. Barabas oli mässaja.
2b13010036	Siis Pilaatus võttis Jeesuse ja lasi teda piitsutada.
2b13020069	Sõdurid tegid okaspõõsast krooni ja panid selle talle pähe ning asetasid talle õlgadele purpurrüü.
2b13030077	Ikka ja jälle läksid nad tema juurde ja ütlesid: „Ole tervitatud, juutide kuningas!“ ja lõid talle vastu nägu.
2b13040097	Pilaatus läks veel kord välja ja ütles neile: „Ma toon ta siia välja teie juurde, et te teaks, et ma ei mõista teda süüdi üheski kuriteos.“
2b13050071	Siis Jeesus tuli välja, okaskroon peas ja purpurrüü üll. „Vaadake, siin on see inimene,“ ütles Pilaatus.
2b130600be	Kui ülempreestrid ja valvurid nägid Jeesust, karjusid nad: „Löö ta risti! Löö ta risti!“ „Võtke teie ja lööge ta risti,“ vastas Pilaatus. „Mina ei mõista teda süüdi.“
2b1307007a	Juudi juhid vastasid: „Meil on seadus ja selle seaduse järgi peab ta surema, sest ta on väitnud, et on Jumala Poeg.“
2b13080038	Kui Pilaatus seda kuulis, kartis ta veel rohkem kui enne
2b1309006e	ja läks tagasi maavalitseja paleesse. Ta küsis Jeesuselt: „Kust sa pärit oled?“ Aga Jeesus ei vastanud.
2b130a008c	„Kas sa keeldud minuga rääkimast?“ küsis Pilaatus talt. „Kas sa ei saa aru, et mul on võim sind vabaks lasta või risti lüüa?“
2b130b00ab	„Sul ei oleks minu üle mingit võimu, kui seda ei oleks sulle antud ülalt,“ vastas Jeesus. „Seepärast on see, kes mu sinu kätte andis, suuremas patus süüdi.“
2b130c00de	Kui Pilaatus seda kuulis, üritas ta Jeesust vabaks lasta, kuid juudi juhid karjusid: „Kui sa selle mehe vabaks lased, ei ole sa keisri sõber. Kes laseb vabaks end kuningaks tõstva inimese, see mässab keisri vastu.“
2b130d008c	Kui Pilaatus seda kuulis, tõi ta Jeesuse välja ja istus kohtunikutoolile kohas, mida nimetatakse Kivisillutiseks (heebrea keeles Gabbata).
2b130e0074	Oli umbes paasapühale eelneva valmistuspäeva keskpäev. „Vaadake, siin on teie kuningas,“ ütles ta juutidele.
2b130f00ba	„Hukka ära! Hukka ära! Löö ta risti!“ karjusid nad. „Kas tahate, et löön teie kuninga risti?“ küsis Pilaatus. „Meie ainus kuningas on keiser,“ vastasid ülempreestrid.
2b13100036	Nii andis ta Jeesuse nende kätte, et ta risti lüüa.
2b1311007f	Nad viisid ära Jeesuse, kes kandis ise oma risti, ja läksid välja paika, mida nimetatakse Pealuuks (heebrea keeles Kolgata).
2b1312006f	Nad lõid ta seal risti, ja veel kaks meest koos temaga, ühe kummalegi poole, nii et Jeesus jäi nende vahele.
2b13130078	Pilaatus oli teinud sildi ja pani selle risti külge. Sellele oli kirjutatud: „Naatsareti Jeesus, juutide kuningas.“
2b1314008e	Paljud lugesid seda silt, sest koht, kus Jeesus risti löödi, asus linna lähedal, ning silt oli kirjutatud heebrea, ladina ja kreeka keeles.
2b1315009a	Siis tulid ülempreestrid Pilaatuse juurde ja palusid teda: „Ära kirjuta „juutide kuningas“, vaid „see mees ütles, et on juutide kuningas“.“
2b13160038	Pilaatus vastas: „Kirjutasin seda, mida kirjutasin.“
2b131700ba	Kui sõdurid olid Jeesuse risti löönud, võtsid nad tema riided ja jagasid neljaks, et iga sõdur saaks oma osa. Seal oli ka tema kuub, mis oli ühest tükist kootud, ilma õmblusteta.
2b131800fb	Seepärast ütlesid nad üksteisele: „Ärme rebi seda katki, vaid otsustame täringut heites, kes selle endale saab.“ Nii täitus see, mis on Pühakirjas öeldud: „Nad jaotavad mu rõivad omavahel ja veeretavad täringut mu kehakatte pärast.“
2b13190079	Seda need sõdurid tegidki. Risti lähedal olid Jeesuse ema ja tema ema õde, Kloopase naine Maarja ja Maarja Magdaleena.
2b131a0074	Kui Jeesus nägi oma ema ja tema kõrval jüngrit, keda ta armastas, ütles ta emale: „Naine, see on sinu poeg.“
2b131b0069	Seejärel ütles ta jüngrile: „See on sinu ema.“ Sellest ajast peale võttis jünger ta enda juurde.
2b131c0083	Jeesus mõistis nüüd, et ta oli lõpetanud kõik, mida ta oli tegema tulnud. Et täituks Pühakiri, ütles ta: „Mul on janu.“
2b131d0088	Seal seisis üks kruus veiniäädikaga; nad kastsid käsna äädikasse, panid selle iisopivarre otsa ja hoidsid seda tema huulte vastas.
2b131e0077	Kui Jeesus oli äädikat võtnud, ütles ta: „See on lõpetatud!“ Siis langetas ta pea ja tegi viimase hingetõmbe.
2b131f00d8	Oli valmistuspäev, ja juudi juhid ei tahtnud ristilööduid jätta hingamispäevaks (õigupoolest oli see eriline hingamispäev) ristile, seepärast palusid nad Pilaatusel murda neil jalad, et nad saaks alla võtta.
2b1320004e	Siis tulid sõdurid ning murdsid kahe koos Jeesusega ristilöödud mehe jalad,
2b13210065	aga kui nad tulid Jeesuse juurde, nägid nad, et ta oli juba surnud, seega ei murdnud nad tema jalgu.
2b1322005a	Kuid üks sõduritest torkas talle külje sisse oda ja välja voolas veega segunenud veri.
2b13230099	Sellest tunnistas see, kes seda nägi, ning tema tunnistus on tõsi. Ta on kindel, et see, mida ta nägi, on tõsi, nii et ka teie võiksite seda uskuda.
2b13240062	Nii toimus, et läheks täide see, mis on Pühakirjas kirjutatud: „Ühtki tema luud ei murta,“
2b13250052	ja nagu teises kohas on öeldud: „Nad näevad seda, kelle nad läbi torkasid.“
2b132600e8	Pärast seda küsis Arimaatia Joosep Pilaatuselt, kas ta võib Jeesuse surnukeha alla võtta, ning Pilaatus andis talle loa. Joosep oli Jeesuse jünger, kuid salajas, sest ta kartis juute. Niisiis tuli Joosep ja viis surnukeha ära.
2b1327008c	Temaga koos oli Nikodeemos, mees, kes oli esmalt käinud Jeesuse juures öösel. Ta tõi kaasa umbes kolmkümmend kilo mürri ja aaloe segu.
2b132800bb	Nad võtsid Jeesuse surnukeha ja mähkisid selle koos vürtside seguga linasesse riidesse, vastavalt juutide matmiskommetele. Selle paiga lähedal, kus Jeesus risti löödi, oli üks aed,
2b13290027	ja aias oli uus, kasutamata hauakoobas.
2b132a005c	Kuna oli juutide valmistuspäev ja hauakoobas oli lähedal, panid nad Jeesuse sinna puhkama.
2b14010099	Nädala esimese päeva varahommikul, kui oli veel pime, läks Maarja Magdaleena hauakoopa juurde ja nägi, et kivi oli sissepääsu eest ära liigutatud.
2b1402009e	Jooksuga läks ta, et öelda Siimon Peetrusele ja teisele jüngrile, keda Jeesus armastas: „Issand on hauast ära viidud ja me ei tea, kuhu ta pandud on.“
2b14030032	Siis läksid Peetrus ja teine jünger haua juurde.
2b14040057	Nad jooksid koos, aga teine jünger jooksis kiiremini ja jõudis haua juurde esimesena.
2b14050061	Ta kummardus alla ja sisse vaadates nägi ta matmisriideid seal olevat, kuid ta ei läinud sisse.
2b1406006e	Siis jõudis pärast teda kohale Siimon Peetrus ja läks kohe hauakambrisse sisse. Ta nägi seal matmislinasid
2b14070087	ja seda, et riiet, mis oli olnud Jeesuse pea peal, ei olnud teiste matmislinade juures, vaid see oli kokku volditud ja eraldi asetatud.
2b1408005c	Seejärel läks hauakoopasse sisse ka teine jünger, kes oli haua juurde esimesena jõudnud.
2b14090081	Ta vaatas ringi ja uskus, et see on tõsi − sest seni ei olnud nad mõistnud Pühakirja, et Jeesus pidi surnuist üles tõusma.
2b140a0035	Siis läksid jüngrid tagasi sinna, kus nad peatusid.
2b140b0065	Kuid Maarja jäi haua juurde nutma, ja kui ta seal nuttis, kummardus ta ja vaatas hauakoopasse sisse.
2b140c0079	Ta nägi kaht valgesse riietatud inglit, üks istumas peatsis ja teine jalutsis, seal, kus Jeesuse surnukeha oli lebanud.
2b140d0082	„Miks sa nutad?“ küsisid nad talt. Ta vastas: „Sellepärast et mu Issand on ära viidud ja ma ei tea, kuhu ta pandud on.“
2b140e006e	Kui ta seda oli öelnud, pöördus ta ja nägi Jeesust seal seismas, kuid ta ei tundud ära, et see on Jeesus.
2b140f00d3	„Miks sa nutad?“ küsis ta naiselt. „Keda sa otsid?“ Arvates, et see on aednik, ütles Maarja talle: „Isand, kui sina viisid ta ära, ütle mulle, kuhu sa ta panid, et saaksin minna ja ta ära tuua.“
2b14100085	Jeesus ütles talle: „Maarja!“ Ta pöördus Jeesuse poole ja ütles: „Rabbuuni,“ mis tähendab heebrea keeles „õpetaja“.
2b141100db	„Ära hoia mind kinni,“ ütles Jeesus talle, „sest ma pole veel läinud üles oma Isa juurde. Aga mine mu vendade juurde ja ütle neile, et ma lähen üles oma Isa ja teie Isa, oma Jumala ja teie Jumala juurde.“
2b14120084	Maarja Magdaleena läks siis ja rääkis jüngritele: „Ma nägin Issandat,“ ja ta selgitas neile, mida Issand oli talle öelnud.
2b141300af	Samal õhtul, nädala esimesel päeval, kui jüngrid olid koos lukustatud uste taga, sest nad kartsid juute, tuli Jeesus, seisis nende keskel ja ütles: „Rahu olgu teile!“
2b14140066	Pärast seda tervitust näitas ta neile oma käsi ja külge. Issandat nähes täitis jüngreid rõõm.
2b1415006e	„Rahu olgu teile!“ ütles Jeesus neile uuesti. „Samamoodi nagu Isa minu läkitas, läkitan mina teid.“
2b14160049	Seda öelnud, puhus ta nende peale ja lausus: „Võtke vastu Püha Vaim.
2b14170077	Kui te andestate kellegi patud, siis on need andeks antud; kui te neid andeks ei anna, jäävad need andeks andmata.“
2b14180069	Üks kaheteistkümnest jüngrist, Toomas, keda hüüti Kaksikuks, ei olnud nendega koos, kui Jeesus tuli.
2b141900c7	Teised jüngrid rääkisid siis talle: „Me nägime Issandat.“ Aga tema vastas: „Ma ei usu, kui ma ei näe naelajälgi tema kätes ega pane oma sõrme neisse ega katsu oma käega tema külge.“
2b141a009f	Nädala pärast olid jüngrid majas koos ja Toomas oli ka nendega. Uksed olid suletud, ja Jeesus tuli ja seisis nende keskel. „Rahu olgu teile!“ ütles ta.
2b141b008b	Siis ütles ta Toomasele: „Pane oma sõrm siia ja vaata mu käsi. Pane oma käsi mu külje haava sisse. Ära kahtle, vaid usu minusse!“
2b141c002f	„Minu Issand ja minu Jumal!“ vastas Toomas.
2b141d008c	„Sa usud minusse, sest nägid mind,“ ütles Jeesus talle. „Õnnelikud on need, kes ei ole mind näinud, kuid siiski usuvad minusse.“
2b141e005e	Jeesus tegi oma jüngritega olles veel palju tunnustähti, mida ei ole selles raamatus kirjas.
2b141f008c	Kuid need on siia kirja pandud, et te võiksite uskuda, et Jeesus on Messias, Jumala Poeg, ja et uskudes temasse nagu ta on, oleks teil elu.
2b1501004f	Hiljem ilmus Jeesus jüngritele veel Galilea järve ääres. See juhtus nõnda.
2b15020071	Siimon Peetrus, Kaksik Toomas, Galilea Kaanast pärit Naatanael, Sebedeuse pojad ja veel kaks jüngrit olid koos.
2b150300a6	„Ma lähen kalale,“ ütles Siimon Peetrus neile. „Me tuleme sinuga kaasa,“ vastasid nad. Nii läksid nad välja paati, kuid kogu öö ei püüdnud nad midagi.
