0100000009	1 Mosebok
2c13020096	Och han sade till dem: Hafven I fått den Helga Anda, sedan I trodden? Då sade de till honom: Vi hafve icke ens hört, om någor Helig Ande är till.
2c13030052	Och han sade till dem: Hvarmed ären I då döpte? De sade: Med Johannis döpelse.
2c130400a3	Då sade Paulus: Johannes döpte med bättringenes döpelse, och sade folkena, att de skulle tro på den som komma skulle efter honom, det är, på Christum Jesum.
2c13050043	Och att, då de det hörde, läto de döpa sig i Herrans Jesu Namn.
2c13060079	Och då Paulus lade händer på dem, kom den Helige Ande öfver dem; och de begynte tala med tungomål, och propheterade.
2c13070022	Och alle desse voro vid tolf män.
2c1308006a	Och han gick in i Synagogon, och talade dristeliga i tre månader, disputerade, och rådde till Guds rike.
2c130900df	Och efter det någre af dem vordo förhärde, och icke trodde, utan talade illa om den vägen för den meniga man, gick han ifrå dem, och afskiljde Lärjungarna, disputerandes dageliga uti ens mans skola, som het Tyrannus.
2c130a0076	Och detta gick så till i tu år; så att alle de, som bodde i Asien, hörde Herrans Jesu ord, både Judar och Greker.
2c130b0036	Och Gud gjorde icke ringa krafter genom Pauli händer;
2c130c009b	Så att de ock togo svettedukar och skörte, som vid hans kropp hade kommit, och lade på de sjuka; och sjukdomen gick utaf dem, och de onde andar foro ut.
2c130d00c1	Så voro någre Judar besvärj are, som foro omkring; de togo sig före åkalla Herrans Jesu Namn, öfver dem som hade de onda andar, sägande: Vi besvärje eder vid Jesum, den Paulus predikar.
2c130e0056	Och ibland dem, som detta gjorde, voro en Judes sju söner, Sceve, öfversta Prestens.
2c130f0066	Då svarade den onde anden, och sade: Jesum känner jag väl, och Paulum vet jag väl; men ho ären I?
2c131000a8	Och mannen, som den onde anden uti var, sprang uppå dem, och vardt dem öfvermägtig; och kastade dem under sig, så att de nakne och sargade undflydde utaf det huset.
2c131100a5	Och detta vardt allom vetterligit, både Judom och Grekom, som bodde i Epheso; och en räddhåge föll öfver dem alla, och Herrans Jesu Namn vardt storliga prisadt.
2c1312005a	Och månge af dem, som trodde, kommo och bekände, och förkunnade hvad de uträttat hade.
2c131300c2	Men månge af dem, som förvetna konster brukat hade, bäro fram böckerna, och brände upp i hvars mans åsyn; och då deras värde räknadt vardt, vardt det funnet till femtiotusend penningar.
2c13140033	Så fast växte då Herrans ord, och kom till magt.
2c131500a6	Då detta skedt var, satte Paulus sig fore i Andanom att fara genom Macedonien och Achaja till Jerusalem, sägandes: När jag hafver varit der, måste jag ock se Rom.
2c13160089	Då sände han till Macedonien två af dem som honom tjente, nämliga Timotheum och Erastum; men sjelf blef han qvar till en tid i Asien.
2c13170034	På den tiden vardt icke litet buller om den vägen.
2c13180089	Ty det var en guldsmed, benämnd Demetrius, som gjorde silftermpel till Diana, der de en stor vinning af hade, som det handtverk brukade;
2c1319008e	Hvilka han tillhopakallade, och de der slikt arbete plägade bruka, och sade: I män, I veten, att vi hafve vår näring af detta handtverket;
2c131a00c7	Och I sen och hören, att denne Paulus hafver bedragit, ej allenast i Epheso, utan sånär i hela Asien, och förvändt mycket folk, sägandes, att det är icke gudar, som göras med menniskohänder.
2c131b010a	Och varder icke allenast gällandes den delen af vårt handtverk, att det nederläggs; utan jemväl ock att den stora gudinnones Diane tempel varder för intet hållet; och måtte då ske, att hennes härlighet af kommer, den dock hela Asien och hela verlden dyrkar.
2c131c0058	När de detta hörde, vordo de fulle med vrede, och ropade: Stor är de Ephesiers Diana.
2c131d00c3	Och i hela staden vardt ett upplopp; och de föllo hasteliga till, alle med ett mod, in på skådoplatsen, och togo fatt på Gajus och Aristarchus, som voro af Macedonien, och af Pauli sällskap.
2c131e005e	Och Paulus ville gångit in i hopen, till folket; då ville Lärjungarna det icke tillstädja.
2c131f0085	Sände ock någre af de Öfversta i Asien, som hans vänner voro, till honom, och bådo att han icke skulle gifva sig in på platsen.
2c13200076	Och andre ropade annat; ty menigheten var förbistrad; och mesta delen visste icke, för hvad sak de voro församlade.
2c132100a9	Och somlige af folket drogo Alexandrum fram, den Judarna framstötte. Då tecknade Alexander med handene, att de skulle vara tyste, och aktade försvara sig för folket.
2c1322007f	När de förnummo att han var en Jude, ropade de alle med en mun, sånär i två timmar, sägande: Stor är de Ephesiers Diana.
2c132300c2	Då cancelleren hade stillat folket, sade han: I män af Epheso, ho är den menniska som icke vet, att Ephesiers stad dyrkar den stora gudinnan Diana, och det beläte som af himmelen kommet är?
2c13240058	Så, efter der säger ingen emot, masten I stilla eder, och intet orådeligit företaga.
2c13250067	I hafven dragit dessa männerna fram, som hvarken äro kyrkoröfvare, eller edor gudinnos försmädare.
2c132600a6	Om Demetrius, och de med honom äro af hans handtverk, hafva sak emot någon, så hafver man Råd, och rättgång, och fogdar; der måga de klaga och svara hvarannan.
2c1327005c	Men hafven I om något annat handla, då må det åtskiljas uti någon tillbörlig samqväm.
2c132800a1	Ty det är fara att vi komme i skuld, för det upplopp som i dag skedt är, efter ingen sak på färde är, der vi kunne någon skäl af taga till detta upplopp.
2c1329002e	Och då han det sagt hade, lat han folket gå.
2c1401008e	Då nu upploppet vardt stilladt, kallade Paulus Lärjungarna till sig, och helsade dem, och for sina färde, till att draga in uti Macedonien.
2c14020069	Och när han hade vandrat genom de landsändar, och förmanat dem med mycket tal, kom han in i Grekeland;
2c140300ab	Och han blef der i tre månader. Och efter Judarna hade satt försåt för honom, när han skulle fara in i Syrien, fick han för råd att vända om igen genom Macedonien.
2c140400ae	Och följde honom allt intill Asien Sopater af Bereen; och af Thessalonica Aristarchus, och Secundus, och Gajus af Derbe, och Timotheus; och af Asien Tychicus, och Trophimus.
2c1405002d	Desse foro framföre, och bidde oss i Troade.
2c1406007d	Men vi seglade af Philippis, efter Påskadagarna, och kommom till dem i Troade innan fem dagar; och töfvade der i sju dagar.
2c140700b8	På en Sabbath, då Lärjungarna kommo tillsammans, till att bryta brödet, hade Paulus ett tal för dem, efter han ville annan dagen färdas; och fördröjde han talet intill midnatt.
2c1408003e	Och mång ljus voro upptänd i salen, der de församlade voro.
2c140900dc	Så satt der en yngling uti ett fenster, benämnd Eutychus, och var förtyngd af svär sömn; och vid Paulus länge talade, tog sömnen honom så svärliga, att han föll ned af tredje bottnen, och vardt upptagen döder.
2c140a0085	Då steg Paulus ned, och lade sig på honom, och tog omkring honom, och sade: Varer icke bedröfvade; ty själen är ännu uti honom.
2c140b0082	Sedan gick han upp igen, och bröt brödet, och åt; och talade sedan länge med dem, tilldess det dagades; och så färdades han.
2c140c004e	Och hade de den ynglingen fram lefvandes; och voro deraf icke litet tröstade.
2c140d008a	Men vi stegom till skepps, och forom dädan till Asson, aktande der intaga Paulum; ty han hade så skickat, och han ville fara landvägen.
2c140e0053	När vi tillhopakommom i Asson, togom vi honom in, och kommom sedan till Mitylenen.
2c140f00b2	Dädan seglade vi, och kommom dagen nästefter in mot Chium; och så dagen derefter kommom vi till Samum, och töfvade i Trogillio; och nästa dagen efter kommom vi till Miletum.
2c141000cb	Ty Paulus hade satt sig före att segla framom Ephesus, på det att han icke skulle förtöfva sig i Asien; ty han hastade sig, om möjeligit hade varit, att han kunde varit i Jerusalem om Pingesdagarna.
2c1411005c	Och sände han af Mileto båd till Ephesum, och kallade till sig Presterna i församlingene.
2c1412008a	När de kommo till honom, sade han till dem: I veten, huruledes jag hafver varit när eder alltid, ifrå första dagen jag kom in i Asien;
2c14130075	Tjenandes Herranom med all ödmjukhet, och med många tårar och frestelser, som mig vederforos af Judarnas försåt;
2c14140093	Så att jag hafver intet försummat, det eder kunde vara till nytto, att jag ju hafver förkunnat eder, och lärt eder uppenbarliga och synnerliga;
2c1415007c	Betygandes både för Judar och Greker den bättring som är inför Gud, och den tro som är till vår Herra Jesum Christum.
2c14160065	Och nu si, jag, bunden i Andanom, färdas till Jerusalem, icke vetandes hvad mig der öfvergå skall;
2c14170062	Utan den Helge Ande i alla städer betygar och säger, att bojor och bedröfvelse står mig före.
2c141800da	Dock aktar jag d; t intet, ej heller är mig sjelfvom mitt lif kärt; på det jag skall fullkomna mitt lopp med glädje, och det ämbete som jag anammat hafver af Herranom Jesu, till att betyga Evangelium om Guds nåd.
2c14190077	Och nu si, jag vet, att härefter fån I icke se mitt ansigte, I alle, der jag framfarit hafver och predikat Guds rike.
2c141a0050	Derföre betygar jag eder på denna dagen, att jag oskyldig är för allas blod;
2c141b0054	Ty jag hafver icke försummat, med mindre jag hafver förkunnat eder allt Guds råd.
2c141c00b6	Så hafver nu akt på eder, och på allan hjorden, i hvilkom den Helge Ande hafver eder satt till Biskopar, att regera Guds församling, hvilka han hafver förvärfvat med sitt blod.
2c141d0079	Ty jag vet det att, sedan jag skiljs ifrån eder, skola komma ibland eder svära ulfvar, de der hjorden icke spara skola.
2c141e0067	Och af eder sjelfvom skola män uppkomma, som tala skola det orätt är, och draga lärjungar till sig.
2c141f007d	Derföre vaker, och tänker uppå, att jag i tre år, natt och dag, icke hafver återvändt förmana hvar och en, med tårar.
2c1420009c	Och nu. bröder, befaller jag eder Gudi, och hans nåds orde, hvilken mägtig är uppbygga eder, och gifva eder arfvedel ibland allom dem som helgade varda.
2c14210043	Ingens mans silfver, eller guld, eller kläder hafver jag begärat.
2c14220064	Men I veten sjelfve, att dessa händerna hafva tjent till min nödtorft, och deras som med mig voro.
2c1423009b	All ting hafver jag vist eder, att så måste man arbeta, och upptaga de svaga, och tänka på Herrans Jesu ord, som han sade: Saligare är gifva än taga.
2c1424004c	Och när han detta sagt hade, föll han på sin knä, och bad med allom dem.
2c14250057	Och vardt en stor gråt med allom dem; och de föllo Paulo om halsen, och kysste honom;
2c1426008a	Sörjande mest för det ordets skull, som han sagt hade, att de skulle icke mer få se hans ansigte. Och så följde de honom till skepps.
2c15010094	Som nu skedde att vi lade af dädan, och foro ifrå dem, kommom vi rätta kosen till Coum; och dagen nästefter till Rhodum, och dädan till Patara.
2c1502005c	Och der fingo vi ett skepp, som aktade sig till Phenicien; der stego vi uti, och ladom utaf.
2c150300a6	Och som Cypren begynte komma oss i sigte, lätom vi det på vänstra handene, och segladom till Syrien, och kommom till Tyrum; ty der lossade skeppet upp laddningena.
2c15040089	Och efter vi funne der Lärjungar, blefvo vi der i sju dagar. Och de sade Paulo genom Andan, att han skulle icke fara upp till Jerusalem.
2c150500bb	Och då de dagar förlupne voro, drogo vi våra färde; och de följde oss alle, samt med hustrur och barn, tilldess vi kommom utu staden; och på stranden fölle vi på knä, och bådom.
2c15060056	Och sedan vi hade helsat hvarannan, ginge vi till skepps; och de gingo till sitt igen.
2c15070088	Men vi höllo seglatsen fram ifrån Tyro, och kommom neder till Ptolemais; och der hel sade vi bröderna, och blefve der en dag med dem.
2c1508009d	Dagen derefter kommom vi, som vorom med Paulo, till Cesareen; och gingom in uti Philippi Evangelistens hus, hvilken en var af de sju, och blefvom när honom.
2c15090036	Och han hade fyra döttrar, jungfrur som propheterade.
2c150a005c	Och medan vi vorom der i många dagar, kom der en Prophet till utaf Judeen, benämnd Agabus.
2c150b00eb	Då han var kommen till oss, tog han Pauli bälte, och band sig fötter och händer, och sade: Det säger den Helge Ande: Den man, som detta bältet tillhörer, skola Judarna så binda i Jerusalem, och antvarda honom i Hedningahänder.
2c150c006f	När vi detta hörde, bådom vi, och de som utaf den staden voro, att han icke skulle draga upp till Jerusalem.
2c150d00bd	Då svarade Paulus, och sade: Hvad (rören I, gråtandes, och bedröfvandes mitt hjerta? Jag är redebogen icke allenast bindas, utan jemväl dö i Jerusalem, för Herrans Jesu Namns skull.
2c150e005b	Och efter han lät intet säga sig, gåfve vi oss tillfrids, sägande: Varde Herrans vilje.
2c150f003f	Efter de dagar redde vi oss till, och forom upp till Jerusalem.
2c1510009c	Och kommo någre Lärjungar med oss af Cesareen, de der med sig hade en gamlan Lärjunga, som var af Cypren, benämnd Mnason, när hvilkom vi gästa skulle.
2c15110040	Och när vi kommom till Jerusalem, undfingo oss bröderna gerna.
2c15120055	Dagen derefter gick Paulus med oss in till Jacobum; och alle de äldste församlades;
2c1513008b	Då han dem helsat hade, förtäljde han dem alltsammans, det ena med det andra, som Gud gjort hade, genom hans tjenst, ibland Hedningarna.
2c15140093	Då de det hörde, prisade de Herran, och sade till honom: Du ser, käre broder, huru mång tusend Judar äro som tro; och alle hafva nit om lagen.
2c151500cb	Och de hafva hört af dig, att du lärer alla de Judar, som bo ibland Hedningarna, att de skola träda ifrå Mose lag; sägandes, att de icke skola om skära sin barn, och icke vandra efter som vant är.
2c15160067	Hvad är det då? Den menige man måste ändtliga församlas; ty de få väl höra, att du äst kommen.
2c15170051	Så gör nu, som vi säge dig: Vi hafve här fyra män, som löfte hafva på sig;
2c151800dc	Dem tag till dig, och rena dig med dem, och bekosta der något uppå att de raka sitt hufvud; och deraf kunna alle veta, att det är intet som de hört hafva om dig; utan att du ock så vandrar, att du OCK häller lagen.
