2800000016	ማቶስ እንጂለ
32021100e4	አዕኑ መገኒሃ አመዕነቲን ሆንጠህሴንተ ክትምለከ ክድመ አሌን አኒሁ ዱንተአኖ ክትምገ ሆንጠኮምጎሬ ክዕኔን ጉዕሚንከክዕኔ ሜጡበ ተሽ የኖኤ።
3202120043	ህትን አዕኑሁ ኢንን ሜጡበ ሙንደኤነንተ።
3202130095	ቀርቹ ኢስ ዬጎሬ ክዕኔተኔሃ ሞጮጭ ሙንደኦተ ጢሞትዎሴ ደዕል ክዕኔቤቹ ሶሆተ ተብሳሃ አኣም።
3202140074	ክዕኔተኔሃ ጡመ ቀልቢን ሰውየን ሻዘኖሁ ጢሞትዎሴገ ዮኢሁ አዪሁ ዮበአ።
320215005f	ዎሉ ጉዕሙንኩ ገይሰ ጠው ቤሉ መሲህ ኢስ ሆጎተ ሰውይቶበአ።
32021600d7	ጠዉ እኮጎሬ ጢሞትዎስ ቤቱ አነስ ካደመኖሀንገን ኢን ሜጡበ እክ እንጂለ ካደሚንከስለከ አመዕነንሸስ መሰከርሲሱስ አዕኑሁ ደጌነንተ።
3202170097	ኢ ጠዉ መ ደረጀተ ኢለኖ ጎሬ ለዕዮሚች ኤተሮን ጢሞትዎሴ ደዕል ክዕኔቤቹ ሶሆተ ተብሳሃ አኣም።
3202180087	ህትን አን ገዉንኩእ ደዕል ክዕኔቤቹ አሜቶተ አታላምገ ቀርቹ ሀዕለኖኤገ አመዕናም።
3202190124	ህትን ኤሳሃ ሀሲሰኖኤርቺን ጉዕሚን ሀዕሎኤተ ሶኬንተ አመኤቤቱ ኤጳፍሮዲቱሴ ክዕኔቤቹ ሶሁ ሀሲሰኖሃ እክ ደጎም፤ እስ ኢን ሜጡበ ኡሬ ዎታደርቹለከ ሆጎኤ ጃለ እክ አአን ዱንክዮሃን።
32021a009d	እሱ ክዕኔቤቹ ሶሃሚሁ ጉዕመንከክዕኔ ለኦተ ሱኞገለከ እስ ጥዙስ ሞጮጭቴንተቤቺሃ አበ ጨነቀሞኡ።
32021b010b	ሀንቅንከ እስ አበ ጥዥ ሬሆተ ሆንጠኮ እቅ፤ ጠዉ እኮጎሬ መገኑ መረርሲጭ ፈይሾስ፤ ጠለዕል እስ እሁዕነ ኤሳሃ መረርሲጬቤቺሃ ሻዙተ ሻዞ አሌን በርገመኖኤበእገ አዕዮ።
32021c00bb	ህካን እኮቤቺሃ አዕኑ እሱ ለንኪሃ ለኤን ሙንደኦኖተለከ ኢ ጨነቀሙ ቢሎተ አን እሱ ክዕኔቤቹ ደዕል ሶሆተ አበ ሀሾም።
32021d00a6	ቴሱ ቀርች ሱዕሚን አመዕናንቹ እኮቤቺሃ አበ ሙንዲኖን ቶጌስ፤ ህትን እስገ ዮ መነ ጉዕመንከ ከበጅዬሰ።
32021e00d3	መሰንትስ አዕኑ ግደኖን ሄኤን አቶኖኤተ አታልቴንበ ሀዕለንሸ እስ ደግለሎኤተ መሲህ ሆጎተ ነብሳስ ህግሽ ኣሲን ሬሆተ ኢለ አጰሞኡ።
320301010b	አመኤ ኦሶ! ቀርቾን ሙንደዕዬ፤ አን ከኒች ብርተ ከተቦንክዕኔሃ ፈንቀሽ ከተቦንክዕኔ ጎሬሁ ህፈትሰኖኤበአ፤ ሁኩንን ክዕኔተ አደጊች ጉዕሚችን አገሮህዕኔተ አታለኖ።
32030200c3	ዉሸገ ንጃስሳሀኑኡችለከ ሂለ ጠወ አታሀኑኡች አገዕርዬ፤ ህትን ህለተ ሆጉተ አታሀኑኡችለከ ክዝብ ጡርከመሚች አገዕርዬ።
32030300d7	ነኡ መገን ጠሊለ አያኒን ሰገንዳምረለከ መሲህ ኢሲን ድከዕናምረ እንኮምቤቺሃ ሀንቂን ጡርከመሞምረ፤ ጠዉ እኮጎሬ እሰ ህትናመተበአ።
32030400b2	ህትን አን ማሊን እኮ እቃ ድከኣሚሁ ዮኤ፤ አዪሁ ማሊን ድከአኖሁ ዮሲሃ አጉጆስእቃ አን ድከኣም ልግቡ ዎቆ ዮኤ።
3203050112	አን እለሞም ህዜትቅ በር ጡርከመሞምየ፤ ቢንያሜ ደቦች እኮም እስራኤላውቹሃን፤ ከኒች ኬዕዮሀኒን ነጠ እኮም ዕብራውቹሃን፤ አይሁድ ሕገ አገዕሪን እኮ እቃ ፈርሳውቹሃን።
32030600c0	ሀይማኖትሃኤ ይ መሲህ ኢሳን አመዕንቶረ ሸራምሃ እቅ፤ ህትን ሙስ ሕገ አገዕሪን ፈይተኔሃ እኮ እቃ ኩሌኖኤርቹ ዮኤበአ።
32030700a3	ጠዉ እኮጎሬ ከኒች ብርተ ኤሳሃ ደግለለኖኤ ዬሚሃ ጉዕመንከ መሲህተኔሃ ይ ተሰ ጠውገ አዕይ ዎለኣንሰ።
3203080146	ጠለዕል ህካን እሁዕነ ቀርቹኤ መሲህ ኢሰ ደጉ ዎሎርቺች ጉዕሚችን በተአኖሃ እኮቤቺሃ ሁኩን ጉዕሙንኩ ክሳርገ ዎለኣንስ፤ እስተኔሃ ጉዕመርቹንከ አጉሮም፤ መሲሁ ደኦተ ጉዕመርቹንከ ቶሬመ ሁርገ ዎለኣም።
32030900e0	አን ሕገ አገሪን ደኣም ገይኤሃ እኮ ፈዩት ዮኤበአ፤ መሲህ አመዕኒንለከ እሲን ሜጡበ እሂን ደገንታ ፈዩት መገን ቤቺች አሜታ ፈዩት ቴሱ ዮኤ።
32030a00bd	አን መሲህ ደጎተለከ ሬሆች ኬእስ ዎልቀተ ደጎተ ሀሳም፤ አን እስ ኦርሸተ ቤቀሞተለከ ሬሆንከስ እሱ አጉዶተ ሄዕላታም።
32030b003a	ህትን ሬሆች ኬኣምገ ተብሳሃ አኣም።
32030c0115	ህካን ጉዕመንከ ደእዮምበአ፤ ህከረንገ መገኑ ሀሰኖ ሃሊን ሆሮ አን ዊማበአ፤ ጠዉ እኮጎሬ መሲህ ኢስ ኤሳሃ ገይሲሃ አዕዮኤቤቺሃ ሽልማት ደኦተ ብርተ ዋሽ ደጉዱ አጉራምበአ።
32030d00f2	አመኤ ኦሶ! አን ህካን ገይኤሃ አዕዮምሀንገ ዎለኣምበአ፤ ጠዉ እኮጎሬ መቱ ጠወ አኣም፤ ሁኩንን ኤተርንከኤ ዮኢሃ ሀበን ብሬንከኤ ዮኢሃ አፎተ ደጉዳም።
32030e00ae	መገኑ መሲህ ኢስ አዲን ገኤኤሁ ሰሜች ደኣም ዋገ ዘማን ጉዕሚንከ ሄኡ ደኦተ ኢሉ ሀስሰኖኤቤቹ ኢሎተ ደጉዳም።
32030f00ea	ቴሱ አመዕነቲን ጠረኝኖምሩ ጉዕሙንኩ ካን አጉደኖ ሰውቱ ሄኦኔተ ሀስሰኖ፤ አዕኑ አደ እኮ ሃሊን ሰውይቴንተ ጎሬ መገኑ በራሃ አዕይ ለሊሰኖህዕኔ።
320310005b	ህካን እኮቤቺሃ ቴሱ ኢለ ደዕኖም ሀንቅ ጠረኝንስ አንፎ።
32031100b0	አመኤ ኦሶ! ኤሳሃ አጉዴነንተረ እኬ፤ ነኡ ዎልሀስ ምሳልተ እንኮምገን ህካን አጉደን ሄኣረ አጥራመቴን ለዕዬ።
32031200d1	መሰንትስ ከኒች ብርተ ልግብ ወክት ኩሎምገን ቴሁ ኦአን ኩላንክዕኔ፤ ልግቡ መኑ ሄእንከስ መሲህ መስቀሊሃ ዲነ እክ ሄኣገ አአኖሰ።
32031300ab	እሳሃ ጎደቡሰ መገኑዋሰ፤ ሙልሲሰኖርቹ እሳሃ ኬዕምኝየሰ፤ ሰውቱሰ ዱንየ አልየ ጠወ፤ እሰ ኤተሩሰ በኡሃ።
3203140092	ጠዉ እኮጎሬ ኒ ባዱ ሰማሃን፤ ህከንቤቺች አሜተኖ ጡምሳንቹ ቀርቹኔ መሲህ ኢሰ አገርናሚት።
32031500d7	እስ ኒ ህከ ህንቀሞ ጅስመኔ ዶር እስ ኬዕምኝ ጅስመ አጉደኖገ አአኖ፤ ህካን አአኖሁ ጉዕሙንኩስ ገይሃስ ጠገመኖገ አአኖ ዎልቃንተሲት።
32040100be	አመኤ ኦሶ! ኢታንክዕኔሁለከ ሱናንክዕኔሩ ሙንዲኑኤ እኬንተሩ ሆጎተኤ አክሊለ እኬንተሩ ቴሱ ቀርቾን ጠረኝቴን ኡርዬ።
3204020060	ኤዎድያለከ ሲንጢኪ ቀርቺን ሜጡ እኬን ሄኦኖተ ኡጫንክዕኔ።
320403011f	አት አመዕነንቶንት ሆጎኤ ጃለ! ከ ሜንቱ ሀዕልቶተ ኡጫንኬ፤ መሰንትስ ኩ ሜንቱ ቀሌምንጦሴንለከ ሱዕሙሰ ሄእ መጻፋን ከተበሞ ሆጎ ጃላን ሜጡበ እንጂል ላገተ ኢልሶተ ደግለልቶኤረ።
3204040071	ጉዕመንከ ወክት ቀርቾን ተሽ ዩንክዕኔ፤ ቴሁ ያንክዕኔ ተሽ ዩንክዕኔ።
320405007f	ጡምመክዕኔ ጉዕመንከ መንቤቾን ለልቶኢተ እኩን፤ ቀርቹንኩ አሜቶተ ሆንጠኮኡ።
3204060084	ሀስሰኖህዕኔርቺሃ ጉዕሚንከ ሹኩሩ ዊሞ ዱኢን መገኑ ኡጭዬ ቤሉ መቶርቾን ሻዞኖቼ።
32040700b7	መን ኤንኬዕኒች ጉዕሚች ሎረ እኮ መገን ወገሬቱ መሲህ ኢሳን ዮንተቤቺሃ ቀልብክዕኔለከ ሰውትክዕኔ አገረኖህዕኔ።
32040801ba	መጨረሻንን አመኤ ኦሶ! ቀልቡክዕኔ ከኒች ጉዕሚችን በተአኖሃለከ ገለትጭሲሰኖ ጡመ ጠዊን ዊንቴንታረ እኬ፤ ሀንቅ እኮ ጠወ ጉዕመንከ፥ ኬዕምኙ ዮ ጠወ ጉዕመንከ፥ ሀቂቀተ እኮ ጠወ ጉዕመንከ፥ ነጠ እኮ ጠወ ጉዕመንከ፥ ኢቴኖ ጠውተኔሃ ጉዕሚንከለከ ሙንዲሲሰኖ ጠውተኔሃ ሰውይዬ፤
32040900bf	ኢች ተማርቴንታሃለከ ቶጌንታሃ፥ ሞጮጭቴንታሃለከ ለኤንታሃ ጉዕመንከ አዕዬ፤ ወገሬት መገኑንኩ ክዕኔን ሜጡበ እሀኖ።
32040a00f4	ጠዉ እኮጎሬ ልግብ ወክቲች ኤተሮን ኦርሸኤተኔሃ ሰውዩ ጀመርቴንተቤቺሃ ቀርቾን አበ ሙንደኣም፤ ወክት ደእቴንታበአ ቤሉ ኢተኔሃ ሰውዩ አጉርቴንታበአ።
32040b00bc	ህት ያም ወክት ሆፈዕዮኤርቺሃ ሻዥበአ፤ መሰንትስ «ዮኤ ጌሱ ኤሳሃ እሀኖኤ» ዩ ተማሮምቤቺሃ ዮኤሀኒን ሙንደኣምሃን።
32040c00d8	ህካን እኮቤቺሃ ደኡለከ ደኡ ሆጉ ደጋም፤ ጉዕመንከ ጠዋን ጉዕመ ወክት ዱቢን እኮ ጎሪን ደእን እኮ ደኡ ሆግን «ዮኤሁ እሀኖኤ» ዩ ሮሾም።
32040d0050	ዎልቀተ ኣሰኖኤ መሲሂን ጉዕመንከ አኦተ አታላም።
32040e005e	እኮጎሬ አዕኑ ኦርሸኤ ቤቀማኑተ እኬን ጡመ ጠወ አቴንታኤ።
32040f011a	ፍልጵሱሳን ዮንተ መኑ! ወኔችን ኬሽ እንጂል ላገተ ተማርሰን መቄዶን ባዲች ፉሎም ወክት ክዕኔ ቤሉ ዎሉ አመዕናኑት ኣሲንለከ ቶጊን ኤሳሃ ሀዕሉ ሆጉሰ አዕኑ ገዉክዕኔ ደጌነንተ።
320410008a	ህትን ተሰሎንቄ ከተማን ሄዕዮም ወክት ሀስሰኖኤርቹ ሶኬን ልግብ ወክት ሀዕልቴንታኤ።
3204110075	አን ለኡ ሀሳሚሁ ከኒች ብርተ አቴንተሀኒች አበ ጡመ ሆጉት በርገንቶታት።
3204120112	ኤሳሃ ሀስሰኖለከ ሀስሰኖሀኒች በትሽ እኮ ሽልማትክዕኔ ኤጳፍሮድቱ አንጋች ቶጎም፤ ሁኩ ክዕኔ ሽልማቱ ጡመ አንጀነተ ዊሞ ክትምገ መገኑ ሙንዲሲሰኖሃለከ መገኑ ቶገኖሃን።
32041300b0	ህካን እኮቤቺሃ ኢ መገኑ ዳንጉ ዮበእ ቀባጦችስ መሲህ ኢስ አዲን ሀስሰኖህዕኔ ጠወ ጉዕመንከ በትሽ ኣሶህዕኔ።
3204140053	አናኔ መገኒሃ ዘላለሚሃ ኬዕምኙ እሁንስ፤ ኣሚዕን።
32041500a7	መሲህ ኢሳን አመዕንቶ መኒሃ ጉዕሚንከ ወገሬት ኢልሼ፤ ኢን ሜጡበ ዮ አመኤ ኦሱት «ወገሬቴ» ይታህዕኔት።
3204160098	ዎሉ አመዕናኑት ጉዕሙንኩ አደንከ ሮም ዎም ምኔን ካደንታ አመዕናኑንት «ወገሬቴ» ይታህዕኔት።
3204170067	ቀርቾ መሲህ ኢስ ኣስቱት ጉዕሚንከክዕኔ ሜጡበ እኩን፤ ኣሚዕን።
330000000f	ቆላስያስ
330101009a	መገን ሀስሻን መሲህ ኢሲ አሳቤቹ እኮም ጳዉሎሴችለከ አመኔቤቲች ጢሞትዎሴች ሶሀንቶእተ ሶህኑ።
33010200b2	ቈላስያሳን ሄኣሀኑኡ መሲሂን ጠሊልቶ አመዕነንቶ አመዕናኖተ መገኒች አኒችኔ ኣስቱትለከ ወገሬቱ እሁንክዕኔ።
3301030086	ክዕኔሃ ዱአ አዕናም ወክት ቀርችኔ መሲህ ኢስ አነ መገኑ ጉዕመ ወክት ገለትጭናንስ።
3301040083	መሲህ ኢሳን ዮህዕኔ አመዕነቱለከ አመዕናኖተ ጉዕሚንከ ዮህዕኔ ኢተተ ሞጮጭኖም።
330105012a	ሀንቅ ላገተ እኮ እንጂለ ሄጭ ክዕኔቤቹ ኢሌ ወክት እሲን ዮ ተብሳሃ ሞጮጭቴንታአ፤ ህካን እኮቤቺሃ አመዕነቱክዕኔለከ ኢተክዕኔ እጃረንቶኢሁ ሰማን ተቃጠብ አገረኖ ህከን ተብሴ አሌኒት።
3301060101	አዕኑ እንጂለ ሞጮጭቴንታችለከ መገን ኣስቶ ሀንቅ ደጌንተ በር ጀመር ኩ ኢንጂሉ ክዕኔ በላን እኮሀንገን ኣዱንያ አሌን ጉዕማንን አቶት አሌንትለከ ነጵ አሌኒት።
330107009b	ህካንን ክዕኔተኔሃ መሲህ አመዕነሞ ካዲንቹ እኮሃለከ ኒን ሜጡበ አአኖ ኢተሞ ኤጵፋራ ኩሎህዕኔ።
330108005d	ህትን እስ መገን አያኒን ገገዉክዕኔ ኢተቀሙክዕኔ ኩሎኔ።
330109010f	ህካን እኮቤቺሃ ከ ጠወ ሞጮጭኖም በሬች ጀመር አዕኑ ሀይመተለከ ሰውት ጉዕመንከ መገን ሰውት ደጌነንተ ዊሙ ደጉ ሄኦህዕኔተ ክዕኔሃ ዱአ አኡለከ መገኑ ኡጩ ኡጉርኖምበአ።
33010a00d6	ህትን ቀርቺሃ ሀስሰኖገ ሄኤነንለከ ጉዕማንከ ጠዋን እሱ ሙንዲሲሴነን ጡመ ሆጎን አቶተ አቶቴነን መገኑ ደጊን ነጵቶኖተ ዱአ አዕናም።
33010b00aa	አታዕሊን ጉዕመንከ ጠወ አታሊሃ ተቃጠቤንተረ እኮኖተ ቀርቹ ሎረ ዎልቃን ጠረኝመስ ጉዕመንከ ኣሱንክዕኔ።
33010c00b4	ህትን ኑር ዎምነት ኣዜን ጠሊላኖን ሜጡበ ርስተ ቤቀንቴነንተገ አበቀዕዮህዕኔ መገኑ አነ ሙንዲኖን ገለትጭዬስ።
33010d0071	እስ ቱንስች ዎልቃች ጡምሽኔ ኢተሞ ቤትስ ዎምነቴን ኣንጋምገ አዕዮኔ።
33010e003a	እሲን ዎዘም ጩብኔ ማርቱተ ደእኖም።
33010f0077	ቤቱስ ለልበ መገን ሀንቅተ ምሳል፤ እስን ክልቀቲች ጉዕሚችን ሀንገፈሃን።
3301100130	መሰንትስ ሰማንለከ ኡላን ዮእሩ ጉዕሙንኩ ለለኖሁለከ ለለኖበእሁ ዎልቃመትለከ ገሽታእሩ ሀለቀትለከ ሹመት ጉዕሙንኩ ከለቀንቶኢሁ እስ አዲንት፤ ጉዕሙርቹንኩ እስ አዲን እሲንከ ከለቀሞኡ።
3301110076	እስን ጉዕመርቺች ብርንተ ሄዕዮ፤ ጉዕሙርቹንኩ አጳቀም ኡሬኢሁ እሲንት።
33011200e2	እስን ገይስ ጅስመ እኮ መገን አመዕናኖ ዱእ ምኒሃ ቡዕለሃን፤ እስ ጉዕመ ጠዊሃ ብሬተ፤ ጉዕመ ጠዋንን ዎኔሃ እሆተ ሬሆች ኬእንከስ ዎዕኔሃን።
330113005c	አኑ መገኑ ቤትስ ኣዜን መገኑ ዊመ ዊሚን ሄአኖገ ኢትዮኡ።
33011400b1	መስቀል አሌን ዱንተዕዮ ቄጊንከስ ወገሬት አኢን ኡላን እኮ ሰማን ዮ ጠወ ጉዕመንከ እስ አዲን እሲን ሀራርሴእ።
3301150089	ሰውቲንከክዕኔለከ ሂለ ሆጎንተክዕኔ ባለጋረ እኬን መገኒች ቄዕርቴን ሄኤነንተ እቅ።
33011600dd	ቴሱ እኮጎሬ ሆፍኙለከ ቀነጤኖህዕኔርቹ ዮህዕኔበእረ ጠሊላኑተ አዕይ እስ ብሬን ሆንጠህሶህዕኔተ መሲህ ጅስምስ ሬሆ አዲን ሀራርሴህዕኔ።
330117017f	አመዕነቲንከክዕኔ እጃረንቴን ጠጰ ገቴን ኡሪን ሞጮጭቴንተ እንጅሊን ተብሴች ሌንቄቅቶኑዕናን ጠረኝቴን ሄዕዬ። አዕኑ ሞጮጭቴንታሁለከ ሰሜች ዎሮን ዮ ክልቀቲሃ ጉዕሚንከ ዱዱብሰሞ እንጂሉ ከኒት፤ አን ጳዉሎስ ከ እንጂሊሃ ካዲንቹ እኮም።
33011800d0	ቴሁ ክዕኔተኔሃ ቶጎም ኦርሻን ሙንደኣም፤ መሲህ ጅስመስ እኮ መገን አመዕናኖ ዱእ ምኒሃ ኣኤ ኦርሻች ሆፈአኖሃ ማሊንከኤ ዊንሻም።
33011900b3	መገን ላጋች መቱርቹሃ ፌሱዕናን ክዕኔሃ ኩሎተ መገኒች ኣሰሞኤ ኤጋን መገን አመዕናኖ ዱእ ምኒሃ ካዲንቹ እኮም።
33011a00d4	ኩ ላገት ልግቤ ዘመኒሃ ክልቀቲሃ ጉዕሚንከ ለሉዕናን ምስጥር እክ ሄዕዮ እቅ፤ ቴሁ እኮጎሬ መገኑ አመዕንታ መኒሃ ጉዕሚንከ ለልሾኡ።
33011b00e3	መገኑ ከ ምስጥር እሳሃ ለሊሾሰ፤ ሁኩንን አይሁደ እህበ መን በላን አበተ ቀባጡ፤ ካን ዩ መሲህ ክዕኔ ኣዜን ሄእሃስ እስን ኬዕምኚሃኔ ተብሳሃ።
33011c00e1	ነኡ መሲህ አዋጅናም፤ መኑ ጉዕሙንኩ ጉዕመንከ መነ መሲሂን አመዕነቲንከስ ጠረኘ አዕን ሆንጠህንሶተ ሀይመተ ጉዕመንከ ተማርስነን ሸንዛም።
33011d0074	እስ ሎረ ዎልቃን ኣዜንከኤ አአኖቤቺሃ ህከን ዎልቃን አጰመን ቆንዶዳም።
33020100c2	ክዕኔተኔሃ ሎዶቅ ከተማን ዮ መንተኔሃለከ ህትን እልኤ ለእ ደጋበእ መንተኔሃ ጉዕሚንከ ሄንከ አጰማምጎር ደጎኖተ ሀሳም።
330202009a	አጰማሚሁ ቀልቡሰ ጠረኜሃን ኢታን ሜጡበ እክ ዊመ ቀልብ ደእት መገን ምስጥር እኮ መሲህ ደጋገት።
330203005d	ሀይመለከ ኤንኬዕን ቀባጡት ማጠንት ዮኢሁ መሲህ ቤቾንት።
3302040064	ካን ያሚሁ አዪሁ ጡመ ላጋን ጠወአን ጣንሰኖህዕኔበእገ ይዪት።
33020500e6	ማሊን ክዕኔች ቄዕርዮም እቃ ሰውቲን ክዕኔን ሜጡበ ዮምቤቺሃ ጡመ ሴሪን ሄኦንከክዕኔለከ መሲህን ዮህዕኔ አመዕነት ጠረኝመተ ለዕይ ተሽ ይዮኤ።
3302060068	ቴሱ ቀርቾ መሲህ ኢሳን አመዕንቴንተገን እሲን ሜጡ እኬን ሄዕዬ።
33020700ba	እሶን ጠጰ አቴንለከ እጃረንቴን ተማርቴንተ ሃሊን አመዕነቶንከክዕኔ ጠረኝቴን ሄዕዬ፤ ዊም ደፈፎ ገለት ሆንጠህሼ።
33020800c6	መሲህ አሌን እሁዕነ መን ሮሲንለከ ከን ኣዱንያ አሌን እጃረሞ ሴሪንለከ ተሰ ጣንሲን አዪሁ አግ መሰኖህዕኔበእገ አገዕርዬ።
3302090057	መገን ጉዕመ ዊምመት ጅስማን ለልት ሄኣኢሁ መሲሂንት።
33020a00b8	ህትን አዕኑ ዊመ ሄኡ ደዕቴንታሁ ክልቀት ጉዕም አሌን ገሽለከ ሹምነት ጉዕም አሌን ሎረ ገሻንቹ እኮ መሲህ አዲኒት።
33020b00d2	እሲን ሜጡ እህንከክዕኔ ጡርከመንቴንታአ፤ ሁኩ ጡርከሙንኩ ጩበኘ ጅስመ ከሞተ መሲሂን እኮሃ ጡርከሙ ቤሉ መን አንጋን እኮበእሃን።
33020c00f0	ጠመቀንቴንተ ወክት መሲሂን ሜጡበ ሞገንቴን ጠመቀሚንከክዕኔ መሲህን ሬሆች ኬኤንታአ፤ ሁኩንን መሲህ ሬሆች ኬሾ መገን ዎልቃን አመዕንቴንተቤቺሃት።
33020d0116	አዕኑ ጩብ አእንከክዕኔለከ ጩብክዕኔ ጅስመ ጡርከሙ ሆግንተክዕኔ ሬቴንታእረ እቅ፤ ቴሱ እኮጎሬ መገኑ ጩብክዕኔ ጉዕመንከ «ፈቁን» ይ መሲሂን ሜጡበ ሄኤነንተገ አዕዮህዕኔ።
33020e00cd	እስ ህከ ከሰሰኔለከ ግበኔ ሄዕዮ ኤዴ ቤሱኔ ለልሶተ ከተበሞ ሕገ ሽንሼእ፤ ህካንን መሲህ ኢስ መስቀል አሌን ሰቀል ኒ አልች ከሞ።
33020f009e	ህትን ዎልቃመተለከ ዳኛኑተ መስቀል ዎልቃን ቄል በነቻን ዘህሰን መኑ ጉዕሙንኩ ለአኖሰገ አዕዮሰ።
33021000f2	ቴሱ እቸተኔሃ እኮ እቃ፥ አግተኔሃ እኮ እቃ፥ በዓል በሬተኔሃ እኮ እቃ፥ አገኑ ኣገኖ በርተኔሃ እኮ እቃ፥ አበ በሬተኔሃ አዪሁ አሌንከክዕኔ ፈረዱንከ።
3302110081	ሁኩን ጉዕሙንኩ አሜቶተ ዮ ጠዊሃ ሀላሃን፤ እኮጎሬ ሀንቁስ ደገመኖሁ መሲሂንት።
330212011b	ክዝቢን ገው ሆፍሲንለከ መላይካተ ሰገዲን ድከአኖ መቱ መንቹሁ ዋግቤሉ ፌሰኖህኔበእገ አገርዕዬ፤ ህትኔ መንቹ ለአኖ መናማን ጌሲች አበ ገውስ ቦነን ጩብስ ሰውቲን ተሳን ቦነኖ።
