0100000006	Genesi
1a12180142	Se altresì il giusto si ritrae dalla sua giustizia, e commette iniquità, [e] fa secondo tutte le abbominazioni che l'empio commette, viverà egli? tutte le sue giustizie ch'egli avrà operate, non saranno più ricordate; egli morrà per lo suo misfatto, ch'egli avrà commesso, e per lo suo peccato, ch'egli avrà fatto.
1a121900c5	E direte voi: La via del Signore non è bene addirizzata? Ascoltate ora, o casa d'Israele. Non è la mia via bene addirizzata? [anzi], non [son] le vostre vie [quelle che] non son bene addirizzate?
1a121a009c	Quando il giusto si ritrarrà dalla sua giustizia, e commetterà iniquità, egli morrà per queste cose; egli morrà per l'iniquità ch'egli avrà commessa.
1a121b008d	Quando altresì l'empio si ritrarrà dalla sua empietà ch'egli avrà commessa, e farà giudicio, e giustizia, egli farà vivere l'anima sua.
1a121c007e	Se dunque egli prende guardia, e si ritrae da tutti i suoi misfatti ch'egli avrà commessi, di certo viverà, egli non morrà.
1a121d00c8	E pur la casa d'Israele dice: La via del Signore non è bene addirizzata. O casa d'Israele, non son le mie vie bene addirizzate? [anzi], non [son] le vostre vie [quelle che] non sono bene addirizzate?
1a121e00bf	Perciò, o casa d'Israele, io vi giudicherò, ciascuno secondo le sue vie, dice il Signore Iddio. Convertitevi, e ritraetevi da tutti i vostri misfatti; e l'iniquità non vi sarà in intoppo.
1a121f009e	Gettate via d'addosso a voi tutti i vostri misfatti, che avete commessi; fatevi un cuor nuovo, ed uno spirito nuovo; e perchè morreste voi, o casa d'Israele?
1a12200077	Conciossiachè io non mi diletti nella morte di chi muore, dice il Signore Iddio. Convertitevi adunque, e voi viverete.
1a13010039	OR tu prendi a far lamento dei principi d'Israele. E di':
1a1302007e	Quale [era] tua madre? una leonessa; ella era giaciuta fra i leoni, ella avea allevati i suoi leoncini in mezzo de' leoncelli.
1a13030078	Or ella avea allevato uno de' suoi leoncini, che divenne leoncello, e imparò a rapir la preda, [e] divorava gli uomini.
1a13040089	E le nazioni, uditone [il grido, vennero] contro a lui; [ed] egli fu preso nella lor fossa; e lo menarono incatenato nel paese di Egitto.
1a1305009f	Ed ella, quando vide che si era [assai] trattenuta aspettando, [e che] la sua speranza era perduta, prese un [altro] dei suoi leoncini, e ne fece un leoncello.
1a13060077	Ed egli, essendo divenuto leoncello, andava, e veniva fra i leoni, e imparò a rapir la preda, [e] divorava gli uomini.
1a1307008f	Ed ebbe [sol] cura de' suoi palazzi, e desertò le lor città; e il paese, e tutto ciò che è in esso fu desolato per la voce del suo ruggire.
1a13080086	E le nazioni delle provincie d'ogn'intorno gli diedero addosso, e tesero contro a lui la lor rete, [ed] egli fu preso nella lor fossa.
1a130900ab	Poi lo misero incatenato in una gabbia, e lo condussero al re di Babilonia; [e] lo misero in certe fortezze, acciocchè la sua voce non si udisse più ne' monti d'Israele.
1a130a0096	La madre tua, quando tu ti fosti taciuto, [divenne] come una vite piantata presso alle acque; divenne fruttifera, e fronzuta, per la copia dell'acqua.
1a130b00c4	Ed ebbe delle verghe forti, da scettri di signori; e divenne alta di ceppo, sopra gli alberi folti, fra i quali [ella era], e fu ragguardevole per la sua altezza, per l'abbondanza de' suoi tralci.
1a130c00b6	Ma è stata sterpata con ira, è stata gettata in terra, e il vento orientale ha seccato il suo frutto; le sue verghe forti sono state rotte, e non seccate; il fuoco le ha consumate.
1a130d003e	Ed ora, ella è piantata nel deserto, in terra secca ed arida.
1a130e00bf	E d'una verga de' suoi rami è uscito un fuoco che ha consumato il frutto di essa, e non vi è [più] in lei verga forte, scettro da signoreggiare. Quest'[è] un lamento, e sarà per lamento.
1a140100aa	OR avvenne nell'anno settimo, nel decimo [giorno] del quinto mese, che alcuni degli anziani d'Israele vennero per domandare il Signore, e si posero a sedere davanti a me.
1a14020035	E la parola del Signore mi fu [indirizzata], dicendo:
1a140300ba	Figliuol d'uomo, parla agli anziani d'Israele, e di' loro: Così ha detto il Signore Iddio: Venite voi per domandarmi? [come] io vivo, dice il Signore Iddio, io non son ricercato da voi.
1a1404007a	Non li giudicherai tu, figliuol d'uomo, non [li] giudicherai tu? dichiara loro le abbominazioni de' lor padri, e di' loro:
1a140500ea	Così ha detto il Signore Iddio: Nel giorno che io elessi Israele, e levai la mano alla progenie della casa di Giacobbe, e mi diedi loro a conoscere nel paese di Egitto, e levai lor la mano, dicendo: Io [sono] il Signore Iddio vostro;
1a140600d3	in quel medesimo giorno levai lor la mano, che io li trarrei fuor del paese di Egitto, [per introdurli] nel paese che io avea loro scoperto; [che è un paese] stillante latte e miele, la gloria di tutti i paesi.
1a14070091	E dissi loro: Gettate via ciascuno le abbominazioni de' suoi occhi, e non vi contaminate negl'idoli di Egitto; io [sono] il Signore Iddio vostro.
1a14080120	Ma essi si ribellarono contro a me, e non vollero ascoltarmi; non gettarono via ciascuno le abbominazioni de' suoi occhi, e non lasciarono gl'idoli di Egitto; laonde io dissi di volere spandere sopra loro l'ira mia, [e] d'adempiere il mio cruccio sopra loro, in mezzo del paese di Egitto.
1a140900d8	Pur nondimeno, per lo mio Nome, acciocchè non fosse profanato nel cospetto delle nazioni, fra le quali essi [erano], nella cui presenza io mi era data loro a conoscere; io operai per trarli fuor del paese di Egitto.
1a140a0049	Io adunque li trassi fuor del paese di Egitto, e li condussi nel deserto.
1a140b0077	E diedi loro i miei statuti, e feci loro assapere le mie leggi, per le quali l'uomo che le metterà ad effetto viverà.
1a140c0090	Oltre a ciò, ordinai loro i miei sabati, per essere un segno fra me e loro; acciocchè conoscessero che io [sono] il Signore, che li santifico.
1a140d012c	Ma la casa d'Israele si ribellò contro a me nel deserto; non camminarono ne' miei statuti, e rigettarono le mie leggi, per le quali l'uomo che le metterà ad effetto viverà; e profanarono grandemente i miei sabati; laonde io dissi di volere spander l'ira mia sopra loro nel deserto, per consumarli.
1a140e0091	Pur nondimeno, io operai, per lo mio Nome; acciocchè non fosse profanato nel cospetto delle genti, davanti a' cui occhi io li avea tratti fuori.
1a140f00a5	E benchè io levassi lor la mano nel deserto, che io non li introdurrei nel paese che io ho [loro] dato; [paese] stillante latte e miele, la gloria di tutti i paesi;
1a141000af	perciocchè aveano rigettate le mie leggi, e non erano camminati ne' miei statuti, ed aveano profanati i miei sabati; conciossiachè il cuor loro andasse dietro a' loro idoli;
1a1411006f	pur nondimeno, l'occhio mio li risparmiò, per non distruggerli; e non ne feci un finale sterminio nel deserto.
1a14120098	E dissi a' lor figliuoli, nel deserto: Non camminate negli statuti de' vostri padri, e non osservate i lor costumi, e non vi contaminate ne' loro idoli.
1a14130071	Io [sono] il Signore Iddio vostro; camminate ne' miei statuti, ed osservate le mie leggi, e mettetele ad effetto.
1a14140084	E santificate i miei sabati, e sieno quelli per un segno fra me, e voi; acciocchè conosciate che io [sono] il Signore Iddio vostro.
1a1415014e	Ma i figliuoli ancora si ribellarono contro a me; non camminarono ne' miei statuti, e non osservarono le mie leggi, per metterle ad effetto, per le quali l'uomo che le metterà ad effetto viverà; profanarono i miei sabati; laonde io dissi di volere spander sopra loro la mia ira, e di adempiere il mio cruccio sopra loro nel deserto.
1a141600b4	Pur nondimeno, io ritrassi la mia mano, ed operai, per l'amor del mio Nome; acciocchè non fosse profanato nel cospetto delle genti, alla vista delle quali io li avea tratti fuori.
1a1417006c	Ma altresì levai lor la mano nel deserto, che io li dispergerei fra le genti, e li sventolerei fra i paesi;
1a141800a1	perciocchè non misero ad effetto le mie leggi, e rigettarono i miei statuti, e profanarono i miei sabati, e i loro occhi furono dietro agli idoli de' lor padri.
1a14190052	Ed io altresì diedi loro statuti non buoni, e leggi per le quali non viverebbero;
1a141a00cd	e li contaminai ne' lor doni, ed offerte, in ciò che fecero passar [per lo fuoco] tutto ciò che apre la matrice; acciocchè io li mettessi in desolazione, affinchè conoscessero che io [sono] il Signore.
1a141b00b7	Perciò, figliuol d'uomo, parla alla casa d'Israele, e di' loro: Così ha detto il Signore Iddio: In ciò ancora mi hanno oltraggiato i padri vostri, commettendo misfatto contro a me;
1a141c016d	[cioè:] che dopo che io li ebbi introdotti nel paese, del quale io avea levata la mano, che io lo darei loro, hanno riguardato ad ogni alto colle, e ad ogni albero folto; e quivi hanno sacrificati i lor sacrificii, e quivi hanno presentata l'irritazione delle loro offerte, e quivi hanno posti gli odori lor soavi, e quivi hanno sparse le loro offerte da spandere.
1a141d0086	Ed io dissi loro: Che cosa [è] l'alto luogo, dove voi andate? egli è pure stato [sempre] chiamato: Alto luogo, fino a questo giorno.
1a141e00a6	Per tanto, di' alla casa d'Israele: Così ha detto il Signore Iddio: Mentre voi vi contaminate nella via de' vostri padri, e fornicate dietro alle loro abbominazioni;
1a141f010a	e vi contaminate in tutti i vostri idoli, infino al dì d'oggi, offerendo le vostre offerte, [e] facendo passare i vostri figliuoli per lo fuoco; sarei io di vero ricercato da voi, o casa d'Israele? [come] io vivo, dice il Signore Iddio, io non son ricercato da voi.
1a142000b0	E ciò che v'immaginate nel vostro spirito non avverrà per modo alcuno; in quanto dite: Noi saremo come le genti, come le nazioni de' paesi, servendo al legno, ed alla pietra.
1a14210072	[Come] io vivo, dice il Signore Iddio, io regnerò sopra voi con man forte, e con braccio steso, e con ira sparsa;
1a14220093	e vi trarrò fuori d'infra i popoli, e vi raccoglierò da' paesi, dove sarete stati dispersi, con man forte, e con braccio steso, e con ira sparsa.
1a1423005c	E vi condurrò nel deserto de' popoli, e quivi verrò a giudicio con voi, a faccia a faccia.
1a14240085	Siccome io venni a giudicio co' padri vostri nel deserto del paese di Egitto, così verrò a giudicio con voi, dice il Signore Iddio;
1a14250045	e vi farò passar sotto la verga, e vi metterò ne' legami del patto;
1a142600d3	e metterò da parte, d'infra voi, i ribelli, e quelli che si rivoltano da me; io li trarrò fuor del paese delle lor dimore, ma pur non entreranno nel paese d'Israele; e voi conoscerete che io [sono] il Signore.
1a142700e7	Voi dunque, o casa d'Israele, così ha detto il Signore Iddio: Andate, servite ciascuno a' vostri idoli; sì, poscia che voi non mi volete ascoltare; e non profanate più il mio santo Nome con le vostre offerte, e co' vostri idoli.
1a1428011b	Perciocchè nel mio monte santo, nell'alto monte d'Israele, dice il Signore Iddio, quivi mi servirà tutta quanta la casa d'Israele, [che sarà] nella terra; quivi li gradirò, e quivi richiederò le vostre offerte, e le primizie de' vostri doni, con tutte le vostre cose consacrate.
1a142900ca	Io vi gradirò co' [vostri] soavi odori, dopo che vi avrò tratti fuori d'infra i popoli, e vi avrò raccolti da' paesi, dove sarete stati dispersi; e mi santificherò in voi nel cospetto delle nazioni.
1a142a00a2	E voi conoscerete che io [sono] il Signore, quando vi avrò condotti nella terra d'Israele, nel paese del quale io levai la mano, che io lo darei a' vostri padri.
1a142b00af	E quivi voi vi ricorderete delle vostre vie, e di tutti i vostri fatti, per li quali vi siete contaminati; e vi accorerete appo voi stessi per tutti i mali che avete commessi.
1a142c00d3	E conoscerete che io [sono] il Signore, quando avrò operato inverso voi, per l'amor del mio Nome; non secondo le vostre vie malvage, nè secondo i vostri fatti corrotti, o casa d'Israele, dice il Signore Iddio.
1a142d003a	LA parola del Signore mi fu ancora [indirizzata], dicendo:
1a142e008f	Figliuol d'uomo, volgi la tua faccia verso la parte australe, e parla contro al Mezzodì, e profetizza contro alla selva del campo meridionale;
1a142f012f	e di' alla selva del Mezzodì: Ascolta la parola del Signore: Così ha detto il Signore Iddio: Ecco, io accendo in te un fuoco che consumerà in te ogni albero verde, ed ogni albero secco; la fiamma del suo incendio non si spegnerà, ed ogni faccia ne sarà divampata, dal Mezzodì fino al Settentrione.
1a14300054	Ed ogni carne vedrà che io, il Signore, avrò acceso quello; egli non si spegnerà.
1a14310071	Ed io dissi: Ahi lasso me! Signore Iddio; costoro dicon di me: [Quest'uomo] non [è] egli un dicitor di parabole?
1a15010035	E la parola del Signore mi fu [indirizzata], dicendo:
1a1502009d	Figliuol d'uomo, volgi la tua faccia verso Gerusalemme, e parla contro a' luoghi santi, e profetizza contro alla terra d'Israele; e di' alla terra d'Israele:
1a15030081	Così ha detto il Signore: Eccomi contro a te; io trarrò la mia spada dal suo fodero, e distruggerò di te il giusto, e l'empio.
1a150400b9	Perciocchè io [ho determinato] di distruggere di te il giusto, e l'empio, perciò sarà tratta la mia spada fuor del suo fodero contro ad ogni carne, dal Mezzodì fino al Settentrione.
1a1505007e	Ed ogni carne conoscerà che io, il Signore, avrò tratta la mia spada, fuor del suo fodero; ella non [vi] sarà più rimessa.
1a1506006f	Oltre a ciò, tu, figliuol d'uomo, sospira; sospira con rottura di lombi, e con amaritudine, nel cospetto loro.
1a15070128	E quando ti diranno: Perchè sospiri? di': Per lo grido; perciocchè [la cosa] viene; ed ogni cuore si struggerà, e ogni mano diverrà rimessa, ed ogni spirito si verrà meno, e tutte le ginocchia si dissolveranno in acqua; ecco, [la cosa] viene, e sarà messa ad effetto, dice il Signore Iddio.
1a15080037	Poi la parola del Signore mi fu [indirizzata], dicendo:
1a15090078	Figliuol d'uomo, profetizza, e di': Così ha detto il Signore: Di': La spada, la spada è aguzzata, ed anche è forbita;
1a150a009d	è aguzzata, per fare una grande uccisione; è forbita, acciocchè folgori; ci portremmo noi rallegrare, o scettro del mio figliuolo, che sprezzi ogni legno?
1a150b0078	E il [Signore] l'ha data a forbire, per impugnarla; è una spada aguzzata, e forbita, per darla in mano d'un ucciditore.
1a150c00e4	Grida, ed urla, o figliuol d'uomo; perciocchè ella [è] contro il mio popolo; ella [è] contro a tutti i principi d'Israele; il mio popolo [non] è [altro] che uomini atterrati per la spada; perciò, percuotiti in su la coscia.
1a150d0079	Perciocchè una prova è stata fatta; e che dunque, se anche lo scettro sprezzante non sarà più? dice il Signore Iddio.
1a150e00d2	Tu adunque, figliuol d'uomo, profetizza, e battiti a palme; la spada sarà raddoppiata fino a tre volte; essa [è] la spada degli uccisi; la spada del grande ucciso che penetrerà fin dentro alle lor camerette.
1a150f00cc	Io ho posto lo spavento della spada sopra tutte le lor porte, per far che [ogni] cuore si strugga, e per moltiplicar le ruine; ahi lasso me! ella è apparecchiata per folgorare; è aguzzata per ammazzare.
1a1510005e	[O spada], giugni a [man] destra, colpisci a sinistra, dovunque la tua faccia sarà dirizzata.
1a15110056	Io altresì mi batterò a palme, ed acqueterò la mia ira. Io, il Signore, ho parlato.
1a1512003a	La parola del Signore mi fu ancora [indirizzata], dicendo:
