1300000006	Psalmi
37010b0053	Za katerega sem bil jaz postavljen za glásnika in aposteljna in učitelja poganov;
37010c0091	Za tega delj tudi to trpim; toda ni me sram; vem namreč, v koga imam zaupanje, in preverjen sem, da je zmožen hraniti zalogo mojo za tisti dan.
37010d0062	Zgled imej zdravih beséd, katere si slišal od mene, v veri in ljubezni, ki je v Kristusu Jezusu.
37010e0034	Dobro zalogo hrani po Duhu svetem, bivajočem v nas.
37010f0054	To veš, da so se odvrnili od mene vsi v Aziji, med katerimi je Figél in Hermogén.
3701100062	Usmiljenje daj Gospod hiši Oneziforovi, ker me je mnogokrat oživil in se ni sramoval spon mojih,
3701110044	Nego, ko je bil v Rimu, iskal me je z večjo gorečnostjo in našel.
3701120065	Gospod mu daj usmiljenje najti od Gospoda tisti dan. In koliko je služboval v Efezu, sam bolje veš.
3702010042	Ti torej, dete moje, ojači se v milosti, ki je v Kristusu Jezusu;
3702020076	In kar si slišal od mene pred mnogimi pričami, tisto izročí vernim ljudém, kateri bodo zmožni tudi druge učiti.
3702030031	Ti torej trpi, kakor dober vojak Jezusa Kristusa.
3702040054	Nobeden vojskovalec se ne zapleta v opravila življenja, da je po volji vojskovodji.
3702050043	Ako se pa kdo tudi bojuje, ne venča se, ako se ne bojuje postavno.
3702060038	Ratár, ki se trudi, treba da najprej dobi od pridelkov.
3702070035	Umej, kar pravim; Gospod ti namreč daj razum v vsem.
3702080060	Spominjaj se, da je Jezus Kristus zbudil se od mrtvih, iz semena Davidovega, po evangelji mojem,
3702090048	V katerem trpim do spón, kakor hudodelnik; ali beseda Božja ni vezana.
37020a0066	Zato vse pretrpim zaradi izvoljenih, da tudi oni zveličanje zadobé v Kristusu Jezusu z večno slavo.
37020b004a	Resnična je beseda, če smo namreč vred umrli, bodemo tudi vred živeli;
37020c0056	Če pretrpimo, bodemo tudi vred kraljevali; če ga zatajimo, bode tudi on nas zatajil;
37020d0037	Če smo nezvesti, on ostane zvest; zatajiti se ne more.
37020e0065	Tako opominjaj, roteč pred Gospodom, ne boriti se z besedami za nič prida, v pogubo poslušajočim.
37020f0068	Prizadevaj si izkušenega se storiti Bogu, delalca, ki ga ne bodi sram, ki prav ravná z besedo resnice.
3702100059	Posvetnega pa govoričenja ogiblji se; kajti vedno bolj bodo napredovali v brezbožnosti,
3702110028	In beseda njih bode razjedala kakor rak,
370212007a	Izmed katerih je Himenej in Filet, katera sta izgrešila resnico, rekóč, da je že bilo vstajenje, in nekim vero motijo.
3702130083	Trdna tla pa Božja stojé, imajoč ta pečat: "Gospod pozna svoje," in "Odstopi naj od krivice vsak, kdor imenuje ime Kristusovo."
3702140070	V veliki hiši pa niso samo zlate in srebrne posode, nego tudi lesene in lončene in ene v čast, ene v nečast.
3702150078	Ako se torej kdo oznaži téh, bode posoda v čast, posvečena in koristna Gospodu, pripravljena za sleherno dobro delo.
3702160085	Mladostnih pa poželénj ogiblji se, nego hodi za pravico, vero, ljubeznijo, mirom z njimi, kateri Gospoda kličejo iz čistega srca.
3702170046	Abotnih pa in neslanih prepirov iznebi se, vedóč, da rodévajo boje;
3702180060	Hlapec pa Gospodov naj se ne bojuje, nego kroták bodi proti vsem, dober učitelj, potrpežljiv,
3702190063	V krotkosti naj zavrača nasprotnike, ali jim morebiti Bog ne dá kdaj kesanja v spoznanje resnice,
37021a0042	In se iztreznijo iz pasti hudičeve, ko jih je vjel v voljo svojo.
3703010038	To pa védi, da v zadnjih dnevih nastanejo težki časi.
370302007c	Kajti ljudje bodejo samoljubni, lakomni, širokoustni, prevzetni, opravljivi, roditeljem nepokorni, nehvaležni, brezbožni,
3703030049	Brezsrčni, nespravljivi, obrekljivi, nezmerni, grozoviti, nedobroljubni,
3703040041	Izdajalci, vrtoglavi, napihneni; veselje bolj ljubeči nego Boga,
3703050044	Ki imajo podobo pobožnosti, moč pa njeno tajé; in teh se ogiblji!
3703060083	Izmed teh namreč so oni, ki se plazijo v hiše in v pest dobivajo obložene z grehi ženščine, katere goni mnogotero poželenje,
3703070046	Katere se vedno učé, in nikdar ne morejo priti do spoznanja resnice.
370308008e	Enako pa, kakor sta Janez in Jambrez ustavljala se Mojzesu, tako se tudi tí ustavljajo resnici, ljudjé popačeni na umu, malopridni za vero.
370309005a	Ali napredovali ne bodo; kajti nespamet njihova bode vsem očita, kakor je bila tudi onih.
37030a0060	Ti pa si hodil za menoj v uku, vedenji, nameri, veri, prizanesljivosti, ljubezni, stanovitnosti;
37030b0095	Preganjanjih, trpljenjih, kakošna so me zadela v Antijohiji, v Ikoniji, v Listrih; kakošna preganjanja sem prestal; in iz vsega me je otél Gospod.
37030c004e	Vsi pa tudi, kateri hoté pobožno živeti v Kristusu Jezusu, bodo preganjani.
37030d0050	Hudobni pa in sleparski ljudje bodo napredovali v slabem, varali bodo in varani.
37030e0054	Ti pa ostani v tem, česar si se učil in se preveril, vedóč, od koga si se učil;
37030f006d	In da od mladih nóg póznaš sveta pisma, zmožna modriti te v zveličanje po veri, ki je v Kristusu Jezusu.
3703100067	Vsako pismo je od Boga navdihneno in koristno za uk, za svarjenje, za opominjanje, za vzrejo v pravici;
370311003d	Da bode popoln človek Božji, pripraven za vsako dobro delo.
370401008a	Rotim torej jaz pred Bogom in Gospodom Jezusom Kristusom, kateri bode kdaj sodil žive in mrtve po prihodu svojem in po kraljestvu svojem,
370402006e	Razglašaj besedo, ne odjenjaj o priliki, nepriliki; svári, kaznuj, opominjaj v vsej potrpežljivosti in uku.
370403007d	Kajti bode čas, ko ne bodo prenašali zdravega uka, nego po lastnem poželenji kopičili si učitelje, ker jih ušesa srbé.
370404003e	In od resnice bodo odvračali ušesa in obračali se k basnim.
3704050054	Ti pa bodi trezen v vsem, trpi, delo opravljaj evangelista, izpolnjuj službo svojo.
3704060041	Kajti jaz bodem skoraj žrtvovan, in ločitve moje čas je blizu.
3704070032	Bojeval sem lepi boj, dopolnil ték, ohranil vero;
370408009e	Že mi je pripravljen venec pravice, katerega mi podelí Gospod tisti dan, pravični sodnik; ne pa meni samo, nego tudi vsem, kateri so ljubili prihod njegov.
3704090027	Prizadeni si, da prideš skoraj k meni.
37040a0076	Kajti Dema me je zapustil iz ljubezni do tega sveta, in potoval je v Tesaloniko; Krescent v Galacijo, Tit v Dalmacijo;
37040b005c	Luka je sam pri meni. Marka vzemi in pripelji sè seboj, kajti koristen mi je za pomočnika.
37040c001c	Tihika pa sem poslal v Efez.
37040d005a	Plašč, ki sem ga pustil v Troadi pri Karpu, prinesi gredé, in knjige, zlasti pergamene.
37040e0050	Aleksander kovač mi je storil mnogo hudega; povrni mu Gospod po delih njegovih!
37040f003c	Njega se tudi tí pazi, ker silno nasprotuje besedam našim.
370410006e	O prvem zagovarjanji mojem ni mi bilo nikogar na strani, nego vsi so me bili zapustili; naj se jim ne všteva!
3704110087	Gospod pa mi je bil na pómoč in ojačil me, da se po meni zvrši oznanilo, in ga čujejo vsi pogani; in otét sem bil levu iz žrela.
3704120073	In otél me bode Gospod vsakega hudega dela in rešil v kraljestvo svoje nebeško; njemu slava na vekov veke! Amen.
370413002e	Pozdravi Prisko in Akvilo, in Onezifora hišo.
3704140041	Erast je ostal v Korintu; Trofima pa sem pustil bolnega v Miletu.
3704150064	Prizadeni si, da prideš pred zimo. Pozdravlja te Evbúl in Pudent in Lin in Klavdija in bratje vsi.
37041600be	Gospod Jezus Kristus z duhom tvojim! Milost z vami! Amen. Timoteju list drugi, prvemu glavarju izvoljenemu občine Efežanske, pisan iz Rima, ko je bil Pavel v drugič pred cesarjem Neronom.
3800000004	Titu
3801010070	Pavel hlapec Božji in apostelj Jezusa Kristusa, po veri izvoljenih Božjih in spoznanji resnice po pobožnosti;
3801020056	Na zaupanje večnega življenja, katero je obljubil Bog resnični pred večnimi časi;
3801030078	A o svojem času je razodel besedo svojo v naznanilu, katero je bilo meni izročeno po povelji rešitelja našega, Boga:
380104007b	Titu, pravemu detetu po družni veri, milost, usmiljenje, mir od Boga očeta in Gospoda Jezusa Kristusa rešitelja našega!
3801050073	Za to sem te pustil v Kreti, da popraviš pomanjkljivo, in nastaviš po mestu starejšine, kakor sem ti jaz ukazal;
380106006a	Če je kdo neoponosen, ene žene mož, otroke imajoč verne, ki niso na glasu razuzdanosti, ali nepokorni.
3801070087	Vladika namreč bodi neoponosen, kakor oskrbnik Božji, ne samovšečen, ne nagle jeze, ne pijanec, ne pretepalec, ne grdega zaslužka;
3801080046	Nego gostoljuben, dobrega prijatelj, zmeren, pravičen, svet, zdržen,
3801090071	Držeč se verne besede po uku, da bode zmožen tudi opominjati v zdravem uku, in izpodbijati nasproti govoreče.
38010a0046	Kajii mnogo je trdovratnih blebetačev in sleparjev, zlasti iz obreze,
38010b0071	katerim je treba usta zamašiti; kateri cele hiše narobe obračajo, učeč, česar bi ne smeli, za grd dobiček.
38010c0064	Rekel je nekdo izmed njih, lasten njih prorok: "Kréčani vedno lažniki, grde zveri, leni trebuhi."
38010d004d	To pričalo je resnično; zatorej jih svári osorno, da bodejo zdravi v veri,
38010e004d	Ne poslušajoč basni judovskih in ukazov ljudî, ki se obračajo od resnice.
38010f0067	Vse je čisto čistim; oskrunjenim pa in nevernim ni nič čisto; nego oskrunila sta se jim um in vest.
3801100079	Boga pravijo da poznajo, v delih pa ga zatajujejo, ker so ljudje ostudni in nepokorni in za vsako dobro delo malo pridni.
380201002c	Ti pa govórí, kar se spodobi zdravemu uku:
3802020052	Da starci bodijo trezni, spodobni, zmerni, zdravi v veri, ljubezni, stanovitnosti;
380203006b	Starke enako v vedenji, kakor se svetim spodobi, ne obrekljive, ne mnogemu vinu vdane, dobrega učiteljice,
3802040037	Da svaré mlajše ženske, naj ljubijo može in otroke,
380205006f	Spodobne bodo, čiste, dobre gospodinje, blagovoljne, pokorne svojim možém, da se ne preklinja Božja beseda.
3802060037	Mlajše moške isto tako opominjaj, da naj bodo zmerni;
3802070060	Stavi se vsem za zgled dobrih dél, v uku nopopačenost, dostojnost, zdravo besedo, neoporečno,
380208003c	Da se nasprotnik osramoti, ker nima kaj slabega reči o vas.
380209004b	Hlapci naj bodo pokorni svojim gospodom, v vsem ugodni, naj ne odgovarjajo,
38020a0061	Ne izmikajo, nego kažejo sleherno dobro zvestobo, da uk rešitelja našega Boga lepšajo v vsem.
38020b003a	Kajti prikazala se je milost Božja rešilna vsem ljudém,
38020c0079	Opominjajoč nas, da zatajivši brezbožnost in posvetno poželenje zmerno in pravično in pobožno živimo na tem svetu,
38020d0063	Čakajoč blaženega upanja in prikazni slave velikega Boga in zveličarja našega Jezusa Kristusa,
38020e0082	Kateri se je dal za nas, da bi nas rešil sleherne nepostavnosti in posvétil sebi za izbrano ljudstvo, goreče za vsa dobra dela.
38020f0051	Tako govóri in opominjaj in svári z vsem poudarkom! Nihče naj te ne zaničuje!
3803010068	Opominjaj jih, da hodijo pokorni poglavarstvom in oblastim, poslušni, pripravljeni na vsako dobro delo;
3803020076	Nikogar naj ne preklinjajo, naj ne bodo prepirčni, nego odjenljivi, kažejo naj sleherno krotkost proti vsem ljudém.
38030300cf	Bili smo namreč tudi mi nekdaj nespametni, neposlušni, tavajoči, služeči mnogoteremu poželenju in razveseljevanju, živeči v hudobnosti in nevoščljivosti, sovraštva vredni, sovražeč se med seboj;
3803040048	Ko se je pa prikazala dobrota in ljudoljubnost rešitelja našega, Boga,
380305008b	Rešil je nas, ne iz del v pravičnosti, katera smo mi storili, nego po usmiljenji svojem, po kopelji prerodbe in ponovljenja Duha svetega,
3803060047	Katerega je obilo razlil nad nas po Jezusu Kristusu, rešitelji našem,
3803070058	Da bi, opravičeni po milosti njegovi, dediči postali poleg upanja večnega življenja.
3803080087	Resnična je beseda, in to hočem da potrdiš, da bode verujočim v Boga skrb dobra dela doprinašati; to je dobro in koristno ljudém.
3803090073	Abotnih pa pregovarjanj in rodopisov in prepirov in bojev o postavi ogiblji se; brez koristi so namreč in veljave.
38030a0040	Strankarskega človeka odvrni, posvarivši ga enkrat in dvakrat,
38030b003c	Vedóč, da je ták popačen, in greši, so kam sebe obsoja.
38030c0077	Kader pošljem Artema k tebi ali Tihika, prizadeni si, da prideš k meni v Nikopolj; tam namreč sem prezimiti sklenil.
38030d0042	Zena postavouka in Apola pridno spremi, da ničesar ne pogrešata.
38030e005b	Učé se naj pa tudi naši dobra dela doprinašati za silne potrebe, da ne bodo brez sadú.
38030f00b6	Pozdravljajo te vsi pri meni. Pozdravi njé, ki nas ljubijo v veri. Milost z vami vsemi! Amen. Titu, občine krečanske prvemu izvoljenemu glavarju, pisano iz Nikopolja v Macedoniji.
3900000008	Filemonu
3901010058	Pavel jetnik Kristusa Jezusa in Timotej brat, Filemonu ljubljenemu in sodelalcu našemu,
3901020047	In Afiji ljubljeni in Arhipu sovojaku našemu in občini v hiši tvoji:
3901030044	Milost vam in mir od Boga očeta našega in Gospoda Jezusa Kristusa!
390104004a	Zahvaljujem se Bogu svojemu, vedno spominjajoč se tebe v molitvah svojih,
3901050057	Ker slišim o ljubezni tvoji in veri, katero imaš do Gospoda Jezusa in do vseh svetih,
3901060064	Da vkupnost vere tvoje krepka postane v spoznanji vsega dobrega, katero je v vas za Kristusa Jezusa.
390107006e	Kajti veliko radost imamo in tolažbo zaradi ljubezni tvoje, ker so osrčja svetih poživila se po tebi, brat.
3901080048	Zato, dasí imam veliko zaupanje v Kristusu ukazati ti, kar je spodobno,
3901090061	Prosim te raji zaradi ljubezni, tak, kakoršen Pavel stari, sedaj pa tudi jetnik Jezusa Kristusa;
39010a0044	Prosim te za dete svoje, katéro sem rodil v sponah svojih, Onezima,
39010b0056	Tebi nekdaj nekoristnega, sedaj pa tebi in meni koristnega, katerega sem nazaj poslal;
39010c0026	Ti pa ga, to je osrčje moje, sprejmi!
39010d0056	Jaz bi ga bil rad ohranil pri sebi, da bi mi na mesti tebe služil v sponah evangelja;
39010e006a	A brez mnenja tvojega nisem hotel nič storiti, da dobrota tvoja ne bode kakor po sili, nego prostovoljna.
39010f004d	Kajti lahko da je bil zato nekaj časa ločen od tebe, da bi ga imel vekomaj;
3901100070	Ne več za hlapca, nego nad hlapca, brata ljubljenega, sosebno meni, kolikanj bolj pa tebi, v mesu in v Gospodu.
3901110039	Ako imaš torej mene za tovariša, sprejmi ga kakor mene.
3901120042	Če ti je pa kaj žalega storil ali je dolžan, tisto meni vštej;
390113006c	Jaz Pavel pišem sè svojo roko, jaz bodem plačal; da ti ne rečem, da si mi tudi še samega sebe dolžán.
3901140053	Dà, brat, da bi jaz imel korist od tebe v Gospodu! Poživi osrčje moje v Gospodu!
3901150058	Zaupajoč v pokorščino tvojo pišem ti, vedoč, da bodeš še več storil nego pravim.
390116005f	Zraven pa pripravi mi tudi prenočišče. Kajti upam, da vam bodem podarjen po molitvah vaših.
3901170038	Pozdravljajo vas Epafra, sojetnik moj v Kristusu Jezusu,
390118002b	Mark, Aristarh, Dema, Luka, sodelalci moji.
3901190069	Milost Gospoda našega Jezusa Kristusa z duhom vašim! Amen. Filomenu pisano iz Rima po Onezimu hišniku.
3a00000009	Hebrejcem
3a0101004d	Potem ko je Bog nekdaj mnogokratno in mnogolično očetom govoril v prerokih,
3a0102007c	govoril nam je o teh zadnjih dnevih v sinu, Katerega je postavil za dediča vseh stvari, po katerem je tudi svetove naredil,
3a010300af	Kateri, odsvit slave in značaj bitja njegovega, in vse noseč z besedo moči svoje, po sebi storivši očiščenje grehov naših, sédel je na desnico veličastva v višavah,
3a01040054	In je tolikanj boljši postal od angelov, kolikor odličneje ime je dobil mimo njih.
3a0105008a	Kajti kateremu je rekel izmed angelov: "Sin moj si ti, jaz sem te danes rodil?" In zopet: "Jaz mu bodem za očeta, in on mi bode za sina?"
3a01060059	In ko bode zopet prvorojenca vpeljal v svet, pravi: "In molijo ga naj vsi angeli Božji."
3a0107005d	In angelom pravi: "On, ki dela angele svoje za vetrove in služabnike svoje za ognja plamen."
3a0108005d	In sinu: "Prestol tvoj, o Bog, na veka vek. Pravičnosti žezlo je kraljestva tvojega žezlo.
3a01090079	Ljubil si pravico in sovražil nepostavnost. Zato te je pomazilil Bog, Bog tvoj, z radosti oljem pred tovariši tvojimi."
3a010a004b	In: "Ti si s konca, Gospod, ustanovil zemljo, in rok tvojih dela so nebesa;
3a010b0047	Njih bode konec, ti pa ostaneš; in vsa se bodo postarala kakor obleka,
3a010c0066	In kakor plašč jih bodeš zvil, in izpremenila se bodo; ti pa si isti, in let tvojih ne bode konec."
3a010d0081	Kateremu pa izmed angelov je rekel kdaj: "Sédi na desno meni, dokler ne položim sovražnikov tvojih za podnožje nogam tvojim?"
3a010e005b	Niso li vsi služabni duhovi, v službo pošiljani za nje, ki imajo podedovati zveličanje?
3a0201004f	Zato nam je treba tolikanj bolj paziti na to, kar smo slišali, da nam ne uide.
3a02020076	Če je namreč beseda po angelih govorjena postala gotova, in je vsak prestopek in neposluh dobil zasluženo plačilo,
