2800000005	Matai
37020d0042	Matan kekao uwoliuzhe hhe dou kekao wo. Hhe goyane ghudandu dane."
37020e00a2	Chi enezighan shiqinlai hhelade qixin gie. Kielien jiere bu jianjindu giezhi Hudai melie hhelade fenfula. Ene yama haochu uwo, zi chenliesan kunlai qida olughane.
37020f0072	Chi xiacha giezhi yama shizhekui wizhi Huda chenren giesan wiliechi gholu. Zhendaoni ulie codaghazhi goude jianji.
3702100063	Yama genzi witu duyani kielienlase gholodo. Ene izhun kielien kunlai yebeiseye Hudase gholodoghane.
370211005d	Hhelai kielien neizhen niekielien wo, yefuseye fugiedane. Hhelai dunda Ximinai, Feilitu wine.
370212007c	Hhela aminne olusan shiqin daowo giezhi kieliedene zhendaose wirulawo. Ingiezhi ezighan kunlai xianxin giesei qida olughawo.
37021300aa	Ingieliuzhe Hudai khidun jichu tashi undan wo. Jiereni, "Ezhan kienshi hhenughun bikui mejiene." pse, "Kien Ezhanyi nierei waradase gou winise likai gie." giezhi huaizho.
370214009d	Bayan giede injisan ighalashi gon antan, miengughala giesan pusho, muzha, wazhaghala gieseiye wine. Niezhanlai zhunyonide injine, niezhanlai ibannide injine.
37021500b6	Kien goyane ganjinrazhi enezighan doghunnilase likai giese guizhunni igha gholune. Zhiguitu gholughazhi danxin jiese Ezhan injise heshi wo, yanyanji gou shiqin giekude zhunbei giene.
3702160086	Chi nasuchighan kunni nefuxinni piizhi ganjin zhugheghala Ezhanse waradachen kunlare hhantu gundanni, xinyanni, orekuni, heqini dagha.
3702170057	Yama ulie mejieku benni jianjindukuse gholodo. Ene zinen kunni jianjinduzhi hendaghane.
3702180072	Ezhanni hojila ulie jianjindukuni wo. Indan jien kunlade renyide duidai giezhi goude surughazhi rennai giekuni wo.
3702190072	Fandui giesan kunde renyide sughakuni wo. Ingiese kenen Huda hhelade geizhen gieku zhughe ogise zhendaoni mejiene.
37021a0058	Ibilisi bareidene Ibilisini kielienyi chenliesan hhela xiereidene Ibilisini onse andane.
370301002f	Duya barakude chijia shihou kuzhekui chi mejie.
37030200b3	Hhe shihoude kunla zi goyane guine, baerni neiine, goyane kuaizhi fugiede uzhene, suibiende sugiene, ana adane kielienyi ulie chenliene, kunlai gouni matane, xienlian witui giene,
3703030091	zhughede orekui uwo, kunlai ulie rouliene, doghun kielienghala beimiende kieliene, goyane kunzhi ulie giene, yedou no wo, gouni giekude xiqi uwo,
370304006d	kunlai ghudandune, ulie sumulazhi hu giene, goyane bi wo giezhi undude uzhene, hu nadukude Hudase olon orene,
370305005b	jiomunni gieku yanzi winema, jiomunni nenlii chenren ulie giene. Chi imutu kunlase gholodo.
3703060095	Hhelai dunda kunlai giede zhomuji oro naozi witu biereilai shunjighachen kun wine. Ene izhun biereila zuini beiliezhi yanyanji nefuxin hhelai miizho.
3703070035	Hhela chan suruzhoma, izhi zhendaoni minbai olu dane.
3703080098	Eqighandei Yani, Yanbighala matugiezhi Musai duiku mutun enezighan kunlaye qingiezhi zhendaoni duizho. Hhelai zhughe qida oluwo, xinyannishiye jiani wo.
3703090060	Ingieliuzhe hhelanughun chenji dane. Hhelai benni hhe ghua kun mutun olon kunlai melie khizhene.
37030a0063	Ede bi surughasan, bi gieku yanzi, mii ibeiku fanxian, xinyan, rennai gieku, oreku, khidunde beiku,
37030b00b1	da bi Anqiya, Igenien, Lusidede shouisan kui, mii heisan shiqinlai chi man uzhezhi mejiewo. Mii heisan zhenzhenji fugie wo! Ingieliuzhe Ezhan mii enelase jiuizhi likai gieghawo!
37030c0054	Shijishan Mexiha Ersai sudoro xienliande udu daone giesan kunla man heikuni shouine.
37030d0062	Doghun kun, piendachen kun yebeiseye doghunshine. Hhela kunlai piendazho, kunlaye hhelai piendane.
37030e005f	Ingieliuzhe chi surusanne, xianxin giesanne goude barei. Chade surughasan kunlai chi qinchu wo,
37030f0071	pse chi gaxienzise zhiguitu jinwunni mejiene. Ene jinwun chi Mexiha Ersai xianxin giese jiuiku hhe aghelii ogine.
3703100090	Jinwunshi man Huda kunyi zhughei gojiolughazhi gieghasan wo. Kunlade surughakude, kheilakude, geizhen gieghakude, olusanyi gieghakude zoin wine.
370311005b	Ingiezhi giese Hudai kunni hen kun gholughazhi yanyanji gou wilie giekude zhunbei gieghane.
3704010088	Hudai melie, jianlai amitu kun, fugusan kunyi panjiku Mexiha Ersai melie, pin Ersa xienjiku, pse hhei qienlighala chade hende fenfulaye.
3704020097	Chi Hudai kielienyi chonji. Shihou heshi winu uwoliuzhe izhigie gie. Kunlade sughakude hende rennai giezhi geizhen giegha, kheila, pse sughazhi kielie.
37040300a4	Ingiezhi kieliekushi hhe shihou kuzhese kunla olusan daolini ulie chenliedene duranghalane goya chenlieku xiqi bitu kielienyi jianjiku loushilai ereizhi olodoghane.
3704040041	Dou zhendaoi ulie chenliezhi kharei hu kieliesan guhuani daghane.
3704050082	Ingieliuzhe chi yandeliuzhe jinshenshighan, ku shouikuse bu ayi, gouxioxii chonjichen kunyi wiliei giezhi goya renwune onchen gie.
370406004e	Ede mii Hudade khughone giezhi zhunbei giezho, duyase likai gieku ghujinlazho.
3704070052	Bi nie gou zhan ijin eghiwo, holuku moni holu baraghawo, xinyanniye izhi bareizho.
3704080098	Ede gundanni jianlii made liuizho. Gundanghala panjiku Ezhan hhe udude made ogine. Zinie made ogikui pusho, Hhe pse xienjikui panjichen kunladeye ogine.
3704090027	Chi jinlianji ghujighan mii enende ire.
37040a006f	Jima duyani shei dazhi mii benda jiedene Qiesalonijiade echiwo. GeleshiJialataide echiwo. QidoDamataide echiwo.
37040b005e	Zinie Lujia bighala hhantu wo. Chi irekude Makei uduru ire. Hhe bi chonjiku wiliede zoin wine.
37040c0025	Bi Tuijigui peizhi Ifusode echighawo.
37040d0076	Chi irekude Teloyani Jiabuni giede bi jiesan jienyimi, pse hhezighan shu, tebieshi hhe ghoni arasun shulai agidei ire.
37040e006e	Tun giesan kun Yalishanda olon doghun shiqin giezhi mii heiwo. Ezhan zhao hhe giesan mutun hhende bouin giene.
37040f0041	Chiye hhei xioxin gie. Hhe matanyi kielienyi hende fandui giezho.
370410007b	Mii ji 1 hui shenwun giekude kiema made banman ese giezhi da mii bendawo. Bi xiwon giese ene zuini Huda hhelade bu ogi gie.
37041100a1	Ingieliuzhe Ezhan mii kanzide beizhi made lilian ogiwo. Mii gouxioxii chonji baraghadene niman kunlade man chenlieghawo. Hhe dou mii shizii amanse jiui khizhewo.
3704120087	Ezhan mii yanyanji doghun shiqinlase jiui khizhezhi asiman jieredu hhei gojiade pinnan oroghane. Kuaikui chanqi izhi hhende ogi. Amine!
370413003a	Baijila, Yajila, pse Anisefui nie gie kunlade kielien asa.
3704140048	IladuGelindode souwo. Telofeimo gienmerese bi hhei Milidude feilieghawo.
3704150072	Chi uncha orotula ghujighan mii enende ire. Yubulo, Buqien, Linu, Gelaojiya pse gaijiula man chade kielien asazho.
3704160041	Ezhan chighala hhantu bi gie. Hhei nenjienye tanre hhantu bi gie!
3800000004	Qido
3801010090	Bishi Hudai hoji, Ersa Mexihani shitu Baolo wo. Huda sunghusan kunlai xinyande, pse kunyi xienlian gholughaku zhendaoni mejieghakude mii peizho.
380102007b	Ene zhendaode chanqiku aminni xiwon wine. Eneshi ghudan ulie kieliechen Huda duyai zhayaghaku melie matande dain giesan wo,
380103008c	heshiji shihou kuzhese gouxioxi chonjikude hhei daolini xienji khizheghawo. Mai jiuichen Huda ene chonjiku wiliei minlin xiaizhi made ogiwo.
3801040095	Bi niekielienji xinyan jiere made zhenzhenji kewon danlasan Qidode xin huaizho. Ada Huda, pse mai jiuichen Mexiha Ersa chade nenjien, pinnan ogi gie!
3801050094	Bi chii Kelitedaode feilieghaku mujishi giezhi baragha dasan shiqinni gie goudaghazhi pse bi chade fenfulasan mutun go chenshide zhanlao tei giezho.
38010600a9	Teisan kunde kunla yama kieliekui uwo, zi niekozi bierei agine, kesilani Ezhanyi xianxin giene, kesilani hu giene, pse kielien ulie chenliene giezhi kunla ulie kieliene.
38010700c2	Jiohuini uzhechenshi mechii gonjichen wo, indan kunla hhei yama kieliekui uwo. Kunlai meilade ulie uzhene, suibiende ho ulie kune, jiugui ulie danlane, kun ulie eghine, baerni tanxin ulie giene.
3801080063	Bayasuzhi zhochen jienliene. Gounide xiqi wo. Goude, gundande, zhiguide giene. Goyane kunzhi giene.
3801090079	Surusan zhendaolini goude bareine. Ingiese olusan daolighala kunlade sugha shidane, fandui giesan kunlade kielie shidane.
38010a00a7	Ingiekushi kielien ulie chenliezhi ibari witu kielien kieliezhi piendachen kun olon wo, tebieshi hhe ijinyo hetoune gie giesan Yutaini Mexihai xianxin giesan kunla wo.
38010b0092	Hhezighan kunlai amanyi duighakuni wo. Hhela ulie shizhedene baerde oluzhi kunlade ulie surughakui surughazhi olon giei kunlai man qida olughazho.
38010c0089	Kelitedao goya oronni nie xienzhi kieliezhi daowo, "Kelite kunla chan ghudan kieliene, doghun chushen wo, jin ijiekure wo, langan no wo."
38010d0059	Ene kielienshi shuhua wo. Ingiese chi hhelai hende kheilazhi hhelai xinyanni khiduzhegha.
38010e004b	Yutai kunni guhua, pse zhendaose likai giesan kunni minlinyi bu chenliegha.
38010f008b	Zhigui kunde yanliuzhe ganjin wo. Ganjin witu, xianxin ulie giechen kunde yanliuzhe ganjin uwo, hhelai sumulaku, lianxinlani man zannan wo.
3801100081	Hhela kieliekude Hudai tanine giezhoma, giekude tani dazho. Hhela kunlai hokughane, kielien ulie chenliene, yama gounii gie dane.
3802010030	Chii kieliese chi olusan daolide heshini jianji.
380202008f	Oqio loujigalade goyane kunzhi gie, kunla zunzhun gieku mutun gie, xioxinde gie giezhi surugha. Xinyande, orekude, rennai giekude goude giegha.
380203008b	Oqio biereilaye niekielien wo. Hhelade xienliande gie, kunlai beimiende bu kielie, jiude hoji bu danla, kunlade gouni sugha giezhi surugha.
3802040048	Ingiese hhela nasuchighan biereilade sughazhi zhanguiji, kesiladene ore,
380205007a	xioxinde, undande bei, giene gui, kunlade goude gie, zhanguijine shunji giezhi surugha. Pse Hudai kielienni kunla sugiene.
380206003e	Nasuchighan ere kunladeye xioxinde gie giezhi sughazhi kielie.
3802070062	Chi yan shiqindeliuzhe goyane gouni giezhi yanzi uzhegha. Chi sughakude loushide, renzhende sugha.
380208006b	Yama moubin erei daku gou kielienghala kielie. Ingiese mai fandui giesan kunla shizhedene yama kielie dane.
3802090056	Hojila ezhanne shunjikuni wo. Yan shiqindeliuzhe ezhanne bayasugha, yama huida bu gie.
38020a006c	Dunxi bu ghula. Kunlai zhenzhen xinren giegha. Ingiese yandeliuzhe mai jiuichen Hudai daolide kuaikui irene.
38020b0039	Hudai jiuiku nenjien jien kunlade man xienjizhi khizhewo.
38020c008b	Ene nenjien mai donlien giezhi xienlian witu zhugheni, duyani nefuxinni widaghazhi ene duyade xioxinde, gundande, xienliande udu daoghazho.
38020d007a	Pse matan panjisan futanni udu irekui sagheizho. Hhe shihoude nenlitu Huda, mai jiuichen Ersa Mexihani famani xienjighane.
38020e008e	Hhe matande oluzhi goyane duya ijiekushi soyuji uhunnise mai shuizhi ganjinraghadene goyadene bexin danlaghazhi rexinde gouni gieghane giezho.
38020f0070	Enelai chi kunlade sugha. Qienline bareidene kunlade sughazhi kheilazhi kielie. Kunlai goyane gajide bu uzhegha.
3803010089	Chi kunlade qixin giezhi gonjisan, qienli bareisan kunlai shunjizhi minlinyi zunji gie. Pse suishi zhunbei giezhi yanyanji gouni gie gie.
3803020057	Kunlai bu sugiezhi bu zhenjindu gie. Go kunlade renyide giezhi goyane meilade uzhe gie.
38030300ad	Yenlai matanye men wo, kielien ulie chenliene, miizho, yanyanji nefuxin, xianshou giekude hoji danlawo. Mouxien, dubilieku dunda udu daozho, chou bareizhi nieniene henjizho.
3803040039	"Ingiekude mai jiuichen Huda nenjien, orekui xienjighazhi
380305009c	mai jiuiwo. Matan goyane giesan gou wilieghala jiuisan pusho, hhe ubali xiizhi Shenlinghala jiuiwo. Shenlin matanyi waghazhi erchan olughawo, shinishighawo.
3803060051	Huda mai jiuichen Ersa Mexihaghala Shenlinyi matanyi jiere zhengiejia olon kiewo.
3803070065	Ingiese hhei nenjienghala matan zui wituni gholudene Hudai houdei gholuzhi chanqiku aminni panjizho."
38030800b8	Ene kielien oluzho. Bi xiwonshi chi enezighan shiqinlai izhigie bu beidene giezhi Hudai xianxin giesan kunlai zeixin giezhi gouni giegha. Eneshi man gou shiqin wo, kunlade haochu wine.
380309009e	Chi hu zhenjindukuse pii. Xienrenlani niere jilasan shu jiere, pse Yutai kunni guijin jiere jianjiduzhi sugiendukuse pii. Enela yama haochu uwo, yama isi uwo.
38030a004a	Zhomen ghughachen kun bise 1 lianhui jingao giedene hhelare laiwon bu gie.
38030b0059	Ene izhun kunla daolini bendadene chan zui giezhi goyadene zui jinjiwo. Enei chi mejiene.
38030c0090	Bi Yaqimai onu Tuijigui chii hhende peizhi echighakude chi ghujighan Nigepolide mii ochirale ire. Bi jiejin giezhi hhende uncha daoghane giezho.
38030d005c	Chi Xina lishi, Yabologhalade jinlianji banman giezhi goude dafala. Hhelade yama bu chaigha.
38030e0076	Mai kunla yama gou jiego ulie khizheghaku udu daose ulie olune. Kunla xiyo bikude banman giezhi gouni giekude surugha.
38030f0084	Mare hhantuku kunla chade kielien asazho. Xinyan jiere matande oresan kunlade bi asazho gie. Hudai nenjien ta manlade hhantu bi gie!
3900000008	Feilimen
390101006a	Mexiha Ersade oluzhi bafanzi sousan Baolo, gaijiu Qimotaighala bijien oresan hhantu wilie giesan Feilimen,
3901020070	oqinjiu Yafeiya, bijienre hhantu budui danlasan Yajibu, pse chii giede hhantulasan jiohuini kunlade xin huaizho.
390103003e	Mai ada Huda, Ezhan Ersa Mexiha tande nenjien, pinnan ogi gie!
3901040045	Bi niefanie bi zunjisan chanqiku Hudade chii qiizhi mafan kieliekushi
3901050045	bi chenliese chi soyuji shentulade orezhi Ezhan Ersai xianxin giezho.
3901060088	Bi onxian giese chi xianxin giekughala laiwon giesanlai zoin khizheghadene Mexihai sudoro matande bisan gounilai man goude mejie giezho.
390107004f	Gaijiu, chi orezhi shentulai futanshighase biye hende bayasuzhi zhughene teiwo.
390108005e	Ingiese bi Mexihai miende danzine fugiedaghazhi chii fenfulazhi indan giekui giegha shidanema,
3901090059	bi oreku zhugheghala chii xiahua gieye. Bi oqio kun, Mexiha Ersade oluzhi bafanzi soudene
39010a005c	Aniximude oluzhi chii xiahua gieye. Bi bafanzide bikude bi hhende xinyan jiere ada danlazho.
39010b0041	Melieshi hhe chade yama zoin uwoma, ede matan ghualade zoin wine.
39010c0055	Bi ede hhei peizhi chii hhende khareizhi echighaye. Hheshi mii zhughe jieredu kun wo.
39010d0070	Benlai bi hhei enende feilieghazhi bi gouxioxide oluzhi bafanzi soukude chii oronde goyane ushilaghane giezhoma,
39010e006b	chi tunyi wise bi ingiezhi gieku duran uwo. Chi gouni giese mienqian ulie giezhi goya duralazhi gie giezho.
39010f0056	Hhei zhanshi jiere chase likai gieghakushi kenen chighala chanqi hhantulaghane giezho.
390110008a	Ede hheshi zinie hoji pusho, oresan gaijiu wo. Kunni fanmien, Ezhanni fanmiende uzhese made oluzhi ingiezho, chade oluzhi genjia qingiene.
3901110049	Ingiese chi mii lienshou danlaghazhoshi mii jienlieku mutun hhei jienlie.
3901120045	Hhe chade yan kuighazhi chade yan chaizhoshi man mii zhan jiere jila.
3901130064	Bi honjiye. Eneshi bi qinsi huaisan wo. Chi made yan chaisei bu kielieye. Chii aminshi bi ogisan wo.
3901140056	Gaijiuya, Ezhanyi miende made banman nie gie. Mexihai miende mii zhughede futanshigha!
390115006f	Chi mii kielienyi chenliekui bi hende xianxin giezhi xin huaizho. Chi bi kieliesanse da olon giekui bi mejiene.
3901160078	Pse chi made souku oron nie zhunbei gie. Huda tai onxian giesanyi dain giezhi mii tai hhende echighakui bi xiwon giezho.
390117004e	Mexiha Ersade oluzhi bighala hhantu bafanzi sousan Ibafu chade kielien asazho.
3901180051	Bighala hhantu wilie giesan Make, Yalidagu, Jima, Lujia man chade kielien asazho.
3901190036	Ezhan Ersa Mexihai nenjien tanre hhantu bi gie. Amine!
3a00000007	Xibolai
3a0101005b	Gushihoude Huda xienzhilai tungo giezhi mai xienrenlade haojihui, olon banfaghala kieliewo.
3a01020097	Duya baraku ene xienzide kewonne tungo giezhi matande kieliewo. Huda hhei soyujilai jienliechen kun danlaghawo. Da hhei tungo giezhi alanni zhayaghawo.
3a010300be	Hheshi Hudai famatui faighachen gon wo. Hudai xinbinni onqiende daibio giezho. Nenlitu kielienghalane yanyanjilai gonjizho. Mai zuini ganjinraghadene undu, fugietu Hudai borun miende souzho.
3a01040052	Hhe jienliesan niere qienxienlani nierese fama wo. Ingiezhi qienxienlase undudawo.
3a010500b2	Huda alinie qienxiende, "Chishi mii kewon wo. Enedu bi chade ada danlawo." giezhi kieliezhi daozho? Pse, "Bi hhende ada danlane. Hhe made kewon danlane." giezhi kieliezhi daozho?
3a0106005e	Pse Huda fugie kewonne duyade ireghakude, "Hudai qienxienla, man hhei beii." giezhi kieliezho.
3a0107006f	Huda qienxienlani kieliese, "Huda qienxienlane kei gholughazho, hojilane khan gholughazho." giezhi kieliezhoma,
3a01080063	kewonne kieliese, "Huda, chii baozoshi chanqi izhiku wo. Chi gundannighala goyane gojiani gonjizho.
3a01090085	Chi gundannide xiqi wo, doghunnii henjizho. Ingiese Huda, yeshijiu chii Huda chade bayasukui ogizhi hhantu kunlase daoghawo." giezho.
3a010a005c	Pse kieliezho, "Ezhan, dei qiikude chi zeminde jichu giewo. Asimanyiye chi khaghalane giewo.
3a010b0049	Zemin, asiman widanema, chi izhi wine. Hhela man jien mutun khuichenrane.
3a010c006a	Chi hhelai jien mutun horo agine. Hhela jien mutun bienjinema, Zinie chi niekielien wo. Chanqi amiturane."
3a010d0073	Huda alinie qienxiende, "Bi duitoulaichii kon dourachii teitula chi mii borun miende sou." giezhi kieliezhi daozho?
3a010e006d	Qienxienlashi man zinie ushilachen ruhher wo. Huda peidene jiuikuni jienliene giesan kunlai ushilaghachen wo.
3a02010057	Ingiese matan chenliesan daolini ijinyo genjia goude jilakuni wo. Pse daolise wirulane.
3a0202006d	Qienxienlai tungo giezhi kieliesan kielien xiogo wine. Jien zui fanjizhi ese shunjisanlai man gundande faiwo.
3a020300b4	Ingiese matan imekie fugie jiuikui yamacha ulie teise matugie faikuse andane? Ene jiuikushi Ezhan xien qinsi kieliesan wo, khuinashi Ezhanse chenliesan kunla matande zhenmin giewo.
3a02040094	Hudaye ghudureqi, fugie shiqin, yanyanji nenlitu shiqinghala, pse duranghalane kunlade ghughazhi ogisan Shenlinni nenjienghala hhantu ganzhen beiwo.
3a02050051	Matan ede kieliesan jianlaiku duyani Huda qienxienlade jiuizhi ese gonjighazhoma,
3a0206008c	jinwun jieredu nie oronde ganzhen beizhi kieliezho. "Kunshi yan wo, chi dou hhende zhughe chilane? Kunshi yan wo, chi dou hhei zhaogu giene?
3a0207005c	Chi hhei zhanshi jiere qienxienlase boghonidaghawo. Hhende fama, zhiguitu maghalai zhoghawo.
3a0208009d	Soyujilai hhei kon doura shunjighawo." Hhende soyujilai shunjighawo giese hhei uye shunjikui nieda uwoma, ede soyujila hhei shunjisei matan dou chanla dazho.
3a020900b2	Matan chanlasanshi qienxienlase zhanshi jiere boghonidasan Ersa wo. Hhe fuguku kui shouidene fama, zhiguitu maghalai zhowo. Hudai nenjienghala jien kunlade oluzhi fuguzhi daozho.
3a020a009e	Soyujilashi Hudade oluzhi, Hudai tungo giezhi bisan wo. Hhe olon kesilane famade udurukude shouku giekughala hhelai jiuiku touzi Ersai hulunshighase heshi wo.
3a020b0089	Kunlai zhiguishighasan Ersa, pse hhezighan zhiguishisan kunla man nie Adase irezho. Ingiese hhe hhelai gaijiu giezhi uruse shizhekui uwo.
3a020c0060	Hhe kieliezho, "Bi gaijiuladene chii nierei chonjine. Bi hhantulasan kunlai dunda chii doulane."
3a020d0066	Pse kieliezho, "Bi hhei kouine." Pse kieliezho, "Uzhe, bi, pse Huda made ogisan kesilare enende wine."
3a020e0085	Ingiese kesilade beye biku mutun hhe goyaneye kunni beye gholuzhi fugukui tungo giedene fugukuni qienlii bareisan Ibilisii widaghawo,
3a020f0044	pse hhezighan fugukuse ayizhi ibeizi hoji danlasan kunlai andaghawo.
3a02100050	Hhe shuhua qienxienlade banman ese giedene Iburaheimuni houdeilade banman giewo.
