2800000008	Matáayo
420e0b0108	Na muuki wa kuturikiriwa kwaavo tuuba ʉrɨ kuusa kwa sikʉ ˆjisiina ʉhero. Avo vaantʉ ˆviinamɨra ɨyo maka na kɨdabalaíyo chaachwe, na mʉʉntʉ yoyoosi ˆatalwa lʉtalo lwa irina raachwe, sɨ varɨ kʉva na pwee tʉkʉ chɨrɨrɨ chobu kwa sikʉ joosi.”
420e0c008c	Sa jeyyo, vaantʉ va Mʉlʉʉngʉ voosaakwa vayimirirye, avo noo vara vaantʉ ˆvakwáatyaa ndairiri ja Mʉlʉʉngʉ na ˆvamurúmaa Yéesu.
420e0d0112	Aho, nkateera sawúti fuma kurumwii yoosea, “Tala jei! Vatalariwa vara ˆvookwya kwaandɨra haaha kʉnʉ viilʉmanʼya na Yéesu Mweenevyoosi.” Mʉtɨma Mʉʉja woosea, “Kɨkomi hʉmʉlʉka varɨ mʉrɨmo waavo ˆwafafa sa kʉnáálo ja mɨrɨmo yaavo vatuuba jiri.”
420e0e00ed	Aho, nkalaanga, maa nkoona ichu reerʉ, na mweeri ya ɨro ichu ajáa amwaarɨ ʉmwɨ ˆarɨ ja Mwaana wa Mʉʉntʉ. Yeeye ajáa iivɨ́kɨɨre itáaji ra saháabu mutwii waachwe na ajáa akwáatɨrɨɨre múundu nkarɨ mʉkonwii waachwe.
420e0f00fe	Murimʉ mʉʉja wɨɨngɨ ʉkafuma Kaayii Njija ya Ijʉva, na kwa sawúti nkʉʉlʉ ʉkamʉsea ʉra ˆajáa iíkyɨɨre mweeri ya ichu, “Toola múundu waande kuchwa sa mpɨɨndɨ jo chwa jafíkire, na viintʉ vyo chwɨɨwa vya weerʉ vyakángɨɨre.”
420e100089	Maa ʉra ˆajáa iíkyɨɨre mweeri ya ichu, akawʉmɨra múundu yaachwe na kʉrɨ weerʉ, maa viintʉ vyo chwa vya weerʉ vikachwɨɨwa.
420e11006d	Aho, murimʉ mʉʉja wɨɨngɨ ʉkafuma Kaayii Njija ya kurumwii, ʉhʉ nowo ʉjáa watɨɨte múundu nkarɨ.
420e12013d	Aho, ʉkafʉmɨra murimʉ mʉʉja wɨɨngɨ fuma masabáahwii. Ʉwo murimʉ noo wɨɨmɨrɨráa mooto, ʉkalʉʉsa na sawúti nkʉʉlʉ, wookʉʉsea ʉra ˆʉrɨ na múundu ˆyahʉʉmba, “Toola múundu yaako ˆyahʉʉmba, ʉkere no jiinga vicháanda vya sabíibu ja weerʉ, sa sabíibu jaachwe haaha javíriirwe.”
420e1300c2	Ʉra murimʉ mʉʉja ʉkawʉmɨra múundu yaachwe na kʉrɨ weerʉ yoosi, ʉkakera sabíibu ja weerʉ, maa ʉkajiwʉmɨra na iduundwii ikʉʉlʉ ro mɨnyɨra sabíibu ra nkalari ya Mʉlʉʉngʉ.
420e1400e2	Ijo sabíibu jikaminywa aho iduundwii ro mɨnyɨra sabíibu ˆrɨrɨ weerwii ya múuji na sakami fuma aho iduundwii, ʉlɨ́ɨ́hɨ waachwe ɨkafika matwii ya faráasi na ikiika kwa ʉlɨ́ɨ́hɨ wa kilomíita magana yatatʉ.
420f0100c8	Aho, nkoona isháara yɨɨngɨ nkʉʉlʉ na yo hwaalarya kurumwii, mirimʉ miija mufungatɨ ˆɨrɨ na marema mufungatɨ yo hererya. Ayo marema mufungatɨ noo yarɨ kiimanʼya nkalari ya Mʉlʉʉngʉ.
420f020116	Kei, nkoona kɨɨntʉ ˆkɨrɨ ja mayɨya ya kɨóo, ˆyasaangiwa na mooto. Ivarwii raavo, vajáa viímire vaantʉ ˆviisiinda ɨra maka, kɨdabalaíyo chaachwe na náamba ya irina raachwe. Avo vaantʉ vajáa vakwáatɨrɨɨre mawuumbi ˆmeene vajáa vahɨɨwe nɨ Mʉlʉʉngʉ.
420f030106	Vɨɨmbáa lwɨɨ́mbo lwa Mʉ́sa, mʉtʉmami wa Mʉlʉʉngʉ na lwa Mwaana wa Muundi voosea, “Ijʉva Mʉlʉʉngʉ Mweenengururu joosi, mɨrɨmo yaako nɨ mɨkʉ́ʉ́lʉ na yahwáalaryaa! Njɨra jaako nɨ ja ʉwoloki na ja kɨkomi, ee Mʉtemi wa ɨsɨ joosi!
420f0400f3	Nɨ ani sɨ ˆarɨ koofa weewe ee Ijʉva? Nɨ ani sɨ ˆarɨ rɨbweeyyiirya nkongojima irina raako? Weewe weemweene noo Mʉʉja. Ɨsɨ joosi ja weerʉ kʉʉja jiri na kwaako, noo kwiinamɨra, sa mɨrɨmo yaako ya ʉwoloki, yiiváriywɨɨre.”
420f0500a7	Ayo ˆyakalooke, maa nkoona Kaaya Njija ya Ijʉva noo kʉsea itibu ro kiinamɨra ˆrɨláɨra Mʉlʉʉngʉ nɨ hamwɨ arɨ na vaantʉ, ˆrɨrɨ kurumwii raywɨ́ɨrwe.
420f0600ff	Ɨra mirimʉ miija mufungatɨ ˆɨrɨ na marema mufungatɨ, ɨkafuma na weerwii ya Kaaya Njija. Ɨyo mirimʉ miija ɨjáa yiivɨ́kɨɨre ɨngo njerʉ ja kɨtáani ya kɨkomi ˆɨlávalavaa, na vipeembii vyaavo ɨjáa yiichúungire mɨkandala ya saháabu.
420f0700ca	Aho, ʉmwɨ wa vira viúumbe vine ˆviri mooyo akɨɨheera ɨra mirimʉ miija mufungatɨ, kɨra ʉmwɨ bakúuri ya saháabu ˆɨmémire nkalari ya Mʉlʉʉngʉ ˆarɨ nkaasʉ kwa sikʉ ˆjisiina ʉhero.
420f0800d6	Ʉko Kaayii Njija, maa kʉkamema muuki wo koonekya nkongojima ya Mʉlʉʉngʉ na lʉvɨro lwaachwe na kusiina ˆadaha kwɨɨngɨra tʉkʉ, fʉʉrʉ yara marema mufungatɨ ya ɨra mirimʉ miija mufungatɨ yakiimane.
42100100c6	Aho, nkateera sawúti nkʉʉlʉ fuma Kaayii Njija ya Ijʉva yookɨɨsea ɨra mirimʉ miija mufungatɨ, “Tamanyi mukiite ayo mabakúuri mufungatɨ ya nkalari ya Mʉlʉʉngʉ kʉrɨ weerʉ yoosi.”
42100200f7	Murimʉ mʉʉja wa ncholo ʉkadoma noo kiita bakúuri yaachwe mweeri ya ɨsɨ. Aho, kʉkava na masʉʉngʉ ˆyarɨ ʉsʉʉngʉ mʉnʉmʉʉnʉ, yakavakwaata vara voosi ˆvarɨ na lʉtalo lwa ɨra maka, na vara ˆviínamɨraa kɨdabalaíyo chaachwe.
42100300c7	Murimʉ mʉʉja wa kavɨrɨ ʉkɨɨta noo kiita bakúuri yaachwe mweeri ya mayɨya. Aho, mayɨya yakava sakami ja sakami ya muviimba wa mʉʉntʉ, viintʉ vyoosi ˆviri mooyo ˆviri mayiyii vikakwya.
421004008e	Murimʉ mʉʉja wa katatʉ ʉkɨɨta noo kiita bakúuri yaachwe mweeri ya maboote ˆyiíkaa maaji, na nchóonkwii ja maaji, maa jikava sakami.
42100500a6	Aho, nkateera murimʉ mʉʉja ˆwɨɨ́mɨrɨraa maaji woosea, “Weewe ʉrɨ mʉwoloki kwa ʉhʉ ʉlamu ˆʉtwɨ́ɨre, weewe ʉmwaarɨ, ʉjáa ʉmwaarɨ na Mʉʉja.
4210060096	Voovo viita sakami ya vaantʉ vaako, na ya valáali na mʉtwe vaako, naawe ʉvahɨ́ɨre sakami vanywe, ja ˆvyeene vavalwa vɨɨma neeja kʉheewa.”
4210070086	Aho, nkateera masabáahʉ yoosea, “Kɨkomi, Ijʉva Mʉlʉʉngʉ Mweenengururu, kʉlamʉla kwaako nɨ kwa kɨkomi na kwa ʉwoloki.”
421008008c	Murimʉ mʉʉja wa kanɨ ʉkɨɨta noo kiita bakúuri yaachwe mweeri ya mwaasʉ na mwaasʉ ʉkaheewa ngururu yo lungurirya vaantʉ na mooto.
42100900b6	Vaantʉ vakanweerera nɨ ɨro irʉtɨra ikarɨ, vakamʉtʉkɨra Mʉlʉʉngʉ Mʉkʉʉlʉ ˆarɨ mweeri ya ayo marema. Kei, sɨ vamʉvalandʉkɨra noo mʉdʉʉmba Mʉlʉʉngʉ tʉkʉ.
42100a00e0	Murimʉ mʉʉja wa saano ʉkɨɨta noo kiita bakúuri yaachwe mweeri ya ichuumbi ra kɨtemi ra ɨra maka. Ʉtemi waachwe ʉkakʉnɨkɨrɨrwa nɨ kilwiirya, vaantʉ vakatakuna ndimi jaavo kwa ʉsʉʉngʉ ˆmweene vajáa nowo.
42100b0098	Vakamʉtʉkɨra Mʉlʉʉngʉ wa kurumwii sa ʉsʉʉngʉ mʉkarɨ na masʉʉngʉ yaavo. Maa kaa, voovo sɨ vavalandʉka fuma nteendwii jaavo mbɨ tʉkʉ.
42100c00cf	Murimʉ mʉʉja wa sasatʉ ʉkɨɨta noo kiita bakúuri yaachwe mweeri ya iboote ikʉʉlʉ ˆriíkaa maaji ra Efuráati. Aho, maaji yaachwe yakʉʉma, sa njɨra ya vatemi fuma ufumo wa mwaasʉ itengeneshiwe.
42100d00e4	Aho, nkoona mirimʉ mɨvɨ ɨtatʉ ˆyiifwɨ́ɨne vibuula. Noyo ɨjáa yafuma, ʉmwɨ fuma mʉlomwii wa rɨra ramʉʉntaɨra, wɨɨngɨ fuma mʉlomwii wa ɨra maka na wɨɨngɨ mʉlomwii wa ʉra mʉláali na mʉtwe wa ʉloongo.
42100e00b4	Ɨyo noo mirimʉ mɨvɨ ˆɨbwéeyyaa isháara. Yooyo noo ɨdómaa na kwa vatemi va weerʉ yoosi, noo koo vajiinga sa vareete nkoondo sikʉ nkʉʉlʉ ya Mʉlʉʉngʉ Mweenengururu.
42100f008f	“Laanga! Kʉʉja niise ja mwiívi. Atalariwa ʉra ˆarɨ miiso, ˆaláangiriryaa ɨngo jaachwe neeja sa adɨɨre yeenda na tʉhʉ iláari.”
421010006d	Aho, maa ɨyo mirimʉ mɨvɨ ɨkavajiinga avo vatemi haantʉ ˆhaséwaa na Kɨeburanía “Harimagedóoni.”
42101100c9	Maa reerʉ, murimʉ mʉʉja wa mufungatɨ ʉkɨɨta noo kiita bakúuri yaachwe na mweeri. Aho, sawúti nkʉʉlʉ ɨkateereka fuma ichuumbii ra kɨtemi Kaayii Njija, yoosea, “Yahʉ́mwɨɨre kʉva!”
42101200d8	Aho, kʉkava na ndávo, kukiririma, nkʉ́va na kitiíntima kɨkʉʉlʉ kʉrɨ ɨsɨ. Ɨkyo kitiíntima sɨ kɨnafʉmɨra ja ɨkyo vii kaa tʉkʉ keende Mʉlʉʉngʉ ˆʉʉmba vaantʉ, kɨjáa chakʉla maatʉkʉ vii.
42101300f5	Múuji mʉkʉʉlʉ wa Babéeli ukiigava hatatʉ, na míiji ya ɨsɨ ja weerʉ ɨkahangalamʉka. Múuji mʉkʉʉlʉ wa Babéeli ʉkakʉmbʉkɨrwa mbere ja Mʉlʉʉngʉ, maa Mʉlʉʉngʉ akʉʉdoomererya unywe diváai yaachwe ya nkalari nkʉʉlʉ.
421014005f	Kɨra ɨsɨ ˆyarɨɨngɨrɨrwa nɨ maaji ɨkarɨmɨra, baa njʉʉlʉ sɨ joonekana kei tʉkʉ.
42101500dd	Mawye makʉlʉkʉʉlʉ ya mbula ya uruto ja wa kílo makumi yanɨ, yakavawyɨɨra vaantʉ fuma kurumwii. Vaantʉ vakamʉtʉkɨra Mʉlʉʉngʉ sa ɨro irema ra mbula ya mawye, sa irema ɨro rɨjáa ravɨɨha maatʉkʉ vii.
42110100dd	Ʉmwɨ wa ɨra mirimʉ miija mufungatɨ ˆmyeene ɨjáa na mabakúuri mufungatɨ, ʉkʉʉja maa ʉkaansea, “Ʉja na kʉnʉ, nɨkoonekye irya ra ʉra mʉhéngeeti mʉkʉʉlʉ, ʉra ˆiíkalaa mweeri ya maaji ˆyarɨ foo.
421102006a	Ʉwo, vatemi va weerʉ vahanguta ne, na vaantʉ va weerʉ vareeviwa nɨ diváai ya ʉhéngeeti waachwe.”
421103014e	Aho, nkava ɨsɨ ya wiimiriri wa Mʉtɨma Mʉʉja na murimʉ mʉʉja ʉkaanongoola fʉʉrʉ ɨsɨ ya ibaláángwii. Ʉko nkoona mʉʉntʉ muki iíkyɨɨre mweeri ya maka ˆɨrɨ nkʉʉndʉ gyaa. Ɨyo maka ɨjáa yaandɨkwa kɨra haantʉ marina yo mʉhɨɨntɨkɨra Mʉlʉʉngʉ, na ɨjáa yatɨɨte mɨtwe mufungatɨ na mpeembe ikimi.
4211040121	Ʉwo mʉʉntʉ muki, ajáa arwɨɨkwa ɨngo ˆjiri gyaa na ˆjiri nkʉʉndʉ gyaa. Kei ajáa ahaambwa na saháabu, mawye ya iyoombe ikʉʉlʉ na lúulu. Mʉkonwii waachwe ajáa atɨɨte kɨkóombe cha saháabu, ˆcheene kɨjáa chamema viintʉ vya uhiintiki na kosu ja ʉhéngeeti waachwe.
4211050087	Kɨpáamii chaachwe ajáa aandɨkwa irina ra fuumbo jei: “Babéeli Mʉkʉ́ʉ́lʉ, íyo wa vahéngeeti na wa uhiintiki wa weerʉ.”
42110600a4	Aho, nkoona ʉra mʉʉntʉ muki ˆaréevire sakami ya vaantʉ va Mʉlʉʉngʉ, na sakami ya mashahíidi va Yéesu. Naanɨ ˆnkamoone, maa nkahwaalala maatʉkʉ vii.
42110700c0	Ʉra murimʉ mʉʉja ʉkaansea, “Sa che woohwaalala? Kukuwyɨɨra ndɨrɨ fuumbo ya ʉhʉ mʉʉntʉ muki, na ya ɨhɨ maka ˆiipákiirye, ɨhɨ ˆɨrɨ na mɨtwe mufungatɨ na mpeembe ikimi.
4211080180	Ɨhɨ maka ˆwɨɨ́ne, ɨjáa ɨmwaarɨ, haaha isiina tʉkʉ. Yooyo kaambʉka yiise fuma iduundwii ra ntarii, na tamanya ɨrɨ na imalwii raachwe. Vaantʉ ˆviíkalaa aha weerwii vara marina yaavo sɨ ˆyaandɨkwa kɨtáabwii cha nkaasʉ keende weerʉ ˆyaanda, hwaalala varɨ kwɨɨyona ɨyo maka, sa ɨjáa ɨmwaarɨ mpɨɨndɨ jimwi, haaha isiina, na kei kʉva ɨrɨ ɨmwaarɨ.”
4211090088	“Aha, noo hasaakwa mʉryʉʉngʉ na tooti. Ɨra mɨtwe mufungatɨ nɨ njʉʉlʉ mufungatɨ ˆngʼeene ʉwo mʉʉntʉ muki iíkarɨraa.
42110a00a8	Kei ɨyo mɨtwe mufungatɨ nɨ vatemi mufungatɨ. Vasaano vaawya, ʉmwɨ amwaarɨ na wɨɨngɨ akaarɨ kʉʉja. Na ˆarɨ kʉʉja, kwiikala arɨ kwa mpɨɨndɨ kiduudi.
42110b00ae	Ɨra maka ˆɨjáa ɨmwaarɨ mpɨɨndɨ jimwi na haaha ˆisiina, yooyo nɨ mʉtemi wa naanɨ. Yooyo nɨ ɨmwɨ ya vara mufungatɨ, na yooyo nɨ tamanyirirya yiise na imalwii.
42110c00a9	Jira mpeembe ikimi ˆwɨɨ́ne nɨ vatemi ikimi, voovo sɨ vanaheewa wiimiriri tʉkʉ, maa kaa, heewa varɨ ʉtemi kwa mpɨɨndɨ ja sáa ɨmwɨ, na hamwɨ na ɨra maka.
42110d006a	Ava voosi vatɨɨte mʉryʉʉngʉ ʉmwɨ, na kwɨɨheera varɨ ɨra maka ngururu jaavo na wiimiriri waavo.
42110e0109	Voovo kʉlwa varɨ nkoondo na Mwaana wa Muundi, na Mwaana wa Muundi vasiinda arɨ. Sa yeeye nɨ Mweeneevyo wa veeneevyo, na Mʉtemi wa vatemi. Yeeye kʉva arɨ hamwɨ na vaantʉ vaachwe ˆvaanɨrɨrwa, voovo vasaawulwi vaachwe na vapooji vaachwe ˆviiláangiwaa.”
42110f0092	Kei murimʉ mʉʉja ʉkaansea, “Yara maaji ˆwɨɨ́ne haantʉ ˆiíkalaa ʉra mʉhéngeeti, nɨ mataka ya vaantʉ, nkolo, ɨsɨ na ndʉʉsɨka.
4211100102	Mpeembe ikimi na ɨra maka ˆwɨɨ́ne, avo mʉsʉʉla varɨ ʉra mʉhéngeeti. Mʉhoka varɨ kɨra kɨɨntʉ ˆarɨ nocho, na mʉcheerya varɨ mʉkɨva na arɨ na tʉhʉ. Kurya varɨ nyama jaachwe, na mʉchɨmɨka varɨ mootwii alʉngʉrɨre vʉʉ na mooto.
42111100b4	Sa Mʉlʉʉngʉ avɨɨka mitimii yaavo kukiimikirirya kɨra ˆcheene alamʉla, ko ruma kwɨɨheera ɨra maka ngururu ja wiimiriri waavo fʉʉrʉ masáare ya Mʉlʉʉngʉ yakiimane.
4211120067	Ʉra mʉʉntʉ muki ˆʉmwɨɨ́ne, nɨ ʉra múuji mʉkʉʉlʉ ˆwɨɨ́mɨrɨraa vatemi va weerʉ.”
42120100be	Ayo ˆyakalooke, maa nkoona murimʉ mʉʉja wɨɨngɨ wookiima fuma kurumwii. Ʉwo ʉjáa watɨɨte wiimiriri mʉkʉʉlʉ, na weerʉ yoosi ɨkamʉrɨkwa nɨ nkongojima ya kɨweerʉ chaachwe.
4212020105	Ʉwo murimʉ mʉʉja ʉkatʉla isóso kwa sawúti nkʉʉlʉ woosea, “Uwíire, uwíire Babéeli Mʉkʉ́ʉ́lʉ! Haaha wavɨ́ɨre ihaáma ra marimʉ, na kaaya ya kɨra murimʉ mʉvɨ, ihaáma ro kiikala kɨra ndee ˆɨrɨ na njeo sɨ ˆɨsáakwaa nɨ vaantʉ.
42120300d0	Sa ɨsɨ joosi ja weerʉ jaanywa, diváai nkarɨ ya ʉláku wa ʉhéngeeti waachwe. Novo vatemi va weerʉ vahanguta ne, na vachurúusi va weerʉ, viikinkima kwa ngururu ja ʉláku waachwe ˆusiina mɨhaka.”
42120400b6	Aho, nkateera sawúti yɨɨngɨ fuma kurumwii yoosea, “Isunki kʉrɨ yeeye nyuunyu ˆmʉrɨ vaanɨ, sa mʉdɨɨre kʉva hamwɨ ne uvii waachwe, kei mʉdɨɨre turya marema yaachwe.
421205006e	Ʉvɨ waachwe wakíingikire mʉnʉmʉʉnʉ fʉʉrʉ kurumwii, na Mʉlʉʉngʉ akʉ́mbʉkɨɨre ʉvɨ waachwe.
42120600a2	Mʉbweeyyiryi ja yeeye ˆvyeene avabweeyya, murihi kavɨrɨ kwa yara mavɨ ˆabweeyya. Nduvwii yaachwe mʉsaangiriryi ʉkarɨ, kavɨrɨ ya kɨra ˆavasaangirirya.
4212070117	Muturikiryi kwa kipíimo kɨkɨra cha ʉsʉʉngʉ ˆavabweeyyirya, kwiipatɨra nkongojima na usúngaati. Yeeye iiséaa mutimii waachwe yoosea, ‘Nɨɨnɨ ndɨrɨ mʉtemi muki ichuumbii raanɨ. Nɨɨnɨ sɨ ndɨrɨ mʉlala tʉkʉ, baa sɨ ndɨrɨ koona makɨva vii kaa tʉkʉ.’
42120800ae	Sa jeyyo, marema yaachwe musiinda yarɨ sikʉ imudu, wulalo, makɨva na njala. Yeeye rɨɨwa arɨ nɨ mooto, sa Ijʉva Mʉlʉʉngʉ ˆamʉhɨ́ɨre irya nɨ Mweenengururu.”
4212090088	Vatemi va weerʉ avo ˆvahanguta no bweeyya ʉláku ne, rɨra varɨ no myaa, mpɨɨndɨ ˆvarɨ koona muuki wa kʉlʉngʉrɨra kwaachwe.
42120a00de	Kɨɨma varɨ kʉlɨ, sa vookoofa kuturikiriwa kwaachwe kʉnʉ voosea, “Nɨ mpolaɨ, nɨ mpolaɨ weewe múuji mʉkʉʉlʉ, Weewe Babéeli múuji ˆʉrɨ na ngururu. Kʉlʉʉsa irya kwaako kuújire kwa sáa ɨmwɨ vii.”
42120b0062	Aho, vachurúusi va weerʉ kʉʉrɨrɨra varɨ no myaa, sa kusiina woowʉla viintʉ vyaavo tʉkʉ.
42120c015f	Kusiina ˆarɨ wʉla viintʉ vya saháabu, chʉʉ́ma cha mpía, mawye ya iyoombe ikʉʉlʉ, lúulu, ɨngo ja kɨtáani ˆyabooha, ɨngo ˆjiri gyaa, ɨngo ja haríiri, ɨngo ˆjiri nkʉʉndʉ gyaa, mɨtɨ yoosi ˆɨnyʉ́kɨraa, saama ja mpeembe ja njowu, saama ˆjasongolwa ja mɨtɨ ja iyoombe ikʉʉlʉ, sháaba njirʉ, chʉʉ́ma na marʉmáarʉ,
42120d0109	mʉdalasíini, hilíiki, ngʼóóno ˆjinyʉ́kɨraa, manemáane, viintʉ ˆviri na muuki ˆwanyʉkɨra, diváai, makuta ya seitúuni, muchu ˆwabooha, ngáano, ngʼoombe, muundi, faráasi, magáari ˆyarútwaa nɨ faráasi, mɨvɨrɨ na mɨtɨma ya vaantʉ tʉkʉ.
42120e00d3	Vara vachurúusi sea varɨ, “Jira ndɨɨwa joosi ˆngʼeene mʉtɨma waako wajiméreryaa matɨ jalóokire, usúngaati na kʉtaangɨkana kwaako vyalóokire fuma kwaako na sɨ ʉrɨ vipata kei vii kaa tʉkʉ.”
42120f0093	Voovo ˆvawusáa ivi viintʉ de vandoopata usúngaati fuma kwaachwe, kɨɨma varɨ kʉlɨ sa woowa wa uturikiri waachwe, kʉnʉ voorɨra no myaaha,
42121000da	voosea, “Nɨ mpolaɨ, nɨ mpolaɨ, weewe múuji mʉkʉʉlʉ. Weewe ˆwiivɨkɨráa ɨngo ja kɨtáani ˆjabooha, ˆjiri gyaa na ˆjiri nkʉʉndʉ gyaa, ˆwiihaambáa na saháabu, mawye ya iyoombe ikʉʉlʉ na lúulu!
42121100f5	Kwa mpɨɨndɨ ya isaa rɨmwɨ vii, usúngaati ˆwamema jei, warɨ́mɨɨre.” Kɨra mʉlongooli wa méeli, mʉtʉmami wa méeli, vaantʉ ˆvakéraa njɨra na méeli na vaantʉ voosi ˆvapátaa kʉnáálo kwa njɨra ya mayɨya vakɨɨma kʉlɨ.
42121200af	ˆVakoone nkungúúla ya muuki wa ʉra mooto ˆwoolungurirya ʉwo múuji, vakarɨra kwa sawúti nkʉʉlʉ voosea, “Atɨ de kwawaahya kʉva na múuji mʉkʉʉlʉ ja ʉhʉ?”
4212130139	Kiiparɨra varɨ marʉrɨ mitwii yaavo koonekya ʉsʉʉngʉ waavo. Rɨra varɨ no myaa kʉnʉ voosea, “Nɨ mpolaɨ, nɨ mpolaɨ kʉrɨ weewe múuji mʉkʉʉlʉ, haantʉ vaantʉ voosi ˆvarɨ na méeli mayiyii, vasungaata ko tweera usúngaati waako. Kwa mpɨɨndɨ ya isaa rɨmwɨ vii wachɨ́hɨɨre ihaáma.”
42121400bc	Ee kurumu, vyeende sa kʉmalwa kwaachwe. Valáali na mʉtwe, vatumwi, na vaantʉ va Mʉlʉʉngʉ vyeendi, sa Mʉlʉʉngʉ amʉhɨ́ɨre irya yeeye, sa vira viintʉ ˆavabweeyyirya nyuunyu.
42121500d7	Aho, maa murimʉ mʉʉja ˆarɨ na ngururu akiinʉla iwye ikʉʉlʉ ja lwaala, akarɨfweita na mayiyii kʉnʉ yoosea, “Jei no ˆvyeene múuji mʉkʉʉlʉ Babéeli ʉrɨ fweitɨrwa, aho, sɨ ʉrɨ koonekana tʉkʉ.
4212160132	Baa sawúti ja vaantʉ ˆvávaa mawuumbi, na ja viimbi, vavai ntoroonya na vavai marimʉ, sɨ jiri teereka kei kʉrɨ weewe vii kaa tʉkʉ. Kɨkomi, sɨ kʉrɨ kʉva na mʉcháani yoyoosi ˆarɨ koonekana kʉrɨ weewe vii kaa tʉkʉ, baa sawúti ya lwaala sɨ ɨrɨ teereka kʉrɨ weewe kei vii kaa tʉkʉ.
4212170101	Kɨweerʉ cha kɨmʉrɨ, sɨ kɨrɨ koonekana kʉrɨ weewe kei tʉkʉ, baa siriri ja mʉlóoli na mʉlóolwi, sɨ jiri teereka kei vii kaa tʉkʉ. Sa vachurúusi vaako nɨ vakʉ́ʉ́lʉ vajáa kʉrɨ ɨhɨ weerʉ, kwa ʉsavɨ waako ɨsɨ joosi wajikoovera.
4212180097	Njirii jaachwe ja múuji yoonekana sakami ya valáali na mʉtwe, ya vaantʉ va Mʉlʉʉngʉ, na sakami ya vaantʉ voosi ˆvasɨɨnjwa kʉrɨ weerʉ.”
42130100a7	Ayo ˆyakalooke, maa nkateera ja sawúti ya iyɨɨmbɨ ra vaantʉ kurumwii yoosea, “Adʉʉmbwe Ijʉva! Ʉlamuriri, nkongojima na ngururu, nɨ ja Mʉlʉʉngʉ wiitʉ.
42130200e2	Kʉlamʉla kwaachwe, nɨ kwa kɨkomi na kwa ʉwoloki. Yeeye amʉhɨ́ɨre irya mʉhéngeeti mʉkʉʉlʉ, ʉra ˆasaambʉla weerʉ na ʉhéngeeti waachwe. Mʉlʉʉngʉ amuríhire, sakami ya vatʉmami vaachwe ˆngʼeene iita.”
42130300ab	Maa kei vakasea lwa kavɨrɨ, “Adʉʉmbwe Mʉlʉʉngʉ! Nkungúúla ya muuki wa mooto wo chɨmɨka ʉwo múuji, kaambʉka weende na mweeri kwa sikʉ ˆjisiina ʉhero.”
42130400c3	Aho, vara vawosi makumi yavɨrɨ na vanɨ, na vira viúumbe vine ˆviri mooyo, vakamwiinamɨra Mʉlʉʉngʉ ˆiíkalaa ichuumbii ra kɨtemi, kʉnʉ voosea, “Kɨkomi! Adʉʉmbwe Mʉlʉʉngʉ!”
42130500b4	Aho, sawúti ɨkafuma ichuumbii ra kɨtemi yoosea, “Muduumbi Mʉlʉʉngʉ wiitʉ, nyuunyu vatʉmami vaachwe voosi, nyuunyu voosi ˆmʉmʉnyémyaa, vadúúdi na vakʉ́ʉ́lʉ.”
42130600dd	Kei, nkateera ja sawúti ya iyɨɨmbɨ ra vaantʉ, na ja sawúti ya maaji ˆyarɨ foo yootomoka na ja sawúti ya kɨdandárɨka yoosea, “Adʉʉmbwe Ijʉva, yeeye Ijʉva Mʉlʉʉngʉ wiitʉ Mweenengururu ɨɨ́mɨrɨraa.
4213070091	Tuvyeende na tʉvae siriri, tʉmʉbweeyyiirye nkongojima, sa ngovi ya ilóola ya Mwaana wa Muundi yafíkire, na mʉlóolwi waachwe iímire neeja.
42130800b1	Mʉlóolwi ahɨ́ɨwe ɨngo ya kɨtáani ˆyabooha, ɨngo ˆyalávalavaa na ˆyabooha.” Ɨyo ɨngo ya kɨtáani ˆyabooha, nɨ mɨrɨmo ya ʉwoloki ya vaantʉ va Mʉlʉʉngʉ.
42130900ca	Aho, maa murimʉ mʉʉja akaansea, “Tala aya masáare, ‘Vatalariwa vara ˆvalaarɨkwa na ngovii ya ilóola ya Mwaana wa Muundi.’” Kei akaansea, “Aya masáare nɨ ya kɨkomi ya Mʉlʉʉngʉ.”
42130a0114	Aho, nkalaala ɨsɨ na ɨnda sa niwiinamɨre. Maa kaa, akaansea, “Reka bweeyya jei! Nɨɨnɨ nɨ mʉtʉmami vii ja weewe hamwɨ na vaanaanyu ˆvoónekyaa kɨkomi chaavo ko muruma Yéesu. Mwiinamɨre Mʉlʉʉngʉ, sa koonekya kwa Yéesu noo mʉtɨma wa ʉláali na mʉtwe.”
42130b00e8	Aho, nkoona kurumu kwahéenjukire, na aho, kʉjáa kwatɨɨte faráasi njerʉ. Mʉʉntʉ ˆajáa iivérekiirye ɨyo faráasi noo “Kiilaangiwa” na “Kɨkomi” asewáa. Yeeye kwa ʉwoloki alámʉlaa na atámanyaa no lwa nkoondo.
42130c00cf	Miiso yaachwe nɨ ja lʉlávo lwa mooto yajáa, na mutwii waachwe ajáa atɨɨte matáaji ˆyarɨ foo. Ajáa aandɨkwa irina ˆreene sɨ ramányirwe nɨ mʉʉntʉ yoyoosi, irina ˆrɨmányirwe nɨ yeeye vii.
42130d0069	Ajáa iivɨ́kɨɨre nkáancho ˆjalovekwa sakamii. Irina raachwe ʉwo noo “Isáare ra Mʉlʉʉngʉ.”
