010000000c	ԾՆՆԴՈՑ
2a07270134	Իսկ փարիսեցին, որ նրան հրաւիրել էր, տեսնելով այդ, իր մտքում ասում էր. «Եթէ սա մարգարէ լինէր, ապա կ՚իմանար, թէ ով կամ ինչպիսի մի կին է մօտենում իրեն, որովհետեւ նա մեղաւոր է»:
2a072800c4	Յիսուս պատասխանեց նրան եւ ասաց. «Սիմո՛ն, քեզ ասելու բան ունեմ»: Եւ սա ասաց. «Ասա՛, Վարդապե՛տ»: Եւ Յիսուս ասաց.
2a072900aa	«Մի փոխատու երկու պարտապաններ ունէր. մէկը հինգ հարիւր դահեկան պարտք ունէր, իսկ միւսը՝ յիսուն:
2a072a00c6	Եւ քանի որ նրանք հատուցելու ոչինչ չունէին, երկուսին էլ պարտքը շնորհեց. հիմա ասա՛, ո՞վ աւելի շատ կը սիրի նրան»:
2a072b00c0	Սիմոնն ասաց. «Ինձ այնպէս է թւում, թէ նա՛՝ ում աւելի շատը շնորհուեց»: Եւ Յիսուս ասաց նրան. «Ուղի՛ղ դատեցիր»:
2a072c0128	Եւ դառնալով կնոջ կողմը՝ Սիմոնին ասաց. «Տեսնո՞ւմ ես այս կնոջը. մտայ քո տունը, ոտքերիս համար ջուր չտուիր, իսկ սա իր արտասուքներով թրջեց իմ ոտքերը եւ իր մազերով սրբեց:
2a072d00b0	Դու ինձ մի համբոյր էլ չտուիր, սակայն սա ահա տուն մտնելուցս ի վեր չի դադարում ոտքերս համբուրելուց:
2a072e0065	Դու իւղով իմ գլուխը չօծեցիր, սա անուշ իւղով ոտքերս օծեց:
2a072f0101	Դրա համար քեզ ասում եմ. իր անհամար մեղքերը կը ներուեն սրան, որովհետեւ ուժգին սիրեց. քանզի ում շատ է ներւում, շատ է սիրում, եւ ում սակաւ՝ սակաւ»:
2a07300054	Եւ ասաց այն կնոջը. «Քո մեղքերը քեզ ներուած են»:
2a073100be	Եւ նրանք, որ նրա հետ սեղան էին նստել, սկսեցին ասել իրենց մտքում. «Ո՞վ է սա, որ մեղքերին թողութիւն է տալիս»:
2a07320073	Եւ նա ասաց այդ կնոջը. «Քո հաւա՛տը քեզ փրկեց, գնա՛ խաղաղութեամբ»:
2a080100f0	Դրանից յետոյ Յիսուս շրջում էր քաղաքներում եւ գիւղերում, քարոզում էր եւ աւետարանում Աստծու արքայութիւնը: Եւ նրա հետ էին Տասներկուսը
2a080200fd	եւ մի քանի կանայք, որոնք բժշկուել էին չար ոգիներից ու հիւանդութիւններից. Մարիամը, որ կոչւում էր Մագդաղենացի, եւ որից եօթը դեւ էր դուրս եկել,
2a080300e2	Յովհաննան՝ Հերովդէսի վերակացուի՝ Քուզայի կինը, եւ Շուշանն ու շատ ուրիշներ, որոնք իրենց ունեցուածքից մատակարարում էին նրան:
2a080400a2	Երբ շատ ժողովուրդ եւ բազմաթիւ քաղաքներից նրա մօտ եկածներ հաւաքուեցին, առակով նրանց ասաց.
2a08050101	«Մի սերմնացան ելաւ սերմեր ցանելու: Եւ երբ նա սերմանում էր, մի մաս սերմ ընկաւ ճանապարհի եզերքը եւ ոտնակոխ եղաւ, եւ երկնքի թռչունները այն կերան:
2a0806009f	Եւ ուրիշ մի մաս ընկաւ ապառաժի վրայ. երբ բուսաւ, չորացաւ՝ խոնաւութիւն չլինելու պատճառով:
2a08070085	Եւ ուրիշ մի մաս ընկաւ փշերի մէջ. եւ փշերը նրա հետ բուսնելով՝ այն խեղդեցին:
2a08080100	Եւ ուրիշ մի մաս ընկաւ լաւ ու պարարտ հողի վրայ եւ, բուսնելով, հարիւրապատիկ պտուղ տուեց»: Երբ այս խօսեց, ասաց. «Ով որ լսելու ականջ ունի, թող լսի»:
2a0809006f	Աշակերտները նրան հարցնում էին, թէ այդ առակն ի՞նչ է նշանակում:
2a080a0102	Եւ նա ասաց. «Ձեզ տրուած է գիտենալ Աստծու արքայութեան խորհուրդները, իսկ ուրիշներին՝ առակներով, որպէսզի նայեն, բայց չտեսնեն, լսեն, բայց չիմանան:
2a080b0056	Իսկ առակը այս է նշանակում. սերմը Աստծու խօսքն է:
2a080c00f4	Որոնք որ ճանապարհի եզերքին են, այդ նրանք են, որ լսում են, եւ ապա սատանան գալիս հանում է խօսքը նրանց սրտից, որպէսզի չհաւատան եւ չփրկուեն:
2a080d013b	Եւ որոնք որ ապառաժի վրայ են, այդ նրանք են, որ, երբ լսեն, խնդութեամբ են ընդունում խօսքը, բայց արմատ չեն բռնում. սրանք միառժամանակ հաւատում են, իսկ փորձութեան ժամանակ՝ հեռանում:
2a080e0126	Իսկ այն, որ փշերի մէջ ընկաւ, այդ նրանք են, որ, երբ լսում են խօսքը, աշխարհի հոգսերով, հարստութեամբ եւ զուարճութեամբ զբաղուած լինելով՝ խեղդւում ու անպտուղ են լինում:
2a080f00ed	Իսկ այն, որ պարարտ հողի վրայ է, նրանք են, որ բարի եւ զուարթագին սրտով լսելով խօսքը՝ ընդունում են այն եւ յարատեւելով պտուղ են տալիս»:
2a081000e5	«Ո՛չ ոք ճրագ չի վառի եւ կաթսայի տակ չի թաքցնի կամ մահճի տակ չի դնի, այլ կը դնի աշտանակի վրայ, որպէսզի, ովքեր մտնեն, լոյսը տեսնեն:
2a0811008a	Ծածուկ ոչինչ չկայ, որ չյայտնուի, ոչ էլ գաղտնի բան, որ չիմացուի եւ ի յայտ չգայ:
2a08120118	Այսուհետեւ զգո՛յշ եղէք, թէ ինչպէս էք դուք լսում. որովհետեւ ով որ ունի, նրան կը տրուի, իսկ ով որ չունի, եւ այն, ինչ որ նա կարծում է, թէ ունի, կը վերցուի նրանից»
2a081300a2	Նրա մօտ եկան իր մայրն ու եղբայրները եւ չէին կարողանում նրան մօտենալ բազմութեան պատճառով:
2a081400af	Իմաց տուին նրան եւ ասացին. «Քո մայրը եւ քո եղբայրները դրսում կանգնել են եւ ուզում են քեզ տեսնել»:
2a0815009c	Եւ նրանց ասաց. «Իմ մայրը եւ եղբայրները սրանք են, որ Աստծու խօսքը լսում են եւ կատարում»:
2a081600b8	Մի օր ինքը նաւակ նստեց իր աշակերտների հետ եւ նրանց ասաց. «Եկէ՛ք ծովակի միւս կողմն անցնենք»: Եւ գնացին:
2a081700f5	Մինչ նաւարկում էին, նա քուն մտաւ: Եւ ծովակի վրայ քամու մի մրրիկ իջաւ. ծովը ուռչում էր, նաւակը ջրով լցնում. եւ նրանք տագնապի էին մատնուել:
2a08180145	Մօտեցան արթնացրին նրան եւ ասացին. «Վարդապե՛տ, Վարդապե՛տ, ահա կորչում ենք»: Եւ նա վեր կենալով՝ սաստեց քամուն ու աղմկայոյզ կոհակներին, եւ նրանք հանդարտուեցին, եւ խաղաղութիւն տիրեց:
2a0819013f	Եւ նրանց ասաց. «Ո՞ւր է ձեր հաւատը»: Եւ նրանք սարսափած՝ զարմացան եւ ասում էին միմեանց. «Ո՞վ է արդեօք սա, որ հողմերին ու ջրերին անգամ հրաման է տալիս, եւ դրանք հնազանդւում են սրան»:
2a081a008b	Ապա նաւարկեցին իջան գերգեսացիների երկիրը, որը Գալիլիայի հանդիպակաց կողմն է:
2a081b0117	Եւ երբ նա ցամաք ելաւ, նրան պատահեց քաղաքից մի մարդ, որի մէջ դեւեր կային. նա երկար ժամանակ հագուստ չէր հագել եւ ոչ էլ տան մէջ էր բնակուել, այլ՝ գերեզմանների:
2a081c0119	Եւ տեսնելով Յիսուսին՝ աղաղակեց, ընկաւ նրա առաջ եւ բարձր ձայնով ասաց. «Ի՞նչ ես ուզում ինձնից, Յիսո՛ւս, բարձրեալ Աստծու Որդի, աղաչում եմ քեզ, ինձ մի՛ տանջիր».
2a081d018d	որովհետեւ Յիսուս հրաման էր տալիս պիղծ ոգուն, որ դուրս գայ այդ մարդուց, քանի որ շատ անգամ տիրացել էր նրան, եւ նա կապւում էր շղթաներով, պահւում էր երկաթների մէջ, բայց կոտրում էր կապանքները եւ դեւից քշւում էր անբնակ վայրեր:
2a081e00bb	Յիսուս հարցրեց նրան եւ ասաց. «Անունդ ի՞նչ է»: Եւ նա ասաց. «Լեգէոն». որովհետեւ նրա մէջ շատ դեւեր էին մտել.
2a081f0064	աղաչում էին նրան, որ հրաման չտայ իրենց, որ անդունդ գնան:
2a08200109	Եւ այնտեղ մեծ թուով խոզերի մի երամակ կար, որ արածում էր լերան վրայ: Աղաչեցին նրան, որ հրաման տայ իրենց՝ գնալ մտնել նրանց մէջ: Եւ նա թոյլատրեց նրանց,
2a082100bd	եւ դեւերը դուրս եկան այդ մարդուց ու մտան խոզերի մէջ. եւ երամակը գահաւանդից դիմեց դէպի ծովակ ու խեղդուեց:
2a08220091	Երբ խոզարածները տեսան պատահածները, փախան եւ պատմեցին քաղաքում ու ագարակներում:
2a08230142	Եւ երբ մարդիկ դուրս եկան կատարուածները տեսնելու եւ եկան Յիսուսի մօտ ու գտան այն մարդուն, որից դեւերը ելել էին, - որը հագնուած եւ զգաստացած՝ նստած էր Յիսուսի ոտքերի մօտ, - վախեցան:
2a08240082	Նրանք, որ ականատես էին եղել, պատմեցին նրանց, թէ ինչպէս փրկուեց դիւահարը:
2a08250150	Եւ գերգեսացիների երկրի շրջակայքում գտնուող ամբողջ բնակչութիւնը աղաչում էր Յիսուսին՝ հեռու գնալ իրենց սահմաններից, որովհետեւ մեծ վախով տագնապում էին: Եւ նա նաւակ նստելով՝ վերադարձաւ:
2a082600c5	Այն մարդը, որից դեւերը դուրս էին եկել, աղաչում էր նրան, որ ինքը նրա հետ շրջի: Բայց Յիսուս արձակեց նրան եւ ասաց.
2a082700d9	«Վերադարձի՛ր քո տունը եւ պատմի՛ր, ինչ որ Աստուած արեց քեզ համար»: Նա գնաց քաղաք եւ տարածում էր այն, ինչ Յիսուս արեց իրեն:
2a082800c2	Եւ երբ Յիսուս վերադարձաւ ծովի միւս կողմը, ժողովուրդը նրան լաւ ընդունեց, որովհետեւ ամէնքը նրան սպասում էին:
2a082900e4	Եւ ահա եկաւ մի մարդ, որի անունը Յայրոս էր, եւ որը ժողովրդապետ էր: Յիսուսի ոտքերն ընկնելով՝ նա աղաչում էր նրան, որ իր տունը մտնի,
2a082a00e6	որովհետեւ նա մօտ տասներկու տարեկան մի միամօրիկ դուստր ունէր, որ մահամերձ էր: Եւ երբ Յիսուս գնում էր, ժողովուրդը նրան նեղում էր:
2a082b00b9	Եւ մի կին, որ տասներկու տարուց ի վեր արիւնահոսութիւն ունէր եւ հնար չէր եղել նրան որեւէ մէկից բժշկուել,
2a082c00a4	յետեւից մօտեցաւ եւ դիպաւ նրա զգեստի քղանցքին, եւ նոյն ժամին նրա արիւնահոսութիւնը դադարեց:
2a082d0119	Եւ Յիսուս ասաց. «Ո՞վ էր, որ ինձ դիպաւ»: Եւ երբ բոլորը ուրանում էին, Պետրոսը եւ նրա հետ եղողները ասացին. «Վարդապե՛տ, ժողովուրդն է, որ սեղմում ու նեղում է քեզ»:
