2800000007	Matteus
3901110062	Jos todella pidät minua ystävänäsi, ota hänet vastaan yhtä lämpimästi kuin ottaisit minut.
390112007a	Jos hän on tuottanut sinulle vahinkoa tai varastanut sinulta jotakin, lähetä vain lasku tänne niin maksan sen sinulle.
390113007b	Kirjoitan tähän vakuudeksi omakätisesti: minä maksan. Tosin sinäkin olet minulle hyvin paljon velkaa – jopa sielusi.
3901140083	Rakas veli, teethän niin kuin pyysin! Sellainen rakkaudenosoitus virkistäisi väsynyttä mieltäni, ja kiittäisin siitä Herraa.
3901150066	Olen kirjoittanut sinulle tämän kirjeen, koska uskon, että teet kuten pyysin ja paljon enemmänkin.
3901160074	Pidäthän vierashuoneesi minulle varattuna, sillä toivon, että Jumala vastaa rukouksiimme ja pääsen pian sinne.
390117005a	Epafras, joka on vankilassa samasta syystä kuin minäkin, lähettää sinulle terveisiä,
3901180039	samoin työtoverini Markus, Aristarkus, Deemas ja Luukas.
3901190033	Herran Jeesuksen Kristuksen hyvyys olkoon kanssasi!
3a0000000e	Heprealaisille
3a01010055	Jumala puhui esi-isillemme kauan sitten profeettojen välityksellä monin eri tavoin.
3a0102007d	Nyt hän on puhunut meille Poikansa välityksellä. Hän on antanut Pojalleen kaiken ja luonut hänen kauttaan koko maailman.
3a01030135	Jumalan Poika säteilee Jumalan kirkkautta. Hänen olemuksensa ja tekonsa osoittavat, että hän on Jumala. Hän ohjaa maailmankaikkeutta sanansa voimalla. Hän kuoli puolestamme puhdistaakseen meidät kaikesta synnistä. Nyt hän on taivaassa ja istuu siellä kunniapaikalla suuren Jumalan oikealla puolella.
3a0104005f	Tämän vuoksi hän on enkeleitä paljon korkea-arvoisempi. Kutsuuhan Jumala häntä Pojakseen,
3a01050155	eikä Jumala ole koskaan sanonut kenellekään enkelille: »Sinä olet minun Poikani, joka tänään synnyit minusta.» Mutta Jeesuksesta Jumala sanoi niin. Hän sanoi myös: »Minä olen hänen Isänsä ja hän minun Poikani.» Ja vielä uudelleen, kun hänen esikoisensa tuli maailmaan, Jumala sanoi: »Kaikki enkelit palvelkoot häntä.»
3a0107007a	Jumala nimittää enkeleitään läheteiksi, jotka ovat nopeita kuin tuuli, ja palvelijoiksi, jotka ovat kuin tulenliekit.
3a01080075	Mutta Pojastaan hän sanoo: »Jumala, sinun valtakuntasi kestää ikuisesti. Sinä hallitset aina oikeudenmukaisesti.
3a01090088	Rakastat oikeutta ja vihaat vääryyttä. Siksi Jumala, sinunkin Jumalasi, on antanut sinulle iloa enemmän kuin kenellekään muulle.»
3a010a0077	Jumala on käyttänyt hänestä myös nimeä Herra: »Herra, sinä teit alussa maan, ja taivaat ovat sinun käsialaasi.
3a010b006c	Kerran ne tuhoutuvat olemattomiin, mutta sinä olet olemassa ikuisesti. Ne kuluvat loppuun kuin vanha vaate,
3a010c007b	ja tulee päivä, jona sinä käärit ne kokoon ja siirrät syrjään. Mutta sinä itse et muutu eikä sinun aikasi lopu.»
3a010d009f	Onko Jumala sanonut kenellekään enkelille: »Istu tähän viereeni kunniapaikalle, niin murskaan kaikki vihollisesi jalkoihisi»? Pojalleen hän sanoi näin.
3a010e007a	Enkelit sen sijaan ovat palvelevia henkiä. Jumala on lähettänyt heidät auttamaan niitä ihmisiä, jotka hän pelastaa.
3a02010068	Meidän on tarkasti pidettävä kiinni sanomasta, jonka olemme kuulleet, ettemme vain joudu harhateille.
3a0202009b	Jo enkelienkin tuomat sanomat ovat aina osoittautuneet tosiksi, ja ihmiset, jotka eivät ole niitä totelleet, ovat saaneet oikeudenmukaisen rangaistuksen.
3a020300da	Kuinka me siis voimme kuvitella pääsevämme pakoon, jos suhtaudumme välinpitämättömästi siihen ainutkertaiseen pelastukseen, jonka itse Herra Jeesus ilmoitti ja josta me saimme tiedon hänen omilta oppilailtaan?
3a020400ba	Jumala on tunnusmerkeillä ja ihmeteoilla osoittanut meille, että hänen lähettämänsä sanoma on tosi. Hän on myös antanut meille Pyhän Hengen lahjoja sen mukaan kuin on tahtonut.
3a0205003d	Tulevaa maailmaa, josta nyt puhumme, eivät hallitse enkelit.
3a020600a2	Mutta psalmeissa Daavid sanoo Jumalalle: »Mikä ihminen on, kun huolehdit hänestä? Entä kuka on tämä Ihmisen Poika, jolle olet antanut näin suuren kunnian?
3a0207006f	Vähäksi aikaa teit hänet enkeleitä halvemmaksi, mutta nyt olet kruunannut hänet kirkkaudella ja kunnialla.
3a0208008c	Olet antanut kaiken hänen johtoonsa. Mitään ei ole jäänyt hänen valtapiirinsä ulkopuolelle.» Tätä kaikkea emme vielä saa nähdä,
3a0209010a	mutta sen näemme, että Jumala on kruunannut Jeesuksen kunnialla ja kirkkaudella, koska hän kärsi kuoleman meidän puolestamme. Vain vähän aikaa hän siis oli alempiarvoisempi kuin enkelit. Jumalan suuren hyvyyden tähden Jeesus kuoli jokaisen ihmisen puolesta.
3a020a00c2	Jumala, kaiken Luoja, lähetti Jeesuksen tänne kärsimään, sillä näin Jeesus vei suuret joukot Jumalan omia taivaaseen, ja kärsiessään Jeesuksesta tuli heidän täydellinen Pelastajansa.
3a020b0084	Jeesus puhdisti meidät synnistä, ja meillä on nyt sama Isä kuin hänellä. Siksi Jeesus ei häpeä nimittää meitä veljikseen.
3a020c006a	Hänhän sanoo psalmeissa: »Kerron veljilleni Isästäni, Jumalasta, ja me ylistämme häntä yhdessä.»
3a020d0078	Toisella kertaa hän sanoi: »Me luotamme Jumalaan», ja: »Tässä olen yhdessä lasten kanssa, jotka sain Jumalalta.»
3a020e00a9	Nämä lapset ovat ihmisiä, lihaa ja verta, ja siksi Jeesuskin syntyi ihmiseksi. Vain ihmisenä hän saattoi kuolla ja voittaa paholaisen, jolla oli kuolema vallassaan.
3a020f0069	Vain tällä tavoin hän voi vapauttaa ihmiset, jotka olivat koko elämänsä olleet kuolemanpelon orjia.
3a0210005b	Tiedämme kaikki, ettei hän tullut tänne enkelinä vaan ihmisenä – niin, juutalaisena.
3a021100de	Jeesuksen täytyi tulla samanlaiseksi ihmiseksi kuin me, hänen veljensä, olemme voidakseen olla meidän ylipappimme Jumalan edessä. Hän oli armahtava ja Jumalalle uskollinen toimittaessaan hyvityksen kansan synneistä.
3a02120079	Koska hän on itse joutunut kärsimään ja kokemaan kiusauksia, hän tietää millaista meillä on ja voi meitä auttaa.
3a030100a6	Rakkaat ystävät! Jumala on ottanut teidät omikseen ja kutsunut taivaaseen. Ajatelkaa sen vuoksi Jeesusta, joka on Jumalan lähettiläs ja meidän uskomme ylipappi.
3a03020078	Jeesus oli uskollinen Jumalalle, joka hänet ylipapiksi nimitti. Tosin myös Mooses palveli Jumalan kansaa uskollisesti.
3a0303008b	Jeesuksen kunnia on kuitenkin paljon suurempi kuin Mooseksen, aivan niin kuin hyvän talon rakentajaa kiitetään enemmän kuin rakennusta.
3a03040038	Ihmiset rakentavat taloja, mutta Jumala on kaiken Luoja.
3a03050088	Mooses teki siis Jumalan talossa hyvää työtä, mutta hän oli vain palvelija, ja hänen tehtävänsä ennakoi myöhempiä tapahtumia.
3a030600cc	Kristuksella, Jumalan uskollisella Pojalla, on päävastuu rakennuksesta. Me kristityt olemme tuo Jumalan rakennus, jos vain pysymme loppuun asti rohkeina ja jos säilytämme iloisen luottamuksen häneen.
3a030700f3	Koska Kristus on kaiken pää, Pyhä Henki kehottaa meitä kuuntelemaan häntä tarkkaavaisesti – juuri nyt. Emme saa paaduttaa sydäntämme emmekä vastustaa häntä, niin kuin israelilaiset tekivät, kun Jumala koetteli heitä autiomaassa.
3a0309008c	Jumala oli kärsivällinen ja teki heidän nähtensä ihmeitä neljänkymmenen vuoden ajan, vaikka he jatkuvasti kapinoivat Jumalaa vastaan.
3a030a0095	Mutta sitten Jumala sanoi: »Minä suutuin heihin, sillä he etsivät aina apua muualta kuin minulta eivätkä löytäneet minun neuvomiani teitä.»
3a030b0053	Lopulta Jumalan viha syttyi ja hän vannoi: »Tätä kansaa en päästä perille.»
3a030c008c	Rakkaat ystävät, pitäkää varanne, ettei teidänkin sydämenne ole paha ja epäuskoinen ja johda teitä poispäin elävästä Jumalasta.
3a030d008a	Puhukaa näistä asioista keskenänne joka päivä niin kauan kuin vielä on aikaa, ettei kukaan joutuisi synnin pettämäksi ja paatuisi.
3a030e009f	Jos olemme loppuun asti uskollisia ja luotamme Jumalaan samoin kuin silloin, kun meistä tuli kristittyjä, niin kaikki, mikä on Kristuksen, on myös meidän.
3a030f00d3	Juuri nyt on oikea aika. Älkää unohtako varoitusta: »Jos kuulette [tänään] Jumalan puhuvan teille, älkää kovettako sydäntänne, niin kuin israelilaiset, jotka kapinoivat Jumalaa vastaan autiomaassa.»
3a0310009c	Kenestä tässä oikein puhun? Ketkä kuulivat Jumalan äänen, mutta nurisivat häntä vastaan? Kaikki ne, jotka lähtivät Mooseksen johtamina Egyptistä.
3a03110089	Ketkä tekivät Jumalan vihaiseksi noina neljänäkymmenenä vuotena? Samat ihmiset. He tekivät syntiä ja kuolivat lopulta autiomaahan.
3a0312006d	Keille Jumala vannoi, ettei päästäisi heitä lupaamaansa maahan? Kaikille, jotka eivät totelleet häntä.
3a0313004c	Miksi he eivät päässeet perille? Siksi, että he eivät uskoneet Jumalaa.
3a0401009b	Jumalan lupaus on yhä voimassa: me saamme kerran levätä hänen luonaan. Silti meillä on syytä pelkoon, sillä jotkut ovat jäämäisillään matkasta.
3a040200d0	Olemme saaneet kuulla saman valtavan uutisen kuin Mooseksen ajan ihmiset: Jumala haluaa pelastaa meidät. Noille ihmisille uutisesta ei kuitenkaan ollut hyötyä, sillä he eivät uskoneet Jumalan lupauksiin.
3a04030118	Vain me, jotka uskomme, mitä Jumala on sanonut, pääsemme hänen lepopaikkaansa. Hänen sanansa kuuluvat: »Olen vihaisena vannonut, että ne, jotka eivät usko minua, eivät pääse perille.» Ja kuitenkin kaikki on ollut valmiina heitä odottamassa maailman luomisesta saakka.
3a040400a8	Tiedämme, että kaikki on valmiina, koska Raamattu kertoo Jumalan levänneen luomistyön seitsemäntenä päivänä. Hän oli silloin tehnyt sen minkä oli aikonutkin.
3a04050077	Mutta kuitenkaan israelilaiset eivät päässeet perille, koska Jumala oli sanonut: »He eivät saa levätä luonani.»
3a040600a1	Joka tapauksessa lupaus on voimassa ja jotkut pääsevät perille. Ne, joille ensin annettiin mahdollisuus, eivät päässeet, koska he eivät totelleet Jumalaa.
3a040700ef	Jumala asetti toisen määräpäivän, ja se on käsillä nyt. Hän ilmoitti siitä paljon myöhemmin kuningas Daavidin välityksellä, kuten jo totesimme: »Jos tänään kuulette Jumalan puhuvan teille, älkää kovettako sydäntänne.»
3a040800cc	Uusi lepopaikka, josta Jumala puhuu, ei ole Israelin maa, jonne Joosua johti kansan. Jos Jumala olisi sitä tarkoittanut, hänen ei olisi tarvinnut enää puhua toisesta, myöhemmin tulevasta päivästä.
3a04090035	Jumalan kansaa odottaa siis vielä täydellinen lepo.
3a040a006f	Jokainen, joka pääsee perille, saa levätä työnsä jälkeen, niin kuin Jumalakin lepäsi luomisen jälkeen.
3a040b00b3	Myös meidän on pyrittävä tuota lepopaikkaa kohti. Emme saa olla tottelemattomia Jumalalle, niin kuin israelilaiset, jotka uppiniskaisuutensa tähden eivät päässeet perille.
3a040c00d1	Jumalan sana on täynnä elävää voimaa. Se on terävämpi kuin mikään kaksiteräinen miekka. Se viiltää syvälle salaisimpiin ajatuksiimme ja toiveisiimme asti ja paljastaa, millaisia me todella olemme.
3a040d00c1	Jumala tietää kaiken jokaisesta ihmisestä. Sisimpämme on paljaana elävän Jumalan silmien edessä. Mikään ei ole salassa häneltä, jolle olemme vastuussa kaikesta, mitä olemme tehneet.
3a040e008d	Jumalan Poika, Jeesus, on suuri ylipappimme, joka on mennyt taivaaseen auttaakseen meitä. Siksi emme saa koskaan lakata luottamasta häneen.
3a040f0084	Ylipappimme ymmärtää heikkoutemme, sillä hän on ollut samoissa kiusauksissa kuin mekin. Hän vain ei koskaan langennut syntiin.
3a04100078	Voimme rohkeasti mennä armahtavan Jumalan valtaistuimen eteen saadaksemme häneltä avun silloin, kun sitä tarvisemme.
3a0501018d	Juutalaisten ylipappi on vain ihminen, mutta hänet on valittu edustamaan ihmisiä Jumalan edessä. Hän vie Jumalalle heidän uhrilahjansa ja uhrieläinten veren, joka on tarkoitettu peittämään kansan synnit ja myös ylipapin omat synnit. Koska hän itsekin on ihminen ja kokee kiusauksia, hän osaa suhtautua erehtyviin ja tietämättömiin ihmisiin oikein ja ymmärtää heidän vaikeutensa.
3a0504009c	Kenestäkään ei voi tulla ylipappia vain siksi, että hän itse sitä toivoo. Jumala kutsuu hänet tähän tehtävään, niin kuin hän kutsui Aaroninkin.
3a050500be	Siksi Kristuskaan ei itse valinnut itseään ylipapin kunnioitettuun virkaan, vaan Jumala valitsi hänet. Jumala sanoi hänelle: »Sinä olet minun Poikani, joka tänään synnyit minusta.»
3a0506005a	Hän sanoi myös: »Olen valinnut sinut ikuiseksi papiksi, aivan niin kuin Melkisedekin.»
3a050700cf	Tästä huolimatta Jeesus maan päällä ollessaan rukoili tuskissaan itkien Jumalaa, joka yksin voi pelastaa hänet kuolemasta. Jumala kuuli hänen rukouksensa, koska hän oli halunnut aina totella Jumalaa.
3a05080080	Vaikka Jeesus oli Jumalan Poika, hänen oli kokemuksesta opittava, mitä totteleminen on, silloin kun se merkitsee kärsimistä.
3a05090071	Hän osoitti olevansa täydellinen. Ja nyt hän voi antaa ikuisen pelastuksen kaikille, jotka tottelevat häntä.
3a050a004a	Jumalahan oli valinnut hänet ylipapiksi niin kuin Melkisedekin aikoinaan.
3a050b0084	Tahtoisin sanoa tästä asiasta paljon muutakin, mutta teitä on vaikea saada mitään ymmärtämään, kun ette välitä kuunnella.
3a050c016c	Olette olleet jo niin kauan kristittyjä, että teidän olisi aika opettaa muita. Sen sijaan tarvitsettekin taas itse Jumalan sanan alkeiden opetusta. Olette kuin maidolla ruokittavat vauvat, jotka eivät vielä pysty syömään kiinteää ruokaa. Jos elätte jatkuvasti maidolla, ette ole vielä paljoa kasvaneet kristittyinä ettekä ymmärrä edes perusasioita.
3a050e00af	Teidän on kasvettava, ennen kuin voitte syödä hengellistä ruokaa ja ymmärtää syvemmin Jumalan sanaa. Vasta silloin totutte elämään oikein ja erotatte hyvän pahasta.
3a0601012c	Ei ole mitään hyötyä siitä, että jatkuvasti puhumme kristinuskon alkeista. Koetan auttaa teitä eteenpäin, jotta uskonne kasvaisi. Enää minun ei varmaankaan tarvitse puhua teille siitä, miten järjetöntä on yrittää pelastua olemalla hyvä tai miten välttämätöntä on uskoa Jumalaan.
3a06020084	Ette myöskään tarvitse lisää tietoa kasteesta, kätten päällepanemisesta, kuolleiden heräämisestä tai ikuisesta tuomiosta.
3a06030031	Siirrymme nyt muihin asioihin, jos Jumala sallii.
3a060400a4	Niitä, jotka ovat ymmärtäneet hyvän uutisen Kristuksesta, mutta kääntäneet sitten Jumalalle selkänsä, ei kannata yrittää tuoda uudestaan hänen luokseen.
3a06050095	He ovat maistaneet uutta elämää Kristuksen ja Pyhän Hengen yhteydessä, oppineet tuntemaan Jumalan sanaa ja tulevan maailman suunnattomia voimia.
3a060600af	Kun he tämän jälkeen ovat hylänneet Jumalan Pojan, he ovat naulinneet hänet uudelleen ristiin kaikkien pilkattavaksi. Sen tähden heidän on mahdotonta enää kääntyä.
3a06070057	Kun sadekuurot kastelevat maan ja siitä kasvaa hyvä sato, maa saa Jumalan siunauksen.
3a06080070	Mutta jos maa kasvaa jatkuvasti vain ohdakkeita, se on hyödytön. Jumala tuomitsee sen ja se poltetaan kuloksi.
3a06090093	Rakkaat ystävät! Vaikka puhunkin näin, en usko sanojeni koskevan teitä. Olen varma siitä, että teissä kasvavat pelastuksen hyvät hedelmät.
3a060a00a3	Jumala on oikeudenmukainen. Ei hän unohda vaivannäköänne eikä rakkautta, jota olette hänelle osoittaneet, kun olette auttaneet ja yhä autatte hänen omiaan.
3a060b0077	Toivomme hartaasti, ettette koskaan väsyisi rakastamaan toisia ihmisiä, jotta teillä olisi varma toivo loppuun asti.
3a060c00d6	Kun tiedätte, mitä teillä on odotettavissa, ette kyllästy ja muutu välinpitämättömiksi. Esikuvananne ovat ne ihmiset, jotka uskoivat Jumalan lupauksiin ja odottivat kärsivällisesti, kunnes ne toteutuivat.
3a060d0068	Muistatteko, mitä Jumala lupasi Aabrahamille? Hän vannoi omaan nimeensä – suurempaahan ei ollut –
3a060e006b	että hän siunaamalla siunaisi Aabrahamia, antaisi hänelle pojan ja tekisi hänestä suuren kansan isän.
3a060f0075	Aabraham odotti kärsivällisesti, kunnes Jumala antoi hänelle tuon pojan, Iisakin, aivan niin kuin oli luvannutkin.
3a06100078	Kun ihminen vannoo jotakin, hän pyytää todistajaa vahvistamaan valan, niin että hänen on pakko pitää lupauksensa.
3a06110083	Jumalakin sitoi itsensä valaan. Ne, joita hän lupasi auttaa, voivat olla täysin varmoja siitä, ettei hän muuta suunnitelmiaan.
3a06120138	Jumala on antanut meille sekä lupauksensa että valansa. Voimme luottaa niihin, sillä Jumala ei voi valehdella. Kaikki, jotka pakenevat hänen turviinsa pelastuksen toivossa, saavat rohkaista mielensä kuullessaan Jumalan vakuutuksen. Silloin he tietävät, että Jumala pelastaa heidät niin kuin on luvannut.
3a06130073	Pelastumisen varma toivo on kuin sielun vahva ankkuri, joka on heitetty taivaan pyhän esiripun taakse Jumalan luo.
3a061400a8	Kristus on mennyt sinne jo edeltäpäin rukoilemaan puolestamme. Hänestähän on tullut ikuisiksi ajoiksi ylipappimme, jolla on samanlainen asema kuin Melkisedekillä.
3a070100c8	Melkisedek oli Saalemin kaupungin kuningas ja korkeimman Jumalan pappi. Kun Aabraham palasi kotiin voitettuaan monta kuningasta suuressa taistelussa, Melkisedek meni häntä vastaan ja siunasi hänet.
3a070200e2	Aabraham lahjoitti hänelle kymmenesosan siitä, mitä oli taistelussa voittanut. Nimi Melkisedek merkitsee »oikeudenmukaista kuningasta». Saalemin kuninkaana hän on myös »rauhan kuningas», koska Saalem merkitsee rauhaa.
3a070300b2	Hänellä ei ollut isää eikä äitiä, eikä hänen esi-isistään tiedetä mitään. Hän ei syntynyt koskaan eikä kuollut koskaan: hän on kuin Jumalan Poika, ikuinen pappi.
