2800000007	Matewos
320303009b	Inno Ha'ooson Ayyanak shiiphet faaniis geroki biistoni sitiriisik sinnoynaron Yesus Kiristoos bar barik teetet faanir sinna boor'a futoosik haarko kunniwa.
320304009a	Teetok sholsir sinfaanane ta showo wuzak teetonak chimanawa; geroki bestefa sitiriisik teetefe asu feefaanane ta basaastan denalonon teetona wuzna faarwa.
32030500db	Ta koontenari nangirinsinari wonotu haarko kunin; koontonaasik dey Biniyamni asteseriisin sina Israelawiwa. Es baristan kabi chowa ta isa mudaba foonto Ibrawiwa. Ayhudni tumaasi oodni chowaasik sinfaanane ta Ferisawiwa.
320306009f	Ayhudni meeni haymanotiisi chowak koono sinfaanane betekiristaniison boget faanar. Tumaason oodde ooko sinni chowaasik sinfaanane zinaba foontonontu faafangwa.
3203070081	Es zeemo sinak taak ke'nirwa yira amanet faana wuzaasikito zuuttera Kiristoosni chowaasikwa iyaat ke'noy wuza zagiratu faadingwa.
32030800fa	Es baristan ooma Daamta Yesus Kiristoosnin arustan denalo ooma wuza aafa sinnamato amanefana boor'a zuuttambaase asin ke'nor zagiratu faadingwa; barikwa iyaat zuuttambaase asin turkin; Kiristoosnin danakwa iyaat zuuttambaase asin diima zagira faadin.
3203090092	Esiis dey tumaasimato fa ta ookooson beyfaat amantoosimato fa Ha'oosi ookonon Kiristoosnin amantok dananaknawa barneen ane dey foonaknatu zaginwa.
32030a0097	Kiristoosninnawa Kiristoosni kitun kabuni hugnaasonna arunak; dey shanabaason haa'er sinanaknawa kitubaasiknu dey basaaysimato sinanakna kaltefawungwa.
32030b0045	Esiisimato dey kitinanneen orfo kabira kaak foonak abdi zagifawungwa.
32030c00c9	Han baron zuutira aane ephut wedey han barikito zuuttambaase asin daningwa uuk aafa chimanawuza. Sinuntano Yesus Kiristoos taan basar zagire taak hoossina wossumaason dananak ek sina eelanak duudonawa.
32030d009f	Ayni meyane! Hashnu ta hamma kar'ingwa yira aafa faaduna wuza; sinuntano isa wuza zaguna; orfonaki baron daaget sinnaastaki fa barki hamma kar'anak shongonawa.
32030e00a5	Wossumanaason dananak sinnaasta fa koi'ni dimaasta hamma kar'anak eelana. Es wossumaas dey Ha'oos Kiristoos Yesusniki kamo taak den samak imana koi'ba foonto kaaswa.
32030f00aa	Ese Ayyanani foosik chima inno es effatena yaadata innok foonak sholsuwa; nittotin oor oor kisuni safara ganentiissi faafaanane es safaraason Ha'oos amma nittok zagunawa.
3203100043	Aaffarnu sinun Ha'oos innok ammanon besina futoosik ek sina hamani.
320311007d	Aytaasakitono! Ta besina zalfaasik zoonustotik ma'i utiwa; inno besini zalfaasik zoonustesefe baassotin dey mai'sira biitiwa.
320312009a	Zeemo sinak showo kaba nittok makenaasimato hashnu dey harafnaason wuukit makonawa; showoni meya feesefe foobesiisik Kiristoosni mesqeliisi guma sinetewa.
3203130083	Katbesiis baassok ha'obesiwa; iichu wuzaas baassok ulfinbesiwa; safarabesiis han daastakirwa; es bari boor'a baasso ko'aas tishuwa.
3203140068	Sinuntano inno daaniis samawa. Denun yooni fatir sina Daamni Yesus Kiristoosnin kaltanak oodet faanirwa.
32031500b0	Bar han kuupni atuniison soolok basa ulfinni atuusimato sinanak zaguna; es baron dey zagunaas zuuttambaase asin ha'suni hugnabaasi sikalosi zagunak barin chinifa hugnabaasikwa.
320401005f	Shunfana nitto; kaltefana giranaasewa teetonaase sina aytaasakitono! Daamiisik chimma yerotiwa.
320402005b	Ewodiyanewa Sinxikiyane bare bare Daamiisik eete eete isar sinera foosonak shiiphefawungwa.
3204030104	Estak fe amanto wostoni zomota sina ne dey es mashkasusikitonon argasutak shiiphefawungwa. Es mashkasusikito taneen ane Qelementosneennawa sunbesiis kaani matsafaassi tichchena oom wostoni zoomotaasakitoneenna ane sinera misirachchuni kaamaason katuk kabesewa.
3204040052	Daamiisar sineti boor'a wonna wonna giroti. Hepsa wolla dey «Giroti» yifawungwa.
320405004b	Garamnitiis asu zuuttambaase asik arter sinun. Daamiis wolle yoonak tai'se.
320406007d	Es bari boor'a zuuttambaase asik shiiphok; noonere shiiphoknawa galatakna Ha'oosi sina tai'sutitano isa wuzaknu rakkatotiita.
3204070093	Asuni yaadata zuuttambaase asiistan denalo sina Ha'oosi naga nibnitiisonnawa kanuntiisonna Yesus Kiristoosneen ane sineti boor'a nittotin oodanawa.
3204080109	Kanuntiis han zuuttambaase asiistan denalo sina bariknawa galatbarere ma'a wuzaasikitokna tuumar sinun. Koi'baasta dey ayni meyane! Futo sina baron; ulfinba faana baron; likki sina baron; kayma sina baron; girsu sina baronnawa ma'ar sina wuzasonna zuutira safaroti.
3204090091	Taakin ariseti baronnawa ephpha taaseti baronna dey taakin odeseti baronnawa biyeseti baronna zuutira zaguti. Nagani Ha'oos nittoneen ane sinana.
32040a00c8	Showo wonaneen orfo hepsa ta rakkooson safareseti boor'a Daamiisik akama gira girengwa. Es baron yinaas safareti baron wostok besuk ma'a ugna aane danetiwa unatano ta rakkooson safaro beytiwa unatawa.
32040b0059	Dey es baron yifanaas turkina boor'atawa. Ta: «Taak fa bar hoorona» uuson arira faanar.
32040c009e	Es bari boor'a danaason sinun turkuson arinar. Aaffa dimaastanu sinun aaffa kabaastak meere gawunewa maktone asin dey dannewa turkune asi aacho chowanon arin.
32040d003e	Hugna taak imfe Kiristoosnik zuuttambaase asin zagu chimanawa.
32040e0046	Sinuntano nitto rakkonaason argasir sineti boor'a ma'arontu zagsetiwa.
32040f00de	Misirachchuni kaamaason makonak tesira Meqedoniyan kesfana kabaasik nitto Filiphisiyus feese betekiristaniistano imak sinun ephak taneen ane isar sinne woster ooma betekiristani aafa sinnamato nitto teetnitiisik arsetirwa.
3204100051	Teselonqek faana kabaasik taak sholsu wuzason arsera heppa heppa wolla argasseti.
3204110070	Es baron dey unaas nitto imaason ephanak akamanon sholok sinnoynaron asunik imnitiisi gaana arkunak sholefaatwa.
32041200b9	Taak sholsi baronnawa taak sholsi baristan denalononna wosseti imaason Afiroditusni kushuussin ephingwa. Es nitto imaas ma'a sawuba faana maa'aasimato Ha'oos ephpha taara dey gironarwa.
320413006c	Es bari boor'a Ha'onaas otumbaasi arkunimato Yesus Kiristoosniki kamo nittok sholsi baron zuutira tuununawa.
320414004a	Abaniisiknawa Ha'oniisikna koi'ba foontonon ulfina barik sinfawung; Aamin.
3204150079	Amanynyini meya zuuttambesiise asik Yesus Kiristoosni sunaasik naga katuti. Taneen ane feese ayni meya dey naga wosisete.
320416006b	Oom amanynyini meya zuuttere arkiron dey Roomni taate meeni taatoosa keerki meya sina baasso naga wosisete.
3204170036	Daam Yesus Kiristoosni otmaas nittoneen ane sinfawung.
3300000009	Qolasiyas
3301010056	Ha'oni safarak Yesus Kiristoosni wosi sina Phawuloskinnawa ayni sina Ximotiyosnikinna.
3301020081	Qolasiyaasuk feese Kiristoosneen ane fook amanamto sina amanynyini meyak abani sina Ha'ooskin otumnewa nagane nittok sinfawungwa.
3301030061	Nittok shiiphefeni kabaasik Daamni Yesus Kiristoosni aba sina Ha'ooson wonna wonna galattefeniwa.
330104006d	Yesus Kiristoosnista fa amantontiisewa amanynyini meya zuuttambesiise asik besseti keeshtanaase asin odeniwa.
33010500d6	Futoni kaama sina misirachchuni kaamaas zeemma nittoki kar'fana kabaasik es barissi fa abdiison odetiwa; es bari boor'a amantontiisewa keeshtannitiise kaputtera yerenaas den samak hoorera nittotin oodni abdiistawa.
33010600c8	Nitto misirachchuni kaamaason odeseti wononeennawa Ha'oosi otma futo sinnamato ariti wononeenna kabira han misirachchuni kaamaas nitto ganeyaassik daa zuuttambaase asiissi gaanba gaanet dey tagitu fa.
3301070072	Esiis dey inno edde amanto Kiristoosni wostinynya sinaasnawa innoneen ane dey wostefe shunto Ephafira nittok make.
330108006f	Esiisimato dey bar Ha'oosi Ayyanak nittok imte keeshtanaasik nittotna nittotna keeshtet faatimato innok makewa.
33010900b6	Es bari boor'a inno es baron odeni wonaastan kabgira nitto ayyanani foosi techmaknawa yaadatakna Ha'oosi safaranon gasasuti tuuma arunti foonak nittok Ha'ooson shiipho aane beyeniwa.
33010a009c	Esiisimato dey Daamiisik sholsu sina fo faarabarin girsutik dey ma'ar sina wostoni wostok gaana gaanatiknawa Ha'ooson aruk dichet hamatiknatu shiiphefeniwa.
33010b008f	Daamiis akama tega hugnabaasik chimbaason zuuttire nittok imowa. Zuuttambaase asin fakiyak chimma girak hoorere feer sinatik nittotin zagawowa.
33010c0062	Dey chaarefaasi taatosi kortoni meyaneen ane haa'o danatik nittotin zagi Aba Ha'ooson galattotiwa.
33010d004e	Bar talmaasi ha'suni hugnaassin fu'era shunto bari Naasa taatosi girunik zagi.
33010e002e	Bar innotin furen boor'nisi fakiyanon danniwa.
33010f0064	Kiristoos biistonoy Ha'oosik futoni besowa. Bar teste testo zuuttambaase asiistan denalo dey uzunwa.
33011000f9	Den samaknwa han daastakna fayiis biistefa barewa biistonoy bare; samaki hugnaasewa zoonsife baassotna; gaannye meenawa ha'suni hugnabesi faana baassotna zuuttambesiise testesetees barikwa; Ha'oos zuuttambaase asin tesinaas barki kamonawa bariknawa.
3301110061	Kiristoos zuuttambaase asiistan zeemme feer. Sina chowa zuuttambaase wol ephera yerenaas barikwa.
3301120070	Bar basa atu sina betekiristaniisi teetwa. Zuuttambaase asik sina zeemar sinanak kitun kabubaasik dey tesunirwa.
3301130045	Es bar dey Ha'oos bari tumaas Naabaasata foonak Aba Ha'oosi fiqadiwa.
3301140087	Barki kamo den samako sinun han daastak faase wuzasikitonon zuuttire Ha'oosneen ane gansi. Masqalista wuukte Naabaasa hannak naga zagi.
330115007a	Zeemma Ha'oostan wokka faasetir. Nibnitiisi mangu safaraknawa mangu wostontiisikna kabi chowa Ha'oosi guma sinna faasetir.
33011600a9	Sinuntano hash nitto kortoni meenawa kayimni meena dey zinaba foonto asu zagira sinba tai'sunak Naabaas ashak kitubaastan kabi chowa Ha'oos barneen ane nittotin gansiwa.
33011700ff	Es bar dey sinanaas misirachchuni kaamaaski kamo beste abdiisik amantok zagira yeerefaatine koi'bawa. Es odeti misirachchuni kaamaas han daa zuuttambaase asiista feese asuni meyak maktewa. Ta Phawulos dey han misirachchuni kaamaasiktu wostinynya siningwa.
3301180094	Hash nitto boor'a ephphataana shanaasik girefawungwa. Basa atu sina betekiristaniisik Kiristoos ephpheteena shanasin yo'i baron ashnaasik tuununawa.
330119007b	Ha'oosi kaamanon zuuttira nittok ammanon kotta makonak Ha'ooskin taak imte adarasimato Betekiristaniisik wostinynya singwa.
33011a0087	Aata neyaasik Ha'oosi kaama koontoosik aacheratu fawa. Sinuntano hash Ha'oos amanefe baasso zuuttambesiise asik ammanon kissira besiwa.
33011b00e9	Ha'oos dey kortoni meyak ammanon kisira besuk sholenaas han aacho chowaasi ulfinni otmaas Aazab sina nitto ganeyasi awune fa akama sinbaasongwa. Es aacho chowaas dey abdik oodet faani ulfinaas bestefana Kiristoos nittoossi foobaaswa.
33011c00a9	Asu isarba isarbaas Kiristoosnik chimme yere asu sinne bestonak zagunik asu zuuttambaase asik techmaason zuuttira assuniknawa ke'uknatu Kiristoosni chowaason makefeniwa.
33011d007a	Ha'oos akama hugnabaasik tayissi wostet faana boor'a es hugnaaski kamo es alamabaas ko'unak kabet akamanon hopidifawungwa.
33020100a2	Nittoknawa Lodoqiyak feese asuni meeni boor'ana esiisimato dey aafe aafe uphera biinoyni asuni meyakneen awune fa akama kabo zagit faanamato arutik sholefawungwa.
3302020092	Kabet faanaas dey nibbesiis chima dananaknawa keeshtanak isar sinonekna dey futoni yaadata danere Ha'oosi aacho chowa sina Kiristoosnin arsonekwa.
330203003b	Techmaasewa aruni otmaase aachera faanaas Kiristoosnissiwa.
330204004b	Es baron nittok makefanaas oonu shima wollak nittotin eshnoynamato iyaatwa.
3302050086	Ashak nittoostan wokfanaknu ayyanak nittoneentu fawungwa. Sitirik foontisewa Kiristoosnista fa chima amantontise asin biyaat girengwa.
330206004a	Daam Yesus Kiristoosnin ephpha taasetimato dey barneen ane isarik foosoti.
3302070071	Basaasta kaputteranawa chimmana arseti aruusimato amantontiisik chimma foosoti. Tuumma fui'te galata barik imoti.
33020800ad	Kiristoosnista kaputtonoy asuni meeni tumastanawa han daastaki ke'noy siitiristana kaputtana yere dey asu kisina shima eshak oonu nittotin eshnoynamato teetnitiison oodtiwa.
3302090034	Ha'oos oo sinnamato tuumma faanaas Kiristoosnissiwa.
33020a0070	Nitto dey tuuma kaa daanetiis testo zuuttambaase asiista ha'sunewa ha'suni hugnaasi teet sina Kiristoosnikingwa.
33020b0096	Barik amantontiisik haarko kunetiwa. Es kuneti haarkoos boor'ba faana amalaason tishkuk Kiristoosniki kamo zagte wuzatano asuni kushuk zagte wuzatawa.
33020c00aa	Haphuktesefeti kabaasik Kiristoosneen ane kabbartesetiwa. Barneen ane dey kitun kabsetiwa; kitun kabsetiis dey Kiristoosnin kitun kabgi Ha'oosi hugnak amaneseti boor'awa.
33020d00e7	Boor'a wosteseti boor'anawa boor'ba faana ashnitiis Kiristoosnin amanok haarko kunu beyna boor'ana ayyanak kitu sinna faasetir. Sinuntano hash Ha'oos Kiristoosneen ane nittotin hayewa zagiwa. Boor'nitiison dey zuutira feeshun yiwa.
33020e009c	Bar es innotin malatet fa barewa innotin tugga'et fa tumaassiki kowani tichanon zuutire ku'e tishki. Masqalista musmarisik ichchere suutere innoostan kabgi.
33020f009c	Hugnaasikitononnawa ha'sife baassotinna masqaliisik merere taar'esete meeni taar'oson kotsinaneen orfo kushu imar sinobesiison ammanon kessa biistonak zagi.
330210008e	Ese muuk wedey ushak eeboson ulfinsuk wedey tesira besi assaason wedey beysani wonaason ulfinsuni chowaasik oonu nittoosta mangsu kar'anatawa.
3302110050	Es bar zuuttambaase hanneenti yooni bari yirarawa. Sinuntano futoos Kiristooswa.
33021200db	Sinnoy garamnewa Ha'oosi wosiyanon shiiphok teetefe baasso waagba foonto zagire nittotin fu'onoynamato teetnitiison oodtiwa. Es effe asus biifena raa'isik teetbaason den teggifaat sinnoy shima ashni safarak begantefewa.
33021300d8	Es effe asus teet sina Kiristoosneen ane isarba aafawa. Atu zuuttambaase asik ke'oba ke'obaasiknawa tasba tasba tasbaasikna isa daa tusira maasifaas teetaswa. Atu zuuttambaase dichanak Ha'oos zagifanaas esiisimatowa.
33021400a6	Kiristoosneen ane kitira han daastaki ke'noy sitirissin oor kesetinneen hash awuni boor'a han daastaki wuzaasin oor kesnoyne feer sinna effatena ajajiisik ha'ifetiso?
3302150043	Es ajajiis dey: «Ephataata, Bechchutaata, Zoogutaata» yifa barwa.
330216007b	Es bar zuuttambaase asu tumena sitirinewa assune asiista kaputtera yerer sinna boor'a wostota feeshnanneen orfo tishunirwa.
33021700c7	Es ajajiisikito asuni nibtan kabi shiiphonewa sinnoy garamne dey atuni miir'ok yerer sinna boor'a techumba faarne faar sinna bestonak chimanawa. Sinuntano ashni kaltanaason oodak isarne aane ke'fawa.
330301007c	Ese Kiristoosneen ane kitun kabsetinneen Kiristoos Ha'oosi oi'ta teshta diina dimaasta den samak fa wuzasikitonon sholotiwa.
3303020062	Wonna wonna den samaki faase wuzasikitonon safarotitano han daasta fa wuzasikitonon safarotiitawa.
3303030057	Nitto boor'ba faana ashnitiisik kititiwa; kaantiis Kiristoosniki kamo Ha'ooski aachewa.
330304005d	Kaanti sina Kiristoos yeefena kabaasik nitto dey barneen ane ulfinak ammanon kessa bestotiwa.
33030500ad	Es bari boor'a nittoossi faase han daastaki fooni eenantoson zuutira woruti; es barikito dey: «Gerkesa, kiina wosto, Igu, mangu kaltana, kool'oni shiiphone fa eenantooswa»
330306004f	Es wuzaasikitoni boor'a Ha'oosi gi'a Ha'oosik ajajamonoy asuni meyaasta yoonir.
3303070043	Nitto teetnitiisik dey zeemo sinak es wuzasikitonon zagit faasetir.
330308007e	Sinuntano hash gi'ason, haarison, nuuruson, asuni sunni mangsuuson nittoossin tishkuti; iichu wollanu noonontiissin kesanaata.
330309005f	Kur'u amalaason wostobaasneen ane gaa'a ha'seti boor'a nittotna nittotna esha wolla wollotiita.
33030a0042	Tesi Ha'oosi gitok aruk gaddo sinet hamfa gaddo amalaason maytiwa.
33030b0122	Es gaddo kaassi Girikni daani asu wedey Ayhudni daani asu; haarko kuna asu wedey haarko kunnoy asu; aruba foonto wedey aruba feenar; Ha'o arunor; birmadummaba feenar wedey birmadummaba foonto asusa ganeyasi kortoba aafa. Kiristoos zuuttambaase asikwa; Kiristoos zuuttambaase asiissitu fewa.
33030c0094	Ese Ha'oos korina nittotnawa kortoni meena; Ha'oosik shunto sinetisimato kenashtooson, garamaason, teetni daa ephaason, ma'aason fakiyaason maytiwa.
33030d00a0	Nittotna nittotna wol chimti nittoossin isaas oomiisata gi'tena wuza faafaanane wol feeshun uti. Daamiis nittotin feeshun yinaasimato nitto dey wol feeshun uti.
33030e0065	Es baristan denalo zuuttambaase asin zuutira taar'a yo'uba foontonon isar zagifa keeshtanaason mayti.
33030f008a	Isa atuni billiti sinna futok teegtetiis han nagaasik sinna boor'a Kiristoosni nagaas nitto nibaassi taatton; Ha'ooson dey galatter sinti.
33031000bd	Kiristoosni kaamaas nitto nibaassi tuumma foon; techmak nittotna nittotna ane aruti; dey merkoti; gaamaknawa kaphsukna dey kayma we'sok Ha'ooson futok nibnitiissin galattet gaama gaamosoti.
330311008e	Yesusniki kamo aba Ha'ooson galattet kaamaknawa wostokna zagifeti baron zuutira Daam Yesusni sunaasik zaguti. Es barik aba Ha'ooson galattoti.
3303120054	Keerinyani meyane! Amanynyini meyak sholsu sinna boor'a teegontisakitonik ajajamoti.
3303130048	Teegoni meyane! Keerinyantiisikitonon shunti. Baassosta keena budutiita.
3303140071	Naanggotaasikitone! Es bar Daamiisin girsuni wuza zuuttambaase asik kooni abantiisiknawa intontiisikna ajajamoti.
3303150065	Kooni abani meenawa kooni intoni meyane! Abdi buggusonoynamato naanggotnitisikitonon haarsusotiitawa.
33031600c6	Bozni meyane! Han daasta feese daamnitiisik sina chowa zuuttambaase asik ajajamoti. Es ajajamotiis dey baasso nittotin biyefe boor'a asunin girsuk sinnoynaron Daamiisin digoknawa ma'a nibakna sinun.
330317005a	Zagifeti baron zuutira asunik sinnoynaron Daamiisik zagifetisne faaron tuuma nibak zaguti.
3303180067	Es barik Daamiis ristiison wossuma zagire nittok imanamato arifeti. Wostet faatiis Daam Kiristoosnikwa.
330319006d	Ha'oosi sina teshshu aafa sinna boor'a mangu wosto wostefe bar wostena mangu wostobaasi waaganon ephphetoona.
3304010070	Daamni meyane! Nitto dey den samak nitto Daam feenamato arira boznitisakitonin ma'ariknawa isa kixxekna ha'suti.
330402002c	Ha'oosik chimma galattok yeetunoy shiiphoti.
330403009b	Es barneen ane Ha'oosi kaamanon makoni ugna innok gachanaknawa ta basa boor'a taatera faana Kiristoosni aacho chowaason mako chimanikna innok shiiphsotiwa.
330404004a	Ta dey makonak sholsinasimato kaambaason ammanon makonak taak shiiphotiwa.
3304050044	Aaffa ugnaknu sinun amanonoy asuni meeni ganeyaassi techmak foosoti.
330406005a	Asu isarba isarbaasik sholsu wolgu ima chimatik wonna wonna wolumnitiis ma'a kaar'a sinun.
330407007f	Tikiqos ta chowaason zuutire nittok makonawa. Bar shunto ay dey amanamto wostinynya; taneen ane dey Daamiisa wostoni zoomotawa.
3304080055	Barin nittoki wosinaas inno chowaason nittok makonaknawa nitto nibaason chinunaknawa.
330409008f	Barneen ane dey nitto keen sina amanamto dey shunto ay sina Onesmos nittoki yoonir. Baasso yeesefaat hanta fa chowaason zuutire nittok maksone.
33040a00b1	Taneen ane taatere fe Aristirokos naga nittotin oochediferwa. Zeemo: «Nittoki yeefena kabaasik ephphatooti» yit makena Barnabasni ishni naa Marqos dey naga nittok oochedifewa.
33040b00c7	Iyyusxos yistere teegtefe Iyyasu naga nittok oochedife. Ha'oosi taatoni wostonon taneen ane wostesefe asuni meeni ganeyasin Ayhudni meeni keen sina baasso han baasso koi'besiwa; taan dey chinisetewa.
33040c00bd	Nitto keen sina Yesus Kiristoosni wostinynya Ephphafira nittok naga oochedifewa; kayma foosik chimma yeerotiknawa Ha'oosi safaranon zuutira koi'sutikna bar wonna wonna nittok shiiphedifewa.
