0100000006	Genesi
2c08260063	Fece fermare il carro e discesero tutti e due nell'acqua, Filippo e l'eunuco, ed egli lo battezzò.
2c0827008c	Quando furono usciti dall'acqua, lo Spirito del Signore rapì Filippo e l'eunuco non lo vide più e proseguì pieno di gioia il suo cammino.
2c08280077	Quanto a Filippo, si trovò ad Azoto e, proseguendo, predicava il vangelo a tutte le città, finché giunse a Cesarèa.
2c09010072	Saulo frattanto, sempre fremente minaccia e strage contro i discepoli del Signore, si presentò al sommo sacerdote
2c090200b7	e gli chiese lettere per le sinagoghe di Damasco al fine di essere autorizzato a condurre in catene a Gerusalemme uomini e donne, seguaci della dottrina di Cristo, che avesse trovati.
2c09030074	E avvenne che, mentre era in viaggio e stava per avvicinarsi a Damasco, all'improvviso lo avvolse una luce dal cielo
2c09040059	e cadendo a terra udì una voce che gli diceva: «Saulo, Saulo, perché mi perseguiti?».
2c09050050	Rispose: «Chi sei, o Signore?». E la voce: «Io sono Gesù, che tu perseguiti!
2c0906004a	Orsù, alzati ed entra nella città e ti sarà detto ciò che devi fare».
2c09070070	Gli uomini che facevano il cammino con lui si erano fermati ammutoliti, sentendo la voce ma non vedendo nessuno.
2c09080074	Saulo si alzò da terra ma, aperti gli occhi, non vedeva nulla. Così, guidandolo per mano, lo condussero a Damasco,
2c0909004a	dove rimase tre giorni senza vedere e senza prendere né cibo né bevanda.
2c090a0082	Ora c'era a Damasco un discepolo di nome Anania e il Signore in una visione gli disse: «Anania!». Rispose: «Eccomi, Signore!».
2c090b0090	E il Signore a lui: «Su, và sulla strada chiamata Diritta, e cerca nella casa di Giuda un tale che ha nome Saulo, di Tarso; ecco sta pregando,
2c090c0065	e ha visto in visione un uomo, di nome Anania, venire e imporgli le mani perché ricuperi la vista».
2c090d007c	Rispose Anania: «Signore, riguardo a quest'uomo ho udito da molti tutto il male che ha fatto ai tuoi fedeli in Gerusalemme.
2c090e0065	Inoltre ha l'autorizzazione dai sommi sacerdoti di arrestare tutti quelli che invocano il tuo nome».
2c090f008f	Ma il Signore disse: «Và, perché egli è per me uno strumento eletto per portare il mio nome dinanzi ai popoli, ai re e ai figli di Israele;
2c0910003c	e io gli mostrerò quanto dovrà soffrire per il mio nome».
2c091100ef	Allora Anania andò, entrò nella casa, gli impose le mani e disse: «Saulo, fratello mio, mi ha mandato a te il Signore Gesù, che ti è apparso sulla via per la quale venivi, perché tu riacquisti la vista e sia colmo di Spirito Santo».
2c09120067	E improvvisamente gli caddero dagli occhi come delle squame e ricuperò la vista; fu subito battezzato,
2c09130069	poi prese cibo e le forze gli ritornarono. Rimase alcuni giorni insieme ai discepoli che erano a Damasco,
2c09140038	e subito nelle sinagoghe proclamava Gesù Figlio di Dio.
2c091500ed	E tutti quelli che lo ascoltavano si meravigliavano e dicevano: «Ma costui non è quel tale che a Gerusalemme infieriva contro quelli che invocano questo nome ed era venuto qua precisamente per condurli in catene dai sommi sacerdoti?».
2c09160079	Saulo frattanto si rinfrancava sempre più e confondeva i Giudei residenti a Damasco, dimostrando che Gesù è il Cristo.
2c0917004f	Trascorsero così parecchi giorni e i Giudei fecero un complotto per ucciderlo;
2c0918008b	ma i loro piani vennero a conoscenza di Saulo. Essi facevano la guardia anche alle porte della città di giorno e di notte per sopprimerlo;
2c09190062	ma i suoi discepoli di notte lo presero e lo fecero discendere dalle mura, calandolo in una cesta.
2c091a0083	Venuto a Gerusalemme, cercava di unirsi con i discepoli, ma tutti avevano paura di lui, non credendo ancora che fosse un discepolo.
2c091b00d4	Allora Barnaba lo prese con sé, lo presentò agli apostoli e raccontò loro come durante il viaggio aveva visto il Signore che gli aveva parlato, e come in Damasco aveva predicato con coraggio nel nome di Gesù.
2c091c006a	Così egli potè stare con loro e andava e veniva a Gerusalemme, parlando apertamente nel nome del Signore
2c091d0056	e parlava e discuteva con gli Ebrei di lingua greca; ma questi tentarono di ucciderlo.
2c091e005b	Venutolo però a sapere i fratelli, lo condussero a Cesarèa e lo fecero partire per Tarso.
2c091f00a4	La Chiesa era dunque in pace per tutta la Giudea, la Galilea e la Samaria; essa cresceva e camminava nel timore del Signore, colma del conforto dello Spirito Santo.
2c0920006a	E avvenne che mentre Pietro andava a far visita a tutti, si recò anche dai fedeli che dimoravano a Lidda.
2c0921005c	Qui trovò un uomo di nome Enea, che da otto anni giaceva su un lettuccio ed era paralitico.
2c09220063	Pietro gli disse: «Enea, Gesù Cristo ti guarisce; alzati e rifatti il letto». E subito si alzò.
2c09230050	Lo videro tutti gli abitanti di Lidda e del Saròn e si convertirono al Signore.
2c0924008b	A Giaffa c'era una discepola chiamata Tabità, nome che significa «Gazzella», la quale abbondava in opere buone e faceva molte elemosine.
2c09250066	Proprio in quei giorni si ammalò e morì. La lavarono e la deposero in una stanza al piano superiore.
2c0926008e	E poiché Lidda era vicina a Giaffa i discepoli, udito che Pietro si trovava là, mandarono due uomini ad invitarlo: «Vieni subito da noi!».
2c092700dd	E Pietro subito andò con loro. Appena arrivato lo condussero al piano superiore e gli si fecero incontro tutte le vedove in pianto che gli mostravano le tuniche e i mantelli che Gazzella confezionava quando era fra loro.
2c092800a2	Pietro fece uscire tutti e si inginocchiò a pregare; poi rivolto alla salma disse: «Tabità, alzati!». Ed essa aprì gli occhi, vide Pietro e si mise a sedere.
2c09290065	Egli le diede la mano e la fece alzare, poi chiamò i credenti e le vedove, e la presentò loro viva.
2c092a0043	La cosa si riseppe in tutta Giaffa, e molti credettero nel Signore.
2c092b004a	Pietro rimase a Giaffa parecchi giorni, presso un certo Simone conciatore.
2c0a01004c	C'era in Cesarèa un uomo di nome Cornelio, centurione della coorte Italica,
2c0a02006c	uomo pio e timorato di Dio con tutta la sua famiglia; faceva molte elemosine al popolo e pregava sempre Dio.
2c0a030080	Un giorno verso le tre del pomeriggio vide chiaramente in visione un angelo di Dio venirgli incontro e chiamarlo: «Cornelio!».
2c0a04009f	Egli lo guardò e preso da timore disse: «Che c'è, Signore?». Gli rispose: «Le tue preghiere e le tue elemosine sono salite, in tua memoria, innanzi a Dio.
2c0a050052	E ora manda degli uomini a Giaffa e fà venire un certo Simone detto anche Pietro.
2c0a060055	Egli è ospite presso un tal Simone conciatore, la cui casa è sulla riva del mare».
2c0a070082	Quando l'angelo che gli parlava se ne fu andato, Cornelio chiamò due dei suoi servitori e un pio soldato fra i suoi attendenti e,
2c0a08002c	spiegata loro ogni cosa, li mandò a Giaffa.
2c0a090081	Il giorno dopo, mentre essi erano per via e si avvicinavano alla città, Pietro salì verso mezzogiorno sulla terrazza a pregare.
2c0a0a0059	Gli venne fame e voleva prendere cibo. Ma mentre glielo preparavano, fu rapito in estasi.
2c0a0b006d	Vide il cielo aperto e un oggetto che discendeva come una tovaglia grande, calata a terra per i quattro capi.
2c0a0c0051	In essa c'era ogni sorta di quadrupedi e rettili della terra e uccelli del cielo.
2c0a0d004e	Allora risuonò una voce che gli diceva: «Alzati, Pietro, uccidi e mangia!».
2c0a0e0069	Ma Pietro rispose: «No davvero, Signore, poiché io non ho mai mangiato nulla di profano e di immondo».
2c0a0f0058	E la voce di nuovo a lui: «Ciò che Dio ha purificato, tu non chiamarlo più profano».
2c0a100054	Questo accadde per tre volte; poi d'un tratto quell'oggetto fu risollevato al cielo.
2c0a1100c3	Mentre Pietro si domandava perplesso tra sé e sé che cosa significasse ciò che aveva visto, gli uomini inviati da Cornelio, dopo aver domandato della casa di Simone, si fermarono all'ingresso.
2c0a120046	Chiamarono e chiesero se Simone, detto anche Pietro, alloggiava colà.
2c0a130068	Pietro stava ancora ripensando alla visione, quando lo Spirito gli disse: «Ecco, tre uomini ti cercano;
2c0a14004b	alzati, scendi e và con loro senza esitazione, perché io li ho mandati».
2c0a15007b	Pietro scese incontro agli uomini e disse: «Eccomi, sono io quello che cercate. Qual è il motivo per cui siete venuti?».
2c0a1600d5	Risposero: «Il centurione Cornelio, uomo giusto e timorato di Dio, stimato da tutto il popolo dei Giudei, è stato avvertito da un angelo santo di invitarti nella sua casa, per ascoltare ciò che hai da dirgli».
2c0a170089	Pietro allora li fece entrare e li ospitò. Il giorno seguente si mise in viaggio con loro e alcuni fratelli di Giaffa lo accompagnarono.
2c0a180071	Il giorno dopo arrivò a Cesarèa. Cornelio stava ad aspettarli ed aveva invitato i congiunti e gli amici intimi.
2c0a190063	Mentre Pietro stava per entrare, Cornelio andandogli incontro si gettò ai suoi piedi per adorarlo.
2c0a1a0041	Ma Pietro lo rialzò, dicendo: «Alzati: anch'io sono un uomo!».
2c0a1b0059	Poi, continuando a conversare con lui, entrò e trovate riunite molte persone disse loro:
2c0a1c00a7	«Voi sapete che non è lecito per un Giudeo unirsi o incontrarsi con persone di altra razza; ma Dio mi ha mostrato che non si deve dire profano o immondo nessun uomo.
2c0a1d008c	Per questo sono venuto senza esitare quando mi avete mandato a chiamare. Vorrei dunque chiedere: per quale ragione mi avete fatto venire?».
2c0a1e00bb	Cornelio allora rispose: «Quattro giorni or sono, verso quest'ora, stavo recitando la preghiera delle tre del pomeriggio nella mia casa, quando mi si presentò un uomo in splendida veste
2c0a1f0066	e mi disse: Cornelio, sono state esaudite le tue preghiere e ricordate le tue elemosine davanti a Dio.
2c0a200083	Manda dunque a Giaffa e fà venire Simone chiamato anche Pietro; egli è ospite nella casa di Simone il conciatore, vicino al mare.
2c0a2100b7	Subito ho mandato a cercarti e tu hai fatto bene a venire. Ora dunque tutti noi, al cospetto di Dio, siamo qui riuniti per ascoltare tutto ciò che dal Signore ti è stato ordinato».
2c0a220067	Pietro prese la parola e disse: «In verità sto rendendomi conto che Dio non fa preferenze di persone,
2c0a230057	ma chi lo teme e pratica la giustizia, a qualunque popolo appartenga, è a lui accetto.
2c0a240097	Questa è la parola che egli ha inviato ai figli d'Israele, recando la buona novella della pace, per mezzo di Gesù Cristo, che è il Signore di tutti.
2c0a25007c	Voi conoscete ciò che è accaduto in tutta la Giudea, incominciando dalla Galilea, dopo il battesimo predicato da Giovanni;
2c0a2600bc	cioè come Dio consacrò in Spirito Santo e potenza Gesù di Nazaret, il quale passò beneficando e risanando tutti coloro che stavano sotto il potere del diavolo, perché Dio era con lui.
2c0a27008c	E noi siamo testimoni di tutte le cose da lui compiute nella regione dei Giudei e in Gerusalemme. Essi lo uccisero appendendolo a una croce,
2c0a28003f	ma Dio lo ha risuscitato al terzo giorno e volle che apparisse,
2c0a290088	non a tutto il popolo, ma a testimoni prescelti da Dio, a noi, che abbiamo mangiato e bevuto con lui dopo la sua risurrezione dai morti.
2c0a2a0076	E ci ha ordinato di annunziare al popolo e di attestare che egli è il giudice dei vivi e dei morti costituito da Dio.
2c0a2b0083	Tutti i profeti gli rendono questa testimonianza: chiunque crede in lui ottiene la remissione dei peccati per mezzo del suo nome».
2c0a2c0076	Pietro stava ancora dicendo queste cose, quando lo Spirito Santo scese sopra tutti coloro che ascoltavano il discorso.
2c0a2d0089	E i fedeli circoncisi, che erano venuti con Pietro, si meravigliavano che anche sopra i pagani si effondesse il dono dello Spirito Santo;
2c0a2e0036	li sentivano infatti parlare lingue e glorificare Dio.
2c0a2f0090	Allora Pietro disse: «Forse che si può proibire che siano battezzati con l'acqua questi che hanno ricevuto lo Spirito Santo al pari di noi?».
2c0a300074	E ordinò che fossero battezzati nel nome di Gesù Cristo. Dopo tutto questo lo pregarono di fermarsi alcuni giorni.
2c0b010078	Gli apostoli e i fratelli che stavano nella Giudea vennero a sapere che anche i pagani avevano accolto la parola di Dio.
2c0b02004c	E quando Pietro salì a Gerusalemme, i circoncisi lo rimproveravano dicendo:
2c0b030052	«Sei entrato in casa di uomini non circoncisi e hai mangiato insieme con loro!».
2c0b040046	Allora Pietro raccontò per ordine come erano andate le cose, dicendo:
2c0b0500c1	«Io mi trovavo in preghiera nella città di Giaffa e vidi in estasi una visione: un oggetto, simile a una grande tovaglia, scendeva come calato dal cielo per i quattro capi e giunse fino a me.
2c0b060064	Fissandolo con attenzione, vidi in esso quadrupedi, fiere e rettili della terra e uccelli del cielo.
2c0b070042	E sentii una voce che mi diceva: Pietro, àlzati, uccidi e mangia!
2c0b080064	Risposi: Non sia mai, Signore, poiché nulla di profano e di immondo è entrato mai nella mia bocca.
2c0b090061	Ribattè nuovamente la voce dal cielo: Quello che Dio ha purificato, tu non considerarlo profano.
2c0b0a004b	Questo avvenne per tre volte e poi tutto fu risollevato di nuovo nel cielo.
2c0b0b0066	Ed ecco, in quell'istante, tre uomini giunsero alla casa dove eravamo, mandati da Cesarèa a cercarmi.
2c0b0c0081	Lo Spirito mi disse di andare con loro senza esitare. Vennero con me anche questi sei fratelli ed entrammo in casa di quell'uomo.
2c0b0d0084	Egli ci raccontò che aveva visto un angelo presentarsi in casa sua e dirgli: Manda a Giaffa e fà venire Simone detto anche Pietro;
2c0b0e0054	egli ti dirà parole per mezzo delle quali sarai salvato tu e tutta la tua famiglia.
2c0b0f0072	Avevo appena cominciato a parlare quando lo Spirito Santo scese su di loro, come in principio era sceso su di noi.
2c0b100088	Mi ricordai allora di quella parola del Signore che diceva: Giovanni battezzò con acqua, voi invece sarete battezzati in Spirito Santo.
2c0b11008b	Se dunque Dio ha dato a loro lo stesso dono che a noi per aver creduto nel Signore Gesù Cristo, chi ero io per porre impedimento a Dio?».
2c0b12009d	All'udir questo si calmarono e cominciarono a glorificare Dio dicendo: «Dunque anche ai pagani Dio ha concesso che si convertano perché abbiano la vita!».
