2800000008	Maatoosa
3004190067	Aggaara Arabe sa7a yeze Siina Dereppa. Hyatte yeze Yerusalaame aazane. Iza fa na7untsara arotitsa yene.
30041a0043	Yezin salo Yerusalaame wallotitsa yezanno; izan nu ubbuntsis inddo.
30041b00a7	Geeshi Maxaafite, «Na7ite, yeloosse dhoontsite ufaytto; na7ite yelo dha7i eroosanne ililio. Azinara yeze maachitippa, azini baayze maachitis na7untsi gaama» yagaane.
30041c0046	Ta ishuntso, nuunii Yisaaqa fana Xoozze ufays qaalara yelinttide na7a.
30041d0060	Yezin ye wode as wogara yelinttide, Ayyaana wolqqara yelinttidaya baytsida. Hyaynon yinnii fana.
30041e0081	Yezin Geeshi Maxaafta waage? «Arttii na7ay kara inttii na7ayra fettilla laattoose gisho artton I na7ayra kessii dakko» yagaane.
30041f0058	Yinnii gisho, ta ishuntso, nuunii kara inttii na7untsana fattin arttii na7untsana baaya.
3005010082	Nuunii wallotitsa yessade fana Kiristtoosa nuna arotitsappa kessida. Yikke, miinggi eqqote; mahi arotitsi qambbara waaxinttippete.
300502005c	Taanii, Phawuloosa, gaazanno si7ote. Yin garrazinttiko, Kiristtoosa yinttana akkon maaddoos.
3005030052	Garrazinttize ooden higge kiittize ubba folodes beezizanno fetes fetes mahi ohine.
3005040060	Higge naagii xillodes koyzuntso, Kiristtoosappa shaakkintti; Xoozze aadho keehatitsappa gol7ida.
300505004a	Yezin nuunii Xoozze Ayyaana baggara ammanora xillodanno ufayssara naagane.
300506007d	Yikke, Kiristtoos Yesuusa gidda yeziko, siiqo oocha qonccize ammano fattin garrazinttin, garrazinttanxin nuna akkon maaddoos.
3005070050	Lo77o woxxane yeshsha, yezin hyatte turis kiitinttaame fana yinttana kayde oode?
3005080038	Hyannii fana iita zore yinttana xeegide Xoozzeppa baaya.
3005090040	Yinnan, «Eerats irshsho buka ubba dentsitsane»ga7inttide fana.
30050a0074	Yinttis melle qofa baayzanno folo Laatstsella ammaninttane. Yezin yinttana buqize ooden Xoozappa fa firddito ekkoda.
30050b00ba	Ta ishuntso, ta hyayno yellodes garrazintte sabbakize baz maaqqiko, yeezin tana akkos bay7e? Yinno subbakizebaz maaqqiko Kiristtoosa masqalabaz asuntsis dhube maaqqizanna attane yeshsha.
30050c0059	Yinttana buqizuntsi garrazintte xalaala maaqqikaayzin fa agastto gachchizakon ta kadhane.
30050d00af	Ta ishuntso, yin wallo yessades xeeginttida. Maaqqoyezin, yin wallotitsita asho amotitsi folodes yinttis oge maaqqippe; yinnippa aatsii fetay fetays siiqora aro fana maaqqote.
30050e005a	Higge ubba, fettii qaalara acinttida. Yinnan «Ne laggiza ne ommiti fana kadho» gaazanno.
30050f0064	Yezin yin fetay fetayra saxinttizebazin mu7inttizebaz maaqqiko, yin woli hyaasaame fana naaginttote.
300510004a	Yikke, ta yinttis ohine; Ayyaanara yezote; yin asho amuto mulon folippete.
300511007c	Asho Ayyaanalla Ayyaana asholla amudhdhane; unttin fete fetera ixinttane. Yinnii gisho yin kadhizebaz oochchodes dandda7oos.
3005120034	Ayyaanara kaallizebaz maaqqiko higge yinttana ahoos.
3005130040	Asho oochuntsi erinttiduntsana; unttin, olale, tunatitsi, qayxe,
300514006a	eeqas goyne, bita, morkketitsi, kachchi, qanaate, zhilo, zadzdza7intte, fana kadhe, shaakkintte, iita zore
30051500a4	gene, matstse, yetstsin yinno aazizuntsana; tiino ta yinttis ohidanni fana hyatten ta yinttis ohine. Hyannii fana aazizebazito oochchizuntsi Xoozze ka7itumo geloos.
3005160058	Yezin Ayyaana aafe, siiqo, ufayssi, sarotitsi, dandda7a, keehatitsi, lo77otitsi, ammano,
3005170042	aadatitsi, fana ahe. Hyannii fana aazizebazito ixxize higge baaya.
3005180071	Kiristtoos Yesuusa baz maaqqiduntsi fa ashito Iis yeze iita qoftiran I amotitsitira wolla masqalalla afa suxxida.
3005190036	Ayyaanara yeze baz maaqqiko, nuunii Ayyaanar kaalloda.
30051a005c	Ane fete fetella zhilidhdhittera, dendditteran qanaatitteran hyappo ceeqinttizanno ashshoda.
30060100a0	Ta ishuntso, asi akko qohe gidda gol7iko, Ayyaanara yeze yin ye atstsa ashkketitsara luulizote. Yezin neenii yinnii gaarze bazara fattanintaame gaar nena naago.
3006020048	Yinttappa Fetay fete tooftto tookko. Yeyzitera Kiristtoosa higge folote.
3006030060	Fete asi akkon hyanikaayzin, akkon hyanide fana melluntsappa lo77o ga7i qoppiko, E fana cimmane.
3006040078	Yezin fete fete fa omma oochito fattano. Yinnippa suuba, melluntsis hyanikaayze baz fa xalaalas ceeqinttize baz demmada.
3006050027	Fete fete fa tooftto tookkodes beezane.
3006060046	Yezin Xoozze qaala tamaarize tamaarssizera lo77o baz ubba gishinttane.
300607003e	Balinttippete, Xoozii ciminttoos Asi fa budizanno mahi maxoda.
300608007c	Fa asho amora budize ooden, fa asho amotitsitippa wooqa maxoda. Yezin Ayyaanara budize ooden Ayyaanappa medhina de7o maxoda.
300609003d	Azal7anxiko nu woder maxoda. Lo77o oocha oochchodes azal7oos.
30060a0050	Yikke wottize wode denggiko, asi ubbas, aatsii ammanze asis lo77o baz oochchoda.
30060b0046	Taanii ta kushera, akko gaar damma fidaalera yinttis xaafezako bo7ote.
30060c00a2	As tiino lo77o maaqqii benttodes koyze asuntsi yin garrazinttode fana koyane. Yezin yinno un oochchizanna, Kiristtoosa masqala gisho unttana baytsi yellaame fana.
30060d007e	Un yin garrazinttidanne ceeqinttodes koyi «Yinttana garrazinttote!» gaane fattin garrazinttiduntsin fa ommite higge naagoos.
30060e0081	Yezin alame taas suxinttidayppan taanin alames suxunttide, Laatstse Yesuus Kiristtoosa masqalappa melle ceeqintte taappa hyaakko.
30060f0065	Yikke, garrazinttin garrazinttanxin akkon maaddoos. Kiristtoos Yesuusara kille medho maaqqe maaddane.
3006100067	Hyanna wogito kaallize ubbuntsisin Xoozze worzha maaqqide Isra7eeluntsis sarotitsin maarotitsin maaqqe.
3006110052	Taanii Yesuusa hyarggide beetto ta ashite tookkida, yikkeppa tana akkon labbizoos.
300612005e	Ta ishuntso, nu Laatstse Yesuus Kiristtoosa aadho keehatitsi Ayyaana yinttara maaqqe. Amin77e.
3100000008	Efesoone
310101008f	Xoozze qofara Kiristtoos Yesuusa hawaare maaqqide Phawuloosa, Efesoone yeze geeshshuntsisin Kiristtoosa Yesuusa ammanzuntsis xaafinttide kiita.
310102005c	Xoozze nu Adeppan Laatstse Yesuus Kiristtoosappa aadho keehatitsin sarotitsi yinttis maaqqe.
310103006f	Salo yeze ayyaana anjjo ubba Kiristtoosa baggara nuna anjjida, nu Laatstse Yesuus Kiristtoosa Aday, galatintto.
3101040090	Nuunii E tiino geeshshuntsanan bore baayzuntsana maaqqode fana Xoozii alame medhinttodannippa tiino Kiristtoosa baggara fa siiqite nuna doorida.
3101050072	Xoozze fa lo77o qofite fa kadhide gaar Yesuus Kiristtoosa baggara nuna fa na7untsana mahodes tiino qoppii gaddida.
310106006b	Xoozze fa siiqize na7ay baggara nuus hyarii inggide aadho keehatitsita bonchchinttode fana yinno oochchida.
310107006c	Al77o na7ay E aadho keehatitsitin dammatitsiti fana E suutsite wozintte denggida, izan nu nagartti atotitsi.
3101080037	Fa aadho keehatitsita cinccatitsin qofa nuus gaantsida.
310109004b	Kiristtoosa baggara oochchodes kadhide E gidda yeze saza qofa nuna erisida.
31010a0068	Wode wurssutsite Xoozii folodes qoppide qoftta, salon sa7a yeze medhetitsi ubba Kiristtoosara xaaxodesi.
31010b0064	Fa qofara ubba oochchize, fa qoftti gaar tiinii faas qoppii gaddide Kiristtoosara mahi irste ekkida.
31010c004e	Yinnan Kiristtoosalla tiinii ufays gaddide nuunii E bonchchito galatode fanas.
31010d006c	Yin mahi turii qaala yinnan atotits Wonggele, si7ide mahi Kiristtoosa ammanii Geeshi Ayyaanara attaminttida.
31010e006a	E bonchchitis galata maaqqade fana Xoozii faas maaqqiduntsana wozode wontsis ezii nuus qabde mahi inggida.
31010f0056	Yinnii gisho, Laatstsi Yesuusa yin ammanzannon geeshshuntsis ubba yeze siiqito ta si7i
3101100048	ta woosite yinttana qoppittera yin gisho Xoozza galatizanno ashshikaaya.
3101110078	Bonchcho Aday Laatstse Yesuus Kiristtoosa, eza erize cinccatitsin qonccits ayyaana yinttis inggode gaar taanii woossane.
31011200e0	Yinnan yin wozina aafita foo7ize wode yin xeegisiti ufayssita akko fana yezakon geeshshuntsi kale yeze iriste bonchcho duretitsita akko yezako ammanzuntsis ubba aadhide E wolqqa dammatitsita akko gaar yezako yin erode fanas.
3101140110	Kiristtoosa hyayqoppa dentside, hyalaqatitsi, adetitsi wolqqa, wolqqa, laatstsetitsi ubbappa dhoqqa, hyanna alamite xalaala baayzin ye7ode alamite mahi xeeginttode suntsappa dhoqqa, salo Xoozappa mizaqi zalar bettitside Kiristtoosa oochchide E mintsii wolqqito qonccizane.
3101160072	Xoozii ubbanno Kiristtoosa tohitippa oomora hyaarizida; mahi woosa keetstsis ubba omma maaqqade fana eza shuumida.
310117006d	Woosa keetsita Kiristtoosa kumutsi oochchize E galla. Woosa keetsita E galla ubba bazi mulo kumide E kumutsi.
310201005a	Hyannippa zaga yin, yin nagarttippan yin qohitippa denddii ayyaana de7ite hyayqqiduntsana.
31020200a5	Yinnippa denddii yin hyanna alame iita ogito kaallida. Baqolla afa yeze ayyaanuntsi wolqqara ahizes kiitinttane, ezin kiitinttoose asuntsalla oochchize tuna ayyaana.
310203008c	Nu ubbuntsi zaga yentsi asunts gidda nu asho amora nu wozina qoftto kaallii yene. Mellunts fana nu medhite Xoozze hyanqo ekkodes yezuntsana.
3102040030	Yezin Xoozii fa maarotitsite dure maaqqide gisho
310205008d	nuna kadhide damma siiqitippa dinddidanne nu qohittira hyayqqiduntsana maaqqide wode Kiristtoosara de7o inggida. E aadho keehatitsite attida.
3102060052	Xoozii nuna Kiristtoosara baggara hyayqoppa dentsii salo bessa eera wolla gaddida.
3102070098	E yinno oochchidanna, Kiristtoosa Yesuusa baggara nuus qonccide fa keehatitsiton likke baayze fa aadho keehatitsi duretitsito yo7ode bere nuna beezodes.
3102080050	Aadho keehatitsita ammanora ashshida. Yinnan, Xoozze imo fattin yinttappa baaya.
3102090026	Oonin ceeqinttaame fana oochara baaya.
31020a007c	Nuunii Xoozze medho; E nuus tiinii giigizii gaddide lo77o oocha oochchode fana Kiristtoos Yesuusa baggara kille medhinttida.
31020b0089	Yinnii gisho, yin yelinttera Ayhude maaqqoosuntso, ashora kushera garrazinttiduntsi kale, garrazinttikaaya ga7inttezuntso, yinno qoppote.
31020c00bd	Ye wode yin Kiristtoosappa shaakkintti yezida, Isra7eele asuntsis allaga maaqqii yezida, Xoozze ufays qaalappa hyaakkii yezidannon hyanna alamtti ufayssin Xoozii baayzin yezuntsana qoppote.
31020d0066	Yezin yin zaga hyaakkii yezuntsana, hyatte Kiristtoos Yesuusa yeze Kiristtoosa suutsite kale shiiqida.
31020e007a	Kiristtoosa nuus saro; E Ayhuden Ayhude maaqqoosse asuntsana fetto mahi, lam77i shaakkii gaddide morkketitsi doche lalida.
31020f007a	Lam77i worzhuntsappa E faara yessade fana fettii kille asi medhdhodes, higge kiitton wogito fa ashite dhabsi saro inggida.
3102100071	Kiristtoosa masqalalla hyayqqii morkketitsito dhabsida; mahi lam77i zaruntsana fettii asi mahi Xoozara giigizida.
3102110067	Kiristtoosa yi7i, Xoozappa hyaakkii yeze yinttisin, mahi ukke yeze Ayhuduntsis sarotits Wonggele ohida.
3102120037	Nu ubba E baggara fettii Ayyaanara Aday tiino shiiqoda.
310213005e	Yikkeppa yin zaqqon bete asi baaya, yezin yin hyatte geeshshuntsara gade asin Xoozze kara asi.
310214006b	Yin hawaaruntsin nabuntsi baaside baasalla keexinttida. Doche xapho mintsize shuchchize Kiristtoos Yesuusa.
310215005d	Eella keetsita ubba aykinttii Laatstse gidda geeshi Xoozze keetstsi maaqqade wontsis dammane.
310216004b	Eera yin mahi Xoozzes aqize keetstsi maaqqii Ayyaanara wolalla keexinttoda.
3103010063	Yinnii gisho, taanii, Phawuloosa, Ayhude maaqqoosse yin gisho Kiristtoos Yesuusa achi asi maaqqida.
310302005a	Yinttis tana inggide Xoozze aadho keehatitsi asttamaare ta maaqqezanno yin loytsii si7ida.
3103030056	Ta yinttis zaga hyaatara xaafidanni fana Xoozii fa saza qofa taas qonccitsara erisida.
3103040066	Ta xaafidanno yin nabbabize wode Kiristtoosa saza qofa ta akko gaar akaakezako yin be7ades dandda7ane.
3103050088	Yinna saza qoftta Xoozze Ayyaanara geeshi hawaaruntsisin nabuntsis hyatte qonccidanni fana zaga wode asuntsis yinnii gaar qonccizikaaya.
31030600cf	Yinnan beezanna Ayhude maaqqoosuntsi Isra7eeluntsara fettilla Xoozze anjjo laattodes fettii asatitsi billite maaqqii; Xoozii inggize ufays Wonggele baggara Yesuus Kiristtoosara shaakkinttizuntsana maaqqades.
3103070061	Xoozze fa wolqqa oochara fa inggide aadho keehatitsiti imo baggara Wonggele oochchizaya maaqqida.
31030800a0	Taanii geeshshunts ubbappa laafa maaqqikon Ayhude maaqqoosse asuntsis wuzula baayze Kiristtoosa duretitsi Wonggele ohode gaar aadho keehatitsi taas ingginttida.
3103090089	Mahi zaga wode ubba medhdhide Xoozara aachintti yeze saza qofa, Xoozze qoftta akko yezako qonccissades aadho keehatitsi taas ingginttida.
31030a0089	Xoozii yinno oochchide hyatte wode woosa keetstsi asunts baggara salo yeze hyalaquntsisin ahizuntsis fa dumma dumma qonccitsito erisodes.
31030b0042	Yinnan Kiristtoos Yesuusa baggara nu Laatstse folide medhina qofa.
31030c006a	Nu Kiristtoosas maaqqidanniran eza ammandanni gaara Xoozze tiino miinggi ammaninttii shiiqodes dandda7ane.
31030d007d	Taanii yin gisho madha ekkizanna nuus bonchcho yinnii gisho ta yellize madhito bi7i ufays gachchifete ga7i yinttana woossane.
31030e0037	Taanii Aday tiino bunqqunttii woossize hyannii gishosi.
31030f0049	Salo sa7a yeze fettii fettii kara asuntsi turii suntsi denggize Xoozappa.
3103100073	Xoozii fa bonchcho duretitsappa yin gaatsa qoftto mintsize wolqqa fa ayyaana baggara inggode gaar yinttis woossane.
310311006d	Mahi ammanora Kiristtoosa yin wozintte yessade gaaran yin siiqora xapho dakkii miinggi yessade gaar woossane.
3103120083	Yinnii fana, Kiristtoosa siiqo akko gaar dalgga, pharggo, dhoqqin ciimmo yezako geeshshunts ubbuntsara akaakii erode gaar woossane.
3103130078	Yinna as Eratitsappa dhoqqa maaqqide Kiristtoosa siiqo yin erode gaaran Xoozze folo kumutsi yin kumode fana ta woossane.
3103140076	Yikke, nu gidda oochchize wolqqiti baggara nuunii woossizannippa woy qoppizannippa ubba aatsii oochchodes dandda7izes,
3103150073	Eesin woosa keetstsa asuntsis ubba Kiristtoos Yesuusa wode ubba medhippa medhina yellodes bonchcho maaqqe. Amin77e.
3104010061	Yikke, Laatstses acinttide taanii, yin xeeginttide xeegisite beezize de7or yessade fana woossane.
310402005b	Siiqora fetay fetaya dandda7itera ubba wode aadatitsaran dalggatitsara wol dandda7i yezote.
310403003b	Sarotitsara acinttide ayyaana fettetitsi naagodes minggote.
310404005d	Yin xeeginttidanna fettii ufays xeegitsi maaqqide gisho fettii asatetsin fettii Ayyaana yene.
3104050036	Fettii Laatstsii, fettii ammanon fettii xinqqate yene.
3104060060	Ubbannippa dhoqqa maaqqide, ubballa oochchize ubba bessa yeze fettii Xoozii, ubbuntsi aday yene.
3104070057	Yezin Kiristtoosa inggodes koydanni fana nuus fetes fetes dumma dumma imotitsi inggida.
3104080077	Yinnii gisho, Xoozze qaaltte, «E ude kezide wode di7inttodes yezuntsana di7ida, asuntsisin imotitsi inggida» yagayda.
3104090053	Sulle sa7a oomo wodhdhida ga7e maaqqanxiko yinna «Ude kezida» gaazanna akko ga7e?
31040a0051	Ye sulle wodhdhiday, mahi ubbanne benttode wontsis salo ubbas kattar keziday eza.
31040b007f	E feta feta hawaaruntsana, feta feta nabe, Wonggele sabaakuntsana, woosa keetsi yenggizuntsanan, asttamaaruntsana mahi inggida.
31040c007b	E yinno oochchidanna Kiristtoosa galla maaqqide woosa keetsita geeshshade fanan ammanze asuntsana Xoozze oochas giigisades.
31040d0096	Yinnii fana, nu ubba Xoozze na7a erii ammanora benttize fettetitsago yellii, Kiristtoosa folon kumutsi maaqqide fana nuunin kumutsi as maaqqade fanas.
31040e0097	Yikkeppa suuba, asuntsi gene cimora giigide balitsize worddo timirtte baqoran zulunttera goden hyankka sholale kaa7ize na7untsi fana maaqqodes beezoos.
31040f005b	Yezin nuunii turo siiqora aytsitsii ubba bazara eego omma maaqqide Kiristtoosago dichchoda.
310410008c	Eeppa denddii galla ubba billite wogara oochchode fana acinttide galla xapho shazhara aykkinttii fana siiqora keexitera fa galtto dichchane.
310411005d	Yikkeppa qofa baayze Ayhude maaqqoosse asunts fana yezippete ga7i Laatstse tiino markkidhane.
310412004a	Un qoftta dhumida; fa wozintte dhumida. Xoozii inggize de7oppan hyaakkida.
3104130056	Un yeella gaazebaz eroos; un tuna baz oochchodesin asho amotitsis fana aatsii inggida.
310414002d	Yin Kiristtoosa baz yinnii gaar tamaarikaaya.
310415003f	Turippa yin si7ida. Mahi Yesuusa gidda turii yezanno tamaarida.
3104160059	Yin tiino yezide wogito ashshote. Mahi cimmize ammora dhabize yin gal77a qoftto hyaasote.
3104170022	Yin wozina ayyaanara killidhdhote.
3104180056	Turii xillotitsaran geeshshatitsara Xoozii aazii medhinttide kille asatitsito ma77ote.
310419006e	Yikke, worddo ohinttippete. Nuunii ubbuntsi Kiristtoosa galla billite maaqqide gisho as ubbara turo ohinttote.
31041a0048	Kaccote, yezin yin nagara oochchippete. Yin kachchara yezin awa gelippe.
31041b0018	Xalahes bessi inggifete.
31041c0065	Kaystize yikkeppa kaystippe. Yezin dahuntsana maaddize baz yessade fana fa kushera lo77o baz oochcho.
31041d007a	Yin doonttippa mulon iita qaala kezippe. Yezin si7izuntsana ufaysodesin mintsodes beezize lo77o qaala yin doonttippa kezo.
31041e003f	Wozo qammas attamii gaddide geeshi Xoozze ayyaana azzantsifete.
31041f0049	Morkketitsi, zhilo, kachchi, uufo, cashshin iita ubba yinttappa hyaasote.
3104200087	Aatsii fetay fetays keehan yiqsinttizuntsana maaqqote. Xoozii Kiristtoosa baggara yinttis atto gaydanni fana yinttin wolis atto ga7ote.
3105010046	Yikke, Xoozii kadhinttide na7unts fana Xoozza kaallizuntsana maaqqote.
3105020087	Kiristtoosa nuna kadhii Xoozza ufaysize lo77o sawize imon zharsho mahi fa shemppito nuus aatsii inggidanni fana yinttin siiqora yezote.
310503007f	Akkon olale hyantta, woy tunatitsi, woy amotitsi gaarize baz mulon yin kale sinttippe. Yinna geeshi maaqqide Xooz asis beezoos.
3105040062	Yeellize bazin booza ohe woy qidhe yinttis beezoosse gisho yezippete; aadhii Xooz galatote fattin.
3105050096	Hyanno erote; oonin olale hyanttize woy tuna baz oochchize woy amodhdhizen eeqa goynizen zhaaridhize Kiristtoosara Xoozze ka7itumo gelodes dandda7oos.
3105060076	Yinnippa denddidanne Xoozze hyanqo kiitinttoose asuntsalla afa ye7ode gisho oonin yinttana fatstsoosse ohera cimmippe.
310507003c	Yikke yentsesara wolla iita baz oochchizuntsana maaqqippete.
3105080066	Zaga yin dhuma yezida, yezin hyatte Laatstse baggara foo7o yene. Yikke, foo7o yeze asi fana hyanttote.
310509003d	Lo77otitsi ubba, xillotitsin turii aafe benttize foo7o gidda.
31050a0036	Yinnii gisho Laatstsa ufayssize baz oochchodes koyote.
31050b003f	Aafe baayze dhuma oochara fetto maaqqippete, aatsii qonccizote.
31050c0041	Un aachicha oochchize gisho melle atto yezin ohodesin yeellizane.
31050d0033	Yezin ubba bazi foo7o kezize wode qonccii benttane.
31050e007b	Qonccii benttize ubba foo7o. Yinnii gisho, «Naate genttizayo barkko; hyayqoppa denddo; Kiristtoosa nees foo7oda» yagayda.
31050f0070	Yikke, yin cinccuntsi fana maaqqote fattin cinccatitsi baayzuntsi fana maaqqii yezaame fana loytsii naaginttote.
310510002a	Qammita iita maaqqide gisho wodito wozote.
3105110050	Yinnii gisho, Laatstse qoftta akko yezako qoppote fattin eeyuntsana maaqqippete.
3105120055	Geeshi Ayyaanara kumote fattin woyne ushshara matsintifete, yinna dhabssego kanggane.
310513007a	Mazmureran, sabara ayyaana yetstsara, fetay fetayra ohinttote. Mahi yin wozintte zammariteran sabbitera Laatstsa galatote.
3105140053	Nu Laatstse Yesuus Kiristtoosa suntsite ubba bazis Xoozza Adaya ubba wode galatote.
3105150038	Kiristtoosa bonchchos ga7i yinttappa fetay fetays aqote.
310516003a	Machchuntso, Laatstsis aqizanni fana yin azinuntsis aqote.
3105170088	Kiristtoosa woosa keetsitis omma maaqqidanni gaar azinin fa machchitis omma. Mahi Kiristtoosa fa galla maaqqide woosa keetsito ashshiza.
310518006a	Yezin woosa keetstsi asuntsi Kiristtoosas aqizanni fana machchuntsi fa azinuntsis ubba bazara hyaarnttote.
3105190068	Azinuntso, Kiristtoosa woosa keetsito kadhii fana iis inggidanni fana yinttin yin machchuntsana kadhote.
31051a0045	E woosa keetsito fa qaaltti baggara hyaatsara meeccize fana geeshane.
31051b0092	Dhoha woy sino tukke woy yinnii gaarize baz baayze geeshin bore baayzanno mahi bonchchinttide woosa keetsito faas shiishodes koyi yinno oochchida.
31051c0073	Yinnii fana, azinuntsii fana kadhizanni gaara fa machchuntsana kadhodes beezane. Fa machchito kadhize fana kadhane.
31051d0076	Fana ixxize asi oonin baaya, yezin Kiristtoosa woosa keetsis oochchizannin naagizanni fana fa galtto muuzanen naagane.
31051e0026	Nuunii Kiristtoosa asatitsiti billite.
