0100000008	Genesisy
2d020d005f	Tsy ze mpijanjiñe Hake ro malio-tahiñe aman’ Añahare, fa ty mañambeñe Hake ro mahazo to;
2d020e007d	aa ie mahafaño­rike ty andilia’ i Hake an-dilitse ty ambahiny tsy aman-Kàke, le aman-Kake am-bata’e ty tsy aman-Kàke,
2d020f0093	fa ampalangese’ o sata’eo te misokitse an-tro’e ao ty nafe’ i Hake, itaroñam-betse­vetse, ke anisia’ ty fitsa­korea’e he añatoa’e
2d02100072	amy andro ho zakaen’ Añahare añam’ Iesoà Norizañey o mietake am’ ondatioo; izay ty talily soa taroñeko.
2d02110050	Aa ihe manoñom-batañe ho Jiosy, mpiato amy Hake naho mirenge aman’ Añahare;
2d02120048	ihe mahafohiñe o satri’eo naho miantoke ty soa kanao niòke amy Hake,
2d02130045	naho atao’o te mpiaolo’ ty goa naho hazavàñe amo añ’ ieñeo,
2d0214006a	mpanoro ty tsi-ma­hilala, mpañoke ty bahimo, ama’o ty vente’ ty hihitse naho ty hatò amy Hake ao—
2d02150060	ihe arè, mpañoke ty ila’e, maño-batam-b’iheo? Ihe manoro ty hoe: Ko mikametse, he mikizo?
2d02160083	Ihe manao ty hoe: Ko mañarapilo; mitsindroke amontoñe ao hao? Ihe malain-tsikily, va’e mpampikametse añ’ anjomba miavake ao?
2d02170053	Ihe mpisenge Hake, hera mañamavo an’Andrianañahare ami’ty fandilara’o Hake?
2d02180055	Toe pinatetse te: Inahareo ro iteratera’ o kilakila ondatio ty tahinan’ Añahare.
2d02190075	Toe mahasoa ty savatse, naho oriheñe ty Hake fe naho mpiola amy Hake le mivalike ho tsy fisavarañe i fisavara’oy.
2d021a006b	Aa naho àmbe’ ty tsi-sinavatse o fañè amy Hake aoo, tsy ho volilieñe te afa-boy hao i tsy misavatsey?
2d021b006e	Toe hizakà’ ty tsi-afa-boiñe mahambeñe Hake. Ama’o i pinatetsey naho i savatsey f’ie mpiola amy Hake.
2d021c0059	Fe tsy maha-Jiosy t’ie alafe’e avao, mbore tsy atao savatse i anoeñe an-tsandriñey.
2d021d0094	Toe Jiosy t’ie an-troke ao, naho añ’arofo ao ty savatse to, fa tsy an-tsokitse; aa le tsy boak’ am’ondatio ty enge’e fa aman’ Añahare.
2d03010044	Inoñe arè ty tombo’ ty maha Jiosy; he ino ty mahasoa o savatseo?
2d03020059	Toe jabajaba tok’aia’aia! Valoha’e, toe nafantoke am’iereo o fepèn’ Añahareo.
2d0303005a	Hera tsy nahafiato ty ila’e? Hahamodo ty figahiñan’ Añahare hao ty tsy fatokisa’e?
2d030400b4	Sondo’e! Ee abey te ho tendreke to t’i Andrianañahare ndra te kila mpandañitse ondatio, amy pinatetse ty hoe: Soa t’ie ho zoen-to amo tsara’oo vaho handreketse te mizaka.
2d030500aa	Aa naho onjone’ ty hatsivokaran-tika ty hatòn’ Añahare, le akore ty hatao-tikañe? te tsy to hao t’i Andrianañahare t’ie mandafa? (manao reha’ ondaty rahoo).
2d03060046	Sondo’e ka! Naho nitò, akore ty hizakàn’ Añahare ty voatse toy?
2d0307007a	Aa naho ty vandeko ro mampionjoñe ty hatòn’ Añahare ho ami’ty enge’e, le inoñe ty amàrañe ahy ho mpanan-kakeo?
2d030800ae	Aa vaho akore t’ie tsy manao ty hoe: (Amy fanambai­tambaiñañe anaiy, ie atao’ ty ila’e te enta’ay), Antao hanao raty hito­tsaha’ ty soa? To ty famàrañe iareo.
2d0309006a	Akore arè? Itika hao ro soa? Aiy! fa niventean-tika aniany te songa fehèn-kakeo ke te Jiosy he te Grika.
2d030a0033	Fa pinatetse ty hoe: Tsy eo ty vañoñe, leo raike;
2d030b003a	tsy eo ty mahilala, tsy eo ty mipay an’ Andrianañahare.
2d030c0045	Fonga nandifike, songa tsy manjofake; tsy ia ty manao soa, leo raike.
2d030d0079	Kibory misokake ty tretra’ iareo; mitolom-pamañahy ty famele’ iareo; Ambane soñi’ iareo ao ty vore’ o mereñeo.
2d030e002b	Lifotse fatse naho afero o falie’ iareoo.
2d030f002a	Malisa te hampiori-dio ty fandia’ iareo;
2d0310002e	fianto naho hasotriañe ro amo lala’ iareoo;
2d03110030	vaho alik’am’ iereo ty lalam-panintsiñañe.
2d0312003f	Tsy aolom-pihaino’ iareo ty fañeve­ñañe aman’ Añahare.
2d0313009d	Fohintika te ze tsarae’ i Hake ro tsarae’e amy ze ambane’ Hake, hampihomboñe ze kila falie, vaho fonga hampivolilieñe aman’ Añahare ty voatse toy;
2d03140080	fa tsy ama’ nofotse veloñe ty hahazo to ampivazohoa’e ami’ty fimanemanea’e Hake; amy te fampandrendrehan-kakeo ty Hake.
2d03150068	Ie henaneo, fa nadodea alafe’ i Hake ty havantañan’ Añahare, ie taroñe’ ty Hake naho o Mpitokio
2d0316008e	naho boak’ aman’ Añahare añamy figahiña’ Iesoà Norizañey ty havantañañe, ho amo hene mitam-patokisañeo, le tsy iambakambàhañe;
2d0317003d	toe fonga nanao hakeo naho milesa ami’ty engen’ Añahare,
2d03180063	f’ie nampivantañeñe tsi-ambili’e amy fatariha’e añamy fijebañañe amy Iesoà Norizañeiy,
2d031900a3	i sinafirin’ Añahare ho takom-boiñe añamy fiatoañe an-dio’ey, hampiboake ty havantaña’e, fa am-pahaliñisa’e ty nirirañen’ Añahare o hakeo taoloo,
2d031a0078	hampidodeà’e amo sa zao ty havantaña’e, t’ie i Vantañey naho ty figahiña’ Iesoà ro fañavantañañe ondaty.
2d031b0080	Aia arè ty firengeañe? Napoke añe. Ami’ty Hake manao akore? He am-pimanemaneañe? Aiy avao, fa amy Hake miato-patokisañey.
2d031c005b	Aa le agadon-tika te vantañe’ i fatokisa’ey t’indaty fa tsy am-pimanemanea’e Hake.
2d031d0070	Aa vaho Andrianañahare’ o Jiosio avao hao re? Tsy a’ o fokontokoñeo ka hao? Eka, toe a o fokontokoñeo ka.
2d031e0078	Inao, Raike t’i Andrianañahare, le fatokisañe ty añavantaña’e o sinavatseo naho fatokisañe ka o tsy sinavatseo.
2d031f005e	Hera faohen-tika am-patokisañe t’i Hake. Aiy, sondo’e! te mone ajadon-tikañe t’i Hake.
2d04010042	Aa ino ty hataon-tika te nioni’ i Abraàme raentika am-bata’e?
2d0402006c	fa naho o fimanea’eo ty nañavàntañe i Abraàme, le amam-pisengea’e re, fe tsy añatrefan’ Añahare.
2d04030074	Ino ty tsarae’ o Sokitse Masiñeoo? Natokisa’ i Abraàme t’i Andrianañahare vaho nivolilian-ko havantañañe.
2d04040047	Ie mitoroñe t’indaty, le tsy atao falalàñe ty tambe’e fa zo’e.
2d04050078	Fe amy tsy mitoroñe fa miato amy Mpañavantañe ty tsy aman-Kàkeiy, le volili­eñe ho havantaña’e i fatokisa’ey.
2d0406006f	Hambañe amy tsarae’ i Davide ty haeha’ ondaty vinolilin’ Añahare ho vantañe tsy ty amy fitoroña’ey:
2d04070037	Haha o nafahan-kakeoo, naho o aman-tahiñe kinolopokeo.
2d0408002c	Haha t’indaty tsy anaña’ Iehovà hakeo.
2d04090085	O sinavatseo avao hao ro haha, ke o tsy sinavatseo ka? amy nataon-tika te nivolilieñe ho havantañañe amy Abraàme i fatokisa’ey.
2d040a0073	Akore ty namoliliañe aze? Ie fa sinavatse hao, ke ie mbe tsi-afa-boy. Toe ie tsy nisavatse naho mbe tsi-tinampake!
2d040b00c4	Aa le rinambe’e ho viloñe i savatsey; ho voli-fitombo’ i havantañam-patokisa’ey, ie mbe tsy niafa-boiñey. Toly ndra ie ty rae’ o mpiato tsy sinavatseo, hamolili­añe iareo ho vantañe.
2d040c008b	Ie ka ty rae’ o sinavatseo, tsy o niafa-boiñeo avao fa o mañavelo amy fatokisa’ i Abraàme raen-tikañey t’ie mbe tsy nisavareñeo.
2d040d007e	Tsy añamy Hake fa amy havantañam-patokisañey ty nampitamañe i Abraàme naho o tarira’eo t’ie ty handova ty voatse toy.
2d040e0059	Fa naho ty mpimane Hake ro mpandova le tsy vara ty fatokisañe vaho kòake ty fitamàñe.
2d040f0040	Toe minday lafa t’i Hake, fe naho tsy eo lily, tsy eo zehatse.
2d041000b9	Ie amy zao, le fatokisañe añamy fatarihañey, hamenteañe ty nampitamañe ze hene tariratse, tsy ze amy Hàke avao, fa amo mpitrao-patokisañe amy Abrahàmeo ka, ie raen-tikañe iaby,
2d041100a9	(Fa hoe ty pinatetse: Fa nanoeko raem-pifeheañe maro irehe) ie añatrefa’ i natokisa’ey, i Andrianañahare mameloñe o nihomakeo vaho mikanjy o raha tsy eoo ho eoy.
2d041200a2	Ie ho nilesa ty fisalala’e, mb’e niantofa’e i nampitamañey, t’ie ho raem-pifeheañe maro, ty amy nitsaraeñe ama’ey, te: Ho mira amy zay o tarira’oo.
2d0413008f	Tsy nimokotse i fatokisa’ey, tsy hinao’e i sandri’e fa hihomakey—ie niha-zato taoñe—naho ty hamodoa’ ty trañon’ ana’ i Sarae;
2d04140080	tsy niankanie’e an-tsi-fatokisañe i nampitaman’ Añaharey, fe nihafatratse am-patokisañe, nandrenge an’ Andrianañahare;
2d04150045	ie niantoke do’e te lefen’ Añahare ty hahafonitse i tsinara’ey
2d04160025	le vinolily ho havantañañe ama’e.
2d0417003e	Ie amy zao, tsy ie avao ty nanokirañe te vinolily ho ama’e,
2d04180051	fa ho volilieñe ka tika mpiato amy nampitroatse Iesoà Talèn-tika an-kavilasiy;
2d04190046	ie nasese ty amo hakeon-tikañeo vaho natroatse hañavantañe an-tika.
2d0501008b	Aa kanao vinolily ho vantañe tika ty amy fatokisan-tikañey, le an-kanintsiñe tika aman’ Añahare añamy Talèn-tika Iesoà Norizañey,
2d05020089	le fatokisañe ka ro ahazoan-tika lalañe mb’amy hasoa ijohañan-tikañey, ie mitreñe, misalala ty hahaoniñañe i engen’ Añaharey!
2d05030069	Tsy izay avao, fa rengen-tika o halovilovian-tikañeo, fohiñe te minday fahaliñisañe i haloviloviañey
2d05040044	naho figahiñañe i fahaliñisañey vaho fitamàñe i figahiñañey,
2d05050089	ie tsy salare’ i fitamàñey, amy te nadoandoañe an-tron-tikañe ao ty fikokoan’ Añahare amy Arofo Masiñe natolots’ an-tikañey.
2d05060055	Ie mbe nalejolejo tika, le nivilasy ho a o lo-tserekeo ami’ty sa mete i Norizañey.
2d0507005d	Tsy siake hamoeñ’ aiñe ty vañoñe, fe he eo ty mahavany hivetrake hisolo t’indaty soa.
2d05080064	Fe niventen’ Añahare ty fikokoa’e antika, amy te mbe nanan-kakeo tika te nivilasy i Norizañey.
2d05090052	Aa kanao nivantañe’ i lio’ey tika, antsake te ho hahañ’ amy haviñerañey!
2d050a009c	Ie mbe nimpirafelahy tika ro nifampilongoeñe aman’ Añahare amy havilasi’ i Ana’eiy, sandrake, t’ie nijebaña’e ro ho rombaheñe amy havelo’ey!
2d050b0079	Tsy izay avao, fa Iesoà Talè Norizañey henaneo ty andrengean-tika an’ Andrianañahare, i nanjoan-tika fijebañañey.
2d050c00a1	Aa le hambañe amy te indaty raike ty nizilihan-kakeo ami’ty voatse toy naho i havilasiy ty amy tahiñey, te kila hifetsahan-kavilasy, amy te fonga nandilatse;
2d050d006b	Toe tami’ty voatse toy taolo’ i Hake o fandilarañeo, fe tsy mahaseseke ty tahiñe naho tsy eo ty Hake.
2d050e0093	Ndra te izay, nameleke faha’ i Dame pak’ amy Mosè o havilasio, ndra amo tsy nandilatse am-panjehara’ i Dameo, ie fanalinjoa’ i hitotsakey.
2d050f00ca	Fe tsy manahake i tahiñey ty hasoa, fa naho ty hakeo’ i raikey ty nahavilasy i màroy, antsake te nitobàke amy màroy ty fatarihan’ Añahare, naho ty hasoam-palalà’ i raikey, Iesoà Norizañey!
2d051000b2	Eka, tsy ampanahafeñe ami’ty toli’ i nandilatsey i falalàñey, amy te nikai-jaka naho ninday fatse i raikey; fe nandimbe hakeo maro i falalàñey vaho ninday havantañañe.
2d051100cc	Aa naho ty tahi’ i raikey ty nifehean-kavilasy añamy raikey, sandrake te hifeleke an-kaveloñe ao o mandrambe i hasoa mitoabo­tsey naho i ravoravon-kavantañañeio añamy raike atao Iesoà Norizañey.
2d0512008b	Aa le, hambañe amy te nafà’ ty hakeo raike ze kila ondaty, te nivantañen-ko veloñe ami’ty sata-vañoñe raike ka ze hene’ ondaty.
2d0513007f	Fa manahake ty nampanaña’ ty fanjehara’ indatiy tahiñe i màroy, ty nañavantaña’ i raikey i màroy amy fivohora’ey.
2d05140078	Nivotrak’ eo ty Hake hampivangogo o tahiñeo, aa ndra te nirokoroko o tahiñeo, somandrake te niraorao ty fatarihañe,
2d051500a0	aa le hambañe amy te hakeo ty nifeleke an-kavilasy, te fatarihañe ty hifehe an-kañavantañe mb’an-kaveloñe nainai’e añamy Talèntika Iesoà Norizañey.
2d0601004f	Aa vaho hanao ty hoe hao tika: Antao hitolom-pandilatse hampitomambao ty hasoa!
2d06020046	Sondo’e! Akore t’ie nihomake an-kakeo ro mbe ho veloñ’ ama’e?
2d06030068	He tsy fohi’ areo te itikañ’ iaby nilipotse am’ Iesoà Norizañey ro nilipotse amy havilasi’ey.
2d060400ba	Aa le nitrao-pilenteke ama’e tika amy lipotsey mb’an-kavilasy ao, soa te, hambañe ami’te nampitroare’ ty engen-dRae an-kavilasy i Norizañey, ty hañaveloan-tika an-kavelom-bao.
2d0605006b	Aa naho nampireketeñe ama’e tika an-kavilasy manahake aze, le ho mpiamy fivañonan-ko velo’ey ka tika,
2d06060084	ie fohiñe te naradorado mindre ama’e i vatan-tika hambo’ey, hañitoañe i sandriñe lifo-kakeoy, soa tsy hondevozen-tahiñe ka,
2d06070028	amy te votsotse an-kakeo ze fa nihomake.
2d0608005c	Aa kanao niharo vilasy amy Norizañey tika, le atokisan-tika te hindrezañe an-kaveloñe ka,
2d06090068	fohiñe te natroatse amy havilasiy i Norizañey tsy ho vilasy ka, amy te tsy anaña’ i havilasiy lily.
2d060a008c	I havilasy nivetraha’ey, le nivetraha’e ty amo hakeoo indraike nahaheneke; fe i haveloñe iveloma’ey, ro iveloma’e aman’ Añahare.
2d060b005f	Iantofo arè te nihomake an-kakeo nahareo, fe veloñe aman’ Añahare am’ Iesoà Norizañey.
2d060c005b	Aa le ko atolotse ho fehèn-kakeo o sandri’ areo ho momokeo, hivohots’ amo hadrao’eo.
2d060d00d4	Le ko atolo’ areo an-tahiñe o fangefange’ areoo ho harao-katsivokarañe, fe manolora vatañe aman’ Añahare hoe nivelomeñe an-kavilasy; vaho o fangefange’ areoo ho haraon-kavantañañe aman’ Añahare,
2d060e0072	amy te tsy hanan-dily ama’ areo o hakeoo, amy t’ie tsy ambane’ ty fimanemanean-dily, fa ambanem-patarihañe.
2d060f0062	Akore arè? Handilatse hao tika amy te tsy fehèm-pepètse fa ambanem-patarihañe? Aiy, sondo’e!
2d061000c5	Tsy fohi’ areo hao te, ze anolora’ areo sandriñe ho mpitoro’e hivohora’o, le ondevo’ i vohorañey?—ke amo tahiñeo minday mb’am-pikoromahañe, he am-pivohorañe minday havantañañe.
2d06110072	Ty fatarihan’ Añahare, inahareo nondevozen-kakeo fe mivohotse añ’arofo amo ventem-pañòhañe nitaroñañeo,
2d06120032	le fa hinaha an-kakeo vaho mpitoron-kavantañañe.
2d06130102	Anoeko an-dreha’ ondaty ty amy haifoifo’ o sandri’ areoo: Fa hambañe amy te nafoe’areo hondevozen-kakeo naho tahiñe o fangefangeo hañonjonañe ty hatsivokarañe; t’ie hibanabana o fangefangeo hito­ron-kavañonañe mb’am-piavahañe henane zao.
2d06140035	Ie nitoron-kakeo taolo, le nihaha amy havantañañey.
2d0615006a	Aa le inoñe ty nivokareñe amo raha man­ala­tse anahareo henaneo? kanao ampigadoñe’e an-kamomohañe.
2d06160083	Aa ie hinaha an-kakeo naho mivohotse aman’ Añahare henaneo, ro mahazo ty hasoa i fiavahañey ie mamokatse haveloñe tsy modo. ­
2d0617006e	Fihomahañe ty valen-kakeo, fe haveloñe nainai’e ro fatarihan’ Añahare amy Talèntika Iesoà Norizañey.
2d07010071	O ry longo, (ie itaroñako o mahafohiñe Hake) nofi’ areo hao te fehè’ i Hake t’indaty t’ie mbe veloñe?
2d07020096	Fa ampifetrehe’ i Hake amy vali’ey ty rakemba naho mbe veloñe i rangahey, ie mihomake indatiy, le votsotse amy Hake mamahotse aze amy vali’eiy.
2d070300a8	Aa naho anakeza’ ondaty ty rakemba manam-baly le atao t’ie tsy vokatse. Fe naho mihomake i vali’ey, le haha amy Hake re, vaho tsy karapilo t’ie engae’ ondaty.
2d070400bb	Ie amy zao ry longo, ty Fañòva’ i Norizañeiy ty nivetraha’ areo amy Hake, hireketa’ areo ami’ty hafa, amy nampitroareñe amy havilasiy, hamokaran-tika ho an’ Andrianañahare.
2d0705006e	Itika tamy nofotsey, le nitoloñe an-tsandriñe ao o draon-kakeo nisigihe’ i Hake hamokara’e fihomahañeo.
2d07060093	F’ie votsots’ amy Hake henaneo, nivetrake amy namaho­tsey, hitoroñe ami’ty nañavaoe’ i Arofoy fa tsy am-pimanemanean-tsokitse hambo’e.
2d070700d0	Aa le inoñe ty ho asan-tikañe? Hakeo hao t’i Hake? Sondo’e! Fa tsy ho napotako ty atao tahiñe naho tsy t’i Hake, le tsy ho nihaiko ze atao fitsikirihañe naho tsy nafè’ i Hake ty hoe, Ko mihàñe.
2d07080076	I tahiñey, ie nampahazoa’ i liliy lalañe, nitrobo ze atao fikirañañe amako, fa naho tsy eo Hake, tsy eo tahiñe.
2d07090077	Niveloñe hey iraho taolo t’ie tsy aman-Kake; fe niavy i liliy, le nibodan-ko veloñe o tahiñeo vaho nikenkan-draho;
2d070a0032	i fañè ho ninday haveloñey, te mone namono ahy.
2d070b0051	I hakeoy, ie nampahazoa’ i liliy lalañe, namañahy ahy, vaho ie ty namono ahy.
2d070c0044	Aa le Masiñe t’i Hake, le miavake naho vantañe vaho soa o lilio.
2d070d00b0	Aa vaho fihomahañe amako hao i soay? Sondo’e! Fa i tahiñey, hampiborahañe ty hakeo, nitoloñe fihomahañe amako amy soay, hampidodea’ i Hake ty halo-tsere’ o tahiñeo.
2d070e0053	Fohintika te añ’arofo t’i Hake, f’ie ama’ nofotse naletake hondevon-kakeo.
2d070f004f	Tsy apotako o ­anoekoo; le tsy anoeko o satrikoo, te mone i hejekoy ty anoeko.
2d0710003e	Aa naho anoeko i tsy satrikoy, le iantofako te soa t’i Hake.
2d07110041	Ie henaneo tsy izaho ty manao, fa ty hakeo mitoboke an-troko ato.
2d0712006b	Apotako te tsy imoneñan-kasoa ty nofoko toy. Toe amam-pisalalan-draho, fe tsy ta­fete’e ty fanoan-tsoa.
2d07130044	I soa satrieko hanoeñey tsy anoeko, fe i raty hejekoy ty toloñako.
2d0714005c	Aa naho anoeko i raha hejekoy, le tsy izaho ty mitoloñe, fa o tahiñe mitsotsefotse amakoo.
2d07150044	Treako amy zao ty lily toy, t’ie manitra hanao soa, amako ty raty.
2d07160033	Toe iantofako an-kafalean-troke i Han’ Añaharey;
2d0717009b	fe mahatrea hake hafa am-pangefangen-tsandriko ato mifandraparapake amy Hake am-pi­tsakoreako atoañey mandrohy ahy amy ha’ o tahiñe am-pangefangekooy.
2d0718004e	Hete, ondaty mavoin-draho! Ia ty hañaha ahy ami’ty sandrim-pihomahañe toy?
2d071900bd	Andriañeko t’i Andrianañahare añamy Talèntika Iesoà Norizañey. Ie amy zao mito­roñe i Han’ Añaharey iraho an-troke ao, naho i ha’ o tahiñeoy ami’ty sandriko hambo’e toy.
2d08010065	Ie henane zao tsy amam-patse o am’ Iesoà Norizañeo, o tsy mañavelo amy nofotsey, fa amy arofoio,
2d08020065	ie hinaha’ i Han’ arofo minday haveloñe am’ Iesoà Norizañeiy amy han-tahiñe naho havilasiy.
2d080300d2	Toe tsy nahalefe i Hake, ie nampaifoifoe’ i nofotsey, aa le nihenefan’ Añahare amy nañiraha’e i Ana’ey ho hambam-bintañe amo sandriñe maleo-tahiñeo ho engan-kakeo, hamatse o tahiñe an-tsandriñeo,
2d08040068	soa te ho heneke aman-tika tsy mpañavelo amy haondaty hambo’ey fa amy Arofoy ty havantaña’ i Hake.
2d0805007e	Mifahatse amo raha’ i hambo’eio ty fitsakorea’ o mipiteke amy hambo’eio, fe amo ra­han’arofoo o mpiato amy Arofoio.
2d0806008c	Toe fihomahañe ty vetsevetse mirekets’ amy hambo’ey, fe haveloñe naho fañanintsañe ty ereñeren-tro’ i mi­tambozòtse amy Arofoy;
2d08070089	fa mandrafe aman’ Añahare ty fitsakoreañe mipitek’ amy hambo’ey, amy te tsy iambanea’e t’i Han’ Añahare, toe tsy lefe’e;
2d08080051	vaho tsy mete mahafale an’An­dria­nañahare o miato amy sandriñe hambo’ey.
2d0809009e	F’ie tsy amy hambo’ey, fa amy Arofoy, naho toe mimoneñe an-tro’ areo ao i Arofon’ Añaharey; aa naho tsy ama’e i Arofo’ i Norizañeiy le tsy aze.
2d080a006d	Ie ama’ areo i Norizañey, ndra te nihomake an-kakeoo i sandriñey, le veloñ’ an-kavantañañe ty arofo.
2d080b00cd	Aa ie mañialo ama’ areo ao ty Arofo’ i nampitroatse Iesoà amy havilaisiy, le i nañakatse i Norizañey amy fihomahañeiy ro hameloñe o sandri’ areo mora momokeo amy Arofo’e mañialo ama’areoy.
2d080c0054	Ie amy zao, ry longo, mpisongo tika: tsy amy hambo’ey t’ie ho veloñe amy modoy,
2d080d0092	f’ie veloñe amy hambo’ey, le tsy mete tsy hihomake; fa naho i Arofoy ro añitoa’ areo erike o sata’ rati’ i hambo’eio, le ho veloñe.
2d080e003c	Fa hene anan’ Añahare ze tarihe’ i Arofon’ Añaharey.
2d080f0090	Toe tsy nandrambe i fañahim-pandrohizañey nahareo hirevendreveñe, f’ie nandrambe ty Arofom-pamelomañ’ anake mahakanjy ty hoe: Àba, Rae.
2d0810003c	I Arofoy ty mitaroñe aman-tron-tikañe te anan’ Añahare;
2d0811009e	aa kanao anake tika le mpandova, toe mpandova aman’ Añahare, naho mitrao-pandova amy Norizañey, ie iharoan-tika haloviloviañe, le itraofan’ engeñe ka.
2d0812006a	Apotako te tsy mañeva hoharañe amy engeñe ho bentabentareñe aman-tikañey ty haloviloviañe henanekeo.
2d0813004c	Fa mihalantavañe, mandiñe ty fiboaha’ o anan’ Añahareo ty voatse toy;
2d0814008c	amy te nondevozeñe ami’ty tsy fanjofahañe o namboareñeo, tsy nisatrie’e, fe ami’ty fisafiri’ i nampiambane irezay ho am-pitamañe
2d08150074	t’ie ho hahàñe am-pandevoza’ i fimomohañey ka ty voatse toy ho an-kavolonahem-pidadà’ o anan’ Añahareo.
