2800000007	mathi.h
30031d0081	ki nca yuuya. m yadi khrii. s.tasya bhavatha tarhi sutaraam ibraahiima. h santaanaa. h pratij nayaa sampadadhikaari. na"scaadhve|
300401008f	aha. m vadaami sampadadhikaarii yaavad baalasti. s.thati taavat sarvvasvasyaadhipati. h sannapi sa daasaat kenaapi vi. saye. na na vi"si. syate
3004020067	kintu pitraa niruupita. m samaya. m yaavat paalakaanaa. m dhanaadhyak. saa. naa nca nighnasti. s.thati|
3004030057	tadvad vayamapi baalyakaale daasaa iva sa. msaarasyaak. saramaalaayaa adhiinaa aasmahe|
3004040052	anantara. m samaye sampuur. nataa. m gatavati vyavasthaadhiinaanaa. m mocanaartham
3004050078	asmaaka. m putratvapraaptyartha nce"svara. h striyaa jaata. m vyavasthaayaa adhiniibhuuta nca svaputra. m pre. sitavaan|
30040600aa	yuuya. m santaanaa abhavata tatkaara. naad ii"svara. h svaputrasyaatmaanaa. m yu. smaakam anta. hkara. naani prahitavaan sa caatmaa pita. h pitarityaahvaana. m kaarayati|
3004070089	ata idaanii. m yuuya. m na daasaa. h kintu. h santaanaa eva tasmaat santaanatvaacca khrii. s.tene"svariiyasampadadhikaari. no. apyaadhve|
3004080073	apara nca puurvva. m yuuyam ii"svara. m na j naatvaa ye svabhaavato. anii"svaraaste. saa. m daasatve. ati. s.thata|
30040900d5	idaaniim ii"svara. m j naatvaa yadi ve"svare. na j naataa yuuya. m katha. m punastaani viphalaani tucchaani caak. saraa. ni prati paraavarttitu. m "saknutha? yuuya. m ki. m punaste. saa. m daasaa bhavitumicchatha?
30040a0044	yuuya. m divasaan maasaan tithiin sa. mvatsaraa. m"sca sammanyadhve|
30040b0061	yu. smadartha. m mayaa ya. h pari"sramo. akaari sa viphalo jaata iti yu. smaanadhyaha. m bibhemi|
30040c00a4	he bhraatara. h, aha. m yaad. r"so. asmi yuuyamapi taad. r"saa bhavateti praarthaye yato. ahamapi yu. smattulyo. abhava. m yu. smaabhi rmama kimapi naaparaaddha. m|
30040d0062	puurvvamaha. m kalevarasya daurbbalyena yu. smaan susa. mvaadam aj naapayamiti yuuya. m jaaniitha|
30040e00cb	tadaanii. m mama pariik. saka. m "saariirakle"sa. m d. r.s. tvaa yuuya. m maam avaj naaya. rtiiyitavantastannahi kintvii"svarasya duutamiva saak. saat khrii. s.ta yii"sumiva vaa maa. m g. rhiitavanta. h|
30040f00ce	atastadaanii. m yu. smaaka. m yaa dhanyataabhavat saa kka gataa? tadaanii. m yuuya. m yadi sve. saa. m nayanaanyutpaa. tya mahya. m daatum a"sak. syata tarhi tadapyakari. syateti pramaa. nam aha. m dadaami|
3004100047	saampratamaha. m satyavaaditvaat ki. m yu. smaaka. m ripu rjaato. asmi?
3004110099	te yu. smatk. rte sparddhante kintu saa sparddhaa kutsitaa yato yuuya. m taanadhi yat sparddhadhva. m tadartha. m te yu. smaan p. rthak karttum icchanti|
300412006c	kevala. m yu. smatsamiipe mamopasthitisamaye tannahi, kintu sarvvadaiva bhadramadhi sparddhana. m bhadra. m|
3004130094	he mama baalakaa. h, yu. smadanta ryaavat khrii. s.to muurtimaan na bhavati taavad yu. smatkaara. naat puna. h prasavavedaneva mama vedanaa jaayate|
3004140085	ahamidaanii. m yu. smaaka. m sannidhi. m gatvaa svaraantare. na yu. smaan sambhaa. situ. m kaamaye yato yu. smaanadhi vyaakulo. asmi|
300415005e	he vyavasthaadhiinataakaa"nk. si. na. h yuuya. m ki. m vyavasthaayaa vacana. m na g. rhliitha?
3004160075	tanmaa. m vadata| likhitamaaste, ibraahiimo dvau putraavaasaate tayoreko daasyaa. m dvitiiya"sca patnyaa. m jaata. h|
300417006d	tayo ryo daasyaa. m jaata. h sa "saariirikaniyamena jaj ne ya"sca patnyaa. m jaata. h sa pratij nayaa jaj ne|
3004180097	idamaakhyaana. m d. r.s. tantasvaruupa. m| te dve yo. sitaavii"svariiyasandhii tayorekaa siinayaparvvataad utpannaa daasajanayitrii ca saa tu haajiraa|
30041900aa	yasmaad haajiraa"sabdenaaravade"sasthasiinayaparvvato bodhyate, saa ca varttamaanaayaa yiruu"saalampuryyaa. h sad. r"sii| yata. h svabaalai. h sahitaa saa daasatva aaste|
30041a0050	kintu svargiiyaa yiruu"saalampurii patnii sarvve. saam asmaaka. m maataa caaste|
30041b00f5	yaad. r"sa. m likhitam aaste, "vandhye santaanahiine tva. m svara. m jayajaya. m kuru| aprasuute tvayollaaso jayaa"sabda"sca giiyataa. m| yata eva sanaathaayaa yo. sita. h santate rga. naat| anaathaa yaa bhavennaarii tadapatyaani bhuuri"sa. h||"
30041c004b	he bhraat. rga. na, imhaak iva vaya. m pratij nayaa jaataa. h santaanaa. h|
30041d0076	kintu tadaanii. m "saariirikaniyamena jaata. h putro yadvad aatmikaniyamena jaata. m putram upaadravat tathaadhunaapi|
30041e00aa	kintu "saastre ki. m likhita. m? "tvam imaa. m daasii. m tasyaa. h putra ncaapasaaraya yata e. sa daasiiputra. h patniiputre. na sama. m nottaraadhikaarii bhaviyyatiiti|"
30041f0063	ataeva he bhraatara. h, vaya. m daasyaa. h santaanaa na bhuutvaa paatnyaa. h santaanaa bhavaama. h|
3005010081	khrii. s.to. asmabhya. m yat svaatantrya. m dattavaan yuuya. m tatra sthiraasti. s.thata daasatvayugena puna rna nibadhyadhva. m|
300502006f	pa"syataaha. m paulo yu. smaan vadaami yadi chinnatvaco bhavatha tarhi khrii. s.tena kimapi nopakaari. syadhve|
300503007f	apara. m ya. h ka"scit chinnatvag bhavati sa k. rtsnavyavasthaayaa. h paalanam ii"svaraaya dhaarayatiiti pramaa. na. m dadaami|
3005040086	yu. smaaka. m yaavanto lokaa vyavasthayaa sapu. nyiibhavitu. m ce. s.tante te sarvve khrii. s.taad bhra. s.taa anugrahaat patitaa"sca|
300505004d	yato vayam aatmanaa vi"svaasaat pu. nyalaabhaa"saasiddha. m pratiik. saamahe|
3005060078	khrii. s.te yii"sau tvakchedaatvakchedayo. h kimapi gu. na. m naasti kintu premnaa saphalo vi"svaasa eva gu. nayukta. h|
300507006a	puurvva. m yuuya. m sundaram adhaavata kintvidaanii. m kena baadhaa. m praapya satyataa. m na g. rhliitha?
3005080046	yu. smaaka. m saa mati ryu. smadaahvaanakaari. na ii"svaraanna jaataa|
300509003a	vikaara. h k. rtsna"saktuunaa. m svalpaki. nvena jasayate|
30050a00b4	yu. smaaka. m mati rvikaara. m na gami. syatiityaha. m yu. smaanadhi prabhunaa"sa. mse; kintu yo yu. smaan vicaaralayati sa ya. h ka"scid bhavet samucita. m da. n.da. m praapsyati|
30050b009b	parantu he bhraatara. h, yadyaham idaaniim api tvakcheda. m pracaarayeya. m tarhi kuta upadrava. m bhu njiya? tatk. rte kru"sa. m nirbbaadham abhavi. syat|
30050c0058	ye janaa yu. smaaka. m caa ncalya. m janayanti te. saa. m chedanameva mayaabhila. syate|
30050d00bf	he bhraatara. h, yuuya. m svaatantryaartham aahuutaa aadhve kintu tatsvaatantryadvaare. na "saariirikabhaavo yu. smaan na pravi"satu| yuuya. m premnaa paraspara. m paricaryyaa. m kurudhva. m|
30050e0071	yasmaat tva. m samiipavaasini svavat prema kuryyaa ityekaaj naa k. rtsnaayaa vyavasthaayaa. h saarasa. mgraha. h|
30050f00a1	kintu yuuya. m yadi paraspara. m da. mda"syadhve. a"saa"syadhve ca tarhi yu. smaakam eko. anyena yanna grasyate tatra yu. smaabhi. h saavadhaanai rbhavitavya. m|
3005100057	aha. m braviimi yuuyam aatmikaacaara. m kuruta "saariirikaabhilaa. sa. m maa puurayata|
30051100ca	yata. h "saariirikaabhilaa. sa aatmano vipariita. h, aatmikaabhilaa. sa"sca "sariirasya vipariita. h, anayorubhayo. h paraspara. m virodho vidyate tena yu. smaabhi ryad abhila. syate tanna karttavya. m|
300512004b	yuuya. m yadyaatmanaa viniiyadhve tarhi vyavasthaayaa adhiinaa na bhavatha|
3005130050	apara. m paradaaragamana. m ve"syaagamanam a"sucitaa kaamukataa pratimaapuujanam
3005140050	indrajaala. m "satrutva. m vivaado. antarjvalana. m krodha. h kalaho. anaikya. m
3005150119	paarthakyam iir. syaa vadho mattatva. m lampa. tatvamityaadiini spa. s.tatvena "saariirikabhaavasya karmmaa. ni santi| puurvva. m yadvat mayaa kathita. m tadvat punarapi kathyate ye janaa etaad. r"saani karmmaa. nyaacaranti tairii"svarasya raajye. adhikaara. h kadaaca na lapsyate|
3005160063	ki nca premaananda. h "saanti"scirasahi. s.nutaa hitai. sitaa bhadratva. m vi"svaasyataa titik. saa
3005170060	parimitabhojitvamityaadiinyaatmana. h phalaani santi te. saa. m viruddhaa kaapi vyavasthaa nahi|
300518006c	ye tu khrii. s.tasya lokaaste ripubhirabhilaa. sai"sca sahita. m "saariirikabhaava. m kru"se nihatavanta. h|
300519004a	yadi vayam aatmanaa jiivaamastarhyaatmikaacaaro. asmaabhi. h karttavya. h,
30051a004b	darpa. h paraspara. m nirbhartsana. m dve. sa"scaasmaabhi rna karttavyaani|
30060100f4	he bhraatara. h, yu. smaaka. m ka"scid yadi kasmi. m"scit paape patati tarhyaatmikabhaavayuktai ryu. smaabhistitik. saabhaava. m vidhaaya sa punarutthaapyataa. m yuuyamapi yathaa taad. rkpariik. saayaa. m na patatha tathaa saavadhaanaa bhavata|
3006020068	yu. smaakam ekaiko jana. h parasya bhaara. m vahatvanena prakaare. na khrii. s.tasya vidhi. m paalayata|
300603005a	yadi ka"scana k. sudra. h san sva. m mahaanta. m manyate tarhi tasyaatmava ncanaa jaayate|
300604008e	ata ekaikena janena svakiiyakarmma. na. h pariik. saa kriyataa. m tena para. m naalokya kevalam aatmaalokanaat tasya "slaghaa sambhavi. syati|
3006050035	yata ekaiko jana. h svakiiya. m bhaara. m vak. syati|
3006060060	yo jano dharmmopade"sa. m labhate sa upade. s.taara. m sviiyasarvvasampatte rbhaagina. m karotu|
300607007f	yu. smaaka. m bhraanti rna bhavatu, ii"svaro nopahasitavya. h, yena yad biijam upyate tena tajjaata. m "sasya. m kartti. syate|
30060800ba	sva"sariiraartha. m yena biijam upyate tena "sariiraad vinaa"saruupa. m "sasya. m lapsyate kintvaatmana. h k. rte yena biijam upyate tenaatmato. anantajiivitaruupa. m "sasya. m lapsyate|
3006090083	satkarmmakara. ne. asmaabhira"sraantai rbhavitavya. m yato. aklaantausti. s.thadbhirasmaabhirupayuktasamaye tat phalaani lapsyante|
30060a0084	ato yaavat samayasti. s.thati taavat sarvvaan prati vi"se. sato vi"svaasave"smavaasina. h pratyasmaabhi rhitaacaara. h karttavya. h|
30060b0075	he bhraatara. h, aha. m svahastena yu. smaan prati kiyadv. rhat patra. m likhitavaan tad yu. smaabhi rd. r"syataa. m|
30060c00b9	ye "saariirikavi. saye sud. r"syaa bhavitumicchanti te yat khrii. s.tasya kru"sasya kaara. naadupadravasya bhaagino na bhavanti kevala. m tadartha. m tvakchede yu. smaan pravarttayanti|
30060d008b	te tvakchedagraahi. no. api vyavasthaa. m na paalayanti kintu yu. smacchariiraat "slaaghaalaabhaartha. m yu. smaaka. m tvakchedam icchanti|
30060e00af	kintu yenaaha. m sa. msaaraaya hata. h sa. msaaro. api mahya. m hatastadasmatprabho ryii"sukhrii. s.tasya kru"sa. m vinaanyatra kutraapi mama "slaaghana. m kadaapi na bhavatu|
30060f0070	khrii. s.te yii"sau tvakchedaatvakchedayo. h kimapi gu. na. m naasti kintu naviinaa s. r.s. tireva gu. nayuktaa|
3006100081	apara. m yaavanto lokaa etasmin maarge caranti te. saam ii"svariiyasya k. rtsnasyesraayela"sca "saanti rdayaalaabha"sca bhuuyaat|
3006110074	ita. h para. m ko. api maa. m na kli"snaatu yasmaad aha. m svagaatre prabho ryii"sukhrii. s.tasya cihnaani dhaaraye|
3006120069	he bhraatara. h asmaaka. m prabho ryii"sukhrii. s.tasya prasaado yu. smaakam aatmani stheyaat| tathaastu|
310000000c	iphi.si.na.h
3101010095	ii"svarasyecchayaa yii"sukhrii. s.tasya prerita. h paula iphi. sanagarasthaan pavitraan khrii. s.tayii"sau vi"svaasino lokaan prati patra. m likhati|
310102006c	asmaaka. m taatasye"svarasya prabho ryii"sukhrii. s.tasya caanugraha. h "saanti"sca yu. smaasu varttataa. m|
31010300a2	asmaaka. m prabho ryii"so. h khrii. s.tasya taata ii"svaro dhanyo bhavatu; yata. h sa khrii. s.tenaasmabhya. m sarvvam aadhyaatmika. m svargiiyavara. m dattavaan|
31010400b2	vaya. m yat tasya samak. sa. m premnaa pavitraa ni. skala"nkaa"sca bhavaamastadartha. m sa jagata. h s. r.s. te puurvva. m tenaasmaan abhirocitavaan, nijaabhila. sitaanurodhaacca
310105008a	yii"sunaa khrii. s.tena svasya nimitta. m putratvapade. asmaan svakiiyaanugrahasya mahattvasya pra"sa. msaartha. m puurvva. m niyuktavaan|
3101060048	tasmaad anugrahaat sa yena priyatamena putre. naasmaan anug. rhiitavaan,
310107004c	vaya. m tasya "so. nitena muktim arthata. h paapak. samaa. m labdhavanta. h|
310108007e	tasya ya iid. r"so. anugrahanidhistasmaat so. asmabhya. m sarvvavidha. m j naana. m buddhi nca baahulyaruupe. na vitaritavaan|
3101090061	svargap. rthivyo ryadyad vidyate tatsarvva. m sa khrii. s.te sa. mgrahii. syatiiti hitai. si. naa
31010a009e	tena k. rto yo manoratha. h sampuur. nataa. m gatavatsu samaye. su saadhayitavyastamadhi sa svakiiyaabhilaa. sasya niguu. dha. m bhaavam asmaan j naapitavaan|
31010b005e	puurvva. m khrii. s.te vi"svaasino ye vayam asmatto yat tasya mahimna. h pra"sa. msaa jaayate,
31010c00ae	tadartha. m ya. h svakiiyecchaayaa. h mantra. naata. h sarvvaa. ni saadhayati tasya manorathaad vaya. m khrii. s.tena puurvva. m niruupitaa. h santo. adhikaari. no jaataa. h|
31010d00b6	yuuyamapi satya. m vaakyam arthato yu. smatparitraa. nasya susa. mvaada. m ni"samya tasminneva khrii. s.te vi"svasitavanta. h pratij naatena pavitre. naatmanaa mudrayevaa"nkitaa"sca|
31010e00ae	yatastasya mahimna. h prakaa"saaya tena kriitaanaa. m lokaanaa. m mukti ryaavanna bhavi. syati taavat sa aatmaasmaakam adhikaaritvasya satya"nkaarasya pa. nasvaruupo bhavati|
31010f0071	prabhau yii"sau yu. smaaka. m vi"svaasa. h sarvve. su pavitraloke. su prema caasta iti vaarttaa. m "srutvaahamapi
3101100070	yu. smaanadhi nirantaram ii"svara. m dhanya. m vadan praarthanaasamaye ca yu. smaan smaran varamima. m yaacaami|
31011100b7	asmaaka. m prabho ryii"sukhrii. s.tasya taato ya. h prabhaavaakara ii"svara. h sa svakiiyatattvaj naanaaya yu. smabhya. m j naanajanakam prakaa"sitavaakyabodhaka ncaatmaana. m deyaat|
31011200f1	yu. smaaka. m j naanacak. suu. m.si ca diiptiyuktaani k. rtvaa tasyaahvaana. m kiid. r"syaa pratyaa"sayaa sambalita. m pavitralokaanaa. m madhye tena datto. adhikaara. h kiid. r"sa. h prabhaavanidhi rvi"svaasi. su caasmaasu prakaa"samaanasya
310113005d	tadiiyamahaaparaakramasya mahatva. m kiid. rg anupama. m tat sarvva. m yu. smaan j naapayatu|
310114006e	yata. h sa yasyaa. h "sakte. h prabalataa. m khrii. s.te prakaa"sayan m. rtaga. namadhyaat tam utthaapitavaan,
31011500c6	adhipatitvapada. m "saasanapada. m paraakramo raajatva ncetinaamaani yaavanti padaaniiha loke paraloke ca vidyante te. saa. m sarvve. saam uurddhve svarge nijadak. si. napaar"sve tam upave"sitavaan,
31011600a8	sarvvaa. ni tasya cara. nayoradho nihitavaan yaa samitistasya "sariira. m sarvvatra sarvve. saa. m puurayitu. h puuraka nca bhavati ta. m tasyaa muurddhaana. m k. rtvaa
3101170055	sarvve. saam uparyyupari niyuktavaa. m"sca saiva "saktirasmaasvapi tena prakaa"syate|
3102010080	puraa yuuyam aparaadhai. h paapai"sca m. rtaa. h santastaanyaacaranta ihalokasya sa. msaaraanusaare. naakaa"saraajyasyaadhipatim
3102020058	arthata. h saampratam aaj naala"nghiva. m"se. su karmmakaari. nam aatmaanam anvavrajata|
31020300c6	te. saa. m madhye sarvve vayamapi puurvva. m "sariirasya manaskaamanaayaa ncehaa. m saadhayanta. h sva"sariirasyaabhilaa. saan aacaraama sarvve. anya iva ca svabhaavata. h krodhabhajanaanyabhavaama|
310204003f	kintu karu. naanidhirii"svaro yena mahaapremnaasmaan dayitavaan
310205008e	tasya svapremno baahulyaad aparaadhai rm. rtaanapyasmaan khrii. s.tena saha jiivitavaan yato. anugrahaad yuuya. m paritraa. na. m praaptaa. h|
310206005d	sa ca khrii. s.tena yii"sunaasmaan tena saarddham utthaapitavaan svarga upave"sitavaa. m"sca|
310207008e	ittha. m sa khrii. s.tena yii"sunaasmaan prati svahitai. sitayaa bhaaviyuge. su svakiiyaanugrahasyaanupama. m nidhi. m prakaa"sayitum icchati|
3102080076	yuuyam anugrahaad vi"svaasena paritraa. na. m praaptaa. h, tacca yu. smanmuulaka. m nahi kintvii"svarasyaiva daana. m,
3102090047	tat karmma. naa. m phalam api nahi, ata. h kenaapi na "slaaghitavya. m|
31020a008b	yato vaya. m tasya kaaryya. m praag ii"svare. na niruupitaabhi. h satkriyaabhi. h kaalayaapanaaya khrii. s.te yii"sau tena m. r.s. taa"sca|
31020b00a1	puraa janmanaa bhinnajaatiiyaa hastak. rta. m tvakcheda. m praaptai rlokai"scaacchinnatvaca itinaamnaa khyaataa ye yuuya. m tai ryu. smaabhirida. m smarttavya. m
31020c00c7	yat tasmin samaye yuuya. m khrii. s.taad bhinnaa israayelalokaanaa. m sahavaasaad duurasthaa. h pratij naasambalitaniyamaanaa. m bahi. h sthitaa. h santo niraa"saa nirii"svaraa"sca jagatyaadhvam iti|
31020d0088	kintvadhunaa khrii. s.te yii"saavaa"sraya. m praapya puraa duuravarttino yuuya. m khrii. s.tasya "so. nitena nika. tavarttino. abhavata|
31020e00cd	yata. h sa evaasmaaka. m sandhi. h sa dvayam ekiik. rtavaan "satrutaaruupi. nii. m madhyavarttinii. m prabhedakabhitti. m bhagnavaan da. n.daaj naayukta. m vidhi"saastra. m sva"sariire. na luptavaa. m"sca|
31020f0054	yata. h sa sandhi. m vidhaaya tau dvau svasmin eka. m nutana. m maanava. m karttu. m
3102100079	svakiiyakru"se "satrutaa. m nihatya tenaivaikasmin "sariire tayo rdvayorii"svare. na sandhi. m kaarayitu. m ni"scatavaan|
310211006d	sa caagatya duuravarttino yu. smaan nika. tavarttino. asmaa. m"sca sandhe rma"ngalavaarttaa. m j naapitavaan|
310212006d	yatastasmaad ubhayapak. siiyaa vayam ekenaatmanaa pitu. h samiipa. m gamanaaya saamarthya. m praaptavanta. h|
3102130085	ata idaanii. m yuuyam asamparkiiyaa vide"sina"sca na ti. s.thanata. h pavitralokai. h sahavaasina ii"svarasya ve"smavaasina"scaadhve|
31021400ba	apara. m preritaa bhavi. syadvaadina"sca yatra bhittimuulasvaruupaastatra yuuya. m tasmin muule niciiyadhve tatra ca svaya. m yii"su. h khrii. s.ta. h pradhaana. h ko. nasthaprastara. h|
3102150063	tena k. rtsnaa nirmmiti. h sa. mgrathyamaanaa prabho. h pavitra. m mandira. m bhavitu. m varddhate|
310216004d	yuuyamapi tatra sa. mgrathyamaanaa aatmane"svarasya vaasasthaana. m bhavatha|
3103010075	ato heto rbhinnajaatiiyaanaa. m yu. smaaka. m nimitta. m yii"sukhrii. s.tasya bandii ya. h so. aha. m paulo braviimi|
310302006d	yu. smadartham ii"svare. na mahya. m dattasya varasya niyama. h kiid. r"sastad yu. smaabhira"sraaviiti manye|
3103030095	arthata. h puurvva. m mayaa sa. mk. sepe. na yathaa likhita. m tathaaha. m prakaa"sitavaakyene"svarasya niguu. dha. m bhaava. m j naapito. abhava. m|
3103040075	ato yu. smaabhistat pa. thitvaa khrii. s.tamadhi tasminniguu. dhe bhaave mama j naana. m kiid. r"sa. m tad bhotsyate|
31030500a4	puurvvayuge. su maanavasantaanaasta. m j naapitaa naasan kintvadhunaa sa bhaavastasya pavitraan preritaan bhavi. syadvaadina"sca pratyaatmanaa prakaa"sito. abhavat;
310306008a	arthata ii"svarasya "sakte. h prakaa"saat tasyaanugrahe. na yo varo mahyam adaayi tenaaha. m yasya susa. mvaadasya paricaarako. abhava. m,
310307008e	tadvaaraa khrii. s.tena bhinnajaatiiyaa anyai. h saarddham ekaadhikaaraa eka"sariiraa ekasyaa. h pratij naayaa a. m"sina"sca bhavi. syantiiti|
31030800bc	sarvve. saa. m pavitralokaanaa. m k. sudratamaaya mahya. m varo. ayam adaayi yad bhinnajaatiiyaanaa. m madhye bodhaagayasya gu. nanidhe. h khrii. s.tasya ma"ngalavaarttaa. m pracaarayaami,
3103090073	kaalaavasthaata. h puurvvasmaacca yo niguu. dhabhaava ii"svare gupta aasiit tadiiyaniyama. m sarvvaan j naapayaami|
31030a00d3	yata ii"svarasya naanaaruupa. m j naana. m yat saamprata. m samityaa svarge praadhaanyaparaakramayuktaanaa. m duutaanaa. m nika. te prakaa"syate tadartha. m sa yii"sunaa khrii. s.tena sarvvaa. ni s. r.s. tavaan|
31030b0060	yato vaya. m yasmin vi"svasya d. r.dhabhaktyaa nirbhayataam ii"svarasya samaagame saamarthya nca
31030c0080	praaptavantastamasmaaka. m prabhu. m yii"su. m khrii. s.tamadhi sa kaalaavasthaayaa. h puurvva. m ta. m manoratha. m k. rtavaan|
31030d007d	ato. aha. m yu. smannimitta. m du. hkhabhogena klaanti. m yanna gacchaamiiti praarthaye yatastadeva yu. smaaka. m gaurava. m|
31030e0057	ato heto. h svargap. rthivyo. h sthita. h k. rtsno va. m"so yasya naamnaa vikhyaatastam
31030f007b	asmatprabho ryii"sukhrii. s.tasya pitaramuddi"syaaha. m jaanunii paatayitvaa tasya prabhaavanidhito varamima. m praarthaye|
310310004e	tasyaatmanaa yu. smaakam aantarikapuru. sasya "sakte rv. rddhi. h kriyataa. m|
3103110082	khrii. s.tastu vi"svaasena yu. smaaka. m h. rdaye. su nivasatu| prema. ni yu. smaaka. m baddhamuulatva. m susthiratva nca bhavatu|
310312009a	ittha. m prasthataayaa diirghataayaa gabhiirataayaa uccataayaa"sca bodhaaya sarvvai. h pavitralokai. h praapya. m saamarthya. m yu. smaabhi rlabhyataa. m,
3103130083	j naanaatirikta. m khrii. s.tasya prema j naayataam ii"svarasya sampuur. nav. rddhiparyyanta. m yu. smaaka. m v. rddhi rbhavatu ca|
3103140093	asmaakam antare yaa "sakti. h prakaa"sate tayaa sarvvaatirikta. m karmma kurvvan asmaaka. m praarthanaa. m kalpanaa ncaatikramitu. m ya. h "saknoti
3103150057	khrii. s.tayii"sunaa samite rmadhye sarvve. su yuge. su tasya dhanyavaado bhavatu| iti|
3104010064	ato bandiraha. m prabho rnaamnaa yu. smaan vinaye yuuya. m yenaahvaanenaahuutaastadupayuktaruupe. na
3104020060	sarvvathaa namrataa. m m. rdutaa. m titik. saa. m paraspara. m pramnaa sahi. s.nutaa ncaacarata|
310403003e	pra. nayabandhanena caatmana ekya. m rak. situ. m yatadhva. m|
3104040063	yuuyam eka"sariiraa ekaatmaana"sca tadvad aahvaanena yuuyam ekapratyaa"saapraaptaye samaahuutaa. h|
3104050052	yu. smaakam eka. h prabhureko vi"svaasa eka. m majjana. m, sarvve. saa. m taata. h
3104060060	sarvvoparistha. h sarvvavyaapii sarvve. saa. m yu. smaaka. m madhyavarttii caika ii"svara aaste|
310407005b	kintu khrii. s.tasya daanaparimaa. naanusaaraad asmaakam ekaikasmai vi"se. so varo. adaayi|
310408008b	yathaa likhitam aaste, "uurddhvam aaruhya jet. rn sa vijitya bandino. akarot| tata. h sa manujebhyo. api sviiyaan vya"sraa. nayad varaan||"
310409007a	uurddhvam aaruhyetivaakyasyaayamartha. h sa puurvva. m p. rthiviiruupa. m sarvvaadha. hsthita. m sthaanam avatiir. navaan;
31040a006f	ya"scaavatiir. navaan sa eva svargaa. naam uparyyuparyyaaruu. dhavaan yata. h sarvvaa. ni tena puurayitavyaani|
