0100000016	ሜꬌቴꬃ ማጻፋ
2d051500d5	ሄሲካ ሃኒዳይ ናጋራይ ሃይቆ ቦላ ካዎቲዳይሳ ማላ ዬሱስ ኪርስቶሳ ባጋራ ቃሴ ሜርና ዴኦይ ቤታና ማላ ኢዛ ኪያቴꬂ ጺሎቴꬃን ካዎታናሳ።
2d06010060	ሂስቲን ኑ ኣይ ጊኖ? ጾሳ ኪያቴꬂ ዳራና ማላ ናጋራ ጉጂ ኦꬂኖ?
2d0602007e	ሙሌካ ጊዴና፤ ኑኒ ናጋራስ ሃይቂዶስ፤ ሂስቲን ሃይሳፌ ጉዬ ኑ ዋኒ ናጋራን ዳኔ?
2d060300bb	ኑኒ ዬሱስ ኪርስቶሳራ ኢሲኖ ጊዳና ማላ ጻማቄቲዳይቲ ኢዛ ሃይቆን ኑ ኢሲፌ ጊዳናስ ጻማቄቲዳይሳ ሃይሳ ኢንቴ ኤሬኬቲ?
2d060400c5	ሄሳ ጊሻስ ኪርስቶሲ ባ ኣዋ ቦንቾን ሃይቆፔ ዴንዲዳ ማላ ኑኒካ ሄሳꬆ ኦራꬃ ዴኦን ዳናስ ጺንቃታን ሃይቂዲ ኢዛራ ሞጌቲዶስ።
2d06050077	ኑኒ ሄሳ ማላ ሃይቆን ኢዛራ ኢሲኖ ጊዲኮ ቃሴ ዴንꬃንካ ኢዛራ ኢሲኖ ጊዶስ።
2d060600ca	ሃይሳፌ ጉዬ ኑኒ ናጋራስ ኣይሌ ጊዶንታ ማላ ናጋራ ኣሳቴꬃይ ኪቻና ማላ ካሴ ኑ ጬጋ ኣሳቴꬃይ ኢዛራ ኢሲፌ ካቄቲዳይሳ ኑ ኤሮስ።
2d06070040	ጋሶይካ ሃይቂዳ ኣሲ ናጋራፔ ሼምፒዴስ።
2d0608006b	ኑኒ ኪርስቶሳራ ሃይቂዳይታ ጊዲኮ ኑ ኢዛራ ኢሲፌ ዳናይሳ ኣማኖስ።
2d060900af	ኪርስቶሲ ሃይቆፔ ዴንዲዳ ጊሻስ ናምኣንꬆ ኢዚ ሃይቆንታይሳኔ ኢዛ ቦላ ሃይቆስ ዎልቃይ ባይንዳይሳ ኑ ኤሮስ።
2d060a0085	ኢዚ ሃይቂዳ ዎዴ ኢሲቶ ኡባ ናጋራ ጊሻስ ሃይቂዴስ፤ ጊዶ ኣቲን ጾሳስ ፓጻ ዱስ ዴስ።
2d060b007f	ሄሳꬆካ ኢንቴ ናጋራስ ሃይቂዲ ጾሳስ ዬሱስ ኪርስቶሳ ባጋራ ፓጻ ዲዛይሳ ኤሪቴ።
2d060c00a6	ሄሳ ጊሻስ ኢታ ኦꬃና ኮይዛ ኢታ ኣሾ ቆፋ ኮዪዲ ሃይቂዳ ኢንቴ ኣሳቴꬃ ቦላ ናጋራይ ካዎታና ማላ ኦꬆፍቴ።
2d060d0123	ኢንቴ ኣሳቴꬃ ኢታ ኦሶ ኦꬂዛ ሚሽ ኦꬂ ናጋራስ ሃሪሶፒቴ፤ ሄሳ ማላ ኦꬃናፔ ሃይቆፔ ጌዴ ዴኦን ፒኒዳ ኣሳታ ማላ ኢንቴና ጾሳስ ሃሪሲቴ፤ ኢንቴ ኣሳቴꬃ ጺሎቴꬃ ሚሻ ማላ ጾሳስ ሃሪሲቴ።
2d060e008a	ኢንቴ ጾሳ ኪያቴꬃ ጋርሳን ዴታ ኣቲን ዎጋ ጋርሳን ዶንታ ጊሻስ ኢንቴና ናጋራይ ሃሬና።
2d060f00b1	ሂስቲን ኣይ ኦꬂኖ? ዎጋ ጋርሳን ጊዶንታ ኑኒ ጾሳ ኪያቴꬃ ጋርሳን ዲዛ ጊሻስ ናጋራ ኦꬂኖ? ሙሌካ ኦꬃናስ ቤሴና።
2d06100120	ኢንቴ ኢንቴና ኣይሌ ማላ ሺሺዛ ዎዴ ኢንቴ ኣዛዜቲዛዴስ ኣይሌ ጊዲዳይሳ ኤሬታ፤ ሄሳꬆካ ጌዴ ሃይቆኮ ኤፊዛ ናጋራስ ዎይኮ ጺሎቴꬃኮ ጋꬂዛ ኣዛዜቴꬃስ ኢንቴ ኣይሌ ጊዲዳይሳ ኤሬኬቲ?
2d061100a9	ኢንቴ ካሴ ናጋራስ ኣይሌታ ጊዲኮ ኢንቴስ ኢሜቲዳ ቲሚርቴዛስ ኢንቴ ዎዚናፔ ኣዛዜቲዳ ጊሻስ ጾሲ ጋላቴቶ።
2d0612004d	ኢንቴ ናጋራፔ ዎዜቲዲ ጺሎቴꬃስ ኣይሌ ጊዲዴታ።
2d06130164	ሃይሳ ታኒ ኣሳ ቃላን ኢንቴስ ቆንጬን ዮቲዛይ ኢንቴ ዬሌቴꬃን ዳቡራንቻ ጊዲዳ ጊሻሳ። ኢንቴ ካሴ ዎዴ ኢንቴ ኣሳቴꬃ ኣይሌቴꬃሲኔ ካሴፔ ኣꬊ ኢታና ማላ ኦꬂ ኢሚዳ ማላ ሃኢ ቃሴ ጌሻቴꬃኮ ኤፊዛ ጺሎቴꬃስ ኣይሌ ሂስቲ ሃሪሲቴ።
2d06140073	ኢንቴ ካሴ ናጋራስ ኣይሌቲዲ ዲዛ ዎዴ ኢንቴ ጺሎቴꬃፌ ሜላ ኣቲዴታ ሺን፤
2d06150087	ሃኢ ቃሴ ኢንቴ ዬላቲዛ ሚሻታፔ ሄ ዎዴ ኣይ ጎኣ ዴሚዴቲ? ሄሳ ሄ ሃኖዛስ ጎኣይ ሃይቆ።
2d061600b3	ሃኢ ቃሴ ኢንቴ ናጋራፔ ዎዜቲዲ ጾሳ ኣይሌታ ጊዲዴታ፤ ሄሲካ ኢንቴና ጌሻቴꬃኮ ካሌꬄስ፤ ዉርሴꬃይካ ሜርና ዴኦ።
2d0617008e	ናጋራ ዋጋይ ሃይቆ፤ ጊዶ ኣቲን ጾሳ ኢሞታይ ጊዲኮ ጎዳ ዬሱስ ኪርስቶሳ ባጋራ ሜርና ዴኦ።
2d070100a1	ታ ኢሻቶ! ታኒ ዎጋ ኤሪዛ ኣሳታስ ዮታይስ፤ ዎጋይ ሼምፖራ ፓጻ ዲዛ ኣሳ ጻላላ ሃሪዛይሳ ኢንቴ ኤሬኬቲ?
2d070200da	ኢሲ ማጫሲ ኣዚና ጌሊኮ ባ ኣዚናራ ኢዛ ዎጋን ቃሼቲዛይ ኣዚናይ ፓጻ ዲዛ ዎዴ ጋካናሳ፤ ኣዚናይ ሃይቂኮ ኢዛ ማቾ ጊዲዛ ዎጋፔ ኣንጄታዉስ።
2d070300ff	ጊዶ ኣቲን ኣዚናይ ፓጻ ዲሺን ኢዛ ሃራ ኣዚና ጌሊኮ ላይማ ጌቴታዉስ፤ ኣዚናይ ሃይቂኮ ቃሴ ሃራ ኣስ ጌሊኮ ካሴ ኣዚና ዎጋፔ ኣንጄታዱስ ኣቲን፥ «ላይማ» ጌቴቱኩ።
2d070400ed	ሄሳ ጊሻስ ታ ኢሻቶ! ኢንቴካ ዬሱስ ኪርስቶሳ ኣሳቴꬃ ባጋራ ዎጋስ ሃይቂዴታ፤ ኢንቴ ሃይቆፔ ዴንዲዳ ኪርስቶሳ ባጋ ጊዲን ኑኒ ጾሳስ ኣይፌ ኣይፋናሳ።
2d070500ba	ናጋራንቻ ሜꬌቴꬃ ሼኔን ኑ ዲዛ ዎዴ ሃይቆስ ጋꬂዛ ኣይፌ ኑ ኣይፋና ማላ ዎጋይ ዴንꬄꬂዳ ናጋራ ኣሞይ ኑ ቦላ ኦꬂዴስ።
2d070600f2	ሃኢ ጊዲኮ ካሴ ኑና ዋጺ ቃቺዳ ዎጋስ ሃይቂዳ ጊሻስ ሄ ዎጋፔ ዎዜቲዶስ፤ ሄሲካ ካሴ ጬጋ ዎጋን ጻፌቲዳይሳን ጊዶንታ ዲሼ ኦራꬃ ኣያና ኦጌን ኑኒ ኦꬃናሳ።
2d07070101	ሂስቲን ኑ ኣይ ጊኖ? ባ ሁኤስ ዎጋይ ናጋራ? ሙሌካ ጊዴና። ዎጋ ባጋራ ጊዶንታኮ ናጋራይ ኣዛኮ ኑ ኤሮኮ ሺን፤ ዎጋይ «ኣሞቶፋ!» ጎንታኮ ኣሞይ ኣዛኮ ቱማፔ ታ ኤሪኬ።
2d070800d0	ናጋራይ ቃሴ ዎጋፔ ኬዚዳ ኣዛዞይ ቤሲዳ ኦጌን ጎኤቲዲ ታ ጊዶን ዱማ ዱማ ኢታ ኣሞ ዴንꬄꬂዴስ፤ ዎጋይ ያናፔ ካሴ ናጋራይ ሃይቂዳዛ።
2d07090098	ዎጋይ ባይንዳ ካሴ ታኒ ፓጻ ዳይሲሺን ዎጋይ ዪን ቃሴ ናጋራይ ፓጻ ጊዲዴስ፤ ታ ጊዲኮ ሃይቃዲስ።
2d070a005b	ኣስ ኣሻና ቆፌቲዳ ኣዛዞይካ ሃይቆ ኤኪ ዪዳይሳ ኤራዲስ።
2d070b0075	ናጋራይ ዎጋ ባጋራ ቤቲዳ ጋሶን ጎኤቲዲ ታና ባሌꬂዴሲኔ ኣዛዞን ዎꬊዴስ።
2d070c0060	ሄሳ ጊሻስ ዎጋይ ባ ባጋራ ጌሻ፤ ኣዛዞይካ ጌሻ፤ ጺሎኔ ሎኦ።
2d070d0149	ጊዶ ኣቲን ሎኦስ ሃኒዳይሲ ታስ ሃይቆስ ጊዲዴ? ሙሌካ ጊዴና፤ ጊዶ ኣቲን ናጋራይ ባ ናጋራቴꬃን ኤሬታና ማላ ሎኦ ጊዲዳ ሃኖ ባጋራ ታ ቦላ ሃይቆ ኤሂዴስ፤ ሄሲካ ናጋራይ ኣዛዞ ባጋራ ካሴፔ ኣꬂ ናጋራ ዳርሲዴስ።
2d070e007e	ዎጋይ ኣያና ዮኦ ጊዲዳይሳ ኑ ኤሮስ፤ ታ ቃሴ ናጋራስ ኣይሌ ማላ ባይዜቲዳ ኣሳ።
2d070f0082	ታኒ ታ ኦꬂዛይሳ ኤሪኬ፤ ታ ኦꬃና ኮይዛይሳ ኦꬃ ኤሪኬ ሺን ታ ኢጺዛ ሚሽ ኦꬃይስ።
2d07100070	ታ ኦꬃና ኮዮንታ ሚሽ ኦꬂዛ ጊዲኮ ዎጋይ ሎኦ ጊዲዳይሳ ታ ማርካታይስ።
2d07110056	ሄሳ ኦꬂዛይ ታና ጊዶንታ ታ ጋꬃን ዲዛ ናጋራይ ኦꬄስ።
2d071200d8	ታናን ሄሲካ ናጋራንቻ ጊዲዳ ታ ሜꬌቴꬃ ጊዶን ኣይኮ ሎኦ ሚሺ ባይንዳይሳ ታ ኤራይስ፤ ሎኦ ኦꬃናስ ታስ ኣሞቴꬂ ዴስ ሺን ፖላ ኦꬃ ኤሪኬ።
2d07130090	ታ ኦꬂዛይ ኦꬃና ጋዳ ኮይዛ ሎኦ ኦሶ ጊዴና፤ ጊዶ ኣቲን ታ ኦꬃና ኮዮንታ ኢታ ኦሶ ኦꬃይስ።
2d07140084	ታኒ ኦꬃናስ ኮዮንታይሳ ኦꬂዛ ጊዲኮ ሄሳ ኦꬂዛይ ታና ጊዶንታ ታ ጊዶን ዲዛ ናጋራ።
2d0715009e	ሄሳ ጊሻስ ሃይሲ ዎጋይ ኦሶን ዲዛይሲ ታስ ጌሊዴስ። ሄሲካ ታኒ ሎኦ ኦꬃና ኮያይሲሺን ኢታ ኦꬃይስ።
2d0716003b	ታኒ ታ ጋꬃራ ጾሳ ዎጋን ኡፋዬታይስ።
2d071700cf	ጊዶ ኣቲን ታ ኣሳቴꬃ ጊዶን ኦꬂዛ ናጋራ ዎጋይ ታና ቃቺ ኦይኪዲ ታ ቆፋ ዎጋራ ኦሌቲዛ ሃራ ዎጋይ ታ ኣሳቴꬃ ጊዶን ኦꬂሺን ቤያይስ።
2d07180070	ታ ኣይ ማላ ላፋ ኣሴ! ሃይሳ ሃይቆስ ኢሜቲዳ ኣሳቴꬃፌ ታና ኣሻናይ ኦኔ?
2d071900e3	ኑ ጎዳ ዬሱስ ኪርስቶሳ ባጋራ ጋላታይ ጾሳስ ጊዶ። ሂስቲኮ ታኒ ታ ባጋራ ታ ቆፋን ጾሳ ዎጋስ ኣይሌ ጊዳሼ ታኒ ሜꬌቴꬃ ዎጋን ናጋራ ዎጋስ ኣይሌ።
2d0801005b	ሄሳ ጊሻስ ዬሱስ ኪርስቶሳ ኣማኒዛይታ ቦላ ፒርዳይ ዴና።
2d08020079	ጋሶይካ ዴኦ ኣያና ዎጋይ ዬሱስ ኪርስቶሳ ባጋራ ናጋራፔ ኢስታ ጌሺዳ ጊሻሳ።
2d0803010e	ናጋራንቻ ኣሾፔ ዴንዲዳይሳን ዎጋይ ፖላናስ ዳንዳዮንታይሳ ጾሲ ባ ናዛ ናጋራንቻ ኣሳ ሌሚሶን ናጋራስ ያርሼታና ማላ ዬዲዲ ፖሊዴስ፤ ሂስቲዲ ናጋራ ኢዛ ኣሾን ፒርዲዴስ።
2d0804007c	ሄሲካ ኑኒ ኣሾን ጊዶንታ ኣያናን ሲሜሬቲዛ ኑፔ ዎጋይ ኮይዛ ጺሎቴꬃ ፖላናሳ።
2d080500d9	ኣሾ ሼኔ ማላ ዳና ኮይዛ ኣሳታ ዎዚናይ ኣሾይ ኮይዛ ሚሻን ሼምፔስ፤ ኣያና ሼኔ ማላ ዲዛይቲ ቃሴ ባ ዎዚና ኣያናይ ኮይዛ ሚሻ ቦላ ዎꬄቴስ።
2d08060073	ኣሾስ ጻላ ቆፋይ ሃይቆ ጊዲሺን ኣያና ዮኦስ ቆፋይ ጊዲኮ ዴኦኔ ሳሮቴꬃ።
2d08070092	ናጋራስ ሃሬቲዛ ዎዚናይ ጾሳራ ኦሻ፤ ጋሶይካ ኢዚ ጾሳ ዎጋስ ሃሬቴናኔ ሃሬታናስ ዳንዳዬና።
2d08080058	ኣሾ ሼኔ ማላ ዲዛ ኣሳቲካ ጾስ ኡፋይሳናስ ዳንዳዬቴና።
2d080900d1	ኢንቴ ቃሴ ጾሳ ኣያናይ ኢንቴናን ዲዛ ጊዲኮ ኣሾን ጊዶንታ ኣያናን ዴታ፤ ኪርስቶሳ ኣያናይ ኢዛ ቦላ ባይንዳዴይ ኪርስቶሳስ ጊዴና።
2d080a00c2	ኪርስቶሲ ኢንቴ ጊዶን ዲኮ ቃሴ ኢንቴ ኣሳቴꬃይ ናጋራ ጋሶን ሃይቄꬅ ጊዲኮካ ኢንቴ ኣያናይ ቃሴ ጺሎቴꬃ ጋሶን ዴኦን ዴስ።
2d080b00fd	ዬሱሳ ሃይቆፔ ዴንꬂዳ ኢዛ ኣያናይ ኢንቴ ቦላ ዲዛ ጊዲኮ ኪርስቶሳ ሃይቆፔ ዴንꬂዳይሲ ኢንቴ ጊዶን ዲዛ ኢዛ ኣያናይ ሃይቃናስ ዲዛ ኢንቴ ኣሳቴꬃስ ዴኦ ኢማና።
2d080c008d	ሄሳ ጊሻስ ታ ኢሻቶ! ሄሲካ ሃናናይ ዶሳን ጊዴናሺን ኑኒ ኣሾ ሼኔ ማላ ዳናስ ኣሾስ ጊዶኮ።
2d080d0096	ኣሾ ሼኔ ማላ ዲዛ ጊዲኮ ኢንቴ ሃይቃና፤ ኣሾ ኦሶ ኢታዛ ኢንቴ ኣያናን ዎꬊኮ ኢንቴ ዴኦን ዳና።
2d080e0041	ጾሳ ኣያናን ካሊዛይቲ ኢስቲ ጾሳ ናይታ።
2d080f00bb	ኢንቴ ኤኪዳ ኣያናይ ዛሪዲ ኢንቴና ኣይሌቴꬃን ሃሪዛ ኣያና ጊዶንታ፥ «ኑ ኣዋዉ» ጊ ጼይጊሲዛ ናቴቴꬃ ኣያና ኤኪዴታ።
2d0810007b	ኑኒ ጾሳ ናይታ ጊዲዳይሳ ሄ ኣያናይ ባ ባጋራ ኑ ኣያናራ ኢሲፌ ኑስ ማርካቴስ።
2d08110113	ኑኒ ጾሳ ናይታ ጊዲኮ ኢዛ ላቲዛይታ። ኑ ኪርስቶሳ ቦንቾዛ ላቲዛይታ ጊዳና ማላ ኣዳፌካ ኢዛራ ኢዛ ሜቶዛ ጊሼቲዛይታ ጊዲኮ ኑ ጾስ ላቲዛይታ፤ ኪርስቶሳራካ ኢሲፌ ላቲዛይታ።
2d08120092	ሃኢ ኑ ኤኪዛ ዋዬይ ቡሮ ኑስ ሲንꬃን ጊጊ ኡቲዳ ቦንቾዛራ ጋꬂ ጼሊሺን ኣይኮካ ጊዴና ጋይስ።
2d0813005e	ሜꬌቴꬂ ዉሪካ ጾሳ ናይቲ ቆንጫናይሳ ላሞቴꬃን ናጎን ዴስ።
2d081400c7	ሜꬌቴꬂ ዉሪካ ሜላ ሃዳ ጊዳና ማላ ፒርዴቲዴስ፤ ሄሲካ ባ ዶሮን ጊዶንታ ሲንꬃፌስ ሃሬታና ማላ ኢዚ ባ ሼኔ ማላ ሃሪሲዳ ጊሻሳ።
2d081500a0	ሄሲካ ሜꬌቴꬂ ዉሪካ ꬋይሳ ኣይሌቴꬃፌ ዎዜቲዲ ጾሳ ናይታስ ጊዲዳ ቦንቼቲዳ ሼኔ ማላ ዲዛሶ ጋካናሳ።
2d08160066	ሃኢ ጋካናስ ሜꬌቴꬂ ዉሪካ ዳሮ ዋዬን ሚጻቲሼ ዲዛይሳ ኑ ኤሮስ።
2d081700cd	ኢዛ ጻላላ ጊዶንታ ኮይሮ ጺሎ ኣያና ኢሞታ ዴሚዳ ኑኒካ ኑ ኣሳቴꬃይ ኣታና፤ ኑ ኢዛ ና ጊዳናይሳካ ላሞቲሼኔ ዎዚናራ ሚጻቲሼ ዶስ።
2d081800d2	ሃይሳ ሃ ሂዶታን ጻላ ኣቲዶስ፤ ሂዶታይ ኣይፌን ቤቲዛ ሚሽ ጊዲኮ ቡሮፔ ናጋና ኮሼና፤ ሃኢ ባ ኣይፌን ቤኢዛ ሚሺ ቡሮፔስ ናጊዛይ ኦኔ?
2d0819008e	ጊዶ ኣቲን ኑኒ ቡሮ ኑ ኣይፌን ቤኦንታ ሚሽ ሂዶታን ናጊዛዝ ጊዲኮ ሳሌታይ ባይንዳ ናጎስ።
2d081a00e9	ሄሳꬆካ ቃሴ ኑ ዳቡርሺን ኣያናይ ኑና ማዴስ፤ ኑኒ ዎሳ ዎስቲ ዎሳናኮ ኤሮንታ ጊሻስ ኣያናይ ኑኒ ቃላን ቆንጪሳናስ ዳንዳዬቶንታ ቃላራ ኑስ ዎሴስ።
2d081b00aa	ኑ ዎዚና ፓጪ ኤሪዛ ኣያናይ ኢዚ ኣያና ቆፋ ኤሬስ፤ ጋሶይካ ኣያናይ ጾሳ ሼኔ ማላ ኣማኒዛ ኣሳስ ኑስ ዎሴስ።
2d081c00a1	ጾሲ ባና ዶሲዛይታሲኔ ኢዛ ሼኔ ማላ ጼይጌቲዳይታስ ኡባስ ኦꬂዛ ሚሽ ኡባካ ሎኦስ ኦꬂዛይሳ ኑ ኤሮስ።
2d081d00bb	ጾሲ ካሴፔ ባ ኤሪዛይታ ኢስቲ ኢዛ ናዛ ሚሳታና ማላ ካሴካ ዶሪ ዎꬂዴስ፤ ሄሲካ ዳሮ ባ ኢሻታ ጊዶፌ ኢዚ ባይራ ጊዳናሳ።
2d081e00a1	ካሴ ኮይሮፔ ባ ዶሪዳይታ ኢስታ ጼይጊዴስ፤ ቃሴካ ጼይጊዳይታ ጺሊሲዴስ፤ ባ ጺሊሲዳይታካ ቦንቺዴስ።
2d081f0076	ሂስቲን ሄሳ ኑ ኣይ ጊኖ? ጾሲ ኑናራ ጊዲኮ ኑናራ ኤቄታናስ ዳንዳይዛይ ኦኔ?
2d082000a4	ባ ናዛስ ሚሼቶንታ ኑ ጊሻስ ኣꬂ ኢሚዳይ ኢዛ፤ ሂስቲን ኡባ ሚሽ ኑስ ኢዛራ ኪያቴꬃን ዉርሲ ኣዛስ ኢሜኔ?
2d08210045	ጾሲ ዶሪዳይታ ሞቲዛይ ኦኔ? ጺሊሲዛይ ጾሳ።
2d082200a1	ሂስቲን ፒርዲዛይ ኦኔ? ሃይቂዲ ሃይቆፔ ዴንዲዲ ጾሳ ኡሻቻን ኡቲዳ ዬሱስ ኪርስቶሲ ኑ ጊሻስ ጋናቴስ።
2d082300be	ኑና ኪርስቶሳ ሲቆፔ ሻካናይ ኦኔ? ሜቶዬ? ዋዬ? ዎይኮ ጎዴቴꬄ? ዎይኮ ጋፋ? ዎይኮ ካሎቴꬄ? ዎይኮ ቆፖንታ ጋኪዛ ሜቶዬ? ማሻ?
2d082400c4	ሄሲካ ካሴ፥ «ኔ ጊሻስ ኑ ሹኬቲዛ ዶርሳ ማላ ቆዴቲዶስ፤ ጋላስ ኩሜꬅ ኔ ጊሻስ ኑኒ ሃይቆራ ባጼታና» ጌቴቲ ጻፌቲዳይሳ ማላ።
2d0825007c	ኑና ኣዚካ ኢዛፔ ሻኬና፤ ሃይሳ ኡባን ኑና ሲቂዳይሳን ጾኒዛይታፔካ ኑ ኣꬎስ።
2d082600d1	ሄሳ ጊሻስ ሃይቆ ጊዲን፥ ዴኦ ጊዲን፥ ኪታንቻታ ጊዲን፥ ዎይኮ ሃኢ ዲዛ ሚሽ ጊዲን፥ ቡሮ ያና ሚሽ ጊዲን፥ ዎይኮ ኣይ ዎልቃማ ጊዲን፥
2d082700f6	ꬎቃ ጊዲን ዎይኮ ዚቃ ጊዲን፥ ዎይኮ ኣይ ሜꬌቴꬅ ጊዲን ጎዳ ዬሱስ ኪርስቶሳ ባጋራ ኑስ ዲዛ ጾሳ ሲቆፔ ኑና ሻካና ዳንዳይዛ ሚሺ ባይንዳይሳ ታ ሻካ ኤራዲስ።
2d0901008a	ታ ዬሱሳ ሱንꬃን ቱሙ ጋይስ፤ ዎርዶቲኬ፤ ታ ዎዚናይካ ጺሎ ኣያና ባጋራ ታስ ማርካቴስ።
2d09020048	ታስ ዎዚናፔ ኪቾንታ ጊታ ቆፋይኔ ሚሻይ ዴስ።
2d0903006f	ታ ዳቦታ ጊሻስ ታ ቃንጌታዳኔ ኪርስቶሳፔ ሻኬታ ዎራ ዎꬊዳኮ ዶሳይስ።
2d090400c9	ኢስቲካ ኢስራኤሌ ናይታ፤ ኢስቲ ጾሳ ና ጊዳና ማላ ጾሳ ቦንቾይኔ ጫቆ ቃላይ፥ ዎጋይኔ ጾሳ ኬꬃ ዎጋ ሂዶታይ ኢስታስ ኢሜቲዴስ።
2d090500c1	ካሴ ኣዋቲካ ኢስታ ባጋ፤ ኪርስቶሲ ኢስታ ዜሬꬃ ዛርኬን ቆዴቴስ፤ ኢዚካ ኡባፌ ቦላ ጊዲዳ ሜርናስ ጋላቴቲዳ ጾሳ። ኣሚን።
2d0906009e	ጊዶ ኣቲን ሄሳ ጉሲ ጾሳ ቃላይ ኣቲዴስ ጉስ ጊዴና፤ ኢስራኤሌፔ ዬሌቲዳይ ዉሪ ኢስራኤሌ ኣስ ጊዴና።
2d090700d1	ኣብራሃሜፔ ዬሌቲዳይቲ ኢዛፔ ዬሌቲዳ ጊሻስ ዉሪካ ኢዛ ናይታ ጊዴቴናሺን፥ «ኔ ዜሬꬂ ዪሳቃ ባጋራ ጼይጌታና» ጌቴቲዳ ማላ ሃኒዴስ።
2d090800b8	ሄሳ ጉሲካ ጾሳ ና ጌቴቲዳይቲ ኢስቲ ኣሾን ዬሊዳይታ ጊዴቴና፤ ጊዶ ኣቲን ና ጊዳናይቲ ሂዶታ ቃላን ዮቴቲ ኡቲዳይታ።
2d090900a1	«ዪዛ ላይꬅ ሃኒ ዎዴ ታ ሃ ሲማና፤ ሳራይካ ኔስ ኣቱማ ና ዬላና» ጌቴቲዲ ኢዛስ ሂዶታ ቃላይ ኢሜቲዴስ።
2d090a006b	ሄሳ ጻላላካ ጊዴና፤ ኢርቢቃ ናይቲ ኢሳዴ ናኮ! ኢዚካ ኑ ኣዋ ዪሳቃ።
2d090b0074	ሜንቴቲ ዬሌቲዲ ቡሮ ኢታ ዎይኮ ሎኦ ኦꬆንታ ዲሺን ጾሳ ቆፋይ ሚናና ማላ፥
2d090c009e	ኦሶን ጊዶንታ ጼይጊዳይሳፌ ጊዲዳ ጊሻስ፥ «ባይራይ ካሎዛስ ሃሬታና» ጌቴቲዲ ኢርቢቃስ ዮቴቲዴስ።
2d090d007a	ሄሲካ፥ «ታ ያቆቤ ዶሳዲስ፤ ኤሳዌ ኢጻዲስ» ጌቴቲ ካሴ ጻፌቲዳ ማላ ሃኒዴስ።
2d090e0074	ሂስቲን ኑ ሃኢ ኣይ ጊኖ? ጾሲ ቤሶንታ ኦጌራ ማዲ ኤሪዜ? ሙሌካ ማዲ ኤሬና።
2d090f007a	ጾሲ ሙሴስ፥ «ታ ማራና ኮዪዳዴ ማራና፤ ታ ሚሼታና ኮዪዳዴስካ ሚሼታና» ጌስ።
2d09100085	ሄሳ ጊሻስ ኣሲ ኮዪዳ ማላ ጊዶንታ ዎይኮ ኣሳ ዳቡራን ጊዶንታ ጾሲ ማሪዳ ማላ ሃኔስ።
2d091100bd	ጌሻ ማጻፋይ ፓሮኔ፥ «ታ ዎልቃይ ኔ ቦላ ቤታና ማላኔ ታ ሱንꬂ ቢታ ኡባ ቦላ ዮቴታና ማላ ታ ኔና ሃይሳስ ዴንꬃዲስ» ጌስ።
2d09120080	ሄሳ ጊሻስ ጾሲ ማራና ኮይዛዴ ማሬስ፤ ኢዛ ዎዚና ሙሚሳና ኮይዛዴ ዎዚና ሙሚሴስ።
2d091300ea	ኢንቴፌ ኢሳዴይ፥ «ሂስቲን ሃኖይ ሄሳ ማላ ጊዲኮ ኑና ሃኖ ጋካናስ ኣዛስ ዋዪሲዜ? ጋሶይካ ኢዛ ሼኔ ዲጋና ዳንዳይዛይ ኦኔ?» ጋዳ ኔ ኦይቾንታ ኣጋካ።
2d091400a5	ጊዶ ኣቲን ጾሳስ ዛሮ ኢሞስ ኔ ኦኔ? «ኦሴቲዳ ሚሽ ዛሪዲ ኦꬂዳይሳ ኔ ታና ኣዛስ ሃይሳꬆ ኦꬃዲ?» ጊ ኤሪዜ?
2d09150090	ኡርቃ ሜꬊዛዴይ ሄ ኡርቃፌ ባጋ ቦንቾስ፥ ባጋ ቃሴ ጮ ሂራይሶ ኦሶስ ሜꬋናስ ኢዛ ሼኔ ጊዴኔ?
2d091600b7	ጾሲካ ባ ሃንቆ ቤሳናሲኔ ባ ዎልቃ ኤሪሳናስ ኮዪዲ ኢዛ ሃንቆ ቆንጪሲዛይታ፥ ꬋያናስ ጊጌቲዳይታ ꬋይሶንታ ኣጊኮቺ!
2d09170093	ኮይሮ ቦንቾስ ጊግሲዳ ኢዛ ማሮቴꬅ ቤሲዛይታስ ኢዛ ቦንቾ ዱሬቴꬂ ኤሬታና ማላ ኢዚ ኦꬃናሳ።
2d09180091	ጼይጊዳዴይ ኣይሁዳታ ባጋፌ ጻላላ ጊዶንታ ኣይዛቤታ ባጋፌ ጊዲዳ ኑናካ ኣሾንታ ጼይጊዴስ።
2d091900c2	ሆሴኤ ማጻፋን፥ «ታ ዴሬ ጊዶንታይታ ታኒ፥ ‹ታ ዴሬታ› ጋ ጼይጋና፤ ታኒ ኢስታ ዶሴቶንታይታ፥ ‹ዶሴቲዳይታ› ጋ ጼይጋና።
2d091a0098	ቃሴካ፥ ‹ኢንቴ ታ ዴሬ ዴኬታ› ጌቴቲ ዮቴቲዳሶን፥ ‹ኢስቲ ዴኦ ጾሳ ናይታ› ጌቴቲ ጼይጌታና።»
2d091b009f	ኢሳያሲካ ኢስራኤሌ ናይታ ጊሻስ፥ «ኢስራኤሌ ናይታ ቆዳይ ኣባ ኣጬ ማላ ዳሪኮካ ጉꬃቲ ጻላላ ኣታና።
2d091c004f	ጎዳይ ባ ፒርዳ ቢታ ቦላ ኤሌ ፒርዳና» ጊ ዮቲዴስ።
