0100000018	ഉല്പത്തി
2a0d2001e7	അതിന് യേശു, “നിങ്ങൾചെന്ന്, ആ കുറുക്കനോട്, ‘ഞാൻ ഇന്നും നാളെയും ഭൂതങ്ങളെ പുറത്താക്കുകയും രോഗസൗഖ്യം നൽകുകയും മൂന്നാംദിവസം ഞാൻ എന്റെ ലക്ഷ്യത്തിലെത്തിച്ചേരുകയും ചെയ്യും’ എന്നു പറയുക.
2a0d210177	എന്തായാലും ശരി, ഇന്നും നാളെയും മറ്റന്നാളും ഞാൻ യാത്രചെയ്യേണ്ടതാകുന്നു. ഒരു പ്രവാചകനും ജെറുശലേമിനു പുറത്തുവെച്ചു മരിക്കുക സാധ്യമല്ലല്ലോ!
2a0d2202d4	“ജെറുശലേമേ, ജെറുശലേമേ, പ്രവാചകന്മാരെ വധിക്കുകയും നിന്റെ അടുത്തേക്കയയ്ക്കപ്പെട്ട സന്ദേശവാഹകരെ കല്ലെറിയുകയും ചെയ്യുന്നവളേ, കോഴി തന്റെ കുഞ്ഞുങ്ങളെ ചിറകിൻകീഴിൽ ചേർത്തണയ്ക്കുന്നതുപോലെ നിന്റെ മക്കളെ ചേർത്തണയ്ക്കാൻ എത്രതവണ ഞാൻ ആഗ്രഹിച്ചു; നിങ്ങൾക്കോ, അത് ഇഷ്ടമായില്ല.
2a0d2301fe	ഇതാ, നിങ്ങളുടെ ഭവനം ഉപേക്ഷിക്കപ്പെട്ടിരിക്കുന്നു. ‘കർത്താവിന്റെ നാമത്തിൽ വരുന്നവൻ വാഴ്ത്തപ്പെട്ടവൻ’ എന്നു നിങ്ങൾ പറയുന്നതുവരെ ഇനി നിങ്ങൾ എന്നെ കാണുകയില്ല എന്നു ഞാൻ നിങ്ങളോടു പറയുന്നു.”
2a0e0101a3	ഒരു ശബ്ബത്തുനാളിൽ, പരീശന്മാരിൽ പ്രമുഖനായ ഒരാളുടെ വീട്ടിൽ യേശു ഭക്ഷണം കഴിക്കാൻ ചെന്നു. അവിടെ ഉണ്ടായിരുന്നവർ യേശുവിനെ സസൂക്ഷ്മം നിരീക്ഷിച്ചുകൊണ്ടിരുന്നു.
2a0e0200fb	ശരീരത്തിൽ അസാധാരണമാംവിധം നീർക്കെട്ടുള്ള ഒരു മനുഷ്യൻ അദ്ദേഹത്തിന്റെ അടുത്ത് ഇരുന്നിരുന്നു.
2a0e030123	യേശു പരീശന്മാരോടും നിയമജ്ഞരോടും, “ശബ്ബത്തുനാളിൽ രോഗസൗഖ്യം നൽകുന്നതു നിയമാനുസൃതമോ അല്ലയോ?” എന്നു ചോദിച്ചു.
2a0e0400c7	എന്നാൽ, അവർ നിശ്ശബ്ദരായിരുന്നു. യേശു അയാളെ തൊട്ടു സൗഖ്യമാക്കി വിട്ടയച്ചു.
2a0e050213	പിന്നെ അദ്ദേഹം അവരോടു ചോദിച്ചു, “നിങ്ങളിൽ ആരുടെയെങ്കിലും മകനോ കാളയോ ശബ്ബത്തുനാളിൽ കിണറ്റിൽ വീണുപോയി എന്നിരിക്കട്ടെ; അങ്ങനെ സംഭവിച്ചാൽ നിങ്ങൾ ഉടനെതന്നെ അതിനെ അവിടെനിന്നു വലിച്ചുകയറ്റുകയില്ലേ?”
2a0e060073	അവർക്കതിന് ഉത്തരമൊന്നും പറയാൻ കഴിഞ്ഞില്ല.
2a0e070115	വിരുന്നിൽ അതിഥികൾ ബഹുമാന്യസ്ഥാനങ്ങൾ തെരഞ്ഞെടുക്കുന്നതു കണ്ടിട്ട് അദ്ദേഹം അവരോട് ഈ സാദൃശ്യകഥ പറഞ്ഞു:
2a0e080174	“നിന്നെ ഒരാൾ കല്യാണവിരുന്നിനു ക്ഷണിച്ചാൽ ബഹുമാന്യസ്ഥാനത്ത് ഇരിക്കരുത്; നിന്നെക്കാൾ വിശിഷ്ടനായ ഒരാളെ അയാൾ ക്ഷണിച്ചിട്ടുണ്ടായിരിക്കാം.
2a0e090236	അങ്ങനെയെങ്കിൽ, നിങ്ങളെ ഇരുവരെയും ക്ഷണിച്ച ആതിഥേയൻ വന്നു നിന്നോട്, ‘നിന്റെ ഇരിപ്പിടം ഇദ്ദേഹത്തിന് ഒഴിഞ്ഞുകൊടുക്കുക’ എന്നു പറയും. അപ്പോൾ നിനക്ക് അപമാനിതനായി ഏറ്റവും അപ്രധാനമായ ഇരിപ്പിടത്തിൽ ഇരിക്കേണ്ടിവരും.
2a0e0a02c1	എന്നാൽ, നീ ക്ഷണിക്കപ്പെട്ടാൽ ഏറ്റവും ഒടുവിലത്തെ ഇരിപ്പിടത്തിൽ ഇരിക്കുക; നിന്റെ ആതിഥേയൻ വരുമ്പോൾ നിന്നോട്, ‘സ്നേഹിതാ, മുമ്പോട്ടുകയറി നല്ല ഇരിപ്പിടത്തിൽ ഇരിക്കുക’ എന്നു പറയും. അപ്പോൾ നിന്നോടൊപ്പം ഭക്ഷണത്തിനിരിക്കുന്ന എല്ലാവരുടെയും മുമ്പാകെ നീ ബഹുമാനിതനാകും.
2a0e0b00cf	കാരണം, സ്വയം ഉയർത്തുന്നയാൾ അപമാനിതനാകും; സ്വയം താഴ്ത്തുന്നയാൾ ബഹുമാനിതനും.”
2a0e0c02c4	പിന്നെ യേശു തന്റെ ആതിഥേയനോടു പറഞ്ഞത്: “നീ ഒരു ഉച്ചഭക്ഷണമോ അത്താഴമോ വിരുന്നായി നൽകുമ്പോൾ നിന്റെ സ്നേഹിതരെയോ സഹോദരങ്ങളെയോ ബന്ധുക്കളെയോ ധനികരായ അയൽക്കാരെയോ ക്ഷണിക്കരുത്; ക്ഷണിച്ചാൽ അവർ തിരിച്ചു നിന്നെയും ക്ഷണിക്കും, അതായിരിക്കും നിനക്കു ലഭിക്കുന്ന ഏകപ്രതിഫലം.
2a0e0d010e	എന്നാൽ, നീ ഒരു വിരുന്നു നടത്തുമ്പോൾ ദരിദ്രർ, വികലാംഗർ, മുടന്തർ, അന്ധർ എന്നിങ്ങനെയുള്ളവരെ ക്ഷണിക്കുക;
2a0e0e01ad	അങ്ങനെയെങ്കിൽ നീ അനുഗ്രഹിക്കപ്പെടും. നിന്റെ കടം വീട്ടാൻ അവർക്കു കഴിവില്ലെങ്കിലും നീതിനിഷ്ഠരുടെ പുനരുത്ഥാനത്തിൽ ദൈവത്തിൽനിന്ന് നിനക്ക് പ്രതിഫലം ലഭിക്കും.”
2a0e0f01b9	യേശുവിനോടുകൂടെ ഭക്ഷണത്തിനിരുന്നവരിൽ ഒരാൾ ഇതു കേട്ട് അദ്ദേഹത്തോട്, “ദൈവരാജ്യത്തിലെ വിരുന്നിൽ പങ്കെടുക്കാൻ കഴിയുന്നയാൾ എത്ര അനുഗ്രഹിക്കപ്പെട്ടവൻ” എന്നു പറഞ്ഞു.
2a0e100129	യേശു അതിനു മറുപടിയായി പറഞ്ഞത്: “ഒരു മനുഷ്യൻ വലിയൊരു വിരുന്നൊരുക്കി, ആ വിരുന്നിന് അയാൾ അനേകരെ ക്ഷണിച്ചിരുന്നു.
2a0e110155	അയാൾ വിരുന്നിന്റെ സമയമായപ്പോൾ ‘വരിക, എല്ലാം തയ്യാറായിരിക്കുന്നു,’ എന്നു ക്ഷണിക്കപ്പെട്ടവരെ അറിയിക്കാൻ തന്റെ ഭൃത്യനെ അയച്ചു.
2a0e1201df	“എന്നാൽ, ക്ഷണിതാക്കൾ എല്ലാവരും ഒരുപോലെ ഒഴിവുകഴിവുകൾ പറഞ്ഞുതുടങ്ങി. ഒരാൾ പറഞ്ഞു, ‘ഞാനൊരു വയൽ വാങ്ങിയിരിക്കുന്നു, അത് ചെന്നു കാണേണ്ട ആവശ്യമുണ്ട്; ദയവുചെയ്ത് എന്നോടു ക്ഷമിക്കണം.’
2a0e13015d	“മറ്റൊരാൾ പറഞ്ഞു: ‘ഞാൻ അഞ്ചു ജോടി കാളകളെ വാങ്ങിയിരിക്കുന്നു. എനിക്ക് അവയെ പരീക്ഷിക്കേണ്ടതുണ്ട്; ദയവുചെയ്ത് എന്നോടു ക്ഷമിക്കണം.’
2a0e140102	“വേറൊരാൾ, ‘ഞാൻ ഇപ്പോൾ വിവാഹിതനായിരിക്കുന്നു; അതുകൊണ്ട് എനിക്കു വരാൻ കഴിയുകയില്ല’ എന്നു പറഞ്ഞു.
2a0e1502b1	“ആ ഭൃത്യൻ മടങ്ങിവന്ന് ഈ പ്രതികരണങ്ങൾ അയാളുടെ യജമാനനെ അറിയിച്ചു. അപ്പോൾ വീട്ടുടമസ്ഥൻ കോപാകുലനായി, ഭൃത്യനോട്, ‘നീ ഉടനെ പോയി തെരുവുകളിലും പട്ടണത്തിന്റെ ഇടവഴികളിലും ചെന്ന് ദരിദ്രരെയും വികലാംഗരെയും അന്ധരെയും മുടന്തരെയും ക്ഷണിച്ചുകൊണ്ടുവരിക’ എന്നു പറഞ്ഞു.
2a0e160135	“ആ ഭൃത്യൻ തിരികെവന്ന്, ‘യജമാനനേ, അങ്ങു കൽപ്പിച്ചതുപോലെ ചെയ്തിരിക്കുന്നു; എന്നാൽ, ഇനിയും സ്ഥലമുണ്ട്’ എന്നറിയിച്ചു.
2a0e17018f	“അപ്പോൾ ആ യജമാനൻ ഭൃത്യനോട്, ‘നീ വീഥികളിലും തെരുക്കോണുകളിലും ചെന്ന് ആളുകളെ നിർബന്ധിച്ച് അകത്തേക്കു കൂട്ടിക്കൊണ്ടുവരിക; അങ്ങനെ എന്റെ വീട് നിറയട്ടെ.
