0100000007	Genèse
2a090b009e	Ce que les troupes ayant su, elles le suivirent, et il les reçut, et leur parlait du Royaume de Dieu, et guérissait ceux qui avaient besoin d'être guéris.
2a090c0115	Or le jour ayant commencé à baisser, les douze [Disciples] vinrent à [lui], et lui dirent: donne congé à cette multitude, afin qu'ils s'en aillent aux bourgades et aux villages des environs, pour s'y retirer, et trouver à manger; car nous sommes ici dans un pays désert.
2a090d00c0	Mais il leur dit: donnez-leur vous-mêmes à manger. Et ils dirent: nous n'avons pas plus de cinq pains et de deux poissons; à moins que nous n'allions acheter des vivres pour tout ce peuple;
2a090e007e	Car ils étaient environ cinq mille hommes. Et il dit à ses Disciples: faites-les arranger par troupes, de cinquante chacune.
2a090f0031	Ils le firent ainsi, et les firent tous arranger.
2a091000c0	Puis il prit les cinq pains et les deux poissons, et regardant vers le ciel, il les bénit, et les rompit, et il les distribua à ses Disciples, afin qu'ils les missent devant cette multitude.
2a09110087	Et ils en mangèrent tous, et furent rassasiés, et on remporta douze corbeilles pleines des pièces de pain qu'il y avait eu de reste.
2a091200a8	Or il arriva que comme il était dans un lieu retiré pour prier, et que les Disciples étaient avec lui, il les interrogea, disant: qui disent les troupes que je suis?
2a09130099	Ils lui répondirent: [Les uns disent que tu es] Jean Baptiste; et les autres, Elie; et les autres, que quelqu'un des anciens Prophètes est ressuscité.
2a0914006e	Il leur dit alors: et vous, qui dites-vous que je suis? Et Pierre répondant lui dit: tu es le Christ de Dieu.
2a09150041	Mais usant de menaces il leur commanda de ne le dire à personne.
2a091600d8	Et il leur dit: il faut que le Fils de l'homme souffre beaucoup, et qu'il soit rejeté des Anciens, et des principaux Sacrificateurs, et des Scribes, et qu'il soit mis à mort, et qu'il ressuscite le troisième jour.
2a0917008e	Puis il disait à tous: si quelqu'un veut venir après moi, qu'il renonce à soi-même, et qu'il charge de jour en jour sa croix, et me suive.
2a0918006c	Car quiconque voudra sauver sa vie, la perdra; mais quiconque perdra sa vie pour l'amour de moi, la sauvera.
2a09190065	Et que sert-il à un homme de gagner tout le monde, s'il se détruit lui-même, et se perd lui-même?
2a091a00a9	Car quiconque aura eu honte de moi et de mes paroles; le Fils de l'homme aura honte de lui, quand il viendra en sa gloire, et [dans celle] du Père, et des saints Anges.
2a091b0091	Et je vous dis, en vérité, qu'entre ceux qui sont ici présents, il y en a qui ne mourront point jusqu'à ce qu'ils aient vu le règne de Dieu.
2a091c0090	Or il arriva environ huit jours après ces paroles, qu'il prit avec lui Pierre, et Jean, et Jacques, et qu'il monta sur une montagne pour prier.
2a091d0092	Et comme il priait, la forme de son visage devint tout autre, et son vêtement devint blanc en sorte qu'il était resplendissant comme un éclair.
2a091e0046	Et voici, deux personnages, savoir Moïse et Elie, parlaient avec lui.
2a091f0069	Et ils apparurent environnés de gloire, et ils parlaient de sa mort qu'il devait souffrir à Jérusalem.
2a092000ac	Or Pierre et ceux qui étaient avec lui étaient accablés de sommeil; et quand ils furent réveillés, ils virent sa gloire, et les deux personnages qui étaient avec lui.
2a092100e6	Et il arriva comme ces personnages se séparaient de lui, que Pierre dit à Jésus: Maître, il est bon que nous soyons ici, faisons-y donc trois tentes, une pour toi, une pour Moïse, et une pour Elie; ne sachant ce qu'il disait.
2a09220082	Et comme il disait ces choses, une nuée vint qui les couvrit de son ombre; et comme ils entraient dans la nuée, ils eurent peur.
2a09230054	Et une voix vint de la nuée, disant: celui-ci est mon Fils bien-aimé; écoutez-le.
2a092400a1	Et comme la voix se prononçait, Jésus se trouva seul. Et ils se turent tous, et ils ne rapportèrent en ces jours-là à personne rien de ce qu'ils avaient vu.
2a0925006d	Or il arriva le jour suivant, qu'eux étant descendus de la montagne, une grande troupe vint à sa rencontre.
2a0926007e	Et voici, un homme de la troupe s'écria, disant: Maître, Je te prie, jette les yeux sur mon fils, car je n'ai que celui-là.
2a092700ab	Et voici, un esprit le saisit, qui aussitôt le fait crier, et l'agite avec violence en le faisant écumer, et à peine il se retire de lui, après l'avoir [comme] brisé.
2a09280044	Or j'ai prié tes Disciples de le chasser dehors, mais ils n'ont pu.
2a09290093	Et Jésus répondant dit: ô génération incrédule et perverse, jusques à quand serai-je avec vous, et vous supporterai-je? Amène ici ton fils.
2a092a00c1	Et comme il approchait seulement, le démon l'agita violemment comme s'il l'eût voulu déchirer; mais Jésus censura fortement l'esprit immonde, et guérit l'enfant, et le rendit à son père.
2a092b0087	Et tous furent étonnés de la magnifique vertu de Dieu. Et comme tous s'étonnaient de tout ce qu'il faisait, il dit à ses Disciples:
2a092c0070	Vous, écoutez bien ces discours: car il arrivera que le Fils de l'homme sera livré entre les mains des hommes.
2a092d00aa	Mais ils ne comprirent point cette parole, et elle leur était tellement obscure, qu'ils ne la comprenaient pas; et ils craignaient de l'interroger touchant cette parole.
2a092e0054	Puis ils entrèrent en dispute, pour savoir lequel d'entre eux était le plus grand.
2a092f005c	Mais Jésus voyant la pensée de leur cœur, prit un petit enfant, et le mit auprès de lui;
2a093000d8	Puis il leur dit: quiconque recevra ce petit enfant en mon Nom, il me reçoit; et quiconque me recevra, il reçoit celui qui m'a envoyé. Car celui qui est le plus petit d'entre vous tous, c'est celui qui sera grand.
2a093100ac	Et Jean prenant la parole, dit: Maître, nous avons vu quelqu'un qui chassait les démons en ton Nom, et nous l'en avons empêché parce qu'il ne [te] suit point avec nous.
2a09320061	Mais Jésus lui dit: ne l'en empêchez point; car celui qui n'est pas contre nous, est pour nous.
2a0933007e	Or il arriva quand les jours de son élévation s'accomplissaient, qu'il dressa sa face, [tout résolu] d'aller à Jérusalem.
2a09340083	Et il envoya devant lui des messagers, qui étant partis entrèrent dans une bourgade des Samaritains, pour lui préparer un logis.
2a09350060	Mais [les Samaritains] ne le reçurent point, parce qu'il paraissait qu'il allait à Jérusalem.
2a093600a2	Et quand Jacques et Jean, ses Disciples, virent cela, ils dirent: Seigneur! veux-tu que nous disions, comme fit Elie, que le feu descende du ciel, et les consume.
2a09370071	Mais Jésus se tournant les censura fortement, en leur disant: Vous ne savez de quel esprit vous êtes [animés].
2a09380093	Car le Fils de l'homme n'est pas venu pour faire périr les âmes des hommes, mais pour les sauver. Ainsi ils s'en allèrent à une autre bourgade.
2a09390079	Et il arriva comme ils allaient par le chemin, qu'un certain homme lui dit: je te suivrai, Seigneur, partout où tu iras.
2a093a0094	Mais Jésus lui répondit: les renards ont des tanières, et les oiseaux du ciel ont des nids, mais le Fils de l'homme n'a pas où reposer sa tête.
2a093b0076	Puis il dit à un autre: suis-moi; et celui-ci [lui] répondit: permets-moi premièrement d'aller ensevelir mon père.
2a093c0067	Et Jésus lui dit: laisse les morts ensevelir leurs morts; mais toi, va, et annonce le Royaume de Dieu.
2a093d0082	Un autre aussi lui dit: Seigneur, je te suivrai; mais permets-moi de prendre premièrement congé de ceux qui sont dans ma maison.
2a093e0086	Mais Jésus lui répondit: nul qui met la main à la charrue, et qui regarde en arrière, n'est bien disposé pour le Royaume de Dieu.
2a0a0100b0	Or après ces choses le Seigneur en ordonna aussi soixante-dix autres, et les envoya deux à deux devant lui, dans toutes les villes et dans tous les lieux où il devait aller.
2a0a020096	Et il leur disait: La moisson est grande, mais il y a peu d'ouvriers; priez donc le Seigneur de la moisson, qu'il pousse des ouvriers dans sa moisson.
2a0a030043	Allez, voici, je vous envoie comme des agneaux au milieu des loups.
2a0a04004f	Ne portez ni bourse, ni sac, ni souliers, et ne saluez personne dans le chemin.
2a0a050056	Et en quelque maison que vous entriez, dites premièrement: paix soit à cette maison!
2a0a06006e	Que s'il y a là quelqu'un qui soit digne de paix, votre paix reposera sur lui; sinon elle retournera à vous.
2a0a07009e	Et demeurez dans cette maison, mangeant et buvant de ce qui sera mis devant vous; car l'ouvrier est digne de son salaire. Ne passez point de maison en maison.
2a0a080064	Et en quelque ville que vous entriez, et qu'on vous reçoive, mangez de ce qui sera mis devant vous.
2a0a090060	Et guérissez les malades qui y seront, et dites-leur: Le Royaume de Dieu est approché de vous.
2a0a0a0064	Mais en quelque ville que vous entriez, si on ne vous reçoit point, sortez dans ses rues, et dites:
2a0a0b0099	Nous secouons contre vous-mêmes la poussière de votre ville qui s'est attachée à nous; toutefois sachez que le Royaume de Dieu est approché de vous.
2a0a0c0071	Et je vous dis, qu'en cette journée-là ceux de Sodome seront traités moins rigoureusement que cette ville-là.
2a0a0d00f8	Malheur à toi Chorazin, malheur à toi Bethsaïda! car si les miracles qui ont été faits au milieu de vous avaient été faits dans Tyr et dans Sidon, il y a longtemps qu'elles se seraient repenties, couvertes d'un sac, et assises sur la cendre.
2a0a0e0061	C'est pourquoi Tyr et Sidon seront traitées moins rigoureusement que vous au [jour du] jugement.
2a0a0f005f	Et toi Capernaüm, qui as été élevée jusqu'au ciel, tu seras abaissée jusque dans l'enfer.
2a0a100081	Celui qui vous écoute, m'écoute; et celui qui vous rejette, me rejette; or celui qui me rejette, rejette celui qui m a envoyé.
2a0a110076	Or les soixante-dix s'en revinrent avec joie, en disant: Seigneur, les démons mêmes nous sont assujettis en ton Nom.
2a0a120046	Et il leur dit: je contemplais satan tombant du ciel comme un éclair.
2a0a13008d	Voici, je vous donne la puissance de marcher sur les serpents et sur les scorpions, et sur toute la force de l'ennemi; et rien ne vous nuira.
2a0a14009b	Toutefois ne vous réjouissez pas de ce que les esprits vous sont assujettis, mais plutôt réjouissez-vous de ce que vos noms sont écrits dans les cieux.
2a0a150125	En ce même instant Jésus se réjouit en esprit, et dit: je te loue, ô Père! Seigneur du ciel et de la terre, de ce que tu as caché ces choses aux sages et aux intelligents, et que tu les as révélées aux petits enfants; il est ainsi, ô Père! parce que telle a été ta bonne volonté.
2a0a1600c6	Toutes choses m'ont été données en main par mon Père; et personne ne connaît qui est le Fils, sinon le Père; ni qui est le Père, sinon le Fils; et celui à qui le Fils l'aura voulu révéler.
2a0a170078	Puis se tournant vers ses Disciples, il leur dit en particulier: bienheureux sont les yeux qui voient ce que vous voyez.
2a0a1800d5	Car je vous dis, que plusieurs Prophètes et plusieurs Rois ont désiré de voir les choses que vous voyez, et ils ne les ont point vues, et d'ouïr les choses que vous entendez, et ils ne les ont point entendues.
2a0a190083	Alors voici, un Docteur de la Loi s'étant levé pour l'éprouver lui dit: Maître, que dois-je faire pour avoir la vie éternelle?
2a0a1a003c	Et il lui dit: qu'est-il écrit dans la Loi? comment lis-tu?
2a0a1b00b0	Et il répondit, et dit: tu aimeras le Seigneur ton Dieu de tout ton cœur, et de toute ton âme, et de toute ta force, et de toute ta pensée; et ton prochain comme toi-même.
2a0a1c0042	Et [Jésus] lui dit: tu as bien répondu; fais cela, et tu vivras.
2a0a1d0046	Mais lui se voulant justifier, dit à Jésus: et qui est mon prochain?
2a0a1e00ea	Et Jésus répondant, lui dit: un homme descendait de Jérusalem à Jéricho, et il tomba entre les mains des voleurs, qui le dépouillèrent, et qui après l'avoir blessé de plusieurs coups, s'en allèrent, le laissant à demi-mort.
2a0a1f0071	Or par rencontre un Sacrificateur descendait par le même chemin, et quand il le vit, il passa de l'autre côté.
2a0a20006f	Un Lévite aussi étant arrivé en cet endroit-là, et voyant cet homme, passa tout de même de l'autre côté.
2a0a21005d	Mais un Samaritain faisant son chemin vint à lui, et le voyant il fut touché de compassion.
2a0a22009c	Et s'approchant lui banda ses plaies, et y versa de l'huile et du vin; puis le mit sur sa propre monture, et le mena dans l'hôtellerie, et eut soin de lui.
2a0a2300bf	Et le lendemain en partant il tira [de sa bourse] deux deniers, et les donna à l'hôte, en lui disant: aie soin de lui; et tout ce que tu dépenseras de plus, je te le rendrai à mon retour.
2a0a240077	Lequel donc de ces trois te semble-t-il avoir été le prochain de celui qui était tombé entre les mains des voleurs?
2a0a250075	Il répondit: c'est celui qui a usé de miséricorde envers lui. Jésus donc lui dit: va, et toi aussi fais de même.
2a0a26007a	Et il arriva comme ils s'en allaient, qu'il entra dans une bourgade; et une femme nommée Marthe le reçut dans sa maison.
2a0a270065	Et elle avait une sœur nommée Marie, qui se tenant assise aux pieds de Jésus, écoutait sa parole.
2a0a2800ca	Mais Marthe était distraite par divers soins; et étant venue à Jésus, elle dit: Seigneur, ne te soucies-tu point que ma sœur me laisse servir toute seule, dis-lui donc qu'elle m'aide de son côté.
2a0a290066	Et Jésus répondant, lui dit: Marthe, Marthe, tu t'inquiètes et tu t'agites pour beaucoup de choses;
