2800000006	mathiH
3701080095	ataevAsmAkaM prabhumadhi tasya vandidAsaM mAmadhi cha pramANaM dAtuM na trapasva kintvIshvarIyashaktyA susaMvAdasya kR^ite duHkhasya sahabhAgI bhava|
37010900d4	so. asmAn paritrANapAtrANi kR^itavAn pavitreNAhvAnenAhUtavAMshcha; asmatkarmmahetuneti nahi svIyanirUpANasya prasAdasya cha kR^ite tat kR^itavAn| sa prasAdaH sR^iShTeH pUrvvakAle khrIShTena yIshunAsmabhyam adAyi,
37010a0095	kintvadhunAsmAkaM paritrAtu ryIshoH khrIShTasyAgamanena prAkAshata| khrIShTo mR^ityuM parAjitavAn susaMvAdena cha jIvanam amaratA ncha prakAshitavAn|
37010b0047	tasya ghoShayitA dUtashchAnyajAtIyAnAM shikShakashchAhaM niyukto. asmi|
37010c00c3	tasmAt kAraNAt mamAyaM klesho bhavati tena mama lajjA na jAyate yato. ahaM yasmin vishvasitavAn tamavagato. asmi mahAdinaM yAvat mamopanidhe rgopanasya shaktistasya vidyata iti nishchitaM jAnAmi|
37010d0062	hitadAyakAnAM vAkyAnAm AdarsharUpeNa mattaH shrutAH khrIShTe yIshau vishvAsapremnoH kathA dhAraya|
37010e0043	aparam asmadantarvAsinA pavitreNAtmanA tAmuttamAm upanidhiM gopaya|
37010f0065	AshiyAdeshIyAH sarvve mAM tyaktavanta iti tvaM jAnAsi teShAM madhye phUgillo harmmaginishcha vidyete|
370110005c	prabhuranIShipharasya parivArAn prati kR^ipAM vidadhAtu yataH sa punaH puna rmAm ApyAyitavAn
3701110069	mama shR^i Nkhalena na trapitvA romAnagare upasthitisamaye yatnena mAM mR^igayitvA mamoddeshaM prAptavAn|
37011200a9	ato vichAradine sa yathA prabhoH kR^ipAbhAjanaM bhavet tAdR^ishaM varaM prabhustasmai deyAt| iphiShanagare. api sa kati prakArai rmAm upakR^itavAn tat tvaM samyag vetsi|
370201004c	he mama putra, khrIShTayIshuto yo. anugrahastasya balena tvaM balavAn bhava|
370202008a	aparaM bahubhiH sAkShibhiH pramANIkR^itAM yAM shikShAM shrutavAnasi tAM vishvAsyeShu parasmai shikShAdAne nipuNeShu cha lokeShu samarpaya|
3702030034	tvaM yIshukhrIShTasyottamo yoddheva kleshaM sahasva|
3702040060	yo yuddhaM karoti sa sAMsArike vyApAre magno na bhavati kintu svaniyojayitre rochituM cheShTate|
3702050059	aparaM yo mallai ryudhyati sa yadi niyamAnusAreNa na yuddhyati tarhi kirITaM na lapsyate|
370206004f	aparaM yaH kR^iShIvalaH karmma karoti tena prathamena phalabhAginA bhavitavyaM|
3702070053	mayA yaduchyate tat tvayA budhyatAM yataH prabhustubhyaM sarvvatra buddhiM dAsyati|
3702080068	mama susaMvAdasya vachanAnusArAd dAyUdvaMshIyaM mR^itagaNamadhyAd utthApita ncha yIshuM khrIShTaM smara|
3702090078	tatsusaMvAdakAraNAd ahaM duShkarmmeva bandhanadashAparyyantaM kleshaM bhu nje kintvIshvarasya vAkyam abaddhaM tiShThati|
37020a0097	khrIShTena yIshunA yad anantagauravasahitaM paritrANaM jAyate tadabhiruchitai rlokairapi yat labhyeta tadarthamahaM teShAM nimittaM sarvvANyetAni sahe|
37020b00a4	aparam eShA bhAratI satyA yadi vayaM tena sArddhaM mriyAmahe tarhi tena sArddhaM jIvivyAmaH, yadi cha kleshaM sahAmahe tarhi tena sArddhaM rAjatvamapi kariShyAmahe|
37020c0041	yadi vayaM tam ana NgIkurmmastarhi so. asmAnapyana NgIkariShyati|
37020d0057	yadi vayaM na vishvAsAmastarhi sa vishvAsyastiShThati yataH svam apahnotuM na shaknoti|
37020e0085	tvametAni smArayan te yathA niShphalaM shrotR^iNAM bhraMshajanakaM vAgyuddhaM na kuryyastathA prabhoH samakShaM dR^iDhaM vinIyAdisha|
37020f008f	aparaM tvam Ishvarasya sAkShAt svaM parIkShitam anindanIyakarmmakAriNa ncha satyamatasya vAkyAnAM sadvibhajane nipuNa ncha darshayituM yatasva|
370210005c	kintvapavitrA anarthakakathA dUrIkuru yatastadAlambina uttarottaram adharmme varddhiShyante,
3702110092	teShA ncha vAkyaM galitakShatavat kShayavarddhako bhaviShyati teShAM madhye huminAyaH philItashchetinAmAnau dvau janau satyamatAd bhraShTau jAtau,
3702120051	mR^itAnAM punarutthiti rvyatIteti vadantau keShA nchid vishvAsam utpATayatashcha|
37021300c6	tathApIshvarasya bhittimUlam achalaM tiShThati tasmiMshcheyaM lipi rmudrA NkitA vidyate| yathA, jAnAti parameshastu svakIyAn sarvvamAnavAn| apagachChed adharmmAchcha yaH kashchit khrIShTanAmakR^it||
37021400b9	kintu bR^ihanniketane kevala suvarNamayAni raupyamayANi cha bhAjanAni vidyanta iti tarhi kAShThamayAni mR^iNmayAnyapi vidyante teShA ncha kiyanti sammAnAya kiyantapamAnAya cha bhavanti|
370215009c	ato yadi kashchid etAdR^ishebhyaH svaM pariShkaroti tarhi sa pAvitaM prabhoH kAryyayogyaM sarvvasatkAryyAyopayuktaM sammAnArthaka ncha bhAjanaM bhaviShyati|
37021600bd	yauvanAvasthAyA abhilAShAstvayA parityajyantAM dharmmo vishvAsaH prema ye cha shuchimanobhiH prabhum uddishya prArthanAM kurvvate taiH sArddham aikyabhAvashchaiteShu tvayA yatno vidhIyatAM|
3702170051	aparaM tvam anarthakAn aj nAnAMshcha prashnAn vAgyuddhotpAdakAn j nAtvA dUrIkuru|
37021800a1	yataH prabho rdAsena yuddham akarttavyaM kintu sarvvAn prati shAntena shikShAdAnechChukena sahiShNunA cha bhavitavyaM, vipakShAshcha tena namratvena chetitavyAH|
370219005d	tathA kR^ite yadIshvaraH satyamatasya j nAnArthaM tebhyo manaHparivarttanarUpaM varaM dadyAt,
37021a006f	tarhi te yena shayatAnena nijAbhilAShasAdhanAya dhR^itAstasya jAlAt chetanAM prApyoddhAraM labdhuM shakShyanti|
370301003b	charamadineShu kleshajanakAH samayA upasthAsyantIti jAnIhi|
370302007b	yatastAtkAlikA lokA AtmapremiNo. arthapremiNa AtmashlAghino. abhimAnino nindakAH pitroranAj nAgrAhiNaH kR^itaghnA apavitrAH
370303004d	prItivarjitA asandheyA mR^iShApavAdino. ajitendriyAH prachaNDA bhadradveShiNo
370304004a	vishvAsaghAtakA duHsAhasino darpadhmAtA IshvarApremiNaH kintu sukhapremiNo
370305005f	bhaktaveshAH kintvasvIkR^itabhaktiguNA bhaviShyanti; etAdR^ishAnAM lokAnAM saMmargaM parityaja|
3703060067	yato ye janAH prachChannaM gehAn pravishanti pApai rbhAragrastA nAnAvidhAbhilAShaishchAlitA yAH kAminyo
3703070083	nityaM shikShante kintu satyamatasya tattvaj nAnaM prAptuM kadAchit na shaknuvanti tA dAsIvad vashIkurvvate cha te tAdR^ishA lokAH|
37030800a6	yAnni ryAmbrishcha yathA mUsamaM prati vipakShatvam akurutAM tathaiva bhraShTamanaso vishvAsaviShaye. agrAhyAshchaite lokA api satyamataM prati vipakShatAM kurvvanti|
370309007b	kintu te bahudUram agrasarA na bhaviShyanti yatastayo rmUDhatA yadvat tadvad eteShAmapi mUDhatA sarvvadR^ishyA bhaviShyati|
37030a0051	mamopadeshaH shiShTatAbhiprAyo vishvAso rdharyyaM prema sahiShNutopadravaH kleshA
37030b00a5	AntiyakhiyAyAm ikaniye lUstrAyA ncha mAM prati yadyad aghaTata yAMshchopadravAn aham asahe sarvvametat tvam avagato. asi kintu tatsarvvataH prabhu rmAm uddhR^itavAn|
37030c0071	parantu yAvanto lokAH khrIShTena yIshuneshvarabhaktim Acharitum ichChanti teShAM sarvveShAm upadravo bhaviShyati|
37030d0064	aparaM pApiShThAH khalAshcha lokA bhrAmyanto bhramayantashchottarottaraM duShTatvena varddhiShyante|
37030e007f	kintu tvaM yad yad ashikShathAH, yachcha tvayi samarpitam abhUt tasmin avatiShTha, yataH kasmAt shikShAM prApto. asi tad vetsi;
37030f0090	yAni cha dharmmashAstrANi khrIShTe yIshau vishvAsena paritrANaprAptaye tvAM j nAninaM karttuM shaknuvanti tAni tvaM shaishavakAlAd avagato. asi|
3703100076	tat sarvvaM shAstram IshvarasyAtmanA dattaM shikShAyai doShabodhAya shodhanAya dharmmavinayAya cha phalayUktaM bhavati
370311004b	tena cheshvarasya loko nipuNaH sarvvasmai satkarmmaNe susajjashcha bhavati|
37040100ae	Ishvarasya gochare yashcha yIshuH khrIShTaH svIyAgamanakAle svarAjatvena jIvatAM mR^itAnA ncha lokAnAM vichAraM kariShyati tasya gochare. ahaM tvAm idaM dR^iDham Aj nApayAmi|
370402007c	tvaM vAkyaM ghoShaya kAle. akAle chotsuko bhava pUrNayA sahiShNutayA shikShayA cha lokAn prabodhaya bhartsaya vinayasva cha|
3704030092	yata etAdR^ishaH samaya AyAti yasmin lokA yathArtham upadesham asahyamAnAH karNakaNDUyanavishiShTA bhUtvA nijAbhilAShAt shikShakAn saMgrahIShyanti
3704040054	satyamatAchcha shrotrANi nivarttya vipathagAmino bhUtvopAkhyAneShu pravarttiShyante;
3704050089	kintu tvaM sarvvaviShaye prabuddho bhava duHkhabhogaM svIkuru susaMvAdaprachArakasya karmma sAdhaya nijaparicharyyAM pUrNatvena kuru cha|
3704060040	mama prANAnAm utsargo bhavati mama prasthAnakAlashchopAtiShThat|
370407005d	aham uttamayuddhaM kR^itavAn gantavyamArgasyAntaM yAvad dhAvitavAn vishvAsa ncha rakShitavAn|
37040800e1	sheShaM puNyamukuTaM madarthaM rakShitaM vidyate tachcha tasmin mahAdine yathArthavichArakeNa prabhunA mahyaM dAyiShyate kevalaM mahyam iti nahi kintu yAvanto lokAstasyAgamanam AkA NkShante tebhyaH sarvvebhyo. api dAyiShyate|
3704090028	tvaM tvarayA matsamIpam AgantuM yatasva,
37040a0084	yato dImA aihikasaMsAram IhamAno mAM parityajya thiShalanIkIM gatavAn tathA krIShki rgAlAtiyAM gatavAn tItashcha dAlmAtiyAM gatavAn|
37040b0076	kevalo lUko mayA sArddhaM vidyate| tvaM mArkaM sa NginaM kR^itvAgachCha yataH sa paricharyyayA mamopakArI bhaviShyati,
37040c002b	tukhika nchAham iphiShanagaraM preShitavAn|
37040d008b	yad AchChAdanavastraM troyAnagare kArpasya sannidhau mayA nikShiptaM tvamAgamanasamaye tat pustakAni cha visheShatashcharmmagranthAn Anaya|
37040e0060	kAMsyakAraH sikandaro mama bahvaniShTaM kR^itavAn prabhustasya karmmaNAM samuchitaphalaM dadAtu|
37040f0051	tvamapi tasmAt sAvadhAnAstiShTha yataH so. asmAkaM vAkyAnAm atIva vipakSho jAtaH|
370410007e	mama prathamapratyuttarasamaye ko. api mama sahAyo nAbhavat sarvve mAM paryyatyajan tAn prati tasya doShasya gaNanA na bhUyAt;
37041100b4	kintu prabhu rmama sahAyo. abhavat yathA cha mayA ghoShaNA sAdhyeta bhinnajAtIyAshcha sarvve susaMvAdaM shR^iNuyustathA mahyaM shaktim adadAt tato. ahaM siMhasya mukhAd uddhR^itaH|
3704120092	aparaM sarvvasmAd duShkarmmataH prabhu rmAm uddhariShyati nijasvargIyarAjyaM netuM mAM tArayiShyati cha| tasya dhanyavAdaH sadAkAlaM bhUyAt| Amen|
370413003e	tvaM priShkAm Akkilam anIShipharasya parijanAMshcha namaskuru|
3704140057	irAstaH karinthanagare. atiShThat traphimashcha pIDitatvAt milItanagare mayA vyahIyata|
370415006f	tvaM hemantakAlAt pUrvvam AgantuM yatasva| ubUlaH pUdi rlInaH klaudiyA sarvve bhrAtarashcha tvAM namaskurvvate|
370416004d	prabhu ryIshuH khrIShTastavAtmanA saha bhUyAt| yuShmAsvanugraho bhUyAt| Amen|
3800000005	tItaH
3801010090	anantajIvanasyAshAto jAtAyA Ishvarabhakte ryogyasya satyamatasya yat tatvaj nAnaM yashcha vishvAsa IshvarasyAbhiruchitalokai rlabhyate tadarthaM
380102007b	yIshukhrIShTasya prerita Ishvarasya dAsaH paulo. ahaM sAdhAraNavishvAsAt mama prakR^itaM dharmmaputraM tItaM prati likhami|
3801030072	niShkapaTa Ishvara AdikAlAt pUrvvaM tat jIvanaM pratij nAtavAn svanirUpitasamaye cha ghoShaNayA tat prakAshitavAn|
38010400af	mama trAturIshvarasyAj nayA cha tasya ghoShaNaM mayi samarpitam abhUt| asmAkaM tAta IshvaraH paritrAtA prabhu ryIshukhrIShTashcha tubhyam anugrahaM dayAM shAnti ncha vitaratu|
3801050090	tvaM yad asampUrNakAryyANi sampUraye rmadIyAdeshAchcha pratinagaraM prAchInagaNAn niyojayestadarthamahaM tvAM krItyupadvIpe sthApayitvA gatavAn|
3801060092	tasmAd yo naro. anindita ekasyA yoShitaH svAmI vishvAsinAm apachayasyAvAdhyatvasya vA doSheNAliptAnA ncha santAnAnAM janako bhavati sa eva yogyaH|
3801070097	yato hetoradyakSheNeshvarasya gR^ihAdyakSheNevAnindanIyena bhavitavyaM| tena svechChAchAriNA krodhinA pAnAsaktena prahArakeNa lobhinA vA na bhavitavyaM
380108005f	kintvatithisevakena sallokAnurAgiNA vinItena nyAyyena dhArmmikeNa jitendriyeNa cha bhavitavyaM,
380109009e	upadeshe cha vishvastaM vAkyaM tena dhAritavyaM yataH sa yad yathArthenopadeshena lokAn vinetuM vighnakAriNashcha niruttarAn karttuM shaknuyAt tad AvashyakaM|
38010a0084	yataste bahavo. avAdhyA anarthakavAkyavAdinaH prava nchakAshcha santi visheShatashChinnatvachAM madhye kechit tAdR^ishA lokAH santi|
38010b007f	teShA ncha vAgrodha Avashyako yataste kutsitalAbhasyAshayAnuchitAni vAkyAni shikShayanto nikhilaparivArANAM sumatiM nAshayanti|
38010c009a	teShAM svadeshIya eko bhaviShyadvAdI vachanamidamuktavAn, yathA, krItIyamAnavAH sarvve sadA kApaTyavAdinaH| hiMsrajantusamAnAste. alasAshchodarabhArataH||
38010d005e	sAkShyametat tathyaM, ato hetostvaM tAn gADhaM bhartsaya te cha yathA vishvAse svasthA bhaveyu
38010e0062	ryihUdIyopAkhyAneShu satyamatabhraShTAnAM mAnavAnAm Aj nAsu cha manAMsi na niveshayeyustathAdisha|
38010f00a9	shuchInAM kR^ite sarvvANyeva shuchIni bhavanti kintu kala NkitAnAm avishvAsinA ncha kR^ite shuchi kimapi na bhavati yatasteShAM buddhayaH saMvedAshcha kala NkitAH santi|
380110008a	Ishvarasya j nAnaM te pratijAnanti kintu karmmabhistad ana NgIkurvvate yataste garhitA anAj nAgrAhiNaH sarvvasatkarmmaNashchAyogyAH santi|
380201002f	yathArthasyopadeshasya vAkyAni tvayA kathyantAM
380202006e	visheShataH prAchInalokA yathA prabuddhA dhIrA vinItA vishvAse premni sahiShNutAyA ncha svasthA bhaveyustadvat
380203006d	prAchInayoShito. api yathA dharmmayogyam AchAraM kuryyuH paranindakA bahumadyapAnasya nighnAshcha na bhaveyuH
380204007d	kintu sushikShAkAriNyaH satya Ishvarasya vAkyaM yat na nindyeta tadarthaM yuvatIH sushIlatAm arthataH patisneham apatyasnehaM
3802050058	vinItiM shuchitvaM gR^ihiNItvaM saujanyaM svAminighna nchAdisheyustathA tvayA kathyatAM|
3802060025	tadvad yUno. api vinItaye prabodhaya|
380207006d	tva ncha sarvvaviShaye svaM satkarmmaNAM dR^iShTAntaM darshaya shikShAyA nchAvikR^itatvaM dhIratAM yathArthaM
3802080069	nirddoSha ncha vAkyaM prakAshaya tena vipakSho yuShmAkam apavAdasya kimapi ChidraM na prApya trapiShyate|
3802090063	dAsAshcha yat svaprabhUnAM nighnAH sarvvaviShaye tuShTijanakAshcha bhaveyuH pratyuttaraM na kuryyuH
38020a009d	kimapi nApahareyuH kintu pUrNAM suvishvastatAM prakAshayeyuriti tAn Adisha| yata evamprakAreNAsmakaM trAturIshvarasya shikShA sarvvaviShaye tai rbhUShitavyA|
38020b0046	yato hetostrANAjanaka IshvarasyAnugrahaH sarvvAn mAnavAn pratyuditavAn
38020c008e	sa chAsmAn idaM shikShyati yad vayam adharmmaM sAMsArikAbhilAShAMshchAna NgIkR^itya vinItatvena nyAyeneshvarabhaktyA chehaloke Ayu ryApayAmaH,
38020d0073	paramasukhasyAshAm arthato. asmAkaM mahata Ishvarasya trANakarttu ryIshukhrIShTasya prabhAvasyodayaM pratIkShAmahe|
38020e009f	yataH sa yathAsmAn sarvvasmAd adharmmAt mochayitvA nijAdhikArasvarUpaM satkarmmasUtsukam ekaM prajAvargaM pAvayet tadartham asmAkaM kR^ite AtmadAnaM kR^itavAn|
38020f0054	etAni bhAShasva pUrNasAmarthyena chAdisha prabodhaya cha, ko. api tvAM nAvamanyatAM|
380301006a	te yathA deshAdhipAnAM shAsakAnA ncha nighnA Aj nAgrAhiNshcha sarvvasmai satkarmmaNe susajjAshcha bhaveyuH
380302007a	kamapi na nindeyu rnivvirodhinaH kShAntAshcha bhaveyuH sarvvAn prati cha pUrNaM mR^idutvaM prakAshayeyushcheti tAn Adisha|
380303009e	yataH pUrvvaM vayamapi nirbbodhA anAj nAgrAhiNo bhrAntA nAnAbhilAShANAM sukhAnA ncha dAseyA duShTatverShyAchAriNo ghR^iNitAH parasparaM dveShiNashchAbhavAmaH|
380304005b	kintvasmAkaM trAturIshvarasya yA dayA marttyAnAM prati cha yA prItistasyAH prAdurbhAve jAte
38030500a1	vayam AtmakR^itebhyo dharmmakarmmabhyastannahi kintu tasya kR^ipAtaH punarjanmarUpeNa prakShAlanena pravitrasyAtmano nUtanIkaraNena cha tasmAt paritrANAM prAptAH
3803060053	sa chAsmAkaM trAtrA yIshukhrIShTenAsmadupari tam AtmAnaM prachuratvena vR^iShTavAn|
3803070052	itthaM vayaM tasyAnugraheNa sapuNyIbhUya pratyAshayAnantajIvanasyAdhikAriNo jAtAH|
38030800bc	vAkyametad vishvasanIyam ato hetorIshvare ye vishvasitavantaste yathA satkarmmANyanutiShTheyustathA tAn dR^iDham Aj nApayeti mamAbhimataM|tAnyevottamAni mAnavebhyaH phaladAni cha bhavanti|
380309007a	mUDhebhyaH prashnavaMshAvalivivAdebhyo vyavasthAyA vitaNDAbhyashcha nivarttasva yatastA niShphalA anarthakAshcha bhavanti|
38030a0039	yo jano bibhitsustam ekavAraM dvirvvA prabodhya dUrIkuru,
38030b0055	yatastAdR^isho jano vipathagAmI pApiShTha AtmadoShakashcha bhavatIti tvayA j nAyatAM|
38030c009f	yadAham ArttimAM tukhikaM vA tava samIpaM preShayiShyAmi tadA tvaM nIkapalau mama samIpam AgantuM yatasva yatastatraivAhaM shItakAlaM yApayituM matim akArShaM|
38030d006a	vyavasthApakaH sInA ApallushchaitayoH kasyApyabhAvo yanna bhavet tadarthaM tau yatnena tvayA visR^ijyetAM|
38030e006d	aparam asmadIyalokA yanniShphalA na bhaveyustadarthaM prayojanIyopakArAyA satkarmmANyanuShThAtuM shikShantAM|
38030f007d	mama sa NginaH savve tvAM namaskurvvate| ye vishvAsAd asmAsu prIyante tAn namaskuru; sarvveShu yuShmAsvanugraho bhUyAt| Amen|
390000000a	philomonaH
3901010058	khrIShTasya yIsho rbandidAsaH paulastIthiyanAmA bhrAtA cha priyaM sahakAriNaM philImonaM
3901020061	priyAm AppiyAM sahasenAm ArkhippaM philImonasya gR^ihe sthitAM samiti ncha prati patraM likhataH|
390103005f	asmAkaM tAta IshvaraH prabhu ryIshukhrIShTashcha yuShmAn prati shAntim anugraha ncha kriyAstAM|
3901040061	prabhuM yIshuM prati sarvvAn pavitralokAn prati cha tava premavishvAsayo rvR^ittAntaM nishamyAhaM
390105004a	prArthanAsamaye tava nAmochchArayan nirantaraM mameshvaraM dhanyaM vadAmi|
390106009e	asmAsu yadyat saujanyaM vidyate tat sarvvaM khrIShTaM yIshuM yat prati bhavatIti j nAnAya tava vishvAsamUlikA dAnashIlatA yat saphalA bhavet tadaham ichChAmi|
3901070073	he bhrAtaH, tvayA pavitralokAnAM prANa ApyAyitA abhavan etasmAt tava premnAsmAkaM mahAn AnandaH sAntvanA cha jAtaH|
3901080064	tvayA yat karttavyaM tat tvAm Aj nApayituM yadyapyahaM khrIShTenAtIvotsuko bhaveyaM tathApi vR^iddha
390109005d	idAnIM yIshukhrIShTasya bandidAsashchaivambhUto yaH paulaH so. ahaM tvAM vinetuM varaM manye|
39010a0057	ataH shR^i Nkhalabaddho. ahaM yamajanayaM taM madIyatanayam onIShimam adhi tvAM vinaye|
39010b0047	sa pUrvvaM tavAnupakAraka AsIt kintvidAnIM tava mama chopakArI bhavati|
39010c0050	tamevAhaM tava samIpaM preShayAmi, ato madIyaprANasvarUpaH sa tvayAnugR^ihyatAM|
39010d0063	susaMvAdasya kR^ite shR^i Nkhalabaddho. ahaM parichArakamiva taM svasannidhau varttayitum aichChaM|
39010e007b	kintu tava saujanyaM yad balena na bhUtvA svechChAyAH phalaM bhavet tadarthaM tava sammatiM vinA kimapi karttavyaM nAmanye|
39010f0073	ko jAnAti kShaNakAlArthaM tvattastasya vichChedo. abhavad etasyAyam abhiprAyo yat tvam anantakAlArthaM taM lapsyase
3901100097	puna rdAsamiva lapsyase tannahi kintu dAsAt shreShThaM mama priyaM tava cha shArIrikasambandhAt prabhusambandhAchcha tato. adhikaM priyaM bhrAtaramiva|
3901110043	ato heto ryadi mAM sahabhAginaM jAnAsi tarhi mAmiva tamanugR^ihANa|
390112005c	tena yadi tava kimapyaparAddhaM tubhyaM kimapi dhAryyate vA tarhi tat mameti viditvA gaNaya|
390113007b	ahaM tat parishotsyAmi, etat paulo. ahaM svahastena likhAmi, yatastvaM svaprANAn api mahyaM dhArayasi tad vaktuM nechChAmi|
3901140059	bho bhrAtaH, prabhoH kR^ite mama vA nChAM pUraya khrIShTasya kR^ite mama prANAn ApyAyaya|
3901150068	tavAj nAgrAhitve vishvasya mayA etat likhyate mayA yaduchyate tato. adhikaM tvayA kAriShyata iti jAnAmi|
390116009c	tatkaraNasamaye madarthamapi vAsagR^ihaM tvayA sajjIkriyatAM yato yuShmAkaM prArthanAnAM phalarUpo vara ivAhaM yuShmabhyaM dAyiShye mameti pratyAshA jAyate|
3901170031	khrIShTasya yIshAH kR^ite mayA saha bandiripAphrA
390118004b	mama sahakAriNo mArka AriShTArkho dImA lUkashcha tvAM namaskAraM vedayanti|
390119004b	asmAkaM prabho ryIshukhrIShTasyAnugraho yuShmAkam AtmanA saha bhUyAt| Amen|
3a00000007	ibriNaH
3a01010054	purA ya Ishvaro bhaviShyadvAdibhiH pitR^ilokebhyo nAnAsamaye nAnAprakAraM kathitavAn
3a01020085	sa etasmin sheShakAle nijaputreNAsmabhyaM kathitavAn| sa taM putraM sarvvAdhikAriNaM kR^itavAn tenaiva cha sarvvajaganti sR^iShTavAn|
3a010300cd	sa putrastasya prabhAvasya pratibimbastasya tattvasya mUrttishchAsti svIyashaktivAkyena sarvvaM dhatte cha svaprANairasmAkaM pApamArjjanaM kR^itvA UrddhvasthAne mahAmahimno dakShiNapArshve samupaviShTavAn|
3a01040058	divyadUtagaNAd yathA sa vishiShTanAmno. adhikArI jAtastathA tebhyo. api shreShTho jAtaH|
3a010500ae	yato dUtAnAM madhye kadAchidIshvareNedaM ka uktaH? yathA, "madIyatanayo. asi tvam adyaiva janito mayA|" punashcha "ahaM tasya pitA bhaviShyAmi sa cha mama putro bhaviShyati|"
3a01060078	aparaM jagati svakIyAdvitIyaputrasya punarAnayanakAle tenoktaM, yathA, "Ishvarasya sakalai rdUtaireSha eva praNamyatAM|"
3a0107007c	dUtAn adhi tenedam uktaM, yathA, "sa karoti nijAn dUtAn gandhavAhasvarUpakAn| vahnishikhAsvarUpAMshcha karoti nijasevakAn||"
3a01080085	kintu putramuddishya tenoktaM, yathA, "he Ishvara sadA sthAyi tava siMhAsanaM bhavet| yAthArthyasya bhaveddaNDo rAjadaNDastvadIyakaH|
3a0109008d	puNye prema karoShi tvaM ki nchAdharmmam R^itIyase| tasmAd ya Isha Ishaste sa te mitragaNAdapi| adhikAhlAdatailena sechanaM kR^itavAn tava||"
3a010a0071	punashcha, yathA, "he prabho pR^ithivImUlam Adau saMsthApitaM tvayA| tathA tvadIyahastena kR^itaM gaganamaNDalaM|
3a010b005d	ime vinaMkShyatastvantu nityamevAvatiShThase| idantu sakalaM vishvaM saMjariShyati vastravat|
3a010c0062	sa NkochitaM tvayA tattu vastravat parivartsyate| tvantu nityaM sa evAsI rnirantAstava vatsarAH||"
3a010d0098	aparaM dUtAnAM madhye kaH kadAchidIshvareNedamuktaH? yathA, "tavArIn pAdapIThaM te yAvannahi karomyahaM| mama dakShiNadigbhAge tAvat tvaM samupAvisha||"
3a010e0078	ye paritrANasyAdhikAriNo bhaviShyanti teShAM paricharyyArthaM preShyamANAH sevanakAriNa AtmAnaH kiM te sarvve dUtA nahi?
3a02010066	ato vayaM yad bhramasrotasA nApanIyAmahe tadarthamasmAbhi ryadyad ashrAvi tasmin manAMsi nidhAtavyAni|
3a02020089	yato heto dUtaiH kathitaM vAkyaM yadyamogham abhavad yadi cha talla NghanakAriNe tasyAgrAhakAya cha sarvvasmai samuchitaM daNDam adIyata,
3a0203009e	tarhyasmAbhistAdR^ishaM mahAparitrANam avaj nAya kathaM rakShA prApsyate, yat prathamataH prabhunA proktaM tato. asmAn yAvat tasya shrotR^ibhiH sthirIkR^itaM,
3a02040089	aparaM lakShaNairadbhutakarmmabhi rvividhashaktiprakAshena nijechChAtaH pavitrasyAtmano vibhAgena cha yad IshvareNa pramANIkR^itam abhUt|
3a0205005b	vayaM tu yasya bhAvirAjyasya kathAM kathayAmaH, tat ten divyadUtAnAm adhInIkR^itamiti nahi|
3a0206009b	kintu kutrApi kashchit pramANam IdR^ishaM dattavAn, yathA, "kiM vastu mAnavo yat sa nityaM saMsmaryyate tvayA| kiM vA mAnavasantAno yat sa Alochyate tvayA|
3a02070091	divyadatagaNebhyaH sa ki nchin nyUnaH kR^itastvayA| tejogauravarUpeNa kirITena vibhUShitaH| sR^iShTaM yat te karAbhyAM sa tatprabhutve niyojitaH|
3a020800ba	charaNAdhashcha tasyaiva tvayA sarvvaM vashIkR^itaM||" tena sarvvaM yasya vashIkR^itaM tasyAvashIbhUtaM kimapi nAvasheShitaM kintvadhunApi vayaM sarvvANi tasya vashIbhUtAni na pashyAmaH|
3a020900c9	tathApi divyadUtagaNebhyo yaH ki nchin nyUnIkR^ito. abhavat taM yIshuM mR^ityubhogahetostejogauravarUpeNa kirITena vibhUShitaM pashyAmaH, yata IshvarasyAnugrahAt sa sarvveShAM kR^ite mR^ityum asvadata|
