2800000006	mathiH
3a091c00a6	tadvat khrISTo'pi bahUnAM pApavahanArthaM balirUpeNaikakRtva utsasRje, aparaM dvitIyavAraM pApAd bhinnaH san ye taM pratIkSante teSAM paritrANArthaM darzanaM dAsyati|
3a0a0100b1	vyavasthA bhaviSyanmaGgalAnAM chAyAsvarUpA na ca vastUnAM mUrttisvarUpA tato heto rnityaM dIyamAnairekavidhai rvArSikabalibhiH zaraNAgatalokAn siddhAn karttuM kadApi na zaknoti|
3a0a020090	yadyazakSyat tarhi teSAM balInAM dAnaM kiM na nyavarttiSyata? yataH sevAkAriSvekakRtvaH pavitrIbhUteSu teSAM ko'pi pApabodhaH puna rnAbhaviSyat|
3a0a03003c	kintu tai rbalidAnaiH prativatsaraM pApAnAM smAraNaM jAyate|
3a0a04003d	yato vRSANAM chAgAnAM vA rudhireNa pApamocanaM na sambhavati|
3a0a050069	etatkAraNAt khrISTena jagat pravizyedam ucyate, yathA, "neSTvA baliM na naivedyaM deho me nirmmitastvayA|
3a0a060035	na ca tvaM balibhi rhavyaiH pApaghnai rvA pratuSyasi|
3a0a070087	avAdiSaM tadaivAhaM pazya kurvve samAgamaM| dharmmagranthasya sarge me vidyate likhitA kathA| Iza mano'bhilASaste mayA sampUrayiSyate|"
3a0a0800b0	ityasmin prathamato yeSAM dAnaM vyavasthAnusArAd bhavati tAnyadhi tenedamuktaM yathA, balinaivedyahavyAni pApaghnaJcopacArakaM, nemAni vAJchasi tvaM hi na caiteSu pratuSyasIti|
3a0a090087	tataH paraM tenoktaM yathA, "pazya mano'bhilASaM te karttuM kurvve samAgamaM;" dvitIyam etad vAkyaM sthirIkarttuM sa prathamaM lumpati|
3a0a0a005b	tena mano'bhilASeNa ca vayaM yIzukhrISTasyaikakRtvaH svazarIrotsargAt pavitrIkRtA abhavAma|
3a0a0b0090	aparam ekaiko yAjakaH pratidinam upAsanAM kurvvan yaizca pApAni nAzayituM kadApi na zakyante tAdRzAn ekarUpAn balIn punaH punarutsRjan tiSThati|
3a0a0c004f	kintvasau pApanAzakam ekaM baliM datvAnantakAlArtham Izvarasya dakSiNa upavizya
3a0a0d004d	yAvat tasya zatravastasya pAdapIThaM na bhavanti tAvat pratIkSamANastiSThati|
3a0a0e0043	yata ekena balidAnena so'nantakAlArthaM pUyamAnAn lokAn sAdhitavAn|
3a0a0f002f	etasmin pavitra AtmApyasmAkaM pakSe pramANayati
3a0a1000c1	"yato hetostaddinAt param ahaM taiH sArddham imaM niyamaM sthirIkariSyAmIti prathamata uktvA paramezvareNedaM kathitaM, teSAM citte mama vidhIn sthApayiSyAmi teSAM manaHsu ca tAn lekhiSyAmi ca,
3a0a11003e	aparaJca teSAM pApAnyaparAdhAMzca punaH kadApi na smAriSyAmi|"
3a0a12004b	kintu yatra pApamocanaM bhavati tatra pApArthakabalidAnaM puna rna bhavati|
3a0a13004d	ato he bhrAtaraH, yIzo rudhireNa pavitrasthAnapravezAyAsmAkam utsAho bhavati,
3a0a140065	yataH so'smadarthaM tiraskariNyArthataH svazarIreNa navInaM jIvanayuktaJcaikaM panthAnaM nirmmitavAn,
3a0a15003c	aparaJcezvarIyaparivArasyAdhyakSa eko mahAyAjako'smAkamasti|
3a0a1600a8	ato hetorasmAbhiH saralAntaHkaraNai rdRDhavizvAsaiH pApabodhAt prakSAlitamanobhi rnirmmalajale snAtazarIraizcezvaram upAgatya pratyAzAyAH pratijJA nizcalA dhArayitavyA|
3a0a170028	yato yastAm aGgIkRtavAn sa vizvasanIyaH|
3a0a180059	aparaM premni satkriyAsu caikaikasyotsAhavRddhyartham asmAbhiH parasparaM mantrayitavyaM|
3a0a1900b3	aparaM katipayalokA yathA kurvvanti tathAsmAbhiH sabhAkaraNaM na parityaktavyaM parasparam upadeSTavyaJca yatastat mahAdinam uttarottaraM nikaTavartti bhavatIti yuSmAbhi rdRzyate|
3a0a1a007c	satyamatasya jJAnaprApteH paraM yadi vayaM svaMcchayA pApAcAraM kurmmastarhi pApAnAM kRte 'nyat kimapi balidAnaM nAvaziSyate
3a0a1b0046	kintu vicArasya bhayAnakA pratIkSA ripunAzakAnalasya tApazcAvaziSyate|
3a0a1c0062	yaH kazcit mUsaso vyavasthAm avamanyate sa dayAM vinA dvayostisRNAM vA sAkSiNAM pramANena hanyate,
3a0a1d00d2	tasmAt kiM budhyadhve yo jana Izvarasya putram avajAnAti yena ca pavitrIkRto 'bhavat tat niyamasya rudhiram apavitraM jAnAti, anugrahakaram AtmAnam apamanyate ca, sa kiyanmahAghorataradaNDasya yogyo bhaviSyati?
3a0a1e00ad	yataH paramezvaraH kathayati, "dAnaM phalasya matkarmma sUcitaM pradadAmyahaM|" punarapi, "tadA vicArayiSyante parezena nijAH prajAH|" idaM yaH kathitavAn taM vayaM jAnImaH|
3a0a1f002d	amarezvarasya karayoH patanaM mahAbhayAnakaM|
3a0a200090	he bhrAtaraH, pUrvvadinAni smarata yatastadAnIM yUyaM dIptiM prApya bahudurgatirUpaM saMgrAmaM sahamAnA ekato nindAklezaiH kautukIkRtA abhavata,
3a0a210029	anyatazca tadbhoginAM samAMzino 'bhavata|
3a0a22009c	yUyaM mama bandhanasya duHkhena duHkhino 'bhavata, yuSmAkam uttamA nityA ca sampattiH svarge vidyata iti jJAtvA sAnandaM sarvvasvasyApaharaNam asahadhvaJca|
3a0a23003b	ataeva mahApuraskArayuktaM yuSmAkam utsAhaM na parityajata|
3a0a240077	yato yUyaM yenezvarasyecchAM pAlayitvA pratijJAyAH phalaM labhadhvaM tadarthaM yuSmAbhi rdhairyyAvalambanaM karttavyaM|
3a0a250041	yenAgantavyaM sa svalpakAlAt param AgamiSyati na ca vilambiSyate|
3a0a260062	"puNyavAn jano vizvAsena jIviSyati kintu yadi nivarttate tarhi mama manastasmin na toSaM yAsyati|"
3a0a270060	kintu vayaM vinAzajanikAM dharmmAt nivRttiM na kurvvANA AtmanaH paritrANAya vizvAsaM kurvvAmahe|
3a0b010043	vizvAsa AzaMsitAnAM nizcayaH, adRzyAnAM viSayANAM darzanaM bhavati|
3a0b020033	tena vizvAsena prAJco lokAH prAmANyaM prAptavantaH|
3a0b03007a	aparam Izvarasya vAkyena jagantyasRjyanta, dRSTavastUni ca pratyakSavastubhyo nodapadyantaitad vayaM vizvAsena budhyAmahe|
3a0b0400c7	vizvAsena hAbil Izvaramuddizya kAbilaH zreSThaM balidAnaM kRtavAn tasmAccezvareNa tasya dAnAnyadhi pramANe datte sa dhArmmika ityasya pramANaM labdhavAn tena vizvAsena ca sa mRtaH san adyApi bhASate|
3a0b0500dd	vizvAsena hanok yathA mRtyuM na pazyet tathA lokAntaraM nItaH, tasyoddezazca kenApi na prApi yata IzvarastaM lokAntaraM nItavAn, tatpramANamidaM tasya lokAntarIkaraNAt pUrvvaM sa IzvarAya rocitavAn iti pramANaM prAptavAn|
3a0b060096	kintu vizvAsaM vinA ko'pIzvarAya rocituM na zaknoti yata Izvaro'sti svAnveSilokebhyaH puraskAraM dadAti cetikathAyAm IzvarazaraNAgatai rvizvasitavyaM|
3a0b0700cc	aparaM tadAnIM yAnyadRzyAnyAsan tAnIzvareNAdiSTaH san noho vizvAsena bhItvA svaparijanAnAM rakSArthaM potaM nirmmitavAn tena ca jagajjanAnAM doSAn darzitavAn vizvAsAt labhyasya puNyasyAdhikArI babhUva ca|
3a0b080091	vizvAsenebrAhIm AhUtaH san AjJAM gRhItvA yasya sthAnasyAdhikArastena prAptavyastat sthAnaM prasthitavAn kintu prasthAnasamaye kka yAmIti nAjAnAt|
3a0b09007b	vizvAsena sa pratijJAte deze paradezavat pravasan tasyAH pratijJAyAH samAnAMzibhyAm ishAkA yAkUbA ca saha dUSyavAsyabhavat|
3a0b0a004f	yasmAt sa IzvareNa nirmmitaM sthApitaJca bhittimUlayuktaM nagaraM pratyaikSata|
3a0b0b008a	aparaJca vizvAsena sArA vayotikrAntA santyapi garbhadhAraNAya zaktiM prApya putravatyabhavat, yataH sA pratijJAkAriNaM vizvAsyam amanyata|
3a0b0c0076	tato heto rmRtakalpAd ekasmAt janAd AkAzIyanakSatrANIva gaNanAtItAH samudratIrasthasikatA iva cAsaMkhyA lokA utpedire|
3a0b0d00a2	ete sarvve pratijJAyAH phalAnyaprApya kevalaM dUrAt tAni nirIkSya vanditvA ca, pRthivyAM vayaM videzinaH pravAsinazcAsmaha iti svIkRtya vizvAsena prANAn tatyajuH|
3a0b0e004f	ye tu janA itthaM kathayanti taiH paitRkadezo 'smAbhiranviSyata iti prakAzyate|
3a0b0f0053	te yasmAd dezAt nirgatAstaM yadyasmariSyan tarhi parAvarttanAya samayam alapsyanta|
3a0b1000ad	kintu te sarvvotkRSTam arthataH svargIyaM dezam AkAGkSanti tasmAd IzvarastAnadhi na lajjamAnasteSAm Izvara iti nAma gRhItavAn yataH sa teSAM kRte nagaramekaM saMsthApitavAn|
3a0b110041	aparam ibrAhImaH parIkSAyAM jAtAyAM sa vizvAseneshAkam utsasarja,
3a0b120070	vastuta ishAki tava vaMzo vikhyAsyata iti vAg yamadhi kathitA tam advitIyaM putraM pratijJAprAptaH sa utsasarja|
3a0b130052	yata Izvaro mRtAnapyutthApayituM zaknotIti sa mene tasmAt sa upamArUpaM taM lebhe|
3a0b140043	aparam ishAk vizvAsena yAkUb eSAve ca bhAviviSayAnadhyAziSaM dadau|
3a0b150079	aparaM yAkUb maraNakAle vizvAsena yUSaphaH putrayorekaikasmai janAyAziSaM dadau yaSTyA agrabhAge samAlambya praNanAma ca|
3a0b160077	aparaM yUSaph caramakAle vizvAsenesrAyelvaMzIyAnAM misaradezAd bahirgamanasya vAcaM jagAda nijAsthIni cAdhi samAdideza|
3a0b170084	navajAto mUsAzca vizvAsAt trAn mAsAn svapitRbhyAm agopyata yatastau svazizuM paramasundaraM dRSTavantau rAjAjJAJca na zaGkitavantau|
3a0b180048	aparaM vayaHprApto mUsA vizvAsAt phirauNo dauhitra iti nAma nAGgIcakAra|
3a0b190054	yataH sa kSaNikAt pApajasukhabhogAd Izvarasya prajAbhiH sArddhaM duHkhabhogaM vavre|
3a0b1a0072	tathA misaradezIyanidhibhyaH khrISTanimittAM nindAM mahatIM sampattiM mene yato hetoH sa puraskAradAnam apaikSata|
3a0b1b0075	aparaM sa vizvAsena rAjJaH krodhAt na bhItvA misaradezaM paritatyAja, yatastenAdRzyaM vIkSamANeneva dhairyyam Alambi|
3a0b1c0086	aparaM prathamajAtAnAM hantA yat svIyalokAn na spRzet tadarthaM sa vizvAsena nistAraparvvIyabalicchedanaM rudhirasecanaJcAnuSThitAvAn|
3a0b1d006a	aparaM te vizvAsAt sthaleneva sUphsAgareNa jagmuH kintu misrIyalokAstat karttum upakramya toyeSu mamajjuH|
3a0b1e0056	aparaJca vizvAsAt taiH saptAhaM yAvad yirIhoH prAcIrasya pradakSiNe kRte tat nipapAta|
3a0b1f0053	vizvAsAd rAhabnAmikA vezyApi prItyA cArAn anugRhyAvizvAsibhiH sArddhaM na vinanAza|
3a0b200091	adhikaM kiM kathayiSyAmi? gidiyono bArakaH zimzono yiptaho dAyUd zimUyelo bhaviSyadvAdinazcaiteSAM vRttAntakathanAya mama samayAbhAvo bhaviSyati|
3a0b21007c	vizvAsAt te rAjyAni vazIkRtavanto dharmmakarmmANi sAdhitavantaH pratijJAnAM phalaM labdhavantaH siMhAnAM mukhAni ruddhavanto
3a0b22008e	vahnerdAhaM nirvvApitavantaH khaGgadhArAd rakSAM prAptavanto daurbbalye sabalIkRtA yuddhe parAkramiNo jAtAH pareSAM sainyAni davayitavantazca|
3a0b230079	yoSitaH punarutthAnena mRtAn AtmajAn lebhire, apare ca zreSThotthAnasya prApterAzayA rakSAm agRhItvA tADanena mRtavantaH|
3a0b24003b	apare tiraskAraiH kazAbhi rbandhanaiH kArayA ca parIkSitAH|
3a0b2500b5	bahavazca prastarAghAtai rhatAH karapatrai rvA vidIrNA yantrai rvA kliSTAH khaGgadhArai rvA vyApAditAH| te meSANAM chAgAnAM vA carmmANi paridhAya dInAH pIDitA duHkhArttAzcAbhrAmyan|
3a0b26005c	saMsAro yeSAm ayogyaste nirjanasthAneSu parvvateSu gahvareSu pRthivyAzchidreSu ca paryyaTan|
3a0b270049	etaiH sarvvai rvizvAsAt pramANaM prApi kintu pratijJAyAH phalaM na prApi|
3a0b280062	yataste yathAsmAn vinA siddhA na bhaveyustathaivezvareNAsmAkaM kRte zreSThataraM kimapi nirdidize|
3a0c01008f	ato hetoretAvatsAkSimeghai rveSTitAH santo vayamapi sarvvabhAram AzubAdhakaM pApaJca nikSipyAsmAkaM gamanAya nirUpite mArge dhairyyeNa dhAvAma|
3a0c0200db	yazcAsmAkaM vizvAsasyAgresaraH siddhikarttA cAsti taM yIzuM vIkSAmahai yataH sa svasammukhasthitAnandasya prAptyartham apamAnaM tucchIkRtya kruzasya yAtanAM soDhavAn IzvarIyasiMhAsanasya dakSiNapArzve samupaviSTavAMzca|
3a0c03007d	yaH pApibhiH svaviruddham etAdRzaM vaiparItyaM soDhavAn tam Alocayata tena yUyaM svamanaHsu zrAntAH klAntAzca na bhaviSyatha|
3a0c04004d	yUyaM pApena saha yudhyanto'dyApi zoNitavyayaparyyantaM pratirodhaM nAkuruta|
3a0c0500a9	tathA ca putrAn pratIva yuSmAn prati ya upadeza uktastaM kiM vismRtavantaH? "parezena kRtAM zAstiM he matputra na tucchaya| tena saMbhartsitazcApi naiva klAmya kadAcana|
3a0c06005e	parezaH prIyate yasmin tasmai zAstiM dadAti yat| yantu putraM sa gRhlAti tameva praharatyapi|"
3a0c070088	yadi yUyaM zAstiM sahadhvaM tarhIzvaraH putrairiva yuSmAbhiH sArddhaM vyavaharati yataH pitA yasmai zAstiM na dadAti tAdRzaH putraH kaH?
3a0c080069	sarvve yasyAH zAsteraMzino bhavanti sA yadi yuSmAkaM na bhavati tarhi yUyam AtmajA na kintu jArajA Adhve|
3a0c0900a3	aparam asmAkaM zArIrikajanmadAtAro'smAkaM zAstikAriNo'bhavan te cAsmAbhiH sammAnitAstasmAd ya AtmanAM janayitA vayaM kiM tato'dhikaM tasya vazIbhUya na jIviSyAmaH?
3a0c0a007d	te tvalpadinAni yAvat svamano'matAnusAreNa zAstiM kRtavantaH kintveSo'smAkaM hitAya tasya pavitratAyA aMzitvAya cAsmAn zAsti|
3a0c0b0098	zAstizca varttamAnasamaye kenApi nAnandajanikA kintu zokajanikaiva manyate tathApi ye tayA vinIyante tebhyaH sA pazcAt zAntiyuktaM dharmmaphalaM dadAti|
3a0c0c0045	ataeva yUyaM zithilAn hastAn durbbalAni jAnUni ca sabalAni kurudhvaM|
3a0c0d006d	yathA ca durbbalasya sandhisthAnaM na bhajyeta svasthaM tiSThet tathA svacaraNArthaM saralaM mArgaM nirmmAta|
3a0c0e0076	aparaJca sarvvaiH sArtham ekyabhAvaM yacca vinA paramezvarasya darzanaM kenApi na lapsyate tat pavitratvaM ceSTadhvaM|
3a0c0f0085	yathA kazcid IzvarasyAnugrahAt na patet, yathA ca tiktatAyA mUlaM praruhya bAdhAjanakaM na bhavet tena ca bahavo'pavitrA na bhaveyuH,
3a0c100088	yathA ca kazcit lampaTo vA ekakRtva AhArArthaM svIyajyeSThAdhikAravikretA ya eSaustadvad adharmmAcArI na bhavet tathA sAvadhAnA bhavata|
3a0c110098	yataH sa eSauH pazcAd AzIrvvAdAdhikArI bhavitum icchannapi nAnugRhIta iti yUyaM jAnItha, sa cAzrupAtena matyantaraM prArthayamAno'pi tadupAyaM na lebhe|
3a0c12008e	aparaJca spRzyaH parvvataH prajvalito vahniH kRSNAvarNo megho 'ndhakAro jhaJbhza tUrIvAdyaM vAkyAnAM zabdazca naiteSAM sannidhau yUyam AgatAH|
3a0c130056	taM zabdaM zrutvA zrotArastAdRzaM sambhASaNaM yat puna rna jAyate tat prArthitavantaH|
3a0c140067	yataH pazurapi yadi dharAdharaM spRzati tarhi sa pASANAghAtai rhantavya ityAdezaM soDhuM te nAzaknuvan|
3a0c150047	tacca darzanam evaM bhayAnakaM yat mUsasoktaM bhItastrAsayuktazcAsmIti|
3a0c160052	kintu sIyonparvvato 'marezvarasya nagaraM svargasthayirUzAlamam ayutAni divyadUtAH
3a0c170071	svarge likhitAnAM prathamajAtAnAm utsavaH samitizca sarvveSAM vicArAdhipatirIzvaraH siddhIkRtadhArmmikAnAm AtmAno
3a0c18007b	nUtananiyamasya madhyastho yIzuH, aparaM hAbilo raktAt zreyaH pracArakaM prokSaNasya raktaJcaiteSAM sannidhau yUyam AgatAH|
3a0c1900b5	sAvadhAnA bhavata taM vaktAraM nAvajAnIta yato hetoH pRthivIsthitaH sa vaktA yairavajJAtastai ryadi rakSA nAprApi tarhi svargIyavaktuH parAGmukhIbhUyAsmAbhiH kathaM rakSA prApsyate?
3a0c1a009c	tadA tasya ravAt pRthivI kampitA kintvidAnIM tenedaM pratijJAtaM yathA, "ahaM punarekakRtvaH pRthivIM kampayiSyAmi kevalaM tannahi gaganamapi kampayiSyAmi|"
3a0c1b006b	sa ekakRtvaH zabdo nizcalaviSayANAM sthitaye nirmmitAnAmiva caJcalavastUnAM sthAnAntarIkaraNaM prakAzayati|
3a0c1c0083	ataeva nizcalarAjyaprAptairasmAbhiH so'nugraha Alambitavyo yena vayaM sAdaraM sabhayaJca tuSTijanakarUpeNezvaraM sevituM zaknuyAma|
3a0c1d0025	yato'smAkam IzvaraH saMhArako vahniH|
3a0d01003d	bhrAtRSu prema tiSThatu| atithisevA yuSmAbhi rna vismaryyatAM
3a0d02003f	yatastayA pracchannarUpeNa divyadUtAH keSAJcid atithayo'bhavan|
3a0d03004c	bandinaH sahabandibhiriva duHkhinazca dehavAsibhiriva yuSmAbhiH smaryyantAM|
3a0d040071	vivAhaH sarvveSAM samIpe sammAnitavyastadIyazayyA ca zuciH kintu vezyAgAminaH pAradArikAzcezvareNa daNDayiSyante|
3a0d050087	yUyam AcAre nirlobhA bhavata vidyamAnaviSaye santuSyata ca yasmAd Izvara evedaM kathitavAn, yathA, "tvAM na tyakSyAmi na tvAM hAsyAmi|"
3a0d06008e	ataeva vayam utsAhenedaM kathayituM zaknumaH, "matpakSe paramezo'sti na bheSyAmi kadAcana| yasmAt mAM prati kiM karttuM mAnavaH pArayiSyati||"
3a0d070097	yuSmAkaM ye nAyakA yuSmabhyam Izvarasya vAkyaM kathitavantaste yuSmAbhiH smaryyantAM teSAm AcArasya pariNAmam Alocya yuSmAbhisteSAM vizvAso'nukriyatAM|
3a0d080029	yIzuH khrISTaH zvo'dya sadA ca sa evAste|
3a0d09009b	yUyaM nAnAvidhanUtanazikSAbhi rna parivarttadhvaM yato'nugraheNAntaHkaraNasya susthirIbhavanaM kSemaM na ca khAdyadravyaiH| yatastadAcAriNastai rnopakRtAH|
3a0d0a005f	ye daSyasya sevAM kurvvanti te yasyA dravyabhojanasyAnadhikAriNastAdRzI yajJavedirasmAkam Aste|
3a0d0b007f	yato yeSAM pazUnAM zoNitaM pApanAzAya mahAyAjakena mahApavitrasthAnasyAbhyantaraM nIyate teSAM zarIrANi zibirAd bahi rdahyante|
3a0d0c0066	tasmAd yIzurapi yat svarudhireNa prajAH pavitrIkuryyAt tadarthaM nagaradvArasya bahi rmRtiM bhuktavAn|
3a0d0d0052	ato hetorasmAbhirapi tasyApamAnaM sahamAnaiH zibirAd bahistasya samIpaM gantavyaM|
3a0d0e0050	yato 'trAsmAkaM sthAyi nagaraM na vidyate kintu bhAvi nagaram asmAbhiranviSyate|
3a0d0f0074	ataeva yIzunAsmAbhi rnityaM prazaMsArUpo balirarthatastasya nAmAGgIkurvvatAm oSThAdharANAM phalam IzvarAya dAtavyaM|
3a0d10005d	aparaJca paropakAro dAnaJca yuSmAbhi rna vismaryyatAM yatastAdRzaM balidAnam IzvarAya rocate|
3a0d1100ff	yUyaM svanAyakAnAm AjJAgrAhiNo vazyAzca bhavata yato yairupanidhiH pratidAtavyastAdRzA lokA iva te yuSmadIyAtmanAM rakSaNArthaM jAgrati, ataste yathA sAnandAstat kuryyu rna ca sArttasvarA atra yatadhvaM yatasteSAm Arttasvaro yuSmAkam iSTajanako na bhavet|
3a0d120091	aparaJca yUyam asmannimittiM prArthanAM kuruta yato vayam uttamamanoviziSTAH sarvvatra sadAcAraM karttum icchukAzca bhavAma iti nizcitaM jAnImaH|
3a0d13005e	vizeSato'haM yathA tvarayA yuSmabhyaM puna rdIye tadarthaM prArthanAyai yuSmAn adhikaM vinaye|
3a0d140068	anantaniyamasya rudhireNa viziSTo mahAn meSapAlako yena mRtagaNamadhyAt punarAnAyi sa zAntidAyaka Izvaro
3a0d1500be	nijAbhimatasAdhanAya sarvvasmin satkarmmaNi yuSmAn siddhAn karotu, tasya dRSTau ca yadyat tuSTijanakaM tadeva yuSmAkaM madhye yIzunA khrISTena sAdhayatu| tasmai mahimA sarvvadA bhUyAt| Amen|
3a0d160068	he bhrAtaraH, vinaye'haM yUyam idam upadezavAkyaM sahadhvaM yato'haM saMkSepeNa yuSmAn prati likhitavAn|
3a0d170084	asmAkaM bhrAtA tImathiyo mukto'bhavad iti jAnIta, sa ca yadi tvarayA samAgacchati tarhi tena sArddhaMm ahaM yuSmAn sAkSAt kariSyAmi|
3a0d180063	yuSmAkaM sarvvAn nAyakAn pavitralokAMzca namaskuruta| aparam itAliyAdezIyAnAM namaskAraM jJAsyatha|
3a0d190030	anugraho yuSmAkaM sarvveSAM sahAyo bhUyAt| Amen|
3b00000007	yAkUbaH
3b0101006d	Izvarasya prabho ryIzukhrISTasya ca dAso yAkUb vikIrNIbhUtAn dvAdazaM vaMzAn prati namaskRtya patraM likhati|
3b01020064	he mama bhrAtaraH, yUyaM yadA bahuvidhaparIkSASu nipatata tadA tat pUrNAnandasya kAraNaM manyadhvaM|
3b01030049	yato yuSmAkaM vizvAsasya parIkSitatvena dhairyyaM sampAdyata iti jAnItha|
3b0104007f	tacca dhairyyaM siddhaphalaM bhavatu tena yUyaM siddhAH sampUrNAzca bhaviSyatha kasyApi guNasyAbhAvazca yuSmAkaM na bhaviSyati|
3b01050092	yuSmAkaM kasyApi jJAnAbhAvo yadi bhavet tarhi ya IzvaraH saralabhAvena tiraskAraJca vinA sarvvebhyo dadAti tataH sa yAcatAM tatastasmai dAyiSyate|
3b01060084	kintu sa niHsandehaH san vizvAsena yAcatAM yataH sandigdho mAnavo vAyunA cAlitasyotplavamAnasya ca samudrataraGgasya sadRzo bhavati|
3b01070036	tAdRzo mAnavaH prabhoH kiJcit prApsyatIti na manyatAM|
3b0108002b	dvimanA lokaH sarvvagatiSu caJcalo bhavati|
3b01090029	yo bhrAtA namraH sa nijonnatyA zlAghatAM|
3b010a0050	yazca dhanavAn sa nijanamratayA zlAghatAMyataH sa tRNapuSpavat kSayaM gamiSyati|
3b010b0094	yataH satApena sUryyeNoditya tRNaM zoSyate tatpuSpaJca bhrazyati tena tasya rUpasya saundaryyaM nazyati tadvad dhaniloko'pi svIyamUDhatayA mlAsyati|
3b010c0085	yo janaH parIkSAM sahate sa eva dhanyaH, yataH parIkSitatvaM prApya sa prabhunA svapremakAribhyaH pratijJAtaM jIvanamukuTaM lapsyate|
3b010d0079	Izvaro mAM parIkSata iti parIkSAsamaye ko'pi na vadatu yataH pApAyezvarasya parIkSA na bhavati sa ca kamapi na parIkSate|
3b010e004f	kintu yaH kazcit svIyamanovAJchayAkRSyate lobhyate ca tasyaiva parIkSA bhavati|
3b010f0061	tasmAt sA manovAJchA sagarbhA bhUtvA duSkRtiM prasUte duSkRtizca pariNAmaM gatvA mRtyuM janayati|
3b0110002b	he mama priyabhrAtaraH, yUyaM na bhrAmyata|
3b01110098	yat kiJcid uttamaM dAnaM pUrNo varazca tat sarvvam UrddhvAd arthato yasmin dazAntaraM parivarttanajAtacchAyA vA nAsti tasmAd dIptyAkarAt pituravarohati|
3b0112007e	tasya sRSTavastUnAM madhye vayaM yat prathamaphalasvarUpA bhavAmastadarthaM sa svecchAtaH satyamatasya vAkyenAsmAn janayAmAsa|
3b0113006d	ataeva he mama priyabhrAtaraH, yuSmAkam ekaiko janaH zravaNe tvaritaH kathane dhIraH krodhe'pi dhIro bhavatu|
3b01140034	yato mAnavasya krodha IzvarIyadharmmaM na sAdhayati|
3b01150085	ato heto ryUyaM sarvvAm azucikriyAM duSTatAbAhulyaJca nikSipya yuSmanmanasAM paritrANe samarthaM ropitaM vAkyaM namrabhAvena gRhlIta|
3b01160067	aparaJca yUyaM kevalam AtmavaJcayitAro vAkyasya zrotAro na bhavata kintu vAkyasya karmmakAriNo bhavata|
3b0117008b	yato yaH kazcid vAkyasya karmmakArI na bhUtvA kevalaM tasya zrotA bhavati sa darpaNe svIyazArIrikavadanaM nirIkSamANasya manujasya sadRzaH|
3b01180040	AtmAkAre dRSTe sa prasthAya kIdRza AsIt tat tatkSaNAd vismarati|
3b01190092	kintu yaH kazcit natvA mukteH siddhAM vyavasthAm Alokya tiSThati sa vismRtiyuktaH zrotA na bhUtvA karmmakarttaiva san svakAryye dhanyo bhaviSyati|
3b011a0063	anAyattarasanaH san yaH kazcit svamano vaJcayitvA svaM bhaktaM manyate tasya bhakti rmudhA bhavati|
3b011b0091	klezakAle pitRhInAnAM vidhavAnAJca yad avekSaNaM saMsArAcca niSkalaGkena yad AtmarakSaNaM tadeva piturIzvarasya sAkSAt zuci rnirmmalA ca bhaktiH|
3b02010066	he mama bhrAtaraH, yUyam asmAkaM tejasvinaH prabho ryIzukhrISTasya dharmmaM mukhApekSayA na dhArayata|
3b0202007b	yato yuSmAkaM sabhAyAM svarNAGgurIyakayukte bhrAjiSNuparicchade puruSe praviSTe malinavastre kasmiMzcid daridre'pi praviSTe
3b020300c0	yUyaM yadi taM bhrAjiSNuparicchadavasAnaM janaM nirIkSya vadeta bhavAn atrottamasthAna upavizatviti kiJca taM daridraM yadi vadeta tvam amusmin sthAne tiSTha yadvAtra mama pAdapITha upavizeti,
3b02040041	tarhi manaHsu vizeSya yUyaM kiM kutarkaiH kuvicArakA na bhavatha?
3b020500c2	he mama priyabhrAtaraH, zRNuta, saMsAre ye daridrAstAn Izvaro vizvAsena dhaninaH svapremakAribhyazca pratizrutasya rAjyasyAdhikAriNaH karttuM kiM na varItavAn? kintu daridro yuSmAbhiravajJAyate|
3b02060050	dhanavanta eva kiM yuSmAn nopadravanti balAcca vicArAsanAnAM samIpaM na nayanti?
3b0207003f	yuSmadupari parikIrttitaM paramaM nAma kiM taireva na nindyate?
3b02080089	kiJca tvaM svasamIpavAsini svAtmavat prIyasva, etacchAstrIyavacanAnusArato yadi yUyaM rAjakIyavyavasthAM pAlayatha tarhi bhadraM kurutha|
3b02090059	yadi ca mukhApekSAM kurutha tarhi pApam Acaratha vyavasthayA cAjJAlaGghina iva dUSyadhve|
3b020a006c	yato yaH kazcit kRtsnAM vyavasthAM pAlayati sa yadyekasmin vidhau skhalati tarhi sarvveSAm aparAdhI bhavati|
3b020b00b6	yato hetostvaM paradArAn mA gaccheti yaH kathitavAn sa eva narahatyAM mA kuryyA ityapi kathitavAn tasmAt tvaM paradArAn na gatvA yadi narahatyAM karoSi tarhi vyavasthAlaGghI bhavasi|
3b020c0066	mukte rvyavasthAto yeSAM vicAreNa bhavitavyaM tAdRzA lokA iva yUyaM kathAM kathayata karmma kuruta ca|
3b020d0057	yo dayAM nAcarati tasya vicAro nirddayena kAriSyate, kintu dayA vicAram abhibhaviSyati|
3b020e00a2	he mama bhrAtaraH, mama pratyayo'stIti yaH kathayati tasya karmmANi yadi na vidyanta tarhi tena kiM phalaM? tena pratyayena kiM tasya paritrANaM bhavituM zaknoti?
