0100000008	Kejadian
3a0c1d0082	Karena tentang Allah kita, Kitab Suci menuliskan, Allah “bagaikan api yang membakar habis segala sesuatu yang tidak sempurna.”
3a0d01004d	Sebagai saudara-saudari seiman, hendaklah kalian saling mengasihi senantiasa.
3a0d0200d4	Jangan segan-segan membuka pintu rumahmu bagi siapa saja yang memerlukan tumpangan. Dengan berbuat begitu, ada orang-orang yang pernah menerima malaikat-malaikat sebagai tamu di rumah mereka, tanpa mereka sadari!
3a0d0300e2	Janganlah lupa mendoakan dan menolong saudara-saudari seiman kita yang sedang dipenjara dan yang dianiaya. Lakukanlah itu dengan sungguh-sungguh seakan kamu sendiri juga sedang dipenjara dan turut merasakan penderitaan mereka.
3a0d0400d7	Hendaklah kamu semua menghargai pernikahanmu masing-masing sebagai ikatan yang suci, dan jagalah hubungan antara suami-istri supaya tetap murni. Karena Allah akan menghukum setiap orang yang berbuat cabul atau zina.
3a0d0500be	Janganlah kamu mengejar uang. Sebaliknya puaslah dengan apa yang kamu punya, karena Allah berkata, “Aku tidak akan pernah membiarkan kamu dan tidak akan pernah meninggalkanmu sendirian.”
3a0d0600bb	Itu sebabnya, seperti penulis Mazmur, dengan yakin kita bisa berkata, “TUHAN adalah Penolongku! Aku tidak akan takut. Orang yang memusuhi aku tidak bisa melakukan apa-apa terhadapku.”
3a0d0700ce	Ingatlah para pemimpinmu, yakni mereka yang pernah menyampaikan Firman Allah kepadamu dan yang sudah mendahului kita ke surga. Renungkanlah cara hidup mereka yang baik dan ikutilah teladan keyakinan mereka.
3a0d080053	Kristus Yesus tidak pernah berubah sejak dulu, sekarang, dan sampai selama-lamanya.
3a0d090160	Janganlah kalian disesatkan oleh orang-orang yang membawa berbagai macam ajaran lain. Lebih baik hatimu dikuatkan dengan bergantung pada kebaikan hati Allah saja, daripada mengikuti mereka yang sibuk dengan banyak peraturan tentang makanan. Tidak ada orang yang pernah berhasil menjadi sempurna di mata Allah dengan mengikuti aturan-aturan semacam itu.
3a0d0a0112	Dalam cara persembahan kurban yang lama, para imam bisa memakan dua bagian daging dari setiap hewan kurban. Namun dalam cara yang baru, kita diberkati melalui mezbah surgawi, dan para imam yang melayani di rumah Allah di dunia ini tidak berhak makan apa pun dari mezbah itu.
3a0d0b0184	Tetapi boleh dikatakan bahwa cara yang baru mirip juga dengan cara yang lama. Daging kurban pengampunan dosa tidak ada yang dimakan oleh imam. Sesudah imam besar membawa darah hewan tersebut ke ruang mahakudus, yaitu darah untuk pengampunan dosa, seluruh bagian tubuh hewan itu dibakar habis menjadi abu di tempat lain, di luar perkemahan umat Israel, bukan di atas mezbah di rumah TUHAN.
3a0d0c0080	Demikian juga Yesus sudah menderita di luar kota Yerusalem, supaya kita disucikan dengan darah-Nya sendiri dan menjadi umat-Nya.
3a0d0d00e7	Karena itu, secara rohani marilah kita pergi kepada Yesus di luar benteng kota. Artinya, jangan malu untuk meninggalkan aturan-aturan Yahudi yang lama, dan anggaplah sebagai suatu kehormatan kalau kita dihina karena mengikut Yesus.
3a0d0e0066	Sebab di bumi ini kita tidak mempunyai kota tempat tinggal yang kekal. Kita menantikan Yerusalem baru.
3a0d0f00c8	Jadi, melalui Yesus, marilah kita memberikan persembahan rohani kepada Allah setiap saat, yakni memuji Dia melalui semua perkataan kita dan dengan berani memberitakan bahwa Yesus adalah Penguasa kita.
3a0d100099	Juga janganlah lupa melakukan yang baik terhadap orang-orang lain dan saling menolong, karena itu pun merupakan persembahan yang menyenangkan hati Allah.
3a0d11018e	Hendaklah kita menghormati dan menaati para pemimpin jemaat, sebab Allah menugaskan mereka untuk berjaga atas kehidupan rohani kita masing-masing, dan kelak mereka harus memberi pertanggungjawaban kepada Allah. Karena itu hormat dan taatlah kepada mereka selalu, supaya mereka bisa melaksanakan tugas dengan sukacita. Kalau mereka bekerja dengan rasa kesal, itu tidak akan membawa berkat bagi kita.
3a0d1200a7	Tetaplah berdoa untuk saya dan semua orang yang bekerjasama dengan saya. Sebab kami yakin bahwa hati nurani kami bersih, dan kami selalu berusaha melakukan yang benar.
3a0d13005c	Secara khusus, saya mohon doakanlah supaya Allah segera mengutus saya kembali kepada kalian.
3a0d14012e	Kiranya Allah sumber ketenangan, yang membangkitkan Yesus Penguasa kita dari kematian, melengkapi segala sesuatu yang kalian perlukan untuk melakukan kehendak-Nya. Dan melalui pertolongan Kristus Yesus, Gembala Agung kita yang mensahkan perjanjian baru dari Allah melalui persembahan darah-Nya sendiri,
3a0d150094	kiranya Allah memampukan kalian untuk melakukan segala sesuatu yang menyenangkan hati-Nya. Berilah kemuliaan kepada-Nya sampai selama-lamanya. Amin.
3a0d1600a7	Saudara-saudari, saya mohon supaya kalian sabar mendengarkan nasihat-nasihat dalam surat ini ketika dibacakan di depan jemaat, karena surat saya tidak terlalu panjang.
3a0d1700a9	Saya juga memberitahukan bahwa saudara kita Timotius sudah dibebaskan dari penjara. Kalau dalam waktu dekat dia datang ke sini, saya akan mengajaknya mengunjungi kalian.
3a0d1800c9	Sampaikan salam saya kepada semua pemimpin kalian dan seluruh umat Allah di sana— orang-orang yang disucikan-Nya karena percaya kepada Yesus. Salam untuk kalian dari saudara-saudari seiman di Italia.
3a0d190046	Akhir kata, kiranya Allah selalu berbaik hati kepada kamu semua. Amin.
3b00000007	Yakobus
3b010100d2	Kepada Saudara-saudari seiman saya, yaitu kedua belas suku umat Allah yang tersebar ke berbagai penjuru dunia karena pengungsian. Salam sejahtera dari saya Yakobus, hamba Allah dan Kristus Yesus, Penguasa kita.
3b0102009c	Saudara-saudari, setiap kali keyakinan kalian masing-masing diuji lewat berbagai kesusahan, anggaplah semua itu sebagai berkat dan bersukacitalah karenanya,
3b01030061	sebab kamu tahu bahwa setiap ujian membuat kita semakin kuat untuk bertahan dalam keyakinan kita.
3b01040089	Jadi, bertahanlah terus sampai akhir supaya kamu tumbuh dewasa dan semakin diperlengkapi sehingga tidak kekurangan apa pun secara rohani.
3b0105010a	Namun, kalau kamu merasa kekurangan hikmat saat mengalami ujian, mintalah kepada Allah. Dia sangat murah hati kepada semua orang dan tidak pernah marah kalau kita meminta hikmat kepada-Nya. Karena itu mintalah, maka hikmat yang kamu perlukan akan diberikan kepadamu,
3b010600bc	asalkan kamu memintanya dengan percaya penuh. Jangan ragu bahwa Allah bersedia memberikannya. Sebab orang yang ragu-ragu sama seperti ombak yang terombang-ambing ke sana kemari oleh angin.
3b010700eb	Orang seperti itu belum memutuskan dalam hatinya apakah dia akan percaya penuh dan mengandalkan TUHAN atau tidak. Pikirannya selalu berubah-ubah sehingga dia tidak bisa maju. Jadi, bila kamu ragu-ragu, jangan harap doamu dijawab TUHAN!
3b010900b2	Saudara-saudari, kalau kamu miskin atau mempunyai kedudukan rendah, bersukacitalah! Sesungguhnya Allah sudah memberikan kedudukan yang tinggi kepadamu sebagai warga kerajaan-Nya.
3b010a00c0	Sebaliknya, kalau kamu kaya atau mempunyai kedudukan tinggi, jangan sombong, tetapi sadarilah bahwa semua itu hanya sementara. Karena orang kaya ibarat bunga rumput yang cepat layu dan rontok.
3b010b00e8	Ketika matahari meninggi dan angin panas berhembus, rumput pun mengering dan bunganya gugur, lalu lenyaplah keindahannya. Demikianlah yang akan terjadi pada setiap orang kaya. Mereka mati pada waktu usahanya sedang mekar berkembang.
3b010c00df	Bersukacitalah saat kamu bergumul melewati ujian atas keyakinanmu, karena sesudah kamu lulus dari semua ujian di dunia ini, kamu akan diberi mahkota kemenangan sesuai dengan janji TUHAN kepada kita semua yang mengasihi-Nya.
3b010d00e3	Saat kamu merasa tergoda untuk berbuat dosa, jangan pernah berpikir bahwa Allah yang memberi godaan itu kepadamu. Karena Allah tidak mungkin tergoda untuk berbuat kejahatan, dan Dia tidak pernah memberi godaan kepada siapa pun.
3b010e008a	Sesungguhnya keinginanmu sendirilah yang membuat kamu tergoda, karena kamu membiarkan dirimu terseret sampai terjerat pada hawa nafsu itu.
3b010f00fd	Keinginan jahat yang kamu pelihara di dalam hatimu akan berkembang dan terus membesar hingga kamu tidak mampu menahannya lagi. Lalu kamu melakukannya dan dengan demikian melahirkan dosa. Seiring waktu, dosa itu pun pada akhirnya menghasilkan kebinasaan.
3b01100040	Saudara-saudari yang saya kasihi, jangan keliru tentang hal ini:
3b011100e4	Allah Bapa, yang menciptakan semua benda penerang di langit, bukanlah seperti bulan yang cahayanya tidak tetap dan sering berubah-ubah. Dia adalah sumber segala berkat. Semua pemberian yang baik dan yang sempurna turun dari-Nya.
3b011200f6	Salah satu pemberian-Nya yang sempurna itu ialah ketika Allah berkenan memilih kita untuk dilahirkan kembali secara rohani melalui berita keselamatan yang benar, supaya kita yang percaya pada berita itu menjadi umat kepunyaan Allah yang istimewa.
3b011300a7	Karena itu, Saudara-saudari yang saya kasihi, hendaklah kamu semua membiasakan diri untuk menjadi pendengar yang baik. Jangan buru-buru bicara, dan jangan cepat marah.
3b0114005d	Jika kamu bertindak dalam keadaan marah, tindakanmu pasti tidak sesuai dengan kehendak Allah.
3b011500f0	Oleh sebab itu, buanglah segala sesuatu yang kotor, najis, atau jahat, yang masih ada pada dirimu. Dan dengan rendah hati terimalah ajaran benar yang ditaburkan Allah di dalam hatimu, yaitu Firman-Nya yang berkuasa untuk menyelamatkan kita.
3b011600a2	Tetapi Firman itu harus kamu lakukan, bukan hanya didengar. Janganlah menipu diri sendiri dengan berpikir, “Bagi saya, mendengar Firman-Nya saja sudah cukup!”
3b01170074	Karena orang yang mendengar ajaran Allah tanpa melakukannya ibarat orang yang memandang mukanya sendiri pada cermin.
3b01180097	Dia hanya tahu bentuk wajahnya selama berada di depan cermin. Tetapi begitu pergi, dia tidak dapat melihatnya lagi dan segera lupa bentuk wajahnya itu.
3b011900c7	Demikian jugalah hukum TUHAN yang sempurna dan memberi kebebasan. Janganlah kamu hanya mendengar lalu melupakannya, tetapi lakukanlah itu, maka Allah akan memberkatimu dalam segala yang kamu perbuat.
3b011a00e3	Contohnya begini: Bila kamu merasa sudah hidup dengan baik sesuai peraturan agama, tetapi kamu tidak berhati-hati dengan ucapanmu, berarti kamu munafik dan sudah menipu diri sendiri. Percuma saja cara beragama yang seperti itu.
3b011b00f9	Cara beragama yang sempurna dan yang tidak bercela di mata Allah Bapa kita diwujudkan dengan memperhatikan kesusahan anak yatim piatu dan janda serta menolong mereka, juga dengan menjaga diri kita agar tidak ternoda oleh keinginan-keinginan duniawi.
3b02010095	Saudara-saudari, sebagai orang yang percaya kepada Kristus Yesus, Penguasa kita yang mulia, kita tidak boleh pilih kasih berdasarkan kedudukan orang.
3b020200d0	Misalnya, ketika dua orang masuk ke dalam pertemuan kalian, yang satu kaya dan mengenakan pakaian mewah serta cincin emas yang besar, sedangkan yang kedua miskin dan berpakaian jelek, apa yang kalian lakukan?
3b0203011a	Biasanya kalian cenderung memberi perhatian khusus kepada orang yang berpakaian bagus itu dan berkata kepadanya, “Silakan duduk di tempat yang baik ini,” sedangkan kepada yang miskin itu kalian berkata, “Kamu berdiri di sana,” atau, “Duduklah di lantai dekat kaki saya.”
3b0204006e	Dengan berbuat begitu, jelaslah bahwa kalian membeda-bedakan orang dan main hakim sendiri dengan maksud jahat!
3b02050129	Saudara-saudari yang saya kasihi, coba pikirkan! Nyatanya Allah sudah memilih banyak orang yang miskin secara jasmani untuk menjadi kaya secara rohani. Mereka percaya penuh kepada Kristus sehingga berhak menjadi warga kerajaan Allah, sesuai dengan janji-Nya kepada setiap orang yang mengasihi Dia.
3b020600bf	Karena itu, tidak seorang pun pantas dianggap hina! Lagipula justru orang kayalah yang selalu menindas kita. Merekalah yang biasanya menyeret kita ke pengadilan untuk merampas hak milik kita.
3b02070068	Mereka jugalah yang suka menjelek-jelekkan nama baik Yesus yang sudah menjadikan kita sebagai milik-Nya.
3b020800c9	Kalian akan berbuat benar bila menaati Hukum Kasih yang diberikan oleh Raja kita Yesus, yaitu perintah yang tertulis di dalam Kitab Suci, “Kasihilah sesamamu seperti kamu mengasihi dirimu sendiri.”
3b02090076	Sebaliknya, kalau kamu pilih kasih berdasarkan kedudukan orang, berarti kamu berdosa karena melanggar Hukum Kasih itu.
3b020a0105	Ingatlah bahwa sekalipun kamu menaati seluruh hukum Taurat tetapi lupa melakukan satu peraturan kecil di dalamnya, berarti kamu sudah melanggar seluruh hukum Taurat itu dan layak dihukum Allah, karena hukum Taurat diperhitungkan sebagai satu kesatuan yang utuh.
3b020b00fa	Sebagai contoh, dalam hukum Taurat Allah memerintahkan, “Jangan berzina” dan “Jangan membunuh.” Kalau kamu tidak berzina tetapi membunuh seseorang, kamu sudah melanggar hukum Taurat secara keseluruhan, bukan hanya melanggar larangan membunuh.
3b020c00ab	Oleh karena itu, hendaklah kita berbicara dan menjalani hidup sebagai orang-orang yang akan diadili Kristus menurut Hukum Kasih-Nya, yaitu Hukum yang memberikan kebebasan.
3b020d00c4	Sebab pada Hari Pengadilan, orang yang tidak berbelas kasihan kepada sesamanya juga tidak akan dikasihani oleh Tuhan. Tetapi orang yang berbelas kasihan tidak perlu takut terhadap Hari Pengadilan.
3b020e0102	Saudara-saudari, kalau seseorang berkata, “Saya percaya penuh kepada Kristus,” tetapi dia tidak melakukan apa pun yang menunjukkan keyakinannya itu, berarti ucapannya hanya omong kosong belaka. Kita tidak diselamatkan berdasarkan ucapan seperti itu saja!
3b020f006a	Coba pikirkan contoh ini: Ada seorang saudara seimanmu yang setiap harinya kekurangan pakaian dan makanan.
3b021000e2	Lalu kamu yang sudah berkelebihan berkata kepadanya, “Selamat jalan! Semoga Tuhan memberimu pakaian dan makanan,” tetapi kamu sama sekali tidak membagi apa pun kepadanya. Dengan demikian, kata-katamu itu omong kosong saja.
3b02110083	Sama halnya dengan keyakinan kepada Kristus: Kalau keyakinan kita tidak dinyatakan lewat perbuatan, berarti itu bukanlah keyakinan.
3b02120120	Tentu akan ada yang berkata, “Tidak semua orang menunjukkan keyakinannya melalui perbuatan.” Kepada orang yang berpikir demikian saya menjawab, “Semua orang yang benar-benar meyakini sesuatu pasti menunjukkannya dengan perbuatan, kalau tidak berarti keyakinannya patut diragukan.”
3b02130104	Keyakinan tanpa perbuatan tidak ada bedanya dengan kepercayaan setan! Kamu percaya bahwa hanya ada satu Allah. Bagus! Setan-setan juga percaya demikian! Dan mereka gemetar ketakutan karena tahu bahwa kepercayaan itu tidak akan menyelamatkan mereka dari neraka.
3b02140079	Jangan bebal! Kalau kamu masih perlu bukti bahwa keyakinan tanpa perbuatan hanyalah omong kosong, pikirkanlah contoh ini:
3b021500b9	Nenek moyang kita Abraham pun diterima oleh Allah sebagai orang benar saat keyakinannya dibuktikan lewat perbuatan, yaitu ketika dia sudah siap mengurbankan Isak anaknya di atas mezbah.
3b0216008f	Lihatlah, keyakinan dan perbuatan Abraham bekerja sama. Maksudnya, keyakinannya sungguh-sungguh nyata karena ada perbuatan yang membuktikannya.
3b021700d2	Demikianlah maksud ayat Kitab Suci yang mengatakan, “Abraham percaya kepada janji Allah, karena itu dia diterima Allah sebagai orang benar.” Itulah sebabnya dalam Kitab Suci dia disebut “sahabat Allah.”
3b02180071	Kini jelaslah bahwa kita dibenarkan di hadapan Allah lewat perbuatan kita juga, bukan hanya karena ‘percaya’.
3b0219010b	Contoh lainnya adalah Rahab, pelacur yang menerima dua orang mata-mata utusan Yosua. Keyakinannya kepada Allah terbukti nyata lewat perbuatan ketika dia menolong mereka berdua lolos dari tangan musuh. Itulah sebabnya dia diterima sebagai orang benar dan diselamatkan.
3b021a0079	Jadi, ibarat seseorang terbukti masih hidup kalau dia bernafas, demikianlah keyakinan terbukti benar kalau ada perbuatan.
3b030100c8	Saudara-saudariku, sebaiknya janganlah banyak di antara kalian yang menjadi pengajar Firman TUHAN. Sebab kalian tahu bahwa Allah akan mengadili para pengajar Firman-Nya dengan ukuran yang lebih berat.
3b030200ab	Setiap orang tentu banyak berbuat salah. Kalau ada orang yang tidak pernah salah dalam perkataannya, dia pasti orang sempurna dan mampu mengendalikan seluruh perbuatannya.
3b03030065	Ibarat kuda, kita bisa mengatur seluruh gerak tubuhnya hanya dengan mengendalikan kekang di mulutnya.
3b030400f8	Begitu juga dengan kapal. Meski ukurannya amat besar dan memerlukan tenaga angin yang kuat untuk melaju, tetapi yang mengendalikan kapal besar itu hanya sebuah kemudi kecil, dan orang yang memegang kemudilah yang menentukan ke mana kapal itu pergi.
3b03050119	Demikianlah halnya dengan lidah. Meskipun lidah hanya bagian kecil dari tubuh, kita bisa memakainya untuk menyombongkan diri dan menciptakan kekacauan besar! Biarpun kecil, lidah dapat merusak banyak hal, sebagaimana hutan yang luas bisa terbakar hanya karena lidah api yang kecil.
