0100000009	1 Mosebog
3603050064	(dersom en ikke veed at forestå sit eget Hus, hvorledes vil han da kunne sørge for Guds Menighed?)
3603060057	ikke ny i Troen, som at han ikke skal blive opblæst og falde ind under Djævelens Dom.
3603070081	Men han bør også have et godt Vidnesbyrd af dem, som ere udenfor; for at han ikke skal falde i Forhånelse og Djævelens Snare.
3603080073	Menighedstjenere bør ligeledes være ærbare, ikke tvetungede, ikke hengivne til megen Vin, ikke til slet Vinding,
3603090033	bevarende Troens Hemmelighed i en ren Samvittighed.
36030a0058	Men også disse skulle først prøves, og siden gøre Tjeneste, hvis de ere ustrafelige.
36030b0055	Kvinder bør ligeledes være ærbare, ikke bagtaleriske, ædruelige, tro i alle Ting.
36030c005a	En Menighedstjener skal være een Kvindes Mand og forestå sine Børn og sit eget Hus vel.
36030d007e	Thi de, som have tjent vel i Menigheden, de erhverve sig selv en smuk Stilling og megen Frimodighed i Troen på Kristus Jesus.
36030e004b	Disse Ting skriver jeg dig til, ihvorvel jeg håber at komme snart til dig;
36030f009d	men dersom jeg tøver, da skal du heraf vide, hvorledes man bør færdes i Guds Hus, hvilket jo er den levende Guds Menighed, Sandhedens Søjle og Grundvold.
36031000c6	Og uden Modsigelse stor er den Gudsfrygtens Hemmelighed: Han, som blev åbenbaret i Kød, blev retfærdiggjort i Ånd, set af Engle, prædiket iblandt Hedninger, troet i Verden, optagen i Herlighed.
360401008a	Men Ånden siger klarlig, at i kommende Tider ville nogle falde fra Troen, idet de agte på forførende Ånder og på Dæmoners Lærdomme,
360402004d	ved Løgnlæreres Hykleri, som ere brændemærkede i deres egen Samvittighed,
36040300a7	som byde, at man ikke må gifte sig, og at man skal afholde sig fra Spiser, hvilke Gud har skabt til at nydes med Taksigelse af dem, som tro og have erkendt Sandheden.
3604040054	Thi al Guds Skabning er god, og intet er at forkaste, når det tages med Taksigelse;
3604050026	thi det helliges ved Guds Ord og Bøn.
3604060092	Når du foreholder Brødrene dette, er du en god Kristi Jesu Tjener, idet du næres ved Troens og den gode Læres Ord, den, som du har efterfulgt;
3604070052	men afvis de vanhellige og kælingagtige Fabler! Derimod øv dig selv i Gudsfrygt!
36040800a1	Thi den legemlige Øvelse er nyttig til lidet, men Gudsfrygten er nyttig til alle Ting, idet den har Forjættelse for det Liv, som nu er, og for det, som kommer.
360409002e	Den Tale er troværdig og al Modtagelse værd.
36040a008f	Thi derfor lide vi Møje og Forhånelser, fordi vi have sat vort Håb til den levende Gud, som er alle Menneskers Frelser, mest deres, som tro.
36040b0015	Påbyd og lær dette!
36040c0088	Lad ingen ringeagte dig for din Ungdoms Skyld, men bliv et Forbillede for dem, som tro, i Tale, i Vandel, i Kærlighed, i Tro, i Renhed!
36040d004d	Indtil jeg kommer, så giv Agt på Oplæsningen, Formaningen, Undervisningen.
36040e0070	Forsøm ikke den Nådegave, som er i dig, som blev given dig under Profeti med Håndspålæggelse af de Ældste.
36040f004e	Tænk på dette, lev i dette, for at din Fremgang må være åbenbar for alle.
3604100089	Giv Agt på dig selv og på Undervisningen: hold ved dermed; thi når du gør dette, skal du frelse både dig selv og dem, som høre dig.
360501005c	En gammel Mand må du ikke skælde på, men forman ham som en Fader, unge Mænd som Brødre,
3605020038	gamle Kvinder som Mødre, unge som Søstre, i al Renhed.
3605030027	Ær Enker, dem, som virkelig ere Enker;
36050400b5	men om en Enke har Børn eller Børnebørn, da lad dem først lære at vise deres eget Hus skyldig Kærlighed og gøre Gengæld imod Forældrene; thi dette er velbebageligt for Gud.
360505007f	Men den, som virkelig er Enke og står ene, har sat sit Håb til Gud og bliver ved med sine Bønner og Påkaldelser Nat og Dag;
3605060036	men den, som lever efter sine Lyster, er levende død.
3605070039	Forehold dem også dette, for at de må være ulastelige.
3605080081	Men dersom nogen ikke har Omsorg for sine egne og især for sine Husfæller, han har fornægtet Troen og er værre end en vantro.
360509005f	En Enke kan udnævnes når hun er ikke yngre end tresindstyve År, har været een Mands Hustru,
36050a00a4	har Vidnesbyrd for gode Gerninger, har opfostret Børn, har vist Gæstfrihed, har toet helliges Fødder, har hjulpet nødlidende, har lagt sig efter al god Gerning.
36050b005e	Men afvis unge Enker; thi når de i kødelig Attrå gøre Oprør imod Kristus, ville de giftes
36050c0039	og have så den Dom, at de have sveget deres første Tro.
36050d00cd	Tilmed lære de, idet de løbe omkring i Husene, at være ørkesløse, og ikke alene ørkesløse, men også at være sladderagtige og blande sig i uvedkommende Ting, idet de tale, hvad der er utilbørligt.
36050e0077	Derfor vil jeg, at unge Enker skulle giftes, føde Børn, styre Hus, ingen Anledning give Modstanderen til slet Omtale.
36050f0033	Thi allerede have nogle vendt sig bort efter Satan.
360510008c	Dersom nogen troende Kvinde har Enker, da lad hende hjælpe dem, og lad ikke Menigheden bebyrdes, for at den kan hjælpe de virkelige Enker.
3605110076	De Ældste, som ere gode Forstandere, skal man holde dobbelt Ære værd, mest dem, som arbejde i Tale og Undervisning.
3605120071	Thi Skriften siger: "Du må ikke binde Munden til på en Okse, som tærsker;" og: "Arbejderen er sin Løn værd."
360513004e	Tag ikke imod noget Klagemål imod en Ældste, uden efter to eller tre Vidner.
3605140055	Dem, som Synde, irettesæt dem for alles Åsyn, for at også de andre må have Frygt.
3605150097	Jeg besværger dig for Guds og Kristi Jesu og de udvalgte Engles Åsyn, at du vogter på dette uden Partiskhed, så du intet gør efter Tilbøjelighed.
360516006f	Vær ikke hastig til at lægge Hænder på nogen, og gør dig ikke delagtig i andres Synder; hold dig selv ren!
3605170058	Drik ikke længere bare Vand, men nyd lidt Vin for din Mave og dine jævnlige Svagheder.
3605180063	Nogle Menneskers Synder ere åbenbare og gå forud til Dom; men for nogle følge de også bagefter.
3605190071	Ligeledes ere også de gode Gerninger åbenbare, og de, som det forholder sig anderledes med, kunne ikke skjules.
3606010081	Alle de, som ere Trælle under Åg, skulle holde deres egne Herrer al Ære værd, for at ikke Guds Navn og Læren skal bespottes.
36060200d0	Men de, der have troende Herrer, må ikke ringeagte dem, fordi de ere Brødre, men tjene dem desto hellere, fordi de, som nyde godt af deres gode Gerning, ere troende og elskede. Lær dette, og forman dertil!
3606030086	Dersom nogen fører fremmed Lære og ikke holder sig til vor Herres Jesu Kristi sunde Ord og til den Lære, som stemmer med Gudsfrygt.
3606040084	han er opblæst, skønt han intet ved, men er syg for Stridigheder og Ordkampe, hvoraf kommer Avind, Kiv, Forhånelser, ond Mistanke
3606050084	og idelige Rivninger hos Mennesker, som ere fordærvede i Sindet og berøvede Sandheden, idet de mene, at Gudsfrygten er en Vinding.
360606003e	Vist nok er Gudsfrygten sammen med Nøjsomhed en stor Vinding.
3606070068	Thi vi have intet bragt ind i Verden, det er da åbenbart, at vi ej heller kunne bringe noget ud derfra.
3606080041	Men når vi have Føde og Klæder, ville vi dermed lade os nøje.
360609009b	Men de, som ville være rige, falde i Fristelse og Snare og mange ufornuftige og skadelige Begæringer, som nedsænke Menneskene i Undergang og Fortabelse;
36060a0095	thi Pengegridskheden er en Rod til alt ondt; og ved at hige derefter ere nogle farne vild fra Troen og have gennemstunget sig selv med mange Smerter.
36060b0080	Men du, o Guds Menneske! fly disse Ting; jag derimod efter Retfærdighed, Gudsfrygt, Tro, Kærlighed, Udholdenhed, Sagtmodighed;
36060c0080	strid Troens gode Strid, grib det evige Liv, til hvilket du er bleven kaldet og har aflagt den gode Bekendelse for mange Vidner.
36060d0085	Jeg byder dig for Guds Åsyn, som holder alle Ting i Live, og for Kristus Jesus, som vidnede den gode Bekendelse for Pontius Pilatus,
36060e0053	at du holder Budet uplettet, ulasteligt indtil vor Herres Jesu Kristi Åbenbarelse,
36060f0066	hvilken den salige og alene mægtige, Kongernes Konge og Herrernes Herre skal lade til Syne i sin Tid;
3606100095	han, som alene har Udødelighed, som bor i et utilgængeligt Lys, hvem intet Menneske har set, ikke heller kan se; ham være Ære og evig Magt! Amen!
36061100ab	Byd dem, som ere rige i den nærværende Verden, at de ikke hovmode sig, ej heller sætte Håb til den usikre Rigdom, men til Gud, som giver os rigeligt alle Ting at nyde;
3606120042	at de gøre godt, ere rige på gode Gerninger, gerne give, meddele
3606130069	og således, opsamle sig selv en god Grundvold for den kommende Tid, for at de kunne gribe det sande Liv.
3606140099	O Timotheus! vogt på den betroede Skat, idet du vender dig bort fra den vanhellige, tomme Snak og Indvendingerne fra den falskelig såkaldte Erkendelse,
3606150052	hvilken nogle have bekendt sig til og ere afvegne fra Troen. Nåden være med dig!
370000000a	2 Timoteus
3701010060	Paulus; Kristi Jesu Apostel ved Guds Villie, for at bringe Forjættelse om Livet i Kristus Jesus
370102006b	- til Timotheus, sit elskede Barn: Nåde, Barmhjertighed og Fred fra Gud Fader og Kristus Jesus, vor Herre!
3701030095	Jeg takker Gud, hvem jeg fra mine Forfædre af har tjent i en ren Samvittighed, ligesom jeg uafladelig har dig i Erindring i mine Bønner Nat og Dag,
3701040059	da jeg i Mindet om dine Tårer længes efter at se dig, for at jeg må fyldes med Glæde,
37010500a9	idet jeg er bleven mindet om den uskrømtede Tro, som er i dig, den, som boede først i din Mormoder Lois og din Moder Eunike, og jeg er vis på, at den også bor i dig.
370106006a	Derfor påminder jeg dig, at du opflammer den Guds Nådegave, som er i dig ved mine Hænders Pålæggelse.
3701070056	Thi Gud har ikke givet os Fejgheds Ånd, men Krafts og Kærligheds og Sindigheds Ånd.
370108007a	Derfor, skam dig ikke ved Vidnesbyrdet om vor Herre eller ved mig, hans Fange, men lid ondt med Evangeliet ved Guds Kraft,
37010900ac	han, som frelste os og kaldte os med en hellig Kaldelse, ikke efter vore Gerninger, men efter sit eget Forsæt og Nåden, som blev given os i Kristus Jesus fra evige Tider,
37010a00a3	men nu er kommen for Dagen ved vor Frelsers Jesu Kristi Åbenbarelse, han, som tilintetgjorde Døden, men bragte Liv og Uforkrænkelighed for Lyset ved Evangeliet,
37010b004c	for hvilket jeg er bleven sat til Prædiker og Apostel og Hedningers Lærer,
37010c00c3	hvorfor jeg også lider dette, men jeg skammer mig ikke derved; thi jeg ved, til hvem jeg har sat min Tro, og jeg er vis på, at han er mægtig til at vogte på den mig betroede Skat til hin Dag.
37010d005f	Hav et Forbillede i de sunde Ord, som du har hørt af mig, i Tro og Kærlighed i Kristus Jesus.
37010e0044	Vogt på den skønne betroede Skat ved den Helligånd, som bor i os.
37010f0062	Du ved dette, at alle de i Asien have vendt sig fra mig, iblandt hvilke ere Fygelus og Hermogenes.
3701100073	Herren vise Onesiforus's Hus Barmhjertighed; thi han har ofte vederkvæget mig og skammede sig ikke ved min Lænke,
3701110041	men da han kom til Rom, søgte han ivrigt efter mig og fandt mig.
370112007c	Herren give ham at finde Barmhjertighed fra Herren på hin Dag! Og hvor megen Tjeneste han har gjort i Efesus, ved du bedst.
370201003c	Du derfor, mit Barn! bliv stærk ved Nåden i Kristus Jesus;
3702020081	og hvad du har hørt af mig for mange Vidner, betro det til trofaste Mennesker, som kunne være dygtige også til at lære andre.
370203003c	Vær med til at lide ondt som en god Kristi Jesu Stridsmand.
370204006d	Ingen, som gør Krigstjeneste, indvikler sig i Livets Handeler for at han kan behage den, som tog ham i Sold.
370205006f	Og ligeså, når nogen møder i Væddekamp, bliver han dog ikke bekranset, dersom han ikke kæmper lovmæssigt.
370206003a	Den Bonde, som arbejder, bør først have Del i Frugterne.
3702070042	Mærk, hvad jeg siger; Herren vil jo give dig Indsigt i alle Ting.
3702080053	Kom Jesus Kristus i Hu, oprejst fra de døde, af Davids Sæd, efter mit Evangelium,
3702090065	for hvilket jeg lider ondt lige indtil at være bunden som en Misdæder; men Guds Ord er ikke bundet.
37020a0076	Derfor udholder jeg alt for de udvalgtes Skyld, for at også de skulle få Frelsen i Kristus Jesus med evig Herlighed.
37020b0056	Den Tale er troværdig; thi dersom vi ere døde med ham, skulle vi også leve med ham;
37020c006b	dersom vi holde ud, skulle vi også være Konger med ham; dersom vi fornægte, skal også han fornægte os;
37020d004f	dersom vi ere utro, forbliver han dog tro; thi fornægte sig selv kan han ikke.
37020e00a6	påmind om disse Ting, idet du besværger dem for Herrens Åsyn, at de ikke kives om Ord, hvilket er til ingen Nytte, men til Ødelæggelse for dem, som høre derpå.
37020f0094	Gør dig Flid for at fremstille dig selv som prøvet for Gud, som en, Arbejder, der ikke behøver at skamme sig, som rettelig lærer Sandhedens Ord.
3702100060	Men hold dig fra den vanhellige, tomme Snak; thi sådanne ville stedse gå videre i Ugudelighed,
370211004e	og deres Ord vil æde om sig som Kræft. Iblandt dem ere Hymenæus og Filetus,
370212006e	som ere afvegne fra Sandheden, idet de sige, at Opstandelsen er allerede sket, og de forvende Troen hos nogle.
370213008c	Dog, Guds faste Grundvold står og har dette Segl: "Herren kender sine" og: "Hver den, som nævner Herrens Navn, afstå fra Uretfærdighed."
370214007a	Men i et stort Hus er der ikke alene Kar af Guld og Sølv, men også af Træ og Ler, og nogle til Ære, andre til Vanære.
3702150084	Dersom da nogen holder sig ren fra disse, han skal være et Kar til Ære, helliget, Husbonden nyttigt, tilberedt til al god Gerning.
3702160098	Men fly de ungdommelige Begæringer; jag derimod efter Retfærdighed, Troskab, Kærlighed og Fred sammen med dem, som påkalde Herren af et rent Hjerte;
3702170055	og afvis de tåbelige og uforstandige Stridigheder, efterdi du ved, at de avle Kampe,
3702180072	men en Herrens Tjener bør ikke strides, men være mild imod alle, dygtig til at lære, i Stand til at tåle ondt,
370219007d	med Sagtmodighed irettesættende dem, som modsætte sig, om Gud dog engang vilde give dem Omvendelse til Sandheds Erkendelse,
37021a0062	og de kunde blive ædru igen fra Djævelens Snare, af hvem de ere fangne til at gøre hans Villie.
3703010045	Men vid dette, at i de sidste Dage skulle vanskelige Tider indtræde.
3703020090	Thi Menneskene skulle være egenkærlige, pengegridske, praleriske, hovmodige, spottelystne, ulydige imod Forældre, utaknemmelige, ryggesløse,
3703030054	ukærlige, uforligelige, bagtaleriske, uafholdne, rå, uden Kærlighed til det gode,
370304005a	forræderske, fremfusende, opblæste, Mennesker, som mere elske Vellyst, end de elske Gud,
3703050062	som have Gudfrygtigheds Skin, men have fornægtet dens Kraft. Og fra disse skal du vende dig bort!
3703060088	Thi til dem høre de, som snige sig ind i Husene og fange Kvindfolk, der ere belæssede med Synder og drives af mange Hånde Begæringer
370307003d	og altid lære og aldrig kunne komme til Sandheds Erkendelse.
370308008e	Men ligesom Jannes og Jambres stode Moses imod, således modstå også disse Sandheden: Mennesker, fordærvede i Sindet, forkastelige i Troen.
3703090074	Dog, de skulle ikke få Fremgang ydermere; thi deres Afsind skal blive åbenbart for alle, ligesom også hines blev.
37030a0067	Du derimod har efterfulgt mig i Lære, i Vandel, i Forsæt, Tro, Langmodighed, Kærlighed, Udholdenhed,
