2800000006	Matayu
33031000d6	Malagho gha kilisito na ghameme mu myoyo yenu. Mulihunde mabhene kwa mabhene na kulikinya kwa malango ghoha. Nnyimbe miymbo ya kutika na miyimbo ya tensi hya kinhuki, munnyimbile Chapanga mu myoyo yenu kwa kulumba.
3303110088	Na kyohele kimukitenda kwa lilagho ebu kwa mandendelo, ntende hyoha kwa lihina lya Bambo Yesu na kunnumba Tate Chapanga kupitila ywombe.
3303120046	Mwenga ahumbu, mubhayitikile angwana bhenu, kiyaha ndo pakapala Bambo.
3303130052	Na mwenga angwana, mubhapale ahumbu bhenu, na nkotoke kubhegha akalipa kwa bhombe.
3303140064	Mwenga mabhana, mubhayitikile abhele bhenu manjubha ghoha, kiyaha nnando aghwo ghungunnogheha Bambo.
330315005a	Na mwenga maabhele, nkotoke kubhatenda bhana bhenu akalale, ngati akotoke kudunyuka mwoyo.
33031600de	Na mwenga maabhandwa, mubhayitikile akulu bhenu bha munnima mu mihalo hyoha, na kata ghweka paabhalolekeha kiyaha mungupala kulinogheha kwa bhombe, peni ntende habho kwa mwoyo ghoha, kiyaha mwenga munguntundamila Chapanga.
3303170056	Kyohele kimukitenda mukitende kwa mwoyo handa kwa Bambo na chepa munguatendela bhandu,
3303180073	kiyaha mumanya kikita Bambo kataapegha lipala kubheghe hupo yenu, na kukita Bambo yumuntendela lihengo ndo Kilisto.
330319007a	Ywohele ywakatenda uhakata, kaabhuyihilwa uhakata kubhukana na uhakata ghwakatenda. Chapanga kabhegha ng'bhe na ubhaghulo.
3304010085	Na mwenga abambo, mubhatendele abhandwa bhenu kwa ughololeho na gha maha, pankulungwa kukita na mwenga bhubho mmegha na Bambo kunani.
3304020055	Nkotoke kuleka kuyupa manjubha ghoha, pankilukiha mu mayupo kunu pamunnumba Chapanga.
3304030090	Mutuyupile na twenga bhubho, ili Chapanga katutangatile kulandamiha Lilagho lyeke likihihwa makachu. Na kwakya agho nenga hinu mmegha mukibhopo.
3304040065	Nyupe ngati mokole kulongela handa muyinoghwa, ili hotole kughubhika pekupeku hoto ayi kwakila mundu.
330405006f	Pantama na bhandu ghanganhyubhalila Yesu mmonehe matamilo gha maha kangi ntumile nndaluko aghwo kubhatangatila.
3304060070	Maghombano ghenu ghangunogha kubhegha gha maha manjubha ghoha, na ghabheghe na mmanye kuayanga bhandu kwa umaha.
3304070087	Nnongo nnyetu Tikiko, ntenda lihengo ghwa kuhyubhalika na nndumitumi nnyetu mu lihengo lya Bambo Yesu kataapegha mihalo hyoha ya nenga.
330408005a	Ndo mana nungunlaghila kwa mwenga ili kayiyelele myoyo yenu kwa kubhalongela milando yetu.
330409009d	Kanguhika papamu na Onesimo, nnongo nnyetu yutumpala na ghwa kuhyubhalika, na ndo nkolannima nnyenu. Abho bhataapegha mihalo ya milando hyoha yiitendeka apa.
33040a00c5	Alisitako, ywene kabhegha papamu na nenga mu kibhopo, kanguajambuha, ubhwabhu abhu Maliki, nnongo ghwa Balinaba, aywo kabhegha kala na malaghilo kwa mihalo yake, pakahika kwa mwenga muntekule maha.
33040b00ed	Yoshua ywene bubho tungunkema Yusto, kanguajambuha. Yumu mu Akaayahudi bhaahyubhalilite kala, abha ghweka ndo bhangutenda lihengo papamu na nenga kwakya Ghubhutwa ghwa Chapanga, na abho bhangi bhaabheghite na nenga bhangundangatila muno.
33040c00ef	Epafula, nkolannima nnyenu na nndumitumi ghwa Kilisto kanguajambuaha. Manjubha ghoha kanguayupila mwenga kwa kukakalika ngati mmokole kuyima ngingilima, nkamale kinhuki na kubhegha ngingilima kyanalumu mu milando hyoha yakayipala Chapanga.
33040d0074	Nungummanya kukita kangutenda lihengo kwa kukakalika kwakya mwenga na kwakya bhandu bha ku Laodikia na ku Hielapoli.
33040e0060	Lukasi ywene ndo nng'anga ghwetu yutumpala kanguajambuha naywo Dema ubhwabhuabhu kanguajambuaha.
33040f00a4	Mubhajambuhe alongo bha ku Laodikia, kangi munjambuhe nhacha ghwetu Nimfa papamu nangwemuko lya bhandu bhoha bhanhyubhalila Kilisto bhaakonganika mu lubhagha lwake.
330410009e	Pannyomola kusoma lihamba ali, mungunoghwa kuapegha bhubho ahyubhalila bha ku Laodikia, na mwenga bhubho mukatolee na kulisoma lihamba lyakataghilitwe bhombe.
330411003f	Mumng'ombele Alikipo kiliyomole lihengo lyakapeghitwe na Bambo.
3304120098	Nenga Paulo nunguaatyekela majambuho agha kwa kibhoko kyangu numwene. Nkulungwe kukita megha mu kibhopo. Umaha ghwa Chapanga ghubheghe papamu na mwenga.
3400000010	1 Akaasesalonike
34010100fc	Nenga Paulo papamu na Saluvanusi, na Timoti tungutyekya lihamba ali. Kughenda kwa bhandu munhyubhalilite Kilisito akwo Sesalonike, mwenga ndo bhandu bhake Tate Chapanga na Bambo ghwetu Yesu Kilisito. Tunguayupila umaha na uhihimilo ghubheghe na mwenga.
3401020062	Tungunnumba Chapanga mu manjubha ghoha kwa kya mwenga mabhoha na kuayupila mu mayupo ghetu pipipi.
3401030131	Kiyaha tungukulungwa pipipi mahengo ghenu gha uhyubhalilo muulongolo ghwa Chapanga Tate ghwetu, kulimbilila kwa mwenga na kuhyubhalila kwenu kwa mandendelo, bhula upalo ghwenu kwa Chapanga paghubhalongoha kutenda lihengo kwa ukangamalo, na udumbilo ghwenu mu Bambo ghwetu Yesu Kilisito ghuubheghite nglii.
3401040059	Maalongo, tungumanya kukita Chapanga kanguapala na kukita kabhalinga mmeghe bhandu bhake.
3401050112	Kiyaha manjubha ghala patubhalandamihite ghula Nhalo ghwa Maha, yikibha kwa malagho ghweka ng'obhe, ngati bhubho kwa makakala na kwa Nhuki ghwa Chapanga, patubhele na ulyaghilo kukita lilagho alyo likibhegha lya hoto. Mungumanya kya bhula tukitama na mwenga na kuatangatila.
34010600ed	Kangi mukilikingama lila lilagho kwa uyelelo ghuuhuma kwa Nhuki ghwa Chapanga, na mukilihunda kutenda handa patutendite twenga na kangi mukilihunda kwa Bambo, na aghwo ghoha mukighatenda hata payibhele pammeghite mu himbamanda hitangalo.
340107006e	Habhu mwenga mukibha nhwano ghwa maha kwa bhandu bhoha bha anhyubhalilite Kilisito akwo Mekadonia na ku Akaya.
34010800c0	Kiyaha kubhuka kwa mwenga lilagho lya Bambo liyihwanika ku Mekadonia na Akaya ghweka ng'obhe, peni kuhyubhalila kwenu kwa Chapanga kukwila kwoha mbaka tungulepelwa kulongela kyohele kyanalumu.
34010900ca	Bhandu abho kwohele bhanguyobhela kya bhula pamutukingamite patubhahikilite, na kya bhula pamunntughilite Chapanga na kughaleka mang'omung'omu, ngati munndendele lihengo Chapanga yunakulama na ghwa hoto
34010a00a9	na hinu mungunnindila Mwana ghwake kuhuma kunani, ndo aywo Yesu, ywene Chapanga kakinhyuha kuhuma kwa ahweghite, ywakatulopoha ku kiyaghabhu kya Chapanga kiipala kuhika.
3402010061	Maalongo bhetu, mabhene mungumanya kukita kuhika kwa twenga kwa mwenga kukibha kwa yaghi ng'obhe.
34020200ed	Handa bhula pammanya kukita kukali na kuhika kwa mwenga ku Sesalonike tukipamandwa na kulighwa akwo Filipia. Hata pakubheghite na upingiko ntangalo, peni kwa utango ghwa Chapanga ghwetu, tukikangamala kualandamiha Nhalo ghwake ghwa Maha.
340203005e	Kiyaha Nhalo ghutubhasigha ghungubhukana ng'obhe na luhila ebu hwacho hya uhakata ebu uhwangi.
3402040103	Kihyengo kyake, tukilandamiha handa pakapalite Chapanga, kiyaha kakituhyubhalila kwa kya Nhalo aghu ghwa Maha ngati tughulandamihe. Twenga tunguyigha ng'obhe kuanoghela bhandu ngati kunnoghela Chapanga, mwene ywakahingukiha hwacho ya nkati muno ya myoyo yetu.
34020500c4	Handa pammanya kukita tukihika ng'obhe kwa mwenga na kuaghombela malagho gha kubhatenda mwenga mutupale ebu malagho gha kuhiha ghunenga ghwetu ngati tumokole utopelo, Chapanga ndo nnyimiho ghwetu.
3402060068	Kangi tukipalaha ng'obhe bhandu bhatutike, ebu tiko kuhuma kwa mwenga, ebu kwa mundu yungi ywohele yula,
34020700a2	kiyaha twenga ndo andumitumi ghwa Kilisito, handa twaapala kyohele kwa mwenga, maatukanikiha ng'obhe, peni twenga tukitama nuu handa mama pakabhalela bhana bhake.
34020800b8	Tukiapala munu mbaka tukiyelelwa kutenda mihalo yetu papamu na mwenga, maha ng'obhe nga milando ya Nhalo ghwa Maha peni mbaka kuatangatila milando yingi, kiyaha mukibhegha apalo bhetu.
34020900d1	Maalongo bhetu, mungukulungwa kya bhula tukitenda mahengo kwa ubhinililo muno pamuhi na pakilo, ngati tukotoke kuntopeha mundu ywohele nkati yenu patubheghite mukulandamiha Nhalo ghwa Maha kuhuma kwa Chapanga.
34020a00c3	Mabhene ndo ayimiho papamu na Chapanga bhubho, kya bhula ng'endelo yetu payibheghite ya maha, bhamaha muulongolo ghwa Chapanga na bhanga libhaya muulongolo ghwa mwenga mumunhyubhalilite Chapanga.
34020b0061	Kiyaha mungumanya kukita tukintendela kila yumoo ywenu handa bhula tate pakaatendela bhana bhake.
34020c00bb	Tukiayonjokeha mwoyo, tukiapembeleha na tukikangamala muno kuaghombela kukita yinguakwiliha kutama handa pakapala Chapanga, ywakaakema mwenga ngati nnyingile mu Ghubhutwa na ukulu ghwake.
34020d014e	Kangi tungunnumba Chapanga manjubha ghoha kya nga kutotokela kiyaha pamulikingamite lilagho lya Chapanga limuliyihwite kuhuma kwa twenga, mwenga mukilikingama ng'obhe handa lilagho kuhuma kwa anabhandu, peni mukilikingama handa palibhele, na kulyaghila ndo lilagho lya Chapanga, liitendite lihengo nkati yenu munhyubhalilite Kilisito.
34020e010e	Maalongo, mwenga ntulwa na milando yiyila yila yibhabwitukila ngwemuko nhanganganiko ya bhandu bha akwo Yudea bhene ndo bhandu bhake Kilisito Yesu. Mwenga mpamandwa na bhandu bhenu handa bhaanhyubhalilite Yesu Kilisito ghwa akwo Yudea paabamanditwe na Akaayahudi ayabhe.
34020f00af	Bhene ndo bhakinkoma Bambo Yesu na ambuye bha Chapanga, na kangi bhakitubamanda na twenga bhubho. Bhandu abho bhakintenda Chapanga kakalale na ndo bhanguapingika bhandu bhoha,
34021000e5	kiyaha anguyigha kutukanikiha tukotoke kulandamiha Nhalo ghwa Maha kwa bhandu bhaabheghite ng'obhe Ayahudi ngati bhakotoke kulopoka. Kya habhu ndo bhakighumemekeha ulemwa ghwabhe. Peni muuhiko kiyaghabhu kya Chapanga kibhahikila.
34021100c9	Maalongo bhetu, patubhaghulitwe na mwenga kya manjubha agha machoko, kangi kubhaghulilwa kwene ndo kya mmili ghweka ngati ng'obhe mu myoyo, ndo tukikangamala munu kupala kuabhona kibhungi kwa kibhungi.
340212007b	Tukipala kuatyangila kangi, na nenga Paulo nikiyigha kuhika kwa mwenga kupitingana mala yimo, peni Nchipila kakitukanikiha.
34021300be	Bhuli patuyima muulongolo ghwa Bambo Yesu Kilisito pakahika, likaho lya kulidumba kwa twenga lyaabhegha lyoki? Lyaabhegha mwenga mabhene, kiyaha mwenga ndo udumbilo ghwetu na uyelelo ghwetu.
3402140035	Kulyaghila mwenga ndo lutiko lyetu na uyelelo ghwetu!
340301005d	Kya habhu, patulepelitwe kulimbilila kyanalumu, tukilamula kuhighala akwo Etene ghweka chetu,
34030200c3	tukinlaghila Timoti nnongo ghwetu na nndumitumi nnyetu ghwa Chapanga mu kughukwiha Nhalo ghwa Maha ghwa Kilisito, kahike kwa mwenga kuatengelekeha na kuayonjokeha mwoyo mu kunhyubhalila Kilisito,
34030300b7	ngati mundu ywohele kakotoke kuhwacha kuleka kunhyubhalila Kilisito kwa kya himbamanda ahi. Kiyaha mungumanya maha kukita hibamanda ahyo ndo ghamoo gha mapalo gha Chapanga kwa twenga.
3403040067	Patubheghite papamu kulyaghila pipipi tukiaghombela kukita twaabamanda na yibha habho handa pammanyite.
34030500f6	Ya kya agho, pannepelitwe kulimbilila kyanalumu, nikinlaghila Timoti ngati mmokole kumanya mihalo ya kunhyubhalila Yesu Kilisitu. Nikiyoghopa kukita yula Nnyeghelehi kabhang'eha, na mahengo ghetu ghoha ghatughatendite kwa mwenga ghabhe gha yaghi.
3403060117	Peni hino, Timoti kabhuya kala kuhuma kwa mwenga, naywo kayegha mihalo ya maha yakya kunhyubhalila kwenu Kilisito, na upalo ghwenu. Katughombela kukita mungutukulungwa kwa gha maha mu manjubha ghoha, na kukita mungupala muno kutubhona handa bhula twenga patupala kuabhona mwenga.
3403070083	Hinu, maalongo bhetu, Mihalo ya kunhyubhalila kwa mwenga kwa Kilisito yituyonjokeha mwoyo mu lung'ahe na mu himbamanda hyetu hyoha.
340308005b	Hinu naha, kya hoto tupughwa kiyaha mwenga nnyima kwa ukangamalo kunu pamulilunga na Bambo.
340309007f	Hinu, twaahotola kunnumba Chapanga kwa kya mwenga, tungunnumba kwa uyelelo tuubheghite naghwo muulongolo ghwake kwa kya mwenga.
34030a009f	Pakilo na pamuhi tungunnyupa Chapanga kwa ukangamalo ngati tumokole kukongana kangi, na kuyonjokeha kila kiilepelite mu kunnhyubhalila kwa mwenga kwa Kilisito.
34030b007f	Hinu, tungunnyupa Chapanga na Tate ghwetu twabhene na Bambo ghwetu Yesu, kakatendekehe njila ya twenga kuhika kangi kwa mwenga.
34030c00a1	Bambo kabhatangatile mwenga ngati upalo ghwenu ghuyonjokeheke kukwila nkati yenu na kangi kwa bhandu bhangi, handa bhula patubhegha na upalo ntangalo kwa mwenga.
34030d0107	Tungunnyupa Chapanga kayitengelekehe myoyo yenu ngati mmeghe bhaabhaghulitwe kwa kya mwene na nkotoke kubhegha na libhaya muulongolo ghwa Chapanga na Tate ghwetu mu linjubha pakapala kuhika kweke Bambo ghwetu Yesu na bhandu bhoha bhaabhaghulitwe kwa kya Chapanga.
34040100d4	Kuuhiko, maalongo bhangu, mulihunda kuhuma kwa twenga kya bhula yinguapala kutama ngati munnoghehe Chapanga. Kya hoto mungulama habho. Hinu tunguayupa na kuakinya kwa lihina lya Bambo Yesu nntende maha kyanalumu.
3404020052	Kiyaha mungughamanya ghala malaghilo ghatubhakamuhite kwa makakala gha Bambo Yesu.
340403005f	Chapanga kanguapala mwenga mmeghe bhandu bhahaghulitwe kwa kya mwene na mulibhaghule na utyahe.
3404040069	Nnume ywohele yingunnogha kumanya yakya kughutabhala mmili ghwake kwa kunnogheha Chapanga na kwa uhokamo,
3404050049	ngati ng'obhe kwa tama ya uhakata handa bhandu bha nga kummanya Chapanga.
34040600ba	Hino, mundu ywohele kakotoke kunhokela ebu kummughana nnyake na kughonjana naywo, agho tukiaghombela kala na kuakinya muno kukita Bambo kataatosa himbamanda bhandu bhaatenda milando ayi.
340407005f	Chapanga kakitukema ng'obhe ngati tutame mu utyahe, ngati tubhaghulwe tubheghe ghwa kya ywombe.
340408008a	Hinu naha, ywohele ywakaghayuyuha mahundo agha aywo kanguhyuyuha ng'obhe mundu, peni kangunnema Chapanga ywakabhapeha mwenga Nhuki ghwake.
340409009d	Hino, kahone kihokonyo kya kuatyekela ya kya kuapala ayenu bha anhyubhalilite Kilisito. Kiyaha mabhene nhundwa na Chapanga ya kya bhula yinguanogha kupalana.
34040a0084	Na kya hoto munguapala bhandu bhoha bhaanhyubhalilite Kilisito mu Mekadonia yoha. Hinu maalongo, tunguayupa ntende kupitingana apwo.
34040b0092	Nkangamale kutama kya utetebhalo, kila mundu pakatenda milando yake mwene na kutenda mahengo kwa mabhoko ghake mwene handa bhula patubhalaghilite.
34040c00a2	Kwa kya agho maamokola lutiko lwa maha kuhuma kwa bhala bhanga nhyubhalila Chapanga, na maalonda ng'obhe utangwo ghwa hilibhi himuhipala kuhuma kwa bhandu bhangi.
34040d006c	Maalongo, tungupala mmanye ya kya bhala bhaahweghite, ngati nkotoke kukukulika handa bhandu bhanga udumbilo.
34040e009d	Twenga tunguhyubhalila kukita Yesu kakihwegha na kakihyuka, na kya habho, Chapanga kataabhuyiha papamu na Yesu bhala bhaahweghite kunu paakinhyubhalila Yesu.
34040f00b2	Ali litubhaghombela ndo lihundo lya Bambo, kukita twenga tuhighalite patukeka pakahika Bambo, kulyaghila twaalongola ng'obhe kukongana na Bambo kukali na bhala bhaahweghite kala.
34041000fe	Kiyaha mwene Bambo katahuluka kuhuma kunani, pakakwilikiha kwa lilobhe likulu, papamu na lilobhe lya nndumitumi nkulu ghwa kunani kwa Chapanga, na lilobhe lya lipalata kuhuma kwa Chapanga. Nabho bhaahweghite kunu paakinhyubhalila Kilisito bhaahyuka huti.
34041100bb	Mbole ya agho twenga tuubhegha na ubhumi, tuhighalite, twaanyahulighwa na kukongana nabho mu lihundi ngati tukongane na Bambo kubhwelo, habho twaabhegha papamu na Bambo mu manjubha ghoha.
3404120043	Kya habho muliyonjokehe mwoyo mabhene kwa mabhene kwa malagho agha.
340501005c	Maalongo, kahone kihokonyo kya kuatyekela yakya manjubha na nndaluko ghwa kubhuya kwa Bambo.
340502006c	Kiyaha mabhene kulyaghila mungumanya kukita linjubha lya kubhuya Bambo lyaahika handa mwihi pakahika pakilo.
34050300d5	Pala bhandu paalongela, “Kubhegha na uhihimilo na kwa maha.” Na kamu kukanjaghanwa kubhahikila, handa bhula kamu lihingila palinhikila mama yuna ndumbo pakalibhopola. Nabho bhandu bhaahotola ng'obhe kuhyetuka.
3405040074	Peni mwenga maalongo mmegha ng'obhe mu lubhindu mbaka lila linjubha libhahikile kwa nnyitukilo handa pakahika mwihi.
340505007a	Mwenga mabhoha ndo bhandu muutamiti mu bhwelo, bhandu bha pamuhi, twenga ndo bhandu bha pakilo ng'obhe ebu bha kulubhindo.
340506004f	Hino tukotoke kughonja handa bhangi, yingutunogha kukilukiha na kulibhika kala.
340507004c	Kiyaha bhala bhaaghonja bhangughonja pakilo, na alobhi bhangulobhela pakilo.
34050800d4	Peni twenga twabhandu bha pamuhi, yingutunogha kulibhika kala kwa kuhwala uhyubhalilo na upalo handa likungwa lya kukingikiha kihubha mu ngondo na udumbilo ghwetu ghwa ulopohi ghutukingikihe handa kofia ya kyuma.
340509008d	Kiyaha Chapanga kakitulinga ng'obhe ngati tukanjaghanwe na kiyaghabhu kyake, ngati tumokole ulopohi kwa kukindila Bambo ghwetu Yesu Kilisito,
34050a005c	ywakahweghite kwa kya twenga, ngati tutame papamu naywo, patubhele na ubhumi ebu patuhwegha.
34050b0059	Kya habhu, muliyonjokehe mwoyo na kutangatilana mabhene kwa mabhene, handa pantenda hinu.
34050c00a0	Hino maalongo, tunguayupa mubhahokamile bhala bhaatenda mahengo nkati yenu, bhala bhaabhalongoha na kuahunda yakya kutama handa bhandu bhaanhyubhalila Kilisito.
34050d0055	Mubhahokamile muno na kuapala kwa kya lihengo lyabhe. Mmeghe na uhihimilo nkati yenu.
34050e0096	Na twenga tunguasigha, alongo mubhakinye atotoho, mubhayonjokehe mwoyo bhaadunyukiti mwoyo, mubhatangatite bhandu ihwiya na kualimbilila bhandu bhoha.
34050f00a5	Mulindakile mundu ywohele kakotoke kubhuyiha uhakata kwa uhakata, peni hwacho yenu yibhe kutendelana gha maha mu manjuha ghoha na kubhatendela gha maha bhandu bhoha.
340510001c	Nnyelelwe mu manjugha ghoha.
3405110016	Nnyupe kya nga kuhima,
3405120082	na kunu pammegha na numbo mu milando yoha. Agho ndo ghakaghapala Chapanga kuhuma kwa mwenga mu kulilungite kwenu na Yesu Kilisito.
3405130028	Nkotoke kunkanikiha Nhuki ghwa Chapanga,
340514002b	nkotoke kughuyuyuha ulondohi ghwa Chapanga,
3405150036	peni nnhingukihe kila kilibhi, mughaghungile gha maha.
3405160024	Kughuhyetuka uhokelo ghwohele ghula.
34051700b5	Chapanga ywakatupegha uhihimilo kabhayohe mwenga na kayikingikihe mitima yenu, na mihuki na mibhili yenu kutali na libhaya lyohele mu linjubha lya kuhika Bambo ghwetu Yesu Kilisito.
340518004a	Chapanga ywakabhakema mwenga ndo ywa kuhyubhalika naywo kataghatenda agho.
3405190026	Maalongo, mutuyupile na twenga bhubho.
34051a0043	Mubhajambuhe alongo bhoha kwa ujambuho ghwa upalo mu Yesu Kilisito.
34051b004d	Nungualaghila kwa lihina lya Bambo kukita lihamba ali maasomela alongo bhoha.
34051c003a	Umaha ghwa Bambo ghwetu Yesu Kilisito ghubheghe na mwenga.
3500000010	2 Akaasesalonike
35010100df	Nenga Paulo, papamu na Saluvanusi na Timoti. Tunguatyekela lihamba mwenga ngwemuko lya bhandu bhaanhyubhalilite Kilisito lya akwo Sesalonike, mwenga mmegha bhandu bha Chapanga Tate ghwetu na ghwa Kilisito Yesu Bambo ghwetu.
3501020085	Tunguayupila kukita Chapanga Tate ghwetu na Kilisito Yesu Bambo ghwetu bhaghendelele kuatendela umaha na kubhapegha mwenga uhihimilo.
35010300d8	Maalongo, yingutukwiliha kunnumba Chapanga kwa kya mwenga manjubha ghoha. Yingutunogha kutenda habhu kiyaha kunhyubhalila Kilisito kwa mwenga kungukula munu na upalo ghwa kila yumu ywenu kwa nnyake ghunguyonjokeheka.
35010400cb	Kwakya agho tungulidumbila mwenga mu ngwemuko yingi yoha ya bhandu bhaanhyubhalila Kilisito kiyaha mungughendelela kulimbilila na kunhyubhalila Kilisito mu mahakata ghoha na muhimbamanda himuyihikindila.
35010500a9	Agha ghoha ghanguyimiha kukita toso ya Chapanga yibha tela na muuhiko ghwaki mwenga maanoghwa kubhegha mu Ghubhutwa ghwa Chapanga, ghwene mwenga mpamandwa kwa kya aghwo.
3501060064	Chapanga kaaghutendekeha nnando ghwa shaliya, kataabhuyihila himbamanda bhala bhaabhabamanda mwenga,
35010700c9	na kuatenda mwenga muupamandika upughwo papamu na twenga. Kupughwa akwo katatupegha pakabhuya Bambo Yesu papamu na andumitumi bhaki bha kunani bhana makakala pakahwimulighwa kuhuma kunani kwa Chapanga,
3501080071	katahika na mibhali ya mwoto, kuakeha bhala bhanga kummanya Chapanga na bhanga kuyitikila Nhalo ghwake ghwa Maha.
350109007b	Toso yabhe yaabhegha kukanjaghanwa manjubha ghoha na kubhaghulighwa kutali na Bambo na ukulu ghuubhukana na makakala ghake,
35010a00c6	agho ghaabwitukila mu linjubha lya kabhuya Bambo kukingama ukulu kuhuma kwa bhandu bhaki na bhala bhaanhyubhalila. Abho ndo papamu na mwenga kiyaha mughuuhyubhalila uyimiho ghula ghutubhagheghelite.
35010b0116	Ndo mana tungubhayupila manjubha ghoha, ngati Chapanga ghwetu kabhabhalange kukita mungunoghwa ubhumi ghwakaakemilite na kukita kwa makakala ghaki kahotole kutwihiliha kila nnando ghwenu ghwa maha ghumughupala kughutenda na mahengo ghoha ghaalongohwa na kuhyubhalila kwa mwenga.
