0100000006	Genezo
3a090f00c8	Kaj pro tio li estas interulo de nova testamento, por ke (post kiam morto okazis por la elaĉeto de tiuj pekoj, kiuj estis sub la unua testamento) la vokitoj ricevu la promeson de la eterna heredaĵo.
3a0910004a	Ĉar kiam estas testamento, nepre devas esti la morto de la testamentinto.
3a09110062	Ĉar testamento efektiviĝas rilate mortinton, ĉar ĝi neniam efikas, dum vivas la testamentinto.
3a09120038	Tial ankaŭ la unua testamento ne sen sango dediĉiĝis.
3a091300c4	Ĉar Moseo, parolinte ĉiun ordonon laŭ la leĝo al la tuta popolo, prenis la sangon de bovidoj kaj kaproj, kun akvo kaj lano skarlata kaj hisopo, kaj aspergis la libron mem kaj la tutan popolon,
3a09140044	dirante: Jen estas la sango de la interligo, kiun Dio ordonis al vi.
3a0915004d	Plue li aspergis per la sango la tabernaklon kaj ĉiujn vazojn de la Diservo.
3a0916005f	Kaj laŭ la leĝo, preskaŭ ĉio puriĝas per sango; kaj sen sangoverŝado ne fariĝas absolvo.
3a09170093	Necese do estis, ke la ekzemploj de la enĉielaj aferoj estu purigitaj per ĉi tiuj, sed la enĉielaj aferoj mem per pli bonaj oferoj, ol ĉi tiuj.
3a09180086	Ĉar eniris Kristo ne en sanktejon manfaritan, ekzemplon de la vera; sed en la ĉielon mem, por aperi antaŭ la vizaĝo de Dio por ni;
3a09190077	nek estas necese, ke li oferu sin ofte, kiel la ĉefpastro eniras en la sanktejon jaron post jaro, kun sango ne propra;
3a091a0099	alie li devus ofte suferi de post la fondo de la mondo; sed nun unufoje en la fino de la mondaĝoj li aperis, por forigi la pekon per la ofero de si mem.
3a091b0045	Kaj kiel estas dekretite por homoj unufoje morti, kaj post tio juĝo;
3a091c008b	tiel ankaŭ Kristo, oferite unufoje, por porti la pekojn de multaj, aperos duan fojon, aparte de peko, al tiuj, kiuj lin atendas, por savo.
3a0a0100c2	Ĉar la leĝo, havante ombron de estontaj bonaĵoj, ne la bildon mem de la aferoj, neniam povas, per tiuj samaj oferoj, kiujn oni oferadas senĉese jaron post jaro, perfektigi la tien venantajn.
3a0a020077	Ĉar alie ĉu ili ne ĉesus esti oferataj? tial, ke la adorantoj, unufoje purigite, jam ne havus konsciencon pri pekoj.
3a0a030037	Sed en tiuj oferoj estas ĉiujara rememorigo pri pekoj.
3a0a040045	Ĉar ne eble estas, ke la sango de bovoj kaj kaproj forprenus pekojn.
3a0a050068	Tial, venante en la mondon, li diris: Oferojn kaj donacojn Vi ne deziras, Sed korpon Vi preparis por mi;
3a0a060028	Bruloferojn kaj pekoferojn Vi ne ŝatis.
3a0a07006e	Tiam mi diris: Jen mi venis (En la rulaĵo de la libro estas skribite pri mi), Por plenumi Vian volon, ho Dio!
3a0a080083	Antaŭe dirinte: Oferojn kaj donacojn kaj bruloferojn kaj pekoferojn Vi nek deziris nek ŝatis (kiuj estas oferataj laŭ la leĝo),
3a0a090066	tiam li diris: Jen mi venis, por plenumi Vian volon. Li forprenas la unuan, por ke li starigu la duan.
3a0a0a005e	Laŭ tiu volo ni estas sanktigitaj per la ofero de la korpo de Jesuo Kristo unufoje por ĉiam.
3a0a0b0073	Kaj ĉiu pastro staradas ĉiutage, servante kaj oferante ofte la samajn oferojn, kiuj neniam povas forpreni pekojn;
3a0a0c0049	sed li, oferinte unu oferon por pekoj por ĉiam, sidiĝis dekstre de Dio;
3a0a0d0047	de nun atendante, ĝis liaj malamikoj fariĝos benketo por liaj piedoj.
3a0a0e0040	Ĉar per unu ofero li perfektigis ĝis eterneco la sanktigatojn.
3a0a0f003a	Kaj la Sankta Spirito ankaŭ atestas al ni; ĉar, dirinte:
3a0a1000ae	Jen estas la interligo, kiun Mi faros kun ili Post tiu tempo, diras la Eternulo: Mi metos Miajn leĝojn en ilian internon, Kaj sur ilia koro Mi ilin skribos; li ankaŭ diras:
3a0a110037	Kaj iliajn pekojn kaj malbonaĵojn Mi ne plu rememoros.
3a0a120041	Sed kie estas absolvo de ĉi tiuj, ne plu estas oferado pro peko.
3a0a13004d	Havante do, fratoj, kuraĝon eniri en la plejsanktejon per la sango de Jesuo,
3a0a14005c	per la vojo nova kaj vivanta, kiun li dediĉis por ni, tra la kurteno, tio estas, lia karno,
3a0a150031	kaj havante grandan pastron super la domo de Dio,
3a0a160094	ni alproksimiĝu kun sincera koro, en pleneco de fido, kun niaj koroj aspergitaj for de malbona konscienco, kaj kun la korpoj lavitaj per akvo pura;
3a0a170057	ni tenu firme la konfeson de nia espero sendekliniĝe; ĉar la promesinto estas fidela;
3a0a180041	kaj ni pripensu unu la alian, por instigi al amo kaj bonaj faroj;
3a0a190096	ne forlasante nian kunvenadon, kiel estas la kutimo de iuj; sed konsilante unu la alian, kaj des pli forte, ju pli vi vidas la tagon alproksimiĝanta.
3a0a1a0058	Ĉar se, ricevinte la scion de la vero, ni pekos memvole, jam ne restas ofero pro pekoj,
3a0a1b0056	sed ia timoplena atendo de juĝo, kaj de fajra kolero, kiu ekstermos la kontraŭulojn.
3a0a1c0054	Tiu, kiu malŝatis la leĝon de Moseo, sen kompato mortas ĉe du aŭ tri atestantoj;
3a0a1d00cc	kiom pli severan punon, vi opinias, ke meritos tiu, kiu piedpremis la Filon de Dio kaj rigardas kiel ne sanktan la sangon de la interligo, per kiu li estis sanktigita, kaj kiu spitis la Spiriton de graco?
3a0a1e006c	Ĉar ni konas Tiun, kiu diris: Ĉe Mi estas venĝo, Mi repagos. Kaj ankaŭ: La Eternulo juĝos Sian popolon.
3a0a1f0031	Terure estas fali en la manojn de la vivanta Dio.
3a0a200061	Sed memoru la antaŭajn tagojn, en kiuj vi, jam allumite, elportis grandan konflikton de suferoj;
3a0a210086	unuflanke, kiam vi fariĝis spektaklo per riproĉoj kaj doloroj, kaj aliflanke, kiam vi partoprenis kun tiuj, kiuj tian sperton havis.
3a0a22009b	Ĉar vi kompatis tiujn, kiuj estis en katenoj, kaj ĝoje akceptis la rabadon de via posedaĵo, sciante, ke vi mem havas pli bonan kaj restantan posedaĵon.
3a0a23003e	Tial ne forĵetu vian kuraĝon, kiu havas rekompencon grandan.
3a0a24005d	Ĉar vi havas bezonon de pacienco, por ke, plenuminte la volon de Dio, vi ricevu la promeson.
3a0a250041	Ĉar ankoraŭ iomete da tempo, La venonto venos, kaj ne malfruos.
3a0a260061	Sed virtulo vivos per sia fideleco; Kaj se li sin tiros malantaŭen, mia spirito ne ĝojos en li.
3a0a270068	Sed ni ne estas el la malantaŭen tiriĝantaj en pereon, sed el la kredantaj por la gajnado de la animo.
3a0b010048	Kaj la fido estas realigo de esperataĵoj, provado de aferoj ne vidataj.
3a0b020031	Ĉar per tio la antikvuloj ricevis bonan ateston.
3a0b030089	Per la fido ni komprenas, ke la mondaĝoj estas kreitaj per vorto de Dio, tiel ke tio, kio estas vidata, ne estas farita el aperantaĵoj.
3a0b0400b7	Per la fido Habel oferis al Dio pli bonan oferon ol Kain, per kio li ricevis ateston, ke li estas justa, ĉar Dio atestis pri liaj donacoj; kaj per ĝi li, mortinte, ankoraŭ parolas.
3a0b0500b6	Per la fido Ĥanoĥ estis transportita, por ne vidi morton; kaj li ne estis trovata, ĉar Dio lin transportis; ĉar antaŭ lia transporto estis atestite pri li, ke li plaĉis al Dio;
3a0b0600b3	kaj sen fido neeble estas plaĉi al Li; ĉar necese estas, ke tiu, kiu alvenas al Dio, kredu, ke Li ekzistas, kaj ke Li fariĝas rekompencanto al tiuj, kiuj Lin diligente serĉas.
3a0b0700c5	Per la fido Noa, avertite pri la ankoraŭ ne viditaj aferoj, kun pia timo konstruis arkeon por la savado de sia domo; per kio li kondamnis la mondon, kaj fariĝis heredanto de la justeco laŭ fido.
3a0b080084	Per la fido Abraham, vokite, obeis eliri en lokon, kiun li estis ricevonta kiel heredaĵon; kaj li eliris, ne sciante, kien li iras.
3a0b09009b	Per la fido li fariĝis pasloĝanto en la lando de la promeso, kiel lando fremda, loĝante en tendoj kun Isaak kaj Jakob, kunheredantoj de la sama promeso;
3a0b0a0062	ĉar li serĉis la urbon havantan la fundamentojn, kies arĥitekturisto kaj konstruanto estas Dio.
3a0b0b007a	Per la fido ankaŭ Sara mem ricevis kapablon gravediĝi, eĉ post la ordinara aĝo, ĉar ŝi kredis la Promesinton fidela;
3a0b0c00af	sekve ankaŭ el unu, kaj tiu kvazaŭ malviva, leviĝis tiel multaj, kiel la steloj de la ĉielo laŭnombre, kaj kiel la sablo, kiu estas sur la bordo de la maro, nekalkulebla.
3a0b0d00a6	Ĉiuj tiuj mortis en fido, ne ricevinte la promesojn, sed vidinte kaj salutinte ilin de malproksime, kaj konfesinte, ke ili estas fremduloj kaj migrantoj sur la tero.
3a0b0e004a	Ĉar tiuj, kiuj parolas tiamaniere, konstatas, ke patrolandon ili serĉas.
3a0b0f005c	Kaj se ili tenadus en memoro tiun landon, el kiu ili eliris, ili havus ian okazon por reiri.
3a0b100089	Sed nun pli bonan landon ili celas, tio estas, ĉielan; tial Dio ne hontas pri ili, esti nomata ilia Dio; ĉar Li por ili pretigis urbon.
3a0b11006c	Per la fido Abraham, provate, oferis Isaakon; tiu, kiu akceptis la promesojn, ekoferis ja sian solenaskiton;
3a0b12003f	nome tiu, al kiu estis dirite: Per Isaak oni nomos vian idaron;
3a0b130062	pensante, ke Dio povas relevi lin eĉ el la mortintoj; el kie ankaŭ li en similaĵo lin retrovis.
3a0b14003f	Per la fido Isaak benis Jakobon kaj Esavon pri estontaj aferoj.
3a0b15006d	Per la fido Jakob, mortante, benis ĉiun el la filoj de Jozef, kaj adorkliniĝis sur la supro de sia bastono.
3a0b16006b	Per la fido Jozef, ĉe la fino de sia vivo, aludis la foriron de la Izraelidoj, kaj pri siaj ostoj ordonis.
3a0b170094	Per la fido Moseo, naskiĝinte, estis kaŝata tri monatojn de la gepatroj, ĉar ili vidis la infaneton belega, kaj ne timis la dekreton de la reĝo.
3a0b180050	Per la fido Moseo, plenkreskinte, rifuzis esti nomata filo de filino de Faraono,
3a0b190058	plivole elektante kunsuferi kun la popolo de Dio, ol havi la kelktempan ĝuadon de peko,
3a0b1a0074	taksante la riproĉon de Kristo pligranda riĉeco ol la trezoroj Egiptaj, ĉar li rigardis al la estonta rekompenco.
3a0b1b0083	Per la fido li forlasis Egiptujon, ne timante la koleregon de la reĝo; ĉar li persistis, kiel vidante Tiun, kiu ne estas videbla.
3a0b1c006e	Per la fido li observis la Paskon kaj la sangaspergon, por ke la ekstermanto de la unuenaskitoj ne tuŝu ilin.
3a0b1d005f	Per la fido li trapasis la Ruĝan Maron kvazaŭ sekteron, kion fari penante, la Egiptoj dronis.
3a0b1e0040	Per la fido la muroj de Jeriĥo falis, ĉirkaŭirite sep tagojn.
3a0b1f0063	Per la fido la malĉastistino Raĥab ne pereis kun la nekredantoj, akceptinte la spionojn kun paco.
3a0b20008d	Kaj kion mi diru plu? ĉar mankus al mi tempo por rakonti pri Gideon kaj Barak kaj Ŝimŝon kaj Jiftaĥ kaj David kaj Samuel kaj la profetoj;
3a0b210064	kiuj pere de fido venkis regnojn, plenumis justecon, atingis promesojn, fermis la buŝojn de leonoj,
3a0b22009f	estingis la forton de fajro, forsaviĝis de la tranĉrando de glavo, el malforteco refortiĝis, fariĝis potencaj en militado, forkurigis armeojn de fremduloj.
3a0b230089	Virinoj rericevis siajn mortintojn per revivigo; kaj aliaj suferis turmentadon, ne akceptante liberigon, por atingi pli bonan releviĝon;
3a0b240056	kaj aliaj elproviĝis per mokado kaj skurĝado kaj ankaŭ de katenoj kaj malliberiĝo;
3a0b25009f	ili estis ŝtonmortigataj, dissegataj, tentataj; per glavo ili estis mortigitaj; ili ĉirkaŭvagis en ŝafaj kaj kapraj feloj, senigite, subpremate, dolorigate
3a0b26006b	(je kiuj la mondo ne estis inda); ili vagadis en dezertoj, sur montoj, en kavernoj kaj kaŝejoj de la tero.
3a0b27004d	Kaj ĉiuj tiuj, ricevinte bonan ateston per sia fido, ne ricevis la promeson,
3a0b280053	ĉar Dio antaŭvidis por ni ion pli bonan, por ke ili sen ni ne estu perfektigataj.
3a0c01009e	Tial ankaŭ ni, havante ĉirkaŭ ni tian nubegon da atestantoj, formetu ĉion pezan kaj la pekon embarasantan, kaj persiste kuru la kuradon antaŭ ni metitan,
3a0c0200be	direktante la rigardon al la aŭtoro kaj perfektiganto de la fido, Jesuo, kiu, pro la ĝojo antaŭ li metita, suferis la krucon, malestimante honton, kaj sidiĝis dekstre de la trono de Dio.
3a0c030086	Ĉar pripensu tiun, kiu suferis tian kontraŭdiradon de pekuloj kontraŭ li, por ke vi ne laciĝu kaj ne malfortiĝu en viaj spiritoj.
3a0c040042	Vi ankoraŭ ne kontraŭstaris ĝis sango, batalante kontraŭ peko;
3a0c05008b	kaj vi forgesis la admonon, kiu rezonas kun vi, kiel kun filoj: Mia filo, ne malŝatu la punon de la Eternulo, Nek svenu, riproĉate de Li;
3a0c06005f	Ĉar kiun la Eternulo amas, tiun Li punkorektas, Kaj Li skurĝas ĉiun filon, kiun Li akceptas.
3a0c070065	Se vi suferas punon, kiel al filoj Dio rilatiĝas al vi; ĉar kia filo estas, kiun la patro ne punas?
3a0c08006a	Sed se vi estas sen puno, en kiu ĉiuj fariĝas partoprenantoj, tiuokaze vi estas bastardoj, kaj ne filoj.
3a0c090091	Cetere ni havis patrojn de nia karno, kiuj nin punis, kaj ni respektis ilin; ĉu ni ne multe pli submetiĝu al la Patro de la spiritoj, kaj vivu?
3a0c0a006c	Ĉar ili ja dum kelke da tagoj laŭ sia volo punis; sed Li, por utilo, por ke ni partoprenu en Lia sankteco.
3a0c0b0093	Ĉiu puno portempe ŝajnas esti ne ĝoja, sed malĝoja; sed poste ĝi donas la pacplenan frukton de justeco al tiuj, kiuj per ĝi estas ekzercitaj.
3a0c0c0039	Tial levu la manojn pendantajn kaj la senfortajn genuojn;
3a0c0d006c	kaj faru rektajn vojetojn por viaj piedoj, por ke tio, kio estas lama, ne deturniĝu, sed prefere resaniĝu.
3a0c0e004a	Serĉu pacon kun ĉiuj, kaj la sanktigon, sen kiu neniu vidos la Sinjoron;
3a0c0f009f	rigardante zorge, por ke neniu maltrafu la gracon de Dio, por ke nenia radiko de maldolĉeco, altkreskante, vin ĝenu, kaj por ke per tio multaj ne malpuriĝu;
3a0c100065	por ke ne estu iu malĉastulo aŭ malpiulo, kiel Esav, kiu por unu manĝo vendis sian unuenaskitecon.
3a0c11009c	Ĉar vi scias, ke eĉ kiam li poste deziris heredi la benon, li estis rifuzita; ĉar por pentado li trovis nenian lokon, kvankam kun larmoj li ĝin serĉis.
3a0c120064	Ĉar vi ne alvenis al monto tuŝebla kaj brulanta per fajro, kaj al nigreco kaj mallumo kaj ventego,
3a0c130069	kaj sono de trumpeto kaj voĉo de paroloj, kies aŭdantoj petegis, ke plua vorto ne estu parolata al ili,
3a0c14005d	ĉar ili ne povis elporti la ordonon: Se eĉ bruto tuŝos la monton, ĝi estu ŝtonmortigita;
3a0c150049	kaj tiel terura estis la aperaĵo, ke Moseo diris: Mi timegas kaj tremas;
3a0c160070	sed vi alvenis al la monto Cion kaj al la urbo de vivanta Dio, la ĉiela Jerusalem, kaj al miriadoj da anĝeloj,
3a0c1700a1	al la ĝenerala kunveno kaj eklezio de la unuenaskitoj, en la ĉielo enskribitaj, kaj al Dio, la Juĝisto de ĉiuj, kaj al la spiritoj de justuloj perfektigitaj,
3a0c18007d	kaj al Jesuo, la interulo de nova interligo, kaj al la sango de aspergo, kiu parolas pli bonajn aferojn ol la sango de Habel.
3a0c1900b0	Gardu vin, ke vi ne forrifuzu la parolanton. Ĉar se ne forsaviĝis tiuj, kiuj forrifuzis la admonanton sur la tero, des malpli ni, deturnante nin de la parolanto el la ĉielo,
3a0c1a0082	kies voĉo tiam skuis la teron; sed nun Li promesis, dirante: Ankoraŭ unufoje Mi ekmovos ne sole la teron, sed ankaŭ la ĉielon.
3a0c1b007c	Kaj tiu diro: Ankoraŭ unufoje — montras la translokigon de la skuitaĵoj, kiel de faritaĵoj, por ke la neskueblaj restu.
3a0c1c0074	Tial, ricevante regnon neskueblan, ni havu dankemecon, per kiu ni adoru Dion akcepteble kun respektego kaj pia timo;
3a0c1d0024	ĉar nia Dio estas fajro konsumanta.
3a0d010014	La fratamo daŭradu.
3a0d020052	Ne forgesu gastamon al nekonatoj; ĉar per tio iuj gastigis anĝelojn, ne sciante.
3a0d03006e	Memoru la katenitojn, kvazaŭ vi ankaŭ estus katenitaj, kaj la suferantojn, ĉar vi ankaŭ estas en la korpo.
3a0d04006c	Estu honorata la edzeco ĉe ĉiuj, kaj la lito estu senmakula; ĉar malĉastulojn kaj adultulojn Dio juĝos.
3a0d050080	Estu via karaktero sen monamo; estu kontentaj je tio, kion vi havas; ĉar Li mem diris: Mi ne foriros de vi kaj ne forlasos vin.
3a0d06005a	Tial ni kuraĝas diri: La Eternulo estas mia helpanto, mi ne timos; Kion faros al mi homo?
3a0d07007c	Memoru viajn regintojn, kiuj parolis al vi la vorton de Dio; kaj ilian fidon imitu, pripensante la finon de ilia vivmaniero.
3a0d08003f	Jesuo Kristo estas la sama hieraŭ, hodiaŭ, kaj ĝis eterneco.
3a0d0900ab	Ne forportiĝu per dogmaroj diversaj kaj fremdaj; ĉar estas bone, ke la koro estu plifortigata per graco, ne per manĝaĵoj, per kiuj ne profitis la okupiĝantaj pri ili.
3a0d0a0052	Ni havas altaron, el kiu la servantoj de la tabernaklo havas nenian rajton manĝi.
3a0d0b0088	Ĉar la korpoj de tiuj bestoj, kies sango estas en la sanktejon enportata de la ĉefpastro pro peko, estas bruligataj ekster la tendaro.
3a0d0c0061	Tial Jesuo ankaŭ, por ke li sanktigu la popolon per sia propra sango, ekster la pordego suferis.
3a0d0d003f	Tial ni eliru al li ekster la tendaro, portante lian riproĉon.
3a0d0e0042	Ĉar ĉi tie ni ne havas restantan urbon, sed estontan ni serĉas.
3a0d0f006e	Per li do ni oferu al Dio ĉiam oferon de laŭdo, tio estas, la frukton de niaj lipoj konfesantaj al lia nomo.
3a0d10004c	Sed ne forgesu la bonfaradon kaj kunulecon; ĉar tiaj oferoj plaĉas al Dio.
3a0d1100c1	Obeu al tiuj, kiuj vin regas, kaj submetiĝu; ĉar ili viglas pro viaj animoj, kvazaŭ liveronte raporton; por ke kun ĝojo ili faru tion, kaj ne ĝemante, ĉar ĉi tio estus senprofita por vi.
3a0d12005c	Preĝu por ni; ĉar ni fidas, ke ni havas bonan konsciencon, dezirante en ĉio honeste vivi.
3a0d130058	Sed des pli urĝe mi petegas vin fari tion, por ke mi tiom pli frue estu redonata al vi.
3a0d14008d	Nun la Dio de paco, kiu relevis el la mortintoj la grandan paŝtiston de la ŝafoj, nian Sinjoron Jesuo, per la sango de la eterna interligo,
3a0d1500a5	perfektigu vin en ĉia bona laboro, por plenumi Lian volon, farante en vi tion, kio plaĉas al Li, per Jesuo Kristo, al kiu estu la gloro por ĉiam kaj eterne. Amen.
3a0d160066	Kaj mi petegas vin, fratoj, toleru la vorton de konsilo, ĉar mi skribis al vi per malmulte da vortoj.
3a0d170058	Sciu, ke estas liberigita nia frato Timoteo, kun kiu, se li venos baldaŭ, mi vin vidos.
3a0d18005f	Salutu ĉiujn, kiuj vin regas, kaj ĉiujn sanktulojn. Tiuj, kiuj estas el Italujo, vin salutas.
3a0d19001e	Graco estu kun vi ĉiuj. Amen.
3b00000006	Jakobo
3b0101006c	Jakobo, servisto de Dio kaj de la Sinjoro Jesuo Kristo, al la dek du triboj, kiuj estas dispelitaj: Saluton!
3b0102004d	Rigardu ĉion kiel ĝojigan, miaj fratoj, kiam vi falas en diversajn tentojn,
3b01030033	sciante, ke la provado de via fido faras paciencon.
3b01040067	Kaj la pacienco havu sian perfektan faradon, por ke vi estu perfektaj kaj kompletaj, ne havante mankon.
3b0105007c	Sed se al iu el vi mankas saĝeco, li petu Dion, kiu donacas al ĉiuj malavare kaj ne riproĉas, kaj ĝi estos al li donata.
3b01060068	Sed li petu en fido, neniel dubante; ĉar la dubanto similas ondon de la maro, ventopelatan kaj skuatan.
3b0107003b	Ĉar tiu homo ne pensu, ke li ricevos ion de la Sinjoro —
3b01080031	duoblanima homo, ŝanceliĝa en ĉiuj siaj vojoj.
3b0109002e	Sed la malaltranga frato ĝoju pri sia alteco;
3b010a0047	kaj la riĉulo pri sia humiliĝo; ĉar kiel floro de herbo li forpasos.
3b010b00a4	Ĉar la suno leviĝas kun la brulvento kaj sekigas la herbon, kaj ĝia floro falas, kaj la gracio de ĝia formo pereas; tiel ankaŭ la riĉulo velkos en siaj vojoj.
3b010c0098	Feliĉa estas la homo, kiu elportas tenton; ĉar kiam li estos elprovita, li ricevos la kronon de vivo, kiun la Sinjoro promesis al tiuj, kiuj lin amas.
3b010d007c	Neniu diru, kiam li estas tentata: Mi estas tentata de Dio; ĉar Dio ne estas tentebla de malbono, kaj Li mem tentas neniun;
3b010e004e	sed ĉiu estas tentata, kiam li estas fortirata de sia dezirado, kaj delogata.
