2800000007	Mataayo
3e0108007e	Arɨɨbhɨ tʉrabhuga kʉbha itwɨ tʉtaana ʉbhʉbhɨ bhwʉbhwʉsi, turiikangirirya itubheene, ne eheene ɨtarɨ kwa niitwɨ.
3e010900ac	Nawe, arɨɨbhɨ tʉraatigɨ ʉbhʉbhɨ bhwɨtʉ, Mungu aratobheerera ʉbhʉbhɨ bhwɨtʉ na kʉtʉbhɨngukya ʉbhʉbhɨ bhwʉsi, kʉ kʉbha ewe, ne‑moheene na we eheene.
3e010a006e	Turiibhugɨ tʉkɨɨrɨ kokora ʉbhʉbhɨ, tʉrakora Mungu mʉbhɨɨhi, na twangirɨ ringʼana ryazɨ kɨmwɨ.
3e020100e0	Abhaana bhaanɨ abhasɨɨgwa, nɨrabhaandɨkɨra amangʼana gayo, korereke mʉtasarya. Nawe arɨɨbhɨ ʉmʉʉtʉ wʉwʉʉsi araasaryɨ, tunawe wʉnʉ akutwibhagɨra kwa Bhaabha Mungu. Wuyo newe Yɨɨsu Kiriisitʉ we eheene.
3e020200b2	Ewe newe ikimweso chu ukutugwatanʼya na Mungu ku kuruushaho ʉbhʉbhɨ bhwɨtʉ. Na ɨtarɨ ʉbhʉbhɨ bhwɨtʉ ubhwene, nawe nʉ ʉbhʉbhɨ bhwa abhaatʉ bhʉʉsi bha kʉʉsɨ.
3e02030038	Turiigwatɨ imigirʉ ja Mungu, neho tokomenya tumwɨzɨ.
3e02040078	Wʉwʉʉsi wʉnʉ akubhuga kʉbha amwɨzɨ Mungu ɨnʉ atakugwata imigirʉ jazɨ, nɨ‑mʉbhɨɨhi, atɨɨzɨ amaheene.
3e020500a9	Nawe ʉmʉʉtʉ wʉnʉ akugwata ringʼana ryazɨ, maheene ʉbhʉsɨɨgi bhwa Mungu bhʉnagiibhwɨ heene heene. Kwa rɨnʉ tʉmɨnyirɨ kʉbha tunu ubhumwɨmwɨ na Mungu.
3e02060064	Ʉmʉʉtʉ wʉnʉ akubhuga anu ubhumwɨmwɨ na Mungu, areenderwa iikarɨ chɨmbu Yɨɨsu iikɨɨrɨ.
3e0207010e	Abhasɨɨgwa bhaanɨ, amaswaja ganʉ nɨkʉbhaandɨkɨra gatarɨ mahya, nawe nɨ‑maswaja gɨ ɨkarɨ garyagarya, ganʉ mwarɨ mwɨzɨ kwɨma hanʉ mwatangirɨ kwisirirya Kiriisitʉ. Amaswaja gɨ ɨkarɨ gayo, ni‑ringʼana rɨnʉ mwigwirɨ igʉrʉ wʉ ʉkʉsɨɨgana.
3e020800f1	Nʉʉrʉbhu, amaswaja ganʉ nɨkʉbhaandɨkɨra, nego amahya. Amaheene ga riswaja rɨnʉ rɨkarorekana mubhwikari bhwa Yɨɨsu Kiriisitʉ, na mubhwikari bhwanyu, kʉ kʉbha ikiirimya kɨrahɨta nu ubhwɨrʉ bhwe eheene bhʉmarirɨ kʉbhanza.
3e02090081	Ʉmʉʉtʉ wʉwʉʉsi wʉnʉ akubhuga, ariikara mubhwɨrʉ ɨnʉ arabhiihirirwa abhahiiri bhaazɨ, akɨɨrɨ ariikara mukiirimya.
3e020a0073	Wʉwʉʉsi wʉnʉ asɨɨgirɨ umuhiiri waazɨ, ariikara mubhwɨrʉ. Kɨtareeho chʉchʉsi kɨnʉ kikugirya asaryɨ.
3e020b00a6	Nawe wʉnʉ akubhiihirirwa umuhiiri waazɨ, ari mukiirimya. Na aragenda mukiirimya, ɨnʉ atɨɨzɨ hanʉ akuja, kʉ kʉbha ikiirimya kikundikiiryɨ amɨɨsʉ gaazɨ.
3e020c0086	Nɨrabhaandɨkɨra abhaana bhaanɨ abhasɨɨgwa, kʉ kʉbha ʉbhʉbhɨ bhwanyu bhʉbhɨɨrɨɨrwɨ kʉ kʉhɨtɨra Yɨɨsu Kiriisitʉ.
3e020d00e3	Nɨrabhaandɨkɨra bhabhaabha, kʉ kʉbha mwɨzɨ Yɨɨsu Kiriisitʉ, wʉnʉ aareho kwɨma ʉbhʉtangɨ. Nɨrabhaandɨkɨra abhamura, kʉ kʉbha muhizirɨ Shɨtaani. Nɨrabhaandɨkɨra abhaana, kʉ kʉbha mwɨzɨ Bhaabha Mungu.
3e020e00dd	Nɨrabhaandɨkɨra bhabhaabha, kʉ kʉbha mwɨzɨ Yɨɨsu Kiriisitʉ, wʉnʉ aareho kwɨma ʉbhʉtangɨ. Nɨrabhaandɨkɨra abhamura, kʉ kʉbha mʉna amanaga, mʉrakaja kugwata ɨngʼana ya Mungu, na muhizirɨ Shɨtaani.
3e020f00a0	Mʉtasɨɨga kokora ʉbhʉbhɨ bhwɨ ɨɨsɨ, na amangʼana ganʉ garɨ mʉʉsɨ. Ʉmʉʉtʉ wʉnʉ asɨɨgirɨ ɨɨsɨ, ʉbhʉsɨɨgi bhwa Bhaabha ataanabhwɨ.
3e02100109	Ʉbhʉbhɨ bhwa kʉʉsɨ nebhwe bhʉnʉ, umwʉyʉ ʉmʉbhɨ gwʉ ʉmʉbhɨrɨ, rihari ryʉ ʉkʉbha nachʉ chʉchʉsi kɨnʉ ʉmʉʉtʉ akɨrʉʉzɨ, nu ubhwiyungi kʉ kʉbha yu ubhuniibhi. Bhyʉsi bhiyo bhɨtakurwa kwa Bhaabha Mungu nawe bhɨrarwa mʉʉsɨ mʉnʉ.
3e02110094	Ɨɨsɨ hamwɨmwɨ nɨ ɨnamba yaku ɨmbɨ, bhɨrahɨta. Nawe wʉwʉʉsi wʉnʉ akokora chɨmbu Mungu akwenda, arabha nʉ ʉbhʉhʉru bhwa kemerano.
3e021200df	Abhaana bhaanɨ abhasɨɨgwa, zisikʉ zɨ ɨtɨnɨrʉ zihikirɨ! Mwigwirɨ umubhisa wa Kiriisitʉ araaza, na nangʉ abhabhisa bhaaru bha Kiriisitʉ bhamarirɨ kuuza. Ɨbhu nɨmbu tʉmɨnyirɨ turi muzisikʉ zɨ ɨtɨnɨrʉ.
3e021300fc	Abhaatʉ bhayo bharuurɨ mʉmasengerero gɨɨtʉ, nawe bhataarɨ nu ubhumwɨmwɨ na niitwɨ. Bhangabhɨɨrɨ bhakɨndichɨtʉ bhaarɨ bharasaaga hamwɨmwɨ na niitwɨ. Nawe bhakarweho korereke emenyekanɨ kʉbha ɨtarɨ bhʉʉsi nɨ‑bhakɨndichɨtʉ.
3e0214005b	Nawe imwɨ, Ʉmʉrɨndu Yɨɨsu abhahɨɨrɨ Ekoro yaazɨ, nangʉ imwʉsi mwɨzɨ amaheene.
3e0215009d	Nɨtabhaandikiirɨ ɨnyarʉbha yɨnʉ, kʉ kʉbha mʉtɨɨzɨ amaheene, nawe kʉ kʉbha mwɨzɨ, rʉtareeho ʉrʉrɨmɨ rwʉrwʉsi rʉnʉ rukurwa kʉmaheene.
3e021600d9	Ʉmʉʉtʉ ʉmʉbhɨɨhi nɨ‑wɨɨwɨ? Ʉmʉʉtʉ ʉmʉbhɨɨhi nɨ‑wʉwʉʉsi wʉnʉ akwanga Yɨɨsu ni‑Kiriisitʉ. Wʉwʉʉsi wʉnʉ akwanga Bhaabha Mungu na Yɨɨsu Umwana waazɨ, newe umubhisa wa Kiriisitʉ.
3e021700a6	Ʉmʉʉtʉ wʉnʉ akwanga Umwana, ataana bhʉmwɨ na Bhaabha Mungu. Nawe, wʉnʉ akwisirirya Umwana mʉbhʉtangɨ bhwa abhaatʉ, anʉ ʉbhʉmwɨmwɨ na Bhaabha Mungu.
3e021800ba	Nangʉ, mʉkajɨ kʉgagwata mumyʉyʉ janyu amangʼana ganʉ mwijibhwɨ kwɨma ʉbhʉtangɨ. Arɨɨbhɨ mʉrakaja kugwata amiija gayo, mʉrabha nʉ ʉbhʉmwɨ nu Umwana na Bhaabha Mungu.
3e02190057	Na bhuyo, nebhwe ʉbhʉragɨ bhwʉ ʉbhʉhʉru bhwa kemerano bhʉnʉ atʉragɨɨnʼyɨ.
3e021a0061	Nɨbhaandikiirɨ amangʼana gayo, kʉbharecha igʉrʉ wa abhaatʉ bhanʉ bhakwenda kʉbharimirya.
3e021b0123	Nawe imwɨ, Kiriisitʉ abhahɨɨrɨ Ekoro Ɨndɨndu, yɨnʉ ikwikara kwa niimwɨ. Wuyo newe akubhiija gʉʉsi, na amiija gaazɨ nɨ‑ga amaheene, gatarɨ gʉ ʉrʉrɨmɨ. Kwɨbhu, mʉtakwenderwa kwijibhwa na wʉndɨ. Chɨmbu Ekoro ibhiijiryɨ, mʉkajɨ kʉbha nu ubhumwɨmwɨ na Kiriisitʉ.
3e021c00b1	Nangʉ abhaana bhaanɨ abhasɨɨgwa, mʉkajɨ kʉbha nu ubhumwɨmwɨ na Kiriisitʉ, korereke ribhaga rɨnʉ arɨɨgarʉkɨ, tʉbhɨ nʉ ʉbhʉkararu, tʉtasʉʉka embere waazɨ.
3e021d006e	Arɨɨbhɨ mwɨzɨ Kiriisitʉ, ne‑moheene, momenye wʉwʉʉsi wʉnʉ akokora ge eheene, ni‑mwana wa Mungu.
3e030100f6	Morore chɨmbu Bhaabha Mungu atʉsɨɨgirɨ bhʉkʉngʼu, kʉbha itwɨ tubhirikirwɨ abhaana bhaazɨ! Maheene nɨmbu tʉrɨ. Nawe abhaatʉ bhanʉ bhatakwigwa Mungu, bhatakwobhoora kʉbha itwɨ, nɨ‑bhaana bha Mungu, kʉ kʉbha bhatamwɨzɨ ewe.
3e030200fd	Abhasɨɨgwa bhaanɨ, tʉmɨnyirɨ kʉbha nangʉ itwɨ nɨ‑bhaana bha Mungu, nawe ɨkɨɨrɨ komenyekana bhwaheene chɨmbu tʉrɨɨbhɨ hanʉ Kiriisitʉ arɨɨgarʉkɨ naatu. Nawe tʉmɨnyirɨ, tʉratuubhana neewe, kʉ kʉbha tʉramorora chɨmbu arɨ.
3e03030080	Ʉmʉʉtʉ wʉwʉʉsi wʉnʉ akwisega kʉbha aratuubhana na Kiriisitʉ ahiibhɨngukya, korereke abhɨ mʉrɨndu ncha Kiriisitʉ.
3e0304007b	Wʉwʉʉsi wʉnʉ akokora ʉbhʉbhɨ, arasarya imigirʉ ja Mungu, kʉ kʉbha okokora ʉbhʉbhɨ, nekwe ʉkʉsarya imigirʉ.
3e0305007b	Mwɨzɨ kʉbha Kiriisitʉ akaaza kʉʉsɨ, korereke aruushɨ ʉbhʉbhɨ bhwɨtʉ. Naatu ewe ataana ʉbhʉbhɨ bhwʉbhwʉsi.
3e030600e1	Nangʉ ɨrɨ habhwɨrʉ, wʉwʉʉsi wʉnʉ akongʼeha kʉbha nu ubhumwɨmwɨ neewe, atakongʼeha kokora ʉbhʉbhɨ. Nawe wʉwʉʉsi wʉnʉ akongʼeha kokora ʉbhʉbhɨ, atɨɨzɨ Kiriisitʉ nɨ‑wɨɨwɨ, na atamʉmɨnyirɨ.
3e030700ae	Nangʉ, abhaana bhaanɨ abhasɨɨgwa, mutiisirirya ʉmʉʉtʉ wʉwʉʉsi abharimiryɨ. Wʉwʉʉsi wʉnʉ akokora amangʼana ge eheene, ane eheene chɨmbu ewe, ne‑we eheene.
3e030800f5	Nawe wʉwʉʉsi wʉnʉ akongʼeha kokora ʉbhʉbhɨ, nɨ‑mʉʉtʉ wa Shɨtaani. Tʉmɨnyirɨ, kʉ kʉbha Shɨtaani angʼɨhirɨ kokora ʉbhʉbhɨ kwɨma ʉbhʉtangɨ. Nawe Umwana wa Mungu akaaza kʉʉsɨ, korereke asaryɨ emeremo ja Shɨtaani.
3e030900be	Wʉwʉʉsi wʉnʉ abhɨɨrɨ umwana wa Mungu, atakongʼeha kokora ʉbhʉbhɨ, kʉ kʉbha anʉ ʉbhʉhʉru bhwa Mungu. Atakʉtʉra kongʼeha kokora ʉbhʉbhɨ, kʉ kʉbha ni‑mwana wa Mungu.
3e030a00c9	Nawe ʉmʉʉtʉ wʉnʉ atakokora amangʼana ge eheene, hamwɨ wʉnʉ atasɨɨgirɨ umuhiiri waazɨ, wuyo atarɨ umwana wa Mungu. Ɨbhu nɨmbu tukwahʉkanʼya abhaana bha Mungu na abhaana bha Shɨtaani.
3e030b006d	Kwɨma hanʉ mwatangirɨ kwisirirya, mwigwirɨ amangʼana kʉbha toreenderwa kʉsɨɨgana itubheene kobheene.
3e030c00c1	Tʉtabha ncha Kaɨni, chɨmbu aakangatirwɨ na Shɨtaani, akiita umunyi waazɨ. Nɨ‑kwakɨ akamwita? Akamwita kʉ kʉbha amahocha gaazɨ gaarɨ mabhɨ, nawe gu umunyi waazɨ gaarɨ ge eheene.
3e030d006d	Nangʉ abhahiiri bhaanɨ, mʉtarʉgʉʉra arɨɨbhɨ abhaatʉ bhanʉ bhatakwigwa Mungu bharaabhabhiihirirwɨ.
3e030e00f0	Itwɨ tʉmɨnyirɨ turuurɨ muzinguru zu uruku, na nangʉ tʉnʉ ʉbhʉhʉru bhwa kemerano. Tʉmɨnyirɨbhu, kʉ kʉbha tʉsɨɨgirɨ abhahiiri bhɨɨtʉ. Nawe ʉmʉʉtʉ wʉwʉʉsi wʉnʉ ataana ʉbhʉsɨɨgi, akɨɨrɨ muzinguru zu uruku.
3e030f0097	Wʉwʉʉsi wʉnʉ akubhiihirirwa umuhiiri waazɨ, ni‑mwiti. Mwɨzɨ kʉbha atareeho mwiti wʉnʉ anʉ ʉbhʉhʉru bhwa kemerano mʉmʉbhɨrɨ gwazɨ.
3e031000c8	Hanʉ Kiriisitʉ aaruushiryɨ ubhwikari bhwazɨ igʉrʉ wɨɨtʉ, akatwerekenʼya ʉbhʉsɨɨgi bhwa amaheene. Naatu na niitwɨ, toreenderwa kuruusha ubhwikari bhwɨtʉ igʉrʉ wa abhahiiri bhɨɨtʉ.
3e031100c1	Ʉmʉʉtʉ wʉwʉʉsi we ebhegero bhyu ukwisa, areemorore umuhiiri waazɨ anu ubhwɨndi, nawe ataana umwʉyʉ gwɨ ɨbhɨgʉngi gwʉ ʉkʉmʉsakirya, nangʉ arabha nʉ ʉbhʉsɨɨgi bhwa Mungu?
3e0312006f	Abhaana bhaanɨ abhasɨɨgwa, tʉtasɨɨgana kwa amangʼanabhu, nawe tʉsɨɨganɨ heene ku kwikorera amazʉmu.
3e0313008a	Tʉrɨsɨɨganɨbhu, neho tʉraamenye kʉbha itwɨ, nɨ‑bhaatʉ bhe eheene, naatu imyʉyʉ jɨtʉ gɨrahoreera mʉbhʉtangɨ bhwa Mungu.
3e031400ab	Nʉʉrʉ arɨɨbhɨ turiitinirwɨ mozekoro zɨɨtʉ kʉbha tʉkʉrirɨ ʉbhʉbhɨ, tʉmɨnyirɨ Mungu newe ʉmʉkʉrʉ kʉkɨra zekoro zɨɨtʉ, ne ewe amɨnyirɨ gʉʉsi.
3e0315008c	Abhasɨɨgwa bhaanɨ, arɨɨbhɨ tʉtatiniirwɨ mozekoro zɨɨtʉ, tʉratʉra kʉbha nʉ ʉbhʉkararu bhu ukwisuka mʉbhʉtangɨ bhwa Mungu.
3e03160083	Naatu tʉrasʉngʼaana kurwa kwawe ryʉryʉsi rɨnʉ tʉkʉsabha, kʉ kʉbha turiigwa amaswaja gaazɨ na kokora ganʉ gakomozomera.
3e03170089	Amaswaja gaazɨ nego ganʉ, kʉbha turyisiriryɨ iriina ryu Umwana waazɨ, Yɨɨsu Kiriisitʉ, na kʉsɨɨgana chɨmbu atʉragɨɨnʼyɨ.
3e031800e7	Ʉmʉʉtʉ wʉwʉʉsi wʉnʉ akugwata amaswaja ga Mungu, anu ubhumwɨmwɨ neewe. Mungu wʉʉsi anu ubhumwɨmwɨ neewe. Tʉmɨnyirɨ kʉbha Mungu ariikara mubhumwɨmwɨ na niitwɨ kʉ kʉbha tone Ekoro Ɨndɨndu yɨnʉ atʉhɨɨrɨ.
3e0401010d	Abhasɨɨgwa bhaanɨ, mutiisirirya ʉmʉʉtʉ wʉwʉʉsi wʉnʉ akubhuga ane Ekoro ya Mungu. Nawe morore bhwaheene arɨɨbhɨ ʉmʉʉtʉ arakangatwa ne Ekoro ya Mungu hamwɨ zɨyi. Mokorebhu kʉ kʉbha abharʉʉtɨrɨri bhaaru bhʉ ʉrʉrɨmɨ bhabhʉnɨkirɨ kʉʉsɨ.
3e040200c5	Ɨnzɨra yo okomenya kʉbha ʉmʉʉtʉ arakangatwa ne Ekoro ya Mungu neyo yɨnʉ. Wʉwʉʉsi wʉnʉ akwisirirya Yɨɨsu Kiriisitʉ akaaza nchʉ ʉmʉʉtʉ, wuyo newe akʉkangatwa ne Ekoro ya Mungu.
3e04030102	Nawe wʉwʉʉsi wʉnʉ atakwisirirya Yɨɨsu aarɨ nʉ ʉmʉbhɨrɨ gwʉ ʉmʉʉtʉ, atakʉkangatwa ne Ekoro ya Mungu. Ʉmʉʉtʉ wuyo arakangatwa ne ekoro yu umubhisa wa Kiriisitʉ. Na niimwɨ, mwigwirɨ kʉbha umubhisa wuyo araaza, na nangʉ arɨ kʉʉsɨ.
3e040400fc	Nawe abhaana bhaanɨ abhasɨɨgwa, imwɨ nɨ‑bhaana bha Mungu, na niimwɨ muhizirɨ abharʉʉtɨrɨri bhʉ ʉrʉrɨmɨ bhayo. Mʉkatʉra kʉbhahiza kʉ kʉbha mone Ekoro ya Mungu. Eyo ɨnʉ ʉbhʉnaja kʉkɨra ekoro ya Shɨtaani wʉnʉ arɨ kʉʉsɨ.
3e040500b1	Abharʉʉtɨrɨri bhʉ ʉrʉrɨmɨ bhayo, nɨ‑bha kʉʉsɨ, necho bharagamba amangʼana gɨ ɨɨsɨ. Na abhaatʉ bha kʉʉsɨ bhanʉ bhatakwisirirya Mungu, bharabhiitegeerera.
3e04060115	Itwɨ nɨ‑bhaana bha Mungu. Wʉwʉʉsi wʉnʉ yɨɨzɨ Mungu, aratwitegeerera. Nawe wʉnʉ atarɨ umwana wa Mungu, atakutwitegeerera. Ɨbhu nɨmbu tukwahʉkanʼya gatɨ wa abhaatʉ bhanʉ bhakʉkangatwa ne Ekoro ya amaheene, na bhanʉ bhakʉkangatwa ne ekoro yʉ ʉrʉrɨmɨ.
3e040700ba	Abhasɨɨgwa bhaanɨ, tʉsɨɨganɨ, kʉ kʉbha ʉbhʉsɨɨgi bhʉrarwa kwa Mungu. Ʉmʉʉtʉ wʉwʉʉsi wʉnʉ asɨɨgirɨ abhakɨndichazɨ, ni‑mwana wa Mungu, na newe yɨɨzɨ Mungu.
3e0408006c	Nawe wʉwʉʉsi wʉnʉ atasɨɨgirɨ abhakɨndichazɨ, atɨɨzɨ Mungu, kʉ kʉbha Mungu, nɨ‑bhʉsɨɨgi.
3e040900ac	Mungu akeerecha ʉbhʉsɨɨgi bhwazɨ kwa niitwɨ kʉnzɨra yʉ ʉkʉtʉma Umwana waazɨ umumwɨmwɨ kʉʉsɨ, korereke tobhone ʉbhʉhʉru bhwa kemerano kʉhɨtɨra kwawe.
3e040a00de	Bhʉnʉ nebhwe ʉbhʉsɨɨgi, ɨtarɨ itwɨ tʉkasɨɨga Mungu, nawe ewe newe aatʉsɨɨgirɨ. Neyo enzobhooro akatʉma Umwana waazɨ, korereke abhɨ ikimweso chu ukutugwatanʼya na Mungu ku kuruushaho ʉbhʉbhɨ bhwɨtʉ.
3e040b0060	Abhasɨɨgwa bhaanɨ, kʉ kʉbha Mungu aatʉsɨɨgirɨ itwɨ, itwʉsi toreenderwa tʉsɨɨganɨ.
3e040c00c0	Atareeho ʉmʉʉtʉ wʉwʉʉsi wʉnʉ amʉrʉʉzɨ Mungu ibhaga ryʉryʉsi. Nawe tʉrɨɨsɨɨganɨ, Mungu ariikara mubhumwɨmwɨ na niitwɨ, nʉ ʉbhʉsɨɨgi bhwazɨ bhʉnagirɨ kwa niitwɨ.
3e040d007b	Itwɨ tunu ubhumwɨmwɨ na Mungu, na Mungu anu ubhumwɨmwɨ na niitwɨ. Tʉmɨnyirɨ, kʉ kʉbha atʉhɨɨrɨ Ekoro yaazɨ.
3e040e0095	Itwɨ tʉrʉʉzɨ na komenyeekererya abhandɨ kʉbha Bhaabha Mungu akatʉma Umwana waazɨ kʉʉsɨ, korereke abhɨ Ʉmʉsabhuri wa abhaatʉ bhʉʉsi.
3e040f0085	Ʉmʉʉtʉ wʉwʉʉsi wʉnʉ akwisirirya Yɨɨsu ni‑Mwana wa Mungu, Mungu anu ubhumwɨmwɨ nawe, wʉʉsi anu ubhumwɨmwɨ na Mungu.
3e041000d0	Nangʉ, itwɨ tʉmɨnyirɨ na kwisirirya kʉbha Mungu atʉsɨɨgirɨ. Mungu, nɨ‑bhʉsɨɨgi. Wʉwʉʉsi wʉnʉ akwikara kʉbhʉsɨɨgi, newe anu ubhumwɨmwɨ na Mungu, Mungu wʉʉsi anu ubhumwɨmwɨ neewe.
3e041100c2	Kʉnzɨra yiyo, ʉbhʉsɨɨgi bhʉnagirɨ kwa niitwɨ, korereke tʉbhɨ nʉ ʉbhʉkararu kurusikʉ rwu ukutinirwa, kʉ kʉbha ubhwikari bhwɨtʉ mʉʉsɨ mʉnʉ bhwangɨ bhwa Yɨɨsu Kiriisitʉ.
3e04120103	Hanʉ hanʉ ʉbhʉsɨɨgi hataana bhwʉbha, nawe ʉbhʉsɨɨgi bhwa amaheene bhʉhaaruusha ubhwʉbha, kʉ kʉbha ukutinirwa nekwe kukugirya abhaatʉ bhʉʉbhahɨ. Ʉmʉʉtʉ wʉwʉʉsi wʉnʉ anu ubhwʉbha, ʉbhʉsɨɨgi bhwa Mungu bhʉkɨɨrɨ kʉnaga kwawe.
3e0413004d	Itwɨ tʉnʉ ʉbhʉsɨɨgi, kʉ kʉbha Mungu newe aakangatirɨ kʉtʉsɨɨga.
3e0414010b	Arɨɨbhɨ ʉmʉʉtʉ arabhuga asɨɨgirɨ Mungu, ɨnʉ arabhiihirirwa umuhiiri waazɨ, nɨ‑mʉbhɨɨhi. Tʉmɨnyirɨ nɨ‑mʉbhɨɨhi, kʉ kʉbha arɨɨbhɨ atasɨɨgirɨ umuhiiri waazɨ wʉnʉ akomorora, atakʉtʉra kʉmʉsɨɨga Mungu wʉnʉ akɨɨrɨ komorora.
3e04150079	Mmbe, Mungu atʉhɨɨrɨ riswaja rɨnʉ, wʉwʉʉsi wʉnʉ amʉsɨɨgirɨ Mungu, areenderwa asɨɨgɨ nu umuhiiri waazɨ.
3e050100ac	Ʉmʉʉtʉ wʉwʉʉsi wʉnʉ akwisirirya Yɨɨsu ni‑Kiriisitʉ, wuyo newe umwana wa Mungu. Wʉwʉʉsi wʉnʉ asɨɨgirɨ bhaabha, asɨɨgirɨ na abhaana bha bhaabha wuyo.
3e05020072	Ɨbhu nɨmbu tʉmɨnyirɨ kʉbha tʉsɨɨgirɨ abhaana bha Mungu, kʉ kʉsɨɨga Mungu na kugwata amaswaja gaazɨ.
3e05030063	Ʉkʉsɨɨga Mungu nekwe ukugwata amaswaja gaazɨ. Na kugwata amaswaja gaazɨ kʉtarɨ kʉkʉngʼu,
3e0504008f	kʉ kʉbha abhaana bhʉʉsi bha Mungu bharahiza ʉbhʉbhɨ bhwɨ ɨɨsɨ. Ɨbhu nɨmbu tukuhiza ga kʉʉsɨ kʉnzɨra yu ubhwisirirya bhwɨtʉ.
3e05050076	Nɨ‑wɨɨwɨ wʉnʉ akʉtʉra kuhiza ʉbhʉbhɨ bhwɨ ɨɨsɨ? Nɨ‑wʉnʉ akwisirirya Yɨɨsu ni‑Mwana wa Mungu.
3e05060077	Yɨɨsu Kiriisitʉ newe iizirɨ kwa amanzi na kʉmasaahɨ. Atiizirɨ kwa amanzi ageene, nawe kwa amanzi na kʉmasaahɨ.
3e0507006d	Ne Ekoro Ɨndɨndu ɨramenyeekererya kʉbha gayo nɨ‑ga amaheene, kʉ kʉbha Ekoro Ɨndɨndu neyo amaheene.
3e050800b3	Kʉna abhamɨnyɨɨkɨrɨri bhatatʉ bhanʉ bhakomenyeekererya ɨngʼana ya Yɨɨsu [mwisaarʉ: nɨ‑Bhaabha, Ringʼana ne Ekoro Ɨndɨndu, na abhaatʉ bhanʉ, ne kegero kɨmwɨ.
3e0509013c	Na kʉna atatʉ ganʉ gareerekeererya kʉʉsɨ], Ekoro, amanzi na amasaahɨ, na atatʉ ganʉ gariisiriranʼya. Turiisirirya obhomenyeekererya bhwa abhaatʉ, no obhomenyeekererya bhwa Mungu nebhwe ʉbhʉkʉrʉ bhʉkʉngʼu, kʉ kʉbha bhuyo nebhwe obhomenyeekererya bhʉnʉ Mungu ahurukiryɨ igʉrʉ wu Umwana waazɨ.
3e050a0113	Wʉwʉʉsi wʉnʉ akwisirirya Umwana wa Mungu, isiriiryɨ kʉbha obhomenyeekererya bhuyo, nɨ‑bhwa amaheene. Nawe wʉnʉ atakwisirirya Mungu, arabhuga Mungu nɨ‑mʉbhɨɨhi, kʉ kʉbha atabhwisiriiryɨ obhomenyeekererya bhʉnʉ Mungu ahurukiryɨ igʉrʉ wu Umwana waazɨ.
3e050b009d	Obhomenyeekererya bhuyo nebhwe bhʉnʉ: Mungu atʉhɨɨrɨ ʉbhʉhʉru bhwa kemerano. Ʉbhʉhʉru bhuyo tʉrabhobhona kʉnzɨra yu ukwisirirya Umwana waazɨ.
3e050c0096	Wʉwʉʉsi wʉnʉ anu ubhumwɨmwɨ nu Umwana wa Mungu, anʉ ʉbhʉhʉru bhuyo. Nawe wʉnʉ ataana ubhumwɨmwɨ nu Umwana wa Mungu, ataana ʉbhʉhʉru.
3e050d0086	Nɨrabhaandɨkɨra amangʼana gayo, bhanʉ mukwisirirya iriina ryu Umwana wa Mungu, korereke momenye mʉnʉ ʉbhʉhʉru bhwa kemerano.
3e050e00a1	Itwɨ tʉnʉ ʉbhʉkararu mʉbhʉtangɨ bhwa Mungu, kʉ kʉbha tʉmɨnyirɨ kʉbha aratwigwa tʉraamʉsabhɨ ryʉryʉsi kʉrɨngʼaana nʉ ʉbhʉsɨɨgi bhwazɨ.
3e050f007d	Tʉmɨnyirɨ kʉbha aratwitegeerera hanʉ tʉkʉmʉsabha, neyo enzobhooro tono obhoheene kʉbha aratoha ganʉ tʉkʉmʉsabha.
3e05100176	Ʉmʉʉtʉ areerore umuhiiri waazɨ arakora ʉbhʉbhɨ bhʉnʉ bhʉtakʉmʉtʉʉra kore na Mungu kemerano, amʉsabhɨrɨ, na Mungu aramoha ʉbhʉhʉru. Riyo nɨ‑kʉbhanʉ bhakokora ʉbhʉbhɨ bhʉnʉ bhʉtakʉbhatʉʉra kore kemerano. Nawe kʉnʉ ʉbhʉbhɨ bhʉnʉ bhʉkʉtʉʉra ʉmʉʉtʉ kore na Mungu kemerano. Nɨtakubhuga amʉsabhɨrɨ igʉrʉ wʉ ʉbhʉbhɨ bhuyo.
3e051100a6	Kokora ryʉryʉsi rɨnʉ rɨtakwenderwa mʉbhʉtangɨ bhwa Mungu, nɨ‑bhʉsarya. Nawe hamwɨmwɨ na gayo, bhoreho ʉbhʉbhɨ bhʉnʉ bhʉtakuhira ʉmʉʉtʉ muruku.
3e05120099	Tʉmɨnyirɨ abhaana bha Mungu bhatakongʼeha kokora ʉbhʉbhɨ, kʉ kʉbha Umwana wa Mungu arabhariibha, na Shɨtaani atakʉtʉra kʉbhakora ryʉryʉsi.
3e0513005a	Tʉmɨnyirɨ itwɨ, nɨ‑bhaana bha Mungu, nɨ ɨɨsɨ yʉʉsi ɨkakangatwa na Shɨtaani.
3e05140127	Na tʉmɨnyirɨ kʉbha Umwana wa Mungu amarirɨ kuuza, atʉhɨɨrɨ amangʼɨɨni, korereke tomenye Mungu wa amaheene. Tunu ubhumwɨmwɨ na Mungu wa amaheene, kʉnzɨra yʉ ʉkʉbha nu ubhumwɨmwɨ nu Umwana waazɨ Yɨɨsu Kiriisitʉ. Wʉnʉ newe Mungu wa amaheene nʉ ʉbhʉhʉru bhwa kemerano.
3e05150046	Abhaana bhaanɨ abhasɨɨgwa, mʉbhɨ mɨɨsʉ mʉtasengera amasambwa.
