2800000005	Mahte
3701070092	Pamhnam naw a jah peta Ngmüimkhya naw am jah kyüheisak, acuna hnün üng Ngmüimkhya naw johit, mhläkphyanak ja mimät nängeinak am jah kbeki.
37010800bc	Acunakyase, käh ngkeei lü mi Bawipa phäh saksia, Khritawa phäh thawng üng ka khyuma phäh pi käh ngkeeia. Pamhnam naw ngjuktha a ning peta mäiha Thangkdawa phäh khuikhanak khameia.
37010900c5	Ani naw jah küikyan lü a khyang vaia a jah khü hin mi bilawhnak üng am kya lüpi a bäkhäknak ja a mkhühnak am ni. Akcün am a tünei ham üng Khritaw Jesuh üngkhyüh a bäkhäknak jah peki.
37010a00b4	Mi Küikyan Bawi Khritaw Jesuh a lawnak üng ahin cun mimia veia ngdang law pängki ni. Ahih naw thihnaka johit cän mkhyüh lü anglät xünnak cun thangkdaw üngkhyüh mdanki ni.
37010b003c	Thangkdaw sang khai saja ja ngsäa Pamhnam naw na mcawn lü,
37010c00cb	ahinea phäh khuikha ka khamki ni. Lüpi mkhühüpnak ka taki, isetiakyaküng, u ka umnaki ti cun ka ksingki. Kei üng a na ap hüt cun Khawmhnüp a pha law vei cäpa ani naw säm khawhki tia ka ksingki.
37010d0090	Khritaw Jesuh üng mi yümmatnaka kyaki mhläkphyanak ja jumeinak üng ve lü na läklama vai ka ning mtheia khyübe kcang cän kcüng kyet bä.
37010e0058	Mimi üng vekia Ngmüimkhya Ngcima johita khyüh a ning apa akdawe cän sämei kyet bä.
37010f004c	Asah hne veki khyang avan, Phakilas ja Hamawkines naw pi na cehtaki xawi ni.
370110008e	Bawipa mpyeneinak Onesiphoraha im kyawnga ve se, isetiakyaküng, ani naw akcün tä na jesaki ni. Thawng üng ka kyuma phäh pi am ngkeei lü,
370111003f	Romah a pha law ja am a na hmuha küt üng kei na sui hüki ni.
370112006e	Acuna Mhnüp üng Bawipa naw a bäkhäknak pe se! Keia phäha Epheta ihlawka biloki tia cän nami ksingkie ni.
3702010058	Ka ca, nanga phäha Khritaw Jesuh am mi yümatnaka kyaki bäkhäknak üng ngkhängpanga.
3702020091	Saksi khawhah maa ka pyena mtheimthangnak, na ngjaka mtheimthangnak he cän la lü khyang akce pi jah mthei be thei khaia khyange am jah ap siha.
370203003b	Khritaw Jesuha sitihkia yekapa kba khuikhanak cän khameia.
3702040068	Yekap cun naw ani mtheh lü ngthupeki angvai a jesak vaia akce bilawhnak üng kcaw lü i pi am bi khawi.
3702050064	Ngcamei lü dawngkia khyang naw pi mcuhmthenake am a jah läk üngta ngkhyengnak cun am yah khai ni.
3702060038	Ngnüngseng lü lai biki naw akcüka a ah cun taeiki ni.
3702070050	I ka pyen ti hin ngaia, ahin avan na ksingnak vaia Bawipa naw khyaih khawhki ni.
370208006d	Thangkdaw sang lü ka jah mtheia kba Davita mjüa kyaki thihnak üngkhyüh tho beki Jesuh Khritaw cän süma.
370209008d	Isetiakyaküng, Thankdaw ka sanga phäha mpyukeia mäiha khunnak khamei lü ka khuikhaki ni. Lüpi Pamhnama ngthu cun khunnak am khamei thei,
37020a00a1	acunakyase, angläta hlüngtainak law lü Khritaw Jesuh üngkhyüh lawkia küikyannak ami yah vaia phäha, anaküt hin Pamhnama xü khyangea phäha ka khamei ni.
37020b004b	Ahin cun akcanga pyen ni: “Ani am mi thih üngta, ani üng mi xüng khai.
37020c0060	Msu lü mi khamei üngta, ani am mi up hnga khai. Ani mi ma üngta, ani naw pi jah ma hnga khai.
37020d0060	Am mi sitih üngpi, ani cun sitih nglätki, isetiakyaküng amät naw amät am hmakatsak thei.”
37020e00bb	Ahina mcuhmthehnak hin na khyange am jah sümsak lü ngcuhngkaihnak vaia khyübe käh ami pawh vaia, Pamhnama maa jah mcäi kawm pi. Ahine naw am jah dawsak lü cungaikie jah pyaksaki ni.
37020f009f	Pamhnama ngthungtaka mawng cangkia jah mthei lü, khut biki naw a khut käh ngkeei lü, a pawha kba Pamhnama hmaia ümpanak na yah vaia na khyaih khawha pawha.
3702100067	Pamhnam üngkhyüh jah thuksaki, khawmdek üng sängei lü am danga ngthähnake üngka naw akthuka vea.
370211008a	Acunea mtheimthangnak hin naw mi pumsa jah eiawki mnehmnanga mäi ni a law ve. Himenias ja Philetuh xawi naw ahi bang jah mtheiki xawi ni.
3702120085	Ani xawi naw ngthungtaka suilam hawih ni lü mi thawhnak be cun ve pängki ti lü jumeikie avanga jumeinak cun jah uplatsaki xawi ni.
37021300fe	Acunsepi, Pamhnam naw a taka ngkhängkia tüneinak lung cun am ngsünngkyet; hina ngthue cun acuna khana, “Bawipa naw a kae cun jah ksingki” cunkäna “Bawipa ka kanaki tikia khyang cun am dawki bilawhnak üngkhyüh nglat yah khai,” tia ng’yuki.
37021400c7	Imnua k'uma kbee ja k’ame amjü küm veki: avang cun ngui ja xüi am ami jah pyan, akcee cun thing ja mdek am ami jah pyan, avang cun pawipyang üng jah sumei lü avang cun ami jah sumei sawxat ni.
37021500ae	Akse üngkhyüh amimät ngcimsaki cun adawnaka hnün üng sumei khaie, isetiakyaküng, ami mahpa naw akdaw jah pawhnak vaia jah sumei lü ami ngapei vaia ngsäm yah khaie ni.
37021600bb	Cawngpyanga hlükaweinak cän hawih lü ngsungpyunnak, jumeinak, mhläkphyanak ja dim’yenak, mlungkyawng ngcimki he am atänga Bawipaa kpüinak yah vaia ngkhüngkonake cän jah mtuneia.
3702170068	Ngtunngvawknak üng jah kphakia amdang ngcuhngkaihnak ja am ngtähngkehkia ngkaw üngkhyüh akthuka vea.
3702180098	Bawipaa mpyaa na kyaka mäiha nang naw ngtunngvawknak am pawh yahki. Nang cun khyang daw ja a mlungmsaüki sajaa kba khyang naküta vei na daw yah khai.
3702190098	Nang cun ning ngcam püiki na mtheh üng na hniphnawi yah khai, ahin cun Pamhnama hlüeia kya lü ami cun ngjut be lü ngthungtak cun ksing law khai ni.
37021a0061	Khawyai naw ani kcangnak khaia a jah pinmane cun lätlang law u lü akdawkyaa ksing law khaie ni.
3703010043	Akpäihnaka mhnüpe üng akhaknaka kcüne ve law khai ti cun süma.
37030200be	Khyange naw amimäta nghmah bük khaie, ngui hlüei khaie, awhcah khaie, khyanga thang mset khaie, mäta phäh tengnak, nupaa pyen kpet khaie, dawkyanak am ksing u lü ningsaw pi am ksing u,
3703030077	amimi cun am dawkya u, mpyeneinak am ve, khyang aksea pyen khaie, hlühlawk u lü sosat khaie; akdaw cun am hmu hlü u,
370304005d	ami cun am sitih u, cungaihnak pi am ve, awhcah u lü Pamhnama kthaka bawimangnak jawngnakie;
3703050067	mi ningsaw akpung sawxat läklam u lü johit kcang cun mah khaie. Acuna khyange üngkhyüh akthuka vea.
370306008e	Khyang avange cun khyangea ima cit hü u lü ktha ngceki nghnumie, ami mkhyea ja hlükawei naw a jah nängeie naküt cun jah hnepei hükie ni,
3703070051	acun nghnumie cun ngthungtak am ksing u lüpi ngthei khaia angläta kthanakie ni.
3703080099	Janneh ja Jambareh naw Mosi ami ngtek püia kba ahina khyange naw pi ngthungtak ngtek püikie-ahinea mlung cun thi lü jumeinak üngpi ngsukngvänkie ni.
3703090083	Khyang avan naw ihlawka yüangkie ti cun ami jah ksinga phäh akthuk am pha khawh u. Acukba kunga Janneh ja Jambareha veia thawnki.
37030a0087	Nang naw ta, ka vecawh, ka mtheimthang ja ka kcün sak üng ka mkhühnak; ka jumnak, ka mlung msaünak, ka mhläkphyanak, ka khameinak,
37030b00ab	ami na mkhuimkhanake ja ka khuikhanake. Khyühkyawk vaia mkhuimkhanake hin Antiok, Ikonih ja Luhtaraha thawnki ti cun na jah ksingki ni. Lüpi Bawipa naw na yungkaihki ni.
37030c0054	A u pi, Khritaw Jesuh am yümmat lü akdawa xüng hlüki ta mkhuimkhanak khamei lü,
37030d0087	khyang ksee ja khyang k’hleie cun akse üngkhyüh akse bawk pawh u lü khyange jah mhlei u lü amimät naw amimät mhlei sihki he ni.
37030e006c	Acun sepi, nang ta, angkhänga jumki lü na ngthei ja ngthungtak am msu lü vea. Na sajae u tia ksingki lü,
37030f00b0	Ngcimkia Cangcim na dik ham üngkhyüh na ksingki, acun naw kthemnak jah pe lü acuna kthemnak naw Khritaw Jesuh jumnak üngkhyüh küikyannak da jah cehpüiki ti cun süm bä.
370310009a	Cangcim naküt hin Pamhnama xünsaka kya lü ngthungtak jah mtheinak, akhye jah mthehnak, hmaki pitpyannak ja akdawa xün vaia jah mcuhmthehnaka dawki ni,
3703110071	acunakyase, Pamhnama khut pawhkia khyang cun Cangcim üngkhyüh akdaw amjü mjü bilawhnak khawh am kbebangki ni.
370401009a	Khritaw Jesuh ja Pamhnam naw akthi ja akxüng üng ngthu jah mkhyah khai, isetiakyaküng, ani cun sangpuxanga kba jah up law khaia hmaia ka ning mtheh ta,
37040200b5	mlung msaünak am na jah mtheia kba jah ksingsak lü mkhye jah mtheh lü ktha jah petnak üng (akcün ve lüpi kyase akcün am a ve üng pi kyase) ngthu cun pyen lü na sang vai ni.
37040300b1	Khyange naw akdawa ningsaw am cungaihnak vai kcün pha law lü amimäta hlükawei cun läk u lü ami hnga a ngjak'hlünak bawk vaia jah mtheikia sajaea vei ngkhäm hü khaie ni.
370404004d	Ngthungtak cungaihnak nglata u lü khüikama ngkhawe cun ngai law hlü khaie.
37040500a1	Lüpi nang ta a i naküt üng namät cän mceiei lü khuikhanak cunei lü Thangkdaw sangki sajaa khut pawh lü na mta naküt cän Pamhnama mpyaa kba khüikhawma.
370406005b	Keia phäha ta, ka ngapei vaia kcün pha law hnühki; ahina sak ka cehta law hnüh khai ni.
370407004c	Ka jumnak ta lü akthuka dawnnak vai üng ka khyaih khawha ka dawng pängki.
3704080112	Tukbäih ta keia phäh Pamhnam am ngsungpyunnaka ngnängnaka ngkhyengnak (Pamhnam am ngsungpyunnak) naw na k'äihki. Acun cun Bawipa, ngsungpyunkia Ngthumkhyahki naw acuna Mhnüp üng kei däk am kya lü ani angdannak law vai mhläkphyanak am k'äihki üngpi jah pe khai ni.
3704090028	Akjanga ka veia na law vaia ktha na bä.
37040a0078	Demah naw khawmdek kphyanakia kyase Thesalonikah da kei na cehtaki. Crescens Kalatih da cit lü Tihtuh Dalamatiha citki.
37040b0077	Luhka däk ni ka hlawnga a ve. Makuh cän khü lü ka veia law püia, isetiakyaküng, ani naw ka khut na kpüi khai ni.
37040c0020	Taikikah cun Epheta ka tüih ni.
37040d007c	Na law üng, Tarosa mlüh, Kaphus ima ka tak hüt kcuawh cän law lü ka caupe ja ca ka yuknak mehvun nglepe pi jah law bä.
37040e005b	Mthiksep Aleksanda naw aktäa na mkhuimkhakia kyase a bilawha kba Bawipa naw thung be khai.
37040f0051	Ani cän mceiei lü ve bä, isetiakyaküng, mi ngthu aktäa am jah kcangnakki ni.
370410007d	Kamät akcüka ka ng’yungei üng kei da upi am ve, avan naw na cehtak päihkie. Pamhnam naw ami bilawh käh jah kheh pe se!
3704110098	Bawipa ka hlawnga veki lü ngjuktha na pekia kyase kkeia mpyawng üngkhyüh pi na yung lü khyangmjükce vana ngjak vaia ngthu avan cun ka sang khawhki.
370412008b	Bawipa naw akse naküt üngkhyüh na yung lü a khankhaw pea kei cun üpawmkia na cehpüi khai. Ani üng hlüngtainak angläta ve se! Amen.
370413004a	Priscilah ja Akuilah, Onesiphoraha imkyawng lawnge na jah hnukset pet bä.
3704140078	Eratuh cun Korintuh mlüha vehüt lü Throphimah ta Miletuha ka hawih hüt ni, isetiakyaküng, ani cun am khyaiheiki ni.
370415007e	Khawksik khya apha hlana na law vaia mtunei bä. Eubulas, Puden, Linas ja Kalawdih ja Khritjan akcee naw pi ning hnukset ve u.
3704160051	Bawipa na ngmüimkhyaa hlawnga ve se. Pamhnama bäkhäknak nami vana khana ve se.
3800000006	Tihtuh
38010100cc	Pamhnama mpya ja Jesuh Khritawa ngsä kei Pawluh üngkhyüh ni. Kei cun Pamhnama xüa khyangea jumeinak jah kpüi lü mi ningsaw üng mi ngtheia ngthungtak üng jah cehpüi khaia na xü lü a na tüih ni.
380102008a	Acun hin anglät xünnak, äpeinak am tüneiki ni. Akcün am a tünei ham üng käh hleikia Pamhnam naw ahina xünnak khyütam jah pe lü,
3801030073	akcün apha law üng ania mawng cun jah mdanki. Ahin cun kei üng na ap lü jah küikyanki Pamhnam naw na sangsaki.
3801040097	Atänga mi tak jumnak am ka ca kcang Tihtuha vei ca ka yuki ni. Pa Pamhnam ja mi küikyan Bawi Khritaw Jesuh naw bäkhäknak ja dim’yenak ning pe se.
380105008a	Mlüh naküta sangcim ngvaie jah mcawnki lü hlükaw hamkie na jah bilo khaia Kareta ka ning tak hüt ni. Ka ning mcuhmthehe jah süm bä:
3801060071	ngvai vai cun mkhye am ve yah, a khyu mat däk la yah khai. A cae pi jumei u lü pyen kpet lü am längang yah u.
38010700a7	Sangcim ngvai cun Pamhnama khut bikia kya lü mkhye kpuk vai am ve yah. Ani cun khyang hnepeiki, a mlung cähki, mpyüihmahki, sosatki ja ngui jawngnakia am thawn yah.
3801080080	Ani cun khinnglei khina lü akdaw cun kphya na yah khai. Ani cun amät nängeiki, ngsungki, ngcimki ja sitihkia pi kya yah khai.
38010900b2	Ningsaw naw a ä a jum phyakia mawng cän akceta kcüng yah khai. Acun ngtek püikie khyeki ti cun mdan lü mtheimthangnak akcang am khyang kcee pi ngjuktha jah pe thei yah khai.
38010a008e	Aktunga Judah ning üngkhyüh ngthunghlai law lü ia am ngtähngkhehki ami ksingnak am khyang jah mhlei u lü jah thühlawksaki khawhah vekie.
38010b009a	Ami pyensak jah him vai hlü ve, isetiakyaküng, ngkeeikse ngui yahnak vai mkhüh na u lü am ami jah mthei vai jah mthei lü imkyawnge jah uplatsakie ni.
38010c00e9	Karete üngka khyang mat amimäta sahmae naw, “Karet khyange cun hleihlakie, khyükseia kba se u lü dudam u lü eiawk kthanakie,” tia a pyen hin kcangki ni. Ahina phäh akdawa jumnak ami tak law vaia, angkhat kunga jah mcing lü
38010e006b	ngthungtak mahki khyange üngkhyüh lawkia nghngicima ngthupete ja Judahea khuikame käh jah ngai ti khaie.
38010f0089	Amimät ngcimki hea phäh anaküt hin ngcim lü ami mlungkyawng ja amimät ksingeinak am ngcim lü am ami jumeia phäh avan hin am ngcim.
3801100089	Pamhnam ksingkiea pyen u lüpi ami vecawh naw kpetki. Amimi cun pyen am ngai lü jah cawkei phyakia kya lü akdaw pawh khaia am nglawi u.
3802010038	Kcangkia ningsaw naw ä a ti cän na jah mthei yah khai.
38020200b6	A sak dämkia kpamie cän ami hniphnawi vaia, leisawng vaia ngkäih u lü ami mät ami nängei vaia, jumeinak akdaw ta u lü mhläkphyanak ja khameinak khawh ami tak vaia jah mtheia.
38020300ce	Acukba bäa, a sak dämkiea nghnumie pi ngcimngcaih lü nghnumia vea kba ami ve kung vaia jah mtheha. Mpyüia capyit tui aw lü khyanga am a daw pyeneikia käh kya kawm u. Akdaw i ti cun jah mthei yah khai,
3802040043	ami sak dikia nghnumie üng ami cae ja ami kpamie jah mhlä na lü,
3802050098	amimät nängei u lü ngcimngcaih u lü nghnumi kdawa kya lü ami kpamiea pyen ami ngjak üngva Pamhnam üngkhyüh lawkia ngthu u naw pi akse am pyen u.
3802060051	Acukba bäa, a sak dik hamki kpamie pi amimät ami nängei vaia jah nghui na bä.
3802070078	Anaküt üng namät kung cän a ning hjutuih vaia akdawa vecawha. Na mlung pi ngcim lü a süyüa na jah mthei yah khai.
380208007e	Käh ami ning mkateinak thei vaia khyübe cän na sumei üngva na yee cän ngkeei u lü mimia mawng akse ami pyen vai i am ve.
3802090058	Mpyae pi ami mahpa kea ve u lü anaküt üng jesak kawm u. Ami mahpa käh msang be u lü
38020a00c1	ami mahpa ka pi käh mpyuei kawm u. Acuna hnün üng, angläta ami daw ja ami sitih cun ami mdan üngva ami bi naküt üng mi Küikyan Bawi Pamhnama mawng ngtheinak cun akdawa cehpüi khaie ni.
38020b004a	Khyang naküta küikyannak vaia Pamhnam naw a bäkhäknak mdan pängki ni.
38020c00ad	Acuna bäkhäknak naw khawmdeka mi xün k'um üng Pamhnam am khyühnak ja khawmdek kpameinake jah hawih lü ngsungpyunnak, mät nängeinak, akdawa venak ja Pamhnam ksing lü
38020d0086	mi äpeia jodawnaka Mhnüp mi k'äiha kba Küikyanki Jesuh Khritaw ja dämduh lü hlüngtaikia Pamhnama ngdan law vai jah mcuhmthehki.
38020e009b	Ani naw am dawki üngkhyüh jah yungmhlät lü ngcimkia khyanga jah pyang lü akdaw pawh lü ani däk mi kanakia mi thawn vaia amät naw amät jah peki ni.
38020f007c	Ahine jah mthei lü ning ngaikie jah him lü ktha na jah pet üng na ana naküt sumei bä. U naw pi käh ning mdihmsui kawm.
3803010079	Na khyange cän jah upkie ja ana takie cun jah kcang na u lü ami kea ve lü anaküt üng akdaw ami pawh vaia jah msüma.
3803020088	Khyang käh cijangei lü nglawieinak ja dim’yenak üng ve lü mlung hnipnak cun khyang naküta veia angläta ami mdan vaia jah mtheha.
3803030101	Mimi pi ajana nghmawang lü pyen käh ngja lü hmakat lü mi ve khawiki. Mimi cun mtisa hlüei ja khawmdek jekyainak naküta mpyaa mi kyaki. Mimi cun am dawkia mlung ja ng’eihnak üng mi ve khawi lü khyange naw jah cawkei u lü khyang pi mi cawkeikie ni.
3803040046	Acunsepi, Jah küikyanki Pamhnama dawkyanak ja mhläkphyanak mdan lü,
38030500c2	a jah küikyan. Ahin cun mimät naw akdaw mi bilawha phäh am kya ania mpyeneinak üngkhyüh jah küikyan lü Ngmüimkhya Ngcim naw jah mthikpyawt lü akthaia hminak ja akthaia xünnak jah peki.
3803060063	Mi küikyan Bawi Jesuh Khritaw üngkhyüh Ngmüimkhya Ngcim mi khana Pamhnam naw khawhah bui lawki,
380307006f	acuna kyase, ania bäkhäknak am Pamhnam üng mi ngsungpyun be lü mi äpei angsäia xünnak pi mi ka na lawki.
38030800ac	Ahin cun akcanga pyen ni. Ahine kei naw ktung na lü ka pyen hin Pamhnam jumeikie naw khyanga akdawnak ja a summang vaia akdaw bilawhnak am ami kcün ami pet vaia phäh ni.
3803090094	Ia am kyaki ngcuhngkaihe, ksawn tähnake, ngtunngvawknake ja Thum ngcuhnak cän jah mphenei bä. Ahine cun summang vaia am kya lü am ngtähngkeh u.
38030a005d	Ngkhawingpanak pawhki cun nghngih vei bang mcäi lü acun käna amimi am na pawh vai i am ve.
38030b004b	Acu banga khyange cun pyakmsai u lü ami mkhye naw am cang u tia mdanki ni.
38030c0094	Atemas ja Taikikah na veia ka jah tüi law üng ka venak Nikopoliha akjanga na law vai, isetiakyaküng, acua khawksik kya sumei vai ka ngtängki ni.
38030d008c	Thum ksing Zenah ja Apawluh cän na khyaih khawha jah kuei lü kdung ami cehnak vai üngpi ami hlükaw naküt cän jah bühteng pet kawm pi.
38030e008b	Mi khyange amdanga käh ve u lü hlükaw kcangki ami yahnak vai phäha akdaw bilawhnak am ami kcün ami sumei thei vaia ngtheingthang u se.
38030f008f	Ka hlawnga vekie naw ning hnukset ve u. Jumeinak üng mi nglawipüie üng ami jah hnuksetnak jah mtheha. Pamhnama bäkhäknak nami khana ve se.
3900000008	Philimon
3901010080	Khritaw Jesuha phäh thawng üng kyumki Pawluh ja mi bena Timoti üngkhyüh — Kami nglawipüi ja khut kami bi püi Philimon ja
3901020051	na ima ngkhämkia sangcim ja mi ci Apphia ja ngtuk mi pawh püi Akhipaha veia ni:
390103004f	Mi Pa Pamhnam ja Bawipa Jesuh Khritaw naw bäkhäknak ja dimdeihnak ning pe se.
3901040062	Ka na Philimon naw ka ktaiyüa kcün naküt üng nang ning süm lü Pamhnam veia jenak ka mthehki.
390105005b	Pamhnama khyange na jah mhläkphyanak ja Bawi Jesuh üng na taka jumnak ka ngjaka phäh ni.
390106009c	Ka ktaiyünak ta mi ngkhawteinak üng jumeikia mi kya akba, Khritaw am mi yümmatnak üng vekia dawkyanak naküt cun akdaw mi ksingnak däm däm vaia kyaki.
3901070073	Ka na aw, na mhläkphyanak naw na jekyaisak lü ngjuktha na pe ve! Nang naw Pamhnama khyangea mlung jah suhne veki.
3901080062	Ahina phäha Khritaw üng ka ning na akba kei naw yet lü i pawh vai ti hin ngthu ning mtheh veng.
390109008e	Isetiakyaküng ning kphya na lü ka ning nghuinak ni. Khritaw Jesuha ngsä, ania phäha tuha kcün üng thawng kyum kei Pawluh naw ka pawh ni.
39010a0072	Khritaw üng ka ca, thawng üng ka kyum k'um üng ngmüimkhya lama a na pa naw Onesimasa kcaha ning nghui na veng.
39010b0056	Ahlana ani cun ia am ngtäh lüpi atuha nang ja keia phäh ani cun summang vai kya ve.
39010c003a	Ani am ka mlung ngpüi law lü na veia ka tüih law be ni.
39010d0066	Thangkdawa phäh thawng üng ka kyum üng nanga kcaha na kuei khaia ka hlawnga a ve vai ka täng kyaw.
39010e0099	Acunsepi, na na kuei vaia käh ka ning sihling na khai, acuna kthaka na titänga na bilawh vai ni ka täng ve. Nang naw am ä xaki lü i pi am pawh veng.
39010f005f	Onesimas cun nang üngkhyüh asäng thuk lü a ve hin na hlawnga akcün tä a ve vaia phäh ni.
39011000de	Atuha mpya sawxata am kya lü mpyaa kthak dawki Khritaw üng na mhlänaka na naa kyaki ni. Ani cun keia phäh aktäa daw ve! Nanga phäh pi aktäa daw khai ni. Ani cun mpya ja Bawipa üng na na akba salü daw bawk khai ni!
3901110054	Acunakyase, na na püia na ngaih üngta, kei na na dokhama mäiha ani pi dokham bea.
3901120059	Ani naw a ning thung vai am ani üng a ning mkhyenak üngpi ka ning thung vai ta kawm pi.
3901130087	Kei Pawluh naw ka ning thungkhih khai ti lü ka kut ye am ka yuk law ni: (na sak phäh na je na bä ka ning mtheh vai am hlü khai ni.)
