0100000009	መተꬅ
31060d00a9	ሄሳ ግሾ፥ ኢታ ጋላሳ ተቃናዉነ ኡባ ፖልድ፥ ምንድ ኤቃናዉ ህንተ ዳንዳአና መላ ፆሳ ኦላ ሚሸታ ኡባ ማእተ።
31060e00ba	ቱማ ፄሳን ዳንጮዳ ዳንጭድ፥ ፅሎተꬃ ፁሩረዳ ትራን ዎꬅድ፥ ሳሮተꬃ ዎንገላ ህንተ ቶሁዋን ጫማዳ አꬅድ ምንድ ኤቅተ።
31061000ae	ሄ ኡባፈ አꬅድ፥ ፃላሄይ የድያ ላፅያ ታማ ዶንገ ኡባ ቶይሳናዉ ዳንዳእያ አማኑዋ ኡባ ዎደ ጎንዳለዳ ኦይክተ።
3106110095	ፆሳ አቶተꬃ ብራታ ባርኔፃዳ ህንተ ሁጰን ዎꬅተ፤ ቃስ ጌሻ አያና ማሻ እካ፥ ፆሳ ቃላ ኦይክተ።
31061200aa	ዎሳ አጎፍተ፤ ሀራታስካ ጋናትተ፤ ኡባ ዎደ አያናን ዎስተ። ሄሳን፥ ጌሻታስ ሳለቶና ምንድ ኡባ ዎደ ዎስተ።
3106130082	ታኒ ዎንገላ ፁራ ያሽ ባይና ቆንጭሳዳ ኦዳና መላ ፆሳይ ታዉ ቃላ እማና መላ ዎስተ።
31061400c4	ታኒ ሄሳ ኦꬃናዉ ኪተታስ ሀእካ ቃሾን ደኤይ ሄ ዎንገላ ግሾሳ። ያንያ ግሾ፥ ታኒ ያሽ ባይና በሰይሳዳ ኦዳና መላ ታዉ ዎስተ።
31061500d3	ታኒ ዋና ደእያኮነ አይ ኦꬅያኮ ህንተ ኤራና መላ ኑ ሲቆ እሻይ፥ ጎዳ ኦሱዋን አማነትዳ ኦሳንቾይ፥ ትክቆስ፥ ታባ ኡባ ህንተዉ ኦዳና።
3106160092	ኑኒ ኡባይ ዋንድ ደእያኮ ህንተዉ ኦዳና መላነ ህንተና ምን ꬃና መላ ታኒ እያ ህንተኮ ኪታስ።
310617008c	ፆሳ አዋፐ፥ ጎዳ የሱስ ክርስቶሳፐ ሳሮተꬃይነ ሲቆይ አማኖራ እስፈ አማንያ ኡባስ ግዶ።
3106180077	እርፆና ሲቆን ኑ ጎዳ የሱስ ክርስቶሳ ሲቅያ ኡባራ ፆሳ አꬎ ኬሀተꬃይ ግዶ።
3200000012	ፍልጵስዩሳ
320101011a	ክርስቶስ የሱሳራ እስፍዳ ግሾ፥ ፆሳባ ግድዳ፥ ፍልጵስዩሳ ካታማን ደእያ ዎሳ ኬꬃ ጭማታስነ ዳቆነታ ኡባስ። የሱስ ክርስቶሳ አይለ ግድዳ፥ ጳዉሎሳፐነ ፅሞትዮሳፐ ኪተትዳ ኪታ።
320102007c	ኑ አዋ ፆሳፈነ ጎዳ የሱስ ክርስቶሳፐ አꬎ ኬሀተꬃይነ ሳሮተꬃይ ህንተዉ ግዶ።
320103004f	ታኒ ህንተና ቆፕያ ዎደ ኡባን፥ ታ ፆሳ ጋላታይስ።
3201040052	ታኒ ህንተ ኡባስ ፆሳ ዎስያ ዎደ ኡፋይሳን ዎሳይስ።
32010500ad	ህንተ ኮይሮ ጋላሳፐ ሀእ ጋካናዉ፥ ዎንገላ ማርካተይሳን ታራ እስፈ ግድድ፥ ታና ማድዳ ግሾ፥ ፆሳ ጋላታይስ።
3201060099	ህንተ ግዶን ሎኦ ኦሶ ዶምዳ ፆሳይ፥ ክርስቶስ የሱሲ ስምያ ጋላሳይ ጋካናዉ፥ ፖላናይሳ ኤራይስ።
3201070131	ህንተ ኡባ ዎደ ታ ዎዛናን ደኤታ። ታኒ ኡባ ዎደካ ሄሳዳ ቆፓናዉ በሴስ። ሀእ ታኒ ቃሾን ደአሸነ ቃሸታናፐ ስን ዎንገላ ናጎንነ ዎንገላ ምንꬃ ኤሶን ፆሳይ ታዉ ቃድዳ ቃዳ ህንተካ ታራ ሻከትደታ።
320108007d	ታኒ ህንተና ኡባ ክርስቶስ የሱሳ ሲቁዋን አይ መላ ላሞትያኮ ፆሳይ ታዉ ማርካ።
320109007a	ህንተ ሲቆይ ቱማ ኤራተꬃራነ አኬካራ እስፈ ጉጅ ጉጅ ድጫና መላ ፆሳ ዎሳይስ።
32010a0094	ሄሳን ህንተ ሎኦባ ሻክድ፥ ዶረይሳታ፥ ክርስቶስ ስምያ ጋላሳን ጌሻታነ ቦረቶናይሳታ ግዳና።
32010b00a2	ህንተ ደኦይ ፆሳ ቦንቹዋስነ ጋላታስ የሱስ ክርስቶሳ ባጋራ በንትያ ፅሎተꬃ አይፍያን ኩምድ አይፋና።
32010c0091	ታ እሻቶ፥ ታና ጋክዳ ኡባይ ዎንገላይ ዳልጋና መላ ቱማ ማድዳይሳ ህንተ ኤራና መላ ኮያይስ።
32010d008f	ታኒ ክርስቶሳ ግሾ ቃሸትዳይሳ፥ ካዎ ጋꬎ ናገይሳትነ ሀይሳን ደእያ ሀራት ኡባይ ኤሮሶና።
32010e00d1	ታ ቃሹዋ ጋሶን ኑ እሻታፐ ዳሮት ጎዳን ኬህ አማነትዶሶና። ሄሳ ግሾ፥ ፆሳ ቃላ ያሽ ባይና ካሰፐ ምንድ ኦዳና መላ ምኖተꬅ ደምዶሶና።
32010f0098	ግዶሽን፥ እሶት እሶት ቃናተንነ ፓላማን ክርስቶሳባ ኦዶሶና፥ ሽን ሀራት ሱረ ዎዛናፐ ኦዶሶና።
320110009d	ሱረ ዎዛናፐ ኦደይሳት፥ ፆሳይ ታዉ ዎንገላ ናጋና መላ ሀዳራ እምዳይሳ ኤርያ ግሾ፥ ሲቆን ኦዶሶና።
32011100d5	ሽን ታና ቃናተይሳት ታ ቃሹዋ ቦላ ሀራ መቶ ኤሀናባ ኤንታዉ ዳንን ባንታና ዶስድ ክርስቶሳባ ኦዶሶናፐ አትሽን፥ ቱማ ዎዛናፐ ኦዶኮና።
32011200e9	ሄስ አይኮካ መተና። ቱማ ኦገን ግድን ዎይኮ ዎርዶ ኦገን ግድን ሄ ኡባን ክርስቶስ ሳባከቴስ። ታና ሄስ ኡፋይሴስ። ቃስ ሀራባይ ታና ኡፋይስያባይ፥
3201130089	ታኒ ህንተ ዎሳንነ የሱስ ክርስቶሳ አያና ማዱዋን አታናይሳ ኤርያ ግሾ ታና ኡፋይሴስ።
320114012d	ታ ግታ አሞይነ ኡፋይሳን ናግያ ናጎይ ታ ዬላቶና አታናይሳ። ሽን ኡባ ዎደ ኦ ይሳዳ፥ ሀእካ ታኒ ፓፃ ደእን ዎይኮ ሀይቅን ያዮና ታ ኩመꬃ አሳተꬃን ክርስቶስ ቦንቸታና ጋዳ ምኖተꬃን ኦዳይስ።
3201150071	ታ ደእኮካ ክርስቶሳ ፃላላስ ደአይስ፤ ቃስ ታ ሀይቅኮካ ታዉ አꬍዳ ዎ ።
32011600a2	ሽን ታ ፓፃ ደእኮ አይፈይ ደእያ ኦሶ ኦꬃና። ሽን ፓፃ ደኤይሳፈነ ሀይቆፐ አዉሳ ዶራነኮ ታዉ ኤረተና።
32011700e4	ታኒ ሀ ናምአታፐ አዉሳ ዶራነኮ ኡንኤታስ። ሀ ደኡዋፐ ሻከታዳ ክርስቶሳራ እስፈ ዳናዉ አሞታይስ፤ ክርስቶሳራ እስፈ ደኤይስ ኡባፈ አꬍዳ ሎኦ።
3201180056	ሽን ታኒ ህንተ ግሾ ፓፃ ደኤይስ ህንተዉ ዳሮ ኮሽያባ።
3201190089	ሄሳ ታኒ ጌሻዳ ኤራይስ፤ ታኒ፥ ህንተ አማኖን ድጫናዳነ ኡፋይታናዳ ህንተራ ፓፃ ዳና።
32011a00b8	ሄሳ ግሾ፥ ታኒ ህንተኮ ስማዳ ያ ዎደ፥ ክርስቶስ የሱሳራ ህንተ ደእያ ደኡዋን ታናን ደእያ ጬቀተꬃይ ህንተዉ ዳራና።
32011b014a	ኡባፈ አꬅድ፥ ህንተ ክርስቶሳ ዎንገላስ ቦንቾ ኤህያ ደኦ ደእተ። ታ ህንተና በእን ዎይኮ በኦና እፅን፥ ህንተ እስ ቆፋን ምን ኤቅድ፥ ሀራት ዎንገላን አማናና መላ እስ ዎዛናን ግድድ እስፈ ባፀተይሳ ታ ስአና።
32011c00b6	ህንተ ሞርከታስ ያዮፍተ። ኤንቲ ህንተራ ኤቀትያባ ግድኮ ሄስ ህንተዉ አቶተꬃስ፥ ኤንታዉ ꬋዮስ ፆሳፈ ግድዳ ማላ።
32011d00bb	ክርስቶሳስ ኦꬅያ ቃዳይ ህንተዉ እመትዳይ፥ ህንተ እያ አማናና መላ ፃላላ ግዶናሽን ህንተ እያ ግሾ መቶ ኤካና መላሳ።
32011e009c	ሄሳ ግሾ፥ ህንተ ታ ዋይያ ካሰ በእደታ፤ ሀእካ ታ ዋየተይሳ ስኤታ። ህንተካ ታ ዋይያ መላ ዋየተታ።
32020100f6	ክርስቶሳን ህንተ ደእያ ደኦይ ህንተና ምንꬄስ፤ ቃስ እያ ሲቆይካ ህንተና ምን ꬄስ። ጌሻ አያናራ ህንተዉ እስፈተꬅ ደኤስ፤ ህንተ ሀራታስ ኬሄታነ ቃ ተታ።
320202008d	ህዛ፥ ህንተ እስ ቆፋን፥ ሲቆን፥ እስ ዎዛናንነ አያናን እስኖ ግድድ ታና ፖሎ ኡፋይስተ።
32020300c4	ህንተና ዶሶን ዎይኮ ጬቀትያ ሀዳ አሞን እስባካ ኦꬆፍተ። ሽን ህንተ እሶይ እሱዋፈ ግታታይስ ያግድ ቆፖና ህንተና ካዉሽተ።
320204008c	ህንተ እሶይ እሶይ፥ ሀራ አስ ማድያባ ኮይተፐ አትሽን፥ ህንተና ማድያባ ፃላላ ኮዮፕተ።
3202050057	ክርስቶስ የሱሳን ደእያ ቆፋይ ህንተናን ዳናዉ በሴስ።
32020600a1	እያዉ ኡባ ዎደ ፆሳ ሀኖት ደኤስ። ግዶሽን፥ እያ ፆሳራ እስኖ ኦꬅያ ሀኖታ፥ ዎልቃን ኤካናዉ ኮይቤና።
3202070085	ግዶሽን፥ እ ባዉ ደእያ ቦንቹዋ ኡባ አግድ፥ አይለ መ ታ ኤክስ፤ አሰ ዳንድ ቆንጭስ።
3202080082	እ ባና ካዉሽስ፤ ሀይቃና ጋካናዉ፥ ሀር አቶሽን ማስቃልያ ቦላ ሀይቃናዉ ኪተትስ።
3202090089	ሄሳ ግሾ፥ ፆሳይ እያ ዳሮ ꬎቁ ꬎቁ ኦꬅስ፤ ቃስ ሱንꬃ ኡባፈካ አꬍያ ꬎቃ ሱንꬃ እሚስ።
32020a007e	ሳሎንነ ሳአን፥ ሳአፐ ጋርሳን ደእያ ኡባይ፥ የሱሳ ሱንꬃ ቦንቹዋስ ጉልባታና።
32020b008f	አሳ ኡባይ ባንታ እንፃርሳን፥ የሱስ ክርስቶሳ ጎዳ ያግድ፥ ፆሳ አዋ ቦንቹዋስ ማርካታና።
32020c0126	ታ እሻቶ፥ ታኒ ህንተራ ደእያ ዎደ ኡባን ህንተ ኪተትዳይሳዳ፥ ሀእ ታኒ ህንተ ማታፐ ሃክንካ፥ ካሰይሳፈ አꬅድ፥ ኪተታናዉ በሴስ። ፆሳስ ያሻንነ ኮኮርሳን ህንተ አቶተꬃ ፖላናዉ ኦꬅተ።
32020d0071	ፆሳይ፥ ህንተ እያዉ ኤሮ ግድ ኪተታና መላ ኡባ ዎደ ህንተ ግዶን ኦꬄስ።
32020e004b	አይ ኦሶ ኦꬅሸካ ዙዙሞና ዎይኮ ፓላሞና ኦꬅተ።
32020f00c7	ጌላነ ናጋራንቾ አሳ ግዶን ቦረቶናይሳታ፥ ጌሻታነ ፖኮይ ባይና ፆሳ ናይታዳ ግድተ። ህንተ ኤንታ ግዶን ሳሎ ፆልንቶዳ ፖእሸ፥
32021000c1	ደኦ እምያ ኪታ ኤንታዉ ኦድተ። ሄ ዎደ ታ ዳቡርሳይነ ታ ኦሶይ መላ አትቦና ግሾ፥ ክርስቶስ ያ ጋላስ ታ ህንተናን ጬቀታና።
32021100a8	ህንተ ፆሳስ እምያ አማኖ እሞታ ቦላ ታ ሱꬃይ ኡሻ ያርሾዳ ጉክኮካ ታና ኡፋይሴስ። ህንተካ ታራ ኡፋይታና።
3202120050	ሄሳዳ ህንተካ ኡፋይትድ ታናካ ኡፋይሳናዉ በሴስ።
32021300b3	ታኒ ህንተ ደኡዋባ ስአዳ ኡፋይታናዉ ፅሞትዮሳ ህንተኮ ኤለሳዳ የዳና መላ ጎዳ የሱሲ ታና ማዳናይሳ አማነታይስ።
320214005d	ህንተ ደኡዋስ ዎዛናፐ ቆፕያ እያ መላ አስ ሀር ኦንካ ባዋ።
3202150077	ሀራት ባንታና ጎእያባ ኮዮሶናፐ አትሽን፥ የሱስ ክርስቶሲ ኮያባ ኦꬆኮና።
32021600a3	እ ታራ እስፈ ግድድ ናእ ባ አዋስ ኦ ይሳዳ ዎንገላ ኦሶ ኦꬅዳይሳነ አማነትያ አስ ግደይሳ ህንተ ኤሬታ።
3202170073	ሄሳ ግሾ፥ ታባይ ሀንያባ በአዳ ኤለሳዳ እያ ህንተኮ የዳና ጋዳ ቆፓይስ።
3202180062	ታኒ፥ ታ ሁጰን ማታ ዎደን ህንተኮ ባናይሳ ጎዳን አማነታይስ።
32021900ed	ሄሳዳካ፥ ታኒ፥ ታ እሻ ኤጳፍራድቱሳ፥ ታራ እስፈ ታ ባጋ ግድድ ኦꬅዳይሳ፥ ኦለትዳይሳነ፥ ታና ማዳናዉ ህንተዉ ኪተትዳይሳ፥ ህንተኮ ኪታናዉ ቆፓስ።
32021a00a5	እ ህንተና ኡባ በአናዉ ዳሮ ላሞቴስ። ቃስ እ ሀርገትዳይሳ ህንተ ስእዳ ግሾ፥ ባ ዎዛናን ዳሮ ኡንኤትስ።
32021b00d4	እ ቱማ ሀርገትድ፥ ሀይቅ ክችድ አትስ። ሽን ፆሳይ እያዉ ቃ ትስ። እያ ፃላላስ ግዶናሽን፥ አዛኖይ አዛኖ ቦላ ጉዠቶናዳ ታዉካ ቃ ትስ።
32021c00b8	ህዛ፥ ህንተ እያ ዛር በእድ ኡፋይታናዳ ታዉካ ታ ዎዛና ሴላይ እርፃናዳ ታኒ እያ ኤለሳዳ ህንተኮ የዳናዉ አሞታይስ።
32021d0081	ጎዳስ ሀጋዝያ አሳዳ እያ ኩመꬃ ኡፋይሳን ሞክተ። ቃስ እያ መላ አሳ ኡባ ቦንችተ።
32021e00c2	ህንተ ታ ማታን ግድድ ኦꬃናዉ ዳንዳኦና ማድያ ማድድ ክርስቶሳ ኦሱዋ ግሾ፥ ባ ሸምፑዋስ ምሸቶና እፅድ ሀይቅ ክችድ አትስ።
32030100d8	ዉርሰꬃን፥ ታ እሻቶ፥ ህንተ ጎዳባ ግድያ ግሾ፥ ኡፋይትተ። ታኒ ካሰ ፃፍዳይሳ ዛራዳ ፃፋናይስ ታና ዋይሰና፥ ሽን ህንተና ባላፐ ናጋና።
3203020072	ኢታባ ኦꬅያ ካናታፐ፥ ቃስ ቃፃረታናዉ ኮሼስ ግያ ኢታ አሳታፐ ናገትተ።
32030300ef	ኑኒ ፆሳ ጌሻ አያናን ጎይንያ ግሾነ ኑ ደኡዋን ክርስቶስ የሱሳን ጬቀትያ ግሾ፥ ቱማ ቃፃሮ ቃፃረትዳይሳታ። ኑኒ ካረ አሳተꬃ ቦላ ኦሰትያባን ጬቀቶኮ።
3203040111	ታ ካረ አሳተꬃን ጬቀታናዉ ኮሽኮ ታ ዳሮባን ጬቀታናዉ ዳንዳአይስ። አይ አስካ ባ ካረ አሳተꬃን ጬቀትያባይ ባዉ ደኤስ ግድ ቆፕኮ፥ ታኒ እያፐ ዳሮ አꬋዳ ጬቀትያባይ ደኤስ።
32030500ec	ታኒ የለትዳ ሳምንታራ ቃፃረታስ። ታኒ የለታን እስራኤለ፤ ታኒ ብንያመ ኮቸ፤ ታኒ ዋላክ ባይና አይሁደ አሰ። አይሁደ ህገ ናጎን ግድኮ ታኒ ፋርሳወ።
32030600bb	አይሁደ አማኑዋስ ምሸተꬃን ግድኮ ታኒ ዎሳ ኬꬃ የደꬃስ። እስ አስ ህገ ናግድ ፅልያባ ግድኮ፥ ታናን ቦረይ በንትቤና።
3203070081	ሽን ካሰ ታና ማዴስ ጋዳ ቆፕዳባ ኡባ፥ ክርስቶሳ ግሾ ጋዳ ማዶናባ ኦꬃዳ ታይባስ።
320308016d	ሄሳ ፃላላ ግዶናሽን፥ ታኒ ታ ጎዳ ክርስቶስ የሱሳ ኤረይስ ሀራባ ኡባፈ ዳሮ አꬍያ ግሾ፥ ሄ ኡባ ዎ ይ ባይናባዳ ታይባስ። ታኒ እያ ግሾ ኡባባ ꬋያስ። ክርስቶሳ ደማናዉ ኡባባ ዎራ ሆለትዳ ቡረዳ ታይባይስ። ታኒ የሱሳራ እስኖ ግዳስ።
32030900cd	ታኒ ህገስ ኪተታዳ ደምያ ታ ሁጰ ፅሎተꬅ ታዉ ባዋ። ክርስቶሳ አማንን በንትያ ፅሎተꬃይ፥ ፆሳ ማታፐ ያ ፅሎተꬃይ ሀእ ታዉ ደኤስ።
32030a00c4	ታኒ ክርስቶሳነ እያ ደንዶ ዎልቃ ኤራናዉ ኮያይስ። ታኒ እያ መቱዋ እያራ ሻከታናዉነ እያ ሀይቁዋን እያ ዳናናዉ አሞታይስ።
32030b006a	ሄሳዳካ፥ ሀይቆፐ ደንዳዳ መርናዉ ደኦን ዳናይሳ ኡፋይስ ኦꬃይስ።
32030c00e8	ታኒ ሀእ ጋፃ ጋካስ ዎይኮ ታናን ባል ባዋ ጊከ። ሽን ክርስቶስ የሱሲ ታና ኦይክዳ ግሾ ታኒ ታ ስንꬃን ደእያ ዎይቱዋ ኦይካናዉ ዎፃይስነ ቡተታይስ።
32030d00c9	ታ እሻቶ፥ ታኒ ሄሳ ደማስ ጋዳ ቆፕከ፥ ሽን ታኒ እስባ ኦꬃይስ። ታፐ ጉየራ ደኤይሳ ዶጋዳ ስንꬃን ደኤይሳ ኦይካናዉ ዛቱራይስ።
32030e00b4	ሄሳ ግሾ፥ ታኒ ጋፃ ጋካናዉ ዎፃይስ። ፆሳይ ክርስቶስ የሱሳ ባጋራ ሳሎ ደኡዋስ ፄግዳ ዎይቱዋ ኤካናዉ ዳቡራይስ።
32030f00c4	ህዛ፥ ኑኒ አያናን ጋሽትዳ ኡባይ ሄሳ ቆፓናዉ በሴስ። ህንተፈ ባጋታስ ዱማትያ ቆፍ ደእኮ፥ ሄሳካ ፆሳይ ህንተዉ ቆንጭሳና።
320310005c	ግድኮካ፥ ኑኒ ሀኖ ጋካናዉ ደእዳ ደኡዋን፥ አነ ስን ቦስ።
3203110073	ታ እሻቶ፥ ታና ዳንተ፤ ሄሳዳካ፥ ኑ ሌምሱዋ ካልያ አሳታ አኬክድ በእተ።
32031200d9	ታኒ ሄሳ ህንተዉ ካሰ ዳሮ ቶሆ ኦዳስ፥ ሽን ሀእካ ዛራዳ አፉꬃን ኦዳይስ። ክርስቶሳ ማስቃልያስ ባንታና ሞርከ ኦꬅዳ ዳሮ አሳት ደኦሶና።
32031300ba	ኤንታ ዉርሰꬃይ ꬋዮ፤ ኤንታ ኡሎይ ኤንታዉ ፆሰ። ዬላታናዉ በሲያባን ኤንቲ ጬቀቶሶና፤ ቃስ ሀ ሳአባ ፃላላ ቆፖሶና።
320314006d	ኑ ቢታይ ሳሉዋና። ሳሎፐ ይድ ኑና አሽያ ጎዳ የሱስ ክርስቶሳ ናጎስ።
32031500b8	ክርስቶስ ኡባባ ባ ማታፐ ጋርሳን ኦꬃናዉ ዳንዳእያ ባ ዎልቃን ኑ ዳቡራንቾ አሳተꬃ ላምድ ባ ቦንቾ አሳተꬃ ዳንሳና።
32040100a9	ታ እሻቶ፥ ታ ዶሰይሳቶ፥ ታ ላሞተይሳቶ፥ ታና ኡፋይሰይሳቶ፥ ታና ግታየይሳቶ፥ ህዛ፥ ጎዳን ምንድ ኤቅተ።
320402008c	ኤዎዳነ ስንፅካ፥ ህንተ ናምአይ፥ እስ ቆፋን፥ ምችዳ ጎዳን ዳናዳ ታኒ ህንተና ዞራይስ።
3204030130	ታራ ኦꬅያ አማን ይሶ፥ ኔኒ ሀ ማጫሳታ ማዳና መላ ታ ነና ዎሳይስ። ሀ ማጫሳት ታራ፥ ቀለምንፆሳራነ ኤንታ ሱንꬃይ ፆሳ ደኦ ማፃፋን ፃፈትዳ ሀራታራ እስፈ ዎንገላ ኡባ በሳ ጋꬃናዉ ዳቡርዶሶና።
3204040089	ጎዳራ ህንተ ደእያ ደኡዋን ኡባ ዎደ ኡፋይትተ። ታኒ ሄሳ ጉጃዳካ ኦዳይስ፤ ኡፋይትተ።
3204050052	አስ ኡባይ ህንተ አሽከተꬃ ኤሮ፤ ጎዳይ ማታን ያና።
32040600a9	ህንተ ፆሳ ዎስያ ዎደ ኡባን እያ ጋላትሸ፥ ህንተና ኮሽያባ ኡባስ ዎስተፐ አትሽን፥ አይብባስካ ህርጎፍተ።
32040700a1	አሳ ኤራተꬃ ኡባፈ አꬍያ ፆሳ ሳሮተꬃይ፥ ህንተ ዎዛናነ ህንተ ቆፋ ጎዳ የሱስ ክርስቶሳ ባጋራ ናጋና።
3204080109	ዉርሰꬃን፥ ታ እሻቶ፥ ህንተ ዎዛናን ሎኦባነ ጋላትስያባ ቆፕተ። ቱማ ግድያባ ኡባ፥ ቦንቾባ ኡባ፥ ቆሆ ግዶናባ ኡባ፥ ጌሻባ ኡባ፥ ሲቆባ ኡባነ ኡፋይስያባ ኡባ ቆፕተ።
32040900a9	ህንተ ታፐ ታማርዳባ፥ ኤክዳባ፥ ስእዳባነ በእዳባ ኡባ ኦꬅተ። ሳሮተꬅ እምያ ፆሳይ ህንተራ እስፈ ግዳና።
32040a010a	ዳሮ ዎደፐ ጉየ፥ ህንተ ታባ ዛሪድ ቆፓናዉ ዶምዳ ግሾ ታኒ ጎዳን ዳሮ ኡፋይታይስ። ሄሳ ጉሳይ፥ ታዉ ቆፓናዉ ህንተዉ እንጀቶና እፅዳይሳፈ አትሽን፥ ታዉ ቆፋ አግበከታ።
32040b0067	ታኒ ሄሳ ታና መትዳ ግሾ ጊከ፤ ታዉ ደእያባይ ግዳና ጉሱ ታማራስ።
32040c00da	ታኒ መቶተትድ ደእያ ዱስ ኤራይስ፤ ቃስ ዱረትድ ደእያ ዱስካ ኤራይስ። አዉን ግድን ቃስ አይ ዎደካ ታኒ ካሎነ ኮሻ፥ ፓጨነ ፓላሀ ታማራስ።
32040d005a	ክርስቶስ ታዉ እምያ ዎልቃን ኡባባ ኦꬃናዉ ዳንዳአይስ።
32040e0058	ግድኮካ፥ ህንተ ታ መቱዋ ታራ ኤክዳይሳን ሎኦ ኦꬅደታ።
32040f00f4	ፍልጵስዩሳ አሳቶ፥ ዎንገላ ኮይሮ ኦዳናዉ ታኒ ማቀዶነፐ ከይያ ዎደ እምያባንካ ኤክያባንካ ህንተ ዎሳ ኬꬃፈ አትሽን፥ ሀር ታና ማድቦናይሳ ህንተ ኤሬታ።
3204100058	ተሰሎንቀን መቶይ ጋክዳ ዎደካ ታና ዛር ዛሪድ ማድደታ።
3204110086	ታኒ፥ ህንተፈ እሞታ ኤካናዉ ኮያዳ ግዶናሽን፥ እሞፐ ያ አንጁዋ ህንተ ኤካና መላሳ።
320412013d	ታኒ፥ ህንተ እምዳ ኡባነ ግድድ ፓላሄይሳ ኤካስ። ህንተ የድዳ ኡባ ኤጳፍራድቱሳፐ ኤካስ፤ ኮሽያባ ኡባይ ታዉ ደኤስ። ህንተ ታዉ የድዳ እሞይ ፆሳስ ሳዎ ቶንኩ ግያ፥ እ ዶስያ፥ እ ኡፋይትያ ያርሾ መላ።
3204130080	ታ ፆሳይ ባ ቦንቾ ዱረተꬃፈ፥ ክርስቶስ የሱሳ ባጋራ ህንተዉ ኮሽያባ ኡባ እማና።
320414005f	ኑ አዋ ፆሳስ መርናፐ መርና ጋካናዉ ቦንቾይ ግዶ። አምንእ።
320415008b	ክርስቶስ የሱሳ ባጋራ ፆሳባ ግድዳ ኡባ ሳሮ ጊተ። ታራ ደእያ እሻት ህንተና ሳሮ ጎሶና።
3204160087	ፆሳባ ግድዳ አሳ ኡባይ፥ ኡባፈ አꬅድ ካዋ ቄሳረ ኬꬃን ደኤይሳት ህንተና ሳሮ ጎሶና።
320417004e	ጎዳ የሱስ ክርስቶሳ አꬎ ኬሀተꬃይ ህንተራ ግዶ።
330000000f	ቆላስያሳ
330101006c	ፆሳ ሸነን ክርስቶስ የሱሳ ሀዋረ ግድዳ ጳዉሎስነ ኑ እሻ ፅሞትዮስ፥
33010200cd	ቆላስያሳ ካታማን ደእያ ክርስቶሳን ጌሻታስነ አማነትዳ አሳስ ፃፍዳ ኪታ። ፆሳ ኑ አዋፐ አꬎ ኬሀተꬃይነ ሳሮተꬃይ ህንተዉ ግዶ።
3301030078	ኑኒ ህንተዉ ዎስያ ዎደ ፆሳ ኑ ጎዳ፥ የሱስ ክርስቶሳ አዋ ኡባ ዎደ ጋላቶስ።
3301040086	ኑኒ ክርስቶስ የሱሳን ደእያ ህንተ አማኑዋነ ጌሻታ ኡባስ ደእያ ህንተ ሲቁዋ ስእዳ።
33010500d6	ሄሳ ህንተ ኦꬅዳይ ህንተ ኡፋይሳይ ሳሎን ህንተዉ ናገትዳ ግሾሳ። ህንተ ቱማ ኪታ ግድዳ ዎንገላ ኮይሮ አማንዳ ዎደ ሄ ኡፋይሳ ስእደታ።
33010600d4	ህንተ ሄ ዎንገላ ስእዳ ዎደነ ፆሳ አꬎ ኬሀተꬃ ቱማ ሻክ ኤርዳ ዎደፐ ዶምድ ህንተ ግዶን ሀንዳይሳዳ ቢታ ኡባን ድጭሸነ አይፍሸ ደኤስ።
