010000000c	בראשית
281a35009e	או היחשב לבך כי לא יכלתי לשאל עתה מאת אבי והוא יצוה לי יותר משנים עשר לגיונות של מלאכים׃
281a36004b	ואיככה אפוא ימלאו הכתובים כי כן היה תהיה׃
281a3700d8	בשעה ההיא אמר ישוע אל המון העם כעל פריץ יצאתם בחרבות ובמקלות לתפשני ויום יום הייתי ישב ומלמד אצלכם במקדש ולא החזקתם בי׃
281a380072	וכל זאת היתה למלאת כתבי הנביאים אז עזבוהו התלמידים כלם וינוסו׃
281a390094	והאנשים אשר תפשו את ישוע הוליכהו אל קיפא הכהן הגדול אשר נקהלו שם הסופרים והזקנים׃
281a3a00a9	ופטרוס הלך אחריו מרחוק עד לחצר הכהן הגדול ויבא פנימה וישב לו אצל המשרתים לראות את אחרית הדבר׃
281a3b0089	והכהנים הגדולים והסופרים וכל הסנהדרין בקשו עדות שקר בישוע להמיתו ולא מצאו׃
281a3c006a	ואף בעמד שם עדי שקר רבים לא מצאו ובאחרונה נגשו שני עדי שקר׃
281a3d007c	ויאמרו זה אמר יש ביכלתי להרס את היכל האלהים ולשוב לבנותו בשלשת ימים׃
281a3e006c	ויקם הכהן הגדול ויאמר אליו האינך משיב דבר על אשר ענו בך אלה׃
281a3f00b0	וישוע החריש ויען הכהן הגדול ויאמר לו משביעך אני באלהים חיים שתאמר לנו אם אתה הוא המשיח בן האלהים׃
281a4000b3	ויאמר אליו ישוע אתה אמרת אבל אני אמר לכם כי מעתה תראו את בן האדם ישב לימין הגבורה ובא עם ענני השמים׃
281a410099	ויקרע הכהן הגדול את בגדיו ויאמר הוא גדף ומה לנו עוד לבקש עדים הנה עתה שמעתם את גדופו׃
281a42003e	מה דעתכם ויענו ויאמרו איש מות הוא׃
281a430053	וירקו בפניו ויכהו באגרוף ואחרים הכהו על הלחי׃
281a440047	ויאמרו הנבא לנו המשיח מי הוא המכה אותך׃
281a450084	ופטרוס ישב מחוץ לבית בחצר ותגש אליו שפחה לאמר גם אתה היית עם ישוע הגלילי׃
281a460048	ויכחש בפני כלם לאמר לא ידעתי מה את אמרת׃
281a470088	ויצא אל פתח השער ותרא אותו אחרת ותאמר לאנשים אשר שם גם זה היה עם ישוע הנצרי׃
281a480047	ויוסף לכחש וישבע לאמר לא ידעתי את האיש׃
281a49009a	וכמעט אחרי כן ויגשו העמדים שם ויאמרו אל פטרוס אמת כי גם אתה מהם כי גם לשונך מגלה אותך׃
281a4a0078	ויחל להחרים את נפשו ולהשבע לאמר לא ידעתי את האיש ומיד קרא התרנגול׃
281a4b00b5	ויזכר פטרוס את דבר ישוע אשר אמר אליו לאמר בטרם יקרא התרנגול תכחש בי שלש פעמים ויצא החוצה וימרר בבכי׃
281b010075	ויהי לפנות הבקר ויתיעצו כל ראשי הכהנים וזקני העם על ישוע להמיתו׃
281b02006a	ויאסרו אתו ויוליכהו משם וימסרהו אל פונטיוס פילטוס ההגמון׃
281b0300a1	וירא יהודה המסר אותו כי הרשיעהו וינחם וישב את שלשים הכסף אל הכהנים הגדולים והזקנים לאמר׃
281b040061	חטאתי כי דם נקי הסגרתי והם אמרו מה לנו ולזאת אתה תראה׃
281b050047	וישלך את הכסף אל ההיכל ויפן וילך ויחנק׃
281b060092	ויקחו ראשי הכהנים את הכסף ויאמרו לא נכון לנו לתתו אל ארון הקרבן כי מחיר דמים הוא׃
281b07004f	ויתיעצו ויקנו בו את שדה היוצר לקבורת הגרים׃
281b080045	על כן שם השדה ההוא שדה הדם עד היום הזה׃
281b090094	אז נתמלא מה שנאמר ביד ירמיה הנביא ויקחו שלשים הכסף אדר היקר אשר יקר מעל בני ישראל׃
281b0a0045	ויתנו אתם אל שדה היוצר כאשר צוני יהוה׃
281b0b009a	וישוע העמד לפני ההגמון וישאלהו ההגמון לאמר האתה הוא מלך היהודים ויאמר ישוע אתה אמרת׃
281b0c0067	וידברו עליו שטנה הכהנים הגדולים והזקנים והוא לא ענה דבר׃
281b0d0052	ויאמר אליו פילטוס האינך שמע כמה הם מעידים בך׃
281b0e0048	ולא ענהו אף דבר אחד ויתמה ההגמון עד מאד׃
281b0f0063	ומנהג ההגמון היה לפטר לעם בכל חג אסיר אחד את אשר יחפצו׃
281b100048	ובעת ההיא היה להם אסיר ידוע ושמו בר אבא׃
281b1100aa	ויהי כאשר נקהלו ויאמר אליהם פילטוס את מי תחפצו כי אפטר לכם את בר אבא או את ישוע הנקרא בשם משיח׃
281b120034	כי ידע אשר רק מקנאה מסרו אתו׃
281b1300b9	ויהי כשבתו על כסא הדין ותשלח אליו אשתו לאמר אל יהי לך דבר עם הצדיק הזה כי בעבורו עניתי הרבה היום בחלום׃
281b140084	והכהנים הגדולים והזקנים פתו את המון העם לשאל להם את בר אבא ולאבד את ישוע׃
281b150082	ויען ההגמון ויאמר אליהם את מי משניהם תחפצו כי אפטר לכם ויאמרו את בר אבא׃
281b160075	ויאמר אליהם פילטוס ומה אעשה לישוע הנקרא בשם משיח ויענו כלם יצלב׃
281b17006d	ויאמר ההגמון מה אפוא הרעה אשר עשה ויוסיפו עוד צעק לאמר יצלב׃
281b1800e0	ויהי כראות פילטוס כי לא יועיל מאומה ורבתה עוד המהודה ויקח מים וירחץ את ידיו לעיני העם ויאמר נקי אנכי מדם הצדיק הזה אתם תראו׃
281b190049	ויענו כל העם ויאמרו דמו עלינו ועל בנינו׃
281b1a0068	אז פטר להם את בר אבא ואת ישוע הכה בשוטים וימסר אותו להצלב׃
281b1b0091	ויקחו אנשי הצבא אשר להגמון את ישוע ויביאהו אל בית המשפט ויאספו עליו את כל הגדוד׃
281b1c0048	ויפשיטו אותו את בגדיו ויעטפהו מעיל שני׃
281b1d00b7	וישרגו קצים ויעשו עטרת וישימו על ראשו וקנה בימינו ויכרעו לפניו ויתלוצצו בו לאמר שלום לך מלך היהודים׃
281b1e0043	וירקו בו ויקחו את הקנה ויכהו על ראשו׃
281b1f0081	ואחרי התלוצצם בו הפשיטו אותו את המעיל וילבישהו את בגדיו ויוליכהו לצלב׃
281b20007a	ויהי בצאתם וימצאו איש קוריני ושמו שמעון ויאנסו אתו לשאת לו את צלבו׃
281b21004f	ויבאו אל המקום הנקרא גלגלתא הוא מקום גלגלת׃
281b22005d	ויתנו לו לשתות חמץ מזוג במרורה ויטעם ולא אבה לשתות׃
281b2300d2	ויהי כאשר צלבו אותו ויחלקו להם את בגדיו וגורל הפילו למלאת את אשר נאמר בפי הנביא יחלקו בגדי להם ועל לבושי יפילו גורל׃
281b240029	וישבו שמה וישמרו אותו׃
281b25006d	וישימו את דבר אשמתו כתוב ממעל לראשו זה הוא ישוע מלך היהודים׃
281b260053	ויצלבו אתו שני פריצים אחד לימינו ואחד לשמאלו׃
281b27003d	והעברים גדפו אותו ויניעו את ראשם׃
281b280096	ויאמרו אתה ההרס את ההיכל ובנהו בשלשת ימים הושע לנפשך ואם בן האלהים אתה רדה מן הצלב׃
281b29005c	וכן הלעיגו גם ראשי הכהנים עם הסופרים והזקנים לאמר׃
281b2a0095	את אחרים הושיע ולעצמו לא יוכל להושיע אם מלך ישראל הוא ירד נא עתה מן הצלב ונאמין בו׃
281b2b005f	בטח באלהים עתה יפלטהו אם חפץ בו כי אמר בן האלהים אני׃
281b2c004e	וגם הפריצים הנצלבים אתו חרפהו כדברים האלה׃
281b2d0055	ומשעה הששית היה חשך על כל הארץ עד השעה התשיעית׃
281b2e009b	וכעת השעה התשיעית ויצעק ישוע בקול גדול אלי אלי למה שבקתני ותרגומו אלי אלי למה עזבתני׃
281b2f0069	ויאמרו מקצת העמדים שם כשמעם את זאת לאמר אל אליהו הוא קורא׃
281b300076	וימהר אחד מהם וירץ ויקח ספוג וימלא אתו חמץ וישימהו על קנה וישקהו׃
281b310063	ושאר האנשים אמרו הניחו לו ונראה אם יבוא אליהו להושיעו׃
281b320044	וישוע הוסיף לקרא בקול גדול ותצא רוחו׃
281b330085	והנה נקרעה פרכת ההיכל מלמעלה למטה לשנים קרעים והארץ נרעשה והסלעים נבקעו׃
281b340066	והקברים נפתחו ורבים מגופות הקדושים ישני אדמת עפר נעורו׃
281b35006e	ויצאו מן הקברים אחרי הקיצו ויבאו אל העיר הקדושה ויראו לרבים׃
281b3600bf	ושר המאה והאנשים אשר אתו השמרים את ישוע כראותם את הרעש ואת אשר נהיתה נבהלו מאד ויאמרו אכן זה היה בן אלהים׃
281b37007a	ותהיינה שם נשים רבות הראות מרחוק אשר הלכו אחרי ישוע מן הגליל לשרתו׃
281b380061	ובתוכן מרים המגדלית ומרים אם יעקב ויוסי ואם בני זבדי׃
281b39007d	ויהי בערב ויבא איש עשיר מן הרמתים ושמו יוסף וגם הוא היה מתלמידי ישוע׃
281b3a0065	ויגש אל פילטוס לשאל את גוית ישוע ויצו פליטוס כי תנתן לו׃
281b3b004b	ויקח יוסף את הגויה ויכרך אותה בסדין טהור׃
281b3c007a	וישימה בקבר החדש אשר חצב לו בסלע ויגל אבן גדולה על פתח הקבר וילך לו׃
281b3d005a	ומרים המגדלית ומרים האחרת היו ישבות שם ממול הקבר׃
281b3e0071	ויהי ממחרת ערב השבת ויקהלו הכהנים הגדולים והפרושים אל פילטוס׃
281b3f0083	ויאמרו אדנינו זכרנו כי אמר המתעה ההוא בעודנו חי מקצה שלשת ימים קום אקום׃
281b4000f6	לכן צוה נא ויסכר מבוא הקבר עד היום השלישי פן יבאו תלמידיו בלילה וגנבהו ואמרו אל העם הנה קם מן המתים והיתה התרמית האחרונה רעה מן הראשונה׃
