0100000006	Mwanzo
33020a0045	Nanyi mmejazwa katika yeye. Yeye ni kichwa cha kila uweza na mamlaka.
33020b0083	Katika yeye pia mlitahiriwa kwa tohara isiyofanywa na wanadamu katika kuondolewa mwili wa nyama, lakini ni katika tohara ya Kristo.
33020c0082	Mlizikwa pamoja naye katika ubatizo. Na kwa njia ya imani katika yeye mlifufuliwa kwa uweza wa Mungu, aliyemfufua kutoka kwa wafu.
33020d0084	Na mlipokuwa mmekufa katika makosa yenu na kutokutahiriwa kwa miili yenu, aliwafanya hai pamoja naye na kutusamehe makosa yetu yote.
33020e0078	Alifuta kumbukumbu ya madeni iliyoandikwa, na taratibu zilizokuwa kinyume nasi. Aliiondoa yote na kuigongomea msalabani.
33020f0069	Aliziondoa nguvu na mamlaka. Aliyaweka wazi na kuyafanya kuwa sherehe ya ushidi kwa njia ya msalaba wake.
3302100080	Kwa hiyo, mtu yeyote asiwahukumu ninyi katika kula au katika kunywa, au kuhusu siku ya sikukuu au mwezi mpya, au siku za Sabato.
3302110038	Hivi ni vivuli vya mambo yajayo, lakini kiini ni Kristo.
33021200b5	Mtu awaye yote asinyang'anywe tuzo yake kwa kutamani unyenyekevu na kwa kuabudu malaika. Mtu wa jinsi hiyo huingia katika mambo aliyoyaona na kushawishiwa na mawazo yake ya kimwili.
33021300b0	Yeye hakishikilii kichwa. Ni kutoka katika kichwa kwamba mwili wote kupitia viungo vyake na mifupa huungwa na kushikamanishwa kwa pamoja; na hukua kwa ukuaji utolewao na Mungu.
330214005c	Ikiwa mlikufa pamoja na Kristo kwa tabia za dunia, mbona mnaishi kama mnawajibika kwa dunia:
3302150029	“Msishike, wala kuonja, wala kugusa”?
330216006f	Haya yote yameamuriwa kwa ajili ya uharibifu ujao na matumizi, kutokana na maelekezo na mafundisho ya wanadamu.
330217008f	Sheria hizi zina hekima ya dini zilizotengenezwa kwa ubinafsi na unyenyekevu na mateso ya mwili. Lakini hazina thamani dhidi ya tamaa za mwili.
3303010073	Ikiwa tena Mungu amewafufua pamoja na Kristo, yatafuteni mambo ya juu ambako Kristo anakaa mkono wa kuume wa Mungu.
330302003a	Fikirini kuhusu mambo ya juu, sio kuhusu mambo ya duniani.
330303004a	Kwa kuwa mmekufa, na maisha yenu yamefichwa pamoja na Kristo katika Mungu.
3303040064	Wakati Kristo atakapoonekana, ambaye ni maisha yenu, ndipo nanyi pia mtaonekana naye katika utukufu.
330305007f	Kwa hiyo yafisheni mambo yaliyo katika nchi yaani, zinaa, uchafu, shauku mbaya, nia mbaya, na tamaa, ambayo ni ibada ya sanamu.
330306004b	Ni kwa ajili ya mambo haya ghadhabu ya Mungu inakuja juu ya wana wasio tii.
3303070048	Ni kwa ajili ya mambo haya ninyi pia mlitembea kwayo mlipoishi kati yao.
3303080086	Lakini sasa ni lazima myaondoe mambo haya yote. Yaani, ghadhabu, hasira, nia mbaya, matusi, na maneno machafu yatokayo vinywani mwenu.
3303090051	Msidanganyane ninyi kwa ninyi, kwa kuwa mmeuvua utu wenu wa kale na matendo yake.
33030a0059	Mmevaa utu mpya, ambao unafanywa upya katika maarifa kutokana mfano wa yule aliye muumba.
33030b00ac	Katika maarifa haya, hakuna Myunani na Myahudi, kutahiriwa na kutokutahiriwa, msomi, asiye msomi, mtumwa, asiye mtumwa, lakini badala yake Kristo ni mambo yote katika yote.
33030c006c	Kama wateule wa Mungu, watakatifu na wapendwao, jivikeni utu wema, ukarimu, unyenyekevu, upole na uvumilivu.
33030d00a4	Chukulianeni ninyi kwa ninyi. Hurumianeni kila mtu na mwenzake. Kama mtu analalamiko dhidi ya mwingine, amsamehe kwa jinsi ilele ambayo Bwana alivyo wasamehe ninyi.
33030e004a	Zaidi ya mambo haya yote, muwe na upendo, ambao ndio kigezo cha ukamilifu.
33030f0084	Amani ya Kristo na iwaongoze mioyoni mwenu. Ilikuwa ni kwa ajili ya amani hii kwamba mliitiwa katika mwili mmoja. Iweni na shukrani.
33031000bf	Na Neno la Kristo likae ndani yenu kwa utajiri. Kwa hekima yote, fundishaneni na kushauriana ninyi kwa ninyi kwa Zaburi, nyimbo, na nyimbo za rohoni. Imbeni kwa shukrani mioyo yenu kwa Mungu.
3303110087	Na chochote mfanyacho, katika maneno au katika matendo, fanyeni yote katika jina la Bwana Yesu. Mpeni shukrani Mungu baba kupitia Yeye.
330312003e	Wake, wanyenyekeeni waume zenu, kama ipendezavyo katika Bwana.
330313003c	Nanyi waume, wapendeni wake zenu, na msiwe wakali dhidi yao.
330314004f	Watoto, watiini wazazi wenu katika mambo yote, maana ndivyo impendezavyo Bwana.
3303150046	Akina baba msiwachokoze watoto wenu, ili kwamba wasije wakakata tamaa.
3303160098	Watumwa, watiini mabwana zenu katika mwili kwa mambo yote, sio kwa huduma ya macho kama watu wa kufurahisha tu, bali kwa moyo wa kweli. Mwogopeni Mungu.
3303170058	Chochote mfanyacho, fanyeni kutoka nafsini mwenu kama kwa Bwana na si kama kwa wanadamu.
330318005b	Mnajua ya kwamba mtapokea tuzo ya umilkaji kutoka kwa Bwana. Ni Kristo Bwana mnayemtumikia.
3303190071	Kwa sababu yeyote atendaye yasiyo haki atapokea hukumu kwa matendo yasiyo haki aliyoyafanya, na hakuna upendeleo.
3304010061	Mabwana, toeni kwa watumwa mambo yaliyo haki na ya adili. Mnajua pia kwamba mnaye Bwana mbinguni.
330402004b	Endeleeni kuwa thabiti katika maombi. Kaeni macho katika hilo kwa shukrani.
330403009e	Ombeni pamoja kwa ajili yetu pia, ili kwamba Mungu afungue mlango kwa ajili ya neno, kunena siri ya ukweli ya Kristo. Kwa sababu ya hili nimefungwa minyororo.
3304040040	Na ombeni kwamba niweze kuliweka wazi, kama inavyonipasa kusema.
330405003c	Enenda kwa hekima kwa wale walioko nje, na muukomboe wakati.
3304060084	Maneno yenu na yawe na neema wakati wote, na yakolee chumvi majira yote, ili kwamba mweze kujua jinsi inavyowapasa kumjibu kila mtu.
330407008c	Kwa mambo yanayonihusu mimi, Tikiko atayafanya yajulikane kwenu. Yeye ni ndugu mpendwa, mtumishi mwaminifu, na mtumwa mwenzetu katika Bwana.
3304080067	Namtuma kwenu kwa ajili ya hili, kwamba mweze kujua mambo kuhusu sisi na pia kwamba aweze kuwatia moyo.
3304090070	Namtuma pamoja na Onesimo, ndugu yetu mpendwa mwaminifu, na mmoja wenu. Watawaambia kila kitu kilichotokea hapa.
33040a0093	Aristarko, mfungwa mwenzangu, anawasalimu, pia na Marko binamu yake na Barnaba mliyepokea utaratibu kutoka kwake, “kama akija kwenu, mpokeeni,”
33040b0082	Na pia Yesu aitwaye Yusto. Hawa peke yao wa tohara ni watendakazi wenzangu kwa jili ya ufalme wa Mungu. Wamekuwa ni faraja kwangu.
33040c00cb	Epafra anawasalimu. Yeye ni mmoja wenu na mtumwa wa Kristo Yesu. Yeye hufanya bidii katika maombi kwa ajili, ili kwamba mweze kusimama kwa ukamilifu na kuhakishwa kikamilifu katika mapenzi yote ya Mungu.
33040d007e	Kwa kuwa ninamshuhudia, kwamba anafanya kazi kwa bidii kwa ajili yenu, kwa hao walioko Laodekia, na kwa hao walioko Hierapoli.
33040e002f	Luka yule tabibu mpendwa, na Dema wanawasalimu.
33040f0058	Wasalimu ndugu zangu walioko Laodekia, na Nimfa, na kanisa lile lililoko nyumbani kwake.
330410008d	Barua hii itakapokuwa imesomwa miongoni mwenu, isomwe pia kwa kanisa la walaodekia, nanyi pia hakikisheni mnaisoma ile barua kutoka Laodekia.
3304110062	Sema kwa Arkipo, ''Angalia ile huduma ambayo umeipokea katika Bwana, kwamba unapaswa kuitimiza.”
3304120060	Salamu hii ni kwa mkono wangu mwenyewe - Paulo. Ikuumbukeni minyororo yangu. Neema na iwe nanyi.
340000000f	1 Wathesalonike
3401010078	Paulo, Silwano na Timotheo kwa kanisa la Wathesalonike katika Mungu Baba na Bwana Yesu Kristo. Neema na amani iwe nanyi.
3401020062	Tunatoa shukrani kwa Mungu kila mara kwa ajili yenu nyote, wakati tunapowataja katika maombi yetu.
34010300a4	Tunaikumbuka bila kukoma mbele ya Mungu na baba yetu kazi yenu ya imani, juhudi ya upendo, na uvumilivu wenye ujasiri kwa ajili ya baadaye katika Bwana Yesu Kristo.
340104002d	Ndugu Mnaopendwa na Mungu, tunajua wito wenu.
34010500d1	Na jinsi injili yetu ilivyokuja kwenu si kwa neno tu, bali pia katika nguvu, katika Roho Mtakatifu, na katika uhakika. Kwa namna hiyo, mnajua pia sisi tulikuwa watu wa namna gani miongoni mwenu kwa ajili yenu.
3401060070	Mlikuwa watu wa kutuiga sisi na Bwana, kama mlivyopokea neno katika taabu kwa furaha itokayo kwa Roho Mtakatifu.
3401070051	Na matokeo yake, mkawa mfano kwa wote katika Makedonia na Akaiya ambao wanaamini.
34010800cb	Kwa kuwa kutoka kwenu neno la Mungu limeenea kote, na si kwa Mekadonia na Akaiya peke yake. Badala yake, kwa kila mahali imani yenu katika Mungu imeenea kote. Na matokeo yake, hatuhitaji kusema chochote.
34010900b0	Kwa kuwa wao wenyewe wanaarifu ujio wetu ulikuwa wa namna gani kati yenu. Wanasimulia jinsi mulivyomgeukia Mungu kutoka katika sanamu na kumtumikia Mungu aliye hai na wa kweli.
34010a0099	Walitoa habari kuwa mnamsubiri Mwana wake kutoka mbinguni, aliyefufuliwa kutoka kwa wafu. Na huyu ni Yesu, anayetuweka huru kutoka kwenye ghadhabu ijayo.
340201004b	Kwa kuwa ninyi wenyewe mnajua, ndugu, kuwa ujio wetu kwenu haukuwa wa bure.
34020200a7	Mnajua kwamba mwanzoni tuliteseka na walitutenda kwa aibu kule Filipi, kama mujuavyo. Tulikuwa na ujasiri katika Mungu kunena injili ya Mungu hata katika taabu nyingi.
3402030051	Kwa maana mahusia yetu hayatokani na ubaya, wala katika uchafu, wala katika hila.
34020400bf	Badala yake, kama vile tulivyokubalika na Mungu na kuaminiwa injili, ndivyo tunenavyo. Tunanena, si kwa kuwafurahisha watu, lakini kumfurahisha Mungu. Yeye pekee ndiye achunguzaye mioyo yetu.
3402050094	Kwa maana hatukutumia maneno ya kujipendekeza wakati wote wote, kama mjuavyo, wala ukutumia maneno kama kisingizio kwa tamaa, Mungu ni shahidi wetu.
3402060078	Wala hatukutafuta utukufu kwa watu, wala kutoka kwenu au kwa wengine. Tungeweza kudai kupendelewa kama mitume wa Kristo.
3402070052	Badala yake tulikuwa wapole kati yenu kama mama awafarijivyo watoto wake mwenyewe.
340208009b	Kwa njia hii tulikuwa na upendo kwenu. Tulikuwa radhi kuwashirikisha si tu injili ya Mungu bali pia na maisha yetu wenyewe. Kwa kuwa mmekuwa wapendwa wetu.
34020900a2	Kwa kuwa ndugu, mnakumbuka kazi na taabu yetu. Usiku na mchana tulikuwa tukifanya kazi kusudi tusije tukamlemea yeyote. Wakati huo, tuliwahubiria injili ya Mungu.
34020a0082	Ninyi ni mashahidi, na Mungu pia, ni kwa utakatifu wa namna gani, haki, na bila lawama tulivyoenenda wenyewe mbele yenu mnaoamini.
34020b0084	Vivyo hivyo, mnajua ni kwa namna gani kwa kila mmoja wenu, kama baba alivyo kwa wanawe tulivyowahimiza na kuwatia moyo. Tulishuhudia
34020c0064	kwamba mlipaswa kuenenda kama ulivyo mwito wenu kwa Mungu, aliyewaita kwenye ufalme na utukufu wake.
34020d010b	Kwa sababu hiyo twamshukuru Mungu pia kila wakati. Kwa kuwa wakati mlipo pokea kutoka kwetu ujumbe wa Mungu mliosikia, mlipokea si kama neno la wanadamu. Badala yake, mlipokea kama kweli ilivyo, neno la Mungu. Ni neno hili ambalo linalofanya kazi kati yenu mnaoamini.
34020e00d8	Kwa hivyo ninyi, ndugu, muwe watu wa kuiga makanisa ya Mungu yaliyoko katika Uyahudi katika Kristo Yesu. Kwa kuwa ninyi pia mliteseka katika mambo yale yale kutoka kwa watu wenu, kama ilivyo kuwa kutoka kwa wayahudi.
34020f009c	walikuwa ni Wayahudi ndiyo waliomuua Bwana Yesu pamoja na manabii. Ni Wayahudi ambao walitufukuza tutoke nje. Hawampendezi Mungu na ni maadui kwa watu wote.
3402100087	Walituzuia tusiseme na Mataifa ili wapate kuokolewa. Matokeo yake ni kwamba wanaendelea na dhambi zao. Mwisho ghadhabu imekuja juu yao.
340211008d	Sisi, ndugu, tulikuwa tumetengana nanyi kwa muda mfupi, kimwili, si katika roho. Tulifanya kwa uwezo wetu na kwa shauku kuu kuona nyuso zenu.
3402120063	Kwa kuwa tulitaka kuja kwenu, mimi Paulo, kwa mara moja na mara nyingine, lakini shetani alituzuia.
34021300a4	Kwa kuwa kujiamini kwetu ni nini kwa baadaye, au furaha, au taji ya kujivunia mbele za Bwana wetu Yesu wakati wa kuja kwake? Je si ninyi zaidi kama walivyo wengine?
3402140029	Kwa kuwa ninyi ni utukufu na furaha yetu.
340301006a	Kwa hiyo, tulipo kuwa hatuwezi kuvumilia zaidi, tulifikiri kuwa ilikuwa vema kubaki kule Athene peke yetu.
3403020080	Tulimtuma Timotheo, ndugu yetu na mtumishi wa Mungu katika injili ya Kristo, kuwaimalisha na kuwafariji kuhusiana na imani yenu.
3403030094	Tulifanya haya ili kusudi asiwepo yeyote wa kuteteleka kutokana na mateso haya, kwa kuwa wenyewe mnajua kwamba tumekwisha teuliwa kwa ajili ya hili.
3403040088	Kwa kweli, wakati tulipokuwa pamoja nanyi, tulitangulia kuwaeleza ya kuwa tulikuwa karibu kupata mateso, na hayo yalitokea kama mjuavyo.
34030500ad	Kwa sababu hii, nilipo kuwa siwezi kuvumilia tena, nilituma ilikusudi nipate kujua juu ya imani yenu. Huenda mjaribu alikuwa angalau amewajaribu, na kazi yetu ikawa ni bure.
34030600dc	Lakini Timotheo alikuja kwetu kutokea kwenu na akatuletea habari njema juu ya imani na upendo wenu. Alitwambia ya kuwa mnayo kumbukumbu nzuri juu yetu, na kuwa mnatamani kutuona kama ambavyo nasi twatamani kuwaona ninyi.
340307006c	Kwa sababu hii, ndugu tulifarijika sana na ninyi kwa sababu ya imani yenu, katika taabu na mateso yetu yote.
3403080032	Kwa sasa tunaishi, kama mkisimama imara kwa Bwana,
3403090067	Kwani ni shukurani zipi tumpe Mungu kwa ajili yenu, kwa furaha yote tuliyonayo mbele za Mungu juu yenu?
34030a006b	Tunaomba sana usiku na mchana ili tuweze kuziona nyuso zenu na kuwaongezea kinachopungua katika imani yenu.
34030b0051	Mungu wetu na Baba mwenyewe, na Bwana wetu Yesu atuongoze njia yetu tufike kwenu.
34030c0073	Na Bwana awafanye muongezeke na kuzidi katika pendo, mkipendana na kuwapenda watu wote, kama tunavyowafanyia ninyi.
34030d00a5	Na afanye hivi ili kuiimarisha mioyo yenu iwe bila lawama katika utakatifu mbele za Mungu wetu na Baba yetu katika ujio wa Bwana Yesu pamoja na watakatifu wake wote.
34040100bd	Hatimaye, ndugu, twawatia moyo na kuwasihi kwa Yesu Kristo. Kama mlivyopokea maelekezo toka kwetu namna iwapasavyo kuenenda na kumpendeza Mungu, kwa njia hiyo pia muenende na kutenda zaidi.
3404020040	Kwa kuwa mwajua ni maelekezo gani tuliyowapa kupitia Bwana Yesu.
340403004a	Kwa kuwa haya ndiyo mapenzi ya Mungu: utakaso wenu - kwamba muepuke zinaa,
340404005e	Kwamba kila mmoja wenu anajua namna ya kumiliki mke wake mwenyewe katika utakatifu na heshima.
3404050048	Usiwe na mke kwa ajili ya tamaa za mwili (kama Mataifa wasiomjua Mungu).
34040600c0	Asiwepo mtu yeyote atakaye vuka mipaka na kumkosea nduguye kwa ajili ya jambo hili. Kwa kuwa Bwana ndiye mwenye kulipa kisasi kwa mambo yote haya, kama tulivyo tangulia kuwaonya na kushuhudia.
3404070038	Kwa kuwa Bwana hakutuita kwa uchafu, bali kwa utakatifu.
340408005f	Kwa hiyo anayelikataa hili hawakatai watu, bali anamkataa Mungu, anayewapa Roho Mtakatifu wake.
3404090078	Kuhusu upendo wa ndugu, hakuna haja ya mtu yeyote kukuandikia, kwa kuwa mmefundishwa na Mungu kupendana ninyi kwa ninyi.
34040a006b	Hakika, mlifanya haya yote kwa ndugu walioko Makedonia yote, lakini twawasihi, ndugu, mfanye hata na zaidi.
34040b0077	Twawasihi mtamani kuishi maisha ya utulivu, kujali shughuli zenu, na kufanya kazi kwa mikono yenu, kama tulivyowaamuru.
34040c0072	Fanya haya ili uweze kuenenda vizuri na kwa heshima kwa hao walio nje ya imani, ili usipungukiwe na hitaji lolote.
34040d008f	Hatutaki ninyi muelewe isivyo sahihi, enyi ndugu, juu ya hao waliolala, ili msije mkahuzunika kama wengine wasio na uhakika kuhusu wakati ujao.
34040e0080	Iwapo tunaamini kuwa Yesu alikufa na akafufuka tena, vivyo hivyo Mungu atawaleta pamoja na Yesu hao waliolala mauti katika yeye.
34040f00a4	Kwa ajili ya hayo twawaambia ninyi kwa neno la Bwana, kwamba sisi tulio hai, tutakaokuwepo wakati wa kuja kwake Bwana, hakika hatutawatangulia wale waliolala mauti.
34041000b4	Kwa kuwa Bwana mwenyewe atashuka toka mawinguni. Atakuja na sauti kuu, pamoja na sauti ya malaika mkuu, pamoja na parapanda ya Mungu, nao waliokufa katika Kristo watafufuka kwanza.
3404110085	Kisha sisi tulio hai, tuliobaki, tutaungana katika mawingu pamoja nao kumlaki Bwana hewani. Kwa njia hii tutakuwa na Bwana siku zote.
3404120035	Kwa hiyo, mfarijiane ninyi kwa ninyi kwa maneno haya.
340501005c	Sasa, kwa habari ya muda na nyakati, ndugu, hamna haja kwamba kitu chochote kiandikwe kwenu.
340502005f	Kwa kuwa ninyi wenyewe mwajua kwa usahihi ya kuwa siku ya Bwana inakuja kama mwizi ajapo usiku.
3405030092	Pale wasemapo kuna “Amani na usalama”, ndipo uharibifu huwajia ghafla. Ni kama utungu umjiavyo mama mwenye mimba. Hawataepuka kwa njia yeyote.
3405040046	Lakini ninyi, ndugu hampo kwenye giza hata ile siku iwajie kama mwizi.
340505005e	Kwa maana ninyi nyote ni wana wa nuru na wana wa mchana. Sisi siyo wana wa usiku au wa gizani.
3405060049	Hivyo basi, tusilale kama wengine walalavyo. Bali tukeshe na kuwa makini.
340507003b	Kwa kuwa wanaolala hulala usiku na wanao lewa hulewa usiku.
340508008c	Kwa kuwa sisi ni wana wa mchana, tuwe makini. Tuvae ngao ya imani na upendo, na, kofia ya chuma, ambayo ni uhakika wa wokovu wa wakati ujao.
340509006e	Kwa kuwa Mungu hakutuchagua mwanzo kwa ajili ya gadhabu, bali kwa kupata wokovu kwa njia ya Bwana Yesu Kristo.
34050a0051	Yeye ndiye aliyetufia ili kwamba, tukiwa macho au tumelala, tutaishi pamoja naye.
34050b0051	Kwa hiyo, farijianeni na kujengana ninyi kwa ninyi, kama ambavyo tayari mnafanya.
34050c0077	Ndugu, twawaomba muwatambue wale wanaotumika miongoni mwenu na wale walio juu yenu katika Bwana na wale wanao washauri.
34050d007d	Tunawaomba pia muwatambue na kuwapa heshima katika upendo kwa sababu ya kazi yao. Muwe na amani miongoni mwenu ninyi wenyewe.
34050e008d	Twawasihi, ndugu: muwaonye wasio kwenda kwa utaratibu, watieni moyo walio kata tamaa, Wasaidieni walio wanyonge, na muwe wavumilivu kwa wote.
34050f008b	Angalieni asiwepo mtu yeyote anayelipa baya kwa baya kwa mtu yeyote. Badala yake, fanyeni yaliyo mema kwa kila mmoja wenu na kwa watu wote.
3405100013	Furahini siku zote.
3405110013	Ombeni bila kukoma.
3405120061	Mshukuruni Mungu kwa kila jambo, kwa sababu hayo ndiyo mapenzi ya Mungu kwenu katika Yesu Kristo.
3405130011	Msimzimishe Roho.
3405140012	Msiudharau unabii.
340515002c	Yajaribuni mambo yote. Mlishike lililo jema.
340516001f	Epukeni kila mwonekano wa uovu.
3405170082	Mungu wa amani awakamilishe katika utakatifu. Roho, nafsi na mwili vitunzwe pasipo mawaa katika kuja kwake Bwana wetu Yesu Kristo.
3405180038	Yeye aliyewaita ni mwaminifu, naye ndiye mwenye kutenda.
3405190015	Ndugu, tuombeeni pia.
34051a0028	Wasalimuni ndugu wote kwa busu takatifu.
34051b003d	Nawasihi katika Bwana kwamba barua hii isomwe kwa ndugu wote.
34051c0031	Neema ya Bwana wetu Yesu Kristo iwe pamoja nanyi.
350000000f	2 Wathesalonike
3501010065	Paulo, Silwano, na Timotheo, kwa kanisa la Wathesalonike katika Mungu Baba yetu na Bwana Yesu Kristo.
3501020051	Neema na iwe kwenu na amani itokayo kwa Mungu Baba yetu na kwa Bwana Yesu Kristo.
35010300ad	Imetupasa sisi kumshukuru Mungu siku zote kwa ajili yenu, ndugu. Maana hivi ndivyo itupasavyo, kwa kuwa imani yenu inakua sana, na upendo wenu kwa kila mtu uongezeke mwingi.
35010400c4	Hivyo sisi wenyewe tunaongea kwa fahari juu yenu katika makanisa ya Mungu. Tunazungumza habari ya saburi yenu na imani mliyo nayo katika mateso yote. Tunaongea kwa habari ya mateso mnayostahimili.
350105009c	Hii ndiyo ishara ya hukumu ya haki ya Mungu. Matokeo ya haya ni kuwa ninyi mhesabiwe kuwa mwastahili kuuingia ufalme wa Mungu ambao kwa ajili yake mnateswa.
3501060040	Kwa kuwa ni haki kwa Mungu kuwalipa mateso wale wawatesao ninyi,
350107008e	na kuwapa raha ninyi mteswao pamoja nasi. Atafanya hivi wakati wa kufunuliwa kwake Bwana Yesu kutoka mbinguni pamoja na malaika wa uweza wake.
3501080067	Katika mwali wa moto atawalipiza kisasi wao wasiomjua Mungu na wao wasioitii injili ya Bwana wetu Yesu.
3501090061	Watateseka kwa maangamizi ya milele wakiwa wametengwa na uwepo wa Bwana na utukufu wa nguvu zake.
35010a008e	Atafanya wakati atakapokuja ili kutukuzwa na watu wake na kustaajabishwa na wote walioamini. Kwa sababu ushuhuda wetu kwenu ulisadikiwa kwenu.
35010b00b7	Kwa sababu hii twawaombea ninyi siku zote. Twaomba kwamba Mungu wetu awahesabu kuwa mlistahili kuitwa. Twaomba kwamba apate kutimiza kila haja ya wema na kila kazi ya imani kwa nguvu.
