0100000008	Kejadian
2a10130052	"Adalah seorang yang kaya. Pakaiannya mahal-mahal, dan hidupnya mewah setiap hari.
2a1014005f	Di depan pintu rumahnya diletakkan seorang miskin bernama Lazarus. Badannya penuh dengan borok.
2a10150079	Ia ingin mengisi perutnya dengan remah-remah yang jatuh dari meja orang kaya itu. Anjing bahkan datang menjilat boroknya.
2a10160097	Orang miskin itu kemudian meninggal lalu dibawa malaikat ke tempat terhormat di samping Abraham di surga. Orang kaya itu meninggal juga dan dikuburkan.
2a101700a2	Di dunia orang mati ia menderita sekali. Dan pada waktu ia memandang dari sana ke atas, ia melihat Abraham di tempat yang jauh dan Lazarus ada di samping Abraham.
2a101800b4	'Bapak Abraham!' seru orang kaya itu. 'Kasihanilah saya. Suruhlah Lazarus mencelupkan jarinya ke dalam air lalu datang membasahi lidah saya. Saya sengsara sekali di dalam api ini!'
2a101900c3	Tetapi Abraham menjawab, 'Ingatlah anakku: seumur hidupmu engkau sudah mendapat semua yang baik-baik, sedangkan Lazarus mendapat yang jelek-jelek. Sekarang ia senang di sini, dan engkau sengsara.
2a101a00a1	Selain itu, di antara engkau dan kami sudah dibuat sebuah jurang yang besar, supaya orang dari sini tidak dapat ke sana dan orang dari sana tidak dapat ke sini!'
2a101b006e	'Kalau begitu, Pak,' kata orang kaya itu, 'saya minta dengan sangat Bapak mengutus Lazarus ke rumah ayah saya.
2a101c0084	Ada lima saudara saya di situ. Suruhlah Lazarus memperingatkan mereka, supaya jangan sampai mereka pun jatuh ke tempat siksaan ini.'
2a101d0088	Abraham menjawab, 'Mereka sudah punya buku-buku Musa dan buku para nabi! Biarlah mereka menuruti apa yang tertulis dalam buku-buku itu!'
2a101e00b1	Tetapi orang kaya itu menjawab, 'Itu tidak cukup, Bapak Abraham. Tetapi kalau ada orang mati hidup kembali dan datang kepada mereka, mereka akan bertobat dari dosa-dosa mereka.'
2a101f00ab	Tetapi Abraham berkata, 'Kalau mereka tidak menghiraukan perintah Musa dan nabi-nabi, pastilah mereka tidak akan percaya juga, biarpun ada orang mati yang hidup kembali.'"
2a11010094	Yesus berkata kepada pengikut-pengikut-Nya, "Hal-hal yang menyebabkan orang berbuat dosa pasti akan ada. Tetapi celakalah orang yang menyebabkannya!
2a110200a8	Lebih baik kalau batu penggilingan diikatkan pada lehernya, lalu ia dibuang ke dalam laut daripada ia menyebabkan salah seorang dari orang-orang kecil ini berbuat dosa.
2a1103005f	Sebab itu, waspadalah! Kalau saudaramu berdosa, tegurlah dia. Kalau ia menyesal, ampunilah dia.
2a1104007b	Kalau ia berdosa kepadamu tujuh kali sehari dan setiap kali datang kepadamu dan berkata, 'Saya minta maaf,' ampunilah dia."
2a11050045	Para rasul berkata kepada Tuhan Yesus, "Tuhan, kuatkanlah iman kami."
2a110600c5	Tuhan menjawab, "Kalau kalian mempunyai iman sebesar biji sawi, kalian dapat berkata kepada pohon murbei ini, 'Tercabutlah engkau dan tertanamlah di laut,' pasti pohon ini akan menurut perintahmu."
2a110700b2	"Seandainya seorang dari kalian mempunyai pelayan yang membajak di ladang atau menggembalakan domba. Apabila pelayan itu kembali, apakah ia berkata kepadanya, 'Mari cepat makan'?
2a110800bc	Tentu tidak! Sebaliknya ia akan berkata kepadanya, 'Sediakan makanan saya. Pakailah pakaian yang bersih dan tungguilah saya sementara saya makan dan minum; setelah itu engkau boleh makan.'
2a1109004d	Pelayan itu tidak perlu dipuji karena sudah mematuhi perintah tuannya, bukan?
2a110a00a1	Begitu juga kalian. Kalau kalian sudah melakukan semua yang diperintahkan kepadamu, katakanlah, 'Kami hanya pelayan biasa; kami hanya melakukan kewajiban kami.'"
2a110b0053	Dalam perjalanan ke Yerusalem, Yesus melalui daerah perbatasan Samaria dan Galilea.
2a110c007a	Waktu memasuki sebuah kampung, Ia didatangi sepuluh orang yang berpenyakit kulit yang mengerikan. Mereka berdiri dari jauh
2a110d002f	dan berteriak, "Yesus! Tuan! Kasihanilah kami!"
2a110e009a	Waktu Yesus melihat mereka, Ia berkata, "Pergilah kepada imam-imam, minta mereka memeriksa badanmu." Sementara mereka berjalan, hilanglah penyakit mereka.
2a110f006a	Ketika seorang dari mereka menyadari bahwa ia sudah sembuh, ia kembali sambil bersorak-sorak memuji Allah.
2a1110005e	Lalu di depan Yesus, ia sujud dan mengucap terima kasih kepada-Nya. Orang itu seorang Samaria.
2a11110061	Kemudian Yesus berkata, "Bukankah ada sepuluh orang yang disembuhkan? Di mana yang sembilan lagi?
2a1112004f	Mengapa hanya orang asing ini yang kembali mengucap terima kasih kepada Allah?"
2a1113006f	Lalu Yesus berkata kepada orang itu, "Bangunlah, dan pergilah. Karena engkau percaya kepada-Ku, engkau sembuh."
2a111400ad	Beberapa orang Farisi bertanya kepada Yesus kapan Allah datang untuk memerintah. Yesus menjawab, "Pemerintahan Allah tidak mulai dengan tanda-tanda yang dapat dilihat orang,
2a11150086	sehingga orang dapat berkata, 'Mari lihat, ini dia!' atau, 'Di sana dia!' Sebab Allah sudah mulai memerintah di tengah-tengah kalian."
2a111600af	Setelah itu Yesus berkata kepada pengikut-pengikut-Nya, "Akan datang waktunya kalian ingin melihat satu hari dari hari-hari Anak Manusia, tetapi kalian tidak dapat melihatnya.
2a11170079	Nanti orang akan berkata kepadamu, 'Lihat, di situ!' atau, 'Lihat, di sini!' Tetapi janganlah kalian ke luar mencari dia.
2a11180081	Sebagaimana kilat memancar di langit, dan bercahaya dari ujung ke ujung, begitulah juga nanti keadaan Anak Manusia pada hari-Nya.
2a11190059	Tetapi mula-mula Ia harus banyak menderita dan tidak diterima oleh orang-orang zaman ini.
2a111a0052	Pada hari Anak Manusia dinyatakan nanti, keadaannya seperti pada zaman Nuh dahulu.
2a111b008f	Orang makan minum, dan kawin; begitulah terus-menerus sampai Nuh masuk ke dalam kapal dan banjir datang serta menewaskan orang-orang itu semua.
2a111c0061	Juga seperti pada zaman Lot. Orang makan minum, berjual beli, bercocok tanam dan membangun rumah.
2a111d0074	Tetapi ketika Lot keluar dari Sodom, pada hari itu api dan belerang turun dari langit dan membinasakan mereka semua.
2a111e003d	Begitulah keadaannya nanti pada hari Anak Manusia dinyatakan.
2a111f00c9	Pada hari itu orang yang sedang berada di atas atap rumahnya janganlah turun untuk mengambil barang-barangnya yang di dalam rumah. Begitu juga orang yang sedang di ladang janganlah kembali ke rumahnya.
2a11200031	Ingatlah apa yang telah terjadi dengan istri Lot!
2a11210082	Orang yang berusaha menyelamatkan hidupnya, akan kehilangan hidupnya. Tetapi orang yang kehilangan hidupnya akan menyelamatkannya.
2a11220076	Percayalah: Pada malam itu, dua orang sedang tidur di satu ranjang, seorang akan dibawa dan seorang lagi ditinggalkan.
2a11230057	Dua wanita sedang menggiling gandum, seorang akan dibawa dan seorang lagi ditinggalkan.
2a1124005a	(Dua orang sedang bekerja di ladang, seorang akan dibawa, dan seorang lagi ditinggalkan.)"
2a1125008f	Pengikut-pengikut Yesus bertanya, "Di mana itu akan terjadi, Tuhan?" Yesus menjawab, "Di mana ada bangkai, di situ ada burung pemakan bangkai."
2a1201008b	Setelah itu Yesus menceritakan sebuah perumpamaan untuk mengajar pengikut-pengikut-Nya supaya mereka selalu berdoa dan jangan berputus asa.
2a12020076	Yesus berkata, "Di sebuah kota ada seorang hakim yang tidak takut kepada Allah, dan tidak peduli kepada siapapun juga.
2a1203009b	Di kota itu ada pula seorang janda yang berkali-kali menghadap hakim itu meminta perkaranya dibela. 'Tolonglah saya menghadapi lawan saya,' kata janda itu.
2a120400ad	Beberapa waktu lamanya hakim itu tidak mau menolong janda itu. Tetapi akhirnya hakim itu berpikir, 'Meskipun saya tidak takut kepada Allah dan tidak peduli kepada siapa pun,
2a12050099	tetapi karena janda ini terus saja mengganggu saya, lebih baik saya membela perkaranya. Kalau tidak, ia akan terus-menerus datang dan menyusahkan saya.'"
2a12060055	Lalu Tuhan berkata, "Perhatikanlah apa yang dikatakan oleh hakim yang tidak adil itu!
2a120700a0	Nah, apakah Allah tidak akan membela perkara umat-Nya sendiri yang berseru kepada-Nya siang dan malam? Apakah Ia akan mengulur-ulur waktu untuk menolong mereka?
2a12080099	Percayalah: Ia akan segera membela perkara mereka! Tetapi apabila Anak Manusia datang, apakah masih ditemukan orang yang percaya kepada-Nya di bumi ini?"
2a12090092	Yesus menceritakan juga perumpamaan ini yang ditujukan-Nya kepada orang yang memandang rendah orang lain, tetapi yakin bahwa dirinya sendiri baik.
2a120a0081	Kata Yesus, "Adalah dua orang yang pergi ke Rumah Tuhan untuk berdoa. Yang satu orang Farisi, yang lainnya seorang penagih pajak.
2a120b00e6	Orang Farisi itu berdiri menyendiri dan berdoa, 'Ya Allah, saya mengucap terima kasih kepada-Mu, sebab saya tidak seperti orang lain, yang serakah, curang, atau berzinah. Saya bersyukur karena saya tidak seperti penagih pajak itu.
2a120c006d	Saya berpuasa dua kali seminggu, dan saya mempersembahkan kepada-Mu sepersepuluh dari semua pendapatan saya.'
2a120d00ac	Tetapi penagih pajak itu berdiri jauh-jauh dan malahan tidak berani menengadah ke langit. Sambil mengusap dada ia berkata, 'Ya Allah, kasihanilah saya, orang berdosa ini!'"
2a120e00f6	"Percayalah," kata Yesus, "pada waktu pulang ke rumah, penagih pajak itulah yang diterima Allah dan bukan orang Farisi itu. Sebab setiap orang yang meninggikan dirinya akan direndahkan; dan setiap orang yang merendahkan dirinya akan ditinggikan."
2a120f00ab	Ada orang-orang membawa anak-anak kecil kepada Yesus supaya Ia menjamah dan memberkati mereka. Ketika pengikut-pengikut Yesus melihat itu, mereka memarahi orang-orang itu.
2a121000cb	Tetapi Yesus memanggil anak-anak itu lalu berkata kepada pengikut-pengikut-Nya, "Biarkanlah anak-anak datang kepada-Ku! Jangan melarang mereka, sebab orang semacam inilah yang menjadi anggota umat Allah.
2a12110068	Ingatlah! Orang yang tidak menghadap Allah seperti seorang anak, tidak akan menjadi anggota umat Allah."
2a12120089	Seorang pemimpin Yahudi bertanya kepada Yesus, "Pak Guru yang baik, saya harus berbuat apa supaya dapat menerima hidup sejati dan kekal?"
2a12130061	"Mengapa kaukatakan Aku baik?" tanya Yesus kepadanya. "Tidak ada yang baik, selain Allah sendiri.
2a12140095	Engkau sudah tahu perintah-perintah Allah: 'Jangan berzinah, jangan membunuh, jangan mencuri, jangan bersaksi dusta, dan hormatilah ayah dan ibumu.'"
2a12150043	"Semua perintah itu sudah saya turuti sejak muda," sahut orang itu.
2a121600d6	Mendengar itu, Yesus berkata, "Masih ada satu hal yang harus kaulakukan: Juallah semua milikmu, berikanlah uangnya kepada orang miskin, dan engkau akan mendapat harta di surga. Setelah itu datanglah mengikuti Aku."
2a12170046	Tetapi ketika orang itu mendengar itu, ia sedih karena ia kaya sekali.
2a12180074	Yesus tahu orang itu bersedih hati, sebab itu Ia berkata, "Sukar sekali untuk orang kaya menjadi anggota umat Allah!
2a1219005c	Lebih gampang seekor unta masuk lubang jarum, daripada seorang kaya masuk Dunia Baru Allah."
2a121a0067	Orang-orang yang mendengar Yesus mengatakan demikian bertanya, "Kalau begitu, siapa yang bisa selamat?"
2a121b0046	Yesus menjawab, "Yang tidak mungkin bagi manusia, mungkin bagi Allah!"
2a121c005c	Lalu Petrus berkata, "Lihatlah! Kami sudah meninggalkan rumah tangga untuk mengikuti Bapak."
2a121d009b	"Percayalah!" kata Yesus. "Orang yang sudah meninggalkan rumahnya, atau istrinya, atau saudaranya atau ayah ibunya atau anak-anaknya karena melayani Allah,
2a121e007f	orang itu akan dibalas berlipat ganda pada masa ini, dan pada zaman yang akan datang ia akan diberikan hidup sejati dan kekal."
2a121f00bc	Yesus mengumpulkan kedua belas pengikut-Nya tersendiri, lalu berkata, "Dengarkan! Kita sekarang menuju Yerusalem. Di sana, semua yang ditulis nabi-nabi mengenai Anak Manusia, akan terjadi.
2a12200068	Ia akan diserahkan kepada orang-orang bukan Yahudi, yang akan mengolok-olok, menghina, dan meludahi Dia.
2a12210051	Mereka akan menyiksa dan membunuh Dia, tetapi pada hari ketiga, Ia akan bangkit."
2a122200ab	Semuanya itu tidak dipahami sedikit pun oleh pengikut-pengikut Yesus itu. Arti dari kata-kata-Nya itu dirahasiakan dari mereka. Mereka tidak tahu Ia berbicara tentang apa.
2a1223005d	Waktu Yesus hampir sampai di Yerikho, seorang buta sedang duduk minta-minta di pinggir jalan.
2a12240043	Ketika ia mendengar orang banyak itu lewat, ia bertanya, "Ada apa?"
2a12250039	"Yesus, orang Nazaret itu, lewat," kata mereka kepadanya.
2a12260044	Maka orang buta itu berteriak, "Yesus, anak Daud! Kasihanilah saya!"
2a12270084	Orang-orang yang di depan, memarahinya dan menyuruh dia diam. Tetapi ia berteriak lebih nyaring lagi, "Anak Daud! Kasihanilah saya!"
2a12280066	Yesus berhenti dan menyuruh orang membawa orang buta itu kepada-Nya. Ketika ia sampai, Yesus bertanya,
2a1229005d	"Apa yang kau ingin Aku perbuat untukmu?" "Tuan," jawab orang buta itu, "saya ingin melihat."
2a122a005d	Lalu Yesus berkata, "Kalau begitu, lihatlah! Karena engkau percaya kepada-Ku, engkau sembuh."
2a122b00ab	Saat itu juga ia dapat melihat, lalu ia mengikuti Yesus sambil mengucap terima kasih kepada Allah. Ketika orang banyak itu melihat hal itu, mereka semua memuji-muji Allah.
2a13010045	Ketika Yesus sampai di Yerikho, Ia berjalan terus melintasi kota itu.
2a13020048	Di kota itu ada seorang kepala penagih pajak yang kaya. Namanya Zakheus.
2a13030081	Ia ingin melihat siapa Yesus itu, tetapi karena orang terlalu banyak dan ia sendiri pendek, maka ia tidak berhasil melihat Yesus.
2a13040088	Jadi, ia berlari mendahului orang-orang, lalu memanjat sebatang pohon, supaya dapat melihat Yesus yang sebentar lagi akan lewat di situ.
2a1305008d	Ketika Yesus sampai di pohon itu, Ia melihat ke atas lalu berkata, "Zakheus, turunlah cepat! Sebab Aku harus berkunjung ke rumahmu hari ini."
2a1306003d	Zakheus cepat-cepat turun dan menyambut Yesus dengan gembira.
2a1307007a	Semua orang yang melihat hal itu mulai menggerutu. Mereka berkata, "Cih! Ia pergi bertamu di rumah orang yang tidak baik!"
2a130800e4	Kemudian di rumahnya, Zakheus berdiri dan berkata kepada Yesus, "Tuhan, separuh dari harta saya akan saya sedekahkan kepada orang miskin; dan siapa saja yang pernah saya tipu, akan saya bayar kembali kepadanya empat kali lipat!"
2a13090099	Lalu kata Yesus, "Pada hari ini engkau dan seluruh keluargamu diselamatkan oleh Allah dan diberikan hidup yang baru, sebab engkau juga keturunan Abraham.
2a130a0046	Anak Manusia datang untuk mencari dan menyelamatkan orang yang sesat."
2a130b00d6	Sementara orang masih mendengarkan Yesus berbicara, Ia menceritakan sebuah perumpamaan. Sebab, pada waktu itu Ia berada dekat Yerusalem, dan orang menyangka bahwa Allah segera akan memerintah sebagai Raja di dunia.
2a130c0071	Yesus berkata, "Adalah seorang bangsawan yang pergi ke negeri jauh untuk dilantik menjadi raja, kemudian kembali.
2a130d00c2	Sebelum berangkat, ia memanggil sepuluh orang pelayannya, lalu memberi kepada mereka masing-masing sekeping uang emas. 'Berdaganglah dengan uang ini sementara saya pergi,' katanya kepada mereka.
2a130e00a1	Tetapi penduduk negerinya itu benci kepadanya. Jadi, sesudah ia berangkat, mereka mengirim utusan untuk mengatakan, 'Kami tidak mau orang ini menjadi raja kami.'
2a130f00ba	Tetapi bangsawan itu dilantik menjadi raja, kemudian kembali ke negerinya. Segera ia memanggil pelayan-pelayannya menghadap, untuk mengetahui berapa keuntungan yang telah mereka peroleh.
2a1310006d	Pelayan pertama datang dan berkata, 'Tuan, satu uang emas yang Tuan berikan itu, sudah saya jadikan sepuluh.'
2a131100a3	'Bagus,' kata tuan itu, 'engkau pelayan yang baik! Karena dalam hal-hal yang kecil engkau bisa dipercayai, saya akan menjadikan engkau penguasa atas sepuluh kota.'
2a13120068	Pelayan kedua datang dan berkata, 'Tuan, satu uang emas yang Tuan berikan itu, sudah saya jadikan lima.'
2a13130050	Kepada pelayan itu raja itu berkata, 'Kau akan menjadi penguasa atas lima kota.'
2a13140060	Pelayan yang lain datang dan berkata, 'Tuan, ini uang Tuan; saya menyimpannya dalam sapu tangan.
2a131500a4	Saya takut kepada Tuan, sebab Tuan orang yang keras. Tuan mengambil apa yang bukan kepunyaan Tuan, dan Tuan memungut hasil di tempat yang tidak ditanami oleh Tuan.'
2a131600f7	Raja itu berkata kepadanya, 'Kau pelayan yang jahat! Sesuai dengan kata-katamu sendiri saya akan menghukum engkau. Engkau tahu saya orang yang keras: saya mengambil apa yang bukan kepunyaan saya dan memungut hasil di tempat yang tidak saya tanami.
2a13170085	Kalau begitu mengapa kau tidak memasukkan uang itu ke bank supaya apabila saya kembali saya dapat menerima uang itu dengan bunganya?'
2a131800a0	Kemudian raja itu berkata kepada orang-orang yang berdiri di situ, 'Ambil uang itu dari dia dan berikanlah kepada pelayan yang mempunyai sepuluh uang emas itu.'
2a13190044	Tetapi orang-orang itu berkata, 'Tuan, dia sudah mempunyai sepuluh.'
2a131a00bb	Raja itu menjawab, 'Ingat: orang yang sudah mempunyai, kepadanya akan diberi lebih banyak lagi. Tetapi orang yang tidak mempunyai sesuatu, apa yang ada padanya akan diambil pula dari dia.
2a131b0078	Dan sekarang bawalah ke mari musuh-musuhku itu yang tidak mau aku menjadi rajanya. Bunuhlah mereka semua di hadapanku!'"
2a131c0053	Setelah Yesus mengatakan semuanya itu Ia berjalan di depan mereka menuju Yerusalem.
2a131d006f	Ketika sampai dekat Betfage dan Betania di Bukit Zaitun, Ia menyuruh dua orang pengikut-Nya pergi lebih dahulu.
2a131e00e8	"Pergilah ke kampung yang di depan itu," kata Yesus kepada mereka, "apabila kalian masuk di sana, kalian akan melihat seekor anak keledai terikat. Keledai itu belum pernah ditunggangi orang. Lepaskanlah keledai itu dan bawa ke mari.
2a131f0068	Kalau orang bertanya kepadamu, 'Mengapa kalian melepaskan keledai itu?' katakan, 'Tuhan memerlukannya.'"
2a13200058	Kedua pengikut Yesus itu pergi, dan mendapati semuanya tepat seperti yang dikatakan-Nya.
2a13210078	Sementara mereka melepaskan anak keledai itu, pemiliknya berkata kepada mereka, "Mengapa kalian melepaskan keledai itu?"
2a13220027	Mereka menjawab, "Tuhan memerlukannya."
2a1323008f	Lalu mereka membawa anak keledai itu kepada Yesus. Kemudian mereka menaruh jubah mereka di atas keledai itu dan menolong Yesus naik ke atasnya.
2a13240063	Sementara Ia lewat dengan menunggangi keledai itu, orang-orang membentangkan jubah mereka di jalan.
