2800000006	Máté
3b040e0092	akik azt sem tudjátok, mit hoz a holnap, mert mi a ti életetek? Bizony olyan, mint a pára, amely rövid ideig látszik, azután pedig eltűnik.
3b040f0062	Holott ezt kellene mondanotok: „Ha az Úr akarja és élünk, ezt vagy azt fogjuk cselekedni“.
3b04100051	Ti ellenben elbizakodottságotokban dicsekedtek. Minden ilyen dicsekedés gonosz.
3b04110044	Aki tehát tudna jót cselekedni, és nem cselekszi, bűne az annak.
3b0501005d	Tehát ti gazdagok, sírjatok, és jajgassatok, a rátok következő nyomorúságaitok miatt.
3b05020035	Gazdagságotok megrohadt, ruháitokat megette a moly.
3b050300b7	Aranyotokat és ezüstötöket rozsda fogta meg, és azok rozsdája ellenetek tanúskodik, és megemészti testeteket, mint a tűz. Kincset gyűjtöttetek még az utolsó napokban is.
3b0504009b	Íme, a ti mezőtöket learató munkások bére, amit visszatartottatok, az égre kiált. És az aratók kiáltásai eljutottak a Seregek Urának fülébe.
3b05050069	Dőzsöltetek e földön és tobzódtatok. Szíveteket hizlaltátok az áldozat bemutatásának napjára.
3b05060044	Elítéltétek, megöltétek az igazat, s ő nem állt ellen nektek.
3b050700b9	Legyetek azért, atyámfiai, béketűrők az Úrnak eljöveteléig. Íme a szántóvető várja a földnek drága gyümölcsét. Béketűréssel várja, míg reggeli és esti esőt kap.
3b05080064	Legyetek ti is béketűrők, és erősítsétek meg szíveteket, mert az Úr eljövetele közel van.
3b05090068	Ne panaszkodjatok egymásra, testvéreim, hogy el ne ítéltessetek! Íme a bíró az ajtó előtt áll.
3b050a006d	Vegyetek példát, atyámfiai, szenvedésben és tűrésben a prófétáktól, akik az Úr nevében szóltak.
3b050b00aa	Íme boldognak mondjuk a tűrni tudókat. Jób tűréséről hallottatok, és láttátok, hogyan intézte az Úr a sorsát. Mert igen irgalmas és könyörületes az Úr.
3b050c00b2	Mindenekelőtt pedig ne esküdjetek, atyámfiai, se az égre, se a földre, se semmi más egyébre. Hanem legyen a ti igenetek igen, és a nem nem, hogy ítélet alá ne essetek.
3b050d005a	Szenved-e valaki köztetek? Imádkozzék. Öröme van-e valakinek? Dicséretet énekeljen.
3b050e0088	Beteg-e valaki köztetek? Hívja magához a gyülekezet elöljáróit, és imádkozzanak érte, és kenjék meg olajjal az Úr nevében.
3b050f0081	És a hitből való imádság megtartja a beteget, és az Úr felsegíti őt. És ha bűnt követett is el, megbocsáttatik neki.
3b05100094	Valljátok meg bűneiteket egymásnak és imádkozzatok egymásért, hogy meggyógyuljatok, mert igen hasznos az igaznak buzgóságos könyörgése.
3b05110093	Illés ember volt, hozzánk hasonló és imádságban kérte, hogy ne legyen eső, és nem volt eső a földön három esztendeig és hat hónapig.
3b05120053	És ismét imádkozott és az ég esőt adott és a föld megteremte gyümölcsét.
3b05130059	Atyámfiai, ha valaki közöttetek eltévelyedik az igazságtól, és megtéríti valaki,
3b05140081	tudja meg, hogy aki megtérít egy bűnöst tévelygő útjáról, megmenti annak lelkét a haláltól, és sok bűnét elfedezi.
3c00000008	1 Péter
3c01010088	Péter, Jézus Krisztusnak apostola, a Pontuszban, Galáciában, Kappadóciában, Ázsiában és Bitiniában elszéledt jövevényeknek,
3c010200c8	akik ki vannak választva az Atya Isten eleve elrendelése szerint, a Lélek megszentelése által, a Jézus Krisztus vérével való meghintésre: Kegyelem és békesség adassék nektek bőségesen.
3c010300bc	Áldott az Isten, a mi Urunk Jézus Krisztus Atyja, aki az ő nagy irgalmasságából újjá szült minket élő reménységre a Jézus Krisztusnak a halálból való feltámadása által,
3c0104006a	romolhatatlan, szeplőtelen és hervadhatatlan örökségre, amely a mennyekben van fenntartva számunkra,
3c0105007b	akiket Isten hatalma őriz hit által az üdvösségre, amely készen van, hogy az utolsó időben nyilvánvalóvá legyen.
3c0106005c	Ebben örvendeztek, noha most meg is kellett szomorodnotok különféle kísértések miatt,
3c010700b9	hogy a ti kipróbált hitetek, ami sokkal becsesebb a veszendő, de tűzben kipróbált aranynál, tisztességre, dicsőségre méltónak találtasson a Jézus Krisztus megjelenésekor.
3c0108008c	Akit noha nem láttok, szerettek, akiben, noha most nem látjátok, de hisztek, és kibeszélhetetlen és dicsőült örömmel örvendeztek,
3c01090039	mert eléritek hitetek célját, lelketek üdvösségét.
3c010a006c	Ezt az üdvösséget keresték és kutatták a próféták, akik a nektek szánt kegyelemről jövendöltek,
3c010b00bc	kutatva, hogy melyik vagy milyen időre jelentette azt ki a Krisztusnak bennük lévő Lelke, aki eleve bizonyságot tett a Krisztus szenvedéseiről és az ezeket követő dicsőségről.
3c010c00f4	Akiknek megjelentetett, hogy nem maguknak, hanem nekünk szolgáltak azokkal, amelyeket most hirdetnek nektek azok, akik prédikálták nektek az evangéliumot a mennyből küldött Szentlélek által, amibe angyalok vágyakoznak beletekinteni.
3c010d009a	Ezért tehát felövezve lelketeket, mint józanok, tökéletesen reménykedjetek abban a kegyelemben, amelyet Jézus Krisztus megjelenésekor hoz nektek.
3c010e0080	Mint engedelmes gyermekek ne szabjátok magatokat korábbi kívánságaitokhoz, amelyek tudatlanságtok idején voltak bennetek,
3c010f005d	hanem amiképpen szent az, aki elhívott titeket, ti is szentek legyetek egész életetekben.
3c01100042	Mert meg van írva: „Szentek legyetek, mert én szent vagyok“.
3c0111009f	Ha pedig Atyának hívjátok őt, aki személyválogatás nélkül ítél, kinek-kinek cselekedete szerint, félelemmel töltsétek jövevénységetek idejét,
3c0112007f	tudva, hogy nem veszendő dolgokon, ezüstön vagy aranyon váltattatok meg atyáitoktól örökölt hiábavaló életetekből,
3c01130054	hanem drága véren, a hibátlan és szeplőtlen Báránynak, Krisztusnak a vérén.
3c01140063	Ő ugyan eleve, a világ teremtése előtt kiválasztatott, de az idők végén megjelent értetek.
3c01150096	Ti Általa hisztek Istenben, aki feltámasztotta őt a halálból és dicsőséget adott neki, hogy a ti hitetek Istenbe vetett reménység is legyen.
3c011600bc	Tisztítsátok meg lelketeket az igazság iránt való engedelmességben a képmutatás nélküli atyafiúi szeretetre a Lélek által, és egymást tiszta szívből, buzgón szeressétek,
3c01170071	mint akik ujjá születtetek nem romlandó, de romolhatatlan magból Isten igéje által, ami megmarad örökké.
3c01180089	„Mert minden test olyan, mint a fű és az embernek minden dicsősége olyan, mint a fű virága. Megszárad a fű, és virága elhull,
3c0119005a	de az Úr beszéde megmarad örökké.“ Ez pedig az a beszéd, amelyet hirdettek nektek.
3c0201006e	Levetve azért minden gonoszságot, minden álnokságot, képmutatást, irigykedést és minden rágalmazást,
3c0202007a	mint most született csecsemők, a hamisítatlan lelki tej után vágyakozzatok, hogy azon növekedjetek az üdvösségre.
3c0203002d	Mivel megízleltétek, hogy jóságos az Úr.
3c0204006e	Járuljatok Hozzá, mint élő, az emberektől ugyan megvetett, de Istentől választott, megbecsült kőhöz,
3c020500ab	ti magatok is, mint élő kövek épüljetek fel lelki házzá, szent papsággá, hogy lelki áldozatokkal áldozzatok, amelyek kedvesek Istennek a Jézus Krisztus által.
3c0206008e	Ezért van az Írásban: „Íme, szegletkövet teszek le Sionban amely kiválasztott, megbecsült, és aki hisz benne nem szégyenül meg“.
3c02070081	Érték tehát ez számotokra, akik hisztek. A hitetleneknek pedig az a kő, amelyet az építők elvetettek, szegletkővé lett,
3c02080084	megütközés kövévé és botránkozás sziklájává. Ezek beleütköznek, mert nem hisznek az igének. Ők erre is rendeltettek.
3c020900d8	Ti pedig választott nemzetség, királyi papság, szent nemzet, megtartásra való nép vagytok, hogy hirdessétek Annak hatalmas dolgait, aki a sötétségből az ő csodálatos világosságára hívott el titeket.
3c020a008a	Akik egykor nem az ő népe voltatok, most pedig Isten népe vagytok. Akik nem kegyelmezettek voltatok, most pedig kegyelmezettek vagytok.
3c020b008d	Szeretteim, kérlek titeket, mint jövevényeket és idegeneket, tartózkodjatok a testi kívánságoktól, amelyek a lélek ellen harcolnak.
3c020c00c2	Tisztességesen viselkedjetek a pogányok között, hogy ha valamiben rágalmaznak titeket, mint gonosztevőket, a ti jó cselekedeteiteket látva, dicsőítsék Istent a meglátogatás napján.
3c020d005c	Engedelmeskedjetek minden emberi rendnek az Úrért, akár királynak, mint feljebbvalónak,
3c020e0071	akár helytartóknak, mint akiket ő küld a gonosztevők megbüntetésére, a jót cselekvők megdicsérésére.
3c020f0062	Mert az az Isten akarata, hogy jót cselekedve elnémítsátok a balgatag emberek tudatlanságát,
3c02100076	mint szabadok, és nem úgy, mint akiknél a szabadság a gonoszság elpalástolása, hanem úgy, mint Isten szolgái.
3c02110060	Mindenkit tiszteljetek, az atyafiakat szeressétek, Istent féljétek, a királyt tiszteljétek.
3c0212007e	A szolgák teljes félelemmel engedelmeskedjenek uraiknak, ne csak a jóknak és kíméleteseknek, hanem a szívteleneknek is.
3c02130064	Kegyelem az, ha valaki Istenről való meggyőződéséért méltatlanul szenvedve tűr sérelmeket.
3c021400a4	Mert micsoda dicsőség az, ha a vétkeitek miatt kapott arcul verést tűritek el? De ha jót cselekedtek és tűritek érte a szenvedést, az kedves Isten előtt.
3c0215007b	Mert arra hívattatok el, hiszen Krisztus is szenvedett értetek, nektek példát adva, hogy az ő nyomdokait kövessétek.
3c02160040	Ő bűnt nem cselekedett, szájában álnok szót nem találtak.
3c0217008c	Amikor szidalmazták, a szidalmat nem viszonozta, amikor szenvedett nem fenyegetőzött, hanem rá bízta ezt arra, aki igazságosan ítél.
3c0218008d	Bűneinket maga vitte fel testében a keresztfára, hogy meghaljunk a bűnnek, és az igazságnak éljünk. Az ő sebeivel gyógyultatok meg.
3c02190072	Mert olyanok voltatok, mint a tévelygő juhok, de most megtértetek lelketek Pásztorához és Gondviselőjéhez.
3c030100b9	Hasonlóképpen az asszonyok engedelmeskedjenek férjüknek, hogy ha közülük egyesek nem engedelmeskednének is az igének, feleségük magaviselete ige nélkül is nyerje meg őket,
3c0302002c	figyelve istenfélő és tiszta életetekre.
3c03030060	Akiknek ékessége ne legyen külsőséges: hajfonogatás, arany ékszer vagy fényes öltözet,
3c03040074	hanem a szív elrejtett embere: a szelíd és csendes lélek maradandóságával. Ez igen értékes az Isten előtt.
3c03050076	Így ékesítették magukat hajdan a szent asszonyok is, akik Istenben reménykedtek és engedelmeskedtek férjüknek.
3c0306009d	Ahogyan Sára is engedelmeskedett Ábrahámnak, urának nevezve őt. Akinek leányai lesztek, ha jót cselekedtek és nem féltek semmiféle fenyegetéstől.
3c030700d3	A férfiak hasonlóképpen megértően éljenek együtt feleségükkel, mint gyengébb nemmel, tiszteletet adva nekik, mint akik örökös társaik az élet kegyelmében, hogy imádságaitok meg ne hiúsuljanak.
3c0308006f	Végül pedig legyetek mindnyájan együtt érzők, rokonérzelműek, atyafiszeretők, irgalmasak, alázatosak.
3c030900ad	Ne fizessetek gonosszal a gonoszért, vagy szidalommal a szidalomért, sőt ellenkezőleg: áldást mondjatok, tudva, hogy arra hívattatok el, hogy áldást örököljetek.
3c030a008f	Mert aki szeretne örülni az életnek, és jó napokat látni, őrizze meg nyelvét a gonosztól, és ajkait, hogy ne szóljanak álnokságot;
3c030b005b	Forduljon el a gonosztól, és cselekedjék jót, keresse a békességet, és kövesse azt.
3c030c007a	Mert az Úr szeme az igazakon van, és füle azoknak könyörgésén, az Úr arca pedig a gonoszt cselekvők ellen fordul.
3c030d003d	Ki az, aki bántalmaz titeket, ha a jónak követői lesztek?
3c030e0074	De ha szenvedtek is az igazságért, boldogok vagytok. Fenyegetésüktől pedig ne féljetek, se zavarba ne essetek.
3c030f00a2	Az Úr Krisztust pedig szenteljétek meg szívetekben. Mindig készek legyetek megfelelni mindenkinek, aki számot kér tőletek a bennetek lévő reménységről
3c0310008b	szelíden, tisztességtudóan és jó lelkiismerettel, hogy megszégyenüljenek azok, akik a Krisztusban való jó életeteket gyalázzák.
3c0311005b	Mert jobb, ha jót cselekedve, mintsem gonoszt cselekedve szenvedtek, ha így akarja Isten.
3c031200b8	Mert Krisztus is szenvedett egyszer a bűnökért, mint igaz a nem igazakért, hogy minket Istenhez vezéreljen. Megölettetett ugyan test szerint, de megelevenítetett Lélek szerint.
3c03130045	Így ment el a börtönben lévő lelkekhez, és prédikált azoknak,
3c031400a6	akik egykor engedetlenek voltak, amikor Isten Nóé napjaiban türelmesen várakozott, a bárka készítésekor, amelyben csak nyolc lélek menekült meg víz által.
3c031500b8	Ami minket is megtart most, mint a keresztség képmása, ami nem a test szennyének a lemosása, hanem könyörgés Istenhez jó lelkiismeretért Jézus Krisztus feltámadása által.
3c0316006e	Ő fölmenvén a mennybe, Istennek jobbján van, és alávettettek neki az angyalok, hatalmasságok és erők.
3c04010094	Mivel tehát Krisztus testileg szenvedett, vértezzétek fel magatokat ti is azzal a gondolattal, hogy aki testileg szenved, az elszakad a bűntől,
3c04020077	hogy többé ne emberi kívánságok, hanem Isten akarata szerint éljétek le a testi életetekben hátralévő időt.
3c040300ea	Bizony éppen elég volt, hogy életetek elmúlt idejében a pogányok akaratát cselekedtétek, és bujálkodásban, kívánságokban, részegeskedésben, tobzódásokban, tivornyázásokban és bűnös bálványimádásban éltetek.
3c04040077	Csodálkoznak is azok, hogy nem futottatok velük együtt a kicsapongásnak ugyanabba az áradatába Istent káromolva.
3c04050056	De számot fognak majd adni annak, aki készen áll megítélni élőket és holtakat.
3c0406009e	Mert azért hirdettetett az evangélium a holtaknak is, hogy ha testükben emberi mérték szerint megítéltetnek is, Isten szerint éljenek a Lélek által.
3c04070065	A vége pedig mindennek közel van. Ezért legyetek mértékletesek, józanok, hogy imádkozhassatok.
3c0408006c	Mindenekelőtt pedig legyetek hajlandók az egymás iránti szeretetre, mert a szeretet sok vétket elfedez.
3c04090031	Legyetek vendégszeretők, zúgolódás nélkül.
3c040a007a	Ki milyen lelki ajándékot kapott, úgy sáfárkodjatok azzal egymásnak, mint Isten sokféle kegyelmének jó sáfárai.
3c040b00d9	Ha valaki prédikál, Isten igéjét szólja, ha valaki szolgál, azzal az erővel szolgáljon, amit Isten ad, hogy mindenben Jézus Krisztus dicsőítessék, akinek dicsőség és hatalom örökkön-örökké. Ámen.
3c040c0095	Szeretteim! Ne rémüljetek meg attól a tűztől, amely megpróbáltatásul támadt köztetek, mintha valami rémületes dolog történnék veletek.
3c040d008d	Sőt, amennyiben részetek van Krisztus szenvedésében, örüljetek, hogy az ő dicsőséges megjelenésekor is vigadozva örvendezhessetek.
3c040e00ae	Boldogok vagytok, ha Krisztus nevéért gyaláznak titeket, mert megnyugszik rajtatok a dicsőségnek és az Istennek Lelke, akit azok káromolnak ugyan, de ti dicsőítitek.
3c040f0077	Közületek tehát senki se szenvedjen, mint gyilkos, vagy tolvaj, vagy gonosztevő, vagy mint más dolgába avatkozó.
3c04100060	Ha azonban valaki, mint keresztény szenved, ne szégyenkezzék, sőt dicsőítse azért Istent.
3c041100ac	Mert itt az ideje, hogy elkezdődjék az ítélet Isten háznépén, ha pedig először rajtunk kezdődik, mi lesz a vége azoknak, akik nem hisznek Isten evangéliumának?
