010000000e	Γένεσις
260b1001fc	διότι ἰδοὺ ἐγὼ ἐξεγείρω ποιμένα ἐπὶ τὴν γῆν τὸ ἐκλιμπάνον οὐ μὴ ἐπισκέψηται καὶ τὸ διεσκορπισμένον οὐ μὴ ζητήσῃ καὶ τὸ συντετριμμένον οὐ μὴ ἰάσηται καὶ τὸ ὁλόκληρον οὐ μὴ κατευθύνῃ καὶ τὰ κρέα τῶν ἐκλεκτῶν καταφάγεται καὶ τοὺς ἀστραγάλους αὐτῶν ἐκστρέψει
260b1101d0	ὦ οἱ ποιμαίνοντες τὰ μάταια καὶ οἱ καταλελοιπότες τὰ πρόβατα μάχαιρα ἐπὶ τοὺς βραχίονας αὐτοῦ καὶ ἐπὶ τὸν ὀφθαλμὸν τὸν δεξιὸν αὐτοῦ ὁ βραχίων αὐτοῦ ξηραινόμενος ξηρανθήσεται καὶ ὁ ὀφθαλμὸς ὁ δεξιὸς αὐτοῦ ἐκτυφλούμενος ἐκτυφλωθήσεται
260c0100e6	λῆμμα λόγου κυρίου ἐπὶ τὸν Ισραηλ λέγει κύριος ἐκτείνων οὐρανὸν καὶ θεμελιῶν γῆν καὶ πλάσσων πνεῦμα ἀνθρώπου ἐν αὐτῷ
260c0200f1	ἰδοὺ ἐγὼ τίθημι τὴν Ιερουσαλημ ὡς πρόθυρα σαλευόμενα πᾶσι τοῖς λαοῖς κύκλῳ καὶ ἐν τῇ Ιουδαίᾳ ἔσται περιοχὴ ἐπὶ Ιερουσαλημ
260c030175	καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ θήσομαι τὴν Ιερουσαλημ λίθον καταπατούμενον πᾶσιν τοῖς ἔθνεσιν πᾶς ὁ καταπατῶν αὐτὴν ἐμπαίζων ἐμπαίξεται καὶ ἐπισυναχθήσονται ἐπ’ αὐτὴν πάντα τὰ ἔθνη τῆς γῆς
260c0401ae	ἐν τῇ ἡμέρᾳ ἐκείνῃ λέγει κύριος παντοκράτωρ πατάξω πάντα ἵππον ἐν ἐκστάσει καὶ τὸν ἀναβάτην αὐτοῦ ἐν παραφρονήσει ἐπὶ δὲ τὸν οἶκον Ιουδα διανοίξω τοὺς ὀφθαλμούς μου καὶ πάντας τοὺς ἵππους τῶν λαῶν πατάξω ἐν ἀποτυφλώσει
260c050108	καὶ ἐροῦσιν οἱ χιλίαρχοι Ιουδα ἐν ταῖς καρδίαις αὐτῶν εὑρήσομεν ἑαυτοῖς τοὺς κατοικοῦντας Ιερουσαλημ ἐν κυρίῳ παντοκράτορι θεῷ αὐτῶν
260c0601a9	ἐν τῇ ἡμέρᾳ ἐκείνῃ θήσομαι τοὺς χιλιάρχους Ιουδα ὡς δαλὸν πυρὸς ἐν ξύλοις καὶ ὡς λαμπάδα πυρὸς ἐν καλάμῃ καὶ καταφάγονται ἐκ δεξιῶν καὶ ἐξ εὐωνύμων πάντας τοὺς λαοὺς κυκλόθεν καὶ κατοικήσει Ιερουσαλημ ἔτι καθ’ ἑαυτήν
260c07011e	καὶ σώσει κύριος τὰ σκηνώματα Ιουδα καθὼς ἀπ’ ἀρχῆς ὅπως μὴ μεγαλύνηται καύχημα οἴκου Δαυιδ καὶ ἔπαρσις τῶν κατοικούντων Ιερουσαλημ ἐπὶ τὸν Ιουδαν
260c0801a0	καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ ὑπερασπιεῖ κύριος ὑπὲρ τῶν κατοικούντων Ιερουσαλημ καὶ ἔσται ὁ ἀσθενῶν ἐν αὐτοῖς ἐν ἐκείνῃ τῇ ἡμέρᾳ ὡς οἶκος Δαυιδ ὁ δὲ οἶκος Δαυιδ ὡς οἶκος θεοῦ ὡς ἄγγελος κυρίου ἐνώπιον αὐτῶν
260c0900b4	καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ ζητήσω τοῦ ἐξᾶραι πάντα τὰ ἔθνη τὰ ἐπερχόμενα ἐπὶ Ιερουσαλημ
260c0a01d0	καὶ ἐκχεῶ ἐπὶ τὸν οἶκον Δαυιδ καὶ ἐπὶ τοὺς κατοικοῦντας Ιερουσαλημ πνεῦμα χάριτος καὶ οἰκτιρμοῦ καὶ ἐπιβλέψονται πρός με ἀνθ’ ὧν κατωρχήσαντο καὶ κόψονται ἐπ’ αὐτὸν κοπετὸν ὡς ἐπ’ ἀγαπητὸν καὶ ὀδυνηθήσονται ὀδύνην ὡς ἐπὶ πρωτοτόκῳ
260c0b00c4	ἐν τῇ ἡμέρᾳ ἐκείνῃ μεγαλυνθήσεται ὁ κοπετὸς ἐν Ιερουσαλημ ὡς κοπετὸς ῥοῶνος ἐν πεδίῳ ἐκκοπτομένου
260c0c01a7	καὶ κόψεται ἡ γῆ κατὰ φυλὰς φυλάς φυλὴ καθ’ ἑαυτὴν καὶ αἱ γυναῖκες αὐτῶν καθ’ ἑαυτάς φυλὴ οἶκου Δαυιδ καθ’ ἑαυτὴν καὶ αἱ γυναῖκες αὐτῶν καθ’ ἑαυτάς φυλὴ οἴκου Ναθαν καθ’ ἑαυτὴν καὶ αἱ γυναῖκες αὐτῶν καθ’ ἑαυτάς
260c0d00f9	φυλὴ οἴκου Λευι καθ’ ἑαυτὴν καὶ αἱ γυναῖκες αὐτῶν καθ’ ἑαυτάς φυλὴ τοῦ Συμεων καθ’ ἑαυτὴν καὶ αἱ γυναῖκες αὐτῶν καθ’ ἑαυτάς
260c0e00a9	πᾶσαι αἱ φυλαὶ αἱ ὑπολελειμμέναι φυλὴ καθ’ ἑαυτὴν καὶ αἱ γυναῖκες αὐτῶν καθ’ ἑαυτάς
260d010083	ἐν τῇ ἡμέρᾳ ἐκείνῃ ἔσται πᾶς τόπος διανοιγόμενος ἐν τῷ οἴκῳ Δαυιδ
260d020175	καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ λέγει κύριος ἐξολεθρεύσω τὰ ὀνόματα τῶν εἰδώλων ἀπὸ τῆς γῆς καὶ οὐκέτι ἔσται αὐτῶν μνεία καὶ τοὺς ψευδοπροφήτας καὶ τὸ πνεῦμα τὸ ἀκάθαρτον ἐξαρῶ ἀπὸ τῆς γῆς
260d030205	καὶ ἔσται ἐὰν προφητεύσῃ ἄνθρωπος ἔτι καὶ ἐρεῖ πρὸς αὐτὸν ὁ πατὴρ αὐτοῦ καὶ ἡ μήτηρ αὐτοῦ οἱ γεννήσαντες αὐτόν οὐ ζήσῃ ὅτι ψευδῆ ἐλάλησας ἐπ’ ὀνόματι κυρίου καὶ συμποδιοῦσιν αὐτὸν ὁ πατὴρ αὐτοῦ καὶ ἡ μήτηρ αὐτοῦ οἱ γεννήσαντες αὐτὸν ἐν τῷ προφητεύειν αὐτόν
260d040141	καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ καταισχυνθήσονται οἱ προφῆται ἕκαστος ἐκ τῆς ὁράσεως αὐτοῦ ἐν τῷ προφητεύειν αὐτόν καὶ ἐνδύσονται δέρριν τριχίνην ἀνθ’ ὧν ἐψεύσαντο
260d0500e5	καὶ ἐρεῖ οὔκ εἰμι προφήτης ἐγώ διότι ἄνθρωπος ἐργαζόμενος τὴν γῆν ἐγώ εἰμι ὅτι ἄνθρωπος ἐγέννησέν με ἐκ νεότητός μου
260d0600da	καὶ ἐρῶ πρὸς αὐτόν τί αἱ πληγαὶ αὗται ἀνὰ μέσον τῶν χειρῶν σου καὶ ἐρεῖ ἃς ἐπλήγην ἐν τῷ οἴκῳ τῷ ἀγαπητῷ μου
260d070162	ῥομφαία ἐξεγέρθητι ἐπὶ τοὺς ποιμένας μου καὶ ἐπ’ ἄνδρα πολίτην μου λέγει κύριος παντοκράτωρ πατάξατε τοὺς ποιμένας καὶ ἐκσπάσατε τὰ πρόβατα καὶ ἐπάξω τὴν χεῖρά μου ἐπὶ τοὺς ποιμένας
260d0800e1	καὶ ἔσται ἐν πάσῃ τῇ γῇ λέγει κύριος τὰ δύο μέρη ἐξολεθρευθήσεται καὶ ἐκλείψει τὸ δὲ τρίτον ὑπολειφθήσεται ἐν αὐτῇ
260d0901ca	καὶ διάξω τὸ τρίτον διὰ πυρὸς καὶ πυρώσω αὐτούς ὡς πυροῦται τὸ ἀργύριον καὶ δοκιμῶ αὐτούς ὡς δοκιμάζεται τὸ χρυσίον αὐτὸς ἐπικαλέσεται τὸ ὄνομά μου κἀγὼ ἐπακούσομαι αὐτῷ καὶ ἐρῶ λαός μου οὗτός ἐστιν καὶ αὐτὸς ἐρεῖ κύριος ὁ θεός μου
260e01008c	ἰδοὺ ἡμέραι ἔρχονται τοῦ κυρίου καὶ διαμερισθήσεται τὰ σκῦλά σου ἐν σοί
260e0201ec	καὶ ἐπισυνάξω πάντα τὰ ἔθνη ἐπὶ Ιερουσαλημ εἰς πόλεμον καὶ ἁλώσεται ἡ πόλις καὶ διαρπαγήσονται αἱ οἰκίαι καὶ αἱ γυναῖκες μολυνθήσονται καὶ ἐξελεύσεται τὸ ἥμισυ τῆς πόλεως ἐν αἰχμαλωσίᾳ οἱ δὲ κατάλοιποι τοῦ λαοῦ μου οὐ μὴ ἐξολεθρευθῶσιν ἐκ τῆς πόλεως
260e0300d9	καὶ ἐξελεύσεται κύριος καὶ παρατάξεται ἐν τοῖς ἔθνεσιν ἐκείνοις καθὼς ἡμέρα παρατάξεως αὐτοῦ ἐν ἡμέρᾳ πολέμου
260e04024a	καὶ στήσονται οἱ πόδες αὐτοῦ ἐν τῇ ἡμέρᾳ ἐκείνῃ ἐπὶ τὸ ὄρος τῶν ἐλαιῶν τὸ κατέναντι Ιερουσαλημ ἐξ ἀνατολῶν καὶ σχισθήσεται τὸ ὄρος τῶν ἐλαιῶν τὸ ἥμισυ αὐτοῦ πρὸς ἀνατολὰς καὶ τὸ ἥμισυ αὐτοῦ πρὸς θάλασσαν χάος μέγα σφόδρα καὶ κλινεῖ τὸ ἥμισυ τοῦ ὄρους πρὸς βορρᾶν καὶ τὸ ἥμισυ αὐτοῦ πρὸς νότον
260e0501bd	καὶ ἐμφραχθήσεται φάραγξ ὀρέων μου καὶ ἐγκολληθήσεται φάραγξ ὀρέων ἕως Ιασολ καὶ ἐμφραχθήσεται καθὼς ἐνεφράγη ἐν ταῖς ἡμέραις τοῦ σεισμοῦ ἐν ἡμέραις Οζιου βασιλέως Ιουδα καὶ ἥξει κύριος ὁ θεός μου καὶ πάντες οἱ ἅγιοι μετ’ αὐτοῦ
260e06006a	ἐν ἐκείνῃ τῇ ἡμέρᾳ οὐκ ἔσται φῶς καὶ ψῦχος καὶ πάγος
260e0700cf	ἔσται μίαν ἡμέραν καὶ ἡ ἡμέρα ἐκείνη γνωστὴ τῷ κυρίῳ καὶ οὐχ ἡμέρα καὶ οὐ νύξ καὶ πρὸς ἑσπέραν ἔσται φῶς
260e080172	καὶ ἐν τῇ ἡμέρᾳ ἐκείνῃ ἐξελεύσεται ὕδωρ ζῶν ἐξ Ιερουσαλημ τὸ ἥμισυ αὐτοῦ εἰς τὴν θάλασσαν τὴν πρώτην καὶ τὸ ἥμισυ αὐτοῦ εἰς τὴν θάλασσαν τὴν ἐσχάτην καὶ ἐν θέρει καὶ ἐν ἔαρι ἔσται οὕτως
260e0900d2	καὶ ἔσται κύριος εἰς βασιλέα ἐπὶ πᾶσαν τὴν γῆν ἐν τῇ ἡμέρᾳ ἐκείνῃ ἔσται κύριος εἷς καὶ τὸ ὄνομα αὐτοῦ ἕν
260e0a01d9	κυκλῶν πᾶσαν τὴν γῆν καὶ τὴν ἔρημον ἀπὸ Γαβε ἕως Ρεμμων κατὰ νότον Ιερουσαλημ Ραμα δὲ ἐπὶ τόπου μενεῖ ἀπὸ τῆς πύλης Βενιαμιν ἕως τοῦ τόπου τῆς πύλης τῆς πρώτης ἕως τῆς πύλης τῶν γωνιῶν καὶ ἕως τοῦ πύργου Ανανεηλ ἕως τῶν ὑποληνίων τοῦ βασιλέως
260e0b00a6	κατοικήσουσιν ἐν αὐτῇ καὶ οὐκ ἔσται ἀνάθεμα ἔτι καὶ κατοικήσει Ιερουσαλημ πεποιθότως
260e0c01fe	καὶ αὕτη ἔσται ἡ πτῶσις ἣν κόψει κύριος πάντας τοὺς λαούς ὅσοι ἐπεστράτευσαν ἐπὶ Ιερουσαλημ τακήσονται αἱ σάρκες αὐτῶν ἑστηκότων αὐτῶν ἐπὶ τοὺς πόδας αὐτῶν καὶ οἱ ὀφθαλμοὶ αὐτῶν ῥυήσονται ἐκ τῶν ὀπῶν αὐτῶν καὶ ἡ γλῶσσα αὐτῶν τακήσεται ἐν τῷ στόματι αὐτῶν
260e0d0163	καὶ ἔσται ἐν τῇ ἡμέρᾳ ἐκείνῃ ἔκστασις κυρίου ἐπ’ αὐτοὺς μεγάλη καὶ ἐπιλήμψονται ἕκαστος τῆς χειρὸς τοῦ πλησίον αὐτοῦ καὶ συμπλακήσεται ἡ χεὶρ αὐτοῦ πρὸς χεῖρα τοῦ πλησίον αὐτοῦ
260e0e010f	καὶ ὁ Ιουδας παρατάξεται ἐν Ιερουσαλημ καὶ συνάξει τὴν ἰσχὺν πάντων τῶν λαῶν κυκλόθεν χρυσίον καὶ ἀργύριον καὶ ἱματισμὸν εἰς πλῆθος σφόδρα
260e0f0142	καὶ αὕτη ἔσται ἡ πτῶσις τῶν ἵππων καὶ τῶν ἡμιόνων καὶ τῶν καμήλων καὶ τῶν ὄνων καὶ πάντων τῶν κτηνῶν τῶν ὄντων ἐν ταῖς παρεμβολαῖς ἐκείναις κατὰ τὴν πτῶσιν ταύτην
260e100194	καὶ ἔσται ὅσοι ἐὰν καταλειφθῶσιν ἐκ πάντων τῶν ἐθνῶν τῶν ἐλθόντων ἐπὶ Ιερουσαλημ καὶ ἀναβήσονται κατ’ ἐνιαυτὸν τοῦ προσκυνῆσαι τῷ βασιλεῖ κυρίῳ παντοκράτορι καὶ τοῦ ἑορτάζειν τὴν ἑορτὴν τῆς σκηνοπηγίας
260e110130	καὶ ἔσται ὅσοι ἐὰν μὴ ἀναβῶσιν ἐκ πασῶν τῶν φυλῶν τῆς γῆς εἰς Ιερουσαλημ τοῦ προσκυνῆσαι τῷ βασιλεῖ κυρίῳ παντοκράτορι καὶ οὗτοι ἐκείνοις προστεθήσονται
260e12014c	ἐὰν δὲ φυλὴ Αἰγύπτου μὴ ἀναβῇ μηδὲ ἔλθῃ ἐκεῖ καὶ ἐπὶ τούτοις ἔσται ἡ πτῶσις ἣν πατάξει κύριος πάντα τὰ ἔθνη ὅσα ἐὰν μὴ ἀναβῇ τοῦ ἑορτάσαι τὴν ἑορτὴν τῆς σκηνοπηγίας
260e1300ea	αὕτη ἔσται ἡ ἁμαρτία Αἰγύπτου καὶ ἡ ἁμαρτία πάντων τῶν ἐθνῶν ὅσα ἂν μὴ ἀναβῇ τοῦ ἑορτάσαι τὴν ἑορτὴν τῆς σκηνοπηγίας
260e140149	ἐν τῇ ἡμέρᾳ ἐκείνῃ ἔσται τὸ ἐπὶ τὸν χαλινὸν τοῦ ἵππου ἅγιον τῷ κυρίῳ παντοκράτορι καὶ ἔσονται οἱ λέβητες οἱ ἐν τῷ οἴκῳ κυρίου ὡς φιάλαι πρὸ προσώπου τοῦ θυσιαστηρίου
260e1501dd	καὶ ἔσται πᾶς λέβης ἐν Ιερουσαλημ καὶ ἐν τῷ Ιουδα ἅγιον τῷ κυρίῳ παντοκράτορι καὶ ἥξουσιν πάντες οἱ θυσιάζοντες καὶ λήμψονται ἐξ αὐτῶν καὶ ἑψήσουσιν ἐν αὐτοῖς καὶ οὐκ ἔσται Χαναναῖος οὐκέτι ἐν τῷ οἴκῳ κυρίου παντοκράτορος ἐν τῇ ἡμέρᾳ ἐκείνῃ
2700000010	Μαλαχίας
27010100ac	λῆμμα λόγου κυρίου ἐπὶ τὸν Ισραηλ ἐν χειρὶ ἀγγέλου αὐτοῦ θέσθε δὴ ἐπὶ τὰς καρδίας ὑμῶν
27010200f2	ἠγάπησα ὑμᾶς λέγει κύριος καὶ εἴπατε ἐν τίνι ἠγάπησας ἡμᾶς οὐκ ἀδελφὸς ἦν Ησαυ τοῦ Ιακωβ λέγει κύριος καὶ ἠγάπησα τὸν Ιακωβ
27010300cb	τὸν δὲ Ησαυ ἐμίσησα καὶ ἔταξα τὰ ὅρια αὐτοῦ εἰς ἀφανισμὸν καὶ τὴν κληρονομίαν αὐτοῦ εἰς δόματα ἐρήμου
