1300000006	Psalms
2e0c1b004e	Beno boso luidi nitu yi Klisto ayi kadika mutu mu beno widi nama mu nitu beni.
2e0c1c0144	Diawu Nzambi katudila mu Dibundu: va theti bamvuala; va muadi mimbikudi; va ntatu minlongi mi mina. Bosi batu bobo badi dikaba di vanganga bikumu, bobo badi dikaba di belusanga bambevo, bobo bansadisanga badiawu, bobo badi dikaba di tuadisanga badiawu mu dibundu ayi bobo badi dikaba di yolukanga zimbembo zi phila mu phila.
2e0c1d0084	Buna batu boso badi bamvuala e? Batu boso badi mimbikudie e? Batu boso badi minlongi e? Baboso babeki dikaba di vangilanga bikumu e?
2e0c1e00b1	Batu boso babeki dikaba di belusila bambevo e? Baboso babeki dikaba di yolukila zimbembo zi phila mu phila e? Batu boso babeki dikaba di sudikisila zimbembo zi phila mu phila e?
2e0c1f004d	Lutomba makaba malutidi mfunu. Vayi thidi kulumonisa nzila yilutidi mu mboti.
2e0d0100b7	Enati ndilembo tubi zimbembo zi batu ayi enati ndilembo tubi zimbembo zi zimbasi, vayi enati ndisi ko luzolo, buna ndieka banga tulumbeta yinsiku voti simbala kintuba biyoko biphamba.
2e0d0200ef	Enati dikaba di bikula didi yama, enati mbeki diela di zabila matsueki moso, enati ndilenda baka nzayilu yoso voti mbeki minu kilenda nanguna miongo ayi kumitula va buangu kinkaka, vayi enati ndisi ko luzolo, buna ndidi kaka mutu wuphamba.
2e0d03009f	Enati ndilenda kabula bima biama bioso kuidi minsukami ayi enati ndiekudi nitu ama mu yoko ku mbazu vayi enati ndisi ko luzolo, buna mamoso momo masi mfunu ko.
2e0d040073	Luzolo luzebi vibidila, lufulukidi mu mamboti. Luzolo luzininanga ko. Luzolo lukukiniemisanga ko; luisi lunangu ko,
2e0d050087	luzolo luvanganga makambulu fuana ko, lutombanga ko mamboti mandi veka, lufueminanga bankaka ko; luyindudilanga batu mambu mambimbi ko.
2e0d060061	Luzolo lumonanga khini ko mu mambu makambulu ma busonga vayi lummonangakhini mu mambu ma kiedika.
2e0d070089	Luzolo lunlemvukilanga mambu moso mambimbi, luzebi wilukila mambu moso; luntulanga diana mu mambu moso ayi luzebi vibidila mu mambu moso.
2e0d080086	Luzolo lulendi suka ko. Zimbikudulu ziela suka, dikaba di tuba zimbembo zi phila mu phila diela suka ayi dikaba di nzayilu diela suka.
2e0d090035	Bila ndambu kaka tuzebi ayi ndambu kaka tueti bikula.
2e0d0a0042	Vayi momo mafuana bu mela kuiza, momo madi ma ndambu mela zimbala.
2e0d0b00b0	Bu ndiba muana lezi, ndiba tubanga banga muana lezi, ndiba yindulanga ayi ndiba banzanga banga muana lezi; vayi bu ndiyonzuka, ndimama zimbikisa mamo maba yama ma kimuana lezi.
2e0d0c00ca	Buabu tulembo moni banga bu tuntadilanga mu lumueno ayi tukadimona bu mboti, vayi vadi lumbu tuela mona bumboti. Buabu ndambu kaka nzebi vayi vadi lumbu ndiela zaba bumboti banga phila Nzambi kanzabidi.
2e0d0d0065	Mambu matatu manzingilanga: minu, diana ayi luzolo vayi diambu di lutidi mfunu mu mambu mama: Luzolo.
2e0e01005d	Luluta tomba luzolo, lulomba diaka makaba ma Pheve. Vayi mboti luluta tomba dikaba di bikula.
2e0e0200af	Mutu wowo widi dikaba di tuba zimbembo zi phila mu phila, kuidi Nzambi kantuba vayi bika kuidi batu. Kadi mutu kalendi kunsudika ko; vayi mu Pheve wulembo tubi mambu matsueki.
2e0e03006e	Vayi mutu wowo wumbikulanga kuidi batu kantuba, wunkindisanga minu kiawu, wuntunganga batu ayi wukubabombanga.
2e0e040087	Mutu wowo wuntubanga zimbembo zi phila mu phila wukukikindisanga niandi veka. Vayi mutu wowo wumbikulanga, wukudisanga dibundu mu minu.
2e0e05013a	Thidi ti beno boso luba ayi dikaba di tubanga zimbembo zi phila mu phila vayi ndutidi zola ti beno babo lubikula. Dikaba di bikula dilutidi mfunu ayi dikaba dituba zimbembo zi phila mu phila. Muaki dikaba beni dimbanga mfunu enati mutu wowo wuntuba wulenda sudikisa mambu momo makatubidi mu diambu dibundu ditungu.
2e0e06010e	Diawu bakhomba, enati ndizidi kuidi beno ayi ndikuluyolukila mu zimbembo zi phila mu phila, buna ndandu mbi lulenda baka mu minu enati ndikadi kuluyolukila mu mambu momo Nzambi kalembo mbonisa voti mu mambu ma diela, voti mu mambu ma mbikudulu voti mu mambu ma ndongolo?
2e0e0700c0	Tubonga kifuani ki bisiku bi miziki bikambulu luzingu, banga flute votingitale. Enati bitotulanga ko ningu wuviakana, buna buevi tulenda zabilamambu momo malembo siku mu flute voti mu ngitale?
2e0e08006e	Voti enati tulumbeta yitotulanga ko ningu wunwakana bumboti, buna nani wulenda kubama mu kuenda nuana mvita e?
2e0e0900a7	Bobuawu kuidi beno. Enati lunyolukila mu zimbembo zi phila mu phila buna buevi balenda zabila mambu momo lutidi tuba bu lulembo totula mambu mankambu wakana bumboti e?
2e0e0a006c	Zimbembo bawombo zidi va ntoto wawu, ayi zidi ziviakana, vayi kadi mbembo yimosi mu zizioso yikambulu mfunu.
2e0e0b00b0	Vayi kuidi minu, enati ndikadi zaba mbembo yoyo yi balembo khambila mambu, buna mutu wowo wuntuba mbembo beni weka nzenza kuidi minu ayi minu mamvama ndidi nzenza kuidi niandi.
2e0e0c007b	Bu luidi phuila mu baka makaba ma Pheve Yinlongo, lumatombanga buwombo vayi lumatombila mu diambu makudisa Dibundu mu minu.
2e0e0d008a	Diawu enati mutu beki dikaba di tuba mu mbembo yikambu zabakana, bika kasambila mu diambu kabaka dikaba di sudikisila mambu momo katubidi.
2e0e0e0081	Bila, enati ndinsambila mu mbembo yikambu zabakana, buna Pheve ama kaka yidi mu lusambulu vayi diela diama dikadi baka kadi kima.
2e0e0f00ab	Mbi mfueti vanga? Ndiela sambilanga mu Pheve ama vayi ndielasambilanga diaka mu diela diama. Ndiela yimbidilanga Nzambi mu Phevevayi ndiela yimbidila diaka mu diela diama.
2e0e1000d8	Enati wulembo vutudila Nzambi matondo mu Pheve kaka, buna buevi mutu, widi mu dibundu, wukambu longa kalenda vutudila “Ameni” mu lusambulu luaku lu mvutudulu matondo e? Bila kakadi sudika mambu momo wulembo tubi.
2e0e110064	Banza ti lusambulu lumvutudulu matondo kuidi Nzambi luidi lumboti, vayi wunkaka kakadi kula mu minu.
2e0e12006c	Ndimvutulanga matondo mawombo kuidi Nzambi, bila ndiluviokidi beno boso mu tuba zimbembo zikambulu zabakana.
2e0e1300ac	Vayi mu lukutukunu, ndinzolanga kuwombo tuba mambu matanu malenda sudika batu boso, mu diambu di longa bankaka ayi mu tuba kumi di mili di mambu mu mbembo yikambu zabakana.
2e0e14008d	Zikhomba, lubika ba banga bana balezi mu diela dieno vayi lukituka bana balezi mu vanganga mambu mambimbi; vayi luba bakulutu mu diela dieno.
2e0e150094	Masonama mu mina ti: Pfumu wutuba ti: ndiela yolukila batu baba mu zimbembo zinkaka mu miunu mi banzenza, ka diambu ko bobo balendi kunguilukila ko.
2e0e1600ee	Diawu dikaba di tuba zimbembo zi phila mu phila didi dimbu mu diambu di bawu bakambu wilukila vayi disi dimbu ko kuidi bawu bawilukila. Vayi dikaba di bikula didi dimbu kuidi bawu bawilukila vayi disi dimbu ko kuidi bawu bakambu wilukila.
2e0e1700d2	Enati dibundu dioso dikutikini va kimosi ayi batu boso beka tuba zimbembo zi phila mu phila vayi zimbukila batu bakambu longa voti bakambu wilukila bakotidi, keti buna siba banzila ti beno babo lumeni lawuka e?
2e0e1800a3	Vayi enati batu boso balembo bikula, mutu wukambu wilukila voti wukambu longa bu kakotidi buna maka kimona mutu wu masumu ayi mayindu mandi ma ntima mama nsambisa.
2e0e19009b	Matsueki ma ntimꞌandi mela totolo va nganda. Buna wela fukama, wela yinika zizi kiandi mu kembisa Nzambi ayi wela tuba: “Bukiedika Nzambi widi yeno.”
2e0e1a010e	Zikhomba, mbi bivanga e? Bu lunkutakananga, wumosi makayimbila, wunkaka makalonga, wunkaka maka tuba mu zimbembo zi phila mu phila, wunkaka maka tuba mambu kasongolo, wunkaka sudikisa zimbembo zi philamu phila. Bika mambu moso momo maba mu diambu di thungulu yi dibundu.
2e0e1b00c6	Enati batu balembo tubi mu mbembo yi nzenza, baba batu buadi vayi babika vioka batatu, ayi bika kadika mutu katuba mu yandi thangu ayi bulutidi mboti vaba mutu wulenda sudikisa mambu malembo yoloko.
2e0e1c00de	Vayi enati vasi ko mutu wulenda sudikisa mambu malembo tubu buna bulutidi fuana kuidi mutu widi dikaba di tuba zimbembo zi phila mu phila mu dimbama mu dibundu. Bika katuba mu diambu di niandi veka ayi mu diambu di Nzambi.
2e0e1d005f	Mu diambu di mimbikudi, bika batu buadi voti batu batatu batuba bosi bika bankaka bafiongunina.
2e0e1e007f	Enati mutu wunkaka widi mu lukutukunu songolo mambu mu thangu mutu wunkaka kalembo tubi, buna bika mutu wowo wutheti kadimbama.
2e0e1f0068	Bila beno boso lulenda kueno bikula kadika mutu mu yandi thangumuingi batu boso balonguka ayi bakindusu.
2e0e200031	Bila mimbikudi minyadilanga ziphevi zi mimbikudi.
2e0e210069	Bila Nzambi kasi Nzambi yi divunzi ko vayi Nzambi yi ndembama. Banga buididi mu mabundu moso ma banlongo,
2e0e220071	bika baketo badimbama mu zikhutukunu. Bila basi ko minsua miyolukila vayi bafueti tumama banga bueti tubila Mina.
2e0e23007e	Enati batidi longuka, bika bayuvula babakala bawu mu zinzo ziawu; bila didi diambu di tsoni kuidi nketo mu tuba mu lukutukunu.
2e0e240045	Kuidi beno kutotukila mambu ma Nzambi? Voti kuidi beno kaka mayiza e?
2e0e250095	Enati mutu wulembo yindula ti widi mbikudi voti weti diatusu kuidi Pheve, buna bika kazaba ti mambu mama tsonikini madi thumunu yi niandi veka Pfumu.
2e0e260045	Vayi enati mutu kasi zaba mawu ko; buna bika kabika kuandi zaba mawu.
2e0e270067	Diawu bakhomba lunuanina dikaba di bikula ayi kadi kandika dikaba di yoluka zimbembo zi phila mu phila.
2e0e280042	Vayi bika mambu moso mavangimina mu lukinzu, ayi mu kambu divunzi.
2e0f010062	Zikhomba, ndikulu zabikisa ti Nsamu Wumboti wundilulonga, wowo lutambula ayi wowo luidi bakangama;
2e0f020074	mu wawo lumvukila enati lulundidi wawu banga bu ndilulongila; vayi enati buawu ko, buna mu phamba kuandi luwilukila.
2e0f030085	Bila, va theti minu, ndilulonga mambu momo minu veka nditambula: Klisto wufua mu diambu di masumu meto, banga busonimina mu Masonoko.
2e0f040047	Niandi wuziku vayi wufulukusu mu lumbu kintatu, banga buididi masonoko.
2e0f050042	Wumonika kuidi Piela, bosi wumonika kuidi kumi ayi bamvuala buadi.
2e0f06008d	Bosi wumonika kuidi zikhama zi tanu zi bakhomba mu khumbu yimosi; bawombo mu bawu bammona bakidi zingi nate buabu, vayi ndambu mu bawu bafua.
2e0f070049	Bosi wumonika diaka kuidi Zaki ayi ku mbusa wumonika kuidi bamvuala boso.
2e0f08004f	Bosi kunzimunina bawu boso wumonika kuidi minu, minu ndiba bangamuana wusuluka.
2e0f09006d	Bila minu ndutidi keva mu bamvuala boso ayi ndisi fuana ko mu tedolo mvuala bila ndiyamisa Dibundu di Nzambi.
2e0f0a00db	Vayi mu nlemvo wu Nzambi; ndidi buabu mu phila yi ndididi, ayi nlemvo wowo mu minu wisi wuphamba ko bila mu bamvuala boso minu ndiluta sala. Vayi mu kiedika minuꞌama ko ndisala vayi nlemvo wu Nzambi wowo widi mu minu.
2e0f0b003f	Buba minu voti bawu, buawu bobo tulongila ayi buabu luwilukila.
2e0f0c0085	Enati beta longa ti Klisto wufulukusu mu bafua, vayi buna bilambi batu bankaka mu beno balembo tubila ti kuisi ko mfulukulu yi bafua?
2e0f0d0057	Bila enati kuisi ko mfulukulu yi bafua, buna Klisto mamvandi kasi fulukusu ko mu bafua.
2e0f0e0065	Enati Klisto kasi fulukusu mu bafua ko, buna malongi meto madi maphamba ayi minu kieno kidi kiphamba.
2e0f0f00cd	Buna tueka monika ti tuidi bambangi ba luvunu zi Nzambi bila beto tutelimina Nzambi kimbangi ti niandi wufulukisa Klisto mu bafua; mutu wowo kakambu kuandi fulukisa enati bukiedika bafua balendi fuluka ko.
2e0f100049	Bila enati bafua balendi fuluka ko buna Klisto mamvandi kasi fulukusu ko.
2e0f11005b	Enati Klisto kasi fulukusu ko buna minu kieno kidi kiphamba ayi buna lukidi mu masumu meno.
2e0f120030	Ayi buna bobo bafuila mu Klisto batumbu zimbala.
2e0f130074	Ayi enati diana dieto mu Klisto didi kaka mu diambu di luzingu lualu, buna beto tulutidi batu ba kiadi mu batu boso.
2e0f140056	Vayi bukiedika, Klisto wufulukusu mu bafua ayi niandi mutu wutheti mu batu boso bafua.
2e0f150067	Bila banga lufua bu luyizila mu mutu wumosi buawu bobo diakamfulukulu mu bafua yiyizila mu mutu wumosi.
2e0f160063	Bila batu boso beti fuila mu diambu di Adami, buawu bobo batu bosobela zingala mu diambu di Klisto.
2e0f17008d	Vayi kadika mutu mu yandi thangu: Klisto niandi wutheti mu fuluka mu babo; bosi batu bobo bavuiwulu kuidi Klisto mu thangu niandi kela kuiza.
2e0f18008d	Buna bosi ku tsuka mu thangu Klisto kela vutula Kipfumu kuidi Nzambi Tata, bu kela mana bivisa bipfumu bioso, lulendo loso ayi zingolo zioso.
2e0f190050	Bila kafueti kaka yala nate kela tula bambeni bandi zioso ku tsi bitambi biandi.
2e0f1a0027	Lufua luela ba mbeni yi tsuka mu bungu.
2e0f1b00c8	Bila: Nzambi wutula bima bioso ku tsi bitambi biandi. Vayi mu thangu masonoko mantuba ti bima bioso bidi ku tsi bitambi biandi, buna diodi dilembo monika ti botula kaka mutu wowo wumvana lulendo beni.
2e0f1c00bf	Vayi mu thangu bima bioso biela tulu ku tsi bitambi biandi, buna Muana mamvandi wela ba ku tsi minsua mi mutu wowo wumvana lulendolu yadila bima bioso muingi Nzambi kaba bibioso mu batu boso.
2e0f1d009a	Buna mbi bela vanga bobo bambotokolongo mu diambu di bafua enati bukiedika bafua balendi fuluka ko e? Buna bila mbi beti botokolongo mu diambu di bafua e?
2e0f1e004e	Bosi beto veka, bila mbi tunkadilanga ku tsi tsisi yi lufua mu zithangu zioso?
2e0f1f0097	Kadika lumbu minu ndimfikamanga lufua. Ndilukembi buawu beno bakhomba mu diambu di nkembo wowo widi yama mu diambu di kisalu ki Klisto Yesu, Pfumu eto.
2e0f2000b6	Enati mu kimutu kaka ndinuanisina bibulu bi tsisi ku Efeso, buna ndandu mbi mbeki? Enati bafua balendi fuluka ko, buna bulutidi mboti “Tudia ayi tunua, bila mbazi tufuidi kueto”.
2e0f21003e	Lubika vunuka bila kikundi kimbimbi kimbivisanga bifu bimboti.
2e0f2200a3	Luvutukila mayindu meno mamboti, bikanu vola masumu! Ndintubila bobo mu diambu di kulufuisa tsoni bila bankaka mu beno, balembo zingi banga ti basi zaba Nzambi ko.
2e0f23005d	Vayi mutu wulenda yuvula: lunitu mbi luela fulukila batu bafua e? Phila lunitu mbi bela bela?
2e0f240041	O vungisi kio! Biobi weti kuna bilendi zinga ko enati bikadi fua.
2e0f250087	Mu thangu wunkunanga, kadi sia ti lunitu luela baka kunusu luawu weti kuna vayi dikundi, dikundi di ble voti dikundi di kunusu kinkaka.
2e0f26006a	Niandi veka Nzambi wumvananga dikundi beni lunitu boso bu katidilaayi kadika dikundi dibeki lunitu luandi.
2e0f270095	Bivangu bioso binzinga bisi lunitu lumosi ko bila luviakunu luidi ayi lunitu lu batu ayi lu bibulu; zinuni luawu lunkaka ayi zimbizi zi nlangu luawu.
2e0f280099	Zinitu zi diyilu zidi, zinitu zi kintoto zidi vayi kitoko ki zinitu zi diyilu kidi kiphila yinkaka ayi kitoko ki zinitu zi kintoto kidi ki phila yinkaka.
2e0f2900a6	Bobuawu thangu beki kuandi kitoko ayi ngondi beki kuandi kitoko; zimbuetete zibeki kuawu kitoko ayi kitoko ki kadika mbuetete kuidi kuviakana ayi ku mbuetete yinkaka.
2e0f2a0066	Bobo buela bela mfulukulu yi bafua. Nitu yeti bola yawuyikununu vayi yimfulukanga mu kambu buela bola.
2e0f2b006d	Yinkunungu mu kambu nzitusu vayi yimfulukanga mu nkembo; yinkunungu yilebakana vayi yimfulukanga ayi lulendo.
2e0f2c0073	Yinkunungu nitu yi kimutu, vayi yimfulukanga nitu yi kiphevi. Enati nitu yi kimutu yidi, buna nitu yi kiphevi yidi.
2e0f2d0077	Diawu disonimina ti: Adami, mutu wutheti, wukituka vangu ki moyo vayi Adami di tsuka, dikituka Pheve yivananga luzingu.
2e0f2e0069	Bikiphevi bisia ba bitheti ko vayi bi kimutu biawu bieti ba bitheti bosi bi kiphevi biawu binzimuninanga.
2e0f2f0057	Mutu wutheti wuvangulu mu mbungi-mbungi yi ntoto vayi “mutuwumuadi” ku Diyilu kaba.
2e0f300086	Boso bubela mutu wu ntoto buawu buididi basi ntoto; banga bobobuididi mutu wowo wuba ku Diyilu buawu bobo buididi batu baba ku Diyilu.
2e0f31007b	Banga bu tunata mfikula yi mutu wuvangulu mu mbungi-mbungi yi ntoto buawu bobo tuela natina mfikula yi mutu wuba ku diyilu.
2e0f3200a6	Zikhomba, diambu thidi tuba diawu diadi: nitu yidi nsuni ayi menga yilendi kota ko mu kipfumu ki Nzambi. Biobi bimbolanga bilendi baka buzingila mu zithangu zioso ko.
2e0f330057	Tala, ndieka kulukamba ditsueki dimosi: Beto babo tulendi mana fuako, vayi tuela kitulu
2e0f3400ab	mu kinzimbukila, mu thangu tulumbeta yi tsuka yela wakana. Bila tulumbeta bu yela wakana buna babo bafua bela fuluka mu zinitu ziozi kazibolanga ko vayi beto tuela kitulu.
2e0f35006f	Bila biobi bimbolanga bifueti vuata biobi kabibolanga ko ayi biobi bimfuanga bifueti vuata biobi kabifuanga ko.
2e0f3600ae	Mu thangu biobi bimbolanga biela vuata biobi kabibolanga ko ayi biobi bimfuanga biela vuata biobi kabifuanga ko buna mambu mama masonama masundukidi: Ndungunu yiminini lufua.
2e0f370040	A lufua, ndungunu aku kuevi yidi? A lufua, kuevi kuidi ba kiaku?
2e0f380040	Masumu mawu ba ki lufua vayi zingolo zi masumu mu Mina zieti ba.
2e0f390051	Matondo kuidi Nzambi bila niandi wukutuvananga ndungunu mu Pfumu eto Yesu Klisto.
2e0f3a00a7	Diawu bakhomba zi luzolo, luba bakinda, lubika nikuka; Lukiyekula mu sadila Pfumu mu zithangu zioso bila luzebi bumboti ti kisalu ki lunsala mu Pfumu kisi kiphamba ko.
2e10010098	Mu matedi zimbongo ziozi zilembo kungu mu diambu di banlongo badi ku Yelusalemi, bika beno mamveno lulandakana banga bu ndikambila Mabundu ma Ngalatiya:
2e100200b3	mu kadika lumbu kitheti ki Sabala, bika kadika mutu ku nzoꞌandi katula va ndambu zimbongo, boso buididi mbakuluꞌandi, muingi lubika vingila ndizuluꞌama mu khungulu zimbongo.
2e1003008f	Bu ndiela kuiza, ndiela vana minkanda ayi zithumunu kuidi batu boboluela sobula beno veka ayi ndiela ku bafidisa ayi makaba meno ku Yelusalemi.
2e1004003a	Enati bufueni kuidi minu mu kuenda, buna bela kuenda yama.
2e10050058	Ndiela kuiza kuidi beno minu mana viokila ku Maseduani bila mfueti viokila ku Maseduani.
2e100600b3	Mananga ndiela vuanda yeno ndambu bilumbu voti mananga kuidi beno ndiela viokisila tsungi yi kiozi kingolo; muingi luba kutsadisa mu landakana nzilꞌama, buba koso ku ndinkuenda.
2e10070074	Mbengi ti tumonana yeno buabu bu ndimvioka kaka, vayi tsidi diana enati Pfumu tidi, ndiela kala yeno ndambu bilumbu.
2e10080038	Muaki ndiela vuanda ku Efeso nate mu lumbu ki Pantekoti.
2e1009006f	Bila muelo wunneni banzibudidi mu diambu di sala kisalu kinneni ayi kimfunu; ka diambu ko bambeni badi bawombo.
2e100a0071	Enati Timote wizidi, luvanga mamo mafueni muingi kabika ba mona boma, bila wunsalanga kisalu ki Pfumu banga minu.
2e100b0093	Mutu kabika kunlenza. Lunsadisa mu landakana nzilꞌandi mu ndembama, mu diambu kavutuka kuidi minu, bila ndilembo mvingila va kimosi ayi bakhomba.
2e100c00b7	Mu diambu di khombꞌeto Apolo, zikhumbu ziwombo ndinlebila muingi kiza lutala ayi bakhomba, vayi nate buabu kakadi baka bu kuizila. Nzebi ti wela kuiza kulutala bu kela baka diluaku.
2e100d0045	Luzibula meso; luba bakinda mu minu; luba bukhafi; luba batu bakinda!
2e100e002c	Mamoso malumvanganga, lumavangila mu luzolo.
2e100f0092	Zikhomba, ndikululubula: luzebi Sitefanasi ayi nzo andi; luzebi ti bawu batu batheti mu balula mintima mu Akayi ayi bakiyekula mu sadila banlongo.
2e10100091	Diawu, beno mamveno, lutumukina batu ba phila yoyo ayi lutumukina woso kuandi mutu wunsalanga yawu va kimosi ayi wunsalanga kisalu ki phila yoyi.
2e10110087	Khini yiwombo ndimona mu ndizulu yi Sitefanasi, Folitunasi ayi Akayikusi bila bawu batsadisidi mu mambu momo beno lusia kutsadisila ko.
2e10120057	Bawu bakuludi ntimꞌama ayi bakuludi mintima mieno. Bika luzabanga batu ba phila yoyi.
2e101300a3	Batu badi mu mabundu madi ku ndambu yi Azi, baluveni mboti. Akilasi ayi Pilisiye va kimosi ayi dibundu dinkutakananga ku nzo awu baluveni mboti mu dizina di Pfumu.
2e10140055	Bakhomba boso baluveni mboti. Luvanasana mboti beno na benomu fifasana besi kinlongo.
2e1015004f	Mboti eno yibedi kuidi minu veka Polo; Minu veka tsonikini yawu mu mioko miama.
2e10160055	Woso mutu wunkambu zolanga Pfumu bika kasingu! Malanata. Bu dinsundula: Pfumu wizidi!
2e10170032	Bika nlemvo wu Pfumu eto Yesu Klisto wubanga yeno.
2e1018003a	Luzolo luama lubanga yeno beno boso mu Klisto Yesu. Ameni.
2f0000000d	2 Corinthians
2f010100be	Polo, mvuala wu Klisto Yesu, mu luzolo lu Nzambi, va kimosi ayi khombꞌeto Timote tufidisidi nkanda kuidi dibundu di Nzambi didi ku Kolintova kimosi kuidi banlongo boso badi ku Akayi dioso.
2f01020061	Bika nlemvo ayi ndembama bibedi kuidi Nzambi Dise dieto ayi kuidi Pfumu Yesu Klisto bibanga yeno.
2f01030077	Bika Nzambi kasakumunu, dise di Pfumuꞌeto Yesu Klisto, dise difulukidi mu kiadi ayi Nzambi wumbombanga mu mambu moso.
2f0104009f	Niandi wukutubombanga mu ziphasi zioso muingi beto mamveto tuba bafuana mu bomba bobo badi mu ziphasi ziphila mu phila banga beto bu tumeni bombo kuidi Nzambi.
