2800000004	Mata
2e0f170090	Ma ba war da ciiyav ba kǝ aɗab kǝ aɗaba, Kǝristi dǝga zuungwa, tǝhalakwaha da ciiyav nǝ uudahaan dǝ shifǝg daghuvali da saay nǝ iina.
2e0f1800bd	Kaa da sagaw kǝ halavuwa, da tsǝtǝrdatsǝg nǝ Kǝristi kǝ lii kwarǝga, ard kwarǝga, ard ndzǝɗ baɗǝmma, tǝhalakwaha da gwiyarda kǝ tlǝksǝraan baɗǝm kǝ Daadamazhigǝl Daada.
2e0f190083	Aɗaba barari kǝ Kǝristi da ɓagaan kǝ kwarǝga, bamma fatǝrɗǝmfǝg kǝ tlǝghumahaan baɗǝm da ma izhangyil kǝ shigahaana.
2e0f1a0035	Tlǝghumi kwa da ghyǝhav tǝhala, iin nǝ ǝmtsǝga.
2e0f1b0170	Aɗaba tagaatag nǝ ǝlbǝga Daadamazhigǝl taaki, “Fadǝmfǝg Daadamazhigǝl kǝ dǝgitah baɗǝm ma izhagyil kǝ kwarǝgaana.” Kwa taga nǝ iin taaki, “Baɗǝm dǝgitah” fadǝmfǝg ma izhangyil kǝ kwarǝgaana, kwan ba tǝ ɓalaɓal taakiya, maay Daadamazhigǝl kata ghǝraan mavakai biya. Daadamazhigǝl wa fadǝm dǝgitah baɗǝm ma izhangyil kǝ Kǝristi.
2e0f1c00ff	Akwama da fadǝmfǝg Daadamazhigǝl kǝ dǝgitah baɗǝm da ma izhagyǝl kwarǝga Kǝristi, tǝhalakwah da ndzan zǝrin damma izhangyil kǝ Daadamazhigǝl kwa fadǝm dǝgitah baɗǝm da ma izhagyil kǝ iina, aɗaba Daadamazhigǝl dǝgit baɗǝm baɗǝmma.
2e0f1d00d5	Akwama maay ǝndkwah biya, au wa da ɓag nǝ uudahaana, kwa ɓagavtǝra tsufǝg ma gufka lii ruwararugi? Akwama ba maay ciig ma gǝtlah biya, aujilbǝg ka cii ɓagavtǝra tsufǝg kǝ uudah ma gufka lii ruwararugi?
2e0f1e0040	Aujilbǝg ci kǝskǝmiyam vǝla shifǝgamiyam ba kǝlaa hǝnngi?
2e0f1f0088	Ən nǝghǝganǝghǝg kǝ ǝmtsǝg ba kǝlaa hǝnng zaraabahara, bak jiijiira ǝn tsa ghǝr tǝ kuram ma Kǝrsti Yesu Yaazhigǝlamiyama.
2e0f2000e4	Akawama ɓagamndkǝvaɓag dǝ dǝgtǝghalah ma Afisa, ma tǝ tlatlǝga uuda, au ci paiɗaan vakari? Akwama ba da maay nǝ uud ciig ma gǝtlah biya. “Ba kiyam zǝgaan kiyam hǝɓǝgaana, kiyam da ǝmtsǝg tsaw dlakadur biya?”
2e0f210062	Aa valkurda bi nǝ uud biya, “Aɗaba ndzǝgan dǝ kǝlaadah badzǝgaan kǝ hǝnkala jiijiira.”
2e0f2200ac	Asamasaas da tǝ ɗuula dzamaghǝr kalkala, am ɗuuwars kǝ ɓa haipa. Aɗaba kyalmaharu ar sǝrga bi kǝ Daadamazhigǝl biya. Ən tag kwakyarvad ǝn tsǝkura kǝ zhǝruwa.
2e0f230076	Ar da ndavǝgan kyalmah taakiya, “Da ciig ndar lii ǝmtsaharamǝmtsahǝgi? Ar da sagal dǝ hulfa kwar kǝ vǝghi?”
2e0f240054	Kǝgh dlagǝna! dǝgiti aghaa riiga nǝnng da maay sagal biya bamma ǝmtsaǝmtsǝga.
2e0f25007d	Dǝgiti agha riiga nǝnnga, gyigyiya iin bi wa da sagal biya, ba hulf kaltiya, bi hulfa hiiya, bi hulfa dǝgiti tlǝrn shaha.
2e0f260070	Ba Daadamazhigǝl wa vǝlga vǝgh kǝ hulfiin band kwa naag nǝ iina, ma kwar kǝ hulfa dǝgit ba dǝ vǝghaana.
2e0f2700a3	Ɗǝm bi tlu ar dǝgit pall biya. Uudah ard hulfa dǝgaatǝra, almanaha ard hulfa dǝgaatǝra, ɗiikaha ard hulfa dǝgaatǝra. Kilfah dlaɓa ard hulfa dǝgaatǝra.
2e0f28009d	Mǝnng hulfa vǝrɗiga ghǝrazhigǝla, mǝnng dlaɓ hulfa dǝga kwa ma haaya. Ndanngǝra dǝga ghǝrazhigǝl shaha, ndanngǝra hulfa dǝga haay dlaɓa shaha.
2e0f2900a3	Ndanngǝra faciya shaha, dǝga kyila shaha, dǝga kwadladlah dlaɓa shaha, mǝnng dlaɓ kwatlǝrǝn kǝ kwadladl shah dǝ kwatlǝrǝn kǝ kwadladl vaka ndanngǝra.
2e0f2a008a	Bandkwah dlaɓ tǝghǝr kǝ ciig ma gǝtlaha, dǝgiti aa riiva dǝ riiga da ǝrtsǝga, dǝgiti aa ciivantciig dlaɓ da maay ǝrtsǝg biya.
2e0f2b007b	Riivariig nǝ iin ma neniga, ciiyavantciig dlaɓ ma ndanngǝra. Riivariig ma maira ndzǝɗa, ciivantciig dlaɓ ma ndzǝɗa.
2e0f2c00a2	Riivariig dǝ ndzǝgana vǝgha uudǝra, ciiyavantciig dlaɓ dǝ ndzǝgana vǝgha shiɗkwa. Mǝnng tsaw nǝ vǝgha uudǝra, ba jiijiira mǝnng nǝ vǝgha shiɗkwa.
2e0f2d008b	Vindavindan bandkwah taakiya, “Adamu nǝ uuda zunngwa, nalnǝg kǝ uud dǝ shifǝga.” Adamu dǝga hal iin shǝɗkw kwa vǝlla shifǝga.
2e0f2e0058	Dǝga shiɗkw bi nǝ dǝga zunngw biya, dǝga tluwa ard avǝz lakwti kǝ dǝga shiɗkwa.
2e0f2f004e	Uuda zunngw ndǝrava dǝ haaya, sal ma haaya. Dǝga bu sahi ma ghǝrazhigǝla.
2e0f30008d	Bandkwa dǝga haay nǝ uuda, ar bandkwah dlaɓ lii ndǝrava dǝ haaya. Lii ar dǝga ghǝrazhigǝla, ar band daddakwa sahii ma ghǝrazhigǝla.
2e0f310084	Bandkwa kiyam dǝ dzakǝva daddakwa ndǝrava dǝ haay nǝ miyama, kiyam da nǝg dlaɓ kǝ dzakǝva daddakwa sahii ma ghǝrazhigǝla.
2e0f3200b3	Dǝgiti ǝn tagkur nai zaraabahara, tluwa ard avǝz gwigu bi kǝ tlǝkǝsǝra ghǝrazhigǝl biya, bandkwah dlaɓ daddakwa da ǝrtsǝg da maay gwiya daddakwa maay ǝrtsǝgǝn biya.
2e0f33008a	Cinngamcinga, ǝn tagkurtag kǝ dǝgiti shiɓashiɓana! Kiyam da maay ǝmtsǝg ɗǝm biya, amma da mbǝɗav nǝ ndzǝgana miyam baɗǝmma,
2e0f3400b7	Ba daval palla, band kǝbǝciga gyiya, aɗaba da fǝrtav dǝrawa, dlaɓa da ciyav lii ǝmtsaharaǝmtsahǝg dǝ vǝgh hulfa kwa da maay ǝrtsǝg biya, da mbǝɗav nǝ ndzǝgana miyama.
2e0f350097	Aɗaba barari nǝ vǝghǝn kwa ǝrtsǝgǝna da mbǝɗav nal kwa maay ǝrtsǝg biya, vǝghǝghi kwa da ǝmtsǝga da mbǝɗav nal kwa maay ǝmtsǝg biya.
2e0f360136	Tǝhalakwa ma mbǝɗavnambǝɗǝg nǝ vǝghǝn kwa ǝrtsǝgǝn nal kwa maay ǝrtsǝgǝn biya, dlaɓa vǝghǝn kwa dǝga ǝmtsǝgǝn nal kwa maay ǝmtsǝgǝn biya, da righǝg ma sarta kwah nǝ ǝlbǝgǝn vindava ma Kakkaɗa Daadamazhigǝl taakiya, “Ghyihavǝnaghyihǝg nǝ ǝmtsǝga, zavuuzǝg fiir tǝghǝra.
2e0f370047	Kǝgh ǝmtsǝga, mǝr za fiiraghi? Kǝgh ǝmtsǝga mǝr nǝ guraghi?”
2e0f38003c	Gura ǝmtsǝga iin haipa, ndzǝɗa haip iin nǝ adzahadzaha.
2e0f39005c	Tagiyamartag kǝ uus kǝ Daadamazhigǝl kwa vǝlkiyam fiir tǝdvad Yaazhigǝl Yesu Kǝristi!
2e0f3a00c5	Mbakyarvad kwah zaraabahara, ghacamaghacig ba dangala, ba kǝlaa hǝng am ɓagar tlǝr kǝ Kǝristi, aɗaba am sǝran taakiya dlaɗǝn am hǝɓǝg nǝ uuram mbakyarvad Yaazhǝgǝlǝn gyagyaan biya.
2e1001008f	Tǝghǝr kǝ ǝlɓǝga mǝltǝru kǝ yaa dadda gatǝga, ɓagamɓag bandkwa taganter nai kǝ yaa dadda gatǝgi ma Galatiya taaki aa ɓagarɓaga.
2e1002009c	Aanji kwar kǝ laada, famfǝg kǝ kwaɓ kalkala dǝgiti tlǝkǝna dǝvaan kǝ uudana, pakam bi kǝ sagawar lakwti am dzaha dǝgiti da mǝlvaru kǝ uud biya.
2e100300a5	Akwama da tsugwanatsugwa, ǝn da ɓǝltǝrǝt kǝ lii haiyamanthaig nǝ uuram dǝ iitǝra, ǝmtaɗ dǝ wakita mara ghǝra, ar dǝda kǝ dǝgiti dzahamant nǝ uurama.
2e10040045	Akwama dlaikwadlaig kǝskai kǝ dagal ndakwani, bar da pughwkwazhana.
2e10050075	Akwama gwaiyanvagwaig ma Makidoniya, ǝn da dagaw da nǝghǝkuraanǝghǝga, aɗaba ǝn da ghuda dagal dǝ Makidoniya.
2e10060086	Mbatak ǝn da zǝlmazǝlǝmǝg vakaruwa, bi ǝn da zu kǝ viyaks vakaruwa, aɗaba am da mǝlwad ba kǝlaa vakavaki ǝn da dagal naiya.
2e10070070	Naagar bi ǝn ghaca dzuɓ vakaru biya, akwama haighanthaig Yaazhigǝl manaa naagaan manaa zǝlma vakaru ba ngaa.
2e10080038	Ən da ghacig ma Afisa ǝn da pakant kǝ sarta Fentikus.
2e10090072	Aɗaba wurghwantwurg nǝ uud kǝ ɗuul ba bannganng kiyava ɓa tlǝr marawa, aanji ba mǝnng tlǝghumah ba ɗyaka.
2e100a007c	Akwama sǝghǝvsǝg Timuti, aa ɓalaɓalǝg ghǝraan vakaruwa, aɗaba iin ndakwi ɓa tlǝra Yaazhigǝl band kwan ɓag naiya.
2e100b009e	Mbakyarvad kwaha, aanji war aa nen biya, mǝlamarumǝlǝg dǝ dǝgit akwama da ciyitciig kǝ saasa vakara, aɗaba gukya saasaan ǝmtaɗ dǝ yaa dadda gatǝga.
2e100c00a9	Əlbǝga zǝraabamiyam Afullusa, ghalanghalǝg ma dǝv da vakaru ǝmtaɗ dǝ kyalma zaraabaha, haighant bi ghǝraan kǝ dagaw ndakwan biya, da dagaw ma da shavǝtshǝga.
2e100d0076	Ɓadlamvaɓadlǝg ba marawa, am ghacan tǝ fadǝghǝraru ba vaivaiya, am ɓǝlgaan kǝ magiya am fǝgaan kǝ ndzǝɗa.
2e100e003e	Baɗǝm dǝgiti am ɓag nǝ uurama, ɓagamɓag ba dǝ waiyava.
2e100f00b8	Zaraabahara, am sǝrǝgasǝrǝg taaki Istafanus ard yahaan wa fararzha pǝlaghǝr ba zunngw ma haaya Akaya, vǝlardavǝlǝg kǝ ghǝraatǝr kiyava ɓagtǝr tlǝr kǝ yaa dadda gatǝga.
2e1010006d	Ən ghalakuram famtǝraarafǝg kǝ hulfa kwanahaan kǝ uudaha, baz tsaghwaha tlǝra miyama ard dlaɗa miyama.
2e1011006e	Cinnganucinng kǝmtakera dǝ sagawa Istafanusa, ard Fartunatus, ard Akaikus, bandgi kuram wa sǝgal sa vakara.
2e10120072	Aɗaba ɓagarwiɓag kǝ dǝgit naag waiyar baz dǝgaruwa. Hulfa kwan kǝ uudah ɓagaɓag kǝ maraw fǝvtǝraarana.
2e101300af	Ar tagkur uus yaa dadda gatǝg kwa ma haaya Asiya. Akila ard Biriskila, ǝmtaɗ dǝ yaa dadda gatǝg kwa dzahav ma vǝgyaatǝra, ar tagkur uus ba vaivai ma ɗaaga Yaazhigǝla.
2e10140048	Baɗǝm zaraabaha ar tagkur uusa. Tagamtag kǝ uus dǝ bǝrhuga waiyava.
2e10150034	Ba kai Bulus dǝ ghǝrar wa vinda kwan kǝ taa uusa.
2e1016004b	Baɗǝm daddakwa maay waiya Yaazhigǝl bi tlafatlafana. Asega, Yaazhigǝla!
2e1017003a	Herǝrra Yaazhigǝl Yesu aa ndzandzǝg ǝmtaɗ dǝ kurama.
2e10180040	Waiyavar aa ndzandzǝg ǝmtaɗ dǝ kuram ma Kǝristi Yesu. Amin.
2f0000000d	2 Corinthians
2f010100db	Bulus kwa nal kǝ zǝrɓǝlga Kǝristi Yesu dǝ naaga Daadamazhigǝla, ard zǝraabamiyam Timoti, da vak yaa dadda gata Daadmazhigǝl ma Korinti, ǝmtaɗ dǝ uudaha Daadamazhigǝl cacuwanacacuwan baɗǝm ma larda Akaaya.
2f01020072	Herǝrra ard gabǝr vak Daadamazhigǝl Daadamiyam ard Yaazhigǝl Yesu Kǝristi aa ndzarandzǝg ǝmtaɗ dǝ kurama.
2f010300bd	Galiyamgalǝg kǝ Daadamazhigǝl Daadamiyama, kwa iin Daada Yaazhigǝl Yesu Kǝristi, Daada kwa dadda zhǝwadaal ba ɗyakɗyaka, Daadamazhigǝl kwa tagkiyam aanji hulfa kwar kǝ dzǝgwagha!
2f010400f9	Kǝhyikiyamkǝhyig Daadamazhigǝl kǝ ǝrviɗy ma dlaɗa miyam baɗǝmma, kiyava Kǝhyitǝrkǝhyig kǝskǝmiyam kǝ ǝrviɗy kǝ kyalmah ma dlaɗi ar hǝɓǝg nǝ iitǝra, dǝ kwanǝn kǝ Kǝhya ǝrviɗǝn tlǝyamkǝna nǝ miyam vak Daadamazhigǝla.
2f010500aa	Bandkwa kiyam hǝɓǝg nǝ miyam kǝ dlaɗa, hǝɓu bandkwah Kǝristi dǝ ghǝraan kǝ dlaɗa, kiyam da tlǝkǝna tǝdvad Kǝristi kǝ ɗyakǝra kǝhyiga Daadamazhigǝla.
2f01060156	Aanji kiyam hǝɓa dlaɗa, kiyam hǝɓǝg mbakyarvad nal kǝ dǝga kǝhyig ǝrviɗy kǝskuram dlaɓa da fǝkurna kǝ ndzǝɗ ma gata Daadamazhigǝla. Akwama kǝhikiyam ǝrviɗy nǝ uuda, kuram ndakwani tlamkǝnatlǝg kǝ kǝhyiga ǝrviɗy kwam da tlǝkǝna nǝ uuram kǝ ndzǝɗa fa ǝrviɗmahuɗ tǝghǝr kǝ dlaɗ kwa hǝɓǝg ghǝravamnda.
2f010700e4	Kǝm maay ɓa ndaundau dǝ kuram aanji ba hǝɗiikǝn biya, aɗaba kǝm sǝrgasǝrǝg taakiya am hǝɓa dlaɗ band kwa kǝm hǝɓǝg nǝmnda, kuram ndakwani am da tlǝkǝnatlǝg kǝ hulfa kǝhya ǝrviɗy kwa ɓagkǝmnd nǝ uuda.
2f010800e1	Zaraabahara, kǝm naay taaki am dzan kwal sǝrgasǝrǝgǝr tǝghǝr kǝ hulfa dlaɗǝn hǝɓamndu nǝmnd ma haaya Asiyǝn biya, kwan kǝ dlaɗ ndza juujig kǝ kusǝghamnda, tagamnd bi taakiya kǝmnda ɓagaan kǝ shifǝg biya.
2f010900e5	Baz tlatlǝgaan kǝskǝmnd taaki bandgi shariya ǝmtsǝg wa ghudakǝmnda nǝ uuda. Dzǝghaardzǝg wan haik fadǝghǝr kǝskǝmnd tǝ ɓagnaɓagamnda, bamma kiyam fadǝghǝr tǝ Daadamazhigǝla, kwa ciya lii ǝmtsaharaǝmtsahǝga.
2f010a00a3	Sakǝmndasǝg Daadamazhigǝl sagal ma ǝmtsǝga dlaɗna, famdǝghǝrǝtfǝg taakiya da katkǝmndkatǝga. Kiyam tsaghǝr ba tǝ iin kiyava da gwiya katkiyamkatǝga.
2f010b00d1	Mǝlamkǝmndumǝlǝg dǝ dzǝgwazhigǝla. Tǝdvad kwah wa da tagar nǝ uudah ba ɗyak kǝ uus kǝ Daadamazhigǝl mbakyarvad kǝmnda, mbakyarvad ɗyakǝra barki kǝmnda tlǝkǝna nǝmnd tǝdvad dzǝgwazhigǝla.
2f010c017a	Kwan wa kǝm tsǝg nǝmnd kǝ kusǝgh tǝvakaiya, ǝn tagdatag kwan ba dǝ ǝrviɗmahuɗ pall taakiya ba jiira. Ma dǝgitahi ɓagamnd nǝmnd ma duuniyǝn baɗǝmma, ɓagamnd ba dǝ jiir ard ǝrviɗmahuɗ pall vak Daadamazhigǝla. Kwana ba jiijiir ma dǝgitahaan ɓagamnda nǝmnd ǝmtaɗ dǝ kurama, ɓagamndaɓag kwan tǝdvad hɛrǝra Daadamazhigǝl tǝdvad dabariya duuni biya.
2f010d00c7	Kǝm vindkur dǝgiti am da karantǝga karantǝg dlaɓa am nǝghaakana, Bakǝvakwah aanji ba nǝghamaakanǝghǝg hǝɗiikǝn ndakwana, mantlǝg naiya am da nǝghǝgaakanǝghǝg kǝ dǝgitah baɗǝmma,
2f010e007e	Aɗaba sartǝn da saay Yaazhǝgǝlamiiyam Yesu, am da tsa kusǝgh dǝ kǝmnda, bandkwa kǝmnda tsa kusǝgh nǝmnd dǝ kuurama.
2f010f007d	Mbakyarvad haiyananthaig nai kwana, iin wa nahan nai kǝ sagau da vakaru ba zǝnngwa, aɗaba am tlǝkǝna kǝ bark shig buwa.
2f011000d6	Ɓadlanvaɓadlǝg kǝ da vakaruwa, akwaman da dagal dama Makidoniya, ǝn da ghaca dlaɓ vakaruwa akwaman da gwiya saasa, aɗaba ǝn tlaraan kǝ dǝgiti am da mǝlgwad nǝ uuram kiyava langaan kǝskai dama Yahudiya.
2f011100f0	Mam tlatlǝg nǝ uuram tsa naa ɓadlǝva ba kwal sǝrgasǝrgar ha kǝskurama? Nii mam tlatlǝg nǝ uuram naa ɓadlǝva dǝ ndzǝgana hǝnkala uuda dǝgshiga, kiyava tagaan kǝskai taaki, “Aana” ǝn gwiiya tagaan dlaɓ taaki “Maaya”?
2f0112008c	Bandkwa jiir nǝ ǝlbǝga Daadamazhigǝla, bandkwah dlaɓ nǝ ǝlbǝgǝn kwa tagamdkur nǝmndǝn dǝga taaki “Aana” ard “Maay” biya.
2f011300b7	Yesu Kǝristi, Zǝra Daadamazhigǝla, kwa tagarkur nǝ Silas, Timoti ard kai kǝ ǝlbǝg tǝghǝra, ndza maay “Aana” bi “Maay biya” Ma Kǝristi ba kǝlaa hǝnng ba “Aana.”
2f011400b1	Aanji ndar ɗyakǝra langyiyah taa Daadamazhigǝla, ar ba “Aaana” Ma Kǝristi. Kiyam tag tǝdvad iin nǝ miyam taaki “Aandz bandkwaha” kiyava ndanngǝra Daadamazhigǝla.
2f0115007e	Ba Daadamazhigǝl wa fǝkiyama ghaciga ba dangal ma Kǝristi, baz kǝmnda baz kuurama, ba iin dlaɓ wa kǝsakiyamaakakǝsǝga.
2f0116009e	Fǝtfǝg kǝ dǝga sǝrgaan tǝ kǝmiyama, dlaɓa fadǝmfǝg kǝ Shiɗǝkwaan ma ǝrviɗyamiyam mbakyarvad markiyamdada kǝ dǝgiti da ɓag nǝ iin tǝvuukwa.
2f01170096	Ba Daadamazhigǝl shiidara, sǝrǝgasǝrǝg kǝ ǝrviɗyara, kwa gwiya danal bi nai damma Korinti biya, mbakyarvad aa gwiya fankura bi kǝ dlaɗ biya.
2f011800b5	Kwakyarvad kǝm naa markura ndzǝɗ tǝghǝr kǝ fadǝghǝraru biya, maaya, kiyam ɓa ba tlǝr ǝmtaɗa, kiyava dlaig kǝskuurama, mbakyarvad am ghacan ba dangal ma fadǝghǝraruwa.
2f02010070	Mbakyarvad kwaha, nguɗanantǝnguɗǝg ma ǝviɗyar taaki ǝn madlabi da vakaru haik badzǝdkurda ǝrviɗy biya.
2f0202008e	Aitsa, akwama fankuraafǝg kǝ badza ǝrviɗa, war wada fǝgwa cinnga ǝmtakǝr kǝskai, abi ba daddakwa naa fǝgaraa nai kǝ badza ǝrviɗni?
2f02030100	Iin wa viindankura nai kwah kǝ wakiita, aɗaba nahan bi kǝ da vakaru ǝn da tlǝkǝna kǝ badzǝga ǝrviɗ vak uudahi kwa maa dlaiyatǝr fǝgwa hwaɗagaa, Aɗaba fandǝghǝrǝtfǝg nai taakiya, akwama ǝn da hwaɗaga, baɗǝmmaru ndakwani am da hwaɗaga.
2f020400e3	Viindankura mbakyarvad ǝn ma dlaɗa ard badzǝga ǝrviɗmahuɗ ba ɗyakɗyaka, baz kǝla yuwa tuug kǝskai ba vaivaiya, kwakyarvad ǝn fǝkura kǝ badzǝga ǝrviɗmahuɗ biya, aɗaba am sǝran taaki ǝn waikurwaig ba vaivaiya.
2f020500a5	Akwama badzǝghardabadzǝg nǝ uudan kǝ ǝrviɗ kǝ uudana, aa ɓagwi kǝskai biya, aa ɓagkura kǝskuram baɗǝmma. Ən tag kwakyarvad taakiya ǝn mbǝkurǝs biya.
2f02060047	Ndaigǝn hǝɓu nǝ iin vak ghamaga uudahna, ghyinngaghyinng bandkwaha.
2f02070092	Ndakwan ciya, ɓǝshamarnaaɓǝshiga, am kǝhyarna kǝ ǝrviɗa, haik ɗuugarsɗuug kǝskuram ma badzǝga ǝrviɗ kwa da jiguujig kǝ ndzǝɗaana.
2f0208004f	Mbakyarvad kwaha ǝn ghala kuurama, am marardan taakiya am waigaan ba vaivaiya.
2f0209008d	Na viindkura kwan kǝ wakita mbakyarvad ǝn fǝsha kuurama, aɗaba ǝn sǝran mbatak am da gatǝgaan kǝ ǝlbǝgi tagankur ba kǝlaa hǝnnga.
2f020a00dd	Baɗǝm daddakwama ɓǝshgarna nǝ uurama, ba kai ndakwani ɓǝshanarnaaɓǝshǝga. Dǝgiti naa ɓǝshna naiya, akwama ba mǝnng dǝgiti ǝnda ɓǝshgarna naiya, ɓǝshǝnnaɓǝshǝg mbakyarvad kuurama, ma barka Kǝristi,
2f020b0082	Haik tlǝkǝnatlǝg shatanah kǝ ɗuula valla kǝmiyama, mbakyarvad kiyam sǝrgasǝrg kǝ dǝga kǝlaadǝrahaan ba tǝ ɓalaɓala.
2f020c0087	Danal ba nai damma toruwasa da taa ǝlbǝg maraw tǝghǝr kǝ Kǝristi, wurghwantwurǝg dlaɓ Yaazhigǝl kǝ ɗuula ɓa tlǝr vaakwana,
2f020d00b8	bakǝvakwaha ɓalla bi ghǝrar biya, aɗaba nǝghǝghana bi kǝ zǝraabar Titus vaakwan biya. Tǝhala kwaha kaa ɗuutǝrǝsɗuug kǝskai kǝ uudaha, kaa dagal kǝskai damma Makidoniya.
2f020e00dd	Aa tagvartag nǝ uus kǝ Daadamazhigǝla, iin wa ba kǝlaa hǝnng vǝlkiyam zaa fiir tǝdvad Kǝristi. Ɓa tlǝr dǝ kǝmiyam kiyava langa ǝlbǝg marawa Kǝristi Aanji takwar band tǝrshan bǝtbǝta kwa pǝshvapǝshǝga.
2f020f00a9	Aɗaba kiyam band tǝrshǝn bǝtbǝt nǝ miyam kwa vǝlgar nǝ Kǝristi kǝ Daadamazhigǝla, kwa kwazaakwazǝg dama lii katavtǝrǝtkatǝga ard lii tǝ ɗuula ǝmtsǝga.
2f021000e1	Kiyava lii tǝ ɗuula ǝmtsǝga, bǝtbǝtna vaka ǝmtsǝga, kwa saa dǝ ǝmtsǝga, kiyava lii tlarkǝnatlǝg kǝ katǝga, bǝtbǝtna iin shifǝga kwa saa dǝ shifǝga. Maay daddakwa dzǝgwantdzugw kǝ ɓa kwan kǝ tlǝr biya.
2f021100f0	Aɗaba kǝmnd kǝm band kyalma uudah biya, kwar taa ǝlbǝg marawa Daadamazhigǝl kiyava tlǝkǝna ribaatǝra. Aɗaba aa ɓǝlkǝmdǝt nǝ Daadamazhigǝl kǝskǝmnda, kǝm taa ba jiijiir tǝvuukwana, kwakyarvad kǝm lii ɓa tlǝra Kǝrsiti.
2f03010095	Aitsa, kǝmnda fǝgarzha gwiya dlǝba ghǝramnd ha nǝmnda? Nii kǝm gata wakita shid da vakaruw ha, aanji ma vakaruwa, band kwa ɓag nǝ kyalmah hi?
2f03020094	Abi ba kuuram dǝ ghǝraru nǝ wakiti kwa kǝm dǝvakai nǝmnda, kwa viindava ma ǝrviɗmahuɗamǝnda aɗaba nǝghan aanji ba wara dlaɓa karantana.
2f0303011e	Maramdamarg nǝ uuram taaki am wakita Kǝristi nǝ uurama, kwa iin dǝgshiga tlǝramnda. Kwan kǝ wakita viindava dǝ dǝga viindǝg biya, viindava dǝ shǝɗkw cacuwanacacuwana dǝga Daadamazhigǝl kwa dǝ shifǝga. Viindava tǝ fafakǝlema akur biya, viindava ma ǝrviɗmahuɗ uudaha.
2f03040052	Kǝm taa kwana mbakyarvad kǝm dǝ jiir tǝvuukwa Daadamazhigǝl tǝdvad Kǝristi.
2f0305008a	Maay nǝ dǝgiti kwa kǝm da mardamarg taakiya ɓagamnd dǝ sǝrgasǝrgamnd kǝ tlǝriin biya, Sǝrgasǝrgamǝda saal vak Daadamazhigǝla.
2f030600da	Iin wa namndal nǝmnd kǝ lii ɓa tlǝra daala langiya kwa vindava tǝdvad adzahadzah biya, vindava tǝdvad shǝɗǝkwa. Adzahadzahǝn kwa vindavana iin wa saa dǝ ǝmtsǝga, shǝɗǝkwa cacuwana iin wa vǝla shifǝga.
2f0307017a	Viindavaviindǝg nǝ adzahadzaha Muus tǝ fafakǝlema akura, dlaɓa ndanngǝra Daadamazhigǝla mararmarg ma sarta kwa vǝlavda nǝ iina. Aanji ba dǝgitǝn ndza mbiig tǝ huɗvǝga Muus da zǝlma biya, kaaa mbiig ba caacan huɗvǝgaan ba vaivaiya pǝletǝrvapilǝg kǝ zarha Israˈilah kǝ vazgaana. Akwama adzahadzahi kwa saa dǝ ǝmtsǝga sǝghǝvsǝg dǝ ndanngǝr ǝndkwana,
2f0308006d	Aitsa, da ɓaga ndar kaci ɗyakǝra ndanngǝra kwa dǝga ɓaa tlǝra shǝɗkwa cacuwanacacuwan kǝ ndzǝgani?
2f030900a0	Akwama ɓa dǝgiti saa dǝ ǝmtsǝga tlakǝnatlǝg kǝ ndanngǝra, ba jiijiira dǝgiti saa dǝ tlǝkǝkǝna jiira Daadamazhigǝla juujig kǝ iin ba ɗyakɗyaka.
2f030a0084	Ba jiijiira, ndanngǝra ǝmghura langiya madla bi dǝ ndanngǝr ndakwan biya, akwama gǝravǝnagǝrǝg dǝ ndanngǝra daala langiya.
2f030b008f	Akwama dǝgiti da ghyǝnng nǝ zamanana sǝghǝvsǝg dǝ ndanghǝra, da nǝg ndandar ka cii nǝ dǝgiti kwa da ndzǝg ba tangw dama zǝrazǝri!
2f030c005f	Mbakyarvad kiiyam mǝng dǝ hulfa kwan kǝ fantaara, iin wa kiyam mǝng dǝ ndzǝd ba vaivaiya.
2f030d00b0	Kiiyam maay nǝ miiyam band Muus biya, kwa hǝɗgharduu huɗvǝgaan dǝ sǝɗav biya, haik nǝghǝganǝghǝg nǝ uudaha Israilaha kǝ ghyǝnnga ndanngǝr kwa da dagal zamanana.
2f030e00fc	Aɗaba ghǝraatǝra ba dǝkdǝka, tangw dat hiinanna, mǝnng dǝgiti tsǝtǝrva nǝghǝga jiira akwamar karanta umghura langiya. Tǝhavdabi nǝ sǝɗavǝn ba kǝvakwan biya, aɗaba tǝhǝvdabiya, bamma tǝdvad Tlǝkatǝg kalti lakwti tǝhǝvdatǝhǝga.
2f030f0074	Tangw dat hiinanna, akwamaar karanta kakaɗa muusa, kaa hǝɗtǝrduhǝɗǝg nǝ sǝɗavǝn kǝ ǝrvǝdmahuɗaatǝra.
2f03100052	Tǝhvǝdatǝhǝga nǝ sǝɗaviina akwama gwiiyagwiig nǝ uudan da vak Tlǝkatǝga.
2f03110075	Aiciya, Yaazhigǝla iin shǝɗkwa cacuwanacacuwanna. Vakavaki dǝ shǝɗkwa Yaazhigǝla mǝnng kwaraghǝr vakwahiina.
