0100000018	ကမ္ဘာ​ဦး
2e040e00ff	သင် တို့သည် ရှက် စေခြင်းငှာဤသို့ ငါရေး သည် မ ဟုတ်။ သင် တို့ကို ချစ် သား ကဲ့သို့ မှတ်၍ သတိပေး ၏။
2e040f01b6	သင် တို့တွင် ခရစ်တော် ၏အကြောင်း ကို သင်ပေး သော ဆရာတစ်သောင်း ရှိငြား သော်လည်း၊ အဘ အများ မ ရှိ။ ဧဝံဂေလိ တရားအားဖြင့် ငါ သည် သင် တို့ကို ယေရှု ခရစ် ၌ ဖြစ်ဘွား စေပြီ။
2e041000eb	သို့ဖြစ်၍၊ ငါ ကျင့်သည်နည်းတူသင် တို့သည် ကျင့် ကြမည်အကြောင်း ငါနှိုးဆော်တောင်းပန် ၏။
2e041102fe	ထို အကြောင်း ကြောင့် သခင် ဘုရား၌ သစ္စာရှိ သောငါ ၏ချစ် သား တိမောသေ ကို သင် တို့ဆီသို့ ငါ စေလွှတ် ၏။ ခပ်သိမ်း သော အရပ်တို့၌ ခပ်သိမ်း သော အသင်းတော် တို့ကို ငါသွန်သင် သည်နှင့်အညီ ၊ ငါ သည် ခရစ်တော် ၌ ကျင့် သော အကျင့်ဓလေ့များကို သင် တို့သည် မှတ်မိ စေခြင်းငှာသူသည် ပြသတိုက်တွန်းလိမ့်မည်။
2e04120120	ငါ သည်သင် တို့ဆီသို့ ကိုယ်တိုင်မ လာ ဟု အချို့ သော သူတို့သည် ထင်မှတ်သည်နှင့်၊ မာန ထောင်လွှားခြင်း ရှိကြ၏။
2e041301b6	သို့သော်လည်း သခင် ဘုရားသည် အလို တော်ရှိ လျှင် ငါသည် မြန်မြန် လာ မည်။ လာသောအခါ မာန ထောင်လွှားသောသူ တို့၏ စကား ကို သိမှတ် မည်မ ဟုတ်။ သူတို့၏တန်ခိုး ကို သိမှတ်မည်။
2e041400d7	အကြောင်းမူကား ၊ ဘုရားသခင် ၏နိုင်ငံ တော်သည် စကား ၌ တည်သည်မ ဟုတ်၊ တန်ခိုး ၌ တည်၏။
2e041501ab	သင် တို့သည် အဘယ်သို့ အလိုရှိသနည်း။ ငါသည်နှင်တံ နှင့် သင် တို့ဆီသို့ လာရ မည်လော။ သို့မဟုတ် မေတ္တာ နှင့် ၎င်း၊ နူးညံ့ သိမ်မွေ့သော စိတ် နှင့် ၎င်း၊ လာရမည်လော။
2e050101d4	မတရား သောမေထုန်သာမည မဟုတ်၊ အဘ ၏ မယား ကို သိမ်းယူ ခြင်းတည်းဟူသောသာသနာပ လူတို့ တွင် ပင် မ ကြားရသော မေထုန် ၌မှီဝဲသော သူသည် သင် တို့တွင် ရှိကြောင်းကို အနှံ့အပြားကျော်စော ကြ၏။
2e0502013f	ထိုသို့ပြု သောသူ ကို သင် တို့အထဲ မှ နှင်ထုတ် မည် အကြောင်း ၊ စိတ်မသာ ညည်းတွားခြင်းကိုမ ပြု၊ မာန ထောင်လွှားလျက် နေ ကြ၏။
2e050301e8	ထိုကြောင့် ငါ သည် ကိုယ်ခန္ဓါ အားဖြင့် သင်တို့နှင့်ကွာ လျက် ရှိသော်လည်း ၊ ဝိညာဉ် အားဖြင့် မ ကွာ၊ ကိုယ်တိုင်သင်တို့နှင့်အတူရှိ သကဲ့သို့ ထိုသို့ကျင့် သောသူ ကို ယခုပင် ငါစီရင် ပြီ။
2e050401a6	စီရင်ချက်ဟူမူကား၊ ငါ တို့သခင် ယေရှု ခရစ်၏ အခွင့် အားဖြင့် သင် တို့သည် ငါ့ ဝိညာဉ် နှင့်အတူ စည်းဝေး ပြီးမှငါ တို့သခင် ယေရှု ခရစ်၏ တန်ခိုး တော်ကို အမှီပြု၍ ၊
2e05050195	ထိုသူ ၏ဝိညာဉ် သည် ယေရှု ခရစ်၏နေ့ရက် ၌ ကယ်တင် ခြင်းသို့ ရောက်မည်အကြောင်း ၊ သူ ၏ကိုယ်ခန္ဓါ ပျက်စီး ဘို့ရာ သူ့ကိုစာတန် လက်သို့ အပ်နှံ ကြစေဟု ငါစီရင်၏။
2e0506015c	သင် တို့၏ ဝါကြွား ခြင်းသည် မ ကောင်း မသင့် ဖြစ်၏။ အနည်းငယ် သောတဆေး သည် မုန့်စိမ်းတပုံ လုံး ကို ဖောင်းကြွ စေတတ်သည်ကို မ သိ ကြသလော။
2e05070241	သင်တို့သည် တဆေးမဲ့ ဖြစ် သည်နှင့်အညီ ၊ အသစ် သော မုန့်စိမ်း ဖြစ် မည်အကြောင်း ၊ ဟောင်း သော တဆေး ကို သုတ်သင် ပယ်ရှင်းကြလော့။ အကြောင်းမူကား ၊ ခရစ်တော် တည်းဟူသောငါ တို့ပသခါ သိုးသငယ်သည် ငါတို့အဘို့ ယဇ် ပူဇော်ရာဖြစ်၏။
2e050801a0	ထိုကြောင့် ၊ ဟောင်း သောတဆေး ၊ ဆိုးညစ် မိုက်မဲ ခြင်းတဆေး တို့ကို ပယ်ပစ်၍၊ တဆေးမဲ့ မုန့်တည်းဟူသောကြည်ဖြူ ခြင်း၊ သစ္စာစောင့် ခြင်းနှင့် ပွဲ ခံကြ ကုန်အံ့။
2e05090122	သင် တို့သည် မတရား သောမေထုန်၌ မှီဝဲသောသူတို့နှင့် မ ပေါင်းဘော်မည် အကြောင်း၊ အထက်ဩဝါဒစာ ၌ ငါရေး ထားခဲ့ပြီ။
2e050a0290	ထိုသို့ ရေးထားသော်၊ မတရား သောမေထုန်၌ မှီဝဲခြင်း၊ လောဘ လွန်ကျူးခြင်း၊ အနိုင် အထက်လုယူခြင်း၊ ရုပ်တု ကိုကိုးကွယ်ခြင်းအမှုကို ပြုသော လောကီသား တို့ နှင့် အလျှင်း မ ပေါင်းဘော်ရဟုမဆိုလို။ ထိုသို့ဆိုလျှင်၊ သင်တို့သည်လောကီ မှ ထွက်သွား ရ ကြမည်။
2e050b0357	ယခု မူကား ညီအစ်ကို ဟု ခေါ်ဝေါ် သော သူသည် မတရား သောမေထုန်၌မှီဝဲခြင်း၊ လောဘ လွန်ကျူးခြင်း၊ ရုပ်တု ကိုးကွယ်ခြင်း၊ ဆဲရေး ကဲ့ရဲ့ခြင်း၊ သေရည် သေရက်နှင့် ယစ်မူးခြင်း၊ အနိုင် အထက်လုယူ ခြင်းမှစ၍၊ထိုသို့သောအမှုကို ပြုသောသူနှင့်မ ပေါင်းဘော်ရ သည်သာမက၊ ထိုသူနှင့်အတူ စား သောက်ခြင်းကိစ္စကိုမျှ မ ပြုရဟုငါရေး ထား၍ ပညတ်၏။
2e050c0130	ပြင် လူ တို့ကို စီရင် ခြင်းအမှုနှင့် ငါ သည် အဘယ်သို့ ဆိုင်သနည်း။ အတွင်း လူ တို့ကို သင် တို့စီရင် ရသည် မ ဟုတ်လော။
2e050d012b	ပြင် လူတို့ကို ဘုရားသခင် စီရင် တော်မူလိမ့်မည်။ သို့ဖြစ်၍ ထို ဆိုးညစ် သောသူကိုသင် တို့အထဲ မှနှင်ထုတ် ကြလော့။
2e0601018a	သင် တို့သည် အချင်းချင်း အမှု ရှိ လျှင် ၊ သန့်ရှင်း သူတို့ရှေ့ ၌ တရား စီရင်ခြင်းကို မ ခံဘဲသာသနာပ လူတို့ ရှေ့ ၌ ခံ ဝံ့သောသူတစ်စုံတစ်ယောက် ရှိသလော။
