010000000c	בראשית
21030500b2	כה אמר יהוה על הנביאים המתעים את עמי--הנשכים בשניהם וקראו שלום ואשר לא יתן על פיהם וקדשו עליו מלחמה
210306007f	לכן לילה לכם מחזון וחשכה לכם מקסם ובאה השמש על הנביאים וקדר עליהם היום
2103070067	ובשו החזים וחפרו הקסמים ועטו על שפם כלם כי אין מענה אלהים
210308008a	ואולם אנכי מלאתי כח את רוח יהוה ומשפט וגבורה--להגיד ליעקב פשעו ולישראל חטאתו
2103090087	שמעו נא זאת ראשי בית יעקב וקציני בית ישראל--המתעבים משפט ואת כל הישרה יעקשו
21030a0034	בנה ציון בדמים וירושלם בעולה
21030b00c5	ראשיה בשחד ישפטו וכהניה במחיר יורו ונביאיה בכסף יקסמו ועל יהוה ישענו לאמר הלוא יהוה בקרבנו לא תבוא עלינו רעה
21030c006f	לכן בגללכם ציון שדה תחרש וירושלם עיין תהיה והר הבית לבמות יער
2104010095	והיה באחרית הימים יהיה הר בית יהוה נכון בראש ההרים ונשא הוא מגבעות ונהרו עליו עמים
21040200e1	והלכו גוים רבים ואמרו לכו ונעלה אל הר יהוה ואל בית אלהי יעקב ויורנו מדרכיו ונלכה בארחתיו כי מציון תצא תורה ודבר יהוה מירושלם
21040300e8	ושפט בין עמים רבים והוכיח לגוים עצמים עד רחוק וכתתו חרבתיהם לאתים וחניתתיהם למזמרות--לא ישאו גוי אל גוי חרב ולא ילמדון עוד מלחמה
210404006f	וישבו איש תחת גפנו ותחת תאנתו--ואין מחריד כי פי יהוה צבאות דבר
210405007a	כי כל העמים ילכו איש בשם אלהיו ואנחנו נלך בשם יהוה אלהינו--לעולם ועד
2104060061	ביום ההוא נאם יהוה אספה הצלעה והנדחה אקבצה ואשר הרעתי
210407008e	ושמתי את הצלעה לשארית והנהלאה לגוי עצום ומלך יהוה עליהם בהר ציון מעתה ועד עולם
2104080082	ואתה מגדל עדר עפל בת ציון--עדיך תאתה ובאה הממשלה הראשנה ממלכת לבת ירושלם
2104090070	עתה למה תריעי רע המלך אין בך אם יועצך אבד--כי החזיקך חיל כיולדה
21040a00b1	חולי וגחי בת ציון כיולדה כי עתה תצאי מקריה ושכנת בשדה ובאת עד בבל שם תנצלי--שם יגאלך יהוה מכף איביך
21040b0066	ועתה נאספו עליך גוים רבים--האמרים תחנף ותחז בציון עינינו
21040c0069	והמה לא ידעו מחשבות יהוה ולא הבינו עצתו כי קבצם כעמיר גרנה
21040d00ca	קומי ודושי בת ציון כי קרנך אשים ברזל ופרסתיך אשים נחושה והדקות עמים רבים והחרמתי ליהוה בצעם וחילם לאדון כל הארץ
210501006f	עתה תתגדדי בת גדוד מצור שם עלינו בשבט יכו על הלחי את שפט ישראל
21050200ac	ואתה בית לחם אפרתה צעיר להיות באלפי יהודה--ממך לי יצא להיות מושל בישראל ומוצאתיו מקדם מימי עולם
2105030063	לכן יתנם עד עת יולדה ילדה ויתר אחיו ישובון על בני ישראל
210504007b	ועמד ורעה בעז יהוה--בגאון שם יהוה אלהיו וישבו כי עתה יגדל עד אפסי ארץ
21050500a4	והיה זה שלום אשור כי יבוא בארצנו וכי ידרך בארמנותינו והקמנו עליו שבעה רעים ושמנה נסיכי אדם
210506009b	ורעו את ארץ אשור בחרב ואת ארץ נמרד בפתחיה והציל מאשור--כי יבוא בארצנו וכי ידרך בגבולנו
21050700aa	והיה שארית יעקב בקרב עמים רבים כטל מאת יהוה כרביבים עלי עשב--אשר לא יקוה לאיש ולא ייחל לבני אדם
21050800b6	והיה שארית יעקב בגוים בקרב עמים רבים כאריה בבהמות יער ככפיר בעדרי צאן--אשר אם עבר ורמס וטרף ואין מציל
2105090038	תרם ידך על צריך וכל איביך יכרתו
21050a006b	והיה ביום ההוא נאם יהוה והכרתי סוסיך מקרבך והאבדתי מרכבתיך
21050b003b	והכרתי ערי ארצך והרסתי כל מבצריך
21050c0044	והכרתי כשפים מידך ומעוננים לא יהיו לך
21050d0064	והכרתי פסיליך ומצבותיך מקרבך ולא תשתחוה עוד למעשה ידיך
21050e003c	ונתשתי אשיריך מקרבך והשמדתי עריך
21050f004b	ועשיתי באף ובחמה נקם--את הגוים אשר לא שמעו
210601006c	שמעו נא את אשר יהוה אמר קום ריב את ההרים ותשמענה הגבעות קולך
2106020087	שמעו הרים את ריב יהוה והאתנים מוסדי ארץ כי ריב ליהוה עם עמו ועם ישראל יתוכח
210603003b	עמי מה עשיתי לך ומה הלאתיך ענה בי
210604007e	כי העלתיך מארץ מצרים ומבית עבדים פדיתיך ואשלח לפניך את משה אהרן ומרים
21060500a6	עמי זכר נא מה יעץ בלק מלך מואב ומה ענה אתו בלעם בן בעור--מן השטים עד הגלגל למען דעת צדקות יהוה
210606006a	במה אקדם יהוה אכף לאלהי מרום האקדמנו בעולות בעגלים בני שנה
2106070085	הירצה יהוה באלפי אילים ברבבות נחלי שמן האתן בכורי פשעי פרי בטני חטאת נפשי
2106080090	הגיד לך אדם מה טוב ומה יהוה דורש ממך כי אם עשות משפט ואהבת חסד והצנע לכת עם אלהיך
210609005e	קול יהוה לעיר יקרא ותושיה יראה שמך שמעו מטה ומי יעדה
21060a004d	עוד האש בית רשע--אצרות רשע ואיפת רזון זעומה
21060b003b	האזכה במאזני רשע ובכיס אבני מרמה
21060c0061	אשר עשיריה מלאו חמס וישביה דברו שקר ולשונם רמיה בפיהם
21060d003f	וגם אני החליתי הכותך--השמם על חטאתך
21060e0072	אתה תאכל ולא תשבע וישחך בקרבך ותסג ולא תפליט ואשר תפלט לחרב אתן
21060f0073	אתה תזרע ולא תקצור אתה תדרך זית ולא תסוך שמן ותירוש ולא תשתה יין
21061000ac	וישתמר חקות עמרי וכל מעשה בית אחאב ותלכו במעצותם--למען תתי אתך לשמה וישביה לשרקה וחרפת עמי תשאו
210701007d	אללי לי כי הייתי כאספי קיץ כעללת בציר אין אשכול לאכול בכורה אותה נפשי
210702007c	אבד חסיד מן הארץ וישר באדם אין כלם לדמים יארבו איש את אחיהו יצודו חרם
2107030080	על הרע כפים להיטיב השר שאל והשפט בשלום והגדול דבר הות נפשו הוא--ויעבתוה
2107040066	טובם כחדק ישר ממסוכה יום מצפיך פקדתך באה עתה תהיה מבוכתם
210705005e	אל תאמינו ברע אל תבטחו באלוף משכבת חיקך שמר פתחי פיך
2107060060	כי בן מנבל אב בת קמה באמה כלה בחמתה איבי איש אנשי ביתו
2107070053	ואני ביהוה אצפה אוחילה לאלהי ישעי ישמעני אלהי
2107080062	אל תשמחי איבתי לי כי נפלתי קמתי כי אשב בחשך יהוה אור לי
210709008c	זעף יהוה אשא כי חטאתי לו עד אשר יריב ריבי ועשה משפטי--יוציאני לאור אראה בצדקתו
21070a009f	ותרא איבתי ותכסה בושה--האמרה אלי איו יהוה אלהיך עיני תראינה בה עתה תהיה למרמס כטיט חוצות
21070b003a	יום לבנות גדריך יום ההוא ירחק חק
21070c0083	יום הוא ועדיך יבוא למני אשור וערי מצור ולמני מצור ועד נהר וים מים והר ההר
21070d0046	והיתה הארץ לשממה על ישביה מפרי מעלליהם
21070e0083	רעה עמך בשבטך צאן נחלתך--שכני לבדד יער בתוך כרמל ירעו בשן וגלעד כימי עולם
21070f003d	כימי צאתך מארץ מצרים אראנו נפלאות
2107100064	יראו גוים ויבשו מכל גבורתם ישימו יד על פה אזניהם תחרשנה
2107110083	ילחכו עפר כנחש--כזחלי ארץ ירגזו ממסגרתיהם אל יהוה אלהינו יפחדו ויראו ממך
2107120085	מי אל כמוך נשא עון ועבר על פשע לשארית נחלתו לא החזיק לעד אפו כי חפץ חסד הוא
210713005e	ישוב ירחמנו יכבש עונתינו ותשליך במצלות ים כל חטאותם
210714005d	תתן אמת ליעקב חסד לאברהם אשר נשבעת לאבתינו מימי קדם
2200000008	נחום
2201010038	משא נינוה--ספר חזון נחום האלקשי
2201020079	אל קנוא ונקם יהוה נקם יהוה ובעל חמה נקם יהוה לצריו ונוטר הוא לאיביו
220103008f	יהוה ארך אפים וגדול (וגדל) כח ונקה לא ינקה יהוה בסופה ובשערה דרכו וענן אבק רגליו
2201040073	גוער בים ויבשהו וכל הנהרות החריב אמלל בשן וכרמל ופרח לבנון אמלל
2201050073	הרים רעשו ממנו והגבעות התמגגו ותשא הארץ מפניו ותבל וכל יושבי בה
220106007b	לפני זעמו מי יעמוד ומי יקום בחרון אפו חמתו נתכה כאש והצרים נתצו ממנו
220107003f	טוב יהוה למעוז ביום צרה וידע חסי בו
2201080049	ובשטף עבר כלה יעשה מקומה ואיביו ירדף חשך
2201090055	מה תחשבון אל יהוה--כלה הוא עשה לא תקום פעמים צרה
22010a0058	כי עד סירים סבכים וכסבאם סבואים אכלו--כקש יבש מלא
22010b003c	ממך יצא חשב על יהוה רעה--יעץ בליעל
22010c0070	כה אמר יהוה אם שלמים וכן רבים וכן נגוזו ועבר וענתך--לא אענך עוד
22010d003f	ועתה אשבר מטהו מעליך ומוסרתיך אנתק
22010e008a	וצוה עליך יהוה לא יזרע משמך עוד מבית אלהיך אכרית פסל ומסכה אשים קברך--כי קלות
22010f00be	הנה על ההרים רגלי מבשר משמיע שלום--חגי יהודה חגיך שלמי נדריך כי לא יוסיף עוד לעבור (לעבר) בך בליעל כלה נכרת
2202010064	עלה מפיץ על פניך נצור מצורה צפה דרך חזק מתנים אמץ כח מאד
2202020072	כי שב יהוה את גאון יעקב כגאון ישראל כי בקקום בקקים וזמריהם שחתו
2202030080	מגן גבריהו מאדם אנשי חיל מתלעים באש פלדת הרכב ביום הכינו והברשים הרעלו
2202040079	בחוצות יתהוללו הרכב ישתקשקון ברחבות מראיהן כלפידים--כברקים ירוצצו
