010000000b	Bhaa-bhaana
42030100f8	"To malaaʼekatina jamaʼa i Sardis burimea mboo sii: Siimo firimani minaaka i Incia mokenina pitu angua Rohina Aulataʼala tee pitu angua kalipopo sumai: Iaku kumataua bhari-bharia ipewaumiu. Mia afikiria udhadhi garaaka satotuuna iimanimiu amate.
42030200d9	Rampaakanamo sumai, ukojaga-jagamo tee upekatangkamea opea modhaangiana i karomiu kananteana o giu incia sumai indapo amate sampeampearo. Roonamo karajaamiu inda saangu uka ipotibhaakaku amondo i aroana Aulataʼalaku.
42030300fd	Rampaakanamo sumai, udhania opea mopadhana itarimamiu tee irangomiu i piamo itu. Taʼatimea o giu incia sumai tee utobamo. Ande inda ubhangu, sumaimo Iaku bhekuumba mboomo mia manako, tee ingkomiu inda bheumataua sampeampearo naepia o wakutuuna umbaaku.
42030400c9	Maka i tanga-tangamiu dhaangia pia mia o miana Sardis inda mopekarombuna pakeana. Manga inciamo sumai bhemolingkana mopobhawana tee Iaku tee pakea maputi roonamo manga incia alaenga to giu incia sumai.
42030500dc	Incema-incema mokanana bheapakanaakea juba maputi. Tee o saro-sarona manga incia inda bhekuhapusua minaaka i Kitabina Mia Modhadhina i sorogaa. Iaku bhekuʼakuia o sarona i aroana Amaku tee i aroana manga malaaʼekatina.
420306006b	Incema-incema mokotalingana, incia tabeana aperangoi opea ipogauakana Rohina Aulataʼala to manga jamaʼa."
420307015f	"To malaaʼekatina jamaʼa i Filadelfia burimea mboo sii: Siimo ipogauakana Momangkilona tee Mobanarana, mokeniakana kuncina Raja Daud. Jadi Iakumo mokohakuna to mopilina incema bhemopesuana i nuncana pamarintana Aulataʼala. Ande kubungkale bhambana, inda samia uka momembalina motutubhia, tee ande kututubhia, inda samia uka momembalina mobungkalea.
4203080103	Iaku kumataua bhari-bharia ipewaumiu. Kamatea, Iaku padhamo kubungkale bhamba to ingkomiu tee inda samia uka momembalina motutubhia. Iaku kumataukomiu ande inda laulauna umakaa. Maka moomini mboo sumai, ingkomiu utaʼati firimaniku tee inda upesapuaka saroku.
42030900cd	Iaku bhekupamembali manga pande gau-gau, siitumo jamaʼana Ibilisi, mosarongina karona miana Yahudi garaaka mencuana -- to aumba asuju i aroamiu, mamudhaakana manga incia amataua ande Iaku kumaasiakakomiu.
42030a00ca	Rampaakanamo ingkomiu uose firimaniku to uantagiaku tee kasabara, Iaku bhekujaganikomiu i wakutuuna kanarakaa bhemokangkanaina saangua dunia, siitumo wakutuuna kuuji bhari-bharia mia momboorena i dunia.
42030b0073	Iaku bhekuumba madhei. Jagania pekalape opea modhaangiana i karomu, mamudhaakana inda samia uka moalana mahakotamu.
42030c0144	Incema-incema mokanana bhekupamembalia arii kabhelai i nuncana Baitullana Aulataʼalaku, tee incia inda bhealimba minaaka iwe sumai. Iaku bhekuburiakea sarona Aulataʼalaku tee sarona Yerusalem Bhaau to karona. Siitumo o sarona Yerusalem Bhaau mosapona minaaka i sorogaana Kawasana Opuku. Saroku uka bhekuburiakea to karona.
42030d005d	Incema-incema mokotalingana, incia tabeana aperangoi opea ipogauakana Rohi to manga jamaʼa."
42030e00e0	"To malaaʼekatina jamaʼa i Laodikia, burimea mboo sii: Siimo ipogauakana Incia mokosaroakana Aamin, siitumo sakusii momembalina motoparacaea tee mobanara, mobhaa-bhaana minaaka i bhari-bharia giu ipadhaangiana Aulataʼala:
42030f0088	Iaku kumataua bhari-bharia ipewaumiu. Ingkomiu inda umagari tee uka inda umasodho. Tapanamo kalape ande ingkomiu umagari atawa umasodho.
420310009a	Jadi rampaakanamo soo umasodho-sodho, inda umagari tee inda umasodho tee o kaparacaeamiu samuntangamea, sumaimo Iaku bhekubhanakakomiu minaaka i ngangaku.
42031100d4	Ingkomiu upogau, 'Ingkami tarangkaea, abhari o harataamami tee inda tee ikuraakamami.' Garaaka inda usadaria tapanamo kanarakaamiu tee o kadhaangiamiu atomaasiaka inca! Ingkomiu umisikini, umawilo, tee ukalealea.
4203120116	Rampaakanamo sumai kuudhaniakakomiu mamudhaakana uali minaaka i Iaku manga giu incia sii: Bulawa asilii mopadhana irabu tee waa mamudhaakana urangkaea; pakea maputi to upakea tee indaaka umaea roonamo ukalealea; tee lancau to ajampuakea i matamu mamudhaakana umembali upokamata.
4203130075	Manga mia imaasiakaku satotuuna manga incia iudhaniakaku tee ihukumuku. Rampaakanamo sumai, umpuu-mpuumo tee utobamo!
42031400c8	Kamatea! Iaku kukakaro i aroana bhambamiu tee kubhokua. Ande dhaangia o mia morangona suaraku, tee abungkaleakaaku bhambana, sumaimo Iaku bhekupesua kupokawaakea, kasiimpo kukande kupobhawa tee incia.
42031500a8	Incema-incema mokanana bhekuundaakea auncura tee Iaku i bhawona kauncuramakaku, apokana uka tee Iaku mokanana sii kuuncura kupobhawa tee Amaku i bhawona kauncuramakana.
420316006b	Incema-incema mokotalingana, incia tabeana aperangoi opea ipogauakana Rohina Aulataʼala to manga jamaʼa."
42040100e4	Kasiimpo, iaku kukamata saangu bhamba atobungkale i sorogaa, tee o suara mopadhana irangoku i piamo itu, apogau tee iaku mboomo onina sangkakala, pogauna, "Penemo iwe sii, Iaku bhekususuakako manga giu bhemomembalina naile itu."
42040200af	Wakutuu incia sumai uka akuasaiaku Rohina Aulataʼala, kasiimpo kukamata saangu kauncuramaka i sorogaa, tee dhaangia samia o mia mouncurana i bhawona kauncuramaka incia sumai.
4204030096	Rouna mia incia sumai akocahea mboomo tundu yaspis tee tundu sardis, tee saangu ntorouwe mokowaranaana mboomo zamrud mobulilingina kauncuramaka sumai.
42040400e6	I saripina kauncuramaka sumai dhaangia rua pulu pata angu kauncuramaka mosagaanana, tee i bhawona manga kauncuramaka sumai auncuramikia rua pulu pata mia manga mancuana. Manga incia apake pakea maputi tee mahakota bulawa i bhaana.
42040500bc	Minaaka i kauncuramaka sumai apokilati o bhibhito tee suarana bherese mopogunturi. Dhaangia uka pitu angu oboro mororena i aroana kauncuramaka sumai, siitumo pitu angua Rohina Aulataʼala.
42040600d1	I aroana kauncuramaka sumai dhaangia saangu tawo motokamatana mboomo kaca tee arara mboomo kristal. I tanga-tangana kauncuramaka sumai abulilingia pata mbaa mahaluku mobukeakana tee mata i aroa tee i talikuna.
42040700d3	Mahaluku mobhaa-bhaana o bhanguna mboomo singa, mahaluku i rua mbaana mboomo anana sapi, mahaluku i talu mbaana o rouna mboomo maanusia, tee o mahaluku i pata mbaana mboomo manu-manu bunia motangasaana mopolaka.
420408009a	Pata mbaaia mahaluku sumai sumbesumbere akopani nama angu, sainamo i saripina tee i weta i nuncana abukeaka mata. Malo eona manga incia inda aunto apogau,
42040900ac	Wakutuuna pata mbaaia mahaluku sumai alaguaka lagu kapujia tee adhawuaka kahoromati tee kasukuru to Incia mouncurana i bhawona kauncuramaka tee modhadhina saʼumurua sumai,
42040a00e6	rua pulu pata miaia mancuana sii asujumo i aroana Incia mouncurana i bhawona kauncuramaka, tee asomba Incia modhadhina saʼumurua sumai. Kasiimpo manga incia adhika mahakotana samia-samia i aroana kauncuramaka sumai apoose apogau,
42040b00d7	"E Aulataʼala, e Kawasana Opumami, Ingkoo ulaenga utarima kahoromati, kamuliangi, tee kuasa. Roonamo Ingkoomo mopadhaangiana sagala giu, tee minaaka i kapeeluamu uka bhari-bharia sumai adhaangia tee atopadhaangia."
42050100d5	Kasiimpo i lima kaanana mouncurana i bhawona kauncuramaka sumai, kukamata saangu kalulungi mobukeakana kaburi i weta i sambali tee i weta i nuncana. Kalulungina sumai atosegele tee pitu angu segele minaaka i taru.
42050200a9	Iaku uka kukamata malaaʼekati momakaana mpuu bukuna, mogorana tee suara makaa, "Incema buaka molaengana mobungkalena manga segelena tee mobungkalena kalulungina sumai?"
4205030094	Inda dhaangia samia uka, malape i sorogaa, i bhawona alamu, atawa i tambena alamu, momembalina mobungkalena kalulungi sumai atawa mokamatana antona.
4205040087	Sumaimo kutangi kukaʼusuʼusu roonamo inda samia uka ipotibhaakaku molaengana to mobungkalena kalulungi sumai atawa mokamatana antona.
4205050117	Kasiimpo samia minaaka i tanga-tangana manga mancuana sumai apogau tee iaku, "Bholimo utangi! Kamatea, Singa mokokuasana mominaakana i lipuna Yuda tee Kulesena Daud, siitumo siwuluna Raja Daud, akanamo, sabutuna Incia amembali abungkale kalulungina sumai tee pitu angu segelena."
4205060128	Kasiimpo kukamata i tanga-tangana kauncuramaka dhaangia tee pata mbaa mahaluku tee i tanga-tangana manga mancuana sumai akakaro sambaa Anana Dumba mboomo mopadhana motosumbele. Dumba sumai akotandu tee akomata pitu angu, siitumo pitu angua Rohina Aulataʼala mopadhana ilambokona i saangua dunia.
4205070079	Kasiimpo Anana Dumba sumai aumba tee aala kalulungi sumai minaaka i lima kaanana mouncurana i bhawona kauncuramaka sumai.
42050800e0	Wakutuuna kalulungi sumai aalea, asujumo pata mbaaia mahaluku tee rua pulu pata miaia mancuana sumai i aroana Anana Dumba, sumbesumbere akeni kecapi tee mangkona bulawa mobukeakana dhupa, siitumo doʼana manga mia mosaalihi.
4205090115	Manga incia bhari-bharia alaguaka saangu lagu bhaau, mboosii onina, "Ingkoo ulaenga uala kalulungi sumai tee ubungkale manga segelena, roonamo Ingkoo padhamo utosumbele, tee raamu Ingkoo utolosiaka manga incia to Aulataʼala minaaka i bhari-bharia pogau, kaomu, suku, tee lipu.
42050a0099	Ingkoomo mopamembalina manga incia amembali saangu pamarinta tee manga imamu to Aulataʼalata, tee manga incia bhari-bharia bheaparinta i bhawona dunia."
42050b00b0	Kasiimpo kukamata tee kurango rewu-rewuna tee juta-jutana kabharina suarana malaaʼekati. Manga incia abulilingi kauncuramaka tee pata mbaaia mahaluku tee manga mancuana sumai.
42050c00bc	Manga incia tee suara makaa alaguaka pogau incia sii, "Alaenga o Anana Dumba mopadhana isumbele sumai to atarima kakuasa, karangkaea, hikimati, kakaa, kahoromati, kamuliangi, tee kapujia!"
42050d010f	Kasiimpo kurangoa uka bhari-bharia mahaluku i sorogaa, i dunia, i tambena dunia, i tawo, tee bhari-bharia modhaangiana i nuncana apogau, "Sagala kapujia, kahoromati, kamuliangi, tee kuasa saʼumurua to Incia mouncurana i bhawona kauncuramaka sumai tee Anana Dumba sumai."
42050e006c	Pata mbaaia mahaluku sumai uka apogau, "Aamin." Kasiimpo bhari-bharia manga mancuana sumai uka asuju asomba.
42060100f0	Sapadhana incia sumai kukamatamo Anana Dumba sumai abungkale segele mobhaa-bhaana minaaka i pitu angua segele sumai, kasiimpo kurango sambaa minaaka i tanga-tangana pata mbaaia mahaluku sumai apogau tee akooni mboomo suarana guntu, "Maimo!"
42060200c2	Kasiimpo iaku kukamata sambaa ajara maputi, mosawikia akeni saangu pana. Tee incia atodhawuaka saangu mahakota, kasiimpo incia alausaka alingka to ataloaka musuna tee amembali mia inda mototalo.
4206030070	Wakutuuna Anana Dumba sumai abungkale segele i rua anguna, iaku kurangomo mahaluku i rua mbaana apogau, "Maimo!"
4206040110	Kasiimpo alimbamo sambaa ajara mosagaanana; ajara sumai o waranaa maleʼi mboomo rorena waa. Mosawikia atodhawuaka kuasa to apamofuaka kadhaangiana maanusia modhadhina mopomalape i bhawona dunia, sabutuna o maanusia apopekamate, tee atodhawu samata hancu momaoge to incia.
42060500c4	Wakutuuna Anana Dumba abungkale segele i talu anguna, iaku kurangomo mahaluku i talu mbaana sumai apogau, "Maimo!" Kasiimpo kukamata sambaa ajara maeta. Mosawikia akeni timbangana gandum i limana.
42060600e9	Kasiimpo kurango saangu suara mboomo suara moumbana minaaka i tanga-tangana pata mbaa mahaluku sumai, pogauna, "Haragaana sabaa gandum satibha doi pera, tee talu baa jelai sadinar. Maka o mina zaitun tee angguru bholi udhaki-dhakia."
4206070075	Wakutuuna Anana Dumba abungkale segele i pata anguna, kurangomo suarana mahaluku i pata mbaana sumai apogau, "Maimo!"
4206080109	Kasiimpo kukamata sambaa ajara momapuca; mosawikia akosaroaka Mate, tee aosea Alamuna Mia Mate. Manga incia atodhawuaka kuasa to apekamate saparapa miana dunia sii tee hancu, tee balaana kaara, tee panyaki imateaka, tee uka manga binata masega modhaangiana i dunia.
4206090121	Wakutuuna Anana Dumba sumai abungkale segele i lima anguna, iaku kukamatamo i tambena tampana tunuana kurubani dhaangia tee jiwa-jiwana manga mia mopadhana ipekamate rampaakanamo manga incia apakoleleaka Firimanina Aulataʼala tee akeniaka torosu kasakusii momatangka to Anana Dumba sumai.
42060a00da	Manga jiwa sumai agora tee suara makaa, "E Kawasana Opu Mokokuasa, Momangkilo tee Mobanara! Naepia akawa wakutuumu to uʼadili manga mia momboorena i dunia tee udhawu kahukumu to manga incia mopadhana mangapekamatena?"
42060b00e7	Kawasana Opu adhawuakea i manga incia samia-samia satuwu juba maputi tee apogau, "Uponiuntomo sabantara sakawana manga sabhangka mosaʼiimanina tee ingkomiu tee manga witinaimiu bhemotopekamatena mboomo ingkomiu akawa o kabharina."
42060c00d7	Kasiimpo iaku kukamata Anana Dumba sumai abungkale segele i nama anguna. Sabutuna adhaangiamo o lendu momakaa mpuu i dunia. Matana eo amaetamo mboomo kae kadhu tandana kaporona inca tee o bula amaleʼimo mboomo raa.
42060d0097	Manga kalipopo i laiana uka apotiburi i bhawona dunia mboomo manga bhakena puuna ara mangura apotiburi minaaka i puuna wakutuuna ahudhalia ngalu makaa.
42060e007c	Kasiimpo laiana uka amofu mboomo sura motolulungi tee bhari-bharia manga gunu tee manga pulo atopapindamo minaaka i tampana.
42060f0103	Kasiimpo manga raja i dunia, manga kaogesa, manga kapalana suludadu, manga mia morangkaea, manga mia mokokuasa, tee mia mosagaanana malape bhatua atawa o maradhika, manga incia bhari-bharia abuniaka karona i nuncana manga lia tee i manga bhalona bhatu i gunu.
42061000bb	Manga incia aemani i manga gunu tee manga bhatu sumai, "Mangataburimo tee mangabuniakamo minaaka i Incia mouncurana i bhawona kauncuramaka sumai, tee minaaka i pamuruna Anana Dumba sumai!
4206110055	Roonamo akawamo eona pamuruna manga incia, tee incema buaka momembalina mopotaangina?
42070100f0	Sapadhana incia sumai kukamatamo uka pata mia o malaaʼekati akabhale-bhale i pata angua singkuna dunia. Manga incia ataangi pata angua matana ngalu i dunia mamudhaakana inda akongalu, siitumo i ati atawa i tawo atawa uka i manga puuna kau.
4207020103	Kasiimpo kukamata malaaʼekati mosagaanana apene minaaka i timbu. Incia akeni segele minaaka i Aulataʼala o Kawasana Opu modhadhi. Malaaʼekati sumai agora tee suara makaa i pata miaia malaaʼekati mopadhana motodhawuna kuasa to adhaki-dhakiaka ati tee tawo,
4207030095	pogauna, "Bholi udhaki-dhaki ati, tawo, atawa manga puuna kau ande ingkami indapo tadhawu tanda segele i bhawona rouna manga bhatuana Aulataʼalata."
4207040085	Kasiimpo kurangoa uka ande o kabharina mia motosegelena dhaangia 144.000 mia, bhari-bharia aminaaka i sapulu rua sukuna miana Israel,
420705008a	Saasaangu sukuna miana Israel dhaangia 12.000 mia o kabharina motosegelena, Siimo manga suku incia sumai: suku Yuda, suku Ruben, suku Gad,
4207060031	minaaka i suku Asyer, suku Naftali, suku Manasye,
420707002f	minaaka i suku Simeon, suku Lewi, suku Isakhar,
4207080036	minaaka i suku Zebulon, suku Yusuf, tee suku Binyamin.
4207090157	Sapadhana incia sumai kukamatamo abhari mpuu o mia moporomusakana, kabharina manga incia inda dhaangia o mia momembalina molentua, manga incia minaaka i sagala pogau, kaomu, suku tee lipu. Manga incia akabhale-bhale i aroana kauncuramakana Aulataʼala tee i aroana Anana Dumba sumai apake juba maputi tee limana manga incia akeni tawana palem.
42070a0089	Kasiimpo manga incia agora tee suara makaa, "Kasalaamati dhaangia i Aulataʼalamami mouncurana i bhawona kauncuramaka tee i Anana Dumba."
42070b00de	Bhari-bharia malaaʼekati akabhale-bhale abulilingi kauncuramaka sumai apobhawa-bhawa tee manga mancuana tee pata mbaaia mahaluku sumai. Kasiimpo manga malaaʼekati asuju i aroana kauncuramaka sumai tee asomba Aulataʼala.
42070c00a7	Tee manga incia apogau, "Aamin! Bhari-bharia kapujia tee kamuliangi, tee kaʼaarifu tee kasukuru tee kahoromati, tee kuasa tee kakaa to Aulataʼala saʼumurua! Aamin!"
42070d0096	Kasiimpo sala samia minaaka i manga mancuana sumai aabha tee iaku, "Incema manga mia mopakena manga juba maputi sii tee aminaaka i iapai manga incia?"
42070e00d0	Iaku kulawania, "Ingkoomo momataua, opuku." Kasiimpo mancuana sumai apogau, "Siimo manga mia molimbana minaaka i kanarakaa maoge. Manga incia padhamo atapasi jubana tee apekaputia i nuncana raana Anana Dumba.
42070f00e8	Rampaakanamo sumai, manga incia adhaangia i aroana kauncuramakana Aulataʼala, tee alaiania eo tee malo i nuncana Baitulla. Incia mouncurana i bhawona kauncuramaka sumai bheamboore i tanga-tangana manga incia to ajagani manga incia.
4207100082	Manga incia inda bheamaara atawa amatuu bhorokona uka. Kapanena eo atawa o giu momasodhona mpuu uka inda bheapekangau manga incia,
42071100f8	Roonamo Anana Dumba mokabhale-bhalena i saripina kauncuramaka sumai bhemomembalina gembalana manga incia; Incia bhemotondana manga incia i matana uwe modhawuakana dhadhi. Tee o Aulataʼala bheagigisi bhari-bharia lolu minaaka i matana manga incia."
420801007f	Wakutuuna Anana Dumba abungkale segele i pitu anguna sumai, sorogaa amalino inda tee suara kera-kera satanga jamu o kangengena.
4208020086	Kasiimpo iaku kukamata pitu mia malaaʼekati mokabhale-bhalena i aroana Aulataʼala, tee manga incia atodhawuaka pitu angu sangkakala.
4208030132	Samia malaaʼekati mosagaanana, mokenina mangko bulawa to tunuana dhupa, aumba tee akabhale-bhale i saripina meja tampana tunuana dhupa. Incia abhari atarima dhupa to apasombaakea apobhawa-bhawa tee doʼana bhari-bharia mia mosaalihi i bhawona meja bulawa tampana tunuana dhupa i aroana kauncuramaka sumai.
420804006c	Minaaka i limana malaaʼekati sumai ombuna dhupa tee doʼana manga mia mosaalihi apene i aroana Aulataʼala.
420805010c	Kasiimpo malaaʼekati sumai aala mangko bulawa tampana tunuana dhupa sumai. Tee mangko sumai aantokiakea weona waa mominaakana i meja bulawa tampana tunuana dhupa, kasiimpo atudhaakea i dunia. Saanampuu atorangomo nduuna guntu apoose tee bherese, tee akolendumo dunia.
4208060062	Kasiimpo pitu mia malaaʼekati mokenina pitu angu sangkakala sumai amakanumo to atowii sangkakala.
420807013a	Malaaʼekati mobhaa-bhaana atowii sangkakalana, sapadhana incia sumai adhaangiamo waona esi tee waona waa mopojalona tee raa, bhari-bharia sumai atudhaakea i dunia. Sabutuna talu pulu talu parasee o antona dunia sii amangau tee talu pulu talu parasee manga puuna kau amangau tee apekangau bhari-bharia manga rumpu.
42080800ba	Malaaʼekati i rua miana atowii sangkakalana, kasiimpo dhaangia saangu giu mboomo gunu maoge mokarore-rore atudhaakea i nuncana tawo. Sabutuna talu pulu talu parasee o tawo amembali raa,
4208090070	talu pulu talu parasee o mahaluku modhadhina i tawo amate, tee talu pulu talu parasee manga kapala uka ahancuru.
42080a00d4	Malaaʼekati i talu miana atowii sangkakalana, kasiimpo saangu kalipopo maoge mokarore-rorena mboomo oboro akotibu minaaka i laiana tee akangkanai talu pulu talu parasee umala tee matana uwe modhaangiana i dunia.
42080b00b3	Sarona kalipopo incia sumai o Apsintus mokomaʼanana Kapaʼi. Talu pulu talu parasee uwe ikangkanaina i saao amapaʼimo tee abhari o mia momateakea roonamo asumpu uwe incia sumai.
42080c0183	Malaaʼekati i pata miana atowii sangkakalana mosababuakana atobhebhe talu pulu talu parasee o matanaeo, talu pulu talu parasee bula, tee talu pulu talu parasee manga kalipopo, sabutuna talu pulu talu parasee minaaka i bhari-bharia giu incia sumai amalalandamo. Tee mboo sumai, talu pulu talu parasee eo amalalanda, mboo sumai uka o bula tee manga kalipopo wakutuuna amalo inda akocahea.
42080d010d	Kasiimpo iaku kukamata tee kurango sambaa manu-manu bunia tangasaana apolaka malanga i laiana tee apogau tee suara makaa, "Acilaka, acilaka, acilakamo mahaluku momboorena i dunia i wakutuuna talu mia malaaʼekati mosagaanana bheatowii talu angu sangkakala mosagaanana!"
