0100000006	Senesi
3b040200c2	‌ʻOku mou holi kae ʻikai maʻu: ʻoku mou tāmateʻi, mo feinga ke maʻu, kae ʻikai faʻa lavaʻi: ʻoku mou fekeʻikeʻi mo tau, kae ʻikai te mou maʻu, koeʻuhi ʻoku ʻikai te mou kole.
3b04030077	‌ʻOku mou kole, pea ʻikai maʻu koeʻuhi ʻoku mou kole kovi, koeʻuhi ke mou fakaʻosi ia ki hoʻomou ngaahi holi.
3b040400ca	‌ʻAe kau tono fefine mo e kau tono tangata, ʻikai te mou ʻilo ko e feʻofoʻofani mo māmani ko e taufehiʻa ia ki he ʻOtua? Pea ko ia ia ʻoku loto ke kāinga mo māmani ko e fili ia ʻoe ʻOtua.
3b0405008c	He ʻoku mou mahalo ʻoku pehē noa pē ʻae lea ʻi he tohi tapu; “ʻOku holi ki he meheka ʻae laumālie ʻoku nofoʻia ʻakitautolu?”
3b0406009e	Ka ʻoku ne foaki ʻae ʻofa lahi hake. Ko ia ʻoku pehē ʻe ia, “ʻOku tekeʻi ʻe he ʻOtua ʻae laukau ka ʻoku ne foaki ʻae ʻofa ki he angavaivai.”
3b0407006e	Ko ia mou fakavaivaiʻi ʻakimoutolu ki he ʻOtua. Tekeʻi ʻae tēvolo, pea ʻe puna atu ia meiate kimoutolu.
3b040800a5	‌ʻUnuʻunu atu ki he ʻOtua, pea ʻe ʻunuʻunu mai ia kiate kimoutolu. Fakamaʻa homou nima, ʻae kau angahala; pea fakamaʻa mo homou loto, ʻae kau lotolotoua.
3b04090077	Mou mamahiʻia, pea toʻetoʻe, mo tangi: ke liliu hoʻomou kata ko e toʻetoʻe, pea ko hoʻomou fiefia ko e māfasia.
3b040a005b	Fakavaivaiʻi ʻakimoutolu ʻi he ʻao ʻoe ʻEiki, pea ʻe hakeakiʻi ʻe ia ʻakimoutolu.
3b040b0126	‌ʻE kāinga, ʻoua naʻa feleakoviʻaki ʻakimoutolu kiate kimoutolu. Ko ia ʻoku lauʻikovi hono tokoua, pea fakamaauʻi hono tokoua, ʻoku ne lauʻikovi ʻae fono, pea fakamaauʻi ʻae fono: pea kapau ʻoku ke fakamaauʻi ʻae fono, ʻoku ʻikai te ke fai koe ki he fono, ka ko e fakamaau.
3b040c009e	‌ʻOku ai ʻae tokotaha ʻoku ne fokotuʻu ʻae fono, ʻoku faʻa fai ʻe ia ke fakamoʻui pea ke fakaʻauha: ko hai koe ʻoku ke fakamaauʻi ʻae tokotaha?
3b040d00be	Vakai mai, ʻakimoutolu ʻoku pehē, “Ko e ʻaho ni pe ko e ʻapongipongi te tau ʻo ki ha kolo ʻe taha, ʻo nofo ai ʻi he taʻu ʻe taha, ʻo fefakatauʻaki, ʻo maʻu ai ʻae koloa:”
3b040e009d	Ka ʻoku ʻikai te mou ʻilo ʻaia ʻe hoko ʻapongipongi. He ko e hā hoʻomou moʻui? He ko e mao ia, ʻoku hā mai ʻo fuoloa siʻi pe, pea mole atu leva.
3b040f0076	Kae totonu hoʻomou pehē, “Kapau ko e finangalo ʻoe ʻEiki ke moʻui ʻakitautolu, te tau fai eni, pe ko ʻena.”
3b04100063	Ka ko eni, ʻoku mou fiefia ʻi hoʻomou faʻa polepole: ka ʻoku kovi ʻae fiefia pehē kotoa pē.
3b04110058	Ko ia ia ʻoku ne ʻilo ke fai lelei, ka ʻoku ʻikai ke fai, ko e angahala ia kiate ia.
3b05010076	Vakai mai, ʻakimoutolu ʻoku koloaʻia, tangi mo fakatangiloloa koeʻuhi ko e ngaahi mamahi ʻe hoko kiate kimoutolu.
3b05020042	Kuo popo ʻa hoʻomou koloa, pea kuo aneanea hoʻomou ngaahi kofu.
3b050300e4	Kuo ʻumeʻumea ʻa hoʻomou koula mo e siliva; pea ko hono ʻumeʻumea ʻo ia ʻe fakamoʻoni ia kiate kimoutolu, pea ʻe kai ʻe ia ʻa homou kakano ʻo hangē ko e afi. Kuo mou fokotuʻu ʻae koloa ki he ngaahi ʻaho fakamui.
3b050400f2	Vakai, ko e totongi ʻoe kau ngāue, kuo nau tuʻusi hoʻomou ngaahi ngoue, ʻaia kuo mou taʻofia ʻi he kākā, ʻoku tangi ia: pea ko e ngaahi tangi ʻokinautolu kuo fai ʻae tuʻusi, kuo hū ki he telinga ʻoe ʻEiki ʻoe ngaahi tokolahi.
3b05050089	Kuo mou moʻui fakafiemālie kovi, pea holi kovi ʻi māmani; kuo mou fangapesi homou loto, ʻo hangē ko ia ʻi he ʻaho ʻoe feilaulau.
3b05060063	Kuo mou fakahalaia mo tāmateʻi ʻae Angatonu; pea ʻoku ʻikai ke taʻofi ʻe ia kiate kimoutolu.
3b050700f2	Ko ia, ʻe kāinga, ke mou faʻa kātaki, aʻu ki he hāʻele mai ʻoe ʻEiki. Vakai, ʻoku tatali ʻae tangata tauhi ngoue ki he fua lelei ʻoe kelekele, pea ʻoku tatali fuoloa ia ki ai, kaeʻoua ke ne maʻu ʻae ʻuha muʻa mo e ʻuha mui.
3b0508007a	Ke faʻa kātaki foki ʻakimoutolu; ke fakamālohi homou loto: he ʻoku fakaʻaʻau ʻo ofi ʻae hāʻele mai ʻoe ʻEiki.
3b05090083	‌ʻE kāinga, ʻoua naʻa felāungaʻaki ʻakimoutolu, telia naʻa mou malaʻia: vakai, ʻoku tuʻu ʻi he matapā ʻae fakamaau.
3b050a00a0	‌ʻE hoku kāinga, tokanga ki he kau palōfita, kuo nau lea ʻi he huafa ʻoe ʻEiki, ko e faʻifaʻitakiʻanga ʻoe kātaki ʻoe mamahi, mo e faʻa ʻūkuma.
3b050b00f1	Vakai, ʻoku tau lau ʻoku monūʻia ʻakinautolu ʻoku faʻa kātaki. Kuo mou fanongo ki he faʻa kātaki ʻa Siope, pea kuo mou mamata ki hono ngataʻanga mei he ʻEiki; he ʻoku ʻaloʻofa ʻaupito ʻae ʻEiki, pea manavaʻofa ongongofua.
3b050c0107	‌ʻE hoku kāinga, sino ʻoe meʻa ke ʻoua ʻe fuakava, ʻoua [ʻe fai] ki he langi, pe ki māmani, pe ʻi ha fuakava kehe ʻe taha: ka ke “ʻIo” pe, ʻi hoʻomou “ʻIo;” mo “ʻIkai,” [ʻi hoʻomou] “ʻIkai;” telia naʻa mou tō ki he malaʻia.
3b050d0085	‌ʻOku ai ha taha ʻiate kimoutolu ʻoku mamahi? Ke lotu ia. ʻOku ai ha taha ʻoku fiefia? Ke hiva ʻaki ʻe ia ʻae ngaahi saame.
3b050e00a9	‌ʻOku ai ha taha ʻiate kimoutolu ʻoku mahaki? Ke tala ia ki he kau mātuʻa ʻoe siasi; pea ke nau lotua ia, ʻo tākai ʻaki ia ʻae lolo ʻi he huafa ʻoe ʻEiki:
3b050f009e	Pea ko e lotu ʻi he tui, ʻe fakamoʻui ʻe ia ʻae mahaki, pea ʻe fokotuʻu ia ʻe he ʻEiki; pea kapau naʻe fai ʻe ia ha angahala, ʻe fakamolemolea ia.
3b051000b5	Ke fetoutou feveteʻaki hoʻomou ngaahi angahala kiate kimoutolu, pea felotuaʻaki ʻakimoutolu, ke mou moʻui. Ko e lotu fakamātoato ʻoe tangata māʻoniʻoni ʻoku ʻaonga lahi.
3b051100cc	Ko ʻIlaisiā, ko e tangata ia naʻe anga tatau mo kitautolu, pea naʻe lotu fakamātoato ia, ke ʻoua naʻa ʻuha: pea naʻe ʻikai tō ha ʻuha ki he kelekele ʻi he taʻu ʻe tolu mo e māhina ʻe ono.
3b05120066	Pea toe lotu ia, pea naʻe tuku mai ʻe he langi ʻae ʻuha, pea tupu ai mei he kelekele ʻa hono fua.
3b0513005d	‌ʻE kāinga, kapau ʻe hē hamou tokotaha mei he moʻoni, pea fakafoki mai ia ʻe ha taha;
3b051400b4	Ke ʻilo ʻe ia, ko ia ʻoku ne fakafoki mai ʻae angahala mei hono hala kehe, ʻoku ne fakamoʻui ha laumālie mei he mate, pea ʻoku ne ʻufiʻufi foki ʻae ngaahi angahala lahi.
3c00000006	1 Pita
3c01010095	Ko au Pita, ko e ʻaposetolo ʻa Sisu Kalaisi, ki he kakai ʻāunofo kuo fakamovetevete ʻi Ponito, mo Kalētia, mo Kapatosia, mo ʻEsia, mo Pitinia,
3c010200f5	Kuo fili ʻo fakatatau ki he muʻaki ʻilo ʻoe ʻOtua ko e Tamai, ʻi he fakamāʻoniʻoniʻi ʻoe Laumālie, ki he talangofua, pea ʻi he luluku ʻoe taʻataʻa ʻo Sisu Kalaisi: Ke tupulekina pe kiate kimoutolu ʻae ʻaloʻofa mo e monūʻia.
3c010300e0	Fakafetaʻi ki he ʻOtua ko e Tamai ʻa hotau ʻEiki ko Sisu Kalaisi, ʻaia kuo ne fakatupu foʻou ʻakitautolu, ʻo fakatatau ki heʻene ʻaloʻofa lahi, ki he ʻamanaki moʻui ʻi he toetuʻu ʻa Sisu Kalaisi mei he pekia,
3c0104006c	Ki ha tofiʻa taʻefaʻaʻauha, pea taʻeʻuli, ʻo taʻefaʻamae, ʻoku tauhiʻi ʻi he langi maʻatautolu,
3c0105007d	‌ʻAkitautolu ʻoku leʻohi ʻe he mālohi ʻoe ʻOtua ʻi he tui ki he fakamoʻui kuo teu ke fakahā ʻi he kuonga ki mui.
3c01060093	‌ʻAia ʻoku mou fiefia lahi ai, ka ko eni ʻi he ʻaho siʻi pe, ʻi heʻene ʻaonga ke pehē, ʻoku mou māfasia ʻi he ngaahi ʻahiʻahi lahi:
3c010700fa	Koeʻuhi ʻi he ʻahiʻahi ʻa hoʻomou tui, ʻaia ʻoku mahuʻinga lahi ʻi he koula ʻoku ʻauha, ka kuo ʻahiʻahi ia ʻaki ʻae afi, ke ʻilo ia [ʻoku iku] ki he fakamālōʻia mo e ongoongolelei mo e nāunau ʻi he fakahā mai ʻo Sisu Kalaisi:
3c010800c4	‌ʻAia ʻoku teʻeki te mou mamata, ka ʻoku mou ʻofa ki ai; pea ʻoku ʻikai pe te mou mamata ki ai, ka ʻi hoʻomou tui, ʻoku mou fiefia ʻaki ʻae fiefia taʻefaʻaʻauha pea fungani lelei:
3c01090054	‌ʻO maʻu ʻae ngataʻanga ʻo hoʻomou tui, ko e fakamoʻui ʻo homou laumālie.
3c010a008a	‌ʻAe fakamoʻui ko ia naʻe ʻekea mo hakule lahi ki ai ʻae kau palōfita, ʻakinautolu naʻe kikite ki he ʻaloʻofa kiate kimoutolu:
3c010b00ef	‌ʻO nau kumi pe hoko fakakū, pe ko e hā ʻae anga ʻoe kuonga ko ia naʻe lea ki ai ʻae Laumālie ʻo Kalaisi, ʻaia naʻe nofoʻia ʻakinautolu, ʻi heʻene tomuʻa fakahā ʻae ngaahi mamahi ʻo Kalaisi, pea mo e lelei ʻe hoko ai.
3c010c016b	‌ʻAkinautolu naʻe fakahā ki ai, naʻe ʻikai maʻanautolu, kae maʻatautolu naʻa nau tauhiʻi ʻae ngaahi meʻa, ʻaia kuo fakamatala eni kiate kimoutolu ʻekinautolu kuo malangaʻaki ʻae ongoongolelei kiate kimoutolu, ʻaki ʻae Laumālie Māʻoniʻoni naʻe fekau hifo mei he langi; ko e ngaahi meʻa ko ia ʻoku holi ke fakasio ki ai ʻae kau ʻāngelo.
3c010d00b7	Ko ia ke nonoʻo ʻae noʻotanga vala ʻa homou loto, pea leʻo, ʻo ʻamanaki lelei ʻo aʻu ki he ngataʻanga, ki he lelei ʻe ʻomi kiate kimoutolu ʻi he fakahā ʻo Sisu Kalaisi;
3c010e007b	Ke mou ngali mo e fānau talangofua, ke ʻoua naʻa fakatatau ʻakimoutolu ki he ngaahi holi ʻi muʻa hoʻomou taʻeʻilo:
3c010f0083	Kae hangē ʻoku māʻoniʻoni ʻaia kuo ne uiuiʻi ʻakimoutolu, ke māʻoniʻoni foki ʻakimoutolu ʻi hoʻomou moʻui kotoa pē;
3c0110004c	He kuo tohi, [ʻo pehē], “Mou māʻoniʻoni he ʻoku ou māʻoniʻoni.”
3c011100e5	Pea kapau ʻoku mou hū ki he Tamai, ʻaia ʻoku ne fakamaau ʻo taʻefilifilimānako ki he kakai, kae fakatatau ki he ngāue ʻae tangata taki taha, mou fai ke fakaʻosi ʻae ngaahi ʻaho ʻo hoʻomou ʻāunofo ʻi he manavahē:
3c011200c9	Koeʻuhi ʻoku mou ʻilo naʻe ʻikai ke huhuʻi ʻakimoutolu mei hoʻomou moʻui taʻeʻaonga, ʻi he talatupuʻa mei hoʻomou ngaahi tamai, ʻaki ʻae ngaahi meʻa ʻe ʻauha, ko e siliva mo e koula;
3c01130066	Ka ʻi he taʻataʻa maʻongoʻonga ʻo Kalaisi, ʻo hangē ha lami taʻehanoʻila, pea taʻehanomele:
3c01140093	‌ʻAia naʻe muʻaki tuʻutuʻuni moʻoni ʻi he teʻeki fakatupu ʻa māmani, ka naʻe fakahā ia ʻi he kuonga ki mui ni koeʻuhi ko kimoutolu,
3c011500b1	‌ʻAkimoutolu ʻoku tui ʻiate ia ki he ʻOtua, ʻaia naʻa ne fokotuʻu ia mei he pekia, mo ne hakeakiʻi ia; koeʻuhi ke ʻi he ʻOtua ʻa hoʻomou tui mo e ʻamanaki lelei.
3c011600c9	Ko e meʻa ʻi hoʻomou fakamaʻa homou laumālie, ʻi he Laumālie, ʻi hoʻomou talangofua ki he moʻoni, ki he ʻofa taʻeloi ʻoe kāinga, ke mou feʻofaʻaki ʻaki ʻae loto maʻa mo fakamātoato:
3c011700ac	He kuo mou fanauʻi foʻou, kae ʻikai ʻaki ʻae tenga ʻe ʻauha, ka ko ia ʻe taʻefaʻaʻauha, ko e folofola ʻae ʻOtua, ʻaia ʻoku moʻui pea tolonga ʻo taʻengata.
3c011800bf	“He ʻoku hangē ko e mohuku ʻae kakano kotoa pē, pea ko e nāunau kotoa pē ʻoe tangata ʻoku tatau mo e fisiʻi mohuku. ʻOku mae ʻae mohuku, pea ko hono fisi ʻoʻona ʻoku ngangana:
3c01190092	Ka ʻoku tolonga ʻo taʻengata ʻae folofola ʻae ʻEiki.” Pea ko e folofola eni ʻaia ʻoku malangaʻaki ʻi he ongoongolelei kiate kimoutolu.
3c02010080	Ko ia ke liʻaki ʻae fai kovi kotoa pē, mo e kākā kotoa pē, mo e mālualoi, mo e meheka, pea mo e feleakoviʻaki kotoa pē,
3c0202007f	Pea mou holi lahi, ʻo hangē ko e fānau toki fāʻeleʻi, ki he huʻahuhu taʻekākā ʻoe folofola, koeʻuhi ke mou tupu ai:
3c0203002f	He kuo mou kamata ʻoku ʻaloʻofa ʻae ʻEiki.
3c02040084	‌ʻAia ʻoku mou haʻu ki ai, ko e maka moʻui, kuo siʻaki moʻoni ʻe he kakai, ka kuo fili ʻe he ʻOtua, pea ʻoku mahuʻinga,
3c020500e2	Ko kimoutolu foki, ʻoku hangē ko e ngaahi maka moʻui kuo langa hake, ko e fale fakalaumālie, ko e kau taulaʻeiki māʻoniʻoni, ke ʻohake ʻae ngaahi feilaulau fakalaumālie, ʻoku ʻaonga ki he ʻOtua ʻia Sisu Kalaisi.
3c020600b2	Ko ia ʻoku tuʻu ai foki ia ʻi he tohi, “Vakai, ʻoku ou ʻai ʻi Saione ʻae fungani maka tuliki, kuo fili, pea mahuʻinga: pea ko ia ʻe tui kiate ia, ʻe ʻikai mā ia.”
3c020700bc	Ko ia, ʻoku mahuʻinga ia kiate kimoutolu ʻoku tui: ka kiate kinautolu ʻoku taʻetui, “ko e maka naʻe liʻaki ʻe he kau tufunga, ko ia ia kuo ngaohi ko e fungani [maka] ʻoe tuliki,
3c0208009e	Pea ko e maka tūkiaʻanga mo e maka fakaʻita kiate kinautolu ʻoku taʻetui ki he folofola, pea tūkia: ʻaia foki naʻe tuʻutuʻuni ʻakinautolu ki ai.”
3c020900f6	Ka ko e kakai kuo fili ʻakimoutolu, ko e kau taulaʻeiki fakaʻeiʻeiki, ko e kakai māʻoniʻoni, ko e kakai kuo fakatau; koeʻuhi ke mou fakahā ʻae ʻulungāanga lelei ʻo ia naʻa ne ui mai ʻakimoutolu mei he poʻuli ki heʻene maama lahi:
3c020a00a1	‌ʻAkimoutolu naʻe ʻikai ko ha kakai ʻi muʻa, ka ko eni ko e kakai ʻae ʻOtua: naʻe ʻikai ke ʻilo ʻae ʻaloʻofa, ka ko eni kuo ʻilo ʻae ʻaloʻofa.
3c020b00b1	‌ʻOku ou kole atu, ʻe kāinga ʻofeina, ke mou hangē ko e kau muli mo e ʻāunofo, ke taʻofi ʻakimoutolu mei he ngaahi holi fakakakano, ʻaia ʻoku tauʻi ʻae laumālie;
3c020c0106	Pea fai ke lelei hoʻomou moʻui ʻi he ʻao ʻoe kakai Senitaile: koeʻuhi, ʻi ha meʻa ʻoku nau lauʻikovi ai ʻakimoutolu ʻo hangē ko e kau fai kovi, ke nau mamata ki hoʻomou ngaahi ngāue lelei, pea fakamālō ai ki he ʻOtua ʻi he ʻaho ʻoe ʻaʻahi.
3c020d0081	Fakavaivai ʻakimoutolu ki he tuʻutuʻuni kotoa pē ʻae tangata koeʻuhi ko e ʻEiki: pe ki he tuʻi, ʻaia ʻoku lahi taha pe;
3c020e0087	Pe ki he kau pule, ʻakinautolu kuo ne fakanofo koeʻuhi ke tautea ʻae kau fai kovi, ka ke fakamālō kiate kinautolu ʻoku fai lelei.
3c020f0074	He ʻoku pehē ʻae finangalo ʻoe ʻOtua, ke mou fakanoaʻi ʻaki ʻae fai lelei ʻae faʻa launoa ʻae kakai vale:
3c0210009f	‌ʻO taau mo e tauʻatāina, kaeʻoua naʻa maʻu ʻae tauʻatāina ke hangē ko e ʻufiʻufi ʻoe angahala, ka mou hangē ko e kau tamaioʻeiki ʻae ʻOtua.
3c02110073	Fakaʻapaʻapa ki he kakai kotoa pē. ʻOfa ki he kāinga lotu. Manavahē ki he ʻOtua. Fakaʻapaʻapa ki he tuʻi.
3c02120053	‌ʻAe kau tamaioʻeiki, mou fakavaivai ki hoʻomou ngaahi ʻeiki ʻi he manavahē
3c02130085	He ko e meʻa ʻaonga eni, ʻo kapau ʻe kātaki ʻe ha taha ʻae mamahi mo e tautea taʻetotonu, ko ʻene loto [lelei] ki he ʻOtua.
3c021400cb	He ko e hā hono lelei, ʻoka tautea ʻakimoutolu ʻi hoʻomou fai kovi, pea ʻoku mou faʻa kātaki ia? Ka ʻoka mou ka mamahiʻia ʻi hoʻomou fai lelei, pea faʻa kātaki, ʻoku lelei ia ki he ʻOtua.
3c021500b4	He ko e meʻa ia kuo uiuiʻi ʻakimoutolu ki ai: he naʻe mamahi ʻa Kalaisi maʻamoutolu, pea kuo ne tuku mai ha faʻifaʻitakiʻanga kiate kimoutolu, ke mou topuvaʻe taha mo ia:
3c0216005f	‌ʻAia naʻe ʻikai ke ne fai ha angahala, pea naʻe ʻikai ʻilo ha kākā ʻi hono fofonga.
3c021700a4	‌ʻAia naʻe ʻikai ke toe manuki ʻi hono manukia ia; ʻi heʻene mamahi, naʻe ʻikai te ne fakamana; ka naʻa ne tuku ia kiate ia ʻoku fakamaau māʻoniʻoni:
3c021800e5	‌ʻAia naʻa ne fua tokotaha pe ʻi hono sino ʻoʻona ʻetau ngaahi hia ki he ʻakau, koeʻuhi ʻi he ʻetau tauʻatāina mei he angahala, ke tau moʻui ki he māʻoniʻoni: pea ko e meʻa ʻi hono ngaahi ta kuo ko mou moʻui.
3c02190079	He naʻa mou tatau mo e fanga sipi ʻalu hēhē pe; ka kuo mou foki mai eni ki he Tauhi mo e Leʻohi ʻo homou laumālie.
3c030100f6	Ko kimoutolu ʻae kau fefine foki, mou fakavaivai ki homou husepāniti ʻomoutolu; koeʻuhi ka ai ha niʻihi ʻe ʻikai talangofua ki he folofola, ke liliu mai ʻakinautolu foki ʻe he anga ʻoe moʻui ʻae kau fefine, ʻo taʻekau ʻae folofola;
3c0302004e	‌ʻI heʻenau mamata ki hoʻomou moʻui angamaʻa [fakataha] mo e manavahē.
3c03030076	Pea ko honau teunga ke ʻoua naʻa ʻituʻa pe, ʻi he fi ʻoe louʻulu, mo e ai ʻoe koula, mo e ai ʻoe ngaahi kofu;
3c030400b5	Ka [ke teunga] ʻae tangata fufū ʻoe loto ʻaki ʻae meʻa taʻeʻauha, ʻaia ko e loto angavaivai mo angamalū, pea ʻoku maʻongoʻonga lahi ʻaupito ia ʻi he ʻao ʻoe ʻOtua.
3c030500bc	He naʻe pehē foki ʻae teunga ʻaki ʻakinautolu ʻe he kau fefine māʻoniʻoni ʻi muʻa, naʻa nau falala ki he ʻOtua, ʻo fakavaivaiʻi ʻakinautolu ki honau husepāniti ʻonautolu:
3c030600b7	‌ʻO hangē naʻe talangofua ʻa Sela kia ʻEpalahame, ʻo ne ui ia ʻeiki: ko e fānau ʻaʻana ʻakimoutolu, lolotonga hoʻomou fai lelei, mo taʻemanavahē ʻi he manavahē kovi.
3c0307010d	Ko kimoutolu foki ʻae kau tangata, ke mou nonofo mo [kinautolu] ʻo fakatatau ki he ʻilo, ʻo fakaʻapaʻapa ki he uaifi, ʻo taau mo e ipu vaivai, pea ke hangē ko e kaunga hoko mo ia ki he ʻofa fakamoʻui; pea koeʻuhi ke ʻoua naʻa taʻofia hoʻomou ngaahi lotu.
3c03080090	Pea ko hono fakaʻosi, ke mou uouangataha pe, pea femanavaʻofaʻaki kiate kimoutolu, mou ʻofa fakakāinga, mou loto ongongofua, pea angalelei:
3c030900bf	‌ʻO ʻikai totongi ʻae kovi ʻaki ʻae kovi, pe ko e lea kovi ʻaki ʻae lea kovi: kae kehe ke tāpuaki; he ʻoku mou ʻilo kuo ui ʻakimoutolu ki ai, koeʻuhi ke mou maʻu ʻae tāpuaki.
3c030a00b9	He ko ia, “ʻOku loto ke ʻofa ki he moʻui, pea ke mamata ki he ngaahi ʻaho lelei, ke taʻofi ʻe ia hono ʻelelo mei he kovi, mo hono loungutu ke ʻoua naʻa lea ʻaki ʻae kākā:
3c030b0050	Ke afe ia mei he kovi, kae fai lelei ke kumi ʻe ia ʻae melino, pea tuli ki ai.
3c030c00b5	He ʻoku ʻi he kakai māʻoniʻoni ʻae fofonga ʻoe ʻEiki, pea ʻoku ongo kiate ia ʻenau ngaahi lotu: ka ʻoku houhau ʻae fofonga ʻoe ʻEiki kiate kinautolu ʻoku fai kovi.”
3c030d0069	Pea ko hai ia te ne fai ha kovi kiate kimoutolu, ʻo kamou ka faʻifaʻitaki kiate kinautolu ʻoku lelei?
3c030e009f	Pea kapau ʻe mamahi ʻakimoutolu koeʻuhi ko e māʻoniʻoni, ʻoku mou monūʻia: pea ʻoua ʻe manavahē ki heʻenau fakamanavahē, pea ʻoua ʻe puputuʻu;
3c030f00e6	Kae fakaʻapaʻapa ki he ʻEiki ko e ʻOtua ʻi homou loto: pea mou nofo teu pe ke talia ʻi he angavaivai mo e manavahē ʻae tangata kotoa pē ʻe ʻekea ʻakimoutolu ki hono ʻuhinga ʻoe ʻamanaki lelei ʻoku ʻiate kimoutolu:
3c031000bf	‌ʻO maʻu ʻae ʻatamai lelei; koeʻuhi, ʻi heʻenau lauʻikovi ʻakimoutolu, ʻo hangē ko e kau faikovi, ke mā ʻakinautolu ʻoku nau lohiakiʻi ʻa hoʻomou moʻui lelei ʻia Kalaisi.
3c03110087	He ʻoku lelei lahi, ʻo kapau ko e finangalo ʻoe ʻOtua ke pehē, ke mou mamahiʻia koeʻuhi ko e fai lelei, kaeʻoua ʻi he fai kovi
3c031200e4	He naʻe mamahi foki ʻo tuʻo taha pe ʻa Kalaisi koeʻuhi ko e ngaahi angahala, ko e angatonu mā ʻae taʻeangatonu, koeʻuhi ke ne ʻomi ʻakitautolu ki he ʻOtua, kuo fakapoongi ia ʻi he sino, kae fakaake ʻe he Laumālie:
3c0313005f	‌ʻAia naʻe ʻalu ai ia ʻo ne malanga ki he ngaahi laumālie ʻoku ʻi he fale fakapōpula;
3c031400df	‌ʻAkinautolu naʻe talangataʻa ʻi muʻa ʻi he tatali mo e faʻa kātaki ʻae ʻOtua ʻi he ngaahi ʻaho ʻo Noa, lolotonga ʻae teuteu ʻae vaka, ʻaia naʻe fakamoʻui ai ʻa e tokosiʻi i he vai, ko e toko valu pē.
3c031500dc	Pea ko hono tatau moʻoni, ʻaia ko e papitaiso, ʻoku ne fakamoʻui eni ʻakitautolu, (ʻikai ko e siʻaki ʻoe ʻuli ʻoe kakano, ka ko e fakamoʻoni ʻoe ʻatamai lelei ki he ʻOtua,) ʻi he toetuʻu ʻa Sisu Kalaisi:
3c031600a9	‌ʻAia kuo ʻalu ki loto langi, pea ʻoku ne ʻi he nima toʻomataʻu ʻoe ʻOtua; kuo fakamoʻulaloa kiate ia ʻae kau ʻāngelo mo e ngaahi pule mo e ngaahi mālohi.
3c040100c1	Pea ko e meʻa ʻi he mamahi ʻa Kalaisi ʻi he sino koeʻuhi ko kitautolu, ke teuteu ʻakimoutolu foki ʻaki ʻae loto pe ko ia: he ko ia kuo mamahi ʻi he sino, kuo tuku ʻe ia ʻae angahala;
3c04020085	Koeʻuhi ke ʻoua naʻa moʻui ia ʻi hono toe ʻoe ngaahi ʻaho ʻi he sino ki he holi ʻoe tangata, ka ki he finangalo ʻoe ʻOtua.
3c0403013a	He kuo lahi kiate kitautolu ʻae kuonga kuo hili ange ʻo ʻetau moʻui ke fai ai ʻae loto ʻoe kakai Senitaile, ʻaia naʻa tau ʻaʻeva ai ʻi he anga fakalielia, mo e ngaahi holi kovi, mo e inu lahi ʻi he uaine, ʻi he ngaahi kātoanga kai, mo e ngaahi kātoanga inu uaine, mo e fakalielia ʻoe tauhi tamapua:
3c0404007f	‌ʻAia ʻoku nau ofo ʻi he ʻikai te mou [kei] feleleʻi ki he maveuveu lahi faufau ko ia, ʻonau lauʻikovi [ʻakimoutolu]:
3c0405005a	‌ʻAkinautolu ʻe fakamatala kiate ia ʻoku teu ke ne fakamaauʻi ʻae moʻui mo e mate.
3c040600e2	He ko e meʻa ko eni naʻe malangaʻaki ai ʻae ongoongolelei kiate kinautolu foki kuo mate, koeʻuhi ke fakamaau ʻakinautolu ʻi he kakano, ʻo fakatatau ki he tangata, kae moʻui ʻo fakatatau ki he ʻOtua ʻi he laumālie.
3c0407005f	Ka kuo ofi ʻae ngataʻanga ʻoe meʻa kotoa pē: ko ia mou fai fakapotopoto, mo leʻo ke lotu.
3c0408007d	Pea sino ʻoe meʻa ke mou maʻu ʻae ʻofa vela ʻiate kimoutolu: he ʻoku ʻufiʻufi ʻe he ʻofa ʻae ngaahi angahala lahi
3c04090048	Pea fai ʻae fefoakiʻaki ʻekimoutolu kiate kimoutolu ʻo taʻelāunga.
3c040a0096	Pea hangē kuo maʻu taki taha ʻae foaki, ke pehē hono fengāueʻaki ia ʻiate kimoutolu, ʻo taau mo e kau tauhi lelei ʻoe ʻofa lahi ʻae ʻOtua.
3c040b013e	Kapau ʻoku lea ʻe ha taha, ke fakatatau ia mo e folofola ʻae ʻOtua; kapau ʻoku tauhi ʻe ha taha, ke tatau ia mo e mafai ko ia ʻoku foaki ʻe he ʻOtua: koeʻuhi ke ongoongolelei ʻae ʻOtua ʻi he meʻa kotoa pē ʻia Sisu Kalaisi, ke ʻiate ia ʻae fakafetaʻi mo e pule ʻo taʻengata pea taʻengata. ʻEmeni.
3c040c0095	‌ʻE kāinga, ʻoua te mou ofo ʻi he ʻahiʻahi vela ʻaia ʻe ʻahiʻahi ʻaki ʻakimoutolu, ʻo hangē kuo hoko ha meʻa foʻou kiate kimoutolu:
3c040d00a6	Kae fiefia, ko e meʻa ʻi hoʻomou kau ʻi he ngaahi mamahi ʻa Kalaisi; koeʻuhi ʻoka fakahā mai hono nāunau, te mou fiefia foki ʻaki ʻae fiefia lahi ʻaupito.
