0100000018	ഉല്പത്തി
28071100f8	അതുപോലെ നല്ല വൃക്ഷം ഒക്കെയും നല്ലഫലം കായ്ക്കുന്നു; ചീത്തയായ വൃക്ഷമോ ചീത്തഫലം കായ്ക്കുന്നു.
28071200cd	നല്ല വൃക്ഷത്തിന് ചീത്ത ഫലവും ചീത്ത വൃക്ഷത്തിന് നല്ല ഫലവും കായ്പാൻ കഴിയില്ല.
280713009d	നല്ലഫലം കായ്ക്കാത്ത വൃക്ഷം ഒക്കെയും വെട്ടി തീയിൽ ഇടുന്നു.
2807140081	ആകയാൽ അവരുടെ ഫലങ്ങളാൽ നിങ്ങൾ അവരെ തിരിച്ചറിയും.
28071501ad	എന്നോട് കർത്താവേ, കർത്താവേ, എന്നു പറയുന്നവൻ ഏവനുമല്ല, പ്രത്യുത സ്വർഗ്ഗസ്ഥനായ എന്‍റെ പിതാവിന്‍റെ ഇഷ്ടം ചെയ്യുന്നവൻ അത്രേ സ്വർഗ്ഗരാജ്യത്തിൽ പ്രവേശിക്കുന്നത്.
2807160225	കർത്താവേ, കർത്താവേ, നിന്‍റെ നാമത്തിൽ ഞങ്ങൾ പ്രവചിക്കയും നിന്‍റെ നാമത്തിൽ ഭൂതങ്ങളെ പുറത്താക്കുകയും നിന്‍റെ നാമത്തിൽ വളരെ വീര്യപ്രവൃത്തികൾ പ്രവർത്തിക്കയും ചെയ്തില്ലയോ എന്നു പലരും ആ നാളിൽ എന്നോട് പറയും.
280717016f	അന്നു ഞാൻ പരസ്യമായി അവരോട് പ്രഖ്യാപിക്കും: “ഞാൻ ഒരുനാളും നിങ്ങളെ അറിഞ്ഞിരുന്നില്ല; അധർമ്മം പ്രവർത്തിക്കുന്നവരേ, എന്നെവിട്ടു പോകുവിൻ.”
280718015e	ആകയാൽ എന്‍റെ ഈ വചനങ്ങളെ കേൾക്കുകയും അനുസരിക്കുകയും ചെയ്യുന്നവർ ഒക്കെയും പാറമേൽ വീട് പണിത ബുദ്ധിയുള്ള മനുഷ്യനോടു തുല്യനാകുന്നു.
280719012f	വന്മഴ ചൊരിഞ്ഞു, നദികൾ പൊങ്ങി, കാറ്റ് അടിച്ചു, ആ വീടിന്മേൽ അടിച്ചു; എന്നാൽ അത് പാറമേൽ അടിസ്ഥാനമുള്ളതാകയാൽ വീണില്ല.
28071a015e	എന്‍റെ ഈ വചനങ്ങളെ കേൾക്കുകയും എന്നാൽ അനുസരിക്കാതിരിക്കുകയും ചെയ്യുന്നവരൊക്കെയും മണലിന്മേൽ വീടുപണിത മനുഷ്യനോടു തുല്യനാകുന്നു.
28071b011b	വന്മഴ ചൊരിഞ്ഞു, നദികൾ പൊങ്ങി, കാറ്റ് അടിച്ചു, ആ വീടിന്മേൽ അടിച്ചു, അത് വീണു; അതിന്‍റെ വീഴ്ച വലിയതായിരുന്നു.
28071c00cf	ഈ വചനങ്ങളെ യേശു പറഞ്ഞു തീർന്നപ്പോൾ പുരുഷാരം അവന്‍റെ ഉപദേശത്തിൽ വിസ്മയിച്ചു;
28071d00dd	അവരുടെ ശാസ്ത്രിമാരെപ്പോലെ അല്ല, അധികാരമുള്ളവനായിട്ടത്രേ അവൻ അവരോട് ഉപദേശിച്ചത്.
28080100b6	യേശു മലയിൽനിന്നു ഇറങ്ങി വന്നപ്പോൾ വളരെ പുരുഷാരം അവനെ പിന്തുടർന്നു.
280802014d	അപ്പോൾ ഒരു കുഷ്ഠരോഗി വന്നു അവനെ നമസ്കരിച്ചു: “കർത്താവേ, നിനക്കു മനസ്സുണ്ടെങ്കിൽ എന്നെ ശുദ്ധമാക്കുവാൻ കഴിയും“എന്നു പറഞ്ഞു.
2808030115	യേശു കൈ നീട്ടി അവനെ തൊട്ടു: എനിക്ക് മനസ്സുണ്ട്; നീ ശുദ്ധമാക എന്നു പറഞ്ഞു; ഉടനെ കുഷ്ഠം മാറി അവൻ ശുദ്ധനായി.
28080401c6	യേശു അവനോട്: നോക്കൂ, ഇത് നീ ആരോടും പറയരുത്; എന്നാൽ പുരോഹിതന്മാർക്കു സാക്ഷ്യത്തിനായി നീ ചെന്നു നിന്നെത്തന്നെ അവർക്ക് കാണിച്ചു, മോശെ കല്പിച്ച വഴിപാട് കഴിക്ക എന്നു പറഞ്ഞു.
2808050094	യേശു കഫർന്നഹൂമിൽ എത്തിയപ്പോൾ ഒരു ശതാധിപൻ വന്നു അവനോട്:
2808060138	“കർത്താവേ, എന്‍റെ വേലക്കാരൻ തളർവാതം പിടിച്ച് കഠിനമായി വേദനപ്പെട്ട് വീട്ടിൽ കിടക്കുന്നു“എന്നു അപേക്ഷിച്ചു പറഞ്ഞു.
2808070090	യേശു അവനോട്: ഞാൻ വന്നു അവനെ സൗഖ്യമാക്കും എന്നു പറഞ്ഞു.
2808080157	അതിന് ശതാധിപൻ: “കർത്താവേ, നീ എന്‍റെ വീടിനകത്ത് വരുവാൻ ഞാൻ യോഗ്യനല്ല; ഒരു വാക്കുമാത്രം കല്പിച്ചാൽ എന്‍റെ വേലക്കാരന് സൗഖ്യം വരും.
2808090270	ഞാനും അധികാരത്തിൻകീഴുള്ള മനുഷ്യൻ ആകുന്നു. എന്‍റെ കീഴിൽ പടയാളികൾ ഉണ്ട്; ഞാൻ ഒരുവനോട്: പോക എന്നു പറഞ്ഞാൽ പോകുന്നു; മറ്റൊരുത്തനോട്: വരിക എന്നു പറഞ്ഞാൽ വരുന്നു; എന്‍റെ ദാസനോട്: ഇതു ചെയ്ക എന്നു പറഞ്ഞാൽ അവൻ ചെയ്യുന്നു“എന്നു ഉത്തരം പറഞ്ഞു.
28080a01cc	അത് കേട്ടിട്ടു യേശു അതിശയിച്ചു, തന്നെ അനുഗമിക്കുന്നവരോട് പറഞ്ഞത്: യിസ്രായേലിൽകൂടെ ഇത്രവലിയ വിശ്വാസമുള്ള ഒരുവനെ കണ്ടിട്ടില്ല എന്നു ഞാൻ സത്യമായിട്ട് നിങ്ങളോടു പറയുന്നു.
28080b016f	കിഴക്കുനിന്നും പടിഞ്ഞാറുനിന്നും അനേകർ വന്നു അബ്രാഹാമിനോടും യിസ്ഹാക്കിനോടും യാക്കോബിനോടും കൂടെ സ്വർഗ്ഗരാജ്യത്തിൽ പന്തിയിലിരിക്കും.
28080c0186	രാജ്യത്തിന്‍റെ പുത്രന്മാരെയോ ഏറ്റവും പുറത്തുള്ള ഇരുളിലേക്ക് തള്ളിക്കളയും; അവിടെ കരച്ചിലും പല്ലുകടിയും ഉണ്ടാകും എന്നു ഞാൻ നിങ്ങളോടു പറയുന്നു.
28080d0155	പിന്നെ യേശു ശതാധിപനോട്: പോക, നീ വിശ്വസിച്ചതുപോലെ നിനക്കു ഭവിക്കട്ടെ എന്നു പറഞ്ഞു. ആ സമയം തന്നെ അവന്‍റെ വേലക്കാരന് സൗഖ്യം വന്നു.
28080e00f3	യേശു പത്രോസിന്‍റെ വീട്ടിൽ വന്നപ്പോൾ അവന്‍റെ അമ്മാവിയമ്മ പനിപിടിച്ചു കിടക്കുന്നത് കണ്ടു.
28080f00e4	അവൻ അവളുടെ കയ്യിൽ തൊട്ടു പനി അവളെ വിട്ടുമാറി; അവൾ എഴുന്നേറ്റ് അവർക്ക് ശുശ്രൂഷചെയ്തു.
2808100189	വൈകുന്നേരം ആയപ്പോൾ പല ഭൂതഗ്രസ്തരെയും അവന്‍റെ അടുക്കൽ കൊണ്ടുവന്നു; അവൻ വാക്കുകൊണ്ടു ദുരാത്മാക്കളെ പുറത്താക്കി സകലദീനക്കാർക്കും സൗഖ്യം വരുത്തി.
2808110132	അവൻ നമ്മുടെ ബലഹീനതകളെ എടുത്തു വ്യാധികളെ ചുമന്നു എന്നു യെശയ്യാപ്രവാചകൻ പറഞ്ഞത് ഇപ്രകാരം നിവൃത്തിയാകുവാൻ ഇടയായി.
2808120110	എന്നാൽ യേശു തന്‍റെ ചുറ്റും വളരെ പുരുഷാരത്തെ കണ്ടപ്പോൾ ഗലീലാകടലിൻ്റെ അക്കരയ്ക്ക് പോകുവാൻ കല്പിച്ചു.
2808130115	അപ്പോൾ ഒരു ശാസ്ത്രി അവന്‍റെ അടുക്കൽ വന്നു: “ഗുരോ, നീ എവിടെ പോയാലും ഞാൻ നിന്നെ അനുഗമിക്കും“എന്നു പറഞ്ഞു.
280814014b	യേശു അവനോട്: കുറുനരികൾക്ക് കുഴികളും ആകാശത്തിലെ പറവകൾക്ക് കൂടുകളും ഉണ്ട്; മനുഷ്യപുത്രനോ തലചായിപ്പാൻ ഇടം ഇല്ല എന്നു പറഞ്ഞു.
2808150138	ശിഷ്യന്മാരിൽ മറ്റൊരുവൻ അവനോട്: “കർത്താവേ, ഞാൻ മുമ്പേപോയി എന്‍റെ അപ്പനെ അടക്കം ചെയ്‌വാൻ അനുവാദം തരേണം“എന്നു പറഞ്ഞു.
