2800000013	Matiwos Dooshishiyo
3a0104007e	Eshe bísh imets shúútso melakiwotssh imets shúútsoniyere bogtso b́ wottsok'oon Ik'o naay, melakiwotsiyere ayidek't boge.
3a01050094	B́ jamon melakiwotsitse, «Neehe t naay neene, hambets taa neen shuure,» Wee «Taa bísh nih wotitwe, bíwere t naayi wotituwe» bí ettso konshe?
3a01060050	Ik'o b́ naay k'aabo datsanats b́woshor «Melaki jamwots bísh sagadone» etre.
3a01070066	B́ melakiwots jangoshmó «B́ melakiwotsi shayirwotsi B́ gutswotsno taw laluwo woshitwee» bí eti.
3a01080079	B́ naayi jangoshmó, «Ik'ono! n naashi jooro dúre dúroshe b́ beeti, N mengsti gumbonu kááwon bín nk'eezit gumbee,
3a0109008f	Kááwu finono n shuni, morri gondo n shit'i, Manatse tuutson Ik'o neen, n tohwotsiyere bog gene'úwo neesh imet fuuto níats b́ fuuti» etfe.
3a010a0055	Andowere aani, «Doonzono! nee shin shino datsu nk'oons'i, Darwotswere nkishi finnee,
3a010b0048	Bo jametswere t'afitkne, Neemó beetune, Bo jametswere tahok'o s'uwitkne
3a010c0074	Shemok'o boon k'odetune, Bowere tahok'o wonetúnee, Nemó jam aawo woneratsnee, N dúronwere s'uwo deshatse» bíeti
3a010d006c	Ik'o b́ melakiwotsitse, «N balangarwotsi n tufi shirots t gedfetso t k'ano maantsan beewe» bí et konshe?
3a010e0065	Bere, melaki jamwots kashit ash ashuwotssh finosh wosheets Ik'i guuts wotts shayirwotsi woteratsnowa?
3a0201006c	Eshe no shishts keewatse shortarr no dihirawok'o no shishits keew man jango sheengsh kordek'o noosh geyitwe.
3a02020077	Melakiwots weeron keewets aap'o arik wotwtsere, keewan finats jiitsrawonat keewmansho alerawo bísh wotit fayo daatsre,
3a020300dc	Eshe, no kashts kash een wotts keewan no aatsnitka wotiyal aawk'oneya b́ shirotse keshosh nofaliti? Kashaanowere shin shin shishiyo dek'tuutso b́ tookon doonzoniye, bíyoke shishts ashuwotswere ar b́wottsok'o danirne.
3a0204008a	Ik'onwere dabt milkiton, adits keewon, k'osh k'osh aditswotsi woshonat b́ shunok'o b́ imts shayiri S'ayin weeron bo gawts gawo kup'shre.
3a02050050	Ik'o shinomaants weet datsu, no bjango nokeweyiru melakiwots bin boosh kewiratse
3a0206007c	Dab́ S'ayin mas'aafwotsitse ikoke hank'o eteere, «Nee bín n gawitwok'osh asho eebi? Bo kis'o n detsetwok'o ash na'o eebi?
3a02070047	Melakiwotsiyere muk'i ndashiyi Mangonat údi zewdiyo b́ tookats n gedi
3a020800e5	Jam keewo bí ali shirots n woshi.» Jam keewo bí ali shirots b́ woshor, bí ali shirots woshraniyere b́ ooritso eegonwor aaliye. Ernmó and jam keewo b́ fa'ok'on bí ali shirotse b́ beyirwok'o andish b́borfetso be'afa'one.
3a020900b0	Andomó muk' aawush melakiwotsiyere muk'i dashan teshts k'iri gond bek'o b́daatstsosh mangonat údi zewdiyo kurdek'tso Iyesusi bek'etwone, bí Ik'i s'aaton no únetssh k'irre.
3a020a0097	Jam keewo bínat b́tookish azdek'ts Ik'o ay nana'úwotsi mangomants dowosh bo kashit weero jishitwo Iyesusi gond bek'on s'een b́ wotitwok'o b́woshi.
3a020b00a2	Ashuwotsi S'ayin woshitwonat b́weeron S'ayin wotts ashuwotswere nih iko nana'úwotsiye, manatse tuwtson Iyesus bonowere «T eshwotsiye» err s'eegosh jitseratse.
3a020c007d	Mansh S'ayin mas'aafwotsitse «N shúútso tieeshwotssh keewitwe, Ashuwots bokakwetsokee botaalotse dubon neen uditwe» etre.
3a020d0080	Mank'o «Taa bí ats t imneitiyo juwitwe» etre, Ando aani «Hamb eshe taanat Ik'o taash b́imts nana'awotsn hanok noone» etre.
3a020e00ab	Mansh nana'anots meetsonat s'atson detsk ash bowottsotse Iyesuswere bokok'o ash b́wotiye, man b́ k'alwere b́ k'irtsatse tuutson k'iratse al detstso dablosi t'afiyoshee.
3a020f005a	Mank'o k'ir shati jangosh bo dúr jamo guuts wotat kéweyat beyirwotsi aaniy kewdek'oshee.
3a02100040	Iyesus shuno, melakiwotsi b́ woterawo, Abraham naaro tep'oshee.
3a021100a8	Mansh jam keewo bí eshwots kok'o woto bísh geyife b́teshi, mank'oon ashuwots morro orowa etosh Ik'osh finosh amanetsonat maarts kahni naashwotsatsi k'aabo b́wotiye.
3a02120046	Bí b́ tookosh fadeyat gondo b́bek'tsotse fadeyrwotsi tep'o falitwe.
3a03010088	Darotse iti s'eegetsman kayitu wotts S'ayin amantsuwotso! no imneti kahni naashwots k'aab'onat Ik'o woshtso Iyesusats it aawo gerde'ere.
3a0302005d	Muse Ik' maa jamatse amanek b́ teshtsok'o Iyesuswere bín naashits Ik'osh amaneke b́ teshi.
3a03030060	Maa agtso mooniyere bog mango b́detstsok'owa Iyesus Museyiyere bogts mango daatso bísh geyife.
3a0304003f	Maa ik iko bín agts asho detsfe, jam keewo agtsonmó Ik'oniye.
3a0305005f	Shinomaants keewu geyit keewosh gaw b́wotitwok'o Muse Ik'i maa jamatse amanek guutse b́teshi.
3a030600c6	Krstosmó Ik'o maantse amanetso b́wot na'ok'o wotatniye, b́moonwere noone, b́ moo nowotitwere bí'ats no amanit keewonat arikon bín detsfone err bín noit'irwo nojangtso kup'ide desh nodek'oree.
3a03070044	Eshe S'ayin shayiro bí'etirwok'on «Hambets b́ k'ááro it shishor
3a03080047	Worwotse taan it fador ti'ats it tuutsok'o It nibo k'aztsi woshk'ayere,
3a03090061	Hansh it nihots taan bo fadi taanton bo weed'eyi Hab natosh tk'altsonowere bobek'i» etfe Ik'oni.
3a030a006c	«Mansh man dúri s'ootwotsi t fayere, ‹Bonibo jam aawo b́sheliri, T weerindonowere danatsne› ti eti.»
3a030b0062	Aaninwere, «‹Taa boosh ti imet kashdek'et beyok b́ jamon kindratsnee!› etaat Fayat taarre.»
3a030c0067	Ti eshwotso! ititse beyat beyiru Ik'atse wokit gondonat amaneraw nibo b́ deshawok'o it atso korde'ere.
3a030d0089	Eshe, ititse morron dasheyar b́ nibo k'aztsi b́ woshrawok'o «Hambetsa» et s'eegets aawo b́ befetsosh aaw aawon it atsatsewo izewere.
3a030e0080	Shin shin no detstso no imnetiyo b́s'uwi aawo b́borfetsosh kup'de deshnodek'etka wotiyal Krstosnton bano kayitwotsi wotitwone.
3a030f007e	Manwere «Hambets b́ k'ááro it shishor Weri gondi dúrmanor it k'altsinaaro it nibo k'aztsi woshk'ayere» et keewetsok'one.
3a03100084	Wotowa bako b́ k'ááro boshishyakon gondat k'aztsmanots konotsne boteshi? Boon Muse jishdek't Gbs'itse dek' b́keshtswotsiwoshná?
3a03110073	Ik'o nibo hab nati s'eeno k'úúnit teshtswots konotsne? Morro finat boere boduuno worwotse dihit oortswotsiwoshna?
3a0312007f	Eshe bísh aleratse eteets manotsi b́ wotiyalabako «T kashdek'i beyok kindratste» et boats b́ taartswots konotsne bo teshi?
3a0313003f	Eshe kindo bomaaw amano bok'aztsatse tuutson b́ woto bek'rone.
3a040100c4	Eshe, bí noosh b́ imetu kashdek'i beyokok kindosh noosh jangiyetso andoor b́besherafa'otse ititse konúwor kashdek'i beyok manok kindo b́ datsrawo b́ oorerawok'o nounetswor no'atso korde'one.
3a04020086	Sheeng doo shishi keewo bo boshishtsok'o noowere shishrone, ernmó bo boshishts aap'o amanat dek'o bok'aztsotse boosh eegor k'alratse.
3a040300df	B́ fino, shin datsu bí azor tuut s'uuk b́wotiyalor, «Taa boosh ti imet kashdek'okok b́jamon kindratsno etaat fayat taarre» bí ettsok'on andoor no bín amanirwots Ik'o noosh b́ imet kash dek'i beyokmanits kinditwone.
3a04040067	Beyok ikoke shawatl aaw jangosh, «Ik'o b́ fin jamáátse shawatl aawotse kashb́dek'i» ett guut'ere.
3a0405004f	Mank'owere hanoke aani «Taa ti imts kashdek'okok b́ jamon kindratsnee» etfe.
3a040600ac	Doo shishiyets keewman shin shin shishtswots bísh alewo bok'aztsotse boosh imet kashdek'ok manok kindratsnee, b́wotefermó manits bokinditwok'owa eteets ik ikwots fa'ane.
3a040700c8	Manwere shin shin eteetsok'on «Hambets b́ k'ááro it shishor, it nibo k'aztso k'ayere.» et Ik'o ay dúroniye il Dawit weeron b́ keewts aap'o «Hambetsa» ett s'eegts aawo k'osh aawo Ik'o beezree.
3a0408006e	Iyasu boosh kashdek'o imre wotink'e, Ik'o ando aaniy «Hambetsa» err k'osh aawi jango keewrawnk'ee b́ teshi.
3a04090035	Eshe Ik'i ashuwotssh sanbat aawi kashdek'o oor fa'ee.
3a040a0066	Ik'o b́ finatse kashb́dek'tsok'o mank'o Ik'o b́ imet kashdek'ok kinditwo b́ finatse kashdek'etwee.
3a040b0064	Mansh konwor ashmanots ale k'azi areyo shoyde b́ dihrawok'o, Ik'oki kashdek'ok kindosh kup'de'oone.
3a040c00e3	Ik'i aap'otso beyat beek wotat aaninwere finkee, git weeron shash detsts shikoniyere bogts shashe, kashonat shayiron, shas'onat jeemplon b́ galeefetsosh k'ut'itkee, nibi gitsotse ááshts hasabinat tewnon p'ec'de'er angshitkee
3a040d008b	Ik'o shinatse ááshit azeetso eegonwor aaliye, bí ááwatse jam keewo sháánonat araats wotarr be'etke, noowere no aatet b́ shinaatsne.
3a040e00be	Eshe daarwotsits k'ut'beshat dambaan daromaants amkindts eeno kahni naashwotsatsi k'aabo nodetstsotse no imnetiyo kup'ide'er deshde'one, kahniwotsatsi naashi k'aabonwere Ik'i na'o Iyesusiye.
3a040f0095	No nodetsts kahni naashwotsatsi k'aabo noo angi maawatse noosh maac' k'ew falitke, bí jamkeewon nokok'oye b́ fadeyi, wotowaere iku morro fineratse.
3a0410007c	Eshe mhreto daatsr tep'o noosh b́geyit aawon s'aato nodaatsitwok'o s'aato b́daatsetwok Ik' be joorok ik shatalon t'iinone.
3a0501008b	Kahniwotsatsi naash ik iko ashuwotsitse galeyar Ik'onton gonkit kis'aatse ashuwots shegro wotaarr mebonat wosho t'intsosh b́ naashiyefoni.
3a05020058	Bí b́tookon maawk b́detstsotse dartswotsnat sheeltswotsi maac' k'ewon s'iilo falitwe.
3a05030095	Bí b́ tokooshor maaw ash b́wottsatse tuutson morrosh oorowe eto daatsitwosho t'intso bín b́ geyit ashuwts s'uzsh b́woterawo b́ tookishorniyee.
3a05040050	Aronkok'o Ik'on s'eegetso b́ wotiyala bako konwor manghan b́tookon daatsratse.
3a050500bb	Krstoswor mank'o b́ tookon kahniwotsatse naash k'aabo woti mango de'atse, ernmó bí kahni naashi k'aab wotimango b́ datsi, «Neehe t na'o neene, Taa hambets neen shuure» etts Ik'okne.
3a0506005c	K'osh beyokoknowere Ik'o, «Melkes'edik' naashtsok'o Neehe dúre dúrosh kahni neene» etfe.
3a050700b3	Ash wotat datsnatse b́ beyor, Iyesus k'irotse bín kashiyosh falit Ik'o maants een k'aaronat ay aac'uwo kuut'fetst Ik'o b́ k'oni, Ik'o b́shattsosh b́ k'ontso Ik'o b́ k'ebiye.
3a0508004b	Ik'o naayi wotk'ay b́wotiyalor b́ bek'ts gond bek'atse aleyo danb́dek'i.
3a0509004b	S'een wotat b́datseyakon aleyiru jamwots dúre dúron b́weeron kashitune.
3a050a0053	Manwere Ik'o Melkes'edik' kahani naashok'o naashi k'aab woshdek't bín b́ naashiy.
3a050b006b	Keewan jangosh tkeewit keewo ay fa'ee, ernmó t'iwintsdek'osh falitk woto it k'aztsosh itsh daniyosh mange.
3a050c00c1	Andish b́ borfetsosh it danifwotsi woto faliyank'te b́ teshi, ernmó Ik'i aap'o shints dano itsh aani danitwo k'osh asho geyife, mansh mank'oon eshe itsh geyitwo ez goora bako kup' mishaliye,
3a050d006d	Ez goor mec'ron beyiru jamo na'i marmat' b́ wottsotse sheeng keewonat gond keewon galdek'i dano dande'afa'e.
3a050e005a	Kup' misho boosh b́geyitswotsmó sheegonat gondon galdek'i doy detsts ash een eenwotsiye.
3a060100b8	Eshe Krstos jangosh shin shin noosh imets danman shuutsomaants k'ayik'rar, s'een wottso maants beshone, k'irts finatse naandrone err Ik'o amnon neediyetsatsere tuur aani need'ik'ayone,
3a0602007d	Ikinwere aatsots gupi jango, ashaats kish gedo, k'irotse tuwi jango, dúre dúr angshi jangosh wotit dano aani need'ik'ayone.
3a0603001c	Doonzon tooh han k'alitwone.
3a060400c1	Bo imnetiyo k'az k'rts ashuwotsi Ik'o mandan aaniyosh faleratse. Ashaanots haniye shin shááno bek'rne, daratsnowere imeyiru imo shawshdek'rne, S'ayin shayratse kaydek'tswotsi woterne boteshi.
3a0605003b	Ik' sheeng aap'onat weet dúri angon shawshdek'rne boteshi,
3a060600ae	Jamaniyere il bo imnetiyatse shuutso maants boaanitka wotiyal bo botookon Ik'o Na'o aani jitetwotsnat ash shinatse bín bo ketitwotse boon naandre etomnadan aainyo faleratse.
3a06070083	Ayoto bi'atsats oot'iru awsho ushiru datsu, bí'ats maay shookts ashuwotssh k'awnts detstso imiru datsu deero Ik'oke daatsitwaniye.
3a0608008d	Angitsonat daaz angitson b bos'itka wotiyalmó k'awnts deshake bwotiti, kárn aawotsnowere c'asheetwane, b s'uwonwere tawon mis'e b́ wotiti.
3a06090081	Shuneets eshwotso! dab mank'o tkeewiyalorni, it itkashit kasho dowet k'ants keewo it detsdek'tso arik b́wottsok'oniye no dankee.
3a060a0082	Ik'o kááwon angshkee, mansh it fintsonat shinowere andowere s'ayinwotsi tep'osh b́shúútsosha etaat it kitsts shuno bateratse.
3a060b0085	It unetswor jangdek'at it kotiru keewo desh itdek'fetsosh kup'arr b́ s'uwi aawo b́ borfetsosh it kup'o it kitsitwok'owe noteewniri,
3a060c008b	No tewnirwere bo imnetiyonat k'amoon kup'arr boosh jangiyets keewo naatet ashuwotsi it aritwok'owa bako jik' mangwotsi it wotitwok'owaliye.
3a060d007d	Ik'o Abrahamsh b́ jangiwor bín b́ taaritwo b́ tookoniyere bogo k'osho konwor bí altsotse hank'o ett b́tookon b́ taari,
3a060e002d	«Arikon neen deritwe, nnaronowere ayituwe.»
3a060f0033	Abraham k'amoon kott bísh jangiyets keewo daatsre.
3a0610008a	Ash ashuwots bo taaror boyere bogts shúútsone bo taarfoniye, bo keewonowere taaron kup'irr bo dagotse fa'a moosh jamonowere bo ishfooni.
3a06110084	Eshe mank'oon Ik'o b́ keewts keewo wonerak b́wottsok'o kitsosh geeyat b́ jangitso naatetwots b́ jangits taaro boosh b́ kup'iyi.
3a0612010d	Ik'o hank'on wonerawotsnat bo jangosh b́ kooraw git keewwotsi, manotswere jangiyonat taaron noosh imre, git keewanotsatse tuutso no shinatse fa'o noosh b́ jangitso kup'shr desh dek'o nofalitwok'o, ááshoko daatsosh b́ maants wos'tswots no een angikup'o daatsitwone.
3a0613008e	Jangeyirwan no kashosh shek'eraw kup' wotts mehlik'iya eteetsok'oyiye, Iyesusn no jangts jango Ik' meyitsi degoniyere beshar gitsots kinditwe.
3a06140081	Beyok manokowere kahni naasho Iyesus Melkes'edik'kok'o dúre dúrosh kahaniwotsats naashi k'aabok'o wotat no shegro shino kindre.
3a070100b0	Melkes'edek'hanwere Salem nugúsonat jamoniyere bog wotts Ik'osh kahniye b́ teshi, Melkes'edek'uwere Abraham naash naashwotsi da'at bí aanor weerindatse bín gonkat b́deeri.
3a070200b8	Abrahamwere b́detsts jamotse tatslo kishdek't bísh b́ ími, Melkes'edek' shúútsi bits shintso «kááw Nugúsa» etee. Bíwere «Salem Nugúsee» han etonu «Jeeni Nugúsa» etee.
3a070300e4	Melkes'edik' daneets nihonat indun b́detstsok'o guut'etsotse daneets shuweyi s'ap'o deshatse, b́ dúri tuwokonat b́ kashi geenzo s'uwoko deshatse, Melkes'edik'an Ik'o Naaykok'o ariyetso dúre dúrosh kahni wotatniye b́beeyi.
3a07040093	Ashaan aawk'o een b́wottsok'o s'iilere, shints nihwotssh nih wottso Abraham woor dab kes'oke biik'b́dots keewatse tatslo kishdek'tniye b́ imiye.
3a07050087	Kahni finats beezeyiru Lewi naarotse ash ashuwotsitse, Abraham naaratse, man etonwere bo eshwotsatse tatslo bodek'etwok'o nemo azazere.
3a07060072	Melkes'edik'man dab Lewiwwots naar woto b́ k'azalor Abrahamoke tatslo dek're, bísh jangiyetso Abrahamnor derree.
3a07070043	Muk'efo biyere eeno kishatse deero b́ dek'etwok'owo aato deshatse.
3a0708007c	Tatsl dek'irwots ik weeron k'irtke wotkne, k'oshweeronmó tatsl dek'irwo kashon b́ beetwok'o bísh gawetso Melkes'edik'iye.
3a0709009f	Melkes'edek' Abrahamnton b́gonkeyor Lewi b́nih Abrahamatse b́ shwerafa'otse tatsl dek'o bísh b́geyitso Lewi b́ tookosh Abraham weeron tatslo dashre etee.
3a070b00d0	Ashuwotssh nemo ime Lewi kahaniyo weerone, Lewawino etefanoots kahni weeran s'een woto daatsere wotink'ere Aron kahny naasho b́woterawon Melkes'edik' naash detstso k'osh kahniyo b́woo geyirawnk'ee b́teshi,
3a070c0040	kahani fino b́ woneewor nemonwere bínton towaar wonewo geyife.
3a070d0074	Jaman b́ jangosh keewets kahniyo k'osh naare, han naarotse konwor wosht'intseyiru t'arap'ezoke t'int fintso aaliye.
3a070e0081	No doonz Yhud naar b́ wottsok'o daneke, b́ wotefere Muse kahniwots jango b́ keewor Yhud naaro s'iilt b́ keewtso eegor aaliye.
3a070f0050	Keewan ayide sháánr b́datsetiye k'osho Melkes'edik'kok'o kahniyo b́ tuworee,
3a0710005d	Bí kahni woti naasho b́ dek', b́kash genzi s'uwoko deshawona bako naaron waats nemonaliye.
3a07110053	«Melkes'edik' kahani b́wottsok'o nee dúre dúrosh kahni neene» et bísh gawere.
3a07120049	Shin eteets tzaziyo nef wotat k'awntsalk b́ wottsotse bín shaark'reree.
3a07130075	Muse nemon ik keewonwor s'een wotofalratse, andmó Ik'ok b́ weeron t'inosh nofalitwo k'antso nojángtso noosh imere.
3a07140065	Haniyere okoon kahniyan Ik'i taaralon wotkaliyee, haniyere shino kahni wottsmanoots taaralone bowoti.
3a071500a4	Iyesusmó kahni b́wot Ik'o b́ taartsotsnee, manwere «Doonzo ‹Neehe dúre dúrosh kahni neene› ett taarre, bíasabiyo woneratse» ett b́ jango keewetsok'one.
3a07160042	Taarmanatse tuutson Iyesus taaron kindeets k'antsosh wusho wotere.
3a0717006d	K'iratse tuutson kahni iko b́wonerawon b́finatse beyo b́falrawotse shints kahniwots bo taawo aye b́teshi,
3a07180045	Iyesusmó dúre dúrosh beyirwo b́ wottsotse b́ khnetiyo woneratse.
3a0719008c	Mansh bo jangosh Ik'o k'onosh dúre dúrosh beyar beetwo wotar b́betwotse b́weeron Ik'o maants weetu jamwotsi b́ jamon kashiyosh falitwe.
3a071a008b	Hank'o S'ayino, ik kiimo bíyatse aaltso, s'ayino, morretswotsitse gaaletso, dari aboniyere eents kahniwotsatse naashi k'aabo noosh geyife.
3a071b00bc	Bí kahni k'oshwotskok'o shino b́ took morrosh, ilowere ash ash morrosh aaw aawon wosho t'intso bísh geyiratse, b́ tooko wosh woshdek't b́ t'intsor han aaniy b́geyirawok'on ishbazree.
3a071c0098	Nemo kahniy naash woshdek't b́ naashitswots maaw ashuwotsiye, nemoniyere ili waatso taaron keweetsonmó dúre dúrosh s'een wottso Ik'o naayi naashire.
3a0801008f	Eshe bojangatse nokeweyiru keewwotsitse bog keewo haniye, darotse Ik' eeno jori k'ani aaromantse beyirwo hank'o kaheniyi naash k'aabo detsfone.
3a08020080	Bí b́ finit S'ayin beyok arik wotts k'ewoko dunkaniyotse, dunkaniyan b́ k'oons'eyiye ash kishon b́woterawon doonzo kishonee.
3a08030080	Kahni naasho ik ikon b́naashiye imonat woshon b́t'intsitwok'owe, mansh kahniyanwere b́t'intsitwo ik keewo detso bísh geyife.
3a08040069	Nemok'on Ik'osh imetso t'intsit kahniwots bofa'otse bí datsatsa wotink'ere kahniyo woterawnk'e b́teshi,
3a080500d4	Kahniyanots bo finirwo dunkani darotse fa'aman ariyonat b́ s'ilal mec'ree, man b́wotwere Muse gofu bí agoor, Ik'o «Guri abaatse neesh b́ be'etsok'on jam keewo t'iwintson finowe» ett bísh b́ keewtsok'onee.
3a08060097	Andmó Iyesus dag taalotse manitso b́ wotts taaro beshts nat taaratse bogonat k'ants jangiyetswotsats need'iyetso b́ wottsotse bísh imets fino boge.
3a0807005e	Shin kindeets taaro shapo deshawo wotarr b́datseyink'ere gitlo taareyo geyirawnk'ee b́teshi.
3a080800a0	Ik'o bí ash ashaatse shapo b́beyo kitsfetst hank'o etfe, «Hamb, Israe'el ash ashuwotsnat Yihud ash ashuwotsnton Handron notaaret aawo weetwe» etfe Doonzoni.
3a080900ab	Taaranwere Gbs'itse bokisho detsdek'at boon tkishoor bo nihotsnton t taaretsok'oyiyaliye, bo taanton bo taaretsats bo kup'erawotse taawere boon aatsni tk'ri etfe Doonzoni.
3a080a00c4	«Eshe, haniyhakon Israe'el dats ash ashonton T taaret taaro hank'owiye etfe Doonzoni, Taa tnemone bo tookots beezitwe, bo nibotsowere guut'etwe, Bo Ik'onowere wotitwe, Bowere tiashwotsi wotitune.
3a080b008a	‹Doonzo dande'e› err k'osh ashosh wotowa bí eshwsh daniyitwo konwor beeratsye, Muk'aatse tuur eenok b́borfetso jametso taan danetwe,
3a080c0042	Bonandosh oorowe eteetwe, Bomorronowere haniyak boats taawratse.»
3a080d006c	Haniyak «Handr taara» bí etor shints taarman nat woshre etee, mansh nat jamo b́ t'afit aawo t'iinwtsere.
3a09010052	Shin taarets, Ik' ik'iyi fini niwonat datsatsi Ik' Ik'iiyef beyoko detsfe b́teshi
3a090200a7	Git k'aat'wotsi detsts dunkaniyu k'andek'rane b́teshi. C'eeshi gedokunat, woshi tusho bíyats b́beef t'arap'ez detsts shints maa kayu «S'ayinoki» eteefuni b teshi.
3a09030052	Gitl magarajiwoniyere jiik'o maantse gitsitsi kayu «S'aynat S'ayintsu» eteefuni.
3a0904011f	Dunkani kay gitsitsts hanitse awntson dozets it'ano bíyats s'uwiyeyiru t'arap'ezonat, awntson futets taari taboto biitse fa'ebte b́tesh, taari tabotaniitse mano biitse detsts awntsi mosobiynu, atáát teshts Aron gumbu, nem tatswotsi bí'ats guut'ets gashets shútswots fa'ano boteshi.
3a0905008b	Taabotatse fa'a morr t'afitwo bo bangon ipiru mangts Kirubeliwots fa'ano boteshi, ernmó jam keewanots jango and ik ikon keewo falratsonee.
3a0906006b	Hank'on jam keewo k'an b́wtsiyakon kahniwots bo fino s'eentsosh dunkany shintsi kayuts uni aawo kinditune.
3a090700da	Gitl gitsitsi k'at'uts kinditwonmó kahniwotsats naashi k'aabo s'uziye, b́ kinditwere worwototse ik aaw s'uziye, bíye b́ took jangonat ash asho dáron b́fiints morrosh b́ t'intsit s'atso desh b́de'aawo kindratse.
3a09080093	Dunkani k'at' shintsu b́ befetsosh S'ayinat S'aynu maants daamet weerindo andoor k'esheerafa'a b́wottsok'owo S'ayin shayiro hank'one b́ kitsiri.
