010000000e	Kĩambĩrĩria
24011200d2	Betha kana thahabu ciao itikahota kũmahonokia, mũthenya ũcio wa mangʼũrĩ ma Jehova. Thĩ yothe ĩkaaniinwo na mwaki wa ũiru wake, nĩgũkorwo arĩa othe matũũraga gũkũ thĩ nĩakamaniina o rĩmwe.”
240201005c	Mwĩcookanĩrĩriei hamwe, mwĩcookanĩrĩriei hamwe inyuĩ rũrĩrĩ rũrũ rũtarĩ thoni.
24020200f7	Mwĩcookanĩrĩriei mbere ya ihinda rĩrĩa rĩtuĩtwo gũkinya, mũthenya ũcio ũmũkorerere ta ũrĩa mũũngũ ũmbũragwo nĩ rũhuho, mbere ya marakara mahiũ ma Jehova mamũkore, mbere ya mũthenya ũcio wa mangʼũrĩ ma Jehova kũmũkora.
24020300db	Cariai Jehova, inyuĩ andũ othe arĩa enyiihia a bũrũri, inyuĩ arĩa mwĩkaga ũrĩa aathanĩte. Mwĩcarĩriei ũthingu, mwĩcarĩriei kwĩnyiihia; no gũkorwo nĩmũkagitĩrwo mũthenya ũcio wa marakara ma Jehova.
24020400c6	Itũũra rĩa Gaza nĩrĩgatiganĩrio, narĩo itũũra rĩa Ashikeloni rĩanangwo. Andũ a Ashidodi makaarutũrũrwo mũthenya barigici, narĩo itũũra rĩa Ekironi rĩthario ta mũtĩ ũkũmunywo.
24020500ed	Inyuĩ arĩa mũtũũraga ndwere-inĩ cia iria, o inyuĩ Akerethi, kaĩ mũrĩ na haaro-ĩ! Ndũmĩrĩri ya Jehova nĩ ĩgũũkĩrĩire, wee Kaanani, bũrũri wa Afilisti. “Nĩngakũniina, na gũtirĩ mũndũ o na ũmwe ũgaatigara.”
2402060096	Bũrũri ũcio ũrĩ ndwere-inĩ cia iria, o kũu Akerethi matũũraga, gũgaatuĩka kũndũ gwa gwakwo ithũnũ cia arĩithi, na ciugũ cia ngʼondu.
24020700cf	Bũrũri ũcio ũgaatuĩka wa matigari ma nyũmba ya Juda; kũu nĩkuo makoona ũrĩithio. Hwaĩ-inĩ magaakomaga nyũmba cia Ashikeloni. Nake Jehova Ngai wao nĩakamamenyerera, na atũme magaacĩre rĩngĩ.
2402080082	“Nĩnjiguĩte irumi cia Moabi na inyũrũri cia Aamoni, acio maarumire andũ akwa na makĩĩhĩta gũũkĩrĩra bũrũri wao.”
2402090180	Jehova Mwene-Hinya-Wothe, Ngai wa Isiraeli, ekuuga atĩrĩ, “Ti-itherũ o ta ũrĩa niĩ ndũũraga muoyo-rĩ, Moabi gũgaatuĩka o ta Sodomu, naguo bũrũri wa Aamoni ũtuĩke ta Gomora, kũndũ kwa riya, na marima ma cumbĩ, kũndũ gũtakũraga kĩndũ kuuma tene. Matigari ma andũ akwa nĩmakaamataha; nao andũ a rũrĩrĩ rwakwa arĩa makaahonoka nĩmakagaya bũrũri wao.”
24020a0086	Maũndũ macio nĩmakamakora nĩ ũndũ wa mwĩtĩĩo wao, na nĩ ũndũ wa kũruma na kũnyũrũria andũ a Jehova Mwene-Hinya-Wothe.
24020b00bf	Jehova nĩagetigĩrwo nĩo rĩrĩa akaananga ngai ciothe cia bũrũri ũcio. Ndũrĩrĩ iria irĩ hũgũrũrũ-inĩ ciothe cia iria nĩikamũhooya, o rũrĩrĩ rũrĩ bũrũri waruo kĩũmbe.
24020c004d	“O na inyuĩ, andũ a Kushi, nĩmũkooragwo na rũhiũ rwakwa rwa njora.”
24020d008d	Nĩagatambũrũkia guoko gwake okĩrĩre andũ a gathigathini na aniine Ashuri, atige Nineve gũkirĩte ihooru, na kũũmagarĩte o ta werũ.
24020e0124	Ndũũru cia mbũri na ngʼombe igaakoma kuo, hamwe na ciũmbe cia mĩthemba yothe. Ndundu cia werũ na ndundu iria ngʼambi nĩikomba itugĩ-inĩ ciakuo. Kayũ ka mĩgambo yacio gakaiguuagwo ndirica-inĩ, hĩba cia mahiga igaakorwo mĩrango-inĩ, nayo mĩgamba ya mĩtarakwa ĩtigwo ũtheri.
24020f013a	Rĩĩrĩ nĩrĩo itũũra rĩrĩa rĩratũire na gĩkeno, o na rĩtarĩ na ũgwati. Rĩrĩa rĩeĩĩraga atĩrĩ, “Niĩ no niĩ, na gũtirĩ ũngĩ tiga niĩ.” Kaĩ nĩrĩkĩanangĩtwo, rĩgatuĩka o kĩmamo kĩa nyamũ cia gĩthaka-ĩ! Arĩa othe mahĩtũkagĩra harĩ rĩo no kũrĩnyũrũria na kũrĩorota.
240301008a	Kaĩ itũũra rĩĩrĩ inene rĩa andũ aremi, na rĩgwatĩtio thaahu, o na rĩiyũrĩte maũndũ ma kũhinyanĩrĩria rĩrĩ na haaro-ĩ!
2403020077	Rĩtirĩ mũndũ rĩathĩkagĩra, rĩtiĩtĩkagĩra gũtaarwo. Rĩtiĩhokaga Jehova, na rĩtikuhagĩrĩria Ngai warĩo.
24030300a1	Anene aarĩo mahaana ta mĩrũũthi ĩkũrarama, aathani aarĩo mahaana ta njũũi iria icangacangaga hwaĩ-inĩ, gũtirĩ kĩndũ matigagia gĩkinyie rũciinĩ.
2403040084	Anabii aarĩo nĩ etĩĩi; nĩ andũ a ungumania. Athĩnjĩri-Ngai aarĩo mathaahĩtie handũ-harĩa-haamũre, na magathũkia watho.
24030500d2	Jehova ũrĩa ũrĩ thĩinĩ warĩo nĩ mũthingu; we ndeekaga ũũru. Rũciinĩ o rũciinĩ nĩatuanagĩra ciira na kĩhooto, mũthenya o mũthenya ndagaga gwĩka ũguo, no arĩa matarĩ athingu matirĩ thoni.
24030600ea	“Nĩniinĩte ndũrĩrĩ; ciĩgitĩro ciao cia hinya nĩ momore. Nacio barabara ciao ndũmĩte itiganĩrio, gũtirĩ mũndũ ũracigerera. Matũũra mao manene nĩmanange; gũtirĩ mũndũ o na ũmwe ũtigarĩte, gũtirĩ o na ũmwe.
24030700f2	Ndeerire itũũra rĩu inene atĩrĩ, ‘Ti-itherũ nĩũkanjĩtigĩra, na wĩtĩkĩre gũtaarwo!’ Hĩndĩ ĩyo itũũro ciake itikaniinwo, o na kana maherithia makwa mamũkore.” No o meeriragĩria o gwĩka ũũru maũndũ-inĩ mao mothe.
240308014b	Nĩ ũndũ ũcio Jehova ekuuga atĩrĩ, “Ikarai mũnjetereire, mweterere mũthenya ũrĩa ngaarũgama ndute ũira. Nĩnduĩte atĩ nĩngacookanĩrĩria ndũrĩrĩ hamwe, na nyũnganie mothamaki, nĩguo ndĩmaitĩrĩrie mangʼũrĩ makwa, nĩmo marakara makwa mahiũ. Thĩ yothe nĩĩkaniinwo nĩ mwaki wa marakara ma ũiru wakwa.
2403090089	“Hĩndĩ ĩyo nĩngatheria mĩromo ya ndũrĩrĩ, nĩguo othe makayagĩre rĩĩtwa rĩa Jehova, na mamũtungatagĩre marĩ na ũrũmwe.
24030a0079	Andũ akwa arĩa mahurunjũkĩire mũrĩmo ũrĩa ũngĩ wa njũũĩ cia Kushi, o acio maahooyaga, nĩmakandehera maruta.
24030b0105	Mũthenya ũcio wee ndũgaconorithio nĩ ũndũ wa maũndũ mothe marĩa mooru wananjĩka, tondũ nĩngeheria arĩa othe makenagĩra mwĩtĩĩo wao, ndĩmarute kuuma itũũra-inĩ rĩĩrĩ inene. Ndũgacooka gwĩtũũgĩria ũrĩ kĩrĩma-inĩ gĩakwa gĩtheru.
24030c0072	No rĩrĩ, nĩngatigia gatagatĩ-inĩ kanyu andũ arĩa ahooreri na enyiihia, arĩa mehokete rĩĩtwa rĩa Jehova.
24030d009f	Matigari ma Isiraeli matigekaga ũũru; matikaheenanagia, kana ũhinga woneke tũnua-inĩ twao. Makaarĩĩaga na magakoma, na gũtirĩ mũndũ ũkaamamakia.”
24030e008e	Atĩrĩrĩ, wee Mwarĩ wa Zayuni, ina rwĩmbo; o nawe, Isiraeli anĩrĩra! Nawe Mwarĩ wa Jerusalemu kena na ũcanjamũke na ngoro yaku yothe!
24030f00a0	Jehova nĩeheretie ihũũra rĩaku, nacio thũ ciaku nĩacingatĩte. Jehova mũthamaki wa Isiraeli arĩ hamwe nawe; ndũgacooka gwĩtigĩra mwanangĩko rĩngĩ.
2403100071	Mũthenya ũcio nĩmakeera Jerusalemu atĩrĩ, “Wee Zayuni, ndũgacooke gwĩtigĩra na ndũkaregerie moko maku.
24031100b3	Jehova Ngai waku arĩ hamwe nawe, o we ũrĩa ũrĩ hinya wa kũhonokania. Nĩarĩgũkenagĩra mũno, na nĩarĩkũhooragĩria na wendo wake, agũkũngũĩre akĩinaga nyĩmbo.”
240312006c	“Kĩeha gĩa ciathĩ iria njathane nĩngamwehereria; icio ikoretwo irĩ mũrigo na cia thoni harĩ inyuĩ.
24031300d6	Hĩndĩ ĩyo nĩngaherithia arĩa othe maamũhinyagĩrĩria; nĩngahonokia arĩa ithua, na njookererie arĩa mahurunjĩtwo. Nĩngatũma magĩe igweta na ndĩmagoocithie mabũrũri-inĩ mothe kũrĩa manaconorithio.
2403140118	Ihinda rĩu nĩngamũcookanĩrĩria; hĩndĩ ĩyo nĩngamũcookia mũciĩ. Nĩngatũma mũgĩe igweta na ndĩmũgoocithie gatagatĩ-inĩ ka ndũrĩrĩ ciothe cia thĩ, hĩndĩ ĩrĩa ngaatũma mũgaacĩre rĩngĩ, o mũkĩĩonagĩra na maitho manyu,” ũguo nĩguo Jehova ekuuga.
2500000005	Hagai
2501010140	Na rĩrĩ, mwaka-inĩ wa keerĩ wa gũthamaka kwa Dario, mũthenya wa mbere wa mweri wa gatandatũ, ndũmĩrĩri ya Jehova nĩyakinyĩire Zerubabeli mũrũ wa Shealitieli, mwathi wa bũrũri wa Juda, na kũrĩ Joshua mũrũ wa Jehozadaki, mũthĩnjĩri-Ngai ũrĩa mũnene, na kanua ka mũnabii Hagai makĩĩrwo atĩrĩ,
250102007e	Jehova Mwene-Hinya-Wothe ekuuga atĩrĩ, “Andũ aya moigaga atĩrĩ, ‘Ihinda ti ikinyu rĩa gwakĩra Jehova nyũmba.’”
2501030056	Ningĩ ndũmĩrĩri ya Jehova ĩgĩũka na kanua ka mũnabii Hagai ĩkĩũria atĩrĩ,
250104008e	“Anga nĩ ihinda rĩanyu inyuĩ ene rĩa gũikara nyũmba iria ngʼemie na mbaũ rĩrĩa nyũmba ĩno yakwa ĩikarĩte ĩrĩ nyanangĩku?”
250105006b	Na rĩrĩ, Jehova Mwene-Hinya-Wothe ekuuga atĩrĩ, “Mwĩcũraniei wega ũrĩa mĩthiĩre yanyu ĩtariĩ.
25010600f8	Mũhaandĩte irio nyingĩ, no mũkagetha o tũnini. Mũrĩĩaga no mũtihũũnaga. Mũnyuuaga no mũtinyootokaga. Mwĩhumbaga nguo no mũtiiguaga ũrugarĩ. Ningĩ ũrĩa ũthũkũmaga, aanyiita mũcaara wake awĩkagĩra mũhuko ũrĩ na marima.”
2501070060	Jehova Mwene-Hinya-Wothe ekuuga atĩrĩ, “Mwĩcũraniei wega ũrĩa mĩthiĩre yanyu ĩtariĩ.
250108009d	Ambatai irĩma-inĩ mũgĩĩre mbaũ, mũũke mũnjakĩre nyũmba, nĩgeetha niĩ ndĩmĩkenagĩre na nduĩke wa gũtĩĩagwo,” ũguo nĩguo Jehova ekuuga.
2501090160	Mwerĩgagĩrĩra uumithio mũingĩ, no rĩrĩ, mũkĩona o kĩndũ kĩnini. Kĩrĩa mwainũkirie, ngĩkĩũmbũra na mĩhũmũ yakwa. Jehova Mwene-Hinya-Wothe ekũũria atĩrĩ, “Ndeekire ũguo nĩkĩ? Ndeekire ũguo nĩ ũndũ wa nyũmba yakwa, ĩrĩa ĩikarĩte ĩrĩ nyanangĩku, rĩrĩa o ũmwe wanyu arahangʼĩra maũndũ ma nyũmba yake mwene.
25010a0056	Nĩ ũndũ wanyu, igũrũ nĩrĩregete gũita ime, nayo thĩ ĩkarega na maciaro mayo.
25010b00eb	Nĩndatũmire bũrũri wage mbura mĩgũnda-inĩ na irĩma-inĩ, o na ngĩũmia ngano, na ngĩniina ndibei ya mũhihano na maguta na kĩrĩa gĩothe thĩ ĩciaraga, na ngĩnyiihia andũ na mahiũ, na ngĩthũkia wĩra wa moko manyu.”
25010c0129	Ningĩ Zerubabeli mũrũ wa Shealitieli, na Joshua mũrũ wa Jehozadaki, mũthĩnjĩri-Ngai ũrĩa mũnene, na matigari mothe ma andũ, magĩathĩkĩra mũgambo wa Jehova Ngai wao, o na ndũmĩrĩri ya mũnabii Hagai, tondũ nĩ Jehova Ngai wao wamũtũmĩte. Nao andũ acio magĩĩtigĩra Jehova.
25010d009f	Ningĩ Hagai mũtũmwo wa Jehova akĩheana ndũmĩrĩri ĩno ya Jehova kũrĩ andũ, akĩmeera atĩrĩ: Jehova ekuuga atĩrĩ, “Niĩ ndĩ hamwe na inyuĩ.”
25010e0129	Nake Jehova akĩarahũra roho wa Zerubabeli mũrũ wa Shealitieli, mwathi wa Juda, na roho wa Joshua mũrũ wa Jehozadaki, mũthĩnjĩri-Ngai ũrĩa mũnene, o na roho wa andũ othe arĩa maatigarĩte, nao magĩũka, makĩambĩrĩria kũruta wĩra wa nyũmba ya Jehova Mwene-Hinya-Wothe, Ngai wao.
25010f0070	Kwarĩ mũthenya wa mĩrongo ĩĩrĩ na ĩna, mweri wa gatandatũ, mwaka-inĩ wa keerĩ wa gũthamaka kwa Dario.
250201008f	Na rĩrĩ, mũthenya wa mĩrongo ĩĩrĩ na ũmwe, mweri wa mũgwanja, ndũmĩrĩri ya Jehova nĩyakinyĩire mũnabii Hagai, akĩĩrwo atĩrĩ,
25020200bc	“Arĩria Zerubabeli mũrũ wa Shealitieli, mwathi wa bũrũri wa Juda, na Joshua mũrũ wa Jehozadaki, mũthĩnjĩri-Ngai ũrĩa mũnene, na andũ othe arĩa matigaire, ũmoorie atĩrĩ,
250203009a	‘Nũũ wanyu ũtigarĩte wonire nyũmba ĩno na riiri wayo wa mbere? Mũrona ĩhaana atĩa rĩu? Githĩ mũtiramĩona ĩhaana ta kĩndũ gĩa tũhũ?’
2502040122	Jehova ekuuga atĩrĩ, ‘Gĩa na hinya, wee Zerubabeli, na ũgĩe na hinya, wee Joshua mũrũ wa Jehozadaki, mũthĩnjĩri-Ngai ũrĩa mũnene, gĩai na hinya inyuĩ andũ othe a bũrũri, na mũrute wĩra, nĩgũkorwo ndĩ hamwe na inyuĩ.’ Ũguo nĩguo Jehova Mwene-Hinya-Wothe ekuuga.
250205008f	‘Ũguo nĩguo ndaarĩkanĩire na inyuĩ, rĩrĩa mwoimire bũrũri wa Misiri, na Roho wakwa egũtũũra thĩinĩ wanyu. Tigai gwĩtigĩra.’
2502060096	“Jehova Mwene-Hinya-Wothe ekuuga atĩrĩ; ‘Thuutha wa kahinda kanini nĩngathingithia igũrũ na thĩ rĩngĩ, na thingithie iria na thĩ nyũmũ.
25020700b9	Nĩngathingithia ndũrĩrĩ ciothe, nake ũrĩa wĩriragĩrio nĩ ndũrĩrĩ ciothe nĩagooka, na niĩ nĩngaiyũria nyũmba ĩno riiri,’ ũguo nĩguo Jehova Mwene-Hinya-Wothe ekuuga.
2502080054	Jehova Mwene-Hinya-Wothe ekuuga atĩrĩ, ‘Betha nĩ yakwa, o na thahabu nĩ yakwa.
25020900e4	Riiri wa nyũmba ĩno ũgaakorwo ũrĩ mũnene gũkĩra riiri wa nyũmba ĩrĩa ya mbere,’ ũguo nĩguo Jehova Mwene-Hinya-Wothe ekuuga. ‘Na handũ haha nĩngaheana thayũ,’ ũguo nĩguo Jehova Mwene-Hinya-Wothe ekuuga.”
25020a00a7	Mũthenya wa mĩrongo ĩĩrĩ na ĩna, mweri wa kenda, mwaka wa keerĩ wa gũthamaka kwa Dario, ndũmĩrĩri ya Jehova nĩyakinyĩire mũnabii Hagai akĩĩrwo atĩrĩ,
25020b005b	“Jehova Mwene-Hinya-Wothe ekuuga atĩrĩ, ‘Ũriai athĩnjĩri-Ngai ũrĩa watho ugĩte:
25020c00f1	Mũndũ angĩkuua nyama nyamũre ruuno-inĩ rwa nguo yake, naruo ruuno rũhutie mũgate, kana thubu, kana ndibei, kana maguta, o na kana irio ingĩ-rĩ, irio icio ciatuĩka nyamũre?’” Nao athĩnjĩri-Ngai magĩcookia atĩrĩ, “Aca.”
25020d0103	Ningĩ Hagai akĩmooria atĩrĩ, “Mũndũ ũrĩ na thaahu nĩ ũndũ wa kũhutania na kĩimba, angĩhutia kĩndũ kĩmwe gĩa icio-rĩ, kĩndũ kĩu no kĩnyiitwo nĩ thaahu?” Nao athĩnjĩri-Ngai magĩcookia atĩrĩ, “Ĩĩ, no kĩnyiitwo nĩ thaahu.”
25020e00cb	Ningĩ Hagai akĩmeera atĩrĩ, “Jehova ekuuga atĩrĩ, ‘Ũguo noguo andũ aya na rũrĩrĩ rũrũ matariĩ maitho-inĩ makwa; ũrĩa wothe meekaga na kĩrĩa gĩothe marutaga kũu, kĩrĩ na thaahu.
25020f00d0	“‘Na rĩrĩ, mwĩcũraniei wega ũhoro ũyũ kuuma ũmũthĩ, mũtaranie ũrĩa maũndũ maatariĩ mbere ya rĩrĩa gũtaarĩ ihiga rĩaigĩrĩirwo igũrũ wa rĩngĩ mwako-inĩ wa hekarũ ĩno ya Jehova.
25021000e8	Mũndũ o wothe angĩathiire hĩba-inĩ ya ngano ya ithimi mĩrongo ĩĩrĩ, aakoraga no ithimi ikũmi. Mũndũ o wothe angĩathiire itangi-inĩ rĩa ndibei erĩgĩrĩire gũtahia ithimi mĩrongo ĩtano, aakoraga o mĩrongo ĩĩrĩ.
250211008e	Ndathũkirie wĩra wothe wa moko manyu na mbaa, na mbuu na mbura ya mbembe, no inyuĩ mũtiigana kũnjookerera,’ ũguo nĩguo Jehova ekuuga.
25021200db	Kuuma ũmũthĩ na gũthiĩ na mbere, kuuma mũthenya ũyũ wa mweri mĩrongo ĩĩrĩ na inya, mweri wa kenda, mwĩcũraniei wega ũhoro wa mũthenya ũrĩa mũthingi wa hekarũ ya Jehova wakirwo. Ta mwĩcũraniei wega:
25021300d0	Nĩ hakĩrĩ o na mbeũ ĩtigarĩte ikũmbĩ-inĩ? Nginyagia rĩu, mĩthabibũ, na mĩkũyũ, na mĩkomamanga, o na mĩtamaiyũ ndĩrĩ ĩragĩa na maciaro. “‘Kuuma ũmũthĩ nĩndĩrĩmũrathimaga.’”
2502140087	Ningĩ ndũmĩrĩri ya Jehova nĩyakinyĩire Hagai hĩndĩ ya keerĩ, mweri mĩrongo ĩĩrĩ na inya wa mweri ũcio, akĩĩrwo atĩrĩ,
2502150055	“Arĩria Zerubabeli mwathi wa Juda, ũmwĩre atĩ nĩngathingithia igũrũ na thĩ.
25021600f3	Nĩngangʼaũrania itĩ cia ũnene, na hehenje hinya wa mothamaki ma thĩ ngʼeni. Nĩngakurumania ngaari cia ita, na atwarithia a cio; na ndungumanie mbarathi hamwe na ahaici a cio, o mũndũ arũndwo na rũhiũ rwa njora rwa mũrũ wa nyina.
250217014f	“Jehova Mwene-Hinya-Wothe ekuuga atĩrĩ, ‘Mũthenya ũcio-rĩ, nĩngakwamũkĩra, wee ndungata yakwa Zerubabeli mũrũ wa Shealitieli,’ ũguo nĩguo Jehova ekuuga. ‘Ningĩ nĩngagũtua ta gĩcũhĩ gĩakwa gĩa kĩara, gĩkurure rũũri rwakwa, nĩgũkorwo nĩngũthuurĩte,’ ũguo nĩguo Jehova Mwene-Hinya-Wothe ekuuga.”
2600000007	Zekaria
26010100b1	Na rĩrĩ, mweri wa ĩnana wa mwaka wa keerĩ wa ũthamaki wa Dario, ndũmĩrĩri ya Jehova nĩyakinyĩire mũnabii Zekaria, mũrũ wa Berekia, mũrũ wa Ido, akĩĩrwo atĩrĩ:
2601020037	“Jehova nĩarakaririo mũno nĩ maithe manyu ma tene.
26010300d0	Nĩ ũndũ ũcio ĩra andũ atĩrĩ, Jehova Mwene-Hinya-Wothe ekuuga ũũ: ‘Njookererai, nĩguo Jehova Mwene-Hinya-Wothe ekuuga, na niĩ nĩngũmũcookerera,’ ũguo nĩguo Jehova Mwene-Hinya-Wothe ekuuga.
2601040125	Mũtikahaane ta maithe manyu ma tene arĩa maahunjagĩrio nĩ anabii a tene, makeerwo atĩrĩ: Ũũ nĩguo Jehova Mwene-Hinya-Wothe ekuuga: ‘Garũrũkai mũtige mĩthiĩre yanyu mĩũru o na mĩtugo yanyu mĩũru.’ No makĩaga kũnjigua kana kũrũmbũiya uuge wakwa, nĩguo Jehova ekuuga.
2601050053	Maithe manyu ma tene makĩrĩ kũ rĩu? Nao anabii-rĩ, nĩmatũũraga nginya tene?
2601060150	No rĩrĩ, githĩ ndũmĩrĩri yakwa na irĩra ciakwa cia kũrũmĩrĩrwo, iria ndaathĩte ndungata ciakwa cia anabii itiahingĩirio maithe manyu ma tene? “Hĩndĩ ĩyo makĩĩrira makiuga atĩrĩ, ‘Jehova Mwene-Hinya-Wothe atwĩkĩte kũringana na ũrĩa mĩthiĩre na mĩtugo iitũ ĩtariĩ, o ta ũrĩa aatuĩte nĩegwĩka.’”
26010700e0	Mũthenya wa mĩrongo ĩĩrĩ na ĩna wa mweri wa ikũmi na ũmwe, mweri ũcio wa Shebati, mwaka-inĩ wa keerĩ wa ũthamaki wa Dario, ndũmĩrĩri ya Jehova nĩyakinyĩire mũnabii Zekaria, mũrũ wa Berekia, mũrũ wa Ido.
2601080108	Nĩndonire kĩoneki ũtukũ, na rĩrĩ, mbere yakwa ngĩona mũndũ wahaicĩte mbarathi ndune! Mũndũ ũcio aarũgamĩte mĩtĩ-inĩ ya mĩhandathi yarĩ handũ mũkuru-inĩ. Thuutha wake nĩ haarĩ mbarathi ĩmwe ndune, na ingĩ cia gĩĩtĩĩri na ingĩ njerũ.
260109009d	Na niĩ ngĩũria atĩrĩ, “Mwathi wakwa, ici nacio nĩ cia kĩ?” Mũraika ũcio waaragia na niĩ akĩnjookeria atĩrĩ, “Nĩngũkwĩra nĩ cia kĩ.”
26010a0091	Nake mũndũ ũcio warũngiĩ mĩtĩ-inĩ ya mĩhandathi akĩndaarĩria akĩnjĩĩra atĩrĩ, “Aya nĩo Jehova atũmĩte mathiĩ thĩ yothe.”
26010b00cb	Nao magĩcookia ũhoro kũrĩ mũraika wa Jehova, ũrĩa warũngiĩ mĩtĩ-inĩ ya mĩhandathi, makĩmwĩra atĩrĩ, “Nĩtũthiĩte thĩ yothe na tũkoona atĩ thĩ nĩĩhooreire na ĩrĩ na thayũ.”
26010c00d7	Ningĩ mũraika ũcio wa Jehova akĩũria atĩrĩ, “Nĩ nginya rĩ, Wee Jehova Mwene-Hinya-Wothe, ũkwaga kũiguĩra Jerusalemu na matũũra ma Juda tha, marĩa ũkoretwo ũrakarĩire mĩaka mĩrongo mũgwanja?”
26010d0068	Nĩ ũndũ ũcio Jehova agĩkĩarĩria mũraika ũcio twaragia nake na ciugo njega na cia kũhoorerania.
26010e00b9	Nake mũraika ũcio wanjaragĩria akĩnjĩĩra atĩrĩ, “Anĩrĩra ndũmĩrĩri ĩno: Jehova Mwene-Hinya-Wothe ekuuga atĩrĩ, ‘Nĩnjiguaga ũiru nĩ ũndũ wa Jerusalemu na Zayuni,
26010f00a7	no rĩrĩ, nĩndakarĩtio mũno nĩ ndũrĩrĩ iria ciĩiguaga irĩ ngitĩre. Ndaarakarĩire andũ akwa o hanini, no ndũrĩrĩ icio igĩkĩrĩrĩria kũmanyamaria.’
26011000f8	“Nĩ ũndũ ũcio, Jehova ekuuga ũũ: ‘Nĩngacooka itũũra rĩa Jerusalemu ndĩrĩiguĩre tha, nayo nyũmba yakwa yakwo kuo rĩngĩ. Naruo rũrigi rũa gũthima nĩrũgatambũrũkio Jerusalemu,’ ũguo nĩguo Jehova Mwene-Hinya-Wothe ekuuga.
26011100e2	“Ningĩ ũthiĩ na mbere na kwanĩrĩra uuge atĩrĩ: Jehova Mwene-Hinya-Wothe ekuuga ũũ, ‘Matũũra makwa nĩmakaiyũrĩrĩra ũgaacĩru rĩngĩ, nake Jehova nĩakahooreria Zayuni rĩngĩ na ethuurĩre Jerusalemu.’”
2601120042	Ningĩ ngĩtiira maitho, na rĩrĩ, mbere yakwa ngĩona hĩa inya!
26011300b4	Ngĩũria mũraika ũcio wanjaragĩria atĩrĩ, “Ici nacio nĩ cia kĩ?” Nake akĩnjookeria atĩrĩ, “Ici nĩcio hĩa iria ciaharaganirie Juda, na Isiraeli, na Jerusalemu.”
260114002e	Nake Jehova agĩcooka akĩnyonia mabundi mana.
2601150168	Na niĩ ngĩmũũria atĩrĩ, “Aya-rĩ, marooka gwĩka atĩa?” Nake akĩnjookeria atĩrĩ, “Ici nĩcio hĩa iria ciaharaganirie Juda nĩguo gũtigacooke kuoneka mũndũ ũkwĩhaanda, no mabundi maya, mokĩte kũmamakia na magũithie hĩa icio cia ndũrĩrĩ, iria ciambararirie hĩa ciao igĩũkĩrĩra bũrũri wa Juda, nĩguo andũ akuo maharaganio.”
2602010075	Ningĩ ngĩtiira maitho, na rĩrĩ, hau mbere yakwa ngĩona mũndũ wanyiitĩte rũrigi rũa gũthima na guoko gwake.
26020200a8	Ngĩmũũria atĩrĩ, “Wee-rĩ, wathiĩ kũ?” Nake akĩnjookeria atĩrĩ, “Ndathiĩ gũthima itũũra rĩa Jerusalemu, nĩguo menye wariĩ o na ũraihu warĩo.”
260203005e	Na rĩrĩ, mũraika ũcio wanjaragĩria agĩthiĩ, nake mũraika ũngĩ agĩũka kũmũtũnga,
26020400bb	akĩmwĩra atĩrĩ, “Tengʼera wĩre mwanake ũcio atĩrĩ, ‘Jerusalemu rĩgaatuĩka itũũra inene rĩtarĩ thingo, nĩ ũndũ wa ũingĩ wa andũ na mahiũ marĩa magaakorwo kuo.’
2602050095	Jehova ekuuga ũũ, ‘Niĩ mwene nĩ niĩ ngaatuĩka rũthingo rwa mwaki ndĩrĩthiũrũrũkĩrie, na nduĩke riiri thĩinĩ wa itũũra rĩu.’”
26020600c5	Jehova ekuuga ũũ, “Ũkai, ũkai! Ũrai muume bũrũri wa mwena wa gathigathini, nĩgũkorwo ndĩmũharaganĩirie mĩena yothe ĩna ĩrĩa yumaga huho cia igũrũ,” ũguo nĩguo Jehova ekuuga.
260207004b	“Ũka, wee Zayuni! Wĩthare, o wee ũtũũraga kwa Mwarĩ wa Babuloni!”
26020800f1	Nĩgũkorwo Jehova Mwene-Hinya-Wothe ekuuga atĩrĩ, “Thuutha wa kũũhe gĩtĩĩo, akĩndũma ngahũũrane na ndũrĩrĩ iria ciatahĩte indo cianyu. Nĩgũkorwo ũrĩa wothe ũmũhutagia inyuĩ nĩ kĩũma kĩa riitho rĩa Ngai ahutagia.
26020900ab	Ti-itherũ nĩngambararia guoko gwakwa ndĩmookĩrĩre, nacio ngombo ciao itahe indo ciao. Hĩndĩ ĩyo nĩguo mũkaamenya atĩ Jehova Mwene-Hinya-Wothe nĩwe ũndũmĩte.
26020a008a	“Wee Mwarĩ wa Zayuni-rĩ, anĩrĩra na ũkene, nĩgũkorwo nĩndĩrooka gũtũũra gatagatĩ-inĩ kanyu,” ũguo nĩguo Jehova ekuuga.
26020b00d9	“Mũthenya ũcio-rĩ, ndũrĩrĩ nyingĩ nĩikanyiitithanio na Jehova, na nĩmagatuĩka andũ akwa. Ngaatũũra gatagatĩ-inĩ kanyu na nĩmũkamenya atĩ Jehova Mwene-Hinya-Wothe nĩwe ũndũmĩte kũrĩ inyuĩ.”
26020c0074	Jehova nĩakagaya Juda gũtuĩke igai rĩake bũrũri-inĩ ũrĩa mũtheru, na nĩagethuurĩra Jerusalemu o rĩngĩ.
26020d006d	Hoorerai harĩ Jehova inyuĩ kĩrĩndĩ gĩa thĩ tondũ nĩeyarahũrĩte kuuma gĩikaro-ini gĩake gĩtheru.
