2800000005	Matej
3b021600b1	Toliko je vjerovao Bogu da je bio voljan učiniti sve što on od njega zatraži. Vjera mu je dakle pomogla da učini dobro djelo te je tako, s pomoću djela, postala savršenom.
3b021700af	Tako se ispunilo ono što piše u Svetome pismu: “Abraham povjerovao Bogu i Bog ga je proglasio pravednim zbog njegove vjere.” Nazvao ga je čak “Božjim prijateljem”.
3b02180053	Vidite, dakle, čovjek biva opravdan zbog svojih djela, a ne samo zbog svoje vjere.
3b02190069	Nije li se isto tako djelom opravdala i bludnica Rahaba kad je primila glasnike i izvela ih drugim putem?
3b021a003e	Kao što je tijelo bez duha mrtvo, mrtva je i vjera bez djela.
3b0301005c	Nastojte, braćo moja, da previše vas ne postane učiteljima; oni će biti strože suđeni.
3b03020063	Svi mi često pogriješimo, ali onaj tko može obuzdati svoj jezik, kadar je sebe u svemu obuzdati.
3b03030061	Stavimo li konju uzde u usta, lako ćemo upravljati cijelim njegovim tijelom da ide kamo hoćemo.
3b0304006f	Pogledajte lađe! Tako su velike i gone ih jaki vjetrovi, a ipak ih sitno kormilo upravlja kamo kormilar hoće.
3b0305006c	Tako je i jezik malen ud, a može se pohvaliti velikim stvarima. Malena iskrica može zapaliti veliku šumu.
3b03060088	I jezik je vatra; on je cio opaki svijet među našim udovima. Kalja cijelu našu osobu i, zapaljen od pakla, zapaljuje sav naš život.
3b03070063	Svakovrsne zvijeri i ptice, gmazovi i morske životinje dadu se ukrotiti i čovjek ih je ukrotio—
3b0308005d	ali nitko od ljudi ne može obuzdati jezik. On je zlo koje ne miruje, puno smrtonosna otrova.
3b0309005f	Njime blagoslivljamo Gospodina i Oca, ali i proklinjemo ljude koji su stvoreni na Božju sliku.
3b030a0053	Tako iz istih usta izlaze i blagoslovi i kletve. A to, draga braćo, ne smije biti!
3b030b0031	Zar iz istog izvora izvire i slatka i gorka voda?
3b030c0061	Može li smokva roditi maslinama ili trs smokvama? Tako ni slani izvor ne može dati slatku vodu.
3b030d0074	Tko je od vas mudar i razborit, neka dobrim življenjem pokazuje djela učinjena u blagosti. Jer mudro je biti blag.
3b030e0077	Ali nipošto se ne hvalite da ste mudri i dobri ako u srcu imate gorku zavist i sebičnost. Time lažete protiv istine.
3b030f0061	Zavist i sebičnost nisu Božja mudrost. Takve su pojave zemaljske, neduhovne, nadahnute đavlom.
3b0310004f	Jer gdje ima zavisti i sebičnosti, bit će i nereda i svakovrsnoga drugog zla.
3b0311008b	A mudrost koja dolazi s neba ponajprije je čista. Mirotvorna je, blaga, dobrohotna, puna milosrđa i dobrih djela. Postojana je i iskrena.
3b03120042	A mirotvorci će posijati sjeme mira i požeti žetvu pravednosti.
3b04010058	Što je uzrok sukoba i svađa među vama? Zar nisu pohote koje se bore u vašim udovima?
3b040200b8	Žudite za onim što nemate pa zbog toga ubijate. Zavidni ste na onomu što ne možete dobiti pa se borite i svađate da drugima oduzmete. Nemate jer ne molite Boga za to što želite.
3b0403005d	A kad i molite, ne dobivate jer molite s grešnom nakanom: da to potratite u svojim pohotama.
3b0404009c	Preljubnici! Ne znate li da je prijateljstvo s ovim svijetom neprijateljstvo prema Bogu? Tko dakle hoće biti prijatelj svijetu, postaje neprijateljem Bogu.
3b04050070	Mislite li da u Svetome pismu bez razloga piše: “On ljubomorno čezne za duhom što ga je u nama nastanio?”
3b040600b2	Ali on nam, u svojoj milosti, daje sve više snage da se suprotstavimo takvim zlim željama; kao što Sveto pismo veli: “Bog se protivi oholima, ali poniznima daruje milost.”
3b0407004c	Predajte se, dakle, ponizno Bogu! Oduprite se đavlu pa će pobjeći od vas!
3b04080068	Približite se Bogu pa će se i on približiti vama. Operite ruke, grešnici! Očistite srca, licemjeri!
3b04090066	Zatužite i zaplačite nad svojim grijesima! Neka se vaš smijeh pretvori u plač, a radost u žalost.
3b040a0033	Ponizite se pred Gospodinom pa će vas on uzvisiti.
3b040b00ea	Draga braćo i sestre, ne ocrnjujte jedni druge! Tko kritizira i osuđuje svojega brata, kritizira i osuđuje Božji zakon. A vi niste suci Zakonu da možete odlučivati o tomu je li on dobar ili loš. Vaša je dužnost da ga vršite.
3b040c008a	Samo Bog, koji je dao Zakon, može među nama pravedno presuditi. Samo on ima moć spasiti ili pogubiti. A tko si ti da sudiš bližnjega?
3b040d008d	Poslušajte me sad vi koji govorite: “Danas ili sutra ćemo poći u taj i taj grad, ondje ćemo ostati godinu dana, trgovati i zaraditi”,
3b040e006e	a ne znate što će biti sutra. Pa što je vaš život? Poput daška je koji se načas pojavi i odmah nestane.
3b040f0058	Trebali biste reći: “Ako Gospodin bude htio, živjet ćemo i učiniti ovo ili ono.”
3b04100043	Inače se razmećete svojom hvalom. A svako je takvo hvastanje zlo.
3b04110037	Grijeh je dakle znati što treba činiti, a ne činiti.
3b0501004f	Čujte me, bogataši! Zaplačite i zakukajte nad nevoljama koje će vas snaći.
3b05020034	Bogatstvo vam trune, a odjeću vam izgrizaju moljci.
3b050300c2	Vaše zlato i srebro hrđaju i postaju nevrijednima. Baš to bogatstvo u koje ste se pouzdali progutat će vaša tijela kao oganj. To blago koje ste skupili bit će dokaz protiv vas na Dan suda.
3b050400ad	Slušajte! Viču žeteoci vaših njiva kojima ste uskratili plaću. Plaća koju im niste dali viče protiv vas. Glasovi žetelaca doprli su do ušiju Gospodina nad vojskama.
3b05050052	Živjeli ste na zemlji raskošno i razuzdano. Srca su vam utovljena za dan klanja.
3b05060044	Osudili ste i ubili pravednika koji vam se nije mogao suprotstaviti.
3b05070088	Draga braćo i sestre, strpite se do Gospodnjeg dolaska. I ratar, eto, iščekuje dragocjeni urod zemlje, čekajući ranu i kasnu kišu.
3b05080040	Strpite se i vi i ohrabrite jer se Gospodnji dolazak približio.
3b0509006b	Ne prigovarajte jedni drugima, braćo i sestre, da vas Bog ne osudi. Pazite! Sudac već stoji pred vratima.
3b050a005d	Uzorom strpljivog podnošenja nevolja neka vam budu proroci koji su govorili u ime Gospodnje.
3b050b00bb	Blaženima smatramo one koji su ustrajali. Job je bio čovjek koji je strpljivo trpio. Iz njegova iskustva vidimo da se Božja nakana pokazala dobrom jer je Bog pun samilosti i milosrđa.
3b050c00d8	A prije svega, draga braćo i sestre, ne zaklinjite se ni nebom, ni zemljom, ni bilo čime drugim. Neka vaše “da” znači “da”, a vaše “ne” neka znači “ne”, da ne zgriješite i ne padnete pod osudu.
3b050d0058	Trpi li tko među vama? Neka se za to moli. Ako je tko radostan, neka pjeva hvalospjeve.
3b050e0075	Je li tko od vas bolestan? Neka dozove crkvene starješine da se mole nad njim. Neka ga pomažu uljem u ime Gospodnje
3b050f0065	pa će molitva vjere ozdraviti bolesnika. Gospodin će ga podignuti i oprostiti mu ako je zgriješio.
3b05100082	Ispovijedajte dakle jedni drugima grijehe i molite se jedni za druge da ozdravite. Žarka molitva pravednika mnogo može učiniti.
3b0511007f	Ilija je bio samo čovjek kao i mi, ali kad se usrdno pomolio da ne pada kiša, nije pala na zemlju tri godine i šest mjeseci.
3b05120055	Zatim se pomolio da kišna padne pa je nebo dalo kišu i zemlja je opet donijela rod.
3b05130046	Draga braćo i sestre, odluta li tko od vas od istine pa ga tko vrati,
3b05140080	znajte da će onaj tko je vratio grešnika s krivog puta spasiti njegovu dušu od smrti i postignuti oproštenje mnogih grijeha.
3c00000009	1 Petrova
3c0101009c	Ovo je pismo od Petra, apostola Isusa Krista. Pišem Božjim odabranicima koji žive kao tuđinci rasijani po Pontu, Galaciji, Kapadociji, Aziji i Bitiniji.
3c010200a4	Bog Otac odavno vas je odabrao, a Duh vas je posvetio. Zato ste poslušni Isusu Kristu i očišćeni ste njegovom krvlju. Želim vam izobilje Božje milosti i mira.
3c010300d2	Blagoslovljen neka je Bog, Otac našega Gospodina Isusa Krista, jer nam je u svojemu beskrajnome milosrđu dao da se nanovo rodimo. Sada živimo u nadi vječnoga života zato što je Isus Krist ustao od mrtvih.
3c0104004b	Jer Bog za svoju djecu u nebu čuva vječnu, neokaljanu i neuvelu baštinu.
3c01050080	Bog će vas, zato što u njega vjerujete, svojom snagom sačuvati za spasenje koje će vam biti objavljeno u posljednje vrijeme.
3c0106005f	Zato se radujte čak i ako bude potrebno da vas ovdje nakratko i ražaloste različite kušnje.
3c010700b9	One samo kušaju vašu vjeru, dragocjeniju od propadljivog zlata—a i ono se u vatri kuša—da se njezina prokušanost pokaže na hvalu, slavu i čast na dan kad se objavi Isus Krist.
3c01080086	Volite ga iako ga nikada niste vidjeli. Vjerujete u njega iako ga još ne možete vidjeti i puni ste neizrecive i proslavljene radosti
3c01090030	jer postižete cilj svoje vjere: spasenje duše.
3c010a005c	To su spasenje proučavali i pronicali proroci pretkazujući milost koja vam je namijenjena.
3c010b006f	Ispitivali su na koje to vrijeme upućuje Kristov Duh u njima pretkazujući Kristovo trpljenje i proslavljenje.
3c010c00ce	Objavljeno im je da nije riječ o njihovu, nego o vašemu vremenu. A danas vam propovjednici s pomoću Duha Svetoga, poslanoga s neba, naviještaju tu Radosnu vijest kojoj se i anđeli žele izbliza diviti.
3c010d006f	Zato budite razboriti i trijezni. Potpuno se pouzdajte u milost koju će vam donijeti objavljenje Isusa Krista.
3c010e007c	Budite Bogu poslušni jer ste njegova djeca. Ne popuštajte starim grešnim požudama kao onda dok ste još bili u neznanju,
3c010f0042	nego budite u svemu sveti kao što je svet Bog koji vas je pozvao.
3c01100041	On sam kaže u Svetome pismu: “Budite sveti jer sam ja svet!”
3c01110099	Ocem nazivate Boga koji nepristrano sudi svakomu prema djelima. Proživite zato u strahu Gospodnjem taj život što ga živite na ovoj zemlji, u tuđini.
3c011200a4	Jer znate da je Bog platio otkupninu da vas spasi od ispraznoga života što ste ga naslijedili od svojih predaka. A nije ju platio propadljivim srebrom ili zlatom,
3c01130044	nego dragocjenom krvlju Krista, nedužnoga Božjeg janjeta bez mane.
3c0114007c	Bog ga je, doduše, za to predodredio davno prije postanka svijeta, ali se očitovao tek u ova posljednja vremena, radi vas.
3c01150082	Kroz Krista ste povjerovali u Boga koji ga je uskrisio od mrtvih i proslavio ga. Zato svoju vjeru i nadu možete položiti u Boga.
3c011600b2	Sada se možete iskreno međusobno voljeti kao braća i sestre jer su vam duše očišćene od grijeha i jer ste poslušni istini Radosne vijesti. Volite dakle žarko jedni druge
3c01170071	jer ste nanovo rođeni—ne iz smrtnoga, već iz besmrtnog sjemena, kroz Riječ živoga Boga koja zauvijek traje.
3c01180079	Jer “svaki je čovjek poput trave i njegova je ljepota poput poljskog cvijeta. Trava će usahnuti i cvijet će uvenuti,
3c0119005e	ali Božja riječ ostat će zauvijek.” A ta je Riječ Radosna vijest koju vam propovijedamo.
3c02010056	Odbacite zato od sebe svaku pakost i prijevaru, svako licemjerje, zavist i klevetanje.
3c0202007f	Vi ste u duhu tek rođena dječica. Zato čeznite za čistim duhovnim mlijekom, da od njega možete uzrasti do punine spasenja,
3c0203002a	ako ste već iskusili Gospodinovu dobrotu.
3c0204007a	Pristupite Kristu, živome kamenu Božjega hrama. Ljudi su ga odbacili, ali je dragocjen u očima Boga koji ga je izabrao.
3c020500a8	Bog sada ugrađuje i vas, kao živo kamenje, u svoj duhovni hram. Štoviše, vi ste Božje sveto svećenstvo koje prinosi duhovne žrtve, Bogu ugodne zbog Isusa Krista.
3c02060099	Kao što kaže Sveto pismo: “Evo, postavljam na Sionu odabrani i dragocjeni ugaoni kamen temeljac. Tko u njega vjeruje, sigurno se neće postidjeti.”
3c0207007b	Dragocjen je vama koji vjerujete. A za one koji ne vjeruju “kamen koji su graditelji odbacili postane ugaonim kamenom”,
3c02080094	ali i: “kamenom spoticanja i stijenom posrtanja”. Ljudi se o taj kamen spotiču zato što nisu poslušni Božjoj riječi. To je njihova sudbina.
3c020900d7	Ali vi niste takvi jer ste odabranici. Vi ste kraljevstvo svećenika, Božji sveti narod, njegovo vlasništvo. Možete drugima govoriti o čudesnim Božjim djelima jer vas je on iz tame pozvao u svoje divno svjetlo.
3c020a0087	“Nekoć niste ni bili narod, a sada ste narod Božji. Nekoć niste primali Božjeg milosrđa, a sada vam je Bog iskazao milosrđe.”
3c020b008b	Draga braćo i sestre, ovdje ste samo pridošlice i tuđinci. Opominjem vas: klonite se grešnih požuda jer one vojuju protiv vaše duše!
3c020c00a7	Pazite kako živite među nevjernicima. Ako vas i optuže za zlo, vidjet će vaše časno ponašanje pa će povjerovati u Boga i dati mu slavu kad dođe suditi svijet.
3c020d0058	Svakoj se ljudskoj vlasti pokoravajte zbog Gospodina: i kralju, jer je poglavar države,
3c020e006b	i dužnosnicima koje je postavio—jer ih je postavio da kazne zločince i da pohvale one koji čine dobro.
3c020f0066	Doista, Božja je volja da svojim uzornim životima ušutkate bezumnike koji vas neosnovano optužuju.
3c02100092	Niste robovi, već slobodni ljudi. Ali ne koristite se svojom slobodom kao izgovorom da činite zlo. Jer slobodni ste da živite kao Božji sluge.
3c02110067	Svakomu iskazujte poštovanje. Volite braću i sestre kršćane. Bojte se boga. Kralju iskazujte čast.
3c0212008d	Sluge, budite pokorni svojim gospodarima i iskazujte im dužno poštovanje, i to ne samo onima koji su dobri i blagi nego i ako su zle ćudi.
3c02130065	Jer ugodit ćete Bogu budete li, zaradi svoje savjesti i Boga, strpljivo podnosili nepravdu i patnju.
3c021400b2	Kakva će vam, naime, biti zasluga podnosite li strpljivo udarce za ono što ste skrivili? Ali ako trpite i strpljivo podnosite udarce zato što činite dobro, ugodit ćete Bogu.
3c02150067	Na to vas je trpljenje Bog pozvao. Jer Krist je trpio za vas i bio vam uzor da slijedite njegove stope.
3c02160046	“On nikad nije zgriješio, niti je laž izišla iz njegovih usta.”
3c02170070	Na uvredu nije odgovarao uvredom. Kad su ga mučili, nije prijetio osvetom, nego ju je prepustio pravednom sucu.
3c0218008d	U vlastitome je tijelu ponio naše grijehe na križ da mi možemo umrijeti grijehu i živjeti za pravednost. Njegovim ste ranama iscijeljeni.
3c02190050	Lutali ste poput ovaca, ali sada ste se obratili pastiru i čuvaru svojih duša.
3c03010099	I vi se, žene, pokoravajte svojim muževima, čak i ako vam muž ne prihvaća Radosnu vijest. Vaš će ih pobožan život pridobiti snažnije od riječi
3c0302002b	kad vide vaše čisto, pobožno ponašanje.
3c03030046	Ne kitite se upadljivim frizurama, zlatnim nakitom ni skupom odjećom.
3c03040068	Budite lijepe iznutra, neprolaznom ljepotom, blagoga i smirenog duha. To je dragocjeno u Božjim očima.
3c0305005f	Time su se nekoć kitile svete žene. Pouzdavale su se u Boga i pokoravale se svojim muževima.
3c03060085	I Sara se pokorila Abrahamu i nazvala ga svojim gospodarom. Njezine ste kćeri činite li dobro ne bojeći se nikakva zastrašivanja.
3c030700c2	Muževi, budite obzirni prema svojim ženama kao prema slabijem spolu. Iskazujte im poštovanje kao subaštinicama Božje milosti i vječnoga života jer vam inače molitve neće biti uslišane.
3c0308005f	I na koncu, budite svi jednodušni, puni suosjećanja, bratske ljubavi, milosrđa i poniznosti.
3c03090090	Ne uzvraćajte zlo za zlo i ne vraćajte uvredu za uvredu. Umjesto toga blagoslivljajte, jer ste na to pozvani, da baštinite blagoslov od Boga!
3c030a0076	“Tko želi uživati u životu i doživjeti sretne dane, neka suspregne svoj jezik od zla, a usne da ne govore laži!
3c030b004d	Neka se kloni zla i neka čini dobro. Neka se trsi živjeti u miru s drugima:
3c030c008f	jer oči Gospodnje bdiju nad pravednicima, i uši mu spremno slušaju njihove molbe, ali Gospodin okreće svoje lice od onih koji čine zlo.”
3c030d0031	Tko će vam nauditi ako se trudite činiti dobro?
3c030e007f	Ali ako i trpite zbog toga što činite dobro, blago vama! Bog će vas za to nagraditi. Zato se ne dajte zastrašiti ni smesti.
3c030f0090	Morate, naprotiv, štovati Krista kao Gospodara svojeg života. Upita li vas tko zašto vjerujete i u što se nadate, budite spremni odgovoriti,
3c031000a1	ali obzirno i s dužnim poštovanjem. Neka vam savjest bude čista, da se oni koji o vama zlo govore postide kad vidite kakvim uzornim životom u Kristu živite.
3c03110077	Jer ako je već Božja volja da patite, bolje je da trpite zato što ste činili dobro, nego zato što ste činili zlo.
3c0312008b	Doista i Krist je jednom umro zbog grijeha, pravedan za nepravedne, da nas privede k Bogu. Iako mu je tijelo bilo mrtvo, Duh ga je oživio.
3c03130039	I u njemu je posjetio duhove u tamnici i propovijedao im,
3c0314009d	i to onima koji su u Noino doba bili nepokorni Bogu iako ih je Bog strpljivo čekao dok je Noa gradio lađu. Samo je osmero ljudi spašeno od smrti u potopu.
3c031500a2	Slika je to krštenja, koje vas spašava silom uskrsnuća Isusa Krista. Krštenje nije pranje tjelesne nečistoće. Ono je Bogu upućena molitva za dobru savjest.
3c03160067	A Krist je uzišao na nebo i sjedi zdesna Bogu pošto su mu se pokorili svi anđeli, sve vlasti i sile.
3c040100a5	Budući da je Krist trpio u tijelu, i vi budite poput njega—spremni trpjeti. Jer ako ste voljni trpjeti za Krista, znači da ste odlučili da prestanete griješiti
3c04020063	i da ostatak tjelesnog života proživite prema Božjoj volji, a ne ugađajući ljudskim požudama.
3c040300b1	Dosta je što ste prije živjeli u onome u čemu uživaju bezbožni ljudi: u razvratu, požudama, pijančevanju, razuzdanim gozbama, pijankama i zločinačkim idolopoklonstvima.
