0100000008	Genesisy
35021000a6	Ary Jesosy Kristy Tompontsika sy Andriamanitra Raintsika, Izay efa tia antsika ka nanome antsika fampiononana mandrakizay sy fanantenana tsara amin’ ny fahasoavana,
350211005a	no hampionona ny fonareo anie sy hampahery anareo amin’ ny asa sy ny teny tsara rehetra.
350301007a	Farany, ry rahalahy, mivavaha ho anay, mba handehanan’ ny tenin’ ny Tompo faingana ka hankalazaina toy ny eo aminareo,
350302007f	ary mba hovonjena ho afaka amin’ ny olona hafahafa sy ratsy fanahy izahay; fa tsy ary manana finoana avokoa ny olona rehetra.
350303004d	Fa mahatoky ny Tompo, Izay hampahery sy hiaro anareo tsy ho azon’ ny ratsy.
350304007a	Fa izahay matoky anareo ao amin’ ny Tompo, fa izay zavatra andidianay dia efa ataonareo sady mbola hataonareo ihany koa.
350305007f	Ary ny Tompo anie hanitsy lalana ny fonareo ho amin’ ny fitiavana an’ Andriamanitra sy ho amin’ ny faharetan’ i Kristy.
35030600de	Ary mandidy anareo izahay, ry rahalahy, amin’ ny anaran’ i Jesosy Kristy Tompontsika, mba hialanareo amin’ ny rahalahy rehetra izay tsy mitoetra tsara ka tsy manaraka ny fampianarana natolotra izay noraisiny taminay.
350307005e	Fa ny tenanareo mahalala izay tokony hianaranareo anay; fa nitoetra tsara teo aminareo izahay,
35030800af	ary tsy nihinana foana izay hanin’ olona, fa niasa andro aman’ alina tamin’ ny fikelezan’ aina sy ny fisasarana mba tsy hahavaky tratra na dia iray akory aminareo aza;
350309005f	tsy noho ny tsy anananay fahefana anefa, fa mba hatolotray aminareo ho fianaranareo ny tenanay.
35030a0079	Fa fony mbola teo aminareo ihany aza izahay, dia nandidy anareo hoe: Raha misy tsy mety miasa, dia aoka tsy hihinana izy.
35030b007d	Fa renay fa misy ny sasany eo aminareo tsy mitoetra tsara, ka tsy miasa akory, fa mivezivezy foana miraharaha ny an’ olona.
35030c0092	Ary izay manao toy izany no didianay sy anarinay ao amin’ i Jesosy Kristy Tompo mba hiasa tsara amin’ ny fiadanana ka hihinana izay azy ihany.
35030d003e	Fa ianareo, ry rahalahy, aza ketraka amin’ ny fanaovan-tsoa.
35030e008b	Ary raha misy olona tsy manaiky ny teninay amin’ ity epistily ity, mariho izany olona izany, ka aza mikambana aminy, mba hahamenatra azy.
35030f003a	Anefa aza dia atao fahavalo izy, fa anaro toy ny rahalahy.
3503100086	Ary ny Tompon’ ny fiadanana anie hanome anareo fiadanana mandrakariva amin’ ny zavatra rehetra. Ho aminareo rehetra anie ny Tompo.
3503110073	Ity no veloma ataon’ ny tanako, izaho Paoly; izao no famantarana eo amin’ ny epistily rehetra; izao no soratro.
3503120046	Ho aminareo rehetra anie ny fahasoavan’ i Jesosy Kristy Tompontsika.
3600000008	1 Timoty
3601010078	Paoly, Apostolin’ i Kristy Jesosy araka ny didin’ Andriamanitra, Mpamonjy antsika, sy Kristy Jesosy fanantenantsika,
3601020098	mamangy an’ i Timoty, tena zanako amin’ ny finoana: fahasoavana, famindram-po, fiadanana avy amin’ Andriamanitra Ray sy Kristy Jesosy Tompontsika.
3601030086	Toy ny nangatahako anao hitoetra any Efesosy, rehefa hankany Makedonia aho, mba handidianao ny sasany tsy hanao fampianarana hafahafa,
36010400d8	na hitandrina ny anganongano sy ny tantaram-pirazanana tsy hita lany izay mahatonga ady hevitra, fa tsy mampandroso ny fitondrana araka an’ Andriamanitra amin’ ny finoana, dia toy izany koa no ataoko ankehitriny.
360105007e	Fa ny anton’ ny didy dia fitiavana avy amin’ ny fo madio sy ny fieritreretana tsara ary ny finoana tsy mihatsaravelatsihy,
3601060043	izay nivilian’ ny sasany, ka nania ho amin’ ny taria foana izy,
3601070060	dia olona izay te-ho mpampiana-dalàna, kanefa tsy fantany akory izay lazainy na izay itompoany.
360108004e	Nefa fantatsika fa tsara ny lalàna, raha entin’ ny olona araka izay antony,
3601090104	ka fantany fa tsy ny olona marina no nanaovana ny lalàna, fa ny mpandika lalàna sy ny maditra, dia ny tsy matahotra an’ Andriamanitra sy ny mpanota, ny olona tsy manaja izay masìna sy ny olona vetaveta, ny mpamono ray sy ny mpamono reny, ny mpamono olona,
36010a0099	ny mpijangajanga, ny sodomita, ny mpangalatra olona, ny mpandainga, ny mpianian-tsy tò, ary na inona na inona manohitra ny fampianarana tsy misy kilema,
36010b005e	araka ny filazantsaran’ ny voninahitr’ Andriamanitra finaritra, izay natolotra ho adidiko.
36010c0083	Misaotra an’ i Kristy Jesosy Tompontsika aho, Izay nampahery ahy, fa nataony mahatoky aho ka notendreny ho amin’ ny fanompoana,
36010d00ad	dia izaho, izay mpiteny ratsy fahiny sady mpanenjika sy mpampahory; kanefa nahazo famindram-po aho, satria tamin’ ny tsi-fahalalana no nanaovako izany noho ny tsi-finoana.
36010e0075	Fa be indrindra ny fahasoavan’ ny Tompontsika tamin’ ny finoana sy ny fitiavana, izay ao amin’ i Kristy Jesosy.
36010f00b0	Mahatoky ka tokony hekena amin’ ny fankasitrahana rehetra izao teny izao: tonga tetỳ ambonin’ ny tany Kristy Jesosy hamonjy ny mpanota, ary amin’ ireny izaho no lohany.
36011000ba	Kanefa izao no namindrana fo tamiko, dia ny mba hasehon’ i Jesosy Kristy eo amiko, izay lohany, ny fahari-po rehetra ho fianarana ho an’ izay hino Azy hahazoana fiainana mandrakizay.
36011100aa	Ary ho an’ ny Mpanjaka tsy manan-taloha, tsy mety maty, tsy hita, dia ho an’ Andriamanitra tokana ihany anie ny laza sy ny voninahitra mandrakizay mandrakizay. Amena.
360112008b	Izao didy izao no omeko anao, ry Timoty zanako, araka ireo faminaniana natao fahiny ny aminao ireo, mba ho entinao miady ny ady tsara ireo,
360113008e	amin’ ny itananao ny finoana sy ny fieritreretana tsara, izay efa narian’ ny sasany, ka toy ny olona vaky sambo izy ny amin’ ny finoana;
3601140066	naman’ ireny Hymeneo sy Aleksandro, izay natolotro ho an’ i Satana mba hofaizana tsy hiteny ratsy.
360201007d	Koa mananatra voalohany indrindra aho mba hatao izay fangatahana, fivavahana, fifonana, fisaorana, ho an’ ny olona rehetra,
36020200b4	ho an’ ny mpanjaka mbamin’ izay rehetra manana fahefana, mba hiainantsika miadana sy mandry fahizay amin’ ny toe-panahy araka an’ Andriamanitra sy ny fahamaotinana rehetra.
360203004d	Izany no tsara ka ankasitrahana eo imason’ Andriamanitra, Mpamonjy antsika,
3602040050	Izay tia ny olona rehetra hovonjena ka ho tonga amin’ ny fahalalana ny marina.
3602050073	Fa iray no Andriamanitra, ary iray no Mpanalalana amin’ Andriamanitra sy ny olona, dia Kristy Jesosy, Izay olona,
360206006c	sady nanolotra ny tenany ho avotra hisolo ny olona rehetra, dia zavatra ho fitory amin’ izao androny izao.
36020700a6	Mba hanao izany no nanendrena ahy ho mpitory sy Apostoly (milaza ny marina aho, fa tsy mandainga), ho mpampianatra ny jentilisa amin’ ny finoana sy ny fahamarinana.
360208007e	Koa tiako ny lehilahy hivavaka eny tontolo eny manandra-tanana masìna, tsy amin’ ny fahatezerana na amin’ ny fifandirana.
36020900d1	Ary toy izany koa ny vehivavy, hiravaka amin’ ny fitafiana mahamendrika mbamin’ ny fahamaotinana sy ny fahononan-tena, fa tsy amin’ ny volo mirandrana sy ny volamena, na vato soa, na fitafiana saro-bidy,
36020a0069	fa amin’ ny asa tsara, araka izay mahamendrika ny vehivavy manaiky ny fivavahana amin’ Andriamanitra.
36020b0036	Aoka ny vehivavy hianatra mangingina ka hanaiky tsara.
36020c0051	Fa ny vehivavy tsy avelako hampianatra na hanapaka ny lehilahy, fa hangina ihany.
36020d0025	Fa Adama no natao voalohany, vao Eva.
36020e004e	Ary tsy Adama no voafitaka, fa ny vehivavy no voafitaka, ka dia tonga mpanota.
36020f0096	Nefa hovonjena ihany izy amin’ ny fiterahan-jaza, raha maharitra amin’ ny finoana sy ny fitiavana ary ny fahamasinana mbamin’ ny fahononan-tena.
3603010064	Mahatoky izao teny izao: Raha misy olona maniry ny asan’ ny mpitandrina, dia maniry asa tsara izy.
3603020097	Koa ny mpitandrina dia tsy maintsy ho tsy manan-tsiny, manam-bady tokana, mahonon-tena, hendry, tia filaminana, mampiantrano vahiny, mahay mampianatra,
3603030056	tsy mpimamo lian’ ady, tsy mpikapoka, fa mandefitra, tsy mpila ady, tsy mpitia vola,
3603040051	manapaka tsara ny ankohonany, mampanaiky ny zanany amin’ ny fahamaotinana tsara
3603050073	(fa raha misy olona tsy mahay mitondra ny ankohonany, hataony ahoana no fitandrina ny fiangonan’ Andriamanitra?),
3603060075	tsy izay zazavao amin’ ny fivavahana, fandrao hieboebo foana izy ka ho latsaka amin’ ny fahamelohan’ ny devoly.
3603070082	Ary tsy maintsy ho tsara laza koa amin’ izay eny ivelany izy, fandrao ho lavo amin’ ny fananan-tsiny sy ny fandriky ny devoly.
3603080064	Ny diakona koa toy izany ihany, ho maotona, tsy miroa teny, tsy tia divay be, tsy tia harena maloto,
3603090057	mitandrina tsara ny zava-miafina ny amin’ ny finoana amin’ ny fieritreretana madio.
36030a0062	Ary aoka hizahan-toetra ireo aloha, dia vao hanao ny asan’ ny diakona izy, raha tsy manan-tsiny.
36030b0076	Ny vehivavy koa ho toy izany ihany: maotona, tsy mpanendrikendrika, mahonon-tena, mahatoky amin’ ny zavatra rehetra.
36030c0056	Aoka ny diakona samy hanam-bady tokana sady hanapaka tsara ny zanany sy ny ankohonany.
36030d00a3	Fa izay efa mahavatra tsara ny asan’ ny diakona dia mahazo toerana tsara ho an’ ny tenany sy fahasahiana be amin’ ny finoana izay ao amin’ i Kristy Jesosy.
36030e005c	Izany zavatra izany dia soratako aminao, na dia manantena hankatỳ aminao faingana aza aho;
36030f00c0	fa raha tratra ela aho, dia ny hahafantaranao izay fitondran-tena mety hatao ao an-tranon’ Andriamanitra, dia ny fiangonan’ Andriamanitra velona, sady andry sy fiorenan’ ny fahamarinana.
3603100133	Ary iaraha-manaiky mihitsy fa lehibe ny zava-miafina ny amin’ ny toe-panahy araka an’ Andriamanitra, dia Ilay naseho teo amin’ ny nofo, nohamarinina tao amin’ ny Fanahy; hitan’ ny anjely, notorina tany amin’ ny jentilisa, ninoana teny amin’ izao tontolo izao, nakarina tamin’ ny voninahitra.
3604010098	Fa ny Fanahy milaza marina fa amin’ ny andro aoriana dia hihemotra amin’ ny finoana ny sasany, manaiky fanahy mamitaka sy fampianaran’ ny demonia,
3604020064	amin’ ny fihatsaram-belatsihin’ ny mpilaza lainga, ka voapetaky ny vy mahamay ny fieritreretany,
36040300a0	izay mandrara tsy hanam-bady, ary mampifady hanina, izay nataon’ Andriamanitra ho an’ izay mino sady mahalala ny marina, mba horaisiny amin’ ny fisaorana.
360404007f	Fa ny zavatra rehetra nataon’ Andriamanitra dia tsara avokoa, ka tsy misy tokony holavina, raha raisina amin’ ny fisaorana,
3604050045	satria hamasinin’ ny tenin’ Andriamanitra sy ny fivavahana izany.
36040600c6	Raha manoro hevitra ny rahalahy ny amin’ izany zavatra izany ianao, dia ho mpanompo tsara an’ i Kristy Jesosy, tezaina amin’ ny tenin’ ny finoana sy ny fampianarana tsara izay efa narahinao.
3604070081	Fa ny anganongano ratsy fanaom-bavy antitra dia lavo, ka mampiasà ny tenanao ho amin’ ny toe-panahy araka an’ Andriamanitra.
36040800cd	Fa mahasoa kely ihany ny fampiasana ny tena; fa ny toe-panahy araka an’ Andriamanitra no mahasoa amin’ ny zavatra rehetra ka manana ny teny fikasana ny amin’ ny fiainana ankehitriny sy ny ho avy koa.
360409004b	Mahatoky izao teny izao ka tokony hekena amin’ ny fankasitrahana rehetra.
36040a0095	Fa izany no ikelezanay aina sy iezahanay, satria izahay manantena an’ Andriamanitra velona, Izay Mpamonjy ny olona rehetra, indrindra fa izay mino.
36040b002c	Izany zavatra izany no andidio sy ampianaro.
36040c00e3	Aoka tsy hisy olona hanao tsinontsinona anao noho ny hatanoranao; fa aoka ho tonga fianarana ho an’ ny mino ianao amin’ ny fiteny, amin’ ny fitondran-tena, amin’ ny fitiavana, amin’ ny finoana, amin’ ny fahadiovana.
36040d004a	Mandra-pihaviko tandremo ny famakian-teny, ny fananarana, ny fampianarana.
36040e008e	Aza tsy mitandrina ny fanomezam-pahasoavana izay ao anatinao, izay nomena anao tamin’ ny faminaniana sy ny fametrahan-tànan’ ny loholona.
36040f0085	Mazotoa hihevitra izany zavatra izany, dia mikeleza aina fatratra amin’ izany, mba hiseho amin’ ny olona rehetra ny fandrosoanao.
360410008b	Tandremo ny tenanao sy ny fampianaranao, ka mahareta amin’ izany; fa raha manao izany ianao, dia hamonjy ny tenanao sy izay mihaino anao.
3605010061	Aza mamely mafy loatra ny anti-panahy, fa anaro toy ny ray izy, ny tanora fanahy toy ny rahalahy,
3605020065	ny vehivavy anti-panahy toy ny reny, ny tanora fanahy toy ny anabavy, amin’ ny fahadiovana rehetra.
360503003f	Omeo voninahitra ny mpitondratena izay efa mpitondratena tokoa.
36050400f2	Fa raha misy mpitondratena manana zanaka na zafy, aoka ireo hianatra aloha haneho izay toe-panahy araka an’ Andriamanitra amin’ ny ao an-tranony ka hamaly soa ny rainy aman-dreniny; fa izany no ankasitrahana eo anatrehan’ Andriamanitra.
360505009c	Fa izay efa mpitondratena tokoa ka irery tena dia efa manantena an’ Andriamanitra ka maharitra amin’ ny fangatahana sy ny fivavahana andro aman’ alina
360506004a	Fa izay vehivavy manaram-po amin’ ny fahafinaretana dia maty fahavelony.
360507003b	Ary izany zavatra izany no andidio, mba tsy hananany tsiny.
360508007a	Fa raha misy tsy mamelona ny azy, indrindra fa ny ankohonany, dia efa nandà ny finoana izy ka ratsy noho ny tsy mino aza.
3605090076	Aza soratana ho isan’ ny mpitondratena izay latsaka noho ny enim-polo taona sady efa nanam-bady indray mandeha ihany
36050a00cc	ary tsara laza amin’ ny asa tsara; raha namelon-jaza izy, raha nampiantrano vahiny, raha nanasa ny tongotry ny olona masìna, raha namonjy ny nozoim-pahoriana, raha nazoto nanaraka ny asa tsara rehetra.
36050b006a	Fa mandava ny mpitondra-tena tanora; fa raha tsy maharitra ny fifehezan’ i Kristy izy, dia ta-hanam-bady
36050c003f	ka hahazo fanamelohana, satria nandà ny finoany voalohany izy.
36050d00a7	Sady mianatra ho malaina koa izy ka mandehandeha mitety trano; ary tsy malaina ihany, fa mpilazalaza sy mpandehandeha miraharaha ny an’ olona ka manao teny tsy mety.
36050e0088	Koa tiako ny mpitondratena tanora fanahy hanam-bady sy hanana zanaka sy hanapaka ny tranony ka tsy hanome vava ny fahavalo hiteny ratsy.
36050f0037	Fa ny sasany efa nivily sahady nanaraka an’ i Satana.
360510009e	Raha misy vehivavy mino manana mpitondratena, aoka izy hamelona azy, ary aza avela hahavaky tratra ny fiangonana, mba hamelomany izay efa mpitondratena tokoa.
360511008c	Aoka ny loholona izay mitondra tsara hatao tokony hahazo fanajana roa heny indrindra fa izay nikely aina amin’ ny teny sy ny fampianarana.
360512008d	Fa hoy ny Soratra Masìna: “Aza manakombona ny vavan’ ny omby mively vary ianao” Ary koa: “Ny mpiasa miendrika hahazo ny karamany”.
360513004f	Aza mandray teny hiampangana loholona, raha tsy misy vavolombelona roa na telo.
3605140054	Izay manota dia anaro eo anatrehan’ ny olona rehetra, mba hatahotra koa ny sasany.
36051500cb	Mananatra anao mafy aho eo anatrehan’ Andriamanitra sy Kristy Jesosy ary ny anjely voafidy mba hotandremanao izany zavatra izany, tsy manao olon-tiana, na manao na inona na inona amin’ ny fiangarana.
3605160079	Aza malaky mametra-tanana amin’ olona na iza na iza, ary aza miombona ota amin’ ny sasany; tehirizo madio ny tenanao.
360517005f	Aza misotro rano intsony fa misotroa divay kely noho ny vava-fonao sy ny fahosaosanao matetika.
360518007d	Ny fahotan’ ny olona sasany miharihary ka mialoha ho amin’ ny fitsarana, fa ny an’ ny sasany kosa manaraka ato aoriana.
3605190059	Ary miharihary toy izany koa ny asa tsara; ary izay tsy toy izany dia tsy ho azo afenina.
36060100a6	Aoka izay andevo rehetra eo ambanin’ ny zioga hanao ny tompony ho miendrika hohajaina tsara, mba tsy hitenenana ratsy ny anaran’ Andriamanitra sy ny fampianarana.
36060200dc	Ary izay manana tompo mino dia aoka tsy hanao tsinontsinona azy, satria rahalahy izy; fa vao mainka tokony hotompoiny aza izy, satria mino sy malala ilay mpandray ny soa atao. Izany zavatra izany no ampianaro sy ananaro.
36060300cf	Raha misy olona manao fampianarana hafa noho izany ka tsy manaiky ny teny tsy misy kilema, dia ny an’ i Jesosy Kristy Tompontsika, sy ny fampianarana izay mahatonga ny toe-panahy araka an’ Andriamanitra,
36060400b8	dia mieboebo foana izy ka tsy mahalala na inona na inona, fa adala amin’ ny fiadian-kevitra sy ny fiadian-teny izay mahatonga fialonana, fifandirana, fanaratsiana, fiahiahian-dratsy,
360605009f	fifandirana lalandava, fanaon’ ny olona vetaveta saina sady efa nialan’ ny fahamarinana, manao ny toe-panahy araka an’ Andriamanitra ho fahazoan-javatra.
360606005b	Fa misy tombony lehibe tokoa ny toe-panahy araka an’ Andriamanitra omban’ ny fianinana.
360607007a	Fa tsy nitondra na inona na inona ho amin’ izao tontolo izao isika, sady hita fa tsy hahatondra na inona na inona hiala.
3606080048	Fa raha manan-kanina sy fitafiana isika, dia aoka hianina amin’ izany.
36060900c8	Ary izay ta-hanan-karena dia latsaka amin’ ny fakam-panahy sy ny fandrika ary ny filàna maro tsy misy antony sady mandratra, izay mandentika ny olona ao amin’ ny fandringanana sy ny fahaverezana.
36060a00b0	Fa ny fitiavam-bola no fototry ny ratsy rehetra, koa ny sasany izay fatra-pitady izany dia efa voavily niala tamin’ ny finoana ka nanindrona ny tenany tamin’ ny alahelo be.
36060b00c4	Fa ianao kosa, sy lehilahin’ Andriamanitra, mandosira izany zavatra izany, ka miezaha mitady fahamarinana, toe-panahy araka an’ Andriamanitra, finoana, fitiavana, faharetana, fahalemem-panahy.
36060c00b6	Miadia ny ady tsaran’ ny finoana, hazòny ny fiainana mandrakizay; fa ho amin’ izany no niantsoana anao koa sy nanaovanao ilay fanekena tsara teo imason’ ny vavolombelona maro.
36060d00bb	Izaho mananatra anao eo anatrehan’ Andriamanitra, Izay mamelona ny zavatra rehetra, ary eo anatrehan’ i Kristy Jesosy, Izay nanao ilay fanekena tsara teo anatrehan’ i Pontio Pilato,
36060e0076	mba hotehirizinao tsy hanan-tsiny amam-pondro hatramin’ ny fisehoan’ i Jesosy Kristy Tompontsika izany didy izany;
36060f0076	ny Andriana finaritra sady tokana, Mpanjakan’ ny mpanjaka sy Tompon’ ny tompo, no haneho izany amin’ ny fotoany;
36061000c6	Izy ihany no manana ny tsi-fahafatesana, mitoetra eo amin’ ny mazava tsy azo hatonina, Izay tsy hitan’ olona sady tsy hainy jerena; ho Azy anie ny voninahitra sy ny fanjakana mandrakizay. Amena.
36061100c4	Anaro ny mpanankarena amin’ izao fiainana ankehitriny izao mba tsy hiavonavona, na hatoky ny harena miovaova, fa Andriamanitra, Izay manome antsika malalaka ny zavatra rehetra mba hifaliantsika,
